Date,Air_Temperature,Mean_Air_Temperature,Adjunct_Temperature_Barometer,Air_pressure_corrected,Air_pressure_mean,Time_Rain_Snow_Began,Time_Rain_Snow_Ended,Accumulated_Precipitation,Snow_Depth,Force_Pressure_Vapour,Relative_Humidity,Wind_Direction,Wind_Force,Cloud_Amount,Cloud_Type,Cloud_Direction,Cloud_Velocity,Upper_Cloud_Direction,Weather_Remarks
1864-11-25 21:00:00,-2.78,,,1031.56,,,,,,3.86,80,315,1,0,-999,,-999,-999,
1864-11-26 00:00:00,,0.17,,,1028.11,-999,-999,-999,-999,,,,,,,,,,
1864-11-26 07:00:00,-2.78,,,1029.9,,,,,,4.4,82,315,1,8,Cl6,-999,-999,,
1864-11-26 14:00:00,1.11,,,1027.84,,,,,,5.28,80,315,2,8,Cl6,-999,-999,,
1864-11-26 21:00:00,2.22,,,1023.23,,,,,,5.93,82,315,1,8,Cl7,,-999,-999,
1864-11-27 00:00:00,,3.72,,,1016.7,6:30 AM,noon,5.08,-999,,,,,,,,,,
1864-11-27 07:00:00,4.44,,,1017.95,,,,,,7.65,92,225,1,8,-999,-999,-999,,
1864-11-27 14:00:00,5,,,1015.92,,,,,,7.96,92,225,1,8,Cl7,-999,-999,,
1864-11-27 21:00:00,1.67,,,1016.26,,,,,,6.23,90,225,1,8,-999,,-999,-999,
1864-11-28 00:00:00,,1.83,,,1018.93,-999,-999,-999,-999,,,,,,,,,,
1864-11-28 07:00:00,0,,,1019.71,,,,,,5.32,87,0,1,8,Cl7,-999,-999,,
1864-11-28 14:00:00,1.67,,,1019.64,,,,,,6.23,90,0,1,8,Cl7,-999,-999,,
1864-11-28 21:00:00,3.89,,,1017.41,,,,,,7.38,92,225,1,8,Cl7,,-999,-999,
1864-11-29 00:00:00,,6.28,,,1003.08,2:00 AM,-999,-999,-999,,,,,,,,,,
1864-11-29 07:00:00,5.56,,,1009.14,,,,,,9.38,100,225,1,8,-999,-999,-999,,
1864-11-29 14:00:00,6.67,,,1005.42,,,,,,9.55,96,225,1,8,-999,-999,-999,,
1864-11-29 21:00:00,6.67,,,999.73,,,,,,9.55,96,225,1,8,-999,,-999,-999,
1864-11-30 00:00:00,,3.72,,,1000.91,-999,-999,-999,-999,,,,,,,,,,
1864-11-30 07:00:00,4.44,,,1000.41,,,,,,7.99,96,0,1,8,Cl7,-999,-999,,
1864-11-30 14:00:00,5,,,1000.81,,,,,,7.28,84,0,1,8,Cl7,-999,-999,,
1864-11-30 21:00:00,1.67,,,1001.52,,,,,,6.23,90,0,1,-999,-999,,-999,-999,
1864-12-01 00:00:00,,0,,,,1am,-999,-999,-999,,,,,,,,,,
1864-12-01 07:00:00,0.56,,,,,,,,,,,0,2,8,Cl7,,,,
1864-12-01 14:00:00,0.56,,,,,,,,,,,315,5,8,,,,,
1864-12-01 21:00:00,-1.11,,,,,,,,,,,315,7,0,,,,,
1864-12-02 00:00:00,,-1.5,,,,-999,12pm ('noon'),5.59,-999,,,,,,,,,,
1864-12-02 07:00:00,-1.67,,,,,,,,,,,315,5,8,Cl6,,,,
1864-12-02 14:00:00,0,,,,,,,,,,,0,5,0.8,Cl6,,,,
1864-12-02 21:00:00,-2.78,,,,,,,,,,,315,1,0,,,-999,,
1864-12-03 00:00:00,,-0.72,,,,2pm,12pm [Error: possibly 12am?],13.97,12.7,,,,,,,,,,
1864-12-03 07:00:00,-4.44,,,,,,,,,,,315,1,8,Cl7,,,,
1864-12-03 14:00:00,1.11,,,,,,,,,,,135,2,8,Cl7,,,,
1864-12-03 21:00:00,1.11,,,,,,,,,,,135,1,8,,,-999,-999,
1864-12-04 00:00:00,,1.67,,,,,,,,,,,,,,,,,
1864-12-04 07:00:00,0.56,,,,,,,,,,,270,1,8,Cl7,,-999,,
1864-12-04 14:00:00,2.78,,,,,,,,,,,270,1,5.6,Cl6,,,,
1864-12-04 21:00:00,1.67,,,,,,,,,,,270,1,8,Cl6,,,,
1864-12-05 00:00:00,,-2.06,,,,,,,,,,,,,,,,,
1864-12-05 07:00:00,-2.22,,,,,,,,,,,315,3,4,Cl6,,,,
1864-12-05 14:00:00,-0.56,,,,,,,,,,,0,2,4,Ch8,,-999,,
1864-12-05 21:00:00,-3.33,,,,,,,,,,,270,1,8,Cl6,,,,
1864-12-06 00:00:00,,1.11,,,,9:30pm,-999,-999,-999,,,,,,,,,,
1864-12-06 07:00:00,-2.22,,,,,,,,,,,45,2,8,Cl7,,,,
1864-12-06 14:00:00,2.78,,,,,,,,,,,135,1,8,Cl7,,,,
1864-12-06 21:00:00,2.78,,,,,,,,,,,135,1,8,,,,,
1864-12-07 00:00:00,,4.28,,,,6pm,6am [Additional note: 'Early morning'],7.87,,,,,,,,,,,
1864-12-07 07:00:00,2.22,,,,,,,,,,,270,2,8,Cl2,,,,
1864-12-07 14:00:00,5.56,,,,,,,,,,,225,1,8,Cl7,,,,
1864-12-07 21:00:00,5,,,,,,,,,,,225,5,8,,,,,
1864-12-08 00:00:00,,2.78,,,,,,,,,,,,,,,,,
1864-12-08 07:00:00,8.33,,,,,,,,,,,270,7,8,Cl7,,,,
1864-12-08 14:00:00,3.33,,,,,,,,,,,270,3,5.6,Cl6,,,,
1864-12-08 21:00:00,-3.33,,,,,,,,,,,315,8,0,,,,,
1864-12-09 00:00:00,,-7.78,,,,,,,,,,,,,,,,,
1864-12-09 07:00:00,-9.44,,,,,,,,,,,315,7,0,,,,,
1864-12-09 14:00:00,-4.44,,,,,,,,,,,315,7,0,,,,,
1864-12-09 21:00:00,-9.44,,,,,,,,,,,315,5,0,,,,,
1864-12-10 00:00:00,,-8.33,,,,6pm,12am ('midnight'),6.99,69.85,,,,,,,,,,
1864-12-10 07:00:00,-11.11,,,,,,,,,,,45,1,8,Cl7,,,,
1864-12-10 14:00:00,-7.78,,,,,,,,,,,45,2,8,Cl7,,,,
1864-12-10 21:00:00,-6.11,,,,,,,,,,,45,2,8,,,,,
1864-12-11 00:00:00,,-0.39,,,,6pm,-999,-999,-999,,,,,,,,,,
1864-12-11 07:00:00,-2.78,,,,,,,,,,,45,2,8,Cl7,,,,
1864-12-11 14:00:00,0,,,,,,,,,,,45,1,8,Cl7,,,,
1864-12-11 21:00:00,1.67,,,,,,,,,,,90,1,8,,,,,
1864-12-12 00:00:00,,-1.5,,,,-999,7am,13.97,-999,,,,,,,,,,
1864-12-12 07:00:00,5.56,,,,,,,,,,,225,9,8,Cl6,,,,
1864-12-12 14:00:00,-0.56,,,,,,,,,,,225,9,8,Cl6,,,,
1864-12-12 21:00:00,-9.44,,,,,,,,,,,0,7,0,,,,,
1864-12-13 00:00:00,,-14.44,,,,,,,,,,,,,,,,,
1864-12-13 07:00:00,-15.56,,,,,,,,,,,315,5,0,,,,,
1864-12-13 14:00:00,-13.33,,,,,,,,,,,315,3,0,,,,,
1864-12-13 21:00:00,-14.44,,,,,,,,,,,270,2,2.4,Cl6,,,,
1864-12-14 00:00:00,,-0.56,,,,10am,6pm,8.25,38.1,,,,,,,,,,
1864-12-14 07:00:00,-1.11,,,,,,,,,,,225,7,8,,,,,
1864-12-14 14:00:00,1.11,,,,,,,,,,,270,3,8,,,,,
1864-12-14 21:00:00,-1.67,,,,,,,,,,,315,2,2.4,Cl6,,,,
1864-12-15 00:00:00,,-15,,,,,,,,,,,,,,,,,
1864-12-15 07:00:00,-16.11,,,,,,,,,,,315,5,0,,-999,-999,,
1864-12-15 14:00:00,-12.78,,,,,,,,,,,270,5,1.6,Cl6,-999,-999,,
1864-12-15 21:00:00,-16.11,,,,,,,,,,,315,5,4,Cl6,,-999,-999,
1864-12-16 00:00:00,,-9.83,,,,,,,,,,,,,,,,,
1864-12-16 07:00:00,-15.56,,,,,,,,,,,315,2,8,Cl6,,,,
1864-12-16 14:00:00,-5,,,,,,,,,,,270,2,8,Cl6,,,,
1864-12-16 21:00:00,-8.89,,,,,,,,,,,315,2,0,,,,,
1864-12-17 00:00:00,,-4.61,,,,8pm,9:30pm,3.81,25.4,,,,,,,,,,
1864-12-17 07:00:00,-9.44,,,,,,,,,,,270,1,8,Cl7,,,,
1864-12-17 14:00:00,-4.44,,,,,,,,,,,315,1,8,Cl7,,,,
1864-12-17 21:00:00,0,,,,,,,,,,,315,1,8,Cl7,,,,
1864-12-18 00:00:00,,-6.5,,,,,,,,,,,,,,,,,
1864-12-18 07:00:00,-2.22,,,,,,,,,,,315,7,0,,,,,
1864-12-18 14:00:00,-5.56,,,,,,,,,,,315,5,0,,,,,
1864-12-18 21:00:00,-11.67,,,,,,,,,,,315,3,0,,,,,
1864-12-19 00:00:00,,-9.28,,,,11am,9pm,17.27,127,,,,,,,,,,
1864-12-19 07:00:00,-13.89,,,,,,,,,,,45,2,8,Cl7,,,,
1864-12-19 14:00:00,-6.67,,,,,,,,,,,135,5,8,,,,,
1864-12-19 21:00:00,-6.67,,,,,,,,,,,315,2,8,,,,,
1864-12-20 00:00:00,,-12.22,,,,,,,,,,,,,,,,,
1864-12-20 07:00:00,-12.22,,,,,,,,,,,315,8,8,Cl7,,,,
1864-12-20 14:00:00,-10,,,,,,,,,,,315,5,4,Cl6,,,,
1864-12-20 21:00:00,-14.44,,,,,,,,,,,315,2,0,,,,,
1864-12-21 00:00:00,,-13.33,,,,6:30pm,-999,-999,-999,,,,,,,,,,
1864-12-21 07:00:00,-17.22,,,,,,,,,,,315,2,0,,-999,-999,,
1864-12-21 14:00:00,-12.22,,,,,,,,,,,315,2,8,Cl7,,,,
1864-12-21 21:00:00,-10.56,,,,,,,,,,,315,2,8,,,,,
1864-12-22 00:00:00,,-12.39,,,,-999,11am,26.03,215.9,,,,,,,,,,
1864-12-22 07:00:00,-10,,,,,,,,,,,315,7,8,,-999,-999,,
1864-12-22 14:00:00,-10,,,,,,,,,,,315,3,8,Cl6,,,,
1864-12-22 21:00:00,-17.22,,,,,,,,,,,315,2,0,,,,,
1864-12-23 00:00:00,,-23.33,,,,,,,,,,,,,,,,,
1864-12-23 07:00:00,-25,,,,,,,,,,,315,3,0,,,,,
1864-12-23 14:00:00,-21.11,,,,,,,,,,,315,3,0,,,,,
1864-12-23 21:00:00,-23.89,,,,,,,,,,,315,1,0,,,,,
1864-12-24 00:00:00,,-16.28,,,,,,,,,,,,,,,,,
1864-12-24 07:00:00,-25.56,,,,,,,,,,,315,1,6.4,Cl6,,,,
1864-12-24 14:00:00,-13.33,,,,,,,,,,,45,1,8,Cl6,,,,
1864-12-24 21:00:00,-11.67,,,,,,,,,,,315,1,0,,,,,
1864-12-25 00:00:00,,-4.06,,,,,,,,,,,,,,,,,
1864-12-25 07:00:00,-10,,,,,,,,,,,270,2,8,Cl6,,,,
1864-12-25 14:00:00,-3.33,,,,,,,,,,,225,2,6.4,Cl6,,,,
1864-12-25 21:00:00,1.11,,,,,,,,,,,225,7,8,Cl7,,,,
1864-12-26 00:00:00,,1.28,,,,9pm,12am ('Midnight),6.6,-999,,,,,,,,,,
1864-12-26 07:00:00,2.78,,,,,,,,,,,225,5,8,Cl7,,,,
1864-12-26 14:00:00,3.89,,,,,,,,,,,225,2,8,Cl7,,,,
1864-12-26 21:00:00,2.78,,,,,,,,,,,225,0,8,Cl2,,,,
1864-12-27 00:00:00,,1.83,,,,-999,-999,-999,-999,,,,,,,,,,
1864-12-27 07:00:00,2.22,,,,,,,,,,,45,1,8,Cl7,,,,
1864-12-27 14:00:00,2.22,,,,,,,,,,,45,2,8,Cl7,,,,
1864-12-27 21:00:00,1.11,,,,,,,,,,,45,1,8,Cl7,,,,
1864-12-28 00:00:00,,1.83,,,,AM,-999,-999,-999,,,,,,,,,,
1864-12-28 07:00:00,0.56,,,,,,,,,,,45,1,8,Cl7,,,,
1864-12-28 14:00:00,2.22,,,,,,,,,,,135,1,8,Cl7,,,,
1864-12-28 21:00:00,3.33,,,,,,,,,,,135,2,8,,,,,
1864-12-29 00:00:00,,7.39,,,,,,,,,,,,,,,,,TS
1864-12-29 07:00:00,5.56,,,,,,,,,,,135,1,8,,,,,
1864-12-29 14:00:00,9.44,,,,,,,,,,,135,2,8,,,,,
1864-12-29 21:00:00,7.22,,,,,,,,,,,225,7,8,,,,,
1864-12-30 00:00:00,,-1.5,,,,9am,12am ('midnight'),55.88,-999,,,,,,,,,,
1864-12-30 07:00:00,0.56,,,,,,,,,,,225,3,8,Cl6,,,,
1864-12-30 14:00:00,-1.67,,,,,,,,,,,225,5,8,Cl6,,,,
1864-12-30 21:00:00,-3.33,,,,,,,,,,,315,3,8,Cl6,,,,
1864-12-31 00:00:00,,-1.28,,,,10am,12am ('midnight'),9.52,107.95,,,,,,,,,,
1864-12-31 07:00:00,-2.78,,,,,,,,,,,225,2,8,Cl6,,,,
1864-12-31 14:00:00,0,,,,,,,,,,,0,2,8,,,,,
1864-12-31 21:00:00,-1.11,,,,,,,,,,,0,1,8,,,,,
1865-01-01 00:00:00,,-6.67,,,1003.59,Early morning,7pm,15.24,190.5,,,,,,,,,,
1865-01-01 07:00:00,-3.89,,,1005.28,,,,,,5.25,100,45,2,8,,-999,-999,,
1865-01-01 14:00:00,-4.44,,,1002.64,,,,,,3.73,86,45,2,8,,-999,-999,,
1865-01-01 21:00:00,-12.22,,,1002.81,,,,,,1.9,82,45,3,8,,,-999,-999,
1865-01-02 00:00:00,,-11.67,,,1014.73,,,,,,,,,,,,,,
1865-01-02 07:00:00,-14.44,,,1012.33,,,,,,1.35,68,315,2,0,,-999,-999,,
1865-01-02 14:00:00,-9.44,,,1014.9,,,,,,2.37,80,315,1,0,,-999,-999,,
1865-01-02 21:00:00,-11.11,,,1016.93,,,,,,1.69,66,315,1,0,,,-999,-999,
1865-01-03 00:00:00,,-13.33,,,1022.52,,,,,,,,,,,,,,
1865-01-03 07:00:00,-16.67,,,1022.01,,,,,,1.49,71,270,1,4,Cl6,-999,-999,,
1865-01-03 14:00:00,-9.44,,,1022.08,,,,,,1.93,67,315,1,4,Cl6,-999,-999,,
1865-01-03 21:00:00,-13.89,,,1023.43,,,,,,1.86,68,315,1,8,Cl6,,-999,-999,
1865-01-04 00:00:00,,-5.72,,,1011.62,Early morning,Noon (12pm),1.02,10.16,,,,,,,,,,
1865-01-04 07:00:00,-7.78,,,1015.1,,,,,,3.93,87,135,5,8,,-999,-999,,
1865-01-04 14:00:00,-2.78,,,1009.82,,,,,,4.4,90,135,2,8,Cl7,-999,-999,,
1865-01-04 21:00:00,-6.67,,,1009.89,,,,,,3.05,83,45,3,8,Cl6,,-999,-999,
1865-01-05 00:00:00,,-10.56,,,1017.17,,,,,,,,,,,,,,
1865-01-05 07:00:00,-10,,,1015.92,,,,,,1.76,66,0,5,8,Cl6,-999,Dash,,
1865-01-05 14:00:00,-9.44,,,1016.93,,,,,,2.37,81,0,3,4,Cl6,315,1,,
1865-01-05 21:00:00,-12.22,,,1018.69,,,,,,2.07,90,315,1,8,Cl6,,1,315,
1865-01-06 00:00:00,,0,,,1013.31,7pm,-999,-999,-999,,,,,,,,,,
1865-01-06 07:00:00,-1.11,,,1013.75,,,,,,4.4,82,270,1,8,Cl6,-999,-999,,
1865-01-06 14:00:00,0.56,,,1013.14,,,,,,6.13,96,270,1,8,,-999,-999,,
1865-01-06 21:00:00,0.56,,,1013,,,,,,6.37,100,225,1,8,,,-999,-999,
1865-01-07 00:00:00,,-3.72,,,994.92,-999,12pm,42.67,38.1,,,,,,,,,,
1865-01-07 07:00:00,1.67,,,994.92,,,,,,6.54,91,45,3,8,,-999,-999,,
1865-01-07 14:00:00,-2.78,,,991.33,,,,,,4.98,100,0,5,8,,-999,-999,,
1865-01-07 21:00:00,-10,,,998.48,,,,,,2.78,100,45,7,,,,-999,-999,
1865-01-08 00:00:00,,-16.11,,,1028.68,,,,,,,,,,,,,,
1865-01-08 07:00:00,-18.33,,,1024.72,,,,,,1.29,72,0,1,0,,-999,-999,,
1865-01-08 14:00:00,-14.44,,,1027.57,,,,,,1.56,70,0,3,0,,-999,-999,,
1865-01-08 21:00:00,-15.56,,,1033.8,,,,,,1.22,68,0,0,2.4,Cl2,,-999,-999,
1865-01-09 00:00:00,,-1.11,,,1022.69,,,,,,,,,,,,,,
1865-01-09 07:00:00,-3.89,,,1025.4,,,,,,3.86,80,225,7,8,Cl6,225,3,,
1865-01-09 14:00:00,1.67,,,1021.13,,,,,,6.03,87,225,3,8,Cl6,225,2,,
1865-01-09 21:00:00,-0.56,,,1021.54,,,,,,5.89,100,270,1,8,Cl6,,2,270,
1865-01-10 00:00:00,,-0.56,,,1009.35,Noon (12pm),10pm,23.88,25.4,,,,,,,,,,
1865-01-10 07:00:00,-1.67,,,1019.64,,,,,,5.42,96,270,0,8,Cl6,270,1,,
1865-01-10 14:00:00,0,,,1014.36,,,,,,5.32,87,0,1,8,,-999,-999,,
1865-01-10 21:00:00,0,,,994.07,,,,,,6.16,100,45,2,8,,,-999,-999,
1865-01-11 00:00:00,,-11.83,,,998.44,10am,6pm,1.02,12.7,,,,,,,,,,
1865-01-11 07:00:00,-7.78,,,992.72,,,,,,3.32,100,45,5,8,Cl7,-999,-999,,
1865-01-11 14:00:00,-10.56,,,997.02,,,,,,1.76,66,45,3,8,,-999,-999,,
1865-01-11 21:00:00,-12.78,,,1005.55,,,,,,1.69,68,45,2,0,,,-999,-999,
1865-01-12 00:00:00,,-8.5,,,1012.97,,,,,,,,,,,,,,
1865-01-12 07:00:00,-13.89,,,1013.34,,,,,,1.69,68,315,2,4,Cl6,315,2,,
1865-01-12 14:00:00,-8.89,,,1013.55,,,,,,2.71,68,315,1,4,Cl6,315,2,,
1865-01-12 21:00:00,-2.78,,,1011.99,,,,,,3.86,80,315,3,8,Cl6,,2,315,
1865-01-13 00:00:00,,-1.67,,,1012.06,,,,,,,,,,,,,,
1865-01-13 07:00:00,-3.89,,,1012.53,,,,,,3.39,74,315,1,4,Cl6,315,1,,
1865-01-13 14:00:00,-0.56,,,1012.36,,,,,,5.01,85,270,1,6.4,Cl6,315,1,,
1865-01-13 21:00:00,-0.56,,,1011.31,,,,,,5.01,85,270,1,4,Cl6,,-999,-999,
1865-01-14 00:00:00,,-5.56,,,1003.08,11am,After midnight,24.26,215.9,,,,,,,,,,
1865-01-14 07:00:00,-1.67,,,1009.14,,,,,,5.32,87,157.5,3,8,Cl7,180,3,,
1865-01-14 14:00:00,-1.67,,,1005.15,,,,,,4.4,82,45,2,8,,-999,-999,,
1865-01-14 21:00:00,-7.78,,,994.99,,,,,,3.32,100,45,3,8,,,-999,-999,
1865-01-15 00:00:00,,-10.56,,,986.12,3pm,9pm,1.65,35.56,,,,,,,,,,
1865-01-15 07:00:00,-9.44,,,987.88,,,,,,2.91,100,0,2,8,Cl7,-999,-999,,
1865-01-15 14:00:00,-7.78,,,984.42,,,,,,2.24,68,0,1,8,Cl7,-999,-999,,
1865-01-15 21:00:00,-14.44,,,986.05,,,,,,1.93,100,315,2,6.4,Cl6,,-999,-999,
1865-01-16 00:00:00,,-15.72,,,993.36,,,,,,,,,,,,,,
1865-01-16 07:00:00,-16.67,,,990.35,,,,,,1.42,70,315,1,0,,-999,-999,,
1865-01-16 14:00:00,-12.78,,,991.03,,,,,,1.69,67,225,1,4.8,Cl6,-999,-999,,
1865-01-16 21:00:00,-17.78,,,998.71,,,,,,1.35,72,315,3,0,,,-999,-999,
1865-01-17 00:00:00,,-14.44,,,1005.52,,,,,,,,,,,,,,
1865-01-17 07:00:00,-20.56,,,1006.71,,,,,,0.95,68,315,2,0,,-999,-999,,
1865-01-17 14:00:00,-12.22,,,1006.1,,,,,,1.9,81,225,1,1.6,Cl6,-999,-999,,
1865-01-17 21:00:00,-10.56,,,1003.73,,,,,,2.17,81,45,1,8,Cl7,,-999,-999,
1865-01-18 00:00:00,,-10.94,,,1003.56,,,,,,,,,,,,,,
1865-01-18 07:00:00,-10.56,,,999.53,,,,,,2.17,81,45,2,8,,-999,-999,,
1865-01-18 14:00:00,-8.89,,,1001.83,,,,,,2.03,67,45,1,8,,-999,-999,,
1865-01-18 21:00:00,-13.33,,,1009.31,,,,,,1.76,68,315,1,0,,,-999,-999,
1865-01-19 00:00:00,,-12.94,,,1014.43,,,,,,,,,,,,,,
1865-01-19 07:00:00,-19.44,,,1016.29,,,,,,1.08,70,315,1,8,Cl6,-999,-999,,
1865-01-19 14:00:00,-8.89,,,1014.09,,,,,,1.35,47,315,1,5.6,Cl6,315,1,,
1865-01-19 21:00:00,-10.56,,,1012.9,,,,,,1.76,66,0,1,4,Cl6,,-999,-999,
1865-01-20 00:00:00,,-12.39,,,1014.46,,,,,,,,,,,,,,
1865-01-20 07:00:00,-15,,,1015,,,,,,1.49,70,315,1,4,Cl6,-999,-999,,
1865-01-20 14:00:00,-11.11,,,1014.05,,,,,,1.69,66,315,1,0,,-999,-999,,
1865-01-20 21:00:00,-11.11,,,1014.36,,,,,,1.69,66,315,1,0,,,-999,-999,
1865-01-21 00:00:00,,-9.06,,,1013.55,,,,,,,,,,,,,,
1865-01-21 07:00:00,-11.11,,,1013.78,,,,,,1.69,66,315,2,0,,-999,-999,,
1865-01-21 14:00:00,-5.56,,,1011.55,,,,,,2.81,71,315,2,0,,-999,-999,,
1865-01-21 21:00:00,-10.56,,,1015.31,,,,,,1.76,66,0,1,0,,,-999,-999,
1865-01-22 00:00:00,,-11.28,,,1015.75,,,,,,,,,,,,,,
1865-01-22 07:00:00,-14.44,,,1017.14,,,,,,1.42,68,0,1,5.6,Cl6,-999,-999,,
1865-01-22 14:00:00,-7.78,,,1015.92,,,,,,2.24,68,0,1,0,,-999,-999,,
1865-01-22 21:00:00,-11.67,,,1014.22,,,,,,1.96,82,315,1,0,,,-999,-999,
1865-01-23 00:00:00,,-5.94,,,1004.91,8am,-999,-999,-999,,,,,,,,,,
1865-01-23 07:00:00,-12.22,,,1010.16,,,,,,1.63,67,0,1,8,,-999,-999,,
1865-01-23 14:00:00,-3.89,,,1005.83,,,,,,5.25,100,135,1,8,,-999,-999,,
1865-01-23 21:00:00,-1.67,,,998.71,,,,,,4.91,91,45,1,8,,,-999,-999,
1865-01-24 00:00:00,,-3.5,,,986.08,-999,9am,25.4,127,,,,,,,,,,
1865-01-24 07:00:00,-1.67,,,982.56,,,,,,5.01,85,0,1,8,,-999,-999,,
1865-01-24 14:00:00,-2.22,,,983.64,,,,,,4.13,80,315,1,8,Cl6,-999,-999,,
1865-01-24 21:00:00,-6.67,,,992.01,,,,,,2.81,78,315,2,0,,,-999,-999,
1865-01-25 00:00:00,,-10.56,,,996.99,,,,,,,,,,,,,,
1865-01-25 07:00:00,-12.22,,,996,,,,,,1.69,66,270,1,8,Cl7,-999,-999,,
1865-01-25 14:00:00,-7.22,,,996,,,,,,2.37,68,270,1,4,Cl6,315,Trace,,
1865-01-25 21:00:00,-12.22,,,998.98,,,,,,1.56,67,0,1,0,,,-999,-999,
1865-01-26 00:00:00,,-10,,,1000.98,,,,,,,,,,,,,,
1865-01-26 07:00:00,-13.33,,,1001.93,,,,,,1.39,68,0,1,0,,-999,-999,,
1865-01-26 14:00:00,-6.67,,,999.87,,,,,,1.73,48,270,1,1.6,Cl6,315,1,,
1865-01-26 21:00:00,-10,,,1001.15,,,,,,1.86,66,270,1,0,,,-999,-999,
1865-01-27 00:00:00,,-7.06,,,1000.54,,,,,,,,,,,,,,
1865-01-27 07:00:00,-17.22,,,999.66,,,,,,1.15,71,315,1,0,,-999,-999,,
1865-01-27 14:00:00,-8.33,,,999.22,,,,,,2.13,68,315,1,6.4,Cl6,-999,-999,,
1865-01-27 21:00:00,-12.22,,,1002.37,,,,,,1.56,67,315,1,0,,,-999,-999,
1865-01-28 00:00:00,,-11.83,,,1005.28,,,,,,,,,,,,,,
1865-01-28 07:00:00,-15.56,,,1004.61,,,,,,0.24,68,45,1,8,Cl6,-999,-999,,
1865-01-28 14:00:00,-8.33,,,1004,,,,,,2.13,68,45,2,0,,-999,-999,,
1865-01-28 21:00:00,-11.67,,,1007.28,,,,,,1.63,67,45,3,8,Cl6,,-999,-999,
1865-01-29 00:00:00,,-10.17,,,1011.48,2pm,3:30pm,-999,-999,,,,,,,,,,
1865-01-29 07:00:00,-15,,,1009.48,,,,,,1.69,68,45,2,0,,-999,-999,,
1865-01-29 14:00:00,-8.33,,,1009.14,,,,,,2.61,83,45,2,8,,-999,-999,,
1865-01-29 21:00:00,-7.22,,,1015.78,,,,,,2.88,83,45,1,8,Cl7,,-999,-999,
1865-01-30 00:00:00,,-7.78,,,1021.81,,,,,,,,,,,,,,
1865-01-30 07:00:00,-6.67,,,1020.15,,,,,,2.61,68,315,2,3.2,Cl6,-999,-999,,
1865-01-30 14:00:00,-6.67,,,1021.33,,,,,,1.93,48,45,3,8,Cl6,-999,-999,,
1865-01-30 21:00:00,-10,,,1023.94,,,,,,1.86,66,315,1,0,,,-999,-999,
1865-01-31 00:00:00,,-5.17,,,984.05,,,,,,,,,,,,,,
1865-01-31 07:00:00,-13.33,,,1022.28,,,,,,1.49,67,315,1,8,Cl6,-999,-999,,
1865-01-31 14:00:00,-2.78,,,1017.81,,,,,,3.05,61,270,2,6.4,Cl6,-999,-999,,
1865-01-31 21:00:00,-5,,,1013.61,,,,,,3.32,85,270,2,4,Cl6,,-999,-999,
1865-02-01 00:00:00,,-6.11,,,1011.48,,,,,,,,,,,,,,
1865-02-01 07:00:00,-5.56,,,1011.31,,,,,,2.81,71,270,1,8,Cl6,-999,-999,,
1865-02-01 14:00:00,-3.89,,,1010.97,,,,,,3.39,74,315,3,7.2,Cl6,0,2,,
1865-02-01 21:00:00,-8.89,,,1015.58,,,,,,2.47,82,0,1,8,Cl7,,-999,-999,
1865-02-02 00:00:00,,-11.11,,,1018.56,,,,,,,,,,,,,,
1865-02-02 07:00:00,-12.22,,,1017.88,,,,,,1.49,67,0,1,1.6,Cl6,-999,-999,,
1865-02-02 14:00:00,-8.89,,,1017.68,,,,,,2.54,82,0,2,8,Cl6,-999,-999,,
1865-02-02 21:00:00,-12.22,,,1020.12,,,,,,1.56,67,0,1,0,,,-999,-999,
1865-02-03 00:00:00,,-10.56,,,1017.27,,,,,,,,,,,,,,
1865-02-03 07:00:00,-14.44,,,1018.63,,,,,,1.93,68,0,2,0,,-999,-999,,
1865-02-03 14:00:00,-7.22,,,1017.17,,,,,,1.63,47,0,5,0,,-999,-999,,
1865-02-03 21:00:00,-10,,,1015.65,,,,,,1.86,66,0,1,0,,,-999,-999,
1865-02-04 00:00:00,,-5.17,,,1004.94,,,,,,,,,,,,,,
1865-02-04 07:00:00,-11.11,,,1008.5,,,,,,1.86,66,315,1,0,,-999,-999,,
1865-02-04 14:00:00,0,,,1006.03,,,,,,4.64,75,315,1,8,Cl6,-999,-999,,
1865-02-04 21:00:00,-4.44,,,1000.34,,,,,,3.18,73,315,1,0,,,-999,-999,
1865-02-05 00:00:00,,-4.61,,,998.14,,,,,,,,,,,,,,
1865-02-05 07:00:00,-8.89,,,998.54,,,,,,2.13,68,0,1,8,Cl6,-999,-999,,
1865-02-05 14:00:00,-2.78,,,997.36,,,,,,3.86,80,45,1,8,Cl6,-999,-999,,
1865-02-05 21:00:00,-2.22,,,998.54,,,,,,4.13,80,45,1,8,Cl7,,-999,-999,
1865-02-06 00:00:00,,-0.94,,,1011.35,,,,,,,,,,,,,,
1865-02-06 07:00:00,-1.11,,,1005.76,,,,,,5.15,92,45,2,8,Cl6,45,2,,
1865-02-06 14:00:00,1.11,,,1009.89,,,,,,5.96,90,45,3,6.4,Cl6,45,3,,
1865-02-06 21:00:00,-2.78,,,1018.42,,,,,,3.86,80,45,1,8,Cl6,,2,45,
1865-02-07 00:00:00,,-3.17,,,1021.3,,,,,,,,,,,,,,
1865-02-07 07:00:00,-4.44,,,1022.08,,,,,,2.51,55,45,1,8,Cl7,,-999,,
