Date,Air_Temperature,Mean_Air_Temperature,Adjunct_Temperature_Barometer,Air_pressure_corrected,Air_pressure_mean,Time_Rain_Snow_Began,Time_Rain_Snow_Ended,Accumulated_Precipitation,Snow_Depth,Force_Pressure_Vapour,Relative_Humidity,Wind_Direction,Wind_Force,Cloud_Amount,Cloud_Type,Cloud_Direction,Cloud_Velocity,Upper_Cloud_Direction,Weather_Remarks
1864-05-24 21:00:00,7.22,,,1015.92,,,,,,7.89,78,225,1,5.6,Cl6,,-999,-999,
1864-05-25 00:00:00,,7.78,,,1013.14,5:30 PM,9:30 PM,5.84,,,,,,,,,,,
1864-05-25 07:00:00,6.67,,,1014.26,,,,,,8.26,84,225,1,8,Cl7,-999,-999,,
1864-05-25 14:00:00,9.44,,,1012.67,,,,,,8.64,73,225,1,8,Cl7,-999,-999,,
1864-05-25 21:00:00,7.22,,,1012.53,,,,,,10.16,100,225,1,8,Cl7,,-999,-999,
1864-05-26 00:00:00,,12.22,,,1010.84,11:00 PM,in night,,,,,,,,,,,,
1864-05-26 07:00:00,7.22,,,1012.73,,,,,,11.34,86,225,1,4,Cl6,-999,-999,,
1864-05-26 14:00:00,17.22,,,1010.9,,,,,,15,77,225,1,0,,-999,-999,,
1864-05-26 21:00:00,12.22,,,1008.87,,,,,,12.19,86,225,1,8,Cl7,,-999,-999,
1864-05-27 00:00:00,,12.39,,,1004,2:00 PM,in night,6.99,,,,,,,,,,,
1864-05-27 07:00:00,11.11,,,1004.4,,,,,,12.77,96,225,1,8,Cl2,-999,-999,,
1864-05-27 14:00:00,16.11,,,1001.08,,,,,,16.46,90,225,1,8,,-999,-999,,
1864-05-27 21:00:00,10,,,999.73,,,,,,12.22,100,225,1,8,Cl2,,-999,-999,
1864-05-28 00:00:00,,15,,,1004.34,,,5.71,,,,,,,,,,,
1864-05-28 07:00:00,10,,,1001.9,,,,,,14.32,82,0,2,0.8,Cl6,0,2,,
1864-05-28 14:00:00,22.78,,,1004,,,,,,14.09,51,0,2,4,Cl6,-999,-999,,
1864-05-28 21:00:00,13.33,,,1007.11,,,,,,13.24,87,0,1,8,Cl6,,-999,-999,
1864-05-29 00:00:00,,11.5,,,1009.11,7:30 AM,8:15 AM,1.78,,,,,,,,,,,
1864-05-29 07:00:00,10,,,1009.28,,,,,,12.22,93,180,1,8,,-999,-999,,
1864-05-29 14:00:00,13.33,,,1009.01,,,,,,12.36,81,45,1,8,Cl7,-999,-999,,
1864-05-29 21:00:00,11.11,,,1009.01,,,,,,11.34,86,45,1,0,,,-999,-999,
1864-05-30 00:00:00,,9.22,,,1009.35,,,,,,,,,,,,,,
1864-05-30 07:00:00,7.78,,,1008.47,,,,,,11.31,93,225,1,8,Cl6,-999,-999,,
1864-05-30 14:00:00,11.67,,,1008.94,,,,,,10.9,80,225,2,8,Cl6,-999,-999,,
1864-05-30 21:00:00,8.33,,,1010.67,,,,,,9.55,90,225,1,0,,,-999,-999,
1864-05-31 00:00:00,,10.17,,,1006.2,7:30 AM,5:00 PM,1.02,,,,,,,,,,,
1864-05-31 07:00:00,7.22,,,1008.67,,,,,,9.72,93,225,1,8,,270,2,,
1864-05-31 14:00:00,12.78,,,1004.74,,,,,,11.85,81,225,1,8,Cl6,270,1,,
1864-05-31 21:00:00,10.56,,,1005.55,,,,,,11.78,93,225,0,0,,,-999,-999,
1864-06-01 00:00:00,,11.67,,,1007.72,,,0.13,,,,,,,,,,,
1864-06-01 07:00:00,10,,,1008.47,,,,,,12.22,96,180,1,8,Cl7,225,1,,
1864-06-01 14:00:00,13.33,,,1006.91,,,,,,13.24,87,180,1,8,Cl6,225,2,,
1864-06-01 21:00:00,11.67,,,1007.79,,,,,,10.9,80,180,0,8,Cl7,,-999,-999,
1864-06-02 00:00:00,,11.28,,,1008.94,,,,,,,,,,,,,,
1864-06-02 07:00:00,10,,,1008.64,,,,,,9.75,70,315,2,8,Cl6,315,1,,
1864-06-02 14:00:00,15,,,1008.13,,,,,,9.72,57,315,2,4,Cl6,225,1,,
1864-06-02 21:00:00,8.89,,,1010.09,,,,,,9.72,86,225,0,0,,,-999,-999,
1864-06-03 00:00:00,,11.5,,,1010.57,6:30 AM,6:45 AM,0.25,,,,,,,,,,,
1864-06-03 07:00:00,7.78,,,1005.76,,,,,,10.46,86,270,1,4,Cl6,315,1,,
1864-06-03 14:00:00,16.67,,,1009.79,,,,,,10.94,58,315,2,6.4,Cl6,225,1,,
1864-06-03 21:00:00,10,,,1014.12,,,,,,10.46,86,270,1,1.6,Cl6,,-999,-999,
1864-06-04 00:00:00,,12.39,,,1016.56,,,,,,,,,,,,,,
1864-06-04 07:00:00,8.33,,,1016.12,,,,,,11.07,70,315,1,0,,-999,-999,,
1864-06-04 14:00:00,15,,,1015.92,,,,,,11.18,66,225,3,0,,-999,-999,,
1864-06-04 21:00:00,8.33,,,1017.61,,,,,,10.16,93,225,1,0,,,-999,-999,
1864-06-05 00:00:00,,10.72,,,1016.46,,,,,,,,,,,,,,
1864-06-05 07:00:00,7.78,,,1017.75,,,,,,10.16,80,225,2,2.4,Ch6,225,0,,
1864-06-05 14:00:00,12.78,,,1017.61,,,,,,11.41,98,225,3,2.4,Ch6,225,1,,
1864-06-05 21:00:00,11.67,,,1014.02,,,,,,11.75,86,225,1,2.4,Cl6,,1,225,
1864-06-06 00:00:00,,12.78,,,1006.47,10:00 AM,noon,0.13,,,,,,,,,,,
1864-06-06 07:00:00,12.78,,,1009.48,,,,,,15.31,91,180,1,8,Cl6,225,1,,
1864-06-06 14:00:00,16.67,,,1005.99,,,,,,15.44,82,225,1,8,Cl6,-999,-999,,
1864-06-06 21:00:00,8.89,,,1003.93,,,,,,11.34,100,225,1,8,Cl2,,-999,-999,
1864-06-07 00:00:00,,11.11,,,1011.95,"11 pm, 4 am","11:15 pm, 4:30 am",-999,,,,,,,,,,,
1864-06-07 07:00:00,7.78,,,1011.18,,,,,,7.11,54,0,5,0,,-999,-999,,
1864-06-07 14:00:00,17.22,,,1010.26,,,,,,8.57,44,315,3,6.4,Cl6,270,1,,
1864-06-07 21:00:00,8.33,,,1014.39,,,,,,7.89,73,315,1,0,,,-999,-999,
1864-06-08 00:00:00,,8.72,,,1011.31,,,,,,,,,,,,,,
1864-06-08 07:00:00,5.56,,,1016.46,,,,,,7.11,54,315,2,0,,-999,-999,,
1864-06-08 14:00:00,11.67,,,1012.19,,,,,,7.45,55,225,8,5.6,Cl6,225,1,,
1864-06-08 21:00:00,8.89,,,1005.39,,,,,,8.91,80,225,2,8,Cl6,,-999,-999,
1864-06-09 00:00:00,,9.44,,,991.67,,,,,,,,,,,,,,
1864-06-09 07:00:00,8.89,,,995.8,,,,,,10.5,90,225,1,8,Cl7,-999,-999,,
1864-06-09 14:00:00,8.89,,,990.93,,,,,,10.73,96,225,1,8,,-999,-999,,
1864-06-09 21:00:00,10.56,,,988.32,,,,,,11.78,93,225,1,8,Cl7,,-999,-999,
1864-06-10 00:00:00,,9.61,,,994.07,,,,,,,,,,,,,,
1864-06-10 07:00:00,8.33,,,990.96,,,,,,10.46,93,315,1,6.4,Cl6,315,1,,
1864-06-10 14:00:00,12.78,,,991.67,,,,,,8.16,56,315,2,3.2,Cl2,-999,-999,,
1864-06-10 21:00:00,7.78,,,999.56,,,,,,8.26,80,315,3,0,,,-999,-999,
1864-06-11 00:00:00,,8.89,,,1008.6,1:30 PM,night,4.32,,,,,,,,,,,
1864-06-11 07:00:00,5.56,,,1006.13,,,,,,8.3,68,315,2,1.6,Cl6,315,0,,
1864-06-11 14:00:00,13.33,,,1007.79,,,,,,9.99,65,225,5,3.2,Cl2,315,0,,
1864-06-11 21:00:00,7.78,,,1011.92,,,,,,8.97,86,225,1,0,,,-999,-999,
1864-06-12 00:00:00,,10.39,,,1014.97,am,,0.13,,,,,,,,,,,
1864-06-12 07:00:00,7.78,,,1015.31,,,,,,9.04,64,270,1,0,,-999,-999,,
1864-06-12 14:00:00,14.44,,,1014.7,,,,,,11.58,71,225,2,2.4,Cl2,225,0,,
1864-06-12 21:00:00,8.89,,,1014.9,,,,,,8.91,80,225,1,2.4,Cl2,,0,225,
1864-06-13 00:00:00,,13.72,,,1011.85,4:00 AM,5:00 AM,0.25,,,,,,,,,,,
1864-06-13 07:00:00,9.44,,,1013.21,,,,,,11.31,80,315,1,6.4,Cl6,315,1,,
1864-06-13 14:00:00,19.44,,,1011.04,,,,,,11.78,52,225,2,3.2,Cl6,45,1,,
1864-06-13 21:00:00,12.22,,,1011.31,,,,,,9.75,70,315,1,0,,,-999,-999,
1864-06-14 00:00:00,,18.33,,,1008.47,,,,,,,,,,,,,,
1864-06-14 07:00:00,12.22,,,1009.48,,,,,,7.99,41,315,1,0,,-999,-999,,
1864-06-14 14:00:00,28.89,,,1005.96,,,,,,12.56,32,315,3,0,,-999,-999,,
1864-06-14 21:00:00,13.89,,,1006.6,,,,,,11.07,70,315,1,0,,,-999,-999,
1864-06-15 00:00:00,,16.28,,,1006.88,,,,,,,,,,,,,,
1864-06-15 07:00:00,16.67,,,1007.25,,,,,,14.36,64,315,1,0,,-999,-999,,
1864-06-15 14:00:00,20,,,1006.27,,,,,,13.99,60,225,2,0,,-999,-999,,
1864-06-15 21:00:00,12.22,,,1007.11,,,,,,11.31,80,315,1,0,,,-999,-999,
1864-06-16 00:00:00,,12.78,,,1006.13,,,,,,,,,,,,,,
1864-06-16 07:00:00,10.56,,,1005.42,,,,,,12.77,81,225,1,0,,-999,-999,,
1864-06-16 14:00:00,16.67,,,1005.15,,,,,,13.55,72,225,2,0,,-999,-999,,
1864-06-16 21:00:00,11.11,,,1007.79,,,,,,11.34,86,135,0,0,,,-999,-999,
1864-06-17 00:00:00,,13.72,,,1014.05,,,,,,,,,,,,,,
1864-06-17 07:00:00,11.11,,,1013.21,,,,,,12.12,67,45,1,0,,-999,-999,,
1864-06-17 14:00:00,17.78,,,1013.72,,,,,,11.11,55,225,1,0,,-999,-999,,
1864-06-17 21:00:00,12.22,,,1015.24,,,,,,11.31,80,135,0,0,,,-999,-999,
1864-06-18 00:00:00,,13.11,,,1014.53,,,,,,,,,,,,,,
1864-06-18 07:00:00,11.11,,,1015.65,,,,,,13.24,87,180,1,4,Ch6,-999,-999,,
1864-06-18 14:00:00,17.22,,,1013.88,,,,,,14.02,72,180,2,6.4,Cl6,-999,-999,,
1864-06-18 21:00:00,11.11,,,1014.09,,,,,,10.5,80,180,2,0,,,-999,-999,
1864-06-19 00:00:00,,12.22,,,1014.16,,,,,,,,,,,,,,
1864-06-19 07:00:00,10.56,,,1014.26,,,,,,11.85,81,225,1,8,Cl6,-999,-999,,
1864-06-19 14:00:00,15,,,1013.92,,,,,,12.87,76,180,3,8,Cl6,-999,-999,,
1864-06-19 21:00:00,11.11,,,1014.29,,,,,,11.34,86,180,1,8,Cl6,,-999,-999,
1864-06-20 00:00:00,,14.44,,,1021,5:00 AM,5:00 AM,0.13,,,,,,,,,,,
1864-06-20 07:00:00,12.22,,,1017.51,,,,,,13.31,81,180,1,8,Cl6,-999,-999,,
1864-06-20 14:00:00,17.78,,,1020.66,,,,,,15.61,77,45,3,8,Cl6,45,3,,
1864-06-20 21:00:00,13.33,,,1024.86,,,,,,13.24,87,45,2,0,,,-999,-999,
1864-06-21 00:00:00,,15,,,1026.75,,,,,,,,,,,,,,
1864-06-21 07:00:00,10,,,1027.77,,,,,,13.31,81,45,3,0,,-999,-999,,
1864-06-21 14:00:00,21.67,,,1027.02,,,,,,12.97,50,135,2,0.8,Cl6,-999,-999,,
1864-06-21 21:00:00,13.33,,,1025.43,,,,,,9.99,65,135,1,0,,,-999,-999,
1864-06-22 00:00:00,,13.17,,,1016.83,,,,,,,,,,,,,,
1864-06-22 07:00:00,9.44,,,1020.32,,,,,,12.43,76,135,1,0,,-999,-999,,
1864-06-22 14:00:00,18.33,,,1016.86,,,,,,13.24,63,180,1,0,,-999,-999,,
1864-06-22 21:00:00,11.67,,,1012.29,,,,,,10.9,80,135,1,0,,,-999,-999,
1864-06-23 00:00:00,,13.72,,,1004.1,9:15 AM,10:00 AM,3.56,,,,,,,,,,,
1864-06-23 07:00:00,10.56,,,1006.3,,,,,,11.75,86,135,1,0,Cl6,315,2,,
1864-06-23 14:00:00,13.89,,,1001.76,,,,,,14.7,93,225,2,8,Cl2,-999,-999,,
1864-06-23 21:00:00,16.67,,,1004.27,,,,,,11.75,62,45,5,2.4,Cl6,,1,45,
1864-06-24 00:00:00,,15,,,1007.08,,,,,,,,,,,,,,
1864-06-24 07:00:00,13.89,,,1006.3,,,,,,10.87,62,0,3,8,Cl6,315,2,,
1864-06-24 14:00:00,20,,,1007.11,,,,,,13.99,60,225,3,0.8,Cl6,-999,-999,,
1864-06-24 21:00:00,11.11,,,1007.79,,,,,,10.5,80,225,1,2.4,Cl6,,-999,-999,
1864-06-25 00:00:00,,15,,,1003.08,,,,,,,,,,,,,,
1864-06-25 07:00:00,11.11,,,1002.91,,,,,,12.19,86,225,1,8,Cl6,-999,-999,,
1864-06-25 14:00:00,20,,,1001.49,,,,,,16.97,73,180,1,6.4,Cl6,-999,-999,,
1864-06-25 21:00:00,13.89,,,1004.88,,,,,,13.71,86,225,1,4,Cl6,,-999,-999,
1864-06-26 00:00:00,,15.89,,,1004.17,5:00 AM,7:00 AM,5.08,,,,,,,,,,,
1864-06-26 07:00:00,16.67,,,1004.13,,,,,,17.14,88,90,1,8,Cl6,-999,-999,,
1864-06-26 14:00:00,18.89,,,1003.25,,,,,,17.95,83,45,2,8,Cl7,,-999,,
1864-06-26 21:00:00,12.22,,,1005.08,,,,,,13.14,93,45,1,8,Cl6,,-999,-999,
1864-06-27 00:00:00,,10.94,,,1007.76,3:00 AM,4:00 AM,7.62,,,,,,,,,,,
1864-06-27 07:00:00,12.22,,,1002.51,,,,,,13.14,93,45,1,8,Cl7,-999,-999,,
1864-06-27 14:00:00,13.33,,,1003.93,,,,,,13.24,87,45,2,8,,45,3,,
1864-06-27 21:00:00,7.22,,,1011.75,,,,,,8.94,88,0,3,8,Cl7,,-999,-999,
1864-06-28 00:00:00,,11.28,,,1016.73,4:00 PM,6:00 PM,,,,,,,,,,,,
1864-06-28 07:00:00,7.22,,,1015.37,,,,,,10.16,74,0,3,0,,-999,-999,,
1864-06-28 14:00:00,17.22,,,1015.78,,,,,,10.63,55,45,3,2.4,Cl2,0,1,,
1864-06-28 21:00:00,9.44,,,1019.37,,,,,,10.09,86,0,1,0,,,-999,-999,
1864-06-29 00:00:00,,12.94,,,1019.47,,,,,,,,,,,,,,
1864-06-29 07:00:00,8.33,,,1020.32,,,,,,10.87,62,315,1,0,,-999,-999,,
1864-06-29 14:00:00,19.44,,,1018.69,,,,,,13.44,60,225,2,1.6,Cl2,-999,-999,,
1864-06-29 21:00:00,11.11,,,1019.4,,,,,,10.5,80,225,1,0,,,-999,-999,
1864-06-30 00:00:00,,12.78,,,1017.88,,,,,,,,,,,,,,
1864-06-30 07:00:00,9.44,,,1019.61,,,,,,11.01,75,180,1,3.2,Cl2,,,,
1864-06-30 14:00:00,17.78,,,1016.76,,,,,,13.65,67,225,2,0,,-999,-999,,
1864-06-30 21:00:00,11.11,,,1017.27,,,,,,11.34,86,225,1,0,,,-999,-999,
1864-07-01 00:00:00,,12.61,,,1015.21,,,,,,,,,,,,,,
1864-07-01 07:00:00,11.11,,,1014.77,,,,,,13.65,93,225,1,8,-999,-999,-999,,
1864-07-01 14:00:00,15,,,1015.24,,,,,,14.76,88,225,1,8,Cl2,-999,-999,,
1864-07-01 21:00:00,11.67,,,1015.61,,,,,,12.67,93,225,1,8,Cl2,,-999,-999,
1864-07-02 00:00:00,,13.5,,,1012.9,,,,,,,,,,,,,,
1864-07-02 07:00:00,10,,,1015.78,,,,,,14.19,93,180,1,8,Cl6,-999,-999,,
1864-07-02 14:00:00,17.22,,,1012.36,,,,,,15,77,225,1,5.6,Cl6,-999,-999,,
1864-07-02 21:00:00,13.33,,,1010.57,,,,,,13.24,87,225,1,8,Cl6,,-999,-999,
1864-07-03 00:00:00,,14.83,,,1006.43,,,,,,,,,,,,,,
1864-07-03 07:00:00,14.44,,,1007.48,,,,,,14.76,88,135,1,8,Cl7,-999,-999,,
1864-07-03 14:00:00,18.33,,,1005.99,,,,,,16.19,78,180,1,8,Cl6,-999,-999,,
1864-07-03 21:00:00,11.67,,,1006.1,,,,,,12.67,93,225,1,0,-999,,-999,-999,
1864-07-04 00:00:00,,11.67,,,1005.69,3pm,6pm,0.25,,,,,,,,,,,
1864-07-04 07:00:00,10,,,1006.06,,,,,,12.67,93,180,1,8,Cl6,-999,-999,,
1864-07-04 14:00:00,13.33,,,1005.05,,,,,,13.24,87,225,1,8,Cl2,-999,-999,,
1864-07-04 21:00:00,11.67,,,1005.96,,,,,,13.14,96,270,1,4,Cl2,,1,315,
1864-07-05 00:00:00,,15.56,,,1007.55,AM,-999,0.13,,,,,,,,,,,
1864-07-05 07:00:00,12.22,,,1006.1,,,,,,13.71,87,315,2,8,-999,-999,-999,,
1864-07-05 14:00:00,20,,,1007.18,,,,,,13.99,60,315,5,4.8,Cl2,-999,-999,,
1864-07-05 21:00:00,14.44,,,1009.41,,,,,,15.27,93,270,1,0,-999,,-999,-999,
1864-07-06 00:00:00,,12.61,,,1007.65,9:30AM,8pm,2.79,,,,,,,,,,,TS
1864-07-06 07:00:00,12.78,,,1009.01,,,,,,13.31,81,225,1,6.4,Cl6,270,1,,
1864-07-06 14:00:00,12.78,,,1008.84,,,,,,13.11,90,225,1,8,Cl7,315,1,,
1864-07-06 21:00:00,12.22,,,1008.53,,,,,,13.14,93,315,1,4,Cl6,,-999,-999,
1864-07-07 00:00:00,,16.67,,,1007.38,,,,,,,,,,,,,,
1864-07-07 07:00:00,10.56,,,1008.33,,,,,,15.92,88,315,1,0,-999,-999,-999,,
1864-07-07 14:00:00,23.33,,,1005.42,,,,,,11.38,40,315,5,3.2,Cl2,315,1,,
1864-07-07 21:00:00,16.11,,,1008.4,,,,,,10.53,58,315,1,0,-999,,-999,-999,
1864-07-08 00:00:00,,16.67,,,1012.73,,,,,,,,,,,,,,
1864-07-08 07:00:00,12.78,,,1010.16,,,,,,12.39,60,315,1,0,-999,-999,-999,,
1864-07-08 14:00:00,24.44,,,1011.18,,,,,,14.05,46,315,2,1.6,Cl2,315,1,,
1864-07-08 21:00:00,12.78,,,1016.86,,,,,,11.85,81,135,0,0,-999,,-999,-999,
1864-07-09 00:00:00,,14.61,,,1018.12,,,,,,,,,,,,,,
1864-07-09 07:00:00,11.67,,,1019.13,,,,,,14.46,7.7,135,1,0,-999,-999,-999,,
1864-07-09 14:00:00,19.44,,,1018.35,,,,,,13.44,60,225,2,0,-999,-999,-999,,
1864-07-09 21:00:00,12.78,,,1017.2,,,,,,11.85,81,225,-999,0,-999,,-999,-999,
1864-07-10 00:00:00,,13.89,,,1014.22,,,,,,,,,,,,,,
1864-07-10 07:00:00,12.78,,,1016.46,,,,,,12.77,81,225,1,8,Cl6,-999,-999,,
1864-07-10 14:00:00,17.22,,,1013.88,,,,,,15,77,180,1,6.4,Cl2,-999,-999,,
1864-07-10 21:00:00,12.22,,,1012.29,,,,,,13.14,93,225,1,8,Cl6,,-999,-999,
1864-07-11 00:00:00,,12.06,,,1008.23,7:30am,,13.97,,,,,,,,,,,SH
1864-07-11 07:00:00,11.67,,,1009.04,,,,,,13.14,93,225,1,8,-999,-999,-999,,
1864-07-11 14:00:00,12.22,,,1007.69,,,,,,13.65,96,225,5,8,-999,-999,-999,,
1864-07-11 21:00:00,12.22,,,1007.92,,,,,,14.16,100,225,1,8,-999,,-999,-999,
1864-07-12 00:00:00,,13.5,,,1009.25,8:30pm,9pm,2.54,,,,,,,,,,,TS
1864-07-12 07:00:00,12.22,,,1009.04,,,,,,15.17,96,225,1,8,Cl2,-999,-999,,
1864-07-12 14:00:00,15,,,1008.06,,,,,,15.81,94,225,1,8,Cl2,-999,-999,,
1864-07-12 21:00:00,13.33,,,1010.6,,,,,,14.22,93,225,1,8,Cl6,,-999,-999,
1864-07-13 00:00:00,,16.94,,,1014.33,,,,,,,,,,,,,,
1864-07-13 07:00:00,12.22,,,1011.58,,,,,,17.03,94,0,1,8,Cl7,0,1,,
1864-07-13 14:00:00,22.78,,,1013.48,,,,,,20.45,74,45,2,0.8,Cl2,45,1,,
1864-07-13 21:00:00,15.56,,,1017.88,,,,,,15.34,84,45,1,0,-999,,-999,-999,
1864-07-14 00:00:00,,15.94,,,1018.86,,,,,,,,,,,,,,
1864-07-14 07:00:00,13.33,,,1018.29,,,,,,16.46,90,45,1,0,-999,-999,-999,,
1864-07-14 14:00:00,19.44,,,1019.03,,,,,,16.36,75,225,1,0,-999,-999,-999,,
1864-07-14 21:00:00,15,,,1019.3,,,,,,12.87,76,225,1,0,-999,,-999,-999,
1864-07-15 00:00:00,,14.44,,,1018.56,,,,,,,,,,,,,,
1864-07-15 07:00:00,12.78,,,1018.8,,,,,,14.32,82,225,1,0,-999,-999,-999,,
1864-07-15 14:00:00,17.78,,,1018.73,,,,,,15.61,77,225,1,3.2,Cl2,-999,-999,,
1864-07-15 21:00:00,12.78,,,1018.19,,,,,,13.65,93,225,1,-999,-999,,-999,-999,
1864-07-16 00:00:00,,12.94,,,1016.76,,,,,,,,,,,,,,
1864-07-16 07:00:00,11.11,,,1017.61,,,,,,13.65,93,225,1,8,Cl2,-999,-999,,
1864-07-16 14:00:00,15.56,,,1016.26,,,,,,13.38,76,180,2,0,-999,-999,-999,,
1864-07-16 21:00:00,12.22,,,1016.46,,,,,,13.14,93,225,1,2.4,Cl2,,-999,-999,
1864-07-17 00:00:00,,18.17,,,1021.64,,,,,,,,,,,,,,
1864-07-17 07:00:00,14.44,,,1019.74,,,,,,16.19,78,0,1,6.4,Cl6,-999,-999,,
1864-07-17 14:00:00,26.67,,,1020.52,,,,,,19.57,56,135,1,0,-999,-999,-999,,
1864-07-17 21:00:00,13.33,,,1024.65,,,,,,9.99,65,90,1,0,-999,,-999,-999,
1864-07-18 00:00:00,,14.28,,,1025.5,,,,,,,,,,,,,,
1864-07-18 07:00:00,10,,,1026.62,,,,,,12.87,76,135,1,0,-999,-999,-999,,
1864-07-18 14:00:00,19.44,,,1025.33,,,,,,14.36,64,180,1,0,-999,-999,-999,,
1864-07-18 21:00:00,13.33,,,1024.52,,,,,,13.24,87,180,1,0,-999,,-999,-999,
1864-07-19 00:00:00,,13.89,,,1019.71,,,,,,,,,,,,,,
1864-07-19 07:00:00,12.22,,,1021.88,,,,,,13.71,87,225,1,0,-999,-999,-999,,
1864-07-19 14:00:00,17.22,,,1019.78,,,,,,14.02,72,225,2,0,-999,-999,-999,,
1864-07-19 21:00:00,12.22,,,1017.44,,,,,,13.14,93,225,2,8,Cl6,,-999,-999,
1864-07-20 00:00:00,,13.33,,,1012.87,,,,,,,,,,,,,,
1864-07-20 07:00:00,11.11,,,1017.78,,,,,,13.24,87,225,2,8,Cl6,-999,-999,,
1864-07-20 14:00:00,16.67,,,1011.51,,,,,,14.46,77,225,3,0,-999,-999,-999,,
1864-07-20 21:00:00,12.22,,,1009.35,,,,,,13.14,93,225,1,0,-999,,-999,-999,
1864-07-21 00:00:00,,14.06,,,1006.2,11:30am,7pm,18.8,,,,,,,,,,,TS
1864-07-21 07:00:00,12.78,,,1006.84,,,,,,15.27,93,135,1,8,Cl7,-999,-999,,
1864-07-21 14:00:00,15.56,,,1005.52,,,,,,16.42,94,135,1,8,-999,-999,-999,,
1864-07-21 21:00:00,13.89,,,1006.2,,,,,,14.93,95,225,2,0,Cl2,,-999,-999,
1864-07-22 00:00:00,,13.33,,,1005.79,,,,,,,,,,,,,,
1864-07-22 07:00:00,12.78,,,1005.42,,,,,,15.92,88,0,1,4,Cl6,-999,-999,,
1864-07-22 14:00:00,16.11,,,1004.5,,,,,,14.9,82,225,3,4,Cl6,-999,-999,,
1864-07-22 21:00:00,11.11,,,1007.45,,,,,,12.22,93,270,1,0,-999,,-999,-999,
1864-07-23 00:00:00,,13.33,,,1011.14,,,,,,,,,,,,,,
1864-07-23 07:00:00,11.11,,,1009.21,,,,,,14.26,87,315,1,0,-999,-999,-999,,
1864-07-23 14:00:00,16.67,,,1010.5,,,,,,13.55,72,225,3,0,-999,-999,-999,,
1864-07-23 21:00:00,12.22,,,1011.99,,,,,,11.31,80,225,2,0,-999,,-999,-999,
1864-07-24 00:00:00,,12,,,1013.21,,,,,,,,,,,,,,
1864-07-24 07:00:00,12.78,,,1012.26,,,,,,12.7,87,225,1,8,Cl2,-999,-999,,
1864-07-24 14:00:00,14.44,,,1012.06,,,,,,14.26,87,225,1,8,Cl2,-999,-999,,
1864-07-24 21:00:00,10,,,1015.31,,,,,,11.31,93,315,1,0,-999,,-999,-999,
1864-07-25 00:00:00,,15.94,,,1017.37,10pm,10:30pm,0.76,,,,,,,,,,,
1864-07-25 07:00:00,11.11,,,1015.92,,,,,,15.34,88,315,1,0,-999,-999,-999,,
1864-07-25 14:00:00,21.67,,,1018.69,,,,,,12.97,50,225,1,0,-999,-999,-999,,
1864-07-25 21:00:00,13.89,,,1017.54,,,,,,12.87,76,225,1,0,-999,,-999,-999,
1864-07-26 00:00:00,,15.17,,,1008.84,,,,,,,,,,,,,,
1864-07-26 07:00:00,14.44,,,1011.79,,,,,,14.7,93,225,1,8,Cl2,-999,-999,,
1864-07-26 14:00:00,14.44,,,1007.45,,,,,,14.73,88,225,1,8,Cl2,-999,-999,,
1864-07-26 21:00:00,15,,,1007.32,,,,,,15.27,90,270,-999,0,-999,,-999,-999,
1864-07-27 00:00:00,,18.28,,,1009.75,,,,,,,,,,,,,,
1864-07-27 07:00:00,16.11,,,1008.23,,,,,,17.2,85,315,1,8,Cl6,315,2,,
1864-07-27 14:00:00,21.11,,,1007.79,,,,,,18.32,73,315,2,4,Cl6,315,1,,
1864-07-27 21:00:00,16.11,,,1013.28,,,,,,11.31,62,315,1,0,-999,,-999,-999,
1864-07-28 00:00:00,,14.61,,,1011.99,,,,,,,,,,,,,,
1864-07-28 07:00:00,11.67,,,1014.9,,,,,,13.38,76,315,1,4,Cl6,315,1,,
1864-07-28 14:00:00,19.44,,,1011.58,,,,,,13.44,60,225,2,0,-999,-999,-999,,
1864-07-28 21:00:00,12.78,,,1009.62,,,,,,12.7,87,225,1,8,Cl6,,-999,-999,
1864-07-29 00:00:00,,15.56,,,1006.4,1am,8am,3.81,,,,,,,,,,,TS
1864-07-29 07:00:00,12.78,,,1005.76,,,,,,13.65,93,135,1,8,Cl7,315,1,,
1864-07-29 14:00:00,20,,,1005.55,,,,,,15.92,68,225,1,4,Cl6,45,1,,
1864-07-29 21:00:00,13.89,,,1007.92,,,,,,13.71,87,225,1,0,-999,,-999,-999,
1864-07-30 00:00:00,,14.06,,,1007.69,,,,,,,,,,,,,,
1864-07-30 07:00:00,12.22,,,1007.65,,,,,,14.22,93,180,1,8,Cl7,-999,-999,,
1864-07-30 14:00:00,15.56,,,1007.45,,,,,,14.32,82,225,2,8,Cl6,-999,-999,,
1864-07-30 21:00:00,14.44,,,1007.99,,,,,,15.58,96,225,2,8,Cl2,,-999,-999,
1864-07-31 00:00:00,,13.33,,,1009.04,,,,,,,,,,,,,,
1864-07-31 07:00:00,12.22,,,1006.1,,,,,,14.22,93,225,1,8,Cl2,-999,-999,,
1864-07-31 14:00:00,15,,,1007.48,,,,,,13.78,82,225,2,8,Cl2,-999,-999,,
1864-07-31 21:00:00,12.78,,,1011.89,,,,,,13.65,93,180,-999,0,-999,,-999,-999,
1864-08-01 00:00:00,,14.06,,,1011.01,,,,,,,,,,,,,,
1864-08-01 07:00:00,12.22,,,1012.43,,,,,,14.32,93,225,1,8,Cl2,-999,-999,,
