Date,Air_Temperature,Mean_Air_Temperature,Air_pressure,Adjunct_Temperature_Barometer,Air_pressure_corrected,Air_pressure_mean,Time_Rain_Snow_Began,Time_Rain_Snow_Ended,Accumulated_Precipitation,Snow_Depth,Psychrometer_Dry_Bulb,Psychometer_Wet_Bulb,Force_Pressure_Vapour,Relative_Humidity,Wind_Direction,Wind_Force,Cloud_Amount,Cloud_Type,Cloud_Direction,Cloud_Velocity,Upper_Cloud_Direction,Weather_Remarks
1856-09-30 14:00:00,17.67,,1014.22,19.28,1010.84,,,,,,17.11,13.33,12.16,63,135,3,6.4,Cl6,,3,135,
1856-09-30 21:00:00,12.28,,1014.22,18.61,1010.84,,,,,,12.22,11.11,12.26,87,135,3,1.6,Cl6,,3,135,
1856-10-01 00:00:00,,15.46,,,,1002.03,9:00 PM,-999,12.7,,,,,,,,,,,,,
1856-10-01 07:00:00,14.33,,1010.5,17.78,1007.11,,,,,,14,12.39,13,82,135,3,8,Cl7,,5,135,
1856-10-01 14:00:00,15.83,,1006.1,17.78,1003.05,,,,,,15.56,13.89,14.43,82,135,5,8,Cl7,,7,135,
1856-10-01 21:00:00,16.22,,999.66,21.89,995.6,,,,,,16.11,15.28,16.56,91,135,5,8,Cl7,,7,135,
1856-10-02 00:00:00,,11.67,,,,1003.05,-999,-999,-999,,,,,,,,,,,,,
1856-10-02 07:00:00,12.33,,1006.77,17.28,1003.73,,,,,,12.33,11.67,13.11,92,225,3,1.6,Cl6,,3,225,
1856-10-02 14:00:00,14.89,,1008.47,18.11,1005.08,,,,,,14.56,10.67,9.65,58,270,3,0,Cl0,,0,Calm,
1856-10-02 21:00:00,7.78,,1004.74,23.33,1000.68,,,,,,7.5,6.67,9.11,88,270,2,0,Cl0,,0,Calm,
1856-10-03 00:00:00,,11.24,,,,1006.43,4:00 PM,5:00 PM,1.78,,,,,,,,,,,,,
1856-10-03 07:00:00,4.56,,1014.9,14,1012.53,,,,,,4.44,4.17,7.99,95,270,1,0,Cl0,,0,Calm,
1856-10-03 14:00:00,15,,1008.13,19.67,1004.4,,,,,,14.83,10.83,9.62,58,270,2,0.8,Cl2,,3,270,
1856-10-03 21:00:00,10.83,,1006.43,21.56,1002.37,,,,,,10.56,10,11.78,93,270,1,6.4,Cl7,,3,270,
1856-10-04 00:00:00,,11.78,,,,1007.79,-999,-999,-999,,,,,,,,,,,,,
1856-10-04 07:00:00,10.33,,1012.53,15.83,1009.82,,,,,,9.89,9.44,11.41,94,270,2,8,Cl6,,-999,270,
1856-10-04 14:00:00,15.83,,1011.18,16.33,1008.13,,,,,,15.44,10.28,8.26,47,270,3,1.6,Cl2,,3,270,
1856-10-04 21:00:00,9.17,,1009.14,21.17,1005.42,,,,,,9.11,7.78,9.45,82,Calm,0,0.8,Ch6,,2,270,
1856-10-05 00:00:00,,9,,,,1009.14,-999,-999,-999,,,,,,,,,,,,,
1856-10-05 07:00:00,7,,1017.95,14.56,1015.24,,,,,,6.67,5.56,8.16,84,315,1,0,Cl0,,0,Calm,
1856-10-05 14:00:00,13.33,,1010.5,21.11,1006.77,,,,,,13.06,8.33,7.15,48,315,2,0,Cl0,,0,Calm,
1856-10-05 21:00:00,6.67,,1009.14,22.28,1005.08,,,,,,6.44,5.56,8.36,87,Calm,0,0,Cl0,,0,Calm,
1856-10-06 00:00:00,,12.26,,,,1005.76,9:00 AM,11:00 AM,2.54,,,,,,,,,,,,,
1856-10-06 07:00:00,8.89,,1011.85,13.33,1009.48,,,,,,8.33,7.33,9.41,86,270,1,6.4,Ch9,,4,225,
1856-10-06 14:00:00,14.44,,1008.81,18.06,1005.42,,,,,,14,12.86,13.88,87,270,2,8,Cl7,,4,225,
1856-10-06 21:00:00,13.44,,1005.76,20.17,1002.03,,,,,,13.56,13.33,15.04,98,270,1,8,Cl7,,-999,270,
1856-10-07 00:00:00,,12.43,,,,1006.1,8:00 AM,11:00 AM,2.54,,,,,,,,,,,,,
1856-10-07 07:00:00,13.28,,1009.14,17.22,1006.1,,,,,,12.89,12.42,13.92,96,315,1,8,Cl7,,4,315,
1856-10-07 14:00:00,13.89,,1008.47,21.19,1004.74,,,,,,13.72,11.83,12.29,79,0,3,6.4,Cl7,,4,0,
1856-10-07 21:00:00,10.11,,1011.85,22.33,1007.79,,,,,,10.33,9.28,10.63,86,-999,-999,0,Cl0,,0,Calm,
1856-10-08 00:00:00,,12.15,,,,1013.88,,,,,,,,,,,,,,,,
1856-10-08 07:00:00,8.89,,1020.32,15,1017.61,,,,,,8.06,7.94,10.6,98,Calm,0,2.4,Ch8,,3,315,
1856-10-08 14:00:00,15.33,,1018.96,16.39,1015.92,,,,,,15.28,11.28,10.09,58,315,2,4.8,Cl6,,3,225,
1856-10-08 21:00:00,12.22,,1011.85,22.78,1007.79,,,,,,11.83,10.72,11.95,86,270,1,4,-999,,3,225,
1856-10-09 00:00:00,,16.67,,,,1006.43,,,,,,,,,,,,,,,,
1856-10-09 07:00:00,13.06,,1011.85,16.72,1008.81,,,,,,12.78,11.28,12.12,83,270,1,3.2,Cl6,,4,315,
1856-10-09 14:00:00,20.28,,1008.47,18.22,1005.08,,,,,,20.08,15.89,10.06,56,270,3,0,Cl0,,0,Calm,
1856-10-09 21:00:00,16.67,,1008.47,19.72,1005.08,,,,,,16.56,14.44,14.73,79,270,3,4.8,Cl6,,3,315,
1856-10-10 00:00:00,,15,,,,1006.77,,,,,,,,,,,,,,,,
1856-10-10 07:00:00,15.44,,1011.18,19.06,1007.79,,,,,,15.22,14.39,15.58,91,Calm,0,5.6,Ch9,,3,315,
1856-10-10 14:00:00,16.78,,1010.84,19.44,1007.45,,,,,,16.33,13.78,10.23,73,45,3,4,Cl6,,3,315,
1856-10-10 21:00:00,12.78,,1009.14,20.22,1005.42,,,,,,12.78,12.22,13.71,94,Calm,0,0,Cl0,,0,Calm,
1856-10-11 00:00:00,,-999,,,,-999,,,,,,,,,,,,,,,,
1856-10-11 07:00:00,10.72,,1007.79,17.5,1004.74,,,,,,10.72,10.72,12.8,100,225,1,0.8,Cl6,,2,225,
1856-10-11 14:00:00,-999,,-999,-999,-999,,,,,,-999,-999,-999,-999,225,3,0,Cl0,,0,Calm,
1856-10-11 21:00:00,16.67,,1000,20.64,996.28,,,,,,16.56,12.78,11.58,62,270,3,0.8,Cl2,,4,270,
1856-10-12 00:00:00,,9.18,,,,1007.11,,,,,,,,,,,,,,,,
1856-10-12 07:00:00,8.89,,1014.9,15,1012.19,,,,,,8.56,5.72,6.91,61,0,3,0.8,Cl2,,4,0,
1856-10-12 14:00:00,12,,1009.82,20.22,1006.1,,,,,,11.78,8.33,8.16,59,0,1,0,Cl0,,0,Calm,
1856-10-12 21:00:00,6.67,,1007.11,21.78,1003.39,,,,,,6.28,5.56,8.47,90,Calm,0,0,Cl0,,0,Calm,
1856-10-13 00:00:00,,13.22,,,,1000.68,9:00 PM,-999,-999,,,,,,,,,,,,,
1856-10-13 07:00:00,10.56,,1009.48,14.11,1007.11,,,,,,10.22,9.28,10.9,88,225,3,3.2,Cl6,,3,270,
1856-10-13 14:00:00,16.25,,1001.36,19.31,997.97,,,,,,15.72,12.78,12.26,69,225,3,2.4,Cl2,,4,270,
1856-10-13 21:00:00,12.86,,1000.68,19.44,997.29,,,,,,12.78,12.22,13.71,94,Calm,0,8,Cl7,,-999,270,
1856-10-14 00:00:00,,5.5,,,,1002.37,-999,9:00 AM,16,,,,,,,,,,,,,
1856-10-14 07:00:00,5.28,,1005.08,15.89,1002.37,,,,,,5.11,5.11,8.77,100,0,5,8,Cl7,,4,315,
1856-10-14 14:00:00,7.33,,1003.73,19.11,1000.34,,,,,,6.89,4.72,6.87,70,315,2,1.6,Ch6,,3,270,
1856-10-14 21:00:00,3.89,,1008.13,19.44,1004.74,,,,,,3.78,0.56,3.83,48,315,3,2.4,-999,,3,315,
1856-10-15 00:00:00,,2.11,,,,1015.24,,,,,,,,,,,,,,,,-999
1856-10-15 00:00:00,,2.11,,,,1015.24,,,,,,,,,,,,,,,,-999
1856-10-15 00:00:00,,2.11,,,,1015.24,,,,,,,,,,,,,,,,-999
1856-10-15 00:00:00,,2.11,,,,1015.24,,,,,,,,,,,,,,,,-999
1856-10-15 00:00:00,,2.11,,,,1015.24,,,,,,,,,,,,,,,,-999
1856-10-15 07:00:00,0,,1021,10.06,1019.3,,,,,,-0.28,-2.22,3.79,63,315,2,0,Cl0,,0,Calm,
1856-10-15 14:00:00,4.67,,1016.93,17.67,1013.55,,,,,,4.5,1.11,3.96,47,315,2,0,Cl0,,0,Calm,
1856-10-15 21:00:00,1.67,,1015.92,17.83,1012.53,,,,,,1.67,0.56,5.49,80,315,2,0,Cl0,,0,Calm,
1856-10-16 00:00:00,,6.53,,,,1012.53,,,,,,,,,,,,,,,,
1856-10-16 07:00:00,3.89,,1018.96,10.56,1016.93,,,,,,3.56,1.67,5.38,69,270,2,0,Cl0,,0,Calm,
1856-10-16 14:00:00,10.56,,1012.53,15.72,1009.82,,,,,,10.11,5.61,5.49,44,270,3,0,Cl0,,0,Calm,
1856-10-16 21:00:00,5.14,,1013.88,17.83,1010.5,,,,,,5,3.94,7.21,83,270,2,0,Cl0,,0,Calm,
1856-10-17 00:00:00,,4.63,,,,1021,,,,,,,,,,,,,,,,
1856-10-17 07:00:00,2.78,,1024.72,11.67,1022.69,,,,,,2.78,0.83,4.98,66,270,1,0,Cl0,,0,Calm,
1856-10-17 14:00:00,10,,1022.69,15.56,1019.98,,,,,,9.44,4.44,4.4,37,270,2,0,Cl0,,0,Calm,
1856-10-17 21:00:00,1.11,,1023.37,17.22,1020.32,,,,,,1.11,1,6.5,98,Calm,0,0,Cl0,,0,Calm,
1856-10-18 00:00:00,,7.41,,,,1022.01,,,,,,,,,,,,,,,,
1856-10-18 07:00:00,0,,1029.12,10.22,1027.09,,,,,,0,0,6.13,100,Calm,0,0,Cl0,,0,Calm,
1856-10-18 14:00:00,12.78,,1023.37,14.44,1020.66,,,,,,12.56,8.89,8.4,58,135,2,0,Cl0,,0,Calm,
1856-10-18 21:00:00,9.44,,1020.32,14.33,1017.95,,,,,,9.44,8.89,10.9,92,135,2,4.8,Cl6,,4,135,
1856-10-19 00:00:00,,13.98,,,,1004.06,-999,-999,3.81,,,,,,,,,,,,,
1856-10-19 07:00:00,14.44,,1013.55,15,1010.84,,,,,,14.17,13.89,15.54,97,270,2,4,Cl7,,3,225,
1856-10-19 14:00:00,16.11,,1005.76,20.83,1002.03,,,,,,15.56,13.61,13.92,79,270,2,5.6,Cl7,,3,270,
1856-10-19 21:00:00,11.39,,1003.05,22,998.98,,,,,,11.56,10.06,10.97,82,270,1,5.6,Cl2,,3,270,
1856-10-20 00:00:00,,11.48,,,,1009.14,-999,-999,1.27,,,,,,,,,,,,,
1856-10-20 07:00:00,10.56,,1012.19,16.67,1008.81,,,,,,10.22,9.39,11.07,89,0,3,5.6,Cl6,,5,0,
1856-10-20 14:00:00,14.44,,1011.51,19.44,1008.13,,,,,,14.17,12.5,13.07,81,0,3,6.4,Cl2,,4,45,
1856-10-20 21:00:00,9.44,,1014.22,17.78,1010.84,,,,,,9.44,9.44,11.78,100,Calm,0,0,Cl0,,0,Calm,
1856-10-21 00:00:00,,10.18,,,,1007.45,,,,,,,,,,,,,,,,
1856-10-21 07:00:00,8.33,,1015.24,14.44,1012.53,,,,,,8.28,8.22,10.84,99,270,2,1.6,Cl6,,5,270,
1856-10-21 14:00:00,12.78,,1009.14,17.78,1006.1,,,,,,12.56,10,10.16,70,Calm,0,0,Cl0,,0,Calm,
1856-10-21 21:00:00,9.44,,1007.11,19.44,1003.73,,,,,,9.33,8.33,9.92,86,Calm,0,0,Cl0,,0,Calm,
1856-10-22 00:00:00,,9.25,,,,1003.05,,,,,,,,,,,,,,,,
1856-10-22 07:00:00,9.22,,1011.51,14.83,1008.81,,,,,,8.94,7.78,9.62,85,Calm,0,8,Ch9,,-999,-999,
1856-10-22 14:00:00,10.03,,1005.08,19.89,1001.36,,,,,,10.02,8.44,9.75,79,Calm,0,8,Ch9,,-999,-999,
1856-10-22 21:00:00,8.5,,1002.37,20,998.98,,,,,,8.33,7,8.57,81,Calm,0,8,Cl7,,-999,-999,
1856-10-23 00:00:00,,8.17,,,,993.23,,,,,,,,,,,,,,,,AU
1856-10-23 07:00:00,9.78,,999.32,16.11,996.61,,,,,,9.5,9.39,11.65,98,270,1,8,Cl7,,5,270,
1856-10-23 14:00:00,10.56,,993.23,21.5,989.5,,,,,,10.69,7.56,7.92,54,270,3,3.2,Cl2,,4,270,
1856-10-23 21:00:00,4.17,,996.95,20,993.23,,,,,,3.89,1.3,4.64,57,315,3,2.4,Cl2,,3,315,
1856-10-24 00:00:00,,2.4,,,,1000,,,,,,,,,,,,,,,,-999
1856-10-24 00:00:00,,2.4,,,,1000,,,,,,,,,,,,,,,,-999
1856-10-24 00:00:00,,2.4,,,,1000,,,,,,,,,,,,,,,,-999
1856-10-24 00:00:00,,2.4,,,,1000,,,,,,,,,,,,,,,,SN
1856-10-24 00:00:00,,2.4,,,,1000,,,,,,,,,,,,,,,,-999
1856-10-24 07:00:00,0.56,,1005.08,11.33,1003.05,,,,,,0.06,-1.72,4.13,68,315,2,0.8,Cl2,,4,0,
1856-10-24 14:00:00,3.31,,1000.68,18.33,997.29,,,,,,2.79,-1.67,2.24,30,315,3,4,Cl2,,3,0,
1856-10-24 21:00:00,3.33,,1002.37,17.78,999.32,,,,,,3.22,0.56,4.27,56,315,7,5.6,Cl2,,4,0,
1856-10-25 00:00:00,,3.79,,,,1003.73,,,,,,,,,,,,,,,,AU
1856-10-25 07:00:00,1.94,,1009.82,8.89,1008.13,,,,,,1.94,0,4.61,65,0,5,4,Ch8,,4,45,
1856-10-25 14:00:00,5.67,,1006.1,12.22,1004.06,,,,,,5.33,1.44,3.73,42,315,5,0.8,Cl2,,4,0,
1856-10-25 21:00:00,3.78,,1002.71,18.33,999.32,,,,,,3.33,0,3.49,45,315,5,0,Cl0,,0,Calm,
1856-10-26 00:00:00,,6.68,,,,1004.06,,,,,,,,,,,,,,,,AU
1856-10-26 07:00:00,3.61,,1009.48,9.94,1007.79,,,,,,3.33,0.8,4.3,57,315,5,2.4,Cl6,,4,0,
1856-10-26 14:00:00,10.44,,1003.73,17.89,1000.34,,,,,,10,5.28,5.11,41,315,3,6.4,Ch6,,2,225,
1856-10-26 21:00:00,6.56,,1007.45,17.22,1004.4,,,,,,6.39,3.33,5.32,55,315,1,0,Cl0,,0,Calm,
1856-10-27 00:00:00,,5.37,,,,1008.47,,,,,,,,,,,,,,,,AU
1856-10-27 07:00:00,3.89,,1014.22,12.31,1011.85,,,,,,3.61,2.17,5.99,76,315,1,0,Cl0,,0,Calm,
1856-10-27 14:00:00,10,,1009.14,18.94,1005.76,,,,,,9.72,6.67,7.31,61,315,1,0,Cl0,,0,Calm,
1856-10-27 21:00:00,2.22,,1010.84,18.78,1007.45,,,,,,2.22,2.22,7.18,100,Calm,0,0,Cl0,,0,Calm,
1856-10-28 00:00:00,,7.96,,,,997.63,11 1/2 am,11:00 PM,18.8,,,,,,,,,,,,,
1856-10-28 07:00:00,3.33,,1012.53,13.33,1010.16,,,,,,3.33,3.28,7.69,99,Calm,0,7.2,Ch9,,2,225,
1856-10-28 14:00:00,9.22,,999.32,20.56,995.6,,,,,,8.94,8.33,10.46,91,135,3,8,Cl7,,4,135,
1856-10-28 21:00:00,11.33,,990.86,19.61,987.47,,,,,,11.33,11.11,12.97,97,180,5,8,Cl7,,5,135,
1856-10-29 00:00:00,,5.91,,,,992.89,,,,,,,,,,,,,,,,
1856-10-29 07:00:00,5.72,,995.6,15.28,992.55,,,,,,5.56,3.89,6.74,74,270,3,0.8,Cl2,,3,270,
1856-10-29 14:00:00,5,,993.91,18.33,990.52,,,,,,5,2.78,5.72,65,270,5,6.4,Cl7,,5,270,
1856-10-29 21:00:00,7,,998.65,18.39,995.26,,,,,,6.67,4.17,6.23,63,315,5,6.4,Cl2,,4,315,
1856-10-30 00:00:00,,7.65,,,,999.66,,,,,,,,,,,,,,,,
1856-10-30 07:00:00,3.06,,1008.47,12.72,1006.1,,,,,,2.78,1.67,6.03,81,270,3,0,Cl0,,0,Calm,
1856-10-30 14:00:00,10.61,,1000.34,19.44,996.95,,,,,,10.06,8.89,10.43,84,270,2,6.4,Ch6,,4,225,
1856-10-30 21:00:00,9.28,,1000,22.22,995.94,,,,,,9.44,8.56,10.43,88,Calm,0,3.2,Ch6,,-999,225,
1856-10-31 00:00:00,,7.61,,,,989.16,4:00 AM,10 1/2 am,16.51,,,,,,,,,,,,,
1856-10-31 07:00:00,11.11,,998.65,16.11,995.94,,,,,,11.11,10.56,12.22,93,225,2,8,Cl7,,3,225,
1856-10-31 14:00:00,8.33,,986.12,22,982.05,,,,,,7.89,7.11,9.35,89,225,5,8,Cl7,,5,225,
1856-10-31 21:00:00,3.39,,992.55,19.94,989.16,,,,,,2.78,2.33,6.91,92,315,3,2.4,Cl2,,4,315,
1856-11-01 00:00:00,,-9.66,,,,997.97,-999,-999,-999,,,,,,,,,,,,,
1856-11-01 07:00:00,2.98,,1003.39,13.33,1001.02,,,,,,2.89,2.22,6.67,88,270,3,3.2,Cl2,,4,270,
1856-11-01 14:00:00,5.83,,998.98,18.33,995.6,,,,,,5.72,2.78,5.11,56,270,5,1.6,Cl2,,4,270,
1856-11-01 21:00:00,7.22,,1000.34,19.03,996.95,,,,,,6.83,5.33,7.72,78,-999,-999,-999,-999,,-999,-999,
1856-11-02 00:00:00,,11.18,,,,1003.73,-999,-999,-999,,,,,,,,,,,,,
1856-11-02 07:00:00,10.17,,1006.43,14.44,1003.73,,,,,,10,7.5,8.33,68,270,3,5.6,Ch9,,3,270,
1856-11-02 14:00:00,14.5,,1004.4,21.11,1000.68,,,,,,14.33,8.89,6.98,43,270,3,2.4,Ch9,,3,315,
1856-11-02 21:00:00,8.89,,1009.82,19.44,1006.43,,,,,,8.89,7.78,9.65,85,180,1,4,-999,,-999,315,
1856-11-03 00:00:00,,10.93,,,,1008.47,-999,-999,-999,,,,,,,,,,,,,
1856-11-03 07:00:00,9.61,,1015.24,15.28,1012.53,,,,,,9.44,8.89,10.9,92,270,2,4.8,-999,,4,270,
1856-11-03 14:00:00,14.56,,1011.18,21.11,1007.45,,,,,,14.44,13.89,15.31,94,270,1,4.8,Ch8,,4,270,
1856-11-03 21:00:00,8.61,,1009.14,22.44,1005.08,,,,,,8.89,8.33,10.5,92,Calm,0,8,Cl7,,-999,-999,
1856-11-04 00:00:00,,12.57,,,,996.95,-999,-999,-999,,,,,,,,,,,,,
1856-11-04 07:00:00,9.44,,1010.16,17.22,1007.11,,,,,,9.44,9.11,11.24,95,135,2,8,Cl7,,5,135,
1856-11-04 14:00:00,12.72,,998.98,21.11,995.26,,,,,,12.78,12.22,13.71,94,135,2,8,Cl7,,4,135,
1856-11-04 21:00:00,15.56,,992.21,22.22,988.15,,,,,,15.56,15,16.49,94,135,5,8,Cl7,,4,135,
1856-11-05 00:00:00,,10.68,,,,990.52,-999,10:00 AM,12.7,,,,,,,,,,,,,
1856-11-05 07:00:00,18.72,,989.16,20.28,985.44,,,,,,18.56,17.56,19.1,90,225,5,5.6,Cl7,,4,225,
1856-11-05 14:00:00,10.56,,991.53,17.78,988.49,,,,,,10.28,8,8.87,71,270,5,4.8,Cl6,,4,270,
1856-11-05 21:00:00,2.78,,1000.68,18.61,997.29,,,,,,2.39,0,4.23,59,270,5,5.6,Cl2,,3,270,
1856-11-06 00:00:00,,-1.13,,,,1019.98,-999,-999,-999,,,,,,,,,,,,,
1856-11-06 07:00:00,-1.11,,1019.98,8.89,1018.29,,,,,,-1.05,-2.78,3.76,67,315,3,3.2,Cl2,,3,315,
1856-11-06 14:00:00,0.56,,1022.35,14.89,1019.64,,,,,,0.14,-2.64,3.05,49,315,3,0.8,Cl2,,2,315,
1856-11-06 21:00:00,-2.83,,1025.74,18.33,1022.35,,,,,,-2.78,-2.67,4.98,100,Calm,0,0,Cl0,,0,Calm,
1856-11-07 00:00:00,,4.07,,,,1027.43,-999,-999,-999,,,,,,,,,,,,,
1856-11-07 07:00:00,-1.11,,1034.2,9.39,1032.51,,,,,,-1.11,-1.67,5.01,89,Calm,0,0,Cl0,,0,Calm,
1856-11-07 14:00:00,9.44,,1028.45,16.78,1025.4,,,,,,8.5,5.89,7.18,65,270,2,4.8,Ch6,,3,270,
1856-11-07 21:00:00,3.89,,1027.09,17.22,1024.04,,,,,,3.83,2.78,6.64,83,270,2,2.4,Ch6,,3,270,
1856-11-08 00:00:00,,9.07,,,,1019.3,-999,-999,-999,,,,,,,,,,,,,
1856-11-08 07:00:00,6.67,,1027.09,13.33,1024.72,,,,,,6.39,6.06,9.11,95,45,1,8,Cl6,,3,270,
1856-11-08 14:00:00,12.78,,1021.33,15.56,1018.63,,,,,,12.56,8.89,8.4,58,-999,-999,-999,-999,,-999,-999,
1856-11-08 21:00:00,7.78,,1017.61,18.89,1014.22,,,,,,7.5,7.22,9.92,96,Calm,0,6.4,Cl6,,4,225,
1856-11-09 00:00:00,,9.78,,,,1008.81,-999,-999,-999,,,,,,,,,,,,,
1856-11-09 07:00:00,8.61,,1017.27,13.89,1015.24,,,,,,8.33,7.83,10.5,93,180,1,4,Cl6,,4,180,
1856-11-09 14:00:00,15.44,,1009.14,20.11,1005.42,,,,,,14.44,11.67,11.41,70,Calm,0,2.4,Cl6,,2,270,
1856-11-09 21:00:00,5.28,,1009.48,18.78,1006.1,,,,,,5.56,5.11,8.43,93,225,3,0.8,Ch6,,2,270,
1856-11-10 00:00:00,,7.44,,,,1002.37,7:00 AM,-999,-999,,,,,,,,,,,,,
1856-11-10 07:00:00,7.78,,1010.5,14.72,1007.79,,,,,,7.83,7.78,10.5,99,135,2,8,Cl7,,3,135,
1856-11-10 14:00:00,10,,1004.4,20.5,1000.68,,,,,,10,9.56,11.51,94,135,3,8,Cl7,,4,135,
1856-11-10 21:00:00,4.56,,1003.05,22.5,998.98,,,,,,5.06,5.06,8.74,100,45,3,-888,Cl7,,4,45,
1856-11-11 00:00:00,,5.51,,,,1007.11,-999,11:00 PM,12.7,,,,,,,,,,,,,
1856-11-11 07:00:00,8.94,,1011.51,15,1008.81,,,,,,8.89,8.83,11.24,99,315,2,8,Cl7,,3,45,
1856-11-11 14:00:00,4.72,,1009.14,17.78,1006.1,,,,,,4.53,4.17,7.96,94,0,3,8,Cl7,,4,45,
1856-11-11 21:00:00,2.86,,1009.82,18.33,1006.43,,,,,,2.78,2.67,7.31,98,45,2,7.2,Cl7,,4,45,
1856-11-12 00:00:00,,0.65,,,,1009.14,-999,-999,-999,,,,,,,,,,,,,
1856-11-12 07:00:00,0,,1014.22,13.17,1011.85,,,,,,-0.33,-0.89,5.35,89,315,3,4,Cl2,,4,315,
1856-11-12 14:00:00,2.78,,1011.51,15.56,1008.81,,,,,,2.5,0.06,4.23,58,315,3,0,Cl0,,0,Calm,
1856-11-12 21:00:00,-0.83,,1010.5,18.33,1007.11,,,,,,-0.72,-1.5,4.91,85,315,1,2.4,Ch6,,2,315,
1856-11-13 00:00:00,,0.37,,,,1011.18,-999,-999,-999,,,,,,,,,,,,,
1856-11-13 07:00:00,-1.11,,1016.59,11.67,1014.56,,,,,,-1.11,-1.39,5.32,94,270,1,1.6,Ch6,,3,270,
1856-11-13 14:00:00,3.06,,1012.53,15.33,1009.82,,,,,,2.67,0.28,4.4,59,315,2,0,Cl0,,0,Calm,
1856-11-13 21:00:00,-0.83,,1012.19,17.5,1009.14,,,,,,-1,-2.22,4.33,76,315,2,0,Cl0,,0,Calm,
1856-11-14 00:00:00,,-0.71,,,,1011.85,-999,-999,-999,,,,,,,,,,,,,
1856-11-14 07:00:00,-1.58,,1016.93,10,1015.24,,,,,,-1.94,-3.11,4,75,315,3,0.8,Cl2,,3,315,
1856-11-14 14:00:00,0.56,,1012.53,13.33,1010.16,,,,,,0.06,-1.11,4.81,78,315,3,2.4,Cl2,,4,315,
1856-11-14 21:00:00,-1.11,,1012.53,14.17,1009.82,,,,,,-1.67,-3.33,3.56,66,315,2,0.8,Cl2,,3,315,
1856-11-15 00:00:00,,-1.37,,,,999.66,-999,-999,-999,,,,,,,,,,,,,-999
1856-11-15 00:00:00,,-1.37,,,,999.66,-999,-999,-999,,,,,,,,,,,,,-999
1856-11-15 00:00:00,,-1.37,,,,999.66,-999,-999,-999,,,,,,,,,,,,,-999
1856-11-15 00:00:00,,-1.37,,,,999.66,-999,-999,-999,,,,,,,,,,,,,-999
1856-11-15 00:00:00,,-1.37,,,,999.66,-999,-999,-999,,,,,,,,,,,,,-999
1856-11-15 07:00:00,-3.06,,1010.84,7.78,1009.48,,,,,,-3.33,-3.89,4.17,87,270,2,1.6,Ch6,,2,225,
1856-11-15 14:00:00,0.61,,996.28,17.22,995.6,,,,,,0,-1.67,4.23,69,315,2,0.8,Ch6,,3,225,
1856-11-15 21:00:00,-1.67,,996.95,16.56,993.91,,,,,,-2.22,-3.89,3.35,64,315,5,5.6,Cl2,,3,315,
1856-11-16 00:00:00,,1.65,,,,998.98,-999,-999,-999,,,,,,,,,,,,,AU
1856-11-16 00:00:00,,1.65,,,,998.98,-999,-999,-999,,,,,,,,,,,,,-999
1856-11-16 00:00:00,,1.65,,,,998.98,-999,-999,-999,,,,,,,,,,,,,-999
1856-11-16 00:00:00,,1.65,,,,998.98,-999,-999,-999,,,,,,,,,,,,,-999
1856-11-16 00:00:00,,1.65,,,,998.98,-999,-999,-999,,,,,,,,,,,,,-999
1856-11-16 07:00:00,-1.72,,1002.37,7.22,1001.02,,,,,,-2.22,-3.89,3.35,64,315,3,3.2,Cl2,,3,315,
1856-11-16 14:00:00,3.33,,998.98,15.83,996.28,,,,,,2.92,0.08,3.49,44,270,5,-888,Cl2,,3,315,
1856-11-16 21:00:00,3.33,,1002.71,16.11,999.66,,,,,,2.78,1.5,5.82,79,270,2,0,Cl0,,0,Calm,
1856-11-17 00:00:00,,5.68,,,,997.29,9:00 PM,-999,1.27,,,,,,,,,,,,,
1856-11-17 07:00:00,5.28,,1003.39,12.22,1001.36,,,,,,5.56,5.06,8.33,92,270,1,2.4,Cl2,,3,270,
1856-11-17 14:00:00,7.33,,998.98,16.78,995.94,,,,,,7.28,5.28,7.28,71,270,3,8,Cl7,,3,270,
1856-11-17 21:00:00,4.44,,997.29,17.22,994.24,,,,,,3.89,3.33,7.31,91,225,3,8,Cl7,,3,225,
1856-11-18 00:00:00,,1.21,,,,998.98,-999,-999,-999,,,,,,,,,,,,,SN
1856-11-18 07:00:00,1.11,,1002.37,13.39,1000.34,,,,,,0.83,0,5.49,84,315,2,4.8,Cl6,,3,315,
1856-11-18 14:00:00,3.06,,1000.68,15.61,997.97,,,,,,2.78,1.11,5.32,71,270,2,4,Cl2,,2,270,
1856-11-18 21:00:00,-0.56,,1002.03,18.06,998.65,,,,,,-1.11,-2.78,3.76,67,270,3,6.4,Cl2,,3,270,
1856-11-19 00:00:00,,0.57,,,,1007.45,-999,-999,-999,,,,,,,,,,,,,
1856-11-19 07:00:00,-1.06,,1008.81,10,1007.11,,,,,,-1.11,-2.22,4.4,78,315,2,2.4,Cl6,,3,315,
1856-11-19 14:00:00,2.22,,1009.14,12.78,1006.77,,,,,,1.78,0.11,4.84,70,315,5,4,Cl2,,4,315,
1856-11-19 21:00:00,0.56,,1011.85,15.89,1008.81,,,,,,0.5,0,5.99,96,315,3,6.4,Cl2,,5(?),315,
1856-11-20 00:00:00,,-0.35,,,,1013.21,-999,-999,-999,,,,,,,,,,,,,AU
1856-11-20 07:00:00,-4,,1023.71,8.22,1018.96,,,,,,-4,-5,3.45,76,315,3,0.8,Cl2,,3,315,
