Date,Air_Temperature,Mean_Air_Temperature,Air_pressure,Adjunct_Temperature_Barometer,Air_pressure_corrected,Air_pressure_mean,Time_Rain_Snow_Began,Time_Rain_Snow_Ended,Accumulated_Precipitation,Snow_Depth,Psychrometer_Dry_Bulb,Psychometer_Wet_Bulb,Force_Pressure_Vapour,Relative_Humidity,Wind_Direction,Wind_Force,Cloud_Amount,Cloud_Type,Cloud_Direction,Cloud_Velocity,Upper_Cloud_Direction,Weather_Remarks
1855-09-01 00:00:00,,12.29,,,,1006.81,12 A.M.,,,,,,,,,,,,,,,RA
1855-09-01 07:00:00,8.33,,1012.19,13.28,1009.79,,,,,,7.78,6.94,9.72,-888,270,0,2.4,,337.5,3,,
1855-09-01 14:00:00,15.64,,1011.35,21.22,1007.48,,,,,,15,12.72,12.83,75,225,5,8,,270,4,,
1855-09-01 21:00:00,12.89,,1007.45,23.78,1003.15,,,,,,13.11,11.75,12.6,84,225,0,8,,,4,,
1855-09-02 00:00:00,,18.46,,,,993.43,-999,,20.32,,,,,,,,,,,,,RA
1855-09-02 07:00:00,18.06,,998.58,18.89,995.19,,,,,,18.06,17.89,20.05,58,247.5,2,8,,247.5,3,,
1855-09-02 14:00:00,21.19,,995.12,17,991.4,,,,,,21.19,19.89,22.15,89,247.5,5,7.2,,247.5,3,,
1855-09-02 21:00:00,16.11,,997.29,20.22,994.35,,,,,,17.28,16.11,10.19,88,270,1,8,,,9,,
1855-09-03 00:00:00,,12.49,,,,1000.2,-999,2 A.M.,-999,,,,,,,,,,,,,-999
1855-09-03 07:00:00,11.28,,1001.36,18.33,998.07,,,,,,11.67,9.5,10.02,74,337.5,3,4,,337.5,4,,
1855-09-03 14:00:00,13.97,,1003.29,16,1000.41,,,,,,13.61,10,9.31,60,337.5,3,5.6,,337.5,3,,
1855-09-03 21:00:00,11.67,,1005.76,20.21,1002.24,,,,,,11.67,9.56,10.19,75,22.5,2,6.4,,,3,,
1855-09-04 00:00:00,,12.29,,,,1004.64,,,,,,,,,,,,,,,,
1855-09-04 07:00:00,10.06,,1006.47,16.22,1004.67,,,,,,9.89,8.39,9.72,80,315,1,-888,,315,1,,
1855-09-04 14:00:00,16.17,,1006.43,19.64,1002.88,,,,,,15.56,11.11,9.58,54,270,2,0.8,,22.5,3,,
1855-09-04 21:00:00,13.44,,1010.16,20.89,1006.37,,,,,,11.56,9.5,10.13,75,-999,0,0,,,-999,,
1855-09-05 00:00:00,,15.41,,,,1007.38,,,,,,,,,,,,,,,,SH
1855-09-05 07:00:00,10,,1011.24,15.56,1008.09,,,,,,9.44,6.11,6.5,54,315,1,0,,-999,-999,,
1855-09-05 14:00:00,21.11,,1010.19,17.36,1006.71,,,,,,20.67,13.94,10.33,43,270,2,0.8,,270,1,,
1855-09-05 21:00:00,15.11,,1010.6,19.66,1007.04,,,,,,15.11,11,9.45,55,247.5,3,4.8,,,3,,
1855-09-06 00:00:00,,14.43,,,,1008.33,,,,,,,,,,,,,,,,
1855-09-06 07:00:00,14.28,,1010.5,16.75,1007.38,,,,,,13.94,11.83,12.09,76,270,2,0.8,,270,1,,
1855-09-06 14:00:00,17.78,,1011.55,18.06,1008.26,,,,,,17.69,12.94,11.04,55,45,2,0.8,,315,1,,
1855-09-06 21:00:00,11.25,,1013.38,21.94,1009.38,,,,,,11.24,8.89,9.45,72,45,2,0,,,-999,,
1855-09-07 00:00:00,,14.9,,,,1006.57,,,,,,,,,,,,,,,,
1855-09-07 07:00:00,11.39,,1013.21,15.56,1010.4,,,,,,11.22,9.06,9.69,73,90,1,4,,247.5,4,,
1855-09-07 14:00:00,17.97,,1009.82,16.94,1006.88,,,,,,17.78,15.11,14.8,74,225,1,1.6,,315,1,,
1855-09-07 21:00:00,15.33,,1005.76,18.26,1002.47,,,,,,15.44,13.33,13.65,79,180,2,1.6,,,1,,
1855-09-08 00:00:00,,18.97,,,,995.19,1 A.M.,2 A.M.,2.54,,,,,,,,,,,,,SH
1855-09-08 07:00:00,17.78,,998.31,18.86,991.53,,,,,,17.61,15.83,16.39,82,270,3,2.4,,270,3,,
1855-09-08 14:00:00,22.47,,997.8,20.5,994.14,,,,,,22.17,15.56,12.16,46,315,5,3.2,,315,4,,
1855-09-08 21:00:00,16.67,,999.83,18.33,996.55,,,,,,16.94,14.39,14.29,75,-999,0,0.8,,,-999,,
1855-09-09 00:00:00,,20.18,,,,993.67,,,,,,,,,,,,,,,,-888
1855-09-09 07:00:00,12.67,,1001.02,18.44,997.02,,,,,,12.67,11.39,12.39,85,Calm,-999,0.8,,315,2,,
1855-09-09 14:00:00,23.97,,996.85,20.2,993.23,,,,,,23.42,18.94,18.02,63,270,1,2.4,,270,4,,
1855-09-09 21:00:00,20.56,,994.72,21.94,990.79,,,,,,21.11,19.17,20.42,83,315,1,1.6,,,2,,
1855-09-10 00:00:00,,17.24,,,,994.35,,,,,,,,,,,,,,,,AU
1855-09-10 07:00:00,15.61,,996.31,19.89,992.75,,,,,,15.5,12.78,12.46,71,315,3,4,,315,3,,
1855-09-10 14:00:00,20,,996.95,18.89,990.18,,,,,,19.5,14.78,12.77,57,315,2,2.4,,315,3,,
1855-09-10 21:00:00,16.11,,1000.37,20.44,996.72,,,,,,16.11,13.45,13.17,72,315,2,4,,,3,,
1855-09-11 00:00:00,,17.15,,,,997.43,,,,,,,,,,,,,,,,AU
1855-09-11 07:00:00,13.94,,1000.47,18.06,997.22,,,,,,13.61,12.44,13.51,87,315,2,1.6,,315,3,,
1855-09-11 14:00:00,23.33,,1000.34,18.94,996.95,,,,,,21.56,16.31,14.09,55,315,2,0.8,,315,1,,
1855-09-11 21:00:00,15.83,,1001.69,20.17,998.07,,,,,,15.83,14,14.39,81,315,2,0.8,,,2,,
1855-09-12 00:00:00,,21.32,,,,996.38,,,,,,,,,,,,,,,,AU
1855-09-12 07:00:00,16.11,,1002.17,18.28,998.88,,,,,,15.61,13.28,13.31,75,315,1,0.8,,315,2,,
1855-09-12 14:00:00,26.11,,999.66,23.33,995.5,,,,,,26,19.17,16.42,49,270,5,4,,270,3,,
1855-09-12 21:00:00,21.72,,998.98,23.39,994.79,,,,,,22.56,19.44,19.91,74,-999,0,0.8,,,1,,
1855-09-13 00:00:00,,17.96,,,,993.43,1 1/2 P.M.,5 P.M.,5.08,,,,,,,,,,,,,-888
1855-09-13 07:00:00,21.11,,995.6,23,991.13,,,,,,21.06,19.72,21.64,88,270,1,0.8,,270,1,,
1855-09-13 14:00:00,19.72,,995.6,25.06,991.5,,,,,,19.58,19.17,21.67,96,270,2,8,,270,3,,
1855-09-13 21:00:00,13.03,,1001.12,19.17,997.7,,,,,,12.94,10.61,11.72,85,315,3,0,,,0,,
1855-09-14 00:00:00,,9.71,,,,1007.15,,,,,,,,,,,,,,,,AU
1855-09-14 07:00:00,9,,1007.52,15.89,1004.67,,,,,,8.89,6.11,7.18,63,315,3,-999,,315,-999,,
1855-09-14 14:00:00,12.39,,1009.86,14.56,1007.21,,,,,,12.44,8.33,7.59,52,22.5,3,6.4,,22.5,3,,
1855-09-14 21:00:00,7.75,,1013.14,20,1009.52,,,,,,7.61,5.56,7.38,70,315,3,0,,,0,,
1855-09-15 00:00:00,,10.18,,,,1008.4,,,,,,,,,,,,,,,,FRST
1855-09-15 07:00:00,5,,1012.53,12.43,1010.3,,,,,,4.39,3.61,7.11,84,225,1,0.8,,225,2,,
1855-09-15 14:00:00,16.11,,1010.84,17.28,1007.72,,,,,,16.06,12.47,11.48,63,225,1,0.8,,225,2,,
1855-09-15 21:00:00,9.44,,1010.84,20,1007.15,,,,,,9.56,8.33,10.06,85,225,1,0,,,0,,
1855-09-16 00:00:00,,14.14,,,,1001.69,,,,,,,,,,,,,,,,-999
1855-09-16 07:00:00,11.11,,1006.3,14.67,1003.66,,,,,,10.5,9.89,11.31,86,270,1,1.6,,270,2,,
1855-09-16 14:00:00,18.61,,1004.4,19.93,1000.81,,,,,,18.33,15,14.22,68,225,1,0.8,,270,2,,
1855-09-16 21:00:00,12.69,,1004.06,19.36,1000.58,,,,,,12.83,12.22,13.68,93,225,1,0.8,,,1,,
1855-09-17 00:00:00,,15.27,,,,999.15,6 A.M.,10 A.M.,3.05,,,,,,,,,,,,,AU
1855-09-17 07:00:00,15.53,,1002.37,18.33,999.09,,,,,,15.39,15.39,17.34,100,270,1,8,,270,-999,,
1855-09-17 14:00:00,17.22,,1002.37,18.86,998.98,,,,,,16.67,16.56,18.39,96,270,2,7.2,,270,2,,
1855-09-17 21:00:00,13.61,,1002.71,20.83,999.36,,,,,,13.22,12.78,14.32,95,Calm,-999,8,,,1,,
1855-09-18 00:00:00,,11.25,,,,991.53,10 A.M.,8 P.M.,6.35,,,,,,,,,,,,,RA
1855-09-18 07:00:00,17.78,,994.21,17.78,991.06,,,,,,17.72,16.39,17.44,87,270,3,4,,270,3,,
1855-09-18 14:00:00,11.33,,992.82,18.67,989.5,,,,,,11.22,11.11,13.04,98,0,2,8,,0,4,,
1855-09-18 21:00:00,6.31,,997.36,18.83,994.07,,,,,,6.31,3.89,6.16,65,315,2,2.4,,,2,,
1855-09-19 00:00:00,,7.24,,,,1000.37,,,,,,,,,,,,,,,,AU
1855-09-19 07:00:00,4.53,,999.9,12.89,997.6,,,,,,4.44,1.94,5.08,60,315,3,0.8,,-999,-999,,
1855-09-19 14:00:00,9.97,,1001.69,11.75,999.59,,,,,,9.81,5.83,6.03,50,315,3,0.8,,337.5,3,,
1855-09-19 21:00:00,7.22,,1007.11,17.78,1003.9,,,,,,6.86,2.81,4.27,43,315,2,0,,,-999,,
1855-09-20 00:00:00,,8.22,,,,1004.1,,,,,,,,,,,,,,,,-999
1855-09-20 07:00:00,5.33,,1009.14,11.67,1007.04,,,,,,5.11,3.61,6.74,76,315,2,0.8,,315,2,,
1855-09-20 14:00:00,10.06,,1007.35,18.44,1004.03,,,,,,9.94,5.56,5.52,45,315,3,0.8,,315,3,,
1855-09-20 21:00:00,9.44,,1004.4,17.86,1001.29,,,,,,9.39,8.01,7.92,67,292.5,3,1.6,,,3,,
1855-09-21 00:00:00,,11.67,,,,1000.51,,,,,,,,,,,,,,,,-999
1855-09-21 07:00:00,10,,1003.05,15.06,1000.34,,,,,,9.72,6.17,6.5,54,270,3,3.2,,270,2,,
1855-09-21 14:00:00,15.56,,1002.37,16.22,999.46,,,,,,15.28,10.19,8.26,48,270,2,0.8,,22.5,2,,
1855-09-21 21:00:00,9.44,,1005.35,20,1002,,,,,,9.14,7.22,8.57,74,270,2,5.6,,,-999,,
1855-09-22 00:00:00,,7.88,,,,1007.25,,,,,,,,,,,,,,,,-888
1855-09-22 07:00:00,6.81,,1011.18,14.78,1008.5,,,,,,6.67,4.44,6.64,68,90,2,6.4,,90,2,,
1855-09-22 14:00:00,11.11,,1009.14,15.69,1005.79,,,,,,10.72,6.67,6.5,51,135,3,3.2,,-999,2 | 3,,
1855-09-22 21:00:00,5.72,,1010.84,18.86,1007.28,,,,,,5.72,3.33,5.86,63,135,2,0,,,-999,,
1855-09-23 00:00:00,,7.67,,,,1010.43,,,,,,,,,,,,,,,,-888
1855-09-23 07:00:00,0.28,,1009.14,12.22,1010.33,,,,,,2.5,-0.94,3.35,46,270,1,1.6,,45,4,,
1855-09-23 14:00:00,12.17,,1013.48,20.33,1009.86,,,,,,10.89,7.78,8.09,63,45,2,0,,-999,-999,,
1855-09-23 21:00:00,7.78,,1014.9,21,1011.14,,,,,,7.78,5.72,7.55,71,Calm,-999,0,,,-999,,
1855-09-24 00:00:00,,8.89,,,,1009.62,,,,,,,,,,,,,,,,-999
1855-09-24 07:00:00,3.33,,1014.9,13.33,1012.5,,,,,,3.36,2.78,7.04,91,Calm,-999,0,,-999,-999,,
1855-09-24 14:00:00,15,,1010.63,17.5,1007.45,,,,,,14.83,8.97,6.64,40,45,3,0,,-999,-999,,
1855-09-24 21:00:00,8.33,,1012.87,20,1009.25,,,,,,8.42,7.22,9.14,83,45,2,0,,,-999,,
1855-09-25 00:00:00,,10.79,,,,1003.79,,,,,,,,,,,,,,,,-999
1855-09-25 07:00:00,7,,1008.47,14.53,1005.86,,,,,,6.22,5,7.72,81,270,1,2.4,,0,2,,
1855-09-25 14:00:00,15.83,,1006.43,18.17,1003.15,,,,,,15.56,10,7.75,44,45,1,0,,-999,-999,,
1855-09-25 21:00:00,9.56,,1006.1,20.56,1002.41,,,,,,9.89,6.11,6.37,52,Calm,-999,0,,,-999,,
1855-09-26 00:00:00,,10.18,,,,999.7,,,,,,,,,,,,,,,,-999
1855-09-26 07:00:00,4.89,,1004.06,13.94,1001.56,,,,,,4.61,3.89,7.48,89,225,1,0,,-999,-999,,
1855-09-26 14:00:00,16.78,,1002.03,14.17,999.49,,,,,,16.61,10.97,8.5,45,Calm,-999,0,,-999,-999,,
1855-09-26 21:00:00,8.89,,1002.03,21.94,998.07,,,,,,9.44,7.22,8.36,71,Calm,-999,0,,,-999,,
1855-09-27 00:00:00,,12.61,,,,994.51,,,,,,,,,,,,,,,,-888
1855-09-27 07:00:00,6.39,,998.98,14.44,996.41,,,,,,6.11,5.28,8.2,87,Calm,-999,0,,-999,-999,,
1855-09-27 14:00:00,18.22,,996.95,18.5,993.63,,,,,,17.83,15,14.63,73,45,1,3.2,,247.5,2,,
1855-09-27 21:00:00,13.22,,996.61,17.5,993.5,,,,,,13,11.72,12.6,85,180,3,4,,,2,,
1855-09-28 00:00:00,,12.37,,,,993.13,12 1/4 A.M.,5 A.M.,20.32,,,,,,,,,,,,,RA
1855-09-28 07:00:00,14.78,,992.89,18.61,989.57,,,,,,15,13.94,14.9,88,270,2,4,,270,3,,
1855-09-28 14:00:00,13.22,,993.57,16.25,990.65,,,,,,13.06,11.78,12.7,85,315,3,6.4,,0,4,,
1855-09-28 21:00:00,9.11,,1002.03,16.06,999.15,,,,,,8.89,8.17,10.23,90,315,3,7.2,,,4,,
1855-09-29 00:00:00,,9.61,,,,1006.47,,,,,,,,,,,,,,,,
1855-09-29 07:00:00,8.89,,1006.98,15.47,1004.2,,,,,,8.61,6,8.13,79,315,7,4,,0,3,,
1855-09-29 14:00:00,12.72,,1010.67,20.89,1006.88,,,,,,12.33,9.44,9.45,66,315,3,4,,0,3,,
1855-09-29 21:00:00,7.22,,1012.53,17.83,1009.31,,,,,,7.22,6.11,8.5,84,315,1,0.8,,,3,,
1855-09-30 00:00:00,,-888,,,,1009.99,,,,,,,,,,,,,,,,-999
1855-09-30 07:00:00,7.78,,1010.67,13.61,1011.58,,,,,,7.56,6.5,8.8,85,,-999,6.4,,45,4,,
1855-09-30 14:00:00,13.33,,1013.55,19.5,1009.99,,,,,,13.56,9.72,9.04,59,0,2,0,,-999,-999,,
1855-09-30 21:00:00,8.33,,1013.21,21.11,1009.38,,,,,,8.33,7.22,9.24,85,Calm,-999,0,,,-999,,
1855-10-01 00:00:00,,11.33,,,,1008.47,,,,,,,,,,,,,,,,-999
1855-10-01 07:00:00,7.33,,1012.19,13.83,1009.69,,,,,,7.22,6.11,8.5,84,Calm,-999,2.4,,270,2,,
1855-10-01 14:00:00,17.22,,1011.18,20,1007.55,,,,,,16.22,12.78,11.89,65,180,2,1.6,,270,2,,
1855-10-01 21:00:00,9.44,,1011.72,19.56,1008.16,,,,,,9.5,8.11,10.09,89,Calm,-999,3.2,,,2,,
1855-10-02 00:00:00,,12.15,,,,1005.35,,,,,,,,,,,,,,,,-999
1855-10-02 07:00:00,10.17,,1009.82,15.22,1007.08,,,,,,10,8.61,10.02,82,135,2,7.2,,157.5,4,,
1855-10-02 14:00:00,14.56,,1008.13,18.28,1004.84,,,,,,14.11,11.39,11.18,70,135,3,7.2,,157.5,3,,
1855-10-02 21:00:00,11.72,,1007.79,19.44,1004.27,,,,,,11.67,10.28,11.31,83,135,2,3.2,,,4,,
1855-10-03 00:00:00,,15,,,,1001.66,,,,,,,,,,,,,,,,BR
1855-10-03 07:00:00,11.78,,1007.72,15.61,1004.91,,,,,,11.67,10,10.87,80,157.5,3,3.2,,180,5,,
1855-10-03 14:00:00,17.78,,1003.39,17.5,999.9,,,,,,17.39,15.56,16.05,82,135,5,4,,135,5,,
1855-10-03 21:00:00,15.44,,1003.05,18.17,999.8,,,,,,15.39,14.72,16.09,92,135,2,5.6,,,4,,
1855-10-04 00:00:00,,18,,,,995.63,7 1/2 P.M.,10 P.M.,2.03,,,,,,,,,,,,,RA
1855-10-04 07:00:00,15.83,,1001.69,17.78,998.51,,,,,,15.64,15.5,17.37,98,135,5,5.6,,135,4,,
1855-10-04 14:00:00,20.94,,998.98,19.39,995.53,,,,,,20,18.61,20.15,87,135,5,8,,135,4,,
1855-10-04 21:00:00,17.22,,996.72,21.61,989.47,,,,,,17.11,16.39,17.91,93,135,7,8,,,5,,
1855-10-05 00:00:00,,14.59,,,,994.21,9 A.M.,4 P.M.,12.7,,,,,,,,,,,,,RA
1855-10-05 07:00:00,15,,998.65,18.58,995.33,,,,,,14.56,14.39,16.15,98,135,2,1.6,,-999,5 | 1,,
1855-10-05 14:00:00,15.44,,994.31,17.28,991.23,,,,,,15.33,14.5,15.71,91,135,2,8,,135,5,,
1855-10-05 21:00:00,13.33,,999.46,18.97,996.07,,,,,,13.22,15.44,14.12,94,315,3,2.4,,,5,,
1855-10-06 00:00:00,,16.57,,,,999.12,,,,,,,,,,,,,,,,-999
1855-10-06 07:00:00,12.25,,1002.71,17.22,999.63,,,,,,11.94,11.67,13.41,96,Calm,-999,2.4,,-999,2 | 3,,
1855-10-06 14:00:00,21.72,,1002.54,20.06,998.95,,,,,,21.5,18.33,18.29,72,225,1,1.6,,-999,2 | 4,,
1855-10-06 21:00:00,15.72,,1002.37,20.17,998.75,,,,,,15.67,14.44,15.31,86,225,5,1.6,,,1,,
1855-10-07 00:00:00,,16.13,,,,993.19,8 A.M.,11 A.M.,2.54,,,,,,,,,,,,,SH
1855-10-07 07:00:00,20,,996.28,19.33,989.44,,,,,,19.89,18.33,19.78,87,225,5,6.4,,225,6,,
1855-10-07 14:00:00,18.89,,995.6,20.22,991.97,,,,,,18.56,16.67,17.27,82,225,3,3.2,,225,5,,
1855-10-07 21:00:00,8.94,,998.98,17.78,995.8,,,,,,9.44,8.33,10.06,85,315,1,0,,,-999,,
1855-10-08 00:00:00,,8.04,,,,1000.98,,,,,,,,,,,,,,,,-999
1855-10-08 07:00:00,5,,1003.05,14.72,1000.61,,,,,,5.06,3.83,7.08,80,Calm,-999,0,,-999,-999,,
1855-10-08 14:00:00,13.5,,1003.45,17.61,999.97,,,,,,13.06,9.42,8.4,56,Calm,-999,1.6,,225,3,,
1855-10-08 21:00:00,8.42,,1005.69,18.94,1002.27,,,,,,6.17,4.89,7.62,81,Calm,-999,0,,,-999,,
1855-10-09 00:00:00,,9.31,,,,1004.57,,,,,,,,,,,,,,,,AU
1855-10-09 07:00:00,5.64,,1007.11,13.61,1004.67,,,,,,5.61,5,8.26,91,Calm,-999,1.6,,225,3,,
1855-10-09 14:00:00,13.33,,1007.11,16.78,1004.1,,,,,,12.78,9.72,9.52,65,Calm,-999,1.6,,225,2,,
1855-10-09 21:00:00,8.94,,1008.81,21.17,1004.98,,,,,,8.94,6.75,8.06,70,Calm,-999,0.8,,,2,,
1855-10-10 00:00:00,,11.71,,,,1006.6,4 P.M.,11 P.M.,5.08,,,,,,,,,,,,,SH
1855-10-10 07:00:00,7.44,,1009.14,13.33,1006.74,,,,,,7.5,6.39,8.67,84,Calm,-999,4,,270,2,,
1855-10-10 14:00:00,15.94,,1009.48,18.89,1006.16,,,,,,15.56,12.92,12.67,72,270,1,4,,270,3,,
1855-10-10 21:00:00,11.19,,1010.87,22.11,1006.54,,,,,,12,11.39,12.9,92,270,1,8,,,2,,
1855-10-11 00:00:00,,11.39,,,,1007.65,,,,,,,,,,,,,,,,FG
1855-10-11 07:00:00,10.17,,1011.18,15.83,1008.3,,,,,,10,9.94,12.19,99,Calm,-999,2.4,,202.5,2,,
1855-10-11 14:00:00,14.56,,1011.01,18.89,1007.45,,,,,,14.17,12.28,12.67,80,45,2,2.4,,180,3,,
1855-10-11 21:00:00,9.44,,1011.01,21.17,1007.18,,,,,,9.44,8.72,10.63,90,180,2,0.8,,,-999,,
1855-10-12 00:00:00,,11.13,,,,1006.81,,,,,,,,,,,,,,,,-999
1855-10-12 07:00:00,7.78,,1010.5,14.44,1007.89,,,,,,7.61,6.39,8.6,83,135,2,4,,135,4,,
1855-10-12 14:00:00,13.33,,1010.16,21.56,1006.27,,,,,,12.94,11.11,11.68,79,135,5,8,,135,4,,
1855-10-12 21:00:00,12.28,,1009.89,20,1006.27,,,,,,12.22,11.39,12.73,90,135,3,8,,,4,,
1855-10-13 00:00:00,,13.4,,,,1005.69,8 P.M.,-999,-999,,,,,,,,,,,,,RA
1855-10-13 07:00:00,13.33,,1009.48,15.83,1006.64,,,,,,13.33,12.28,13.24,87,135,7,8,,135,6,,
1855-10-13 14:00:00,14.36,,1008.81,17.78,1005.59,,,,,,13.89,12.83,13.82,87,135,7,8,,135,6,,
1855-10-13 21:00:00,12.5,,1008.81,21.78,1004.88,,,,,,12.28,11.83,13.44,94,135,7,8,,,6,,
1855-10-14 00:00:00,,14.26,,,,1002.07,-999,9 P.M.,35.56,,,,,,,,,,,,,RA
1855-10-14 07:00:00,13.89,,1006.77,16.11,1003.86,,,,,,13.89,13.56,15.61,99,135,5,8,,135,6,,
1855-10-14 14:00:00,16.56,,1005.76,22.78,1001.66,,,,,,16.67,16,17.54,93,135,5,8,,135,6,,
1855-10-14 21:00:00,12.33,,1004.4,20.94,1000.64,,,,,,12.5,12.11,13.75,95,270,2,8,,,4,,
1855-10-15 00:00:00,,11.18,,,,1000,,,,,,,,,,,,,,,,SH
1855-10-15 07:00:00,9.56,,1003.39,16.11,1000.51,,,,,,9.33,8.89,11.01,94,180,1,2.4,,202.5,4,,
1855-10-15 14:00:00,15.61,,1001.02,15.83,998.17,,,,,,12.11,11.17,9.75,56,225,3,0.8,,225,3,,
1855-10-15 21:00:00,8.39,,1004.74,18.94,1001.32,,,,,,8.39,6.78,8.53,78,270,2,0,,,-999,,
1855-10-16 00:00:00,,10.37,,,,1000.64,9 1/2 P.M.,10 1/2 P.M.,0.38,,,,,,,,,,,,,SH
1855-10-16 07:00:00,6.11,,1004.4,13.33,1002,,,,,,6.39,5.28,7.99,83,Calm,-999,3.2,,225,3,,
1855-10-16 14:00:00,15,,1003.56,19.44,1000.07,,,,,,14.5,10.5,9.41,57,270,1,0.8,,225,2,,
1855-10-16 21:00:00,10,,1003.73,21.72,999.83,,,,,,10.11,8.89,10.36,84,270,2,4.8,,,3,,
1855-10-17 00:00:00,,8.28,,,,1000.58,,,,,,,,,,,,,,,,-999
1855-10-17 07:00:00,7.83,,1003.45,14.67,1000.81,,,,,,7.78,6.11,8.06,77,315,1,2.4,,315,4,,
1855-10-17 14:00:00,10.33,,1003.05,15.67,1000.24,,,,,,9.94,6.67,7.82,64,315,2,1.6,,270,2,,
1855-10-17 21:00:00,6.67,,1003.05,13.39,1000.64,,,,,,6.67,5.17,7.62,78,315,1,3.2,,,2,,
1855-10-18 00:00:00,,7.06,,,,999.46,,,,,,,,,,,,,,,,RA
1855-10-18 07:00:00,4.44,,1003.05,11.39,1001.02,,,,,,4.28,2.78,6.26,75,225,2,3.2,,315,2,,
1855-10-18 14:00:00,8.89,,1001.69,16.89,998.68,,,,,,8.61,5.56,6.6,59,225,3,4.8,,270,3,,
1855-10-18 21:00:00,7.83,,1002.2,19.61,998.68,,,,,,7.78,5.56,7.28,69,270,3,5.6,,,3,,
1855-10-19 00:00:00,,6.67,,,,1004.3,,,,,,,,,,,,,,,,-999
1855-10-19 07:00:00,5.56,,1004.4,12.22,1002.2,,,,,,5.28,3.33,6.23,70,315,2,0.8,,315,2,,
1855-10-19 14:00:00,11.11,,1007.11,19.06,1003.66,,,,,,11.08,6.17,5.49,42,270,2,0,,-999,-999,,
1855-10-19 21:00:00,3.33,,1010.84,21.11,1007.01,,,,,,3.44,2,5.93,76,Calm,-999,0,,,-999,,
1855-10-20 00:00:00,,11.79,,,,1007.62,,,,,,,,,,,,,,,,-888
1855-10-20 07:00:00,3.89,,1010.84,11.67,1008.74,,,,,,3.78,2.72,6.6,83,Calm,-999,0,,-999,-999,,
1855-10-20 14:00:00,18.17,,1009.82,16.56,1006.84,,,,,,17.83,13.33,11.58,57,225,3,0,,-999,-999,,
1855-10-20 21:00:00,13.33,,1010.5,19,1007.11,,,,,,13.33,12.22,13.24,87,Calm,-999,0,,,-999,,
1855-10-21 00:00:00,,15.21,,,,1002.44,10 A.M.,-999,-999,,,,,,,,,,,,,RA
1855-10-21 07:00:00,12.78,,1008.81,16.06,1005.89,,,,,,12.78,12.28,13.82,95,Calm,-999,6.4,,202.5,3,,
1855-10-21 14:00:00,16.11,,1005.76,19.83,1002.17,,,,,,16.22,16.11,18.08,99,135,2,8,,135,5,,
1855-10-21 21:00:00,16.72,,1003.05,21.03,999.26,,,,,,16.97,16.44,18.12,94,135,3,8,,,4,,
1855-10-22 00:00:00,,17.22,,,,995.09,-999,6 A.M.,15.24,,,,,,,,,,,,,
1855-10-22 07:00:00,15.89,,998.31,18.33,991.64,,,,,,15.89,15.56,17.27,96,180,2,2.4,,225,2,,
1855-10-22 14:00:00,21.11,,997.33,19.67,993.8,,,,,,20.83,18.33,18.86,77,270,3,4,,270,3,,
1855-10-22 21:00:00,14.67,,1000,20,996.41,,,,,,14.5,14.25,15.92,97,Calm,-999,4,,,3,,
1855-10-23 00:00:00,,13.38,,,,996.04,-999,-999,6.35,,,,,,,,,,,,,RA
1855-10-23 07:00:00,14.28,,999.83,17.89,996.75,,,,,,14.22,13.89,15.51,96,135,1,8,,202.5,4,,
1855-10-23 14:00:00,16.09,,996.61,17.78,993.43,,,,,,15.81,15.5,17.27,97,Calm,-999,8,,202.5,4,,
1855-10-23 21:00:00,9.78,,1001.02,17.22,997.93,,,,,,9.53,9.44,11.72,99,270,1,8,,,-999,,
1855-10-24 00:00:00,,9.81,,,,1001.19,5 P.M.,12 .M,6.35,,,,,,,,,,,,,RA
1855-10-24 07:00:00,7.19,,1005.42,15,1002.71,,,,,,6.94,6.56,9.38,94,315,1,1.6,,315,2,,
1855-10-24 14:00:00,12.22,,1004.74,13.4,1002.34,,,,,,12,9.44,9.79,71,112.5,3,4,,112.5,4,,
1855-10-24 21:00:00,10,,1002.03,19.83,998.48,,,,,,10,9.64,11.62,95,135,3,8,,,4,,
1855-10-25 00:00:00,,15.54,,,,992.28,9 A.M.,11 P.M.,10.16,,,,,,,,,,,,,RA
1855-10-25 07:00:00,16.69,,996.61,16.11,993.74,,,,,,16.75,16.31,18.02,95,225,3,3.2,,225,3,,
1855-10-25 14:00:00,18.89,,993.91,18.33,990.65,,,,,,18.61,17.22,18.35,87,225,5,8,,225,5,,
1855-10-25 21:00:00,11.06,,996.48,22.39,992.48,,,,,,11.11,10,11.31,86,225,3,8,,,5,,
1855-10-26 00:00:00,,5.04,,,,999.56,,,,,,,,,,,,,,,,-999
1855-10-26 07:00:00,5.67,,998.65,12.83,996.34,,,,,,5.58,3.36,5.99,66,247.5,3,2.4,,247.5,4,,
1855-10-26 14:00:00,6.11,,1002.54,14.28,999.97,,,,,,5.72,5.06,8.16,89,270,5,7.2,,247.5,3,,
1855-10-26 21:00:00,3.33,,1005.76,18.89,1002.37,,,,,,3.22,1.25,5.18,67,270,2,0,,,-999,,
1855-10-27 00:00:00,,5.83,,,,995.6,10 1/2 A.M.,-999,2.54,,,,,,,,,,,,,SH
1855-10-27 07:00:00,6.94,,1004.4,10.28,1002.57,,,,,,6.67,5,7.38,76,247.5,2,1.6,,247.5,4,,
