"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HarbourGrace","47.53","-52.57","6","America/Goose_Bay","3.5","71250",NA
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cd","cv","dd","hd","p","pr","ptb","pte","sd","ta","ta_mean","w","ww"
1873-01-30 21:00:00,NA,NA,NA,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA
1873-01-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1873-01-31,NA,NA,NA,NA,NA,NA,NA,"7:00 pm",NA,NA,NA,NA,NA,NA
1873-01-31,NA,NA,NA,NA,NA,NA,NA,NA,"empty",NA,NA,NA,NA,NA
1873-01-31,NA,NA,NA,NA,NA,NA,0.025,NA,NA,0.25,NA,NA,NA,NA
1873-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.94,NA,NA
1873-01-31 07:00:00,-3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 07:00:00,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 07:00:00,NA,NA,NA,NA,NA,1001.36,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.33,NA,NA,NA
1873-01-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1873-01-31 14:00:00,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 14:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1873-01-31 14:00:00,NA,NA,NA,247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 14:00:00,NA,NA,NA,NA,NA,997.63,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.17,NA,NA,NA
1873-01-31 21:00:00,-2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 21:00:00,NA,NA,NA,247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 21:00:00,NA,NA,NA,NA,NA,996.28,NA,NA,NA,NA,NA,NA,NA,NA
1873-01-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.22,NA,NA,NA
1873-01-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1873-02-01,NA,NA,NA,NA,NA,NA,NA,"5:00 pm",NA,NA,NA,NA,NA,NA
1873-02-01,NA,NA,NA,NA,NA,NA,NA,NA,"7:00 am",NA,NA,NA,NA,NA
1873-02-01,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1873-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA s"
1873-02-01,NA,NA,NA,NA,NA,NA,0.023,NA,NA,0.23,NA,NA,NA,NA
1873-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.78,NA,NA
1873-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 07:00:00,-1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 07:00:00,NA,NA,NA,NA,NA,996.61,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.33,NA,NA,NA
1873-02-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1873-02-01 14:00:00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 14:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 14:00:00,NA,NA,NA,NA,NA,996.61,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA
1873-02-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1873-02-01 21:00:00,-1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 21:00:00,NA,NA,NA,NA,NA,997.29,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.28,NA,NA,NA
1873-02-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1873-02-02,NA,NA,NA,NA,NA,NA,NA,"7:00 pm",NA,NA,NA,NA,NA,NA
1873-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1873-02-02,NA,NA,NA,NA,NA,NA,0.023,NA,NA,0.23,NA,NA,NA,NA
1873-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.83,NA,NA
1873-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 07:00:00,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 07:00:00,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20,NA,NA,NA
1873-02-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1873-02-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 14:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.89,NA,NA,NA
1873-02-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1873-02-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA,NA
1873-02-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1873-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.11,NA,NA
1873-02-03 07:00:00,-6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 07:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 07:00:00,NA,NA,NA,NA,NA,1004.4,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.89,NA,NA,NA
1873-02-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1873-02-03 14:00:00,-6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 14:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 14:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 14:00:00,NA,NA,NA,NA,NA,1005.42,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.33,NA,NA,NA
1873-02-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1873-02-03 21:00:00,-5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 21:00:00,NA,NA,NA,NA,NA,1006.1,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA,NA
1873-02-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1873-02-04,NA,NA,NA,NA,NA,NA,NA,"1:30 am; 5:00 pm rain",NA,NA,NA,NA,NA,NA
1873-02-04,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA
1873-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow and rain"
1873-02-04,NA,NA,NA,NA,NA,NA,0.023,NA,NA,0.23,NA,NA,NA,NA
1873-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.06,NA,NA
1873-02-04 07:00:00,-3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 07:00:00,NA,NA,NA,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA
1873-02-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1873-02-04 14:00:00,-1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 14:00:00,NA,NA,NA,NA,NA,1006.1,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA
1873-02-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1873-02-04 21:00:00,-0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 21:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 21:00:00,NA,NA,NA,NA,NA,1003.73,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA,NA
1873-02-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1873-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA r"
1873-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA
1873-02-05 07:00:00,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA
1873-02-05 07:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 07:00:00,NA,NA,NA,NA,NA,989.16,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1873-02-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1873-02-05 14:00:00,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA,NA
1873-02-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 14:00:00,NA,NA,NA,NA,NA,989.16,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1873-02-05 21:00:00,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1873-02-05 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 21:00:00,NA,NA,NA,NA,NA,991.53,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1873-02-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1873-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.17,NA,NA
1873-02-06 07:00:00,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 07:00:00,NA,NA,NA,NA,NA,1012.87,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA
1873-02-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1873-02-06 14:00:00,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 14:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 14:00:00,NA,NA,NA,NA,NA,1013.21,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA,NA
1873-02-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1873-02-06 21:00:00,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 21:00:00,NA,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 21:00:00,NA,NA,NA,NA,NA,1013.21,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA
1873-02-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1873-02-07,NA,NA,NA,NA,NA,NA,NA,"11:00 am",NA,NA,NA,NA,NA,NA
1873-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1873-02-07,NA,NA,NA,NA,NA,NA,0.023,NA,NA,0.23,NA,NA,NA,NA
1873-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,NA,NA
1873-02-07 07:00:00,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 07:00:00,NA,NA,NA,NA,NA,1011.51,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA
1873-02-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1873-02-07 14:00:00,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 14:00:00,NA,NA,NA,NA,NA,1011.18,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA
1873-02-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1873-02-07 21:00:00,4.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 21:00:00,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1873-02-07 21:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 21:00:00,NA,NA,NA,NA,"315",NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 21:00:00,NA,NA,NA,NA,NA,1013.21,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA
1873-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA r"
1873-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.06,NA,NA
1873-02-08 07:00:00,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 07:00:00,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 07:00:00,NA,NA,NA,NA,NA,1018.29,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA
1873-02-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1873-02-08 14:00:00,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 14:00:00,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 14:00:00,NA,NA,NA,NA,NA,1010.16,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA
1873-02-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1873-02-08 21:00:00,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 21:00:00,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 21:00:00,NA,NA,NA,NA,NA,1004.74,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
1873-02-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
1873-02-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1873-02-09,NA,NA,NA,NA,NA,NA,NA,"5:30 pm",NA,NA,NA,NA,NA,NA
1873-02-09,NA,NA,NA,NA,NA,NA,NA,NA,"11:00 pm",NA,NA,NA,NA,NA
1873-02-09,NA,NA,NA,NA,NA,NA,4.06,NA,NA,NA,NA,NA,NA,NA
1873-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain"
1873-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA
1873-02-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA
1873-02-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1873-02-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 14:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA,NA
1873-02-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1873-02-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 21:00:00,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-02-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,NA,NA,NA
1873-02-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
