"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HarbourGrace","47.53","-52.57","6","America/Goose_Bay","3.5","71250",NA
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cd","cv","dd","hd","p","pr","ptb","pte","sd","ta","ta_mean","w","ww"
1874-08-03 14:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-03 14:00:00,NA,NA,NA,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA
1874-08-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1874-08-03 21:00:00,19.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-03 21:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-03 21:00:00,NA,NA,NA,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA
1874-08-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1874-08-04,NA,NA,NA,NA,NA,NA,NA,"7:30 am",NA,NA,NA,NA,NA,NA
1874-08-04,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA
1874-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain"
1874-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.17,NA,NA
1874-08-04 07:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 07:00:00,NA,NA,NA,NA,NA,1011.85,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.61,NA,NA,NA
1874-08-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1874-08-04 14:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 14:00:00,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 14:00:00,NA,NA,NA,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.11,NA,NA,NA
1874-08-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-04 21:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1874-08-04 21:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 21:00:00,NA,NA,NA,NA,NA,1017.95,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA
1874-08-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17,NA,NA
1874-08-05 07:00:00,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 07:00:00,NA,NA,NA,NA,NA,1020.32,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA
1874-08-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-05 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 14:00:00,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 14:00:00,NA,NA,NA,NA,NA,1020.66,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.56,NA,NA,NA
1874-08-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-05 21:00:00,19.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1874-08-05 21:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 21:00:00,NA,NA,NA,NA,NA,1021.67,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA
1874-08-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-06,NA,NA,NA,NA,NA,NA,NA,"7:30 am",NA,NA,NA,NA,NA,NA
1874-08-06,NA,NA,NA,NA,NA,NA,30.48,NA,NA,NA,NA,NA,NA,NA
1874-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA continuous rain"
1874-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA
1874-08-06 07:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 07:00:00,NA,NA,NA,NA,NA,1022.35,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94,NA,NA,NA
1874-08-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1874-08-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1874-08-06 14:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 14:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 14:00:00,NA,NA,NA,NA,NA,1022.01,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39,NA,NA,NA
1874-08-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1874-08-06 21:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 21:00:00,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 21:00:00,NA,NA,NA,NA,NA,1018.63,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA,NA
1874-08-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1874-08-07,NA,NA,NA,NA,NA,NA,NA,"7:00 am",NA,NA,NA,NA,NA,NA
1874-08-07,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA
1874-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA light rain"
1874-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,NA,NA
1874-08-07 07:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 07:00:00,NA,NA,NA,NA,NA,1010.16,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.61,NA,NA,NA
1874-08-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
1874-08-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1874-08-07 14:00:00,16.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1874-08-07 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 14:00:00,NA,NA,NA,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.83,NA,NA,NA
1874-08-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
1874-08-07 21:00:00,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 21:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 21:00:00,NA,NA,NA,NA,NA,1011.85,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,NA,NA,NA
1874-08-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
1874-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.33,NA,NA
1874-08-08 07:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 07:00:00,NA,NA,NA,NA,NA,1022.35,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA
1874-08-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-08 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.11,NA,NA,NA
1874-08-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 14:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 14:00:00,NA,NA,NA,NA,NA,1024.72,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-08 21:00:00,18.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 21:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 21:00:00,NA,NA,NA,NA,NA,1026.75,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.17,NA,NA,NA
1874-08-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-09,NA,NA,NA,NA,NA,NA,NA,"night",NA,NA,NA,NA,NA,NA
1874-08-09,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA
1874-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain"
1874-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA
1874-08-09 07:00:00,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA
1874-08-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 07:00:00,NA,NA,NA,NA,NA,1027.77,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-09 14:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.56,NA,NA,NA
1874-08-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1874-08-09 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 14:00:00,NA,NA,NA,NA,NA,1028.45,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-09 21:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1874-08-09 21:00:00,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 21:00:00,NA,NA,NA,NA,NA,1026.41,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA
1874-08-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-10,NA,NA,NA,NA,NA,NA,NA,"11:00 am",NA,NA,NA,NA,NA,NA
1874-08-10,NA,NA,NA,NA,NA,NA,30.73,NA,NA,NA,NA,NA,NA,NA
1874-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA continuous rain"
1874-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.22,NA,NA
1874-08-10 07:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1874-08-10 07:00:00,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 07:00:00,NA,NA,NA,NA,NA,1022.35,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA
1874-08-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-10 14:00:00,23.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 14:00:00,NA,NA,NA,NA,NA,1020.32,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.11,NA,NA,NA
1874-08-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-10 21:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 21:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 21:00:00,NA,NA,NA,NA,NA,1019.98,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.06,NA,NA,NA
1874-08-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1874-08-11,NA,NA,NA,NA,NA,NA,NA,"9:00 am",NA,NA,NA,NA,NA,NA
1874-08-11,NA,NA,NA,NA,NA,NA,1.52,NA,NA,NA,NA,NA,NA,NA
1874-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain showers"
1874-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.61,NA,NA
1874-08-11 07:00:00,18.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1874-08-11 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 07:00:00,NA,NA,NA,NA,NA,1019.3,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA,NA
1874-08-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1874-08-11 14:00:00,22.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 14:00:00,NA,NA,NA,NA,NA,1019.3,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89,NA,NA,NA
1874-08-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-11 21:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 21:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 21:00:00,NA,NA,NA,NA,NA,1018.29,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA
1874-08-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1874-08-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1874-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.28,NA,NA
1874-08-12 07:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 07:00:00,NA,225,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 07:00:00,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 07:00:00,NA,NA,NA,NA,NA,1019.98,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA
1874-08-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-12 14:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 14:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 14:00:00,NA,NA,NA,NA,NA,1020.32,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.78,NA,NA,NA
1874-08-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1874-08-12 21:00:00,19.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 21:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 21:00:00,NA,NA,NA,NA,NA,1020.32,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA
1874-08-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1874-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.33,NA,NA
1874-08-13 07:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-13 07:00:00,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-13 07:00:00,NA,NA,NA,NA,NA,1017.95,NA,NA,NA,NA,NA,NA,NA,NA
1874-08-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA,NA
1874-08-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1874-08-13 14:00:00,18.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
