"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"AbitibiPost","48.6","-79.3",NA,"America/Toronto","5","71734","7090050"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","dd","ptb","pte","ta","w"
1868-04-08 07:00:00,NA,NA,NA,NA,11
1868-04-08 14:00:00,315,NA,NA,NA,NA
1868-04-08 14:00:00,NA,NA,NA,-9.44,NA
1868-04-08 14:00:00,NA,NA,NA,NA,11
1868-04-08 21:00:00,315,NA,NA,NA,NA
1868-04-08 21:00:00,NA,NA,NA,-15,NA
1868-04-08 21:00:00,NA,NA,NA,NA,11
1868-04-09,NA,"empty","empty",NA,NA
1868-04-09 07:00:00,315,NA,NA,NA,NA
1868-04-09 07:00:00,NA,NA,NA,-12.78,NA
1868-04-09 07:00:00,NA,NA,NA,NA,1
1868-04-09 14:00:00,270,NA,NA,NA,NA
1868-04-09 14:00:00,NA,NA,NA,-2.22,NA
1868-04-09 14:00:00,NA,NA,NA,NA,5
1868-04-09 21:00:00,225,NA,NA,NA,NA
1868-04-09 21:00:00,NA,NA,NA,-6.67,NA
1868-04-09 21:00:00,NA,NA,NA,NA,11
1868-04-10,NA,"empty","empty",NA,NA
1868-04-10 07:00:00,225,NA,NA,NA,NA
1868-04-10 07:00:00,NA,NA,NA,-1.11,NA
1868-04-10 07:00:00,NA,NA,NA,NA,1
1868-04-10 14:00:00,225,NA,NA,NA,NA
1868-04-10 14:00:00,NA,NA,NA,4.44,NA
1868-04-10 14:00:00,NA,NA,NA,NA,5
1868-04-10 21:00:00,202.5,NA,NA,NA,NA
1868-04-10 21:00:00,NA,NA,NA,0,NA
1868-04-10 21:00:00,NA,NA,NA,NA,2
1868-04-11,NA,"6 am",NA,NA,NA
1868-04-11,NA,NA,"3 pm",NA,NA
1868-04-11 07:00:00,90,NA,NA,NA,NA
1868-04-11 07:00:00,NA,NA,NA,-6.67,NA
1868-04-11 07:00:00,NA,NA,NA,NA,2
1868-04-11 14:00:00,0,NA,NA,NA,NA
1868-04-11 14:00:00,NA,NA,NA,-5.56,NA
1868-04-11 14:00:00,NA,NA,NA,NA,5
1868-04-11 21:00:00,0,NA,NA,NA,NA
1868-04-11 21:00:00,NA,NA,NA,-12.22,NA
1868-04-11 21:00:00,NA,NA,NA,NA,5
1868-04-12,NA,"empty","empty",NA,NA
1868-04-12 07:00:00,315,NA,NA,NA,NA
1868-04-12 07:00:00,NA,NA,NA,-12.22,NA
1868-04-12 07:00:00,NA,NA,NA,NA,5
1868-04-12 14:00:00,315,NA,NA,NA,NA
1868-04-12 14:00:00,NA,NA,NA,-5.56,NA
1868-04-12 14:00:00,NA,NA,NA,NA,5
1868-04-12 21:00:00,180,NA,NA,NA,NA
1868-04-12 21:00:00,NA,NA,NA,-13.33,NA
1868-04-12 21:00:00,NA,NA,NA,NA,1
1868-04-13,NA,"empty","empty",NA,NA
1868-04-13 07:00:00,180,NA,NA,NA,NA
1868-04-13 07:00:00,NA,NA,NA,-6.67,NA
1868-04-13 07:00:00,NA,NA,NA,NA,1
1868-04-13 14:00:00,270,NA,NA,NA,NA
1868-04-13 14:00:00,NA,NA,NA,3.33,NA
1868-04-13 14:00:00,NA,NA,NA,NA,5
1868-04-13 21:00:00,225,NA,NA,NA,NA
1868-04-13 21:00:00,NA,NA,NA,-1.11,NA
1868-04-13 21:00:00,NA,NA,NA,NA,2
1868-04-14,NA,"empty","empty",NA,NA
1868-04-14 07:00:00,180,NA,NA,NA,NA
1868-04-14 07:00:00,NA,NA,NA,-3.89,NA
1868-04-14 07:00:00,NA,NA,NA,NA,2
1868-04-14 14:00:00,180,NA,NA,NA,NA
1868-04-14 14:00:00,NA,NA,NA,4.44,NA
1868-04-14 14:00:00,NA,NA,NA,NA,2
1868-04-14 21:00:00,180,NA,NA,NA,NA
1868-04-14 21:00:00,NA,NA,NA,3.33,NA
1868-04-14 21:00:00,NA,NA,NA,NA,11
1868-04-15,NA,"6 pm",NA,NA,NA
1868-04-15,NA,NA,"10 pm",NA,NA
1868-04-15 07:00:00,180,NA,NA,NA,NA
1868-04-15 07:00:00,NA,NA,NA,1.67,NA
1868-04-15 07:00:00,NA,NA,NA,NA,2
1868-04-15 14:00:00,180,NA,NA,NA,NA
1868-04-15 14:00:00,NA,NA,NA,7.22,NA
1868-04-15 14:00:00,NA,NA,NA,NA,2
1868-04-15 21:00:00,180,NA,NA,NA,NA
1868-04-15 21:00:00,NA,NA,NA,7.22,NA
1868-04-15 21:00:00,NA,NA,NA,NA,5
1868-04-16,NA,"empty","empty",NA,NA
1868-04-16 07:00:00,180,NA,NA,NA,NA
1868-04-16 07:00:00,NA,NA,NA,7.22,NA
1868-04-16 07:00:00,NA,NA,NA,NA,5
1868-04-16 14:00:00,225,NA,NA,NA,NA
1868-04-16 14:00:00,NA,NA,NA,10,NA
1868-04-16 14:00:00,NA,NA,NA,NA,16
1868-04-16 21:00:00,247.5,NA,NA,NA,NA
1868-04-16 21:00:00,NA,NA,NA,3.89,NA
1868-04-16 21:00:00,NA,NA,NA,NA,11
1868-04-17,NA,"empty","empty",NA,NA
1868-04-17 07:00:00,225,NA,NA,NA,NA
1868-04-17 07:00:00,NA,NA,NA,4.44,NA
1868-04-17 07:00:00,NA,NA,NA,NA,5
1868-04-17 14:00:00,0,NA,NA,NA,NA
1868-04-17 14:00:00,NA,NA,NA,-1.11,NA
1868-04-17 14:00:00,NA,NA,NA,NA,16
1868-04-17 21:00:00,315,NA,NA,NA,NA
1868-04-17 21:00:00,NA,NA,NA,-6.67,NA
1868-04-17 21:00:00,NA,NA,NA,NA,11
1868-04-18,NA,"empty","empty",NA,NA
1868-04-18 07:00:00,315,NA,NA,NA,NA
1868-04-18 07:00:00,NA,NA,NA,-6.67,NA
1868-04-18 07:00:00,NA,NA,NA,NA,5
1868-04-18 14:00:00,315,NA,NA,NA,NA
1868-04-18 14:00:00,NA,NA,NA,-4.44,NA
1868-04-18 14:00:00,NA,NA,NA,NA,5
1868-04-18 21:00:00,180,NA,NA,NA,NA
1868-04-18 21:00:00,NA,NA,NA,-3.89,NA
1868-04-18 21:00:00,NA,NA,NA,NA,1
1868-04-19,NA,"empty","empty",NA,NA
1868-04-19 07:00:00,180,NA,NA,NA,NA
1868-04-19 07:00:00,NA,NA,NA,1.67,NA
1868-04-19 07:00:00,NA,NA,NA,NA,1
1868-04-19 14:00:00,315,NA,NA,NA,NA
1868-04-19 14:00:00,NA,NA,NA,6.67,NA
1868-04-19 14:00:00,NA,NA,NA,NA,2
1868-04-19 21:00:00,135,NA,NA,NA,NA
1868-04-19 21:00:00,NA,NA,NA,-1.11,NA
1868-04-19 21:00:00,NA,NA,NA,NA,1
1868-04-20,NA,"empty","empty",NA,NA
1868-04-20 07:00:00,180,NA,NA,NA,NA
1868-04-20 07:00:00,NA,NA,NA,12.78,NA
1868-04-20 07:00:00,NA,NA,NA,NA,1
1868-04-20 14:00:00,180,NA,NA,NA,NA
1868-04-20 14:00:00,NA,NA,NA,15.56,NA
1868-04-20 14:00:00,NA,NA,NA,NA,5
1868-04-20 21:00:00,180,NA,NA,NA,NA
1868-04-20 21:00:00,NA,NA,NA,4.44,NA
1868-04-20 21:00:00,NA,NA,NA,NA,5
1868-04-21,NA,"empty","empty",NA,NA
1868-04-21 07:00:00,225,NA,NA,NA,NA
1868-04-21 07:00:00,NA,NA,NA,1.67,NA
1868-04-21 07:00:00,NA,NA,NA,NA,5
1868-04-21 14:00:00,315,NA,NA,NA,NA
1868-04-21 14:00:00,NA,NA,NA,10,NA
1868-04-21 14:00:00,NA,NA,NA,NA,11
1868-04-21 21:00:00,315,NA,NA,NA,NA
1868-04-21 21:00:00,NA,NA,NA,-2.22,NA
1868-04-21 21:00:00,NA,NA,NA,NA,11
1868-04-22,NA,"empty","empty",NA,NA
1868-04-22 07:00:00,315,NA,NA,NA,NA
1868-04-22 07:00:00,NA,NA,NA,-2.22,NA
1868-04-22 07:00:00,NA,NA,NA,NA,5
1868-04-22 14:00:00,315,NA,NA,NA,NA
1868-04-22 14:00:00,NA,NA,NA,-2.22,NA
1868-04-22 14:00:00,NA,NA,NA,NA,11
1868-04-22 21:00:00,90,NA,NA,NA,NA
1868-04-22 21:00:00,NA,NA,NA,-6.67,NA
1868-04-22 21:00:00,NA,NA,NA,NA,1
1868-04-23,NA,"9 pm",NA,NA,NA
1868-04-23,NA,NA,"empty",NA,NA
1868-04-23 07:00:00,45,NA,NA,NA,NA
1868-04-23 07:00:00,NA,NA,NA,-3.89,NA
1868-04-23 07:00:00,NA,NA,NA,NA,2
1868-04-23 14:00:00,315,NA,NA,NA,NA
1868-04-23 14:00:00,NA,NA,NA,3.33,NA
1868-04-23 14:00:00,NA,NA,NA,NA,2
1868-04-23 21:00:00,315,NA,NA,NA,NA
1868-04-23 21:00:00,NA,NA,NA,-1.11,NA
1868-04-23 21:00:00,NA,NA,NA,NA,11
1868-04-24,NA,"empty",NA,NA,NA
1868-04-24,NA,NA,"8 am",NA,NA
1868-04-24 07:00:00,45,NA,NA,NA,NA
1868-04-24 07:00:00,NA,NA,NA,-3.89,NA
1868-04-24 07:00:00,NA,NA,NA,NA,1
1868-04-24 14:00:00,315,NA,NA,NA,NA
1868-04-24 14:00:00,NA,NA,NA,0.56,NA
1868-04-24 14:00:00,NA,NA,NA,NA,2
1868-04-24 21:00:00,0,NA,NA,NA,NA
1868-04-24 21:00:00,NA,NA,NA,-4.44,NA
1868-04-24 21:00:00,NA,NA,NA,NA,1
1868-04-25,NA,"empty","empty",NA,NA
1868-04-25 07:00:00,45,NA,NA,NA,NA
1868-04-25 07:00:00,NA,NA,NA,-1.11,NA
1868-04-25 07:00:00,NA,NA,NA,NA,1
1868-04-25 14:00:00,315,NA,NA,NA,NA
1868-04-25 14:00:00,NA,NA,NA,0.56,NA
1868-04-25 14:00:00,NA,NA,NA,NA,2
1868-04-25 21:00:00,45,NA,NA,NA,NA
1868-04-25 21:00:00,NA,NA,NA,-2.22,NA
1868-04-25 21:00:00,NA,NA,NA,NA,5
1868-04-26,NA,"empty","empty",NA,NA
1868-04-26 07:00:00,315,NA,NA,NA,NA
1868-04-26 07:00:00,NA,NA,NA,4.44,NA
1868-04-26 07:00:00,NA,NA,NA,NA,1
1868-04-26 14:00:00,315,NA,NA,NA,NA
1868-04-26 14:00:00,NA,NA,NA,7.22,NA
1868-04-26 14:00:00,NA,NA,NA,NA,2
1868-04-26 21:00:00,45,NA,NA,NA,NA
1868-04-26 21:00:00,NA,NA,NA,-2.22,NA
1868-04-26 21:00:00,NA,NA,NA,NA,1
1868-04-27,NA,"empty","empty",NA,NA
1868-04-27 07:00:00,45,NA,NA,NA,NA
1868-04-27 07:00:00,NA,NA,NA,1.67,NA
1868-04-27 07:00:00,NA,NA,NA,NA,1
1868-04-27 14:00:00,45,NA,NA,NA,NA
1868-04-27 14:00:00,NA,NA,NA,6.11,NA
1868-04-27 14:00:00,NA,NA,NA,NA,2
1868-04-27 21:00:00,45,NA,NA,NA,NA
1868-04-27 21:00:00,NA,NA,NA,-1.67,NA
1868-04-27 21:00:00,NA,NA,NA,NA,1
1868-04-28,NA,"empty","empty",NA,NA
1868-04-28 07:00:00,45,NA,NA,NA,NA
1868-04-28 07:00:00,NA,NA,NA,7.22,NA
1868-04-28 07:00:00,NA,NA,NA,NA,1
1868-04-28 14:00:00,315,NA,NA,NA,NA
1868-04-28 14:00:00,NA,NA,NA,13.89,NA
1868-04-28 14:00:00,NA,NA,NA,NA,1
1868-04-28 21:00:00,45,NA,NA,NA,NA
1868-04-28 21:00:00,NA,NA,NA,0,NA
1868-04-28 21:00:00,NA,NA,NA,NA,1
1868-04-29,NA,"6 pm",NA,NA,NA
1868-04-29,NA,NA,"empty",NA,NA
1868-04-29 07:00:00,180,NA,NA,NA,NA
1868-04-29 07:00:00,NA,NA,NA,4.44,NA
1868-04-29 07:00:00,NA,NA,NA,NA,2
1868-04-29 14:00:00,180,NA,NA,NA,NA
1868-04-29 14:00:00,NA,NA,NA,11.67,NA
1868-04-29 14:00:00,NA,NA,NA,NA,1
1868-04-29 21:00:00,90,NA,NA,NA,NA
1868-04-29 21:00:00,NA,NA,NA,4.44,NA
1868-04-29 21:00:00,NA,NA,NA,NA,1
1868-04-30,NA,"empty",NA,NA,NA
1868-04-30,NA,NA,"2 am",NA,NA
1868-04-30 07:00:00,45,NA,NA,NA,NA
1868-04-30 07:00:00,NA,NA,NA,-3.89,NA
1868-04-30 07:00:00,NA,NA,NA,NA,11
1868-04-30 14:00:00,0,NA,NA,NA,NA
1868-04-30 14:00:00,NA,NA,NA,1.67,NA
1868-04-30 14:00:00,NA,NA,NA,NA,11
1868-04-30 21:00:00,0,NA,NA,NA,NA
1868-04-30 21:00:00,NA,NA,NA,-3.89,NA
1868-04-30 21:00:00,NA,NA,NA,NA,11
1868-06-01,NA,"empty","empty",NA,NA
1868-06-01 07:00:00,315,NA,NA,NA,NA
1868-06-01 07:00:00,NA,NA,NA,5,NA
1868-06-01 07:00:00,NA,NA,NA,NA,11
1868-06-01 14:00:00,315,NA,NA,NA,NA
1868-06-01 14:00:00,NA,NA,NA,6.67,NA
1868-06-01 14:00:00,NA,NA,NA,NA,11
1868-06-01 21:00:00,315,NA,NA,NA,NA
1868-06-01 21:00:00,NA,NA,NA,5,NA
1868-06-01 21:00:00,NA,NA,NA,NA,2
1868-06-02,NA,"empty","empty",NA,NA
1868-06-02 07:00:00,315,NA,NA,NA,NA
1868-06-02 07:00:00,NA,NA,NA,5.56,NA
1868-06-02 07:00:00,NA,NA,NA,NA,2
1868-06-02 14:00:00,315,NA,NA,NA,NA
1868-06-02 14:00:00,NA,NA,NA,12.78,NA
1868-06-02 14:00:00,NA,NA,NA,NA,2
1868-06-02 21:00:00,315,NA,NA,NA,NA
1868-06-02 21:00:00,NA,NA,NA,7.22,NA
1868-06-02 21:00:00,NA,NA,NA,NA,2
1868-06-03,NA,"empty","empty",NA,NA
1868-06-03 07:00:00,180,NA,NA,NA,NA
1868-06-03 07:00:00,NA,NA,NA,10,NA
1868-06-03 07:00:00,NA,NA,NA,NA,2
1868-06-03 14:00:00,180,NA,NA,NA,NA
1868-06-03 14:00:00,NA,NA,NA,20.56,NA
1868-06-03 14:00:00,NA,NA,NA,NA,2
1868-06-03 21:00:00,180,NA,NA,NA,NA
1868-06-03 21:00:00,NA,NA,NA,12.78,NA
1868-06-03 21:00:00,NA,NA,NA,NA,2
1868-06-04,NA,"empty","empty",NA,NA
1868-06-04 07:00:00,180,NA,NA,NA,NA
1868-06-04 07:00:00,NA,NA,NA,18.89,NA
1868-06-04 07:00:00,NA,NA,NA,NA,1
1868-06-04 14:00:00,180,NA,NA,NA,NA
1868-06-04 14:00:00,NA,NA,NA,25,NA
1868-06-04 14:00:00,NA,NA,NA,NA,2
1868-06-04 21:00:00,180,NA,NA,NA,NA
1868-06-04 21:00:00,NA,NA,NA,13.89,NA
1868-06-04 21:00:00,NA,NA,NA,NA,2
1868-06-05,NA,"3 pm",NA,NA,NA
1868-06-05,NA,NA,"empty",NA,NA
1868-06-05 07:00:00,180,NA,NA,NA,NA
1868-06-05 07:00:00,NA,NA,NA,18.33,NA
1868-06-05 07:00:00,NA,NA,NA,NA,11
1868-06-05 14:00:00,315,NA,NA,NA,NA
1868-06-05 14:00:00,NA,NA,NA,17.78,NA
1868-06-05 14:00:00,NA,NA,NA,NA,5
1868-06-05 21:00:00,315,NA,NA,NA,NA
1868-06-05 21:00:00,NA,NA,NA,17.78,NA
1868-06-05 21:00:00,NA,NA,NA,NA,5
1868-06-06,NA,"empty",NA,NA,NA
1868-06-06,NA,NA,"4 am",NA,NA
1868-06-06 07:00:00,0,NA,NA,NA,NA
1868-06-06 07:00:00,NA,NA,NA,2.78,NA
1868-06-06 07:00:00,NA,NA,NA,NA,5
1868-06-06 14:00:00,315,NA,NA,NA,NA
1868-06-06 14:00:00,NA,NA,NA,-1.11,NA
1868-06-06 14:00:00,NA,NA,NA,NA,2
1868-06-06 21:00:00,315,NA,NA,NA,NA
1868-06-06 21:00:00,NA,NA,NA,6.67,NA
1868-06-06 21:00:00,NA,NA,NA,NA,5
1868-06-07,NA,"empty","empty",NA,NA
1868-06-07 07:00:00,225,NA,NA,NA,NA
1868-06-07 07:00:00,NA,NA,NA,15.56,NA
1868-06-07 07:00:00,NA,NA,NA,NA,2
1868-06-07 14:00:00,225,NA,NA,NA,NA
1868-06-07 14:00:00,NA,NA,NA,18.33,NA
1868-06-07 14:00:00,NA,NA,NA,NA,2
1868-06-07 21:00:00,202.5,NA,NA,NA,NA
1868-06-07 21:00:00,NA,NA,NA,11.67,NA
1868-06-07 21:00:00,NA,NA,NA,NA,5
1868-06-08,NA,"8 am",NA,NA,NA
1868-06-08,NA,NA,"1 pm",NA,NA
1868-06-08 07:00:00,247.5,NA,NA,NA,NA
1868-06-08 07:00:00,NA,NA,NA,11.67,NA
1868-06-08 07:00:00,NA,NA,NA,NA,5
1868-06-08 14:00:00,315,NA,NA,NA,NA
1868-06-08 14:00:00,NA,NA,NA,10,NA
1868-06-08 14:00:00,NA,NA,NA,NA,5
1868-06-08 21:00:00,315,NA,NA,NA,NA
1868-06-08 21:00:00,NA,NA,NA,6.67,NA
1868-06-08 21:00:00,NA,NA,NA,NA,5
1868-06-09,NA,"empty","empty",NA,NA
1868-06-09 07:00:00,270,NA,NA,NA,NA
1868-06-09 07:00:00,NA,NA,NA,13.33,NA
1868-06-09 07:00:00,NA,NA,NA,NA,5
1868-06-09 14:00:00,270,NA,NA,NA,NA
1868-06-09 14:00:00,NA,NA,NA,12.22,NA
1868-06-09 14:00:00,NA,NA,NA,NA,5
1868-06-09 21:00:00,225,NA,NA,NA,NA
1868-06-09 21:00:00,NA,NA,NA,11.11,NA
1868-06-09 21:00:00,NA,NA,NA,NA,2
1868-06-10,NA,"empty","empty",NA,NA
1868-06-10 07:00:00,225,NA,NA,NA,NA
1868-06-10 07:00:00,NA,NA,NA,16.11,NA
1868-06-10 07:00:00,NA,NA,NA,NA,11
1868-06-10 14:00:00,225,NA,NA,NA,NA
1868-06-10 14:00:00,NA,NA,NA,21.11,NA
1868-06-10 14:00:00,NA,NA,NA,NA,2
1868-06-10 21:00:00,90,NA,NA,NA,NA
1868-06-10 21:00:00,NA,NA,NA,17.22,NA
1868-06-10 21:00:00,NA,NA,NA,NA,1
1868-06-11,NA,"empty","empty",NA,NA
1868-06-11 07:00:00,180,NA,NA,NA,NA
1868-06-11 07:00:00,NA,NA,NA,16.67,NA
1868-06-11 07:00:00,NA,NA,NA,NA,1
1868-06-11 14:00:00,225,NA,NA,NA,NA
1868-06-11 14:00:00,NA,NA,NA,26.11,NA
1868-06-11 14:00:00,NA,NA,NA,NA,2
1868-06-11 21:00:00,202.5,NA,NA,NA,NA
1868-06-11 21:00:00,NA,NA,NA,20.56,NA
1868-06-11 21:00:00,NA,NA,NA,NA,1
1868-06-12,NA,"empty","empty",NA,NA
1868-06-12 07:00:00,225,NA,NA,NA,NA
1868-06-12 07:00:00,NA,NA,NA,21.11,NA
1868-06-12 07:00:00,NA,NA,NA,NA,2
1868-06-12 14:00:00,0,NA,NA,NA,NA
1868-06-12 14:00:00,NA,NA,NA,18.33,NA
1868-06-12 14:00:00,NA,NA,NA,NA,2
1868-06-12 21:00:00,0,NA,NA,NA,NA
1868-06-12 21:00:00,NA,NA,NA,15.56,NA
1868-06-12 21:00:00,NA,NA,NA,NA,2
1868-06-13,NA,"empty","empty",NA,NA
1868-06-13 07:00:00,180,NA,NA,NA,NA
1868-06-13 07:00:00,NA,NA,NA,21.11,NA
1868-06-13 07:00:00,NA,NA,NA,NA,1
1868-06-13 14:00:00,0,NA,NA,NA,NA
1868-06-13 14:00:00,NA,NA,NA,26.11,NA
1868-06-13 14:00:00,NA,NA,NA,NA,2
1868-06-13 21:00:00,0,NA,NA,NA,NA
1868-06-13 21:00:00,NA,NA,NA,18.33,NA
1868-06-13 21:00:00,NA,NA,NA,NA,2
1868-06-14,NA,"empty","empty",NA,NA
1868-06-14 07:00:00,180,NA,NA,NA,NA
1868-06-14 07:00:00,NA,NA,NA,21.67,NA
1868-06-14 07:00:00,NA,NA,NA,NA,1
1868-06-14 14:00:00,180,NA,NA,NA,NA
1868-06-14 14:00:00,NA,NA,NA,25.56,NA
1868-06-14 14:00:00,NA,NA,NA,NA,2
1868-06-14 21:00:00,180,NA,NA,NA,NA
1868-06-14 21:00:00,NA,NA,NA,26.11,NA
1868-06-14 21:00:00,NA,NA,NA,NA,1
1868-06-15,NA,"empty","empty",NA,NA
1868-06-15 07:00:00,225,NA,NA,NA,NA
1868-06-15 07:00:00,NA,NA,NA,26.67,NA
1868-06-15 07:00:00,NA,NA,NA,NA,1
1868-06-15 14:00:00,180,NA,NA,NA,NA
1868-06-15 14:00:00,NA,NA,NA,29.44,NA
1868-06-15 14:00:00,NA,NA,NA,NA,2
1868-06-15 21:00:00,180,NA,NA,NA,NA
1868-06-15 21:00:00,NA,NA,NA,26.11,NA
1868-06-15 21:00:00,NA,NA,NA,NA,1
1868-06-16,NA,"empty","empty",NA,NA
1868-06-16 07:00:00,270,NA,NA,NA,NA
1868-06-16 07:00:00,NA,NA,NA,27.78,NA
1868-06-16 07:00:00,NA,NA,NA,NA,2
1868-06-16 14:00:00,180,NA,NA,NA,NA
1868-06-16 14:00:00,NA,NA,NA,30.56,NA
1868-06-16 14:00:00,NA,NA,NA,NA,2
1868-06-16 21:00:00,225,NA,NA,NA,NA
1868-06-16 21:00:00,NA,NA,NA,26.67,NA
1868-06-16 21:00:00,NA,NA,NA,NA,1
1868-06-17,NA,"empty","empty",NA,NA
1868-06-17 07:00:00,270,NA,NA,NA,NA
1868-06-17 07:00:00,NA,NA,NA,28.89,NA
1868-06-17 07:00:00,NA,NA,NA,NA,1
1868-06-17 14:00:00,180,NA,NA,NA,NA
1868-06-17 14:00:00,NA,NA,NA,30.56,NA
1868-06-17 14:00:00,NA,NA,NA,NA,2
1868-06-17 21:00:00,225,NA,NA,NA,NA
1868-06-17 21:00:00,NA,NA,NA,27.78,NA
1868-06-17 21:00:00,NA,NA,NA,NA,1
1868-06-18,NA,"10 pm",NA,NA,NA
1868-06-18,NA,NA,"empty",NA,NA
1868-06-18 07:00:00,225,NA,NA,NA,NA
1868-06-18 07:00:00,NA,NA,NA,37.22,NA
1868-06-18 07:00:00,NA,NA,NA,NA,1
1868-06-18 14:00:00,225,NA,NA,NA,NA
1868-06-18 14:00:00,NA,NA,NA,38.89,NA
1868-06-18 14:00:00,NA,NA,NA,NA,2
1868-06-18 21:00:00,202.5,NA,NA,NA,NA
1868-06-18 21:00:00,NA,NA,NA,31.67,NA
1868-06-18 21:00:00,NA,NA,NA,NA,5
1868-06-19,NA,"empty","empty",NA,NA
1868-06-19 07:00:00,270,NA,NA,NA,NA
1868-06-19 07:00:00,NA,NA,NA,22.22,NA
1868-06-19 07:00:00,NA,NA,NA,NA,2
1868-06-19 14:00:00,270,NA,NA,NA,NA
1868-06-19 14:00:00,NA,NA,NA,26.11,NA
1868-06-19 14:00:00,NA,NA,NA,NA,5
1868-06-19 21:00:00,0,NA,NA,NA,NA
1868-06-19 21:00:00,NA,NA,NA,8.89,NA
1868-06-19 21:00:00,NA,NA,NA,NA,11
1868-06-20,NA,"empty",NA,NA,NA
1868-06-20,NA,NA,"12 pm",NA,NA
1868-06-20 07:00:00,0,NA,NA,NA,NA
1868-06-20 07:00:00,NA,NA,NA,5.56,NA
1868-06-20 07:00:00,NA,NA,NA,NA,5
1868-06-20 14:00:00,0,NA,NA,NA,NA
1868-06-20 14:00:00,NA,NA,NA,12.78,NA
1868-06-20 14:00:00,NA,NA,NA,NA,11
1868-06-20 21:00:00,0,NA,NA,NA,NA
1868-06-20 21:00:00,NA,NA,NA,8.89,NA
1868-06-20 21:00:00,NA,NA,NA,NA,5
1868-06-21,NA,"empty","empty",NA,NA
1868-06-21 07:00:00,225,NA,NA,NA,NA
1868-06-21 07:00:00,NA,NA,NA,15.56,NA
1868-06-21 07:00:00,NA,NA,NA,NA,2
1868-06-21 14:00:00,225,NA,NA,NA,NA
1868-06-21 14:00:00,NA,NA,NA,20.56,NA
1868-06-21 14:00:00,NA,NA,NA,NA,2
1868-06-21 21:00:00,180,NA,NA,NA,NA
1868-06-21 21:00:00,NA,NA,NA,20,NA
1868-06-21 21:00:00,NA,NA,NA,NA,1
1868-06-22,NA,"empty","empty",NA,NA
1868-06-22 07:00:00,180,NA,NA,NA,NA
1868-06-22 07:00:00,NA,NA,NA,13.89,NA
1868-06-22 07:00:00,NA,NA,NA,NA,5
1868-06-22 14:00:00,225,NA,NA,NA,NA
1868-06-22 14:00:00,NA,NA,NA,18.33,NA
1868-06-22 14:00:00,NA,NA,NA,NA,5
1868-06-22 21:00:00,315,NA,NA,NA,NA
1868-06-22 21:00:00,NA,NA,NA,15.56,NA
1868-06-22 21:00:00,NA,NA,NA,NA,11
1868-06-23,NA,"empty","empty",NA,NA
1868-06-23 07:00:00,0,NA,NA,NA,NA
1868-06-23 07:00:00,NA,NA,NA,15.56,NA
1868-06-23 07:00:00,NA,NA,NA,NA,5
1868-06-23 14:00:00,0,NA,NA,NA,NA
1868-06-23 14:00:00,NA,NA,NA,18.33,NA
1868-06-23 14:00:00,NA,NA,NA,NA,5
1868-06-23 21:00:00,315,NA,NA,NA,NA
1868-06-23 21:00:00,NA,NA,NA,12.78,NA
1868-06-23 21:00:00,NA,NA,NA,NA,2
1868-06-24,NA,"empty","empty",NA,NA
1868-06-24 07:00:00,315,NA,NA,NA,NA
1868-06-24 07:00:00,NA,NA,NA,17.22,NA
1868-06-24 07:00:00,NA,NA,NA,NA,2
1868-06-24 14:00:00,315,NA,NA,NA,NA
1868-06-24 14:00:00,NA,NA,NA,22.22,NA
1868-06-24 14:00:00,NA,NA,NA,NA,2
1868-06-24 21:00:00,315,NA,NA,NA,NA
1868-06-24 21:00:00,NA,NA,NA,18.33,NA
1868-06-24 21:00:00,NA,NA,NA,NA,2
1868-06-25,NA,"empty","empty",NA,NA
1868-06-25 07:00:00,270,NA,NA,NA,NA
1868-06-25 07:00:00,NA,NA,NA,16.11,NA
1868-06-25 07:00:00,NA,NA,NA,NA,5
1868-06-25 14:00:00,270,NA,NA,NA,NA
1868-06-25 14:00:00,NA,NA,NA,25,NA
1868-06-25 14:00:00,NA,NA,NA,NA,5
1868-06-25 21:00:00,225,NA,NA,NA,NA
1868-06-25 21:00:00,NA,NA,NA,20.56,NA
1868-06-25 21:00:00,NA,NA,NA,NA,11
1868-06-26,NA,"empty","empty",NA,NA
1868-06-26 07:00:00,202.5,NA,NA,NA,NA
1868-06-26 07:00:00,NA,NA,NA,18.33,NA
1868-06-26 07:00:00,NA,NA,NA,NA,1
1868-06-26 14:00:00,315,NA,NA,NA,NA
1868-06-26 14:00:00,NA,NA,NA,23.89,NA
1868-06-26 14:00:00,NA,NA,NA,NA,1
1868-06-26 21:00:00,45,NA,NA,NA,NA
1868-06-26 21:00:00,NA,NA,NA,21.11,NA
1868-06-26 21:00:00,NA,NA,NA,NA,2
1868-06-27,NA,"empty","empty",NA,NA
1868-06-27 07:00:00,0,NA,NA,NA,NA
