"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HalifaxCH","44.65","-63.6","53","America/Halifax","4","71327","8202220"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ta","ta_range","tb","tdb","Tn","Tx","Txs","w","ww"
1857-08-17 15:00:00,NA,NA,NA,NA,19.89,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-17 21:00:00,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA
1857-08-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA
1857-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-18 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-18 09:00:00,NA,NA,NA,NA,10.89,NA,NA,10.89,NA,NA,NA,NA,NA
1857-08-18 09:00:00,NA,NA,NA,NA,NA,NA,10.56,NA,NA,NA,NA,NA,NA
1857-08-18 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-18 14:00:00,NA,NA,NA,NA,NA,NA,16.89,NA,NA,NA,NA,NA,NA
1857-08-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
1857-08-18 15:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-18 15:00:00,NA,NA,NA,NA,19.44,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-18 21:00:00,NA,NA,NA,NA,NA,NA,15.67,NA,NA,NA,NA,NA,NA
1857-08-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA
1857-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-19 06:00:00,NA,NA,1004.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-19 09:00:00,NA,NA,NA,NA,11.11,NA,11.11,11.11,NA,NA,NA,NA,NA
1857-08-19 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-19 14:00:00,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA
1857-08-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,19.11,NA,NA,NA,NA,NA
1857-08-19 15:00:00,NA,NA,1004.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-19 15:00:00,NA,NA,NA,NA,19.11,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-19 21:00:00,NA,NA,NA,NA,NA,NA,14.56,NA,NA,NA,NA,NA,NA
1857-08-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,16.89,NA,NA,NA,NA,NA
1857-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-20 06:00:00,NA,NA,1004.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-20 09:00:00,NA,NA,NA,NA,11.33,NA,NA,11.33,NA,NA,NA,NA,NA
1857-08-20 09:00:00,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA
1857-08-20 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-20 14:00:00,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA,NA
1857-08-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,18.67,NA,NA,NA,NA,NA
1857-08-20 15:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-20 15:00:00,NA,NA,NA,NA,18.67,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-20 21:00:00,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
1857-08-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA
1857-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-21 06:00:00,NA,NA,1004.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-21 09:00:00,NA,NA,NA,NA,18.89,NA,18.89,18.89,NA,NA,NA,NA,NA
1857-08-21 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-21 14:00:00,NA,NA,NA,NA,NA,NA,21.89,NA,NA,NA,NA,NA,NA
1857-08-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,24.44,NA,NA,NA,NA,NA
1857-08-21 15:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-21 15:00:00,NA,NA,NA,NA,24.44,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-21 21:00:00,NA,NA,NA,NA,NA,NA,18.44,NA,NA,NA,NA,NA,NA
1857-08-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,19.11,NA,NA,NA,NA,NA
1857-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1857-08-22 06:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-22 09:00:00,NA,NA,NA,NA,9.67,NA,9.67,9.67,NA,NA,NA,NA,NA
1857-08-22 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-22 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-22 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-22 14:00:00,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA
1857-08-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA
1857-08-22 15:00:00,NA,NA,1010.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-22 15:00:00,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-22 21:00:00,NA,NA,NA,NA,NA,NA,14.44,NA,NA,NA,NA,NA,NA
1857-08-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,15.89,NA,NA,NA,NA,NA
1857-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1857-08-23 06:00:00,NA,NA,1011.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-23 09:00:00,NA,NA,NA,NA,15.89,NA,15.89,15.89,NA,NA,NA,NA,NA
1857-08-23 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-23 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-23 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1857-08-23 14:00:00,NA,NA,NA,NA,NA,NA,16.89,16.89,NA,NA,NA,NA,NA
1857-08-23 15:00:00,NA,NA,1000.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-23 15:00:00,NA,NA,NA,NA,16.89,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-23 21:00:00,NA,NA,NA,NA,NA,NA,18.44,18.44,NA,NA,NA,NA,NA
1857-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-24 06:00:00,NA,NA,997.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-24 09:00:00,NA,NA,NA,NA,16.22,NA,NA,16.22,NA,NA,NA,NA,NA
1857-08-24 09:00:00,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,NA,NA,NA
1857-08-24 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-24 14:00:00,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA,NA
1857-08-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,19.78,NA,NA,NA,NA,NA
1857-08-24 15:00:00,NA,NA,997.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-24 15:00:00,NA,NA,NA,NA,19.78,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-24 21:00:00,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA
1857-08-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA
1857-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-25 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-25 09:00:00,NA,NA,NA,NA,14.56,NA,NA,14.56,NA,NA,NA,NA,NA
1857-08-25 09:00:00,NA,NA,NA,NA,NA,NA,14.44,NA,NA,NA,NA,NA,NA
1857-08-25 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-25 14:00:00,NA,NA,NA,NA,NA,NA,17.56,NA,NA,NA,NA,NA,NA
1857-08-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,19.89,NA,NA,NA,NA,NA
1857-08-25 15:00:00,NA,NA,1000.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-25 15:00:00,NA,NA,NA,NA,19.89,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-25 21:00:00,NA,NA,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA,NA
1857-08-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA,NA,NA,NA
1857-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-26 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-26 09:00:00,NA,NA,NA,NA,12.22,NA,NA,12.22,NA,NA,NA,NA,NA
1857-08-26 09:00:00,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA
1857-08-26 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-26 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-26 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-26 14:00:00,NA,NA,NA,NA,NA,NA,18.22,NA,NA,NA,NA,NA,NA
1857-08-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
1857-08-26 15:00:00,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-26 15:00:00,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-26 21:00:00,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
1857-08-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,15.33,NA,NA,NA,NA,NA
1857-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-27 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-27 09:00:00,NA,NA,NA,NA,12.22,NA,NA,12.22,NA,NA,NA,NA,NA
1857-08-27 09:00:00,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA
1857-08-27 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-27 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-27 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-27 14:00:00,NA,NA,NA,NA,NA,NA,21.78,NA,NA,NA,NA,NA,NA
1857-08-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,24.44,NA,NA,NA,NA,NA
1857-08-27 15:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-27 15:00:00,NA,NA,NA,NA,24.44,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-27 21:00:00,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
1857-08-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,20.33,NA,NA,NA,NA,NA
1857-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-28 06:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-28 09:00:00,NA,NA,NA,NA,14,NA,NA,14,NA,NA,NA,NA,NA
1857-08-28 09:00:00,NA,NA,NA,NA,NA,NA,13.89,NA,NA,NA,NA,NA,NA
1857-08-28 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-28 14:00:00,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,NA,NA,NA
1857-08-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,21.11,NA,NA,NA,NA,NA
1857-08-28 15:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-28 15:00:00,NA,NA,NA,NA,21.11,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-28 21:00:00,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA
1857-08-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,NA,NA
1857-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1857-08-29 06:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-29 09:00:00,NA,NA,NA,NA,18,NA,NA,18,NA,NA,NA,NA,NA
1857-08-29 09:00:00,NA,NA,NA,NA,NA,NA,17.89,NA,NA,NA,NA,NA,NA
1857-08-29 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-29 14:00:00,NA,NA,NA,NA,NA,NA,17.89,NA,NA,NA,NA,NA,NA
1857-08-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,20.89,NA,NA,NA,NA,NA
1857-08-29 15:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-29 15:00:00,NA,NA,NA,NA,20.89,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-29 21:00:00,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA
1857-08-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,18.56,NA,NA,NA,NA,NA
1857-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1857-08-30 06:00:00,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-30 09:00:00,NA,NA,NA,NA,17.22,NA,17.22,17.22,NA,NA,NA,NA,NA
1857-08-30 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-30 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-30 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1857-08-30 14:00:00,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,NA,NA,NA
1857-08-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
1857-08-30 15:00:00,NA,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-30 15:00:00,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-30 21:00:00,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,NA,NA,NA
1857-08-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,18.11,NA,NA,NA,NA,NA
1857-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-31 06:00:00,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-31 09:00:00,NA,NA,NA,NA,16.67,NA,16.67,16.67,NA,NA,NA,NA,NA
1857-08-31 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-31 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-31 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-08-31 14:00:00,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,NA,NA,NA
1857-08-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,NA,NA
1857-08-31 15:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-31 15:00:00,NA,NA,NA,NA,23.33,NA,NA,NA,NA,NA,NA,NA,NA
1857-08-31 21:00:00,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA
1857-08-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA,NA,NA,NA
1857-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-01 06:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-01 09:00:00,NA,NA,NA,NA,16.78,NA,NA,16.78,NA,NA,NA,NA,NA
1857-09-01 09:00:00,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA
1857-09-01 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-09-01 14:00:00,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA
1857-09-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,19.56,NA,NA,NA,NA,NA
1857-09-01 15:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-01 15:00:00,NA,NA,NA,NA,19.56,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-01 21:00:00,NA,NA,NA,NA,NA,NA,14.67,NA,NA,NA,NA,NA,NA
1857-09-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
1857-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-02 06:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-02 09:00:00,NA,NA,NA,NA,12.56,NA,NA,12.56,NA,NA,NA,NA,NA
1857-09-02 09:00:00,NA,NA,NA,NA,NA,NA,12.22,NA,NA,NA,NA,NA,NA
1857-09-02 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-09-02 14:00:00,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,NA,NA,NA
1857-09-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,24.44,NA,NA,NA,NA,NA
1857-09-02 15:00:00,NA,NA,1014.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-02 15:00:00,NA,NA,NA,NA,24.44,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-02 21:00:00,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA
1857-09-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,19.89,NA,NA,NA,NA,NA
1857-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-03 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-03 09:00:00,NA,NA,NA,NA,16.78,NA,NA,16.78,NA,NA,NA,NA,NA
1857-09-03 09:00:00,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,NA,NA,NA
1857-09-03 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-09-03 14:00:00,NA,NA,NA,NA,NA,NA,24.44,NA,NA,NA,NA,NA,NA
1857-09-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA
1857-09-03 15:00:00,NA,NA,1012.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-03 15:00:00,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-03 21:00:00,NA,NA,NA,NA,NA,NA,21.22,NA,NA,NA,NA,NA,NA
1857-09-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,23.89,NA,NA,NA,NA,NA
1857-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-04 06:00:00,NA,NA,1011.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-04 09:00:00,NA,NA,NA,NA,18.33,NA,NA,18.33,NA,NA,NA,NA,NA
1857-09-04 09:00:00,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA
1857-09-04 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-09-04 14:00:00,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,NA,NA
1857-09-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,28.56,NA,NA,NA,NA,NA
1857-09-04 15:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-04 15:00:00,NA,NA,NA,NA,28.56,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-04 21:00:00,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,NA,NA,NA
1857-09-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,21.67,NA,NA,NA,NA,NA
1857-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-05 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-05 09:00:00,NA,NA,NA,NA,16.89,NA,NA,16.89,NA,NA,NA,NA,NA
1857-09-05 09:00:00,NA,NA,NA,NA,NA,NA,14.44,NA,NA,NA,NA,NA,NA
1857-09-05 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1857-09-05 14:00:00,NA,NA,NA,NA,NA,NA,23.56,NA,NA,NA,NA,NA,NA
1857-09-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,25.56,NA,NA,NA,NA,NA
1857-09-05 15:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-05 15:00:00,NA,NA,NA,NA,25.56,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-05 21:00:00,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA,NA
1857-09-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,18.11,NA,NA,NA,NA,NA
1857-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1857-09-06 06:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-06 09:00:00,NA,NA,NA,NA,16.89,NA,NA,16.89,NA,NA,NA,NA,NA
1857-09-06 09:00:00,NA,NA,NA,NA,NA,NA,14.22,NA,NA,NA,NA,NA,NA
1857-09-06 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857-09-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",HZ NA"
1857-09-06 14:00:00,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,NA,NA
