"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortSimpson","62","-121.4","90","America/Whitehorse","7","71365","2202102"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"c","cloud type","atmospheric material",NA,"cloudatlas","sub-daily","historical","original_observation","field method","c",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","c","cv","dd","hd","pr","ptb","pte","sd","ta","ta_mean","w"
1850-03-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 12:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 13:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 14:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 15:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 16:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 17:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 18:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 19:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 20:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 21:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 22:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-16 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 08:00:00,"Ch6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 09:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 10:00:00,"Ch6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 11:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 12:00:00,"Ch6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 13:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 14:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 15:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 16:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 17:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 18:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 19:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 20:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 21:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 22:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 23:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-17 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 08:00:00,"Ch6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 09:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 10:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 11:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 12:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 13:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 14:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 15:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 16:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 17:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 18:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 19:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 20:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 21:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 22:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 23:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-18 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 08:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-03-19 09:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
