"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortSimpson","62","-121.4","90","America/Whitehorse","7","71365","2202102"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"c","cloud type","atmospheric material",NA,"cloudatlas","sub-daily","historical","original_observation","field method","c",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","c","cv","dd","hd","pr","ptb","pte","sd","ta","ta_mean","w"
1850-01-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 16:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 17:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 18:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 19:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 20:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 21:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 22:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 23:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-23 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 08:00:00,"Ch6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 09:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 10:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 11:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 12:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 13:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 14:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 15:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 16:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 17:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 18:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 19:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 20:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 21:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 22:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 23:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-24 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25,"Ch6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 08:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 09:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 10:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 11:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 12:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 13:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 14:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 15:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 16:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 17:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 18:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 19:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 20:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 21:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 22:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 23:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-25 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26 08:00:00,"Ch6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26 09:00:00,"Cl2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1850-01-26 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
