"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Amherstburg","42","-83","100","America/Toronto","5","71538","6130257"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","p","ta"
1843-03-16 18:00:00,NA,-5
1843-03-16 23:00:00,NA,-6.1
1843-03-17,NA,NA
1843-03-17 08:00:00,NA,-16.1
1843-03-17 09:00:00,NA,-14.4
1843-03-17 10:00:00,NA,-1.7
1843-03-17 14:00:00,NA,-1.1
1843-03-17 22:00:00,NA,-6.7
1843-03-18,NA,NA
1843-03-18 07:00:00,NA,-7.2
1843-03-18 08:00:00,NA,-16.1
1843-03-18 09:00:00,NA,-13.9
1843-03-18 10:00:00,NA,-1.7
1843-03-18 13:00:00,NA,0
1843-03-18 14:00:00,NA,0
1843-03-18 18:00:00,NA,-3.9
1843-03-18 22:00:00,NA,-6.1
1843-03-19,NA,-5.6
1843-03-19,NA,NA
1843-03-19 07:00:00,NA,-16.7
1843-03-19 09:00:00,NA,-12.2
1843-03-20,NA,NA
1843-03-20 07:00:00,NA,-5.6
1843-03-20 08:00:00,NA,-7.2
1843-03-20 10:00:00,NA,-2.2
1843-03-20 13:00:00,NA,-0.6
1843-03-20 18:00:00,NA,-4.4
1843-03-20 22:00:00,NA,-5.6
1843-03-21,NA,NA
1843-03-21 06:00:00,NA,-10
1843-03-21 08:00:00,NA,-13.3
1843-03-21 09:00:00,NA,-5.6
1843-03-21 10:00:00,NA,-1.7
1843-03-21 13:00:00,NA,-0.6
1843-03-21 18:00:00,NA,-3.9
1843-03-21 22:00:00,NA,-5.6
1843-03-22,NA,NA
1843-03-22 07:00:00,NA,-4.4
1843-03-22 14:00:00,NA,-2.8
1843-03-22 16:00:00,NA,-5
1843-03-22 20:00:00,NA,-8.9
1843-03-22 22:00:00,NA,-11.1
1843-03-23,NA,NA
1843-03-23 06:00:00,NA,-15.6
1843-03-23 07:00:00,NA,-15
1843-03-23 09:00:00,NA,-5.6
1843-03-23 10:00:00,NA,-10
1843-03-23 14:00:00,NA,-5.6
1843-03-23 17:00:00,NA,-6.1
1843-03-23 18:00:00,NA,-6.7
1843-03-23 22:00:00,NA,-10
1843-03-24,NA,-11.7
1843-03-24,NA,NA
1843-03-24 06:00:00,NA,-14.4
1843-03-24 08:00:00,NA,-10.6
1843-03-24 10:00:00,NA,-8.9
1843-03-24 11:00:00,NA,-6.1
1843-03-24 14:00:00,NA,-5
1843-03-24 16:00:00,NA,-5.6
1843-03-24 18:00:00,NA,-6.1
1843-03-24 22:00:00,NA,-6.1
1843-03-24 23:00:00,NA,-6.1
1843-03-25,NA,NA
1843-03-25 07:00:00,NA,-5.6
1843-03-25 08:00:00,NA,-13.3
1843-03-25 11:00:00,NA,-2.8
1843-03-25 14:00:00,NA,-2.8
1843-03-25 15:00:00,NA,-2.8
1843-03-25 18:00:00,NA,-6.7
1843-03-25 22:00:00,NA,-8.9
1843-03-26,NA,-10
1843-03-26,NA,NA
1843-03-26 08:00:00,NA,-7.2
1843-03-26 11:00:00,NA,-3.9
1843-03-26 13:00:00,NA,-2.8
1843-03-26 14:00:00,NA,-2.8
1843-03-26 18:00:00,NA,-2.8
1843-03-26 22:00:00,NA,-3.3
1843-03-27,NA,NA
1843-03-27 08:00:00,NA,12.8
1843-03-27 10:00:00,NA,-4.4
1843-03-27 13:00:00,NA,0
1843-03-27 14:00:00,NA,0
1843-03-27 17:00:00,NA,0.6
1843-03-27 19:00:00,NA,1.1
1843-03-27 22:00:00,NA,1.1
1843-03-27 23:00:00,NA,1.1
1843-03-28,NA,NA
1843-03-28 06:00:00,NA,0
1843-03-28 10:00:00,NA,1.1
1843-03-28 17:00:00,NA,-0.6
1843-03-28 19:00:00,NA,-1.7
1843-03-28 22:00:00,NA,-2.8
1843-03-29,NA,-3.9
1843-03-29,NA,NA
1843-03-29 07:00:00,NA,-5.6
1843-03-29 09:00:00,NA,-1.7
1843-03-29 10:00:00,NA,-1.7
1843-03-29 14:00:00,NA,1.7
1843-03-29 19:00:00,NA,0
1843-03-29 22:00:00,NA,-1.1
1843-03-30,NA,-1.7
1843-03-30,NA,NA
1843-03-30 07:00:00,NA,-2.2
1843-03-30 08:00:00,NA,-8.3
1843-03-30 10:00:00,NA,0.6
1843-03-30 14:00:00,NA,1.1
1843-03-30 15:00:00,NA,1.1
1843-03-30 16:00:00,NA,-1.1
1843-03-30 18:00:00,NA,-2.2
1843-03-30 22:00:00,NA,-5
1843-03-30 23:00:00,NA,-3.3
1843-03-31,NA,NA
1843-03-31 08:00:00,NA,14.4
1843-03-31 09:00:00,NA,14.4
1843-03-31 14:00:00,NA,1.1
1843-03-31 18:00:00,NA,0
1843-03-31 22:00:00,NA,-9.4
1843-03-31 23:00:00,NA,-3.3
1843-04-01,NA,NA
1843-04-01 07:00:00,NA,-5.6
1843-04-01 08:00:00,NA,-12.2
1843-04-01 09:00:00,NA,-10.6
1843-04-01 10:00:00,NA,0.6
1843-04-01 14:00:00,NA,3.3
1843-04-01 17:00:00,NA,1.7
1843-04-01 18:00:00,NA,1.1
1843-04-01 22:00:00,NA,-4.4
1843-04-02,NA,-3.3
1843-04-02,NA,NA
1843-04-02 07:00:00,NA,NA
1843-04-02 09:00:00,NA,-8.9
1843-04-02 11:00:00,NA,5.6
1843-04-02 13:00:00,NA,3.9
1843-04-02 22:00:00,NA,0
1843-04-03,NA,NA
1843-04-03 07:00:00,NA,1.1
1843-04-03 08:00:00,NA,19.4
1843-04-03 10:00:00,NA,5.6
1843-04-03 11:00:00,NA,NA
1843-04-03 13:00:00,NA,NA
1843-04-03 14:00:00,NA,7.2
1843-04-03 15:00:00,NA,7.2
1843-04-03 18:00:00,NA,6.1
1843-04-03 22:00:00,NA,3.9
1843-04-04,NA,3.3
1843-04-04,NA,NA
1843-04-04 07:00:00,NA,2.8
1843-04-04 08:00:00,NA,-13.3
1843-04-04 09:00:00,NA,-10
1843-04-04 10:00:00,NA,4.4
1843-04-04 14:00:00,NA,7.8
1843-04-04 18:00:00,NA,3.9
1843-04-04 22:00:00,NA,-1.7
1843-04-05,NA,-1.1
1843-04-05,NA,NA
1843-04-05 07:00:00,NA,-0.6
1843-04-05 09:00:00,NA,-5.6
1843-04-05 10:00:00,NA,3.3
1843-04-05 11:00:00,NA,5
1843-04-05 12:00:00,NA,6.7
1843-04-05 14:00:00,NA,6.1
1843-04-05 18:00:00,NA,3.9
1843-04-05 22:00:00,NA,1.7
1843-04-06,NA,1.1
1843-04-06,NA,NA
1843-04-06 07:00:00,NA,0.6
1843-04-06 09:00:00,NA,20
1843-04-06 10:00:00,NA,5
1843-04-06 14:00:00,NA,7.8
1843-04-06 18:00:00,NA,5
1843-04-06 23:00:00,NA,2.8
1843-04-07,NA,NA
1843-04-07 07:00:00,NA,0.6
1843-04-07 08:00:00,NA,-3.3
1843-04-07 11:00:00,NA,7.8
1843-04-07 17:00:00,NA,8.9
1843-04-07 18:00:00,NA,5
1843-04-07 22:00:00,NA,5.6
1843-04-07 23:00:00,NA,5.6
1843-04-08,NA,NA
1843-04-08 07:00:00,NA,5
1843-04-08 08:00:00,NA,12.8
1843-04-08 10:00:00,NA,5
1843-04-08 14:00:00,NA,9.4
1843-04-08 18:00:00,NA,8.3
1843-04-08 22:00:00,NA,5.6
1843-04-08 23:00:00,NA,5
1843-04-09,NA,NA
1843-04-09 09:00:00,NA,-2.8
1843-04-09 11:00:00,NA,6.7
1843-04-09 13:00:00,NA,6.7
1843-04-09 15:00:00,NA,7.8
1843-04-09 22:00:00,NA,2.2
1843-04-10,NA,NA
1843-04-10 07:00:00,NA,-0.6
1843-04-10 08:00:00,NA,21.7
1843-04-10 09:00:00,NA,24.4
1843-04-10 10:00:00,NA,2.8
1843-04-10 14:00:00,NA,8.9
1843-04-10 18:00:00,NA,3.9
1843-04-10 22:00:00,NA,-0.6
1843-04-10 23:00:00,NA,-0.6
1843-04-11,NA,NA
1843-04-11,NA,NA
1843-04-11 07:00:00,NA,1.1
1843-04-11 08:00:00,NA,14.4
1843-04-11 09:00:00,NA,14.4
1843-04-11 10:00:00,NA,5.6
1843-04-11 14:00:00,NA,12.8
1843-04-11 17:00:00,NA,10
1843-04-11 18:00:00,NA,8.9
1843-04-11 22:00:00,NA,2.2
1843-04-11 23:00:00,NA,2.8
1843-04-12,NA,NA
1843-04-12 06:00:00,NA,1.7
1843-04-12 09:00:00,NA,18.3
1843-04-12 10:00:00,NA,10
1843-04-12 14:00:00,NA,15
1843-04-12 15:00:00,NA,15
1843-04-12 18:00:00,NA,12.8
1843-04-12 20:00:00,NA,5.6
1843-04-12 23:00:00,NA,3.9
1843-04-13,NA,NA
1843-04-13 06:00:00,NA,2.8
1843-04-13 08:00:00,NA,-1.1
1843-04-13 09:00:00,NA,-0.6
1843-04-13 11:00:00,NA,13.9
1843-04-13 13:00:00,NA,12.8
1843-04-13 18:00:00,NA,7.2
1843-04-13 22:00:00,NA,7.8
1843-04-14,NA,NA
1843-04-14 07:00:00,NA,8.3
1843-04-14 08:00:00,NA,-6.1
1843-04-14 09:00:00,NA,24.4
1843-04-14 10:00:00,NA,14.4
1843-04-14 15:00:00,NA,14.4
1843-04-14 18:00:00,NA,7.8
1843-04-14 22:00:00,NA,8.3
1843-04-15,NA,NA
1843-04-15 08:00:00,NA,-2.2
1843-04-15 14:00:00,NA,18.3
1843-04-15 18:00:00,NA,7.8
1843-04-15 22:00:00,NA,8.3
1843-04-15 23:00:00,NA,7.2
1843-04-16,NA,NA
1843-04-16 10:00:00,NA,10.6
1843-04-16 11:00:00,NA,11.1
1843-04-16 13:00:00,NA,10
1843-04-16 14:00:00,NA,10
1843-04-16 18:00:00,NA,6.7
1843-04-16 22:00:00,NA,3.9
1843-04-17,NA,NA
1843-04-17 09:00:00,NA,-3.3
1843-04-17 10:00:00,NA,3.9
1843-04-17 14:00:00,NA,3.9
1843-04-17 17:00:00,NA,3.9
1843-04-17 18:00:00,NA,3.9
1843-04-17 22:00:00,NA,3.9
1843-04-17 23:00:00,NA,3.9
1843-04-18,NA,NA
1843-04-18 07:00:00,NA,1.1
1843-04-18 09:00:00,NA,22.8
1843-04-18 10:00:00,NA,2.8
1843-04-18 14:00:00,NA,3.9
1843-04-18 18:00:00,NA,3.9
1843-04-18 22:00:00,NA,3.3
1843-04-19,NA,NA
1843-04-19 08:00:00,NA,18.9
1843-04-19 09:00:00,NA,20
1843-04-19 10:00:00,NA,5.6
1843-04-19 13:00:00,NA,7.2
1843-04-19 22:00:00,NA,3.9
1843-04-20,NA,NA
1843-04-20 08:00:00,NA,12.8
1843-04-20 09:00:00,NA,12.8
1843-04-20 10:00:00,NA,7.2
1843-04-20 13:00:00,NA,9.4
1843-04-20 14:00:00,NA,9.4
1843-04-20 18:00:00,NA,6.7
1843-04-20 22:00:00,NA,3.3
1843-04-20 23:00:00,NA,3.9
1843-04-21,NA,NA
1843-04-21 08:00:00,NA,20
1843-04-21 09:00:00,NA,21.1
1843-04-21 10:00:00,NA,12.8
1843-04-21 13:00:00,NA,12.8
1843-04-21 17:00:00,NA,15.6
1843-04-21 18:00:00,NA,12.8
1843-04-21 22:00:00,NA,10
1843-04-21 23:00:00,NA,9.4
1843-04-22,NA,NA
1843-04-22 08:00:00,NA,17.8
1843-04-22 09:00:00,NA,17.8
1843-04-22 10:00:00,NA,12.2
1843-04-22 14:00:00,NA,13.9
1843-04-22 18:00:00,NA,14.4
1843-04-22 22:00:00,NA,12.2
1843-04-22 23:00:00,NA,12.2
1843-04-23,NA,NA
1843-04-23 09:00:00,NA,-5.6
1843-04-23 13:00:00,NA,17.2
1843-04-23 22:00:00,NA,13.3
1843-04-24,NA,NA
1843-04-24 07:00:00,NA,11.1
1843-04-24 08:00:00,NA,11.1
1843-04-24 09:00:00,NA,11.1
1843-04-24 13:00:00,NA,15.6
1843-04-24 19:00:00,NA,10
1843-04-24 22:00:00,NA,9.4
1843-04-25,NA,NA
1843-04-25 08:00:00,NA,-2.8
1843-04-25 13:00:00,NA,12.2
1843-04-25 17:00:00,NA,16.7
1843-04-25 18:00:00,NA,16.7
1843-04-25 22:00:00,NA,15
1843-04-26,NA,NA
1843-04-26 07:00:00,NA,12.2
1843-04-26 08:00:00,NA,0
1843-04-26 10:00:00,NA,16.7
1843-04-26 17:00:00,NA,17.2
1843-04-26 19:00:00,NA,16.7
1843-04-26 22:00:00,NA,6.7
1843-04-27,NA,NA
1843-04-27 08:00:00,NA,-4.4
1843-04-27 11:00:00,NA,9.4
1843-04-27 14:00:00,NA,14.4
1843-04-27 18:00:00,NA,13.3
1843-04-27 22:00:00,NA,10
1843-04-28,NA,NA
1843-04-28 07:00:00,NA,9.4
1843-04-28 08:00:00,NA,17.2
1843-04-28 09:00:00,NA,20
1843-04-28 10:00:00,NA,17.8
1843-04-28 14:00:00,NA,20
1843-04-28 17:00:00,NA,18.9
1843-04-28 18:00:00,NA,18.3
1843-04-28 22:00:00,NA,14.4
1843-04-28 23:00:00,NA,12.8
1843-04-29,NA,NA
1843-04-29 11:00:00,NA,22.8
1843-04-29 15:00:00,NA,21.1
1843-04-29 16:00:00,NA,19.4
1843-04-29 17:00:00,NA,15.6
1843-04-29 23:00:00,NA,11.7
1843-04-30,NA,NA
1843-04-30 09:00:00,NA,-0.6
1843-04-30 12:00:00,NA,10
1843-04-30 23:00:00,NA,7.2
1843-05-01,NA,NA
1843-05-01 09:00:00,NA,NA
1843-05-01 11:00:00,NA,3.9
1843-05-01 12:00:00,NA,5
1843-05-01 14:00:00,NA,5
1843-05-01 17:00:00,NA,7.8
1843-05-01 18:00:00,NA,8.3
1843-05-01 19:00:00,NA,8.3
1843-05-01 22:00:00,NA,5.6
1843-05-02,NA,4.4
1843-05-02,NA,NA
1843-05-02 09:00:00,NA,22.2
1843-05-02 11:00:00,NA,7.8
1843-05-02 12:00:00,NA,19.4
1843-05-02 14:00:00,NA,10
1843-05-02 18:00:00,NA,8.3
1843-05-02 22:00:00,NA,5
1843-05-02 23:00:00,NA,3.9
1843-05-03,NA,NA
1843-05-03 08:00:00,NA,3.3
1843-05-03 09:00:00,NA,18.3
1843-05-03 17:00:00,NA,13.3
1843-05-03 19:00:00,NA,17.8
1843-05-03 22:00:00,NA,7.8
1843-05-03 23:00:00,NA,7.2
1843-05-04,NA,NA
1843-05-04 06:00:00,NA,7.8
1843-05-04 08:00:00,NA,0.6
1843-05-04 09:00:00,NA,22.8
1843-05-04 10:00:00,NA,7.8
1843-05-04 12:00:00,NA,6.7
1843-05-04 14:00:00,NA,7.2
1843-05-04 18:00:00,NA,6.7
1843-05-04 22:00:00,NA,2.8
1843-05-04 23:00:00,NA,2.2
1843-05-05,NA,2.2
1843-05-05,NA,NA
1843-05-05 07:00:00,NA,4.4
1843-05-05 08:00:00,NA,3.3
1843-05-05 09:00:00,NA,25.6
1843-05-05 10:00:00,NA,7.8
1843-05-05 14:00:00,NA,13.3
1843-05-05 16:00:00,NA,14.4
1843-05-05 18:00:00,NA,12.8
1843-05-05 22:00:00,NA,8.9
1843-05-05 23:00:00,NA,8.3
1843-05-06,NA,NA
1843-05-06 07:00:00,NA,10
1843-05-06 08:00:00,NA,22.2
1843-05-06 10:00:00,NA,13.3
1843-05-06 14:00:00,NA,19.4
1843-05-06 19:00:00,NA,17.2
1843-05-06 20:00:00,NA,NA
1843-05-06 22:00:00,NA,13.3
1843-05-06 23:00:00,NA,12.8
1843-05-07,NA,NA
1843-05-07 07:00:00,NA,12.2
1843-05-07 08:00:00,NA,25
1843-05-07 11:00:00,NA,16.7
1843-05-07 13:00:00,NA,16.7
1843-05-07 14:00:00,NA,17.2
1843-05-07 18:00:00,NA,14.4
1843-05-07 22:00:00,NA,10
1843-05-08,NA,NA
1843-05-08 13:00:00,NA,15
1843-05-08 18:00:00,NA,12.8
1843-05-08 19:00:00,NA,12.8
1843-05-08 22:00:00,NA,10.6
1843-05-08 23:00:00,NA,10
1843-05-09,NA,NA
1843-05-09 06:00:00,NA,10
1843-05-09 08:00:00,NA,1.7
1843-05-09 16:00:00,NA,15
1843-05-09 22:00:00,NA,8.9
1843-05-09 23:00:00,NA,8.3
1843-05-10,NA,NA
1843-05-10 06:00:00,NA,9.4
1843-05-10 08:00:00,NA,4.4
1843-05-10 10:00:00,NA,13.3
1843-05-10 14:00:00,NA,12.2
1843-05-10 18:00:00,NA,11.1
1843-05-10 22:00:00,NA,10.6
1843-05-10 23:00:00,NA,10
1843-05-11,NA,NA
1843-05-11 09:00:00,NA,25
1843-05-11 10:00:00,NA,12.2
1843-05-11 14:00:00,NA,14.4
1843-05-11 18:00:00,NA,13.9
1843-05-11 22:00:00,NA,10
1843-05-12,NA,NA
1843-05-12 08:00:00,NA,21.7
1843-05-12 09:00:00,NA,9.4
1843-05-12 10:00:00,NA,20
1843-05-12 18:00:00,NA,17.2
1843-05-12 22:00:00,NA,15
1843-05-13,NA,NA
1843-05-13 06:00:00,NA,14.4
1843-05-13 08:00:00,NA,20
1843-05-13 10:00:00,NA,22.2
1843-05-13 15:00:00,NA,24.4
1843-05-13 16:00:00,NA,23.9
1843-05-13 17:00:00,NA,23.9
1843-05-13 18:00:00,NA,22.8
1843-05-13 19:00:00,NA,22.2
1843-05-13 22:00:00,NA,20
1843-05-13 23:00:00,NA,19.4
1843-05-14,NA,19.4
1843-05-14,NA,NA
1843-05-14 09:00:00,NA,16.1
1843-05-14 11:00:00,NA,22.8
1843-05-14 13:00:00,NA,24.4
1843-05-14 14:00:00,NA,25
1843-05-14 22:00:00,NA,19.4
1843-05-15,NA,NA
1843-05-15 10:00:00,NA,22.2
1843-05-15 14:00:00,NA,18.3
1843-05-15 19:00:00,NA,15
1843-05-15 21:00:00,NA,14.4
1843-05-15 22:00:00,NA,13.9
1843-05-15 23:00:00,NA,13.9
1843-05-16,NA,NA
1843-05-16 06:00:00,NA,12.2
1843-05-16 19:00:00,NA,14.4
1843-05-16 22:00:00,NA,13.9
1843-05-16 23:00:00,NA,10
1843-05-17,NA,NA
1843-05-17 07:00:00,NA,7.8
1843-05-17 08:00:00,NA,26.7
1843-05-17 11:00:00,NA,15.6
1843-05-17 13:00:00,NA,15.6
1843-05-17 22:00:00,NA,10
1843-05-17 23:00:00,NA,9.4
1843-05-18,NA,NA
1843-05-18 11:00:00,NA,21.1
1843-05-18 12:00:00,NA,17.8
1843-05-18 16:00:00,NA,16.1
1843-05-18 23:00:00,NA,11.1
1843-05-19,NA,NA
1843-05-19 12:00:00,NA,20.6
1843-05-19 13:00:00,NA,19.4
1843-05-19 23:00:00,NA,10.6
1843-05-20,NA,NA
1843-05-20 07:00:00,NA,11.7
1843-05-20 08:00:00,NA,14.4
1843-05-20 23:00:00,NA,14.4
1843-05-21,NA,NA
1843-05-21 08:00:00,NA,14.4
1843-05-21 09:00:00,NA,12.8
1843-05-21 11:00:00,NA,23.9
1843-05-21 13:00:00,NA,23.3
1843-05-21 22:00:00,NA,10.6
1843-05-22,NA,NA
1843-05-22 07:00:00,NA,14.4
1843-05-22 13:00:00,NA,17.8
1843-05-22 23:00:00,NA,12.8
1843-05-23,NA,NA
1843-05-23 11:00:00,NA,16.7
1843-05-23 23:00:00,NA,12.2
1843-05-24,NA,NA
1843-05-24 09:00:00,NA,10.6
1843-05-24 10:00:00,NA,12.2
1843-05-24 23:00:00,NA,10
1843-05-25,NA,NA
1843-05-25 09:00:00,NA,25.6
1843-05-25 23:00:00,NA,13.9
1843-05-26,NA,NA
1843-05-26 08:00:00,NA,6.7
1843-05-26 09:00:00,NA,18.9
1843-05-26 13:00:00,NA,18.9
1843-05-26 15:00:00,NA,20.6
1843-05-26 19:00:00,NA,16.7
1843-05-26 22:00:00,NA,15.6
1843-05-27,NA,NA
1843-05-27 07:00:00,NA,12.2
1843-05-27 15:00:00,NA,NA
1843-05-27 20:00:00,NA,15.6
1843-05-27 23:00:00,NA,13.9
1843-05-28,NA,NA
1843-05-28 09:00:00,NA,17.8
1843-05-28 11:00:00,NA,13.9
1843-05-28 13:00:00,NA,10
1843-05-28 23:00:00,NA,10
1843-05-29,NA,NA
1843-05-29 07:00:00,NA,11.1
1843-05-29 08:00:00,NA,18.3
1843-05-29 09:00:00,NA,17.8
1843-05-29 12:00:00,NA,16.7
1843-05-29 19:00:00,NA,15
1843-05-29 23:00:00,NA,11.1
1843-05-30,NA,NA
1843-05-30 22:00:00,NA,6.7
1843-05-31,NA,NA
1843-05-31 07:00:00,NA,5.6
1843-05-31 08:00:00,NA,5.6
1843-05-31 11:00:00,NA,9.4
1843-05-31 13:00:00,NA,10
1843-05-31 23:00:00,NA,3.3
1843-06-01,NA,NA
1843-06-01 07:00:00,NA,5.6
1843-06-01 08:00:00,NA,22.2
1843-06-01 10:00:00,NA,12.8
1843-06-01 18:00:00,NA,11.1
1843-06-01 19:00:00,NA,10.6
1843-06-01 23:00:00,NA,8.3
1843-06-02,NA,NA
1843-06-02 10:00:00,NA,16.7
1843-06-02 11:00:00,NA,16.7
1843-06-02 12:00:00,NA,17.8
1843-06-02 17:00:00,NA,18.9
1843-06-02 18:00:00,NA,17.2
1843-06-02 19:00:00,NA,16.7
1843-06-02 23:00:00,NA,15
1843-06-03,NA,NA
1843-06-03 07:00:00,NA,14.4
1843-06-03 08:00:00,NA,6.7
1843-06-03 09:00:00,NA,26.7
1843-06-03 18:00:00,NA,13.9
1843-06-03 23:00:00,NA,11.1
1843-06-04,NA,NA
1843-06-04 08:00:00,NA,25.6
1843-06-04 09:00:00,NA,26.7
1843-06-04 11:00:00,NA,20
1843-06-04 12:00:00,NA,22.8
1843-06-04 23:00:00,NA,11.1
1843-06-05,NA,NA
1843-06-05 08:00:00,NA,23.3
1843-06-05 09:00:00,NA,23.3
1843-06-05 11:00:00,NA,10.6
1843-06-05 13:00:00,NA,NA
1843-06-05 15:00:00,NA,12.8
1843-06-05 19:00:00,NA,11.7
1843-06-05 23:00:00,NA,9.4
1843-06-06,NA,NA
1843-06-06 08:00:00,NA,10.6
1843-06-06 10:00:00,NA,12.8
1843-06-06 14:00:00,NA,12.2
1843-06-06 15:00:00,NA,12.2
1843-06-06 18:00:00,NA,12.2
1843-06-06 22:00:00,NA,10
1843-06-06 23:00:00,NA,8.3
1843-06-07,NA,NA
1843-06-07 09:00:00,NA,21.1
1843-06-07 10:00:00,NA,12.8
1843-06-07 23:00:00,NA,11.7
1843-06-08,NA,NA
1843-06-08 08:00:00,NA,17.8
1843-06-08 20:00:00,NA,18.9
1843-06-09,NA,18.3
1843-06-09,NA,NA
1843-06-09 08:00:00,NA,10.6
1843-06-09 14:00:00,NA,24.4
1843-06-09 18:00:00,NA,24.4
1843-06-09 23:00:00,NA,13.3
1843-06-10,NA,NA
1843-06-10 08:00:00,NA,17.8
1843-06-10 12:00:00,NA,8.9
1843-06-10 23:00:00,NA,7.8
1843-06-11,NA,NA
1843-06-11 10:00:00,NA,19.4
1843-06-11 23:00:00,NA,13.9
1843-06-12,NA,NA
1843-06-12 07:00:00,NA,15.6
1843-06-12 13:00:00,NA,20
1843-06-13,NA,15
1843-06-13,NA,NA
1843-06-13 09:00:00,NA,20.6
1843-06-13 10:00:00,NA,19.4
1843-06-13 11:00:00,NA,20
1843-06-13 23:00:00,NA,17.2
1843-06-14,NA,NA
1843-06-14 06:00:00,NA,14.4
1843-06-14 07:00:00,NA,14.4
1843-06-14 08:00:00,NA,18.3
1843-06-14 09:00:00,NA,22.2
1843-06-14 10:00:00,NA,14.4
1843-06-14 11:00:00,NA,14.4
1843-06-14 12:00:00,NA,22.8
1843-06-14 14:00:00,NA,21.7
1843-06-14 18:00:00,NA,21.1
1843-06-15,NA,12.8
1843-06-15,NA,NA
1843-06-15 07:00:00,NA,7.2
1843-06-15 22:00:00,NA,12.8
1843-06-16,NA,NA
1843-06-16 10:00:00,NA,20
1843-06-16 13:00:00,NA,20.6
1843-06-16 23:00:00,NA,12.2
1843-06-17,NA,NA
1843-06-17 14:00:00,NA,20.6
1843-06-17 17:00:00,NA,21.1
1843-06-18,NA,12.8
1843-06-18,NA,NA
1843-06-18 07:00:00,NA,17.8
1843-06-18 11:00:00,NA,23.9
1843-06-18 13:00:00,NA,22.8
1843-06-18 22:00:00,NA,15
1843-06-19,NA,NA
1843-06-19 15:00:00,NA,25.6
1843-06-19 19:00:00,NA,23.3
1843-06-20,NA,16.1
1843-06-20,NA,NA
1843-06-20 06:00:00,NA,20
1843-06-20 08:00:00,NA,20.6
1843-06-20 09:00:00,NA,15.6
1843-06-20 10:00:00,NA,25
1843-06-20 11:00:00,NA,28.9
1843-06-20 14:00:00,NA,28.9
1843-06-20 15:00:00,NA,28.9
1843-06-20 19:00:00,NA,25.6
1843-06-21,NA,22.8
1843-06-21,NA,NA
1843-06-21 08:00:00,NA,15
1843-06-21 09:00:00,NA,16.1
1843-06-21 10:00:00,NA,28.3
1843-06-21 13:00:00,NA,28.3
1843-06-21 16:00:00,NA,28.3
1843-06-21 18:00:00,NA,27.2
1843-06-22,NA,21.1
1843-06-22,NA,NA
1843-06-22 08:00:00,NA,11.1
1843-06-22 10:00:00,NA,27.8
1843-06-22 12:00:00,NA,28.9
1843-06-22 15:00:00,NA,28.3
1843-06-22 19:00:00,NA,23.3
1843-06-23,NA,18.3
1843-06-23,NA,NA
1843-06-23 11:00:00,NA,23.9
1843-06-23 13:00:00,NA,26.7
1843-06-23 15:00:00,NA,27.8
1843-06-23 20:00:00,NA,23.9
1843-06-24,NA,21.1
1843-06-24,NA,NA
1843-06-24 07:00:00,NA,20.6
1843-06-24 20:00:00,NA,22.8
1843-06-25,NA,18.9
1843-06-25,NA,NA
1843-06-25 08:00:00,NA,12.8
1843-06-25 14:00:00,NA,28.3
1843-06-25 16:00:00,NA,27.2
1843-06-25 22:00:00,NA,22.2
1843-06-26,NA,NA
1843-06-26 07:00:00,NA,20.6
1843-06-26 08:00:00,NA,12.8
1843-06-26 18:00:00,NA,23.3
1843-06-27,NA,21.7
1843-06-27,NA,NA
1843-06-27 09:00:00,NA,16.1
1843-06-27 13:00:00,NA,28.3
1843-06-27 14:00:00,NA,28.9
1843-06-27 19:00:00,NA,19.4
1843-06-28,NA,19.4
1843-06-28,NA,NA
1843-06-28 07:00:00,NA,19.4
1843-06-29,NA,19.4
1843-06-29,NA,NA
1843-06-29 09:00:00,NA,6.7
1843-06-29 12:00:00,NA,26.1
1843-06-29 19:00:00,NA,25.6
1843-06-29 20:00:00,NA,23.3
1843-06-30,NA,20.6
1843-06-30,NA,NA
1843-06-30 11:00:00,NA,29.4
1843-06-30 13:00:00,NA,31.7
1843-06-30 15:00:00,NA,31.7
1843-06-30 17:00:00,NA,29.4
1843-06-30 18:00:00,NA,29.4
1843-06-30 21:00:00,NA,26.7
1843-06-30 23:00:00,NA,25.6
1843-07-01,NA,NA
1843-07-01 06:00:00,NA,25
1843-07-01 07:00:00,NA,25
1843-07-01 14:00:00,NA,31.7
1843-07-01 17:00:00,NA,29.4
1843-07-01 18:00:00,NA,28.3
1843-07-01 21:00:00,NA,26.7
1843-07-02,NA,26.1
1843-07-02,NA,NA
1843-07-02 08:00:00,NA,13.3
1843-07-02 11:00:00,NA,25.6
1843-07-02 18:00:00,NA,22.8
1843-07-02 22:00:00,NA,16.7
1843-07-03,NA,NA
1843-07-03 08:00:00,NA,9.4
1843-07-03 10:00:00,NA,19.4
1843-07-03 18:00:00,NA,22.2
1843-07-04,NA,15
1843-07-04,NA,NA
1843-07-04 06:00:00,NA,16.7
1843-07-04 08:00:00,NA,NA
