"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Amherstburg","42","-83","100","America/Toronto","5","71538","6130257"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","p","ta"
1847-02-11,NA,NA
1847-02-11 07:00:00,NA,-6.7
1847-02-11 08:00:00,NA,-7.8
1847-02-11 13:00:00,NA,-1.1
1847-02-11 19:00:00,NA,-6.7
1847-02-11 21:00:00,NA,-5.6
1847-02-11 23:00:00,NA,-5.6
1847-02-12,NA,NA
1847-02-12 07:00:00,NA,-10
1847-02-12 08:00:00,NA,-7.8
1847-02-12 10:00:00,NA,-3.3
1847-02-12 18:00:00,NA,-5
1847-02-12 21:00:00,NA,-7.8
1847-02-12 23:00:00,NA,-6.7
1847-02-13,NA,NA
1847-02-13 07:00:00,NA,-9.4
1847-02-13 09:00:00,NA,-2.2
1847-02-13 11:00:00,NA,0
1847-02-13 16:00:00,NA,-0.6
1847-02-13 18:00:00,NA,-4.4
1847-02-13 23:00:00,NA,-4.4
1847-02-14,NA,NA
1847-02-14 22:00:00,NA,2.2
1847-02-14 23:00:00,NA,-6.7
1847-02-15,NA,NA
1847-02-15 07:00:00,NA,-8.9
1847-02-15 12:00:00,NA,-5
1847-02-15 14:00:00,NA,-0.6
1847-02-15 17:00:00,NA,-7.2
1847-02-15 18:00:00,NA,-7.8
1847-02-15 22:00:00,NA,-4.4
1847-02-16,NA,NA
1847-02-16 07:00:00,NA,-8.9
1847-02-16 08:00:00,NA,-3.3
1847-02-16 13:00:00,NA,0
1847-02-16 18:00:00,NA,0
1847-02-16 22:00:00,NA,0
1847-02-17,NA,NA
1847-02-17 07:00:00,NA,-4.4
1847-02-17 08:00:00,NA,-3.3
1847-02-17 09:00:00,NA,-2.8
1847-02-17 22:00:00,NA,-2.2
1847-02-17 23:00:00,NA,-3.3
1847-02-18,NA,NA
1847-02-18 07:00:00,NA,0
1847-02-18 08:00:00,NA,-2.8
1847-02-18 17:00:00,NA,8.3
1847-02-18 22:00:00,NA,0
1847-02-19,NA,NA
1847-02-19 22:00:00,NA,3.9
1847-02-20,NA,NA
1847-02-20 22:00:00,NA,1.7
1847-02-21,NA,NA
1847-02-21 13:00:00,NA,-1.1
1847-02-21 22:00:00,NA,-1.1
1847-02-22,NA,NA
1847-02-22 07:00:00,NA,-2.2
1847-02-22 08:00:00,NA,-3.3
1847-02-22 11:00:00,NA,4.4
1847-02-22 13:00:00,NA,3.3
1847-02-22 15:00:00,NA,0.6
1847-02-22 19:00:00,NA,-8.9
1847-02-22 21:00:00,NA,-10
1847-02-22 22:00:00,NA,0
1847-02-22 23:00:00,NA,-11.7
1847-02-23,NA,NA
1847-02-23 07:00:00,NA,2.8
1847-02-23 12:00:00,NA,1.1
1847-02-23 16:00:00,NA,-6.1
1847-02-23 22:00:00,NA,0
1847-02-24,NA,NA
1847-02-24 07:00:00,NA,-1.1
1847-02-24 11:00:00,NA,8.3
1847-02-24 15:00:00,NA,7.2
1847-02-24 22:00:00,NA,6.1
1847-02-24 23:00:00,NA,-5
1847-02-25,NA,NA
1847-02-25 07:00:00,NA,4.4
1847-02-25 15:00:00,NA,-0.6
1847-02-25 19:00:00,NA,-4.4
1847-02-25 22:00:00,NA,1.7
1847-02-25 23:00:00,NA,-5
1847-02-26,NA,NA
1847-02-26 07:00:00,NA,-5.6
1847-02-26 19:00:00,NA,-2.2
1847-02-26 21:00:00,NA,-1.7
1847-02-26 22:00:00,NA,0
1847-02-27,NA,NA
1847-02-27 14:00:00,NA,0.6
1847-02-27 15:00:00,NA,0.6
1847-02-27 16:00:00,NA,-1.1
1847-02-27 17:00:00,NA,-1.1
1847-02-27 18:00:00,NA,-2.2
1847-02-27 19:00:00,NA,-2.2
1847-02-27 20:00:00,NA,-3.3
1847-02-27 23:00:00,NA,-4.4
1847-02-28,NA,NA
1847-02-28 12:00:00,NA,0.6
1847-02-28 16:00:00,NA,-6.1
1847-02-28 21:00:00,NA,-3.9
1847-02-28 22:00:00,NA,2.8
1847-02-28 23:00:00,NA,-3.3
1847-04-01,NA,NA
1847-04-01 22:00:00,NA,5
1847-04-02,NA,NA
1847-04-02 22:00:00,NA,6.1
1847-04-03,NA,NA
1847-04-03 18:00:00,NA,3.3
1847-04-03 19:00:00,NA,3.3
1847-04-03 22:00:00,NA,2.8
1847-04-04,NA,NA
1847-04-04 22:00:00,NA,5
1847-04-05,NA,NA
1847-04-05 22:00:00,NA,3.9
1847-04-06,NA,NA
1847-04-06 18:00:00,NA,7.2
1847-04-06 22:00:00,NA,6.1
1847-04-07,NA,NA
1847-04-07 22:00:00,NA,10
1847-04-08,NA,NA
1847-04-08 22:00:00,NA,6.1
1847-04-09,NA,NA
1847-04-09 16:00:00,NA,10
1847-04-09 22:00:00,NA,5
1847-04-10,NA,NA
1847-04-10 14:00:00,NA,13.3
1847-04-10 18:00:00,NA,8.9
1847-04-10 22:00:00,NA,3.9
1847-04-11,NA,NA
1847-04-11 13:00:00,NA,10.6
1847-04-11 22:00:00,NA,7.8
1847-04-12,NA,NA
1847-04-12 12:00:00,NA,15.6
1847-04-12 16:00:00,NA,11.7
1847-04-12 22:00:00,NA,4.4
1847-04-13,NA,NA
1847-04-13 07:00:00,NA,0
1847-04-13 22:00:00,NA,4.4
1847-04-14,NA,NA
1847-04-14 15:00:00,NA,12.2
1847-04-14 22:00:00,NA,5
1847-04-15,NA,NA
1847-04-15 06:00:00,NA,-1.7
1847-04-15 18:00:00,NA,0.6
1847-04-15 22:00:00,NA,-3.3
1847-04-16,NA,NA
1847-04-16 07:00:00,NA,-0.6
1847-04-16 10:00:00,NA,6.1
1847-04-16 22:00:00,NA,7.8
1847-04-17,NA,NA
1847-04-17 06:00:00,NA,8.3
1847-04-17 13:00:00,NA,6.7
1847-04-17 18:00:00,NA,-1.1
1847-04-17 22:00:00,NA,-5
1847-04-18,NA,NA
1847-04-18 07:00:00,NA,-6.1
1847-04-18 15:00:00,NA,2.2
1847-04-18 18:00:00,NA,NA
1847-04-18 22:00:00,NA,-1.1
1847-04-19,NA,NA
1847-04-19 07:00:00,NA,3.3
1847-04-19 22:00:00,NA,9.4
1847-04-20 14:00:00,NA,15.6
1847-04-20 22:00:00,NA,12.8
1847-04-21,NA,NA
1847-04-21 07:00:00,NA,12.8
1847-04-21 14:00:00,NA,23.9
1847-04-21 16:00:00,NA,22.2
1847-04-21 22:00:00,NA,16.1
1847-04-22,NA,NA
1847-04-22 09:00:00,NA,13.9
1847-04-22 18:00:00,NA,4.4
1847-04-22 22:00:00,NA,3.3
1847-04-23,NA,NA
1847-04-23 07:00:00,NA,1.7
1847-04-23 09:00:00,NA,2.8
1847-04-23 13:00:00,NA,7.2
1847-04-23 22:00:00,NA,0.6
1847-04-24,NA,NA
1847-04-24 07:00:00,NA,0
1847-04-24 22:00:00,NA,2.2
1847-04-25,NA,NA
1847-04-25 22:00:00,NA,10.6
1847-04-26,NA,NA
1847-04-26 14:00:00,NA,21.7
1847-04-26 22:00:00,NA,11.7
1847-04-27,NA,NA
1847-04-27 16:00:00,NA,12.8
1847-04-27 18:00:00,NA,7.8
1847-04-27 22:00:00,NA,2.8
1847-04-28,NA,NA
1847-04-28 14:00:00,NA,15.6
1847-04-28 18:00:00,NA,10.6
1847-04-28 22:00:00,NA,8.3
1847-04-29,NA,NA
1847-04-29 22:00:00,NA,10.6
1847-04-30,NA,NA
1847-04-30 07:00:00,NA,7.8
1847-04-30 10:00:00,NA,13.9
1847-04-30 22:00:00,NA,3.3
1847-05-01,NA,NA
1847-05-01 06:00:00,NA,3.3
1847-05-01 07:00:00,NA,3.9
1847-05-01 10:00:00,NA,7.2
1847-05-01 22:00:00,NA,3.3
1847-05-02,NA,NA
1847-05-02 13:00:00,NA,10.6
1847-05-02 22:00:00,NA,4.4
1847-05-03,NA,NA
1847-05-03 19:00:00,NA,10.6
1847-05-03 23:00:00,NA,2.8
1847-05-04,NA,NA
1847-05-04 22:00:00,NA,5.6
1847-05-05,NA,NA
1847-05-05 22:00:00,NA,12.2
1847-05-06,NA,NA
1847-05-06 13:00:00,NA,21.7
1847-05-06 22:00:00,NA,13.9
1847-05-07,NA,NA
1847-05-07 22:00:00,NA,14.4
1847-05-08,NA,NA
1847-05-08 17:00:00,NA,6.7
1847-05-08 22:00:00,NA,5.6
1847-05-09,NA,NA
1847-05-09 09:00:00,NA,10.6
1847-05-09 22:00:00,NA,6.1
1847-05-10,NA,NA
1847-05-10 09:00:00,NA,17.2
1847-05-10 18:00:00,NA,18.9
1847-05-11,NA,12.8
1847-05-11,NA,NA
1847-05-11 18:00:00,NA,20
1847-05-11 22:00:00,NA,13.9
1847-05-12,NA,NA
1847-05-12 16:00:00,NA,23.3
1847-05-12 19:00:00,NA,16.1
1847-05-12 22:00:00,NA,16.7
1847-05-13,NA,NA
1847-05-13 07:00:00,NA,16.7
1847-05-13 18:00:00,NA,18.3
1847-05-13 22:00:00,NA,13.9
1847-05-14,NA,NA
1847-05-14 18:00:00,NA,19.4
1847-05-14 22:00:00,NA,12.2
1847-05-15,NA,NA
1847-05-15 15:00:00,NA,18.9
1847-05-15 18:00:00,NA,17.2
1847-05-15 22:00:00,NA,11.7
1847-05-16,NA,NA
1847-05-16 14:00:00,NA,24.4
1847-05-16 22:00:00,NA,17.8
1847-05-17,NA,NA
1847-05-17 22:00:00,NA,16.7
1847-05-18,NA,NA
1847-05-18 15:00:00,NA,21.7
1847-05-18 18:00:00,NA,21.1
1847-05-18 22:00:00,NA,12.2
1847-05-19,NA,NA
1847-05-19 15:00:00,NA,23.3
1847-05-19 22:00:00,NA,10
1847-05-20,NA,NA
1847-05-20 14:00:00,NA,22.2
1847-05-20 18:00:00,NA,21.1
1847-05-20 22:00:00,NA,13.9
1847-05-21,NA,NA
1847-05-21 13:00:00,NA,26.1
1847-05-21 22:00:00,NA,16.1
1847-05-22,NA,NA
1847-05-22 16:00:00,NA,16.1
1847-05-22 19:00:00,NA,16.1
1847-05-22 22:00:00,NA,13.9
1847-05-23,NA,NA
1847-05-23 22:00:00,NA,13.9
1847-05-24,NA,NA
1847-05-24 18:00:00,NA,20.6
1847-05-24 22:00:00,NA,17.8
1847-05-25,NA,NA
1847-05-25 11:00:00,NA,20.6
1847-05-25 13:00:00,NA,21.7
1847-05-25 19:00:00,NA,13.9
1847-05-25 22:00:00,NA,10
1847-05-26,NA,NA
1847-05-26 22:00:00,NA,10.6
1847-05-27,NA,NA
1847-05-27 22:00:00,NA,16.1
1847-05-28,NA,NA
1847-05-28 17:00:00,NA,24.4
1847-05-28 22:00:00,NA,18.9
1847-05-29,NA,NA
1847-05-29 16:00:00,NA,26.1
1847-05-29 22:00:00,NA,11.7
1847-05-30,NA,NA
1847-05-30 13:00:00,NA,12.2
1847-05-30 22:00:00,NA,12.2
1847-05-31,NA,NA
1847-05-31 22:00:00,NA,16.1
1847-06-01,NA,NA
1847-06-01 16:00:00,NA,19.4
1847-06-01 18:00:00,NA,18.3
1847-06-01 22:00:00,NA,11.1
1847-06-02,NA,NA
1847-06-02 22:00:00,NA,12.8
1847-06-03,NA,NA
1847-06-03 22:00:00,NA,13.3
1847-06-04,NA,NA
1847-06-04 22:00:00,NA,8.9
1847-06-05,NA,NA
1847-06-05 07:00:00,NA,8.9
1847-06-05 15:00:00,NA,18.9
1847-06-05 19:00:00,NA,13.3
1847-06-05 22:00:00,NA,8.9
1847-06-06,NA,NA
1847-06-06 22:00:00,NA,12.8
1847-06-07,NA,NA
1847-06-07 07:00:00,NA,13.9
1847-06-07 12:00:00,NA,25
1847-06-07 18:00:00,NA,20
1847-06-07 22:00:00,NA,13.9
1847-06-08,NA,NA
1847-06-08 22:00:00,NA,20
1847-06-09,NA,NA
1847-06-09 11:00:00,NA,26.7
1847-06-09 15:00:00,NA,26.7
1847-06-09 18:00:00,NA,23.9
1847-06-09 22:00:00,NA,20.6
1847-06-10,NA,NA
1847-06-10 10:00:00,NA,22.8
1847-06-10 14:00:00,NA,26.1
1847-06-10 16:00:00,NA,20
1847-06-10 18:00:00,NA,20
1847-06-10 22:00:00,NA,18.3
1847-06-11,NA,NA
1847-06-11 12:00:00,NA,16.1
1847-06-11 14:00:00,NA,20
1847-06-11 18:00:00,NA,18.9
1847-06-11 22:00:00,NA,14.4
1847-06-12,NA,NA
1847-06-12 10:00:00,NA,20.6
1847-06-12 22:00:00,NA,17.8
1847-06-13,NA,NA
1847-06-13 10:00:00,NA,20.6
1847-06-13 22:00:00,NA,17.8
1847-06-14,NA,NA
1847-06-14 08:00:00,NA,11.7
1847-06-14 11:00:00,NA,18.9
1847-06-14 18:00:00,NA,15.6
1847-06-14 22:00:00,NA,10.6
1847-06-15,NA,NA
1847-06-15 13:00:00,NA,17.8
1847-06-15 14:00:00,NA,21.1
1847-06-15 16:00:00,NA,19.4
1847-06-15 22:00:00,NA,12.8
1847-06-16,NA,NA
1847-06-16 22:00:00,NA,10
1847-06-17,NA,NA
1847-06-17 06:00:00,NA,12.8
1847-06-17 22:00:00,NA,15
1847-06-18,NA,NA
1847-06-18 14:00:00,NA,23.3
1847-06-18 16:00:00,NA,23.9
1847-06-18 22:00:00,NA,20.6
1847-06-19,NA,NA
1847-06-19 07:00:00,NA,22.2
1847-06-19 09:00:00,NA,20
1847-06-19 12:00:00,NA,25.6
1847-06-19 17:00:00,NA,25.6
1847-06-19 22:00:00,NA,15
1847-06-20,NA,NA
1847-06-20 22:00:00,NA,17.8
1847-06-21,NA,NA
1847-06-21 22:00:00,NA,18.3
1847-06-21 23:00:00,NA,18.3
1847-06-22,NA,18.3
1847-06-22,NA,NA
1847-06-22 08:00:00,NA,18.3
1847-06-22 13:00:00,NA,22.2
1847-06-22 22:00:00,NA,14.4
1847-06-22 23:00:00,NA,14.4
1847-06-23,NA,14.4
1847-06-23,NA,NA
1847-06-23 10:00:00,NA,25.6
1847-06-23 22:00:00,NA,17.8
1847-06-24,NA,NA
1847-06-24 14:00:00,NA,23.9
1847-06-24 16:00:00,NA,24.4
1847-06-24 22:00:00,NA,16.7
1847-06-25,NA,NA
1847-06-25 09:00:00,NA,19.4
1847-06-25 15:00:00,NA,22.8
1847-06-25 22:00:00,NA,16.7
1847-06-26,NA,NA
1847-06-26 14:00:00,NA,26.7
1847-06-26 17:00:00,NA,25.6
1847-06-26 22:00:00,NA,22.2
1847-06-27,NA,NA
1847-06-27 11:00:00,NA,28.9
1847-06-27 13:00:00,NA,28.9
1847-06-27 22:00:00,NA,22.2
1847-06-28,NA,NA
1847-06-28 06:00:00,NA,22.2
1847-06-28 08:00:00,NA,23.9
1847-06-28 22:00:00,NA,16.7
1847-06-29,NA,NA
1847-06-29 22:00:00,NA,13.9
1847-06-30,NA,NA
1847-06-30 19:00:00,NA,25.6
1847-06-30 22:00:00,NA,12.2
1847-07-01,NA,NA
1847-07-01 11:00:00,NA,25.6
1847-07-01 14:00:00,NA,23.3
1847-07-01 22:00:00,NA,16.7
1847-07-02,NA,NA
1847-07-02 13:00:00,NA,23.9
1847-07-02 22:00:00,NA,19.4
1847-07-03,NA,NA
1847-07-03 13:00:00,NA,28.3
1847-07-03 15:00:00,NA,29.4
1847-07-03 18:00:00,NA,27.2
1847-07-03 20:00:00,NA,21.7
1847-07-03 22:00:00,NA,18.3
1847-07-04,NA,NA
1847-07-04 11:00:00,NA,29.4
1847-07-04 13:00:00,NA,29.4
1847-07-04 15:00:00,NA,29.4
1847-07-04 22:00:00,NA,18.3
1847-07-05,NA,NA
1847-07-05 10:00:00,NA,NA
1847-07-05 15:00:00,NA,26.7
1847-07-05 18:00:00,NA,22.8
1847-07-05 19:00:00,NA,22.8
1847-07-05 22:00:00,NA,18.3
1847-07-06,NA,NA
1847-07-06 06:00:00,NA,18.3
1847-07-06 13:00:00,NA,26.7
1847-07-06 15:00:00,NA,27.2
1847-07-06 16:00:00,NA,27.8
1847-07-06 17:00:00,NA,28.9
1847-07-06 18:00:00,NA,27.2
1847-07-06 19:00:00,NA,24.4
1847-07-06 22:00:00,NA,20
1847-07-07,NA,NA
1847-07-07 10:00:00,NA,27.8
1847-07-07 11:00:00,NA,27.2
1847-07-07 12:00:00,NA,27.8
1847-07-07 13:00:00,NA,28.9
1847-07-07 15:00:00,NA,30
1847-07-07 16:00:00,NA,29.4
1847-07-07 17:00:00,NA,28.9
1847-07-07 19:00:00,NA,26.7
1847-07-07 22:00:00,NA,21.7
1847-07-08,NA,NA
1847-07-08 19:00:00,NA,22.8
1847-07-08 22:00:00,NA,18.3
1847-07-09,NA,NA
1847-07-09 11:00:00,NA,24.4
1847-07-09 15:00:00,NA,25
1847-07-09 22:00:00,NA,23.3
1847-07-10,NA,NA
1847-07-10 10:00:00,NA,25
1847-07-10 14:00:00,NA,26.1
1847-07-10 18:00:00,NA,23.9
1847-07-10 19:00:00,NA,22.2
1847-07-10 22:00:00,NA,26.1
1847-07-11,NA,NA
1847-07-11 07:00:00,NA,23.3
1847-07-12,NA,NA
1847-07-12 06:00:00,NA,21.7
1847-07-12 07:00:00,NA,22.8
1847-07-12 10:00:00,NA,26.7
1847-07-12 13:00:00,NA,27.8
1847-07-12 15:00:00,NA,28.3
1847-07-12 18:00:00,NA,28.3
1847-07-12 22:00:00,NA,25
1847-07-13,NA,NA
1847-07-13 06:00:00,NA,24.4
1847-07-13 07:00:00,NA,26.1
1847-07-13 09:00:00,NA,27.8
1847-07-13 10:00:00,NA,27.8
1847-07-13 12:00:00,NA,29.4
1847-07-13 13:00:00,NA,29.4
1847-07-13 14:00:00,NA,28.9
1847-07-13 15:00:00,NA,28.3
1847-07-13 16:00:00,NA,27.2
1847-07-13 18:00:00,NA,25.6
1847-07-13 19:00:00,NA,22.8
1847-07-13 20:00:00,NA,21.1
1847-07-13 22:00:00,NA,18.3
1847-07-14,NA,NA
1847-07-14 10:00:00,NA,23.9
1847-07-14 13:00:00,NA,24.4
1847-07-14 16:00:00,NA,25.6
1847-07-14 22:00:00,NA,18.3
1847-07-15,NA,NA
1847-07-15 07:00:00,NA,23.9
1847-07-15 13:00:00,NA,26.1
1847-07-15 14:00:00,NA,26.1
1847-07-15 16:00:00,NA,26.1
1847-07-15 19:00:00,NA,25
1847-07-15 22:00:00,NA,22.2
1847-07-16,NA,NA
1847-07-16 06:00:00,NA,23.3
1847-07-16 09:00:00,NA,25
1847-07-16 14:00:00,NA,22.2
1847-07-16 22:00:00,NA,21.7
1847-07-17,NA,NA
1847-07-17 12:00:00,NA,27.2
1847-07-17 14:00:00,NA,27.8
1847-07-17 15:00:00,NA,27.2
1847-07-17 19:00:00,NA,25
1847-07-17 22:00:00,NA,24.4
1847-07-18,NA,NA
1847-07-18 10:00:00,NA,27.2
1847-07-18 12:00:00,NA,28.9
1847-07-18 16:00:00,NA,29.4
1847-07-18 22:00:00,NA,26.7
1847-07-18 23:00:00,NA,25.6
1847-07-19,NA,NA
1847-07-19 06:00:00,NA,24.4
1847-07-19 10:00:00,NA,28.3
1847-07-19 11:00:00,NA,28.3
1847-07-19 12:00:00,NA,29.4
1847-07-19 13:00:00,NA,30
1847-07-19 14:00:00,NA,30
1847-07-19 16:00:00,NA,30
1847-07-19 18:00:00,NA,27.8
1847-07-19 19:00:00,NA,26.7
1847-07-19 20:00:00,NA,26.1
1847-07-19 22:00:00,NA,26.1
1847-07-20,NA,NA
1847-07-20 07:00:00,NA,26.7
1847-07-20 14:00:00,NA,25.6
1847-07-20 16:00:00,NA,25.6
1847-07-20 17:00:00,NA,25.6
1847-07-20 22:00:00,NA,22.2
1847-07-21,NA,NA
1847-07-21 07:00:00,NA,24.4
1847-07-21 22:00:00,NA,NA
1847-07-22,NA,NA
1847-07-22 06:00:00,NA,21.7
1847-07-22 13:00:00,NA,26.1
1847-07-22 16:00:00,NA,27.8
1847-07-22 18:00:00,NA,25.6
1847-07-22 20:00:00,NA,21.7
1847-07-22 22:00:00,NA,18.3
1847-07-23,NA,NA
1847-07-23 18:00:00,NA,22.2
1847-07-23 22:00:00,NA,20
1847-07-24,NA,NA
1847-07-24 11:00:00,NA,25
1847-07-24 13:00:00,NA,25.6
1847-07-24 18:00:00,NA,23.3
1847-07-24 19:00:00,NA,21.1
1847-07-24 22:00:00,NA,21.7
1847-07-25,NA,NA
1847-07-25 13:00:00,NA,25.6
1847-07-25 22:00:00,NA,25
1847-07-26,NA,NA
1847-07-26 07:00:00,NA,13.3
1847-07-26 19:00:00,NA,13.3
1847-07-26 21:00:00,NA,10.6
1847-07-26 22:00:00,NA,8.9
1847-07-27,NA,NA
1847-07-27 06:00:00,NA,10
1847-07-27 07:00:00,NA,12.8
1847-07-27 17:00:00,NA,19.4
1847-07-27 19:00:00,NA,18.3
1847-07-27 22:00:00,NA,13.3
1847-07-28,NA,NA
1847-07-28 14:00:00,NA,21.1
1847-07-28 22:00:00,NA,16.1
1847-07-29,NA,NA
1847-07-29 06:00:00,NA,18.9
1847-07-29 07:00:00,NA,22.8
1847-07-29 16:00:00,NA,16.1
1847-07-29 18:00:00,NA,17.2
1847-07-29 20:00:00,NA,14.4
1847-07-29 22:00:00,NA,14.4
1847-07-30,NA,NA
1847-07-30 06:00:00,NA,15.6
1847-07-30 13:00:00,NA,20.6
1847-07-30 15:00:00,NA,19.4
1847-07-30 17:00:00,NA,19.4
1847-07-30 22:00:00,NA,17.2
1847-07-31,NA,NA
1847-07-31 06:00:00,NA,14.4
1847-07-31 18:00:00,NA,20.6
1847-07-31 22:00:00,NA,15
1847-08-01,NA,NA
1847-08-01 11:00:00,NA,22.2
1847-08-01 13:00:00,NA,23.9
1847-08-01 22:00:00,NA,16.7
1847-08-02,NA,NA
1847-08-02 06:00:00,NA,16.7
1847-08-02 07:00:00,NA,18.3
1847-08-02 20:00:00,NA,20
1847-08-02 22:00:00,NA,15.6
1847-08-03,NA,NA
1847-08-03 06:00:00,NA,17.8
1847-08-03 17:00:00,NA,23.9
1847-08-03 19:00:00,NA,20
1847-08-03 22:00:00,NA,17.8
1847-08-04,NA,NA
1847-08-04 06:00:00,NA,17.2
1847-08-04 07:00:00,NA,19.4
1847-08-04 22:00:00,NA,17.2
1847-08-05,NA,NA
1847-08-05 06:00:00,NA,16.7
1847-08-05 15:00:00,NA,28.3
1847-08-05 18:00:00,NA,20
1847-08-05 20:00:00,NA,18.3
1847-08-05 22:00:00,NA,17.2
1847-08-06,NA,NA
1847-08-06 07:00:00,NA,16.1
1847-08-06 16:00:00,NA,21.7
1847-08-06 19:00:00,NA,18.9
1847-08-06 22:00:00,NA,16.1
1847-08-07 06:00:00,NA,15.6
1847-08-08,NA,NA
1847-08-08 06:00:00,NA,15.6
1847-08-08 07:00:00,NA,17.2
1847-08-08 13:00:00,NA,23.3
1847-08-08 15:00:00,NA,22.2
1847-08-08 22:00:00,NA,17.2
1847-08-09,NA,NA
1847-08-09 06:00:00,NA,17.2
1847-08-09 22:00:00,NA,16.7
1847-08-10,NA,NA
1847-08-10 19:00:00,NA,20.6
1847-08-10 22:00:00,NA,19.4
1847-08-11,NA,NA
1847-08-11 22:00:00,NA,19.4
1847-08-12,NA,NA
1847-08-12 07:00:00,NA,22.8
1847-08-12 22:00:00,NA,20.6
1847-08-13,NA,NA
1847-08-13 07:00:00,NA,23.3
1847-08-13 22:00:00,NA,23.3
1847-08-14,NA,NA
1847-08-14 07:00:00,NA,23.3
1847-08-14 16:00:00,NA,28.9
1847-08-14 19:00:00,NA,26.1
1847-08-14 22:00:00,NA,21.1
1847-08-15,NA,NA
1847-08-15 12:00:00,NA,22.2
1847-08-15 22:00:00,NA,24.4
1847-08-16,NA,NA
1847-08-16 06:00:00,NA,22.8
1847-08-16 07:00:00,NA,24.4
1847-08-16 13:00:00,NA,28.3
1847-08-16 22:00:00,NA,23.9
1847-08-17,NA,NA
1847-08-17 13:00:00,NA,28.3
1847-08-17 19:00:00,NA,18.9
1847-08-17 22:00:00,NA,17.8
1847-08-18,NA,NA
1847-08-18 06:00:00,NA,12.8
1847-08-18 17:00:00,NA,20.6
1847-08-18 22:00:00,NA,13.9
1847-08-19,NA,NA
1847-08-19 11:00:00,NA,20
1847-08-19 13:00:00,NA,20.6
1847-08-19 18:00:00,NA,20
1847-08-19 22:00:00,NA,NA
1847-08-19 23:00:00,NA,13.9
1847-08-20,NA,NA
1847-08-20 16:00:00,NA,24.4
1847-08-20 22:00:00,NA,17.8
1847-08-21 06:00:00,NA,11.7
1847-08-21 22:00:00,NA,16.7
1847-08-22,NA,NA
1847-08-22 06:00:00,NA,15.6
1847-08-22 20:00:00,NA,18.3
1847-08-22 22:00:00,NA,16.7
1847-08-23,NA,NA
1847-08-23 06:00:00,NA,14.4
1847-08-23 13:00:00,NA,NA
1847-08-23 22:00:00,NA,17.2
1847-08-24,NA,NA
1847-08-24 13:00:00,NA,22.8
1847-08-24 18:00:00,NA,21.7
1847-08-24 22:00:00,NA,16.7
1847-08-25,NA,NA
1847-08-25 06:00:00,NA,12.8
1847-08-25 10:00:00,NA,22.8
1847-08-25 14:00:00,NA,24.4
1847-08-25 16:00:00,NA,23.3
1847-08-25 18:00:00,NA,22.8
1847-08-25 22:00:00,NA,14.4
1847-08-26,NA,NA
1847-08-26 06:00:00,NA,16.7
1847-08-26 22:00:00,NA,18.3
1847-08-27 06:00:00,NA,12.8
1847-08-27 14:00:00,NA,20
1847-08-27 22:00:00,NA,12.2
1847-08-29 15:00:00,NA,22.8
1847-08-30,NA,NA
1847-08-30 15:00:00,NA,22.8
1847-08-30 22:00:00,NA,18.3
1847-08-31,NA,NA
1847-08-31 06:00:00,NA,12.8
1847-08-31 07:00:00,NA,13.3
1847-08-31 22:00:00,NA,12.8
1847-09-01,NA,NA
1847-09-01 15:00:00,NA,22.8
1847-09-01 22:00:00,NA,16.7
1847-09-02,NA,NA
1847-09-02 22:00:00,NA,21.7
1847-09-03,NA,NA
1847-09-03 06:00:00,NA,21.1
1847-09-03 22:00:00,NA,15
1847-09-04,NA,NA
1847-09-04 06:00:00,NA,16.7
1847-09-04 18:00:00,NA,22.8
1847-09-04 22:00:00,NA,19.4
1847-09-05,NA,NA
1847-09-05 10:00:00,NA,22.8
1847-09-05 22:00:00,NA,17.2
1847-09-06,NA,NA
1847-09-06 06:00:00,NA,14.4
1847-09-06 11:00:00,NA,22.2
1847-09-06 15:00:00,NA,25.6
1847-09-06 18:00:00,NA,21.7
1847-09-06 22:00:00,NA,23.9
1847-09-07,NA,NA
1847-09-07 06:00:00,NA,16.7
1847-09-07 11:00:00,NA,25.6
1847-09-07 22:00:00,NA,16.7
1847-09-08 06:00:00,NA,23.3
1847-09-09,NA,NA
1847-09-09 10:00:00,NA,18.3
1847-09-09 13:00:00,NA,18.3
1847-09-09 22:00:00,NA,15
1847-09-10,NA,NA
1847-09-10 06:00:00,NA,10
1847-09-10 15:00:00,NA,21.1
1847-09-10 21:00:00,NA,12.8
1847-09-11,NA,NA
1847-09-11 06:00:00,NA,11.1
1847-09-11 21:00:00,NA,11.1
1847-09-12,NA,NA
1847-09-12 06:00:00,NA,12.2
1847-09-12 21:00:00,NA,15
1847-09-13,NA,NA
1847-09-13 15:00:00,NA,16.7
1847-09-13 18:00:00,NA,20.6
1847-09-13 21:00:00,NA,5.6
1847-09-13 22:00:00,NA,5.6
1847-09-14,NA,NA
1847-09-14 06:00:00,NA,5.6
1847-09-14 07:00:00,NA,8.9
1847-09-14 08:00:00,NA,NA
1847-09-14 09:00:00,NA,13.3
1847-09-14 13:00:00,NA,14.4
1847-09-14 18:00:00,NA,13.9
1847-09-14 22:00:00,NA,7.2
