"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortalaCarne","53.2","-104.8","44.0","America/Regina","6","71456","4074640"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","cv","dd","pr","ptb","pte","sd","ta","w"
1864-11-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-18 21:00:00,NA,NA,NA,NA,NA,NA,-8.89,NA
1864-11-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-19,NA,NA,NA,"0",NA,NA,NA,NA
1864-11-19,NA,NA,NA,NA,"3 pm",NA,NA,NA
1864-11-19,NA,NA,0.023,NA,NA,0.23,NA,NA
1864-11-19,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-19 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-19 07:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-11-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-19 07:00:00,NA,NA,NA,NA,NA,NA,-12.78,NA
1864-11-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-19 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-19 14:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-11-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-19 14:00:00,NA,NA,NA,NA,NA,NA,-13.89,NA
1864-11-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,11
1864-11-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-19 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-19 21:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-11-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-19 21:00:00,NA,NA,NA,NA,NA,NA,-12.78,NA
1864-11-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,16
1864-11-20,NA,NA,NA,"0","0",NA,NA,NA
1864-11-20,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-20 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-20 07:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-20 07:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-11-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-20 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-20 14:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-20 14:00:00,NA,NA,NA,NA,NA,NA,-15,NA
1864-11-20 14:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-11-20 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-20 21:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-20 21:00:00,NA,NA,NA,NA,NA,NA,-26.11,NA
1864-11-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-21,NA,NA,NA,"0","0",NA,NA,NA
1864-11-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-21 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-21 07:00:00,NA,NA,NA,NA,NA,NA,-33.89,NA
1864-11-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-21 14:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-21 14:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-11-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-21 14:00:00,NA,NA,NA,NA,NA,NA,-13.89,NA
1864-11-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-21 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-21 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-11-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-21 21:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-11-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-22,NA,NA,NA,"0","0",NA,NA,NA
1864-11-22,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-22 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-22 07:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-22 07:00:00,NA,NA,NA,NA,NA,NA,-17.78,NA
1864-11-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-11-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-22 14:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-22 14:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-11-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-22 14:00:00,NA,NA,NA,NA,NA,NA,-2.78,NA
1864-11-22 21:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-22 21:00:00,NA,NA,NA,NA,NA,NA,-9.44,NA
1864-11-23,NA,NA,NA,"0","0",NA,NA,NA
1864-11-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-23 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-23 07:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-11-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-23 07:00:00,NA,NA,NA,NA,NA,NA,-7.78,NA
1864-11-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-23 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-23 14:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-23 14:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA
1864-11-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-23 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-23 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-11-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-23 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,NA
1864-11-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-24,NA,NA,NA,"0","0",NA,NA,NA
1864-11-24,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-24 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-24 07:00:00,NA,315,NA,NA,NA,NA,NA,NA
1864-11-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-24 07:00:00,NA,NA,NA,NA,NA,NA,-12.22,NA
1864-11-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-24 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-24 14:00:00,NA,315,NA,NA,NA,NA,NA,NA
1864-11-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-24 14:00:00,NA,NA,NA,NA,NA,NA,-5,NA
1864-11-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-24 21:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-24 21:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA
1864-11-25,NA,NA,NA,"0","0",NA,NA,NA
1864-11-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-25 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-25 07:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-11-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-25 07:00:00,NA,NA,NA,NA,NA,NA,-5,NA
1864-11-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-25 14:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-25 14:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-25 14:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA
1864-11-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-25 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-25 21:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-25 21:00:00,NA,NA,NA,NA,NA,NA,-3.89,NA
1864-11-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-26,NA,NA,NA,"10 am",NA,NA,NA,NA
1864-11-26,NA,NA,NA,NA,"11 am",NA,NA,NA
1864-11-26,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-26 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-26 07:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-11-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-26 07:00:00,NA,NA,NA,NA,NA,NA,-1.11,NA
1864-11-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-26 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-26 14:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-11-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-26 14:00:00,NA,NA,NA,NA,NA,NA,2.22,NA
1864-11-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-26 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-26 21:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-11-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-26 21:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA
1864-11-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-11-27,NA,NA,NA,"12 pm",NA,NA,NA,NA
1864-11-27,NA,NA,NA,NA,"10 pm",NA,NA,NA
1864-11-27,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-27 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-27 07:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-27 07:00:00,NA,NA,NA,NA,NA,NA,-10.56,NA
1864-11-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-27 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-27 14:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-27 14:00:00,NA,NA,NA,NA,NA,NA,-4.44,NA
1864-11-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-27 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-27 21:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-27 21:00:00,NA,NA,NA,NA,NA,NA,-5,NA
1864-11-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-11-28,NA,NA,NA,"3 pm",NA,NA,NA,NA
1864-11-28,NA,NA,NA,NA,"3:15 pm",NA,NA,NA
1864-11-28,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-28,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-28 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-28 07:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-11-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-28 07:00:00,NA,NA,NA,NA,NA,NA,-7.78,NA
1864-11-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-28 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-28 14:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-11-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-28 14:00:00,NA,NA,NA,NA,NA,NA,-5,NA
1864-11-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-11-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-28 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-28 21:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-11-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-28 21:00:00,NA,NA,NA,NA,NA,NA,-5.56,NA
1864-11-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-29,NA,NA,NA,"5 pm",NA,NA,NA,NA
1864-11-29,NA,NA,NA,NA,"6 pm",NA,NA,NA
1864-11-29,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-29,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-29 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-29 07:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-11-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-29 07:00:00,NA,NA,NA,NA,NA,NA,-1.11,NA
1864-11-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-29 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-29 14:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-29 14:00:00,NA,NA,NA,NA,NA,NA,-5,NA
1864-11-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-29 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-29 21:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-29 21:00:00,NA,NA,NA,NA,NA,NA,-9.44,NA
1864-11-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,16
1864-11-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-30 07:00:00,0,NA,NA,NA,NA,NA,NA,0
1864-11-30 07:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-11-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-30 07:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-11-30 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-30 14:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-11-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-30 14:00:00,NA,NA,NA,NA,NA,NA,-19.44,NA
1864-11-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-11-30 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-11-30 21:00:00,NA,180,NA,NA,NA,NA,NA,NA
1864-11-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-11-30 21:00:00,NA,NA,NA,NA,NA,NA,-23.33,NA
1864-11-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-01,NA,NA,NA,"4:30 pm",NA,NA,NA,NA
1864-12-01,NA,NA,NA,NA,"9 pm",NA,NA,NA
1864-12-01,NA,NA,0,NA,NA,NA,NA,NA
1864-12-01,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-01,NA,NA,1.27,NA,NA,12.7,NA,NA
1864-12-01,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-01 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-01 07:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-01 07:00:00,NA,NA,NA,NA,NA,NA,-12.22,NA
1864-12-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,5
1864-12-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-01 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-01 14:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-01 14:00:00,NA,NA,NA,NA,NA,NA,-16.11,NA
1864-12-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-12-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-01 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-01 21:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-01 21:00:00,NA,NA,NA,NA,NA,NA,-17.22,NA
1864-12-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,5
1864-12-02,NA,NA,NA,"0","0",NA,NA,NA
1864-12-02,NA,NA,0,NA,NA,0,NA,NA
1864-12-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-02 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-02 07:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-02 07:00:00,NA,NA,NA,NA,NA,NA,-21.67,NA
1864-12-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-02 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-02 14:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-02 14:00:00,NA,NA,NA,NA,NA,NA,-19.44,NA
1864-12-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-02 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-02 21:00:00,NA,315,NA,NA,NA,NA,NA,NA
1864-12-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-02 21:00:00,NA,NA,NA,NA,NA,NA,-25,NA
1864-12-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-03,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-03,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-03,NA,NA,0,NA,NA,0,NA,NA
1864-12-03,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-03 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-03 07:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-03 07:00:00,NA,NA,NA,NA,NA,NA,-20.56,NA
1864-12-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-03 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-03 14:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-03 14:00:00,NA,NA,NA,NA,NA,NA,-17.22,NA
1864-12-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-12-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-03 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-03 21:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-03 21:00:00,NA,NA,NA,NA,NA,NA,-21.67,NA
1864-12-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-04,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-04,NA,NA,NA,NA,"6 am",NA,NA,NA
1864-12-04,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-04,NA,NA,0,NA,NA,0,NA,NA
1864-12-04,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-04 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-04 07:00:00,NA,135,NA,NA,NA,NA,NA,NA
1864-12-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-04 07:00:00,NA,NA,NA,NA,NA,NA,-25,NA
1864-12-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-04 14:00:00,5,NA,NA,NA,NA,NA,NA,NA
1864-12-04 14:00:00,NA,135,NA,NA,NA,NA,NA,NA
1864-12-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-04 14:00:00,NA,NA,NA,NA,NA,NA,-22.78,NA
1864-12-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,5
1864-12-04 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-04 21:00:00,NA,135,NA,NA,NA,NA,NA,NA
1864-12-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-04 21:00:00,NA,NA,NA,NA,NA,NA,-28.89,NA
1864-12-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,16
1864-12-05,NA,NA,NA,"2 pm",NA,NA,NA,NA
1864-12-05,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05,NA,NA,0.635,NA,NA,6.35,NA,NA
1864-12-05,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-05 07:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-12-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05 07:00:00,NA,NA,NA,NA,NA,NA,-27.78,NA
1864-12-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-12-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05 14:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-12-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05 14:00:00,NA,NA,NA,NA,NA,NA,-19.44,NA
1864-12-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,5
1864-12-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-05 21:00:00,NA,270,NA,NA,NA,NA,NA,NA
1864-12-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-05 21:00:00,NA,NA,NA,NA,NA,NA,-20,NA
1864-12-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,5
1864-12-06,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-06,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-06 07:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-06 07:00:00,NA,90,NA,NA,NA,NA,NA,NA
1864-12-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,5
1864-12-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-06 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-06 14:00:00,NA,45,NA,NA,NA,NA,NA,NA
1864-12-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-06 14:00:00,NA,NA,NA,NA,NA,NA,-29.44,NA
1864-12-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-06 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-06 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-12-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-06 21:00:00,NA,NA,NA,NA,NA,NA,-37.78,NA
1864-12-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-07,NA,NA,NA,"0","0",NA,NA,NA
1864-12-07,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-07 07:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-12-07 07:00:00,NA,NA,NA,NA,NA,NA,-38.33,NA
1864-12-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,2
1864-12-07 14:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-07 14:00:00,NA,225,NA,NA,NA,NA,NA,NA
1864-12-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-07 14:00:00,NA,NA,NA,NA,NA,NA,-31.67,NA
1864-12-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,11
1864-12-07 21:00:00,0,NA,NA,NA,NA,NA,NA,NA
1864-12-07 21:00:00,NA,0,NA,NA,NA,NA,NA,NA
1864-12-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA
1864-12-07 21:00:00,NA,NA,NA,NA,NA,NA,-33.89,NA
1864-12-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,1
1864-12-08,NA,NA,NA,"0","0",NA,NA,NA
1864-12-08,NA,NA,0,NA,NA,0,NA,NA
1864-12-08,NA,NA,NA,NA,NA,NA,NA,NA
