"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Clifton","43.12","-79.07",NA,"America/Toronto","5","71171","6135638"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","ta","ta_mean","Tx","ww"
1868-04-25 14:00:00,10,NA,NA,NA
1868-04-25 14:00:00,NA,NA,NA,",BKN NA"
1868-04-25 21:00:00,6.67,NA,NA,NA
1868-04-25 21:00:00,NA,NA,NA,",SKC NA"
1868-04-26,NA,9.44,NA,NA
1868-04-26,NA,NA,NA,NA
1868-04-26 07:00:00,6.67,NA,NA,NA
1868-04-26 07:00:00,NA,NA,NA,",SKC NA"
1868-04-26 14:00:00,14.44,NA,NA,NA
1868-04-26 14:00:00,NA,NA,NA,",BKN NA"
1868-04-26 21:00:00,8.33,NA,NA,NA
1868-04-26 21:00:00,NA,NA,NA,",OVC NA"
1868-04-27,NA,14.44,NA,NA
1868-04-27,NA,NA,NA,NA
1868-04-27 07:00:00,10,NA,NA,NA
1868-04-27 07:00:00,NA,NA,NA,",OVC NA"
1868-04-27 14:00:00,20,NA,NA,NA
1868-04-27 14:00:00,NA,NA,NA,",BKN NA"
1868-04-27 21:00:00,13.33,NA,NA,NA
1868-04-27 21:00:00,NA,NA,NA,",SKC NA"
1868-04-28,NA,7.22,NA,NA
1868-04-28,NA,NA,NA,NA
1868-04-28 07:00:00,1.11,NA,NA,NA
1868-04-28 07:00:00,NA,NA,NA,",OVC NA"
1868-04-28 14:00:00,12.22,NA,NA,NA
1868-04-28 14:00:00,NA,NA,NA,",BKN NA"
1868-04-28 21:00:00,8.89,NA,NA,NA
1868-04-28 21:00:00,NA,NA,NA,",SKC NA"
1868-04-29,NA,12.78,NA,NA
1868-04-29,NA,NA,NA,NA
1868-04-29 07:00:00,12.22,NA,NA,NA
1868-04-29 07:00:00,NA,NA,NA,",RA NA"
1868-04-29 14:00:00,13.33,NA,NA,NA
1868-04-29 14:00:00,NA,NA,NA,",RA NA"
1868-04-29 21:00:00,13.33,NA,NA,NA
1868-04-29 21:00:00,NA,NA,NA,",BKN NA"
1868-04-30,NA,12.22,NA,NA
1868-04-30,NA,NA,NA,NA
1868-04-30 07:00:00,12.22,NA,NA,NA
1868-04-30 07:00:00,NA,NA,NA,",SKC NA"
1868-04-30 14:00:00,13.33,NA,NA,NA
1868-04-30 14:00:00,NA,NA,NA,",BKN NA"
1868-04-30 21:00:00,11.11,NA,NA,NA
1868-04-30 21:00:00,NA,NA,NA,",OVC NA"
1868-05-01,NA,5.56,NA,NA
1868-05-01,NA,NA,NA,NA
1868-05-01 07:00:00,3.33,NA,NA,NA
1868-05-01 07:00:00,NA,NA,NA,",BKN NA"
1868-05-01 14:00:00,7.78,NA,NA,NA
1868-05-01 14:00:00,NA,NA,NA,",BKN NA"
1868-05-01 21:00:00,5.56,NA,NA,NA
1868-05-01 21:00:00,NA,NA,NA,",BKN NA"
1868-05-02,NA,7.78,NA,NA
1868-05-02,NA,NA,NA,NA
1868-05-02,NA,NA,NA,NA
1868-05-02 07:00:00,4.44,NA,NA,NA
1868-05-02 07:00:00,NA,NA,NA,",OVC NA"
1868-05-02 14:00:00,12.22,NA,NA,NA
1868-05-02 14:00:00,NA,NA,NA,",OVC NA"
1868-05-02 21:00:00,6.67,NA,NA,NA
1868-05-02 21:00:00,NA,NA,NA,",OVC NA"
1868-05-03,NA,12.22,NA,NA
1868-05-03,NA,NA,NA,NA
1868-05-03,NA,NA,NA,NA
1868-05-03 07:00:00,10,NA,NA,NA
1868-05-03 07:00:00,NA,NA,NA,",BKN NA"
1868-05-03 14:00:00,14.44,NA,NA,NA
1868-05-03 14:00:00,NA,NA,NA,",SKC NA"
1868-05-03 21:00:00,12.22,NA,NA,NA
1868-05-03 21:00:00,NA,NA,NA,",SKC NA"
1868-05-04,NA,15,NA,NA
1868-05-04,NA,NA,NA,NA
1868-05-04,NA,NA,NA,NA
1868-05-04 07:00:00,12.22,NA,NA,NA
1868-05-04 07:00:00,NA,NA,NA,",SKC NA"
1868-05-04 14:00:00,17.22,NA,NA,NA
1868-05-04 14:00:00,NA,NA,NA,",OVC NA"
1868-05-04 21:00:00,15.56,NA,NA,NA
1868-05-04 21:00:00,NA,NA,NA,",BKN NA"
1868-05-05,NA,16.67,NA,NA
1868-05-05,NA,NA,NA,NA
1868-05-05,NA,NA,NA,NA
1868-05-05 07:00:00,13.33,NA,NA,NA
1868-05-05 07:00:00,NA,NA,NA,",BKN NA"
1868-05-05 14:00:00,24.44,NA,NA,NA
1868-05-05 14:00:00,NA,NA,NA,",BKN NA"
1868-05-05 21:00:00,12.22,NA,NA,NA
1868-05-05 21:00:00,NA,NA,NA,",RA NA"
1868-05-06,NA,7.78,NA,NA
1868-05-06,NA,NA,NA,NA
1868-05-06 07:00:00,4.44,NA,NA,NA
1868-05-06 07:00:00,NA,NA,NA,",OVC NA"
1868-05-06 14:00:00,10,NA,NA,NA
1868-05-06 14:00:00,NA,NA,NA,",BKN NA"
1868-05-06 21:00:00,8.89,NA,NA,NA
1868-05-06 21:00:00,NA,NA,NA,",BKN NA"
1868-05-07,NA,4.44,NA,NA
1868-05-07,NA,NA,NA,NA
1868-05-07 07:00:00,4.44,NA,NA,NA
1868-05-07 07:00:00,NA,NA,NA,",OVC NA"
1868-05-07 14:00:00,4.44,NA,NA,NA
1868-05-07 14:00:00,NA,NA,NA,",OVC NA"
1868-05-07 21:00:00,4.44,NA,NA,NA
1868-05-07 21:00:00,NA,NA,NA,",BKN NA"
1868-05-08,NA,8.33,NA,NA
1868-05-08,NA,NA,NA,NA
1868-05-08,NA,NA,NA,NA
1868-05-08 07:00:00,4.44,NA,NA,NA
1868-05-08 07:00:00,NA,NA,NA,",BKN NA"
1868-05-08 14:00:00,12.78,NA,NA,NA
1868-05-08 14:00:00,NA,NA,NA,",BKN NA"
1868-05-08 21:00:00,7.78,NA,NA,NA
1868-05-08 21:00:00,NA,NA,NA,",SKC NA"
1868-05-09,NA,11.11,NA,NA
1868-05-09,NA,NA,NA,NA
1868-05-09,NA,NA,NA,NA
1868-05-09 07:00:00,6.67,NA,NA,NA
1868-05-09 07:00:00,NA,NA,NA,",SKC NA"
1868-05-09 14:00:00,15.56,NA,NA,NA
1868-05-09 14:00:00,NA,NA,NA,",SKC NA"
1868-05-09 21:00:00,11.11,NA,NA,NA
1868-05-09 21:00:00,NA,NA,NA,",SKC NA"
1868-05-10,NA,10.56,NA,NA
1868-05-10,NA,NA,NA,NA
1868-05-10 07:00:00,7.78,NA,NA,NA
1868-05-10 07:00:00,NA,NA,NA,",SKC NA"
1868-05-10 14:00:00,12.22,NA,NA,NA
1868-05-10 14:00:00,NA,NA,NA,",SKC NA"
1868-05-10 21:00:00,12.22,NA,NA,NA
1868-05-10 21:00:00,NA,NA,NA,",SKC NA"
1868-05-11,NA,12.78,NA,NA
1868-05-11,NA,NA,NA,NA
1868-05-11 07:00:00,11.11,NA,NA,NA
1868-05-11 07:00:00,NA,NA,NA,",SKC NA"
1868-05-11 14:00:00,14.44,NA,NA,NA
1868-05-11 14:00:00,NA,NA,NA,",SKC NA"
1868-05-11 21:00:00,13.33,NA,NA,NA
1868-05-11 21:00:00,NA,NA,NA,",SKC NA"
1868-05-12,NA,13.33,NA,NA
1868-05-12,NA,NA,NA,NA
1868-05-12 07:00:00,10,NA,NA,NA
1868-05-12 07:00:00,NA,NA,NA,",SKC NA"
1868-05-12 14:00:00,15.56,NA,NA,NA
1868-05-12 14:00:00,NA,NA,NA,",SKC NA"
1868-05-12 21:00:00,14.44,NA,NA,NA
1868-05-12 21:00:00,NA,NA,NA,",SKC NA"
1868-05-13,NA,5,NA,NA
1868-05-13,NA,NA,NA,NA
1868-05-13 07:00:00,4.44,NA,NA,NA
1868-05-13 07:00:00,NA,NA,NA,",RA NA"
1868-05-13 14:00:00,5.56,NA,NA,NA
1868-05-13 14:00:00,NA,NA,NA,",RA NA"
1868-05-13 21:00:00,6.11,NA,NA,NA
1868-05-13 21:00:00,NA,NA,NA,",OVC NA"
1868-05-14,NA,11.67,NA,NA
1868-05-14,NA,NA,NA,NA
1868-05-14 07:00:00,10,NA,NA,NA
1868-05-14 07:00:00,NA,NA,NA,",OVC NA"
1868-05-14 14:00:00,14.44,NA,NA,NA
1868-05-14 14:00:00,NA,NA,NA,",RA NA"
1868-05-14 21:00:00,11.11,NA,NA,NA
1868-05-14 21:00:00,NA,NA,NA,",BKN NA"
1868-05-15,NA,13.89,NA,NA
1868-05-15,NA,NA,NA,NA
1868-05-15 07:00:00,11.11,NA,NA,NA
1868-05-15 07:00:00,NA,NA,NA,",OVC NA"
1868-05-15 14:00:00,16.67,NA,NA,NA
1868-05-15 14:00:00,NA,NA,NA,",RA NA"
1868-05-15 21:00:00,14.44,NA,NA,NA
1868-05-15 21:00:00,NA,NA,NA,",BKN NA"
1868-05-16,NA,14.44,NA,NA
1868-05-16,NA,NA,NA,NA
1868-05-16 07:00:00,15.56,NA,NA,NA
1868-05-16 07:00:00,NA,NA,NA,",BKN NA"
1868-05-16 14:00:00,15.56,NA,NA,NA
1868-05-16 14:00:00,NA,NA,NA,",OVC NA"
1868-05-16 21:00:00,12.78,NA,NA,NA
1868-05-16 21:00:00,NA,NA,NA,",OVC NA"
1868-05-17,NA,13.33,NA,NA
1868-05-17,NA,NA,NA,NA
1868-05-17 07:00:00,13.33,NA,NA,NA
1868-05-17 07:00:00,NA,NA,NA,",OVC NA"
1868-05-17 14:00:00,16.67,NA,NA,NA
1868-05-17 14:00:00,NA,NA,NA,",RA NA"
1868-05-17 21:00:00,11.11,NA,NA,NA
1868-05-17 21:00:00,NA,NA,NA,",RA NA"
1868-05-18,NA,8.33,NA,NA
1868-05-18,NA,NA,NA,NA
1868-05-18 07:00:00,4.44,NA,NA,NA
1868-05-18 07:00:00,NA,NA,NA,",RA NA"
1868-05-18 14:00:00,10,NA,NA,NA
1868-05-18 14:00:00,NA,NA,NA,",RA NA"
1868-05-18 21:00:00,11.11,NA,NA,NA
1868-05-18 21:00:00,NA,NA,NA,",SKC NA"
1868-05-19,NA,11.11,NA,NA
1868-05-19,NA,NA,NA,NA
1868-05-19 07:00:00,7.78,NA,NA,NA
1868-05-19 07:00:00,NA,NA,NA,",SKC NA"
1868-05-19 14:00:00,13.33,NA,NA,NA
1868-05-19 14:00:00,NA,NA,NA,",SKC NA"
1868-05-19 21:00:00,13.33,NA,NA,NA
1868-05-19 21:00:00,NA,NA,NA,",OVC NA"
1868-05-20,NA,10,NA,NA
1868-05-20,NA,NA,NA,NA
1868-05-20 07:00:00,6.67,NA,NA,NA
1868-05-20 07:00:00,NA,NA,NA,",BKN NA"
1868-05-20 14:00:00,12.22,NA,NA,NA
1868-05-20 14:00:00,NA,NA,NA,",BKN NA"
1868-05-20 21:00:00,12.22,NA,NA,NA
1868-05-20 21:00:00,NA,NA,NA,",BKN NA"
1868-05-21,NA,12.22,NA,NA
1868-05-21,NA,NA,NA,NA
1868-05-21 07:00:00,12.22,NA,NA,NA
1868-05-21 07:00:00,NA,NA,NA,",OVC NA"
1868-05-21 14:00:00,13.33,NA,NA,NA
1868-05-21 14:00:00,NA,NA,NA,",OVC NA"
1868-05-21 21:00:00,11.11,NA,NA,NA
1868-05-21 21:00:00,NA,NA,NA,",RA NA"
1868-05-22,NA,12.22,NA,NA
1868-05-22,NA,NA,NA,NA
1868-05-22 07:00:00,11.11,NA,NA,NA
1868-05-22 07:00:00,NA,NA,NA,",RA NA"
1868-05-22 14:00:00,12.22,NA,NA,NA
1868-05-22 14:00:00,NA,NA,NA,",OVC NA"
1868-05-22 21:00:00,13.33,NA,NA,NA
1868-05-22 21:00:00,NA,NA,NA,",OVC NA"
1868-05-23,NA,13.33,NA,NA
1868-05-23,NA,NA,NA,NA
1868-05-23 07:00:00,12.22,NA,NA,NA
1868-05-23 07:00:00,NA,NA,NA,",OVC NA"
1868-05-23 14:00:00,15.56,NA,NA,NA
1868-05-23 14:00:00,NA,NA,NA,",BKN NA"
1868-05-23 21:00:00,13.33,NA,NA,NA
1868-05-23 21:00:00,NA,NA,NA,",SKC NA"
1868-05-24,NA,15,NA,NA
1868-05-24,NA,NA,NA,NA
1868-05-24 07:00:00,13.33,NA,NA,NA
1868-05-24 07:00:00,NA,NA,NA,",OVC NA"
1868-05-24 14:00:00,18.33,NA,NA,NA
1868-05-24 14:00:00,NA,NA,NA,",BKN NA"
1868-05-24 21:00:00,14.44,NA,NA,NA
1868-05-24 21:00:00,NA,NA,NA,",BKN NA"
1868-05-25,NA,17.22,NA,NA
1868-05-25,NA,NA,NA,NA
1868-05-25 07:00:00,15.56,NA,NA,NA
1868-05-25 07:00:00,NA,NA,NA,",SKC NA"
1868-05-25 14:00:00,20,NA,NA,NA
1868-05-25 14:00:00,NA,NA,NA,",SKC NA"
1868-05-25 21:00:00,16.67,NA,NA,NA
1868-05-25 21:00:00,NA,NA,NA,",SKC NA"
1868-05-26,NA,22.22,NA,NA
1868-05-26,NA,NA,NA,NA
1868-05-26 07:00:00,17.22,NA,NA,NA
1868-05-26 07:00:00,NA,NA,NA,",SKC NA"
1868-05-26 14:00:00,25.56,NA,NA,NA
1868-05-26 14:00:00,NA,NA,NA,",SKC NA"
1868-05-26 21:00:00,24.44,NA,NA,NA
1868-05-26 21:00:00,NA,NA,NA,",SKC NA"
1868-05-27,NA,23.33,NA,NA
1868-05-27,NA,NA,NA,NA
1868-05-27 07:00:00,22.22,NA,NA,NA
1868-05-27 07:00:00,NA,NA,NA,",SKC NA"
1868-05-27 14:00:00,26.67,NA,NA,NA
1868-05-27 14:00:00,NA,NA,NA,",RA NA"
1868-05-27 21:00:00,21.11,NA,NA,NA
1868-05-27 21:00:00,NA,NA,NA,",BKN NA"
1868-05-28,NA,20,NA,NA
1868-05-28,NA,NA,NA,NA
1868-05-28 07:00:00,17.78,NA,NA,NA
1868-05-28 07:00:00,NA,NA,NA,",OVC NA"
1868-05-28 14:00:00,23.33,NA,NA,NA
1868-05-28 14:00:00,NA,NA,NA,",BKN NA"
1868-05-28 21:00:00,18.89,NA,NA,NA
1868-05-28 21:00:00,NA,NA,NA,",BKN NA"
1868-05-29,NA,17.22,NA,NA
1868-05-29,NA,NA,NA,NA
1868-05-29 07:00:00,15.56,NA,NA,NA
1868-05-29 07:00:00,NA,NA,NA,",OVC NA"
1868-05-29 14:00:00,19.44,NA,NA,NA
1868-05-29 14:00:00,NA,NA,NA,",OVC NA"
1868-05-29 21:00:00,16.67,NA,NA,NA
1868-05-29 21:00:00,NA,NA,NA,",RA NA"
1868-05-30,NA,20,NA,NA
1868-05-30,NA,NA,NA,NA
1868-05-30 07:00:00,20,NA,NA,NA
1868-05-30 07:00:00,NA,NA,NA,",OVC NA"
1868-05-30 14:00:00,23.33,NA,NA,NA
1868-05-30 14:00:00,NA,NA,NA,",RA NA"
1868-05-30 21:00:00,17.78,NA,NA,NA
1868-05-30 21:00:00,NA,NA,NA,",OVC NA"
1868-05-31,NA,16.67,NA,NA
1868-05-31,NA,NA,NA,NA
1868-05-31 07:00:00,14.44,NA,NA,NA
1868-05-31 07:00:00,NA,NA,NA,",OVC NA"
1868-05-31 14:00:00,21.11,NA,NA,NA
1868-05-31 14:00:00,NA,NA,NA,",BKN NA"
1868-05-31 21:00:00,15.56,NA,NA,NA
1868-05-31 21:00:00,NA,NA,NA,",SKC NA"
1868-06-01,NA,11.11,NA,NA
1868-06-01,NA,NA,15.56,NA
1868-06-01,NA,NA,NA,NA
1868-06-01,NA,NA,NA,NA
1868-06-01 07:00:00,11.11,NA,NA,NA
1868-06-01 07:00:00,NA,NA,NA,",BKN NA"
1868-06-01 14:00:00,NA,NA,NA,NA
1868-06-01 14:00:00,NA,NA,NA,",RA NA"
1868-06-01 21:00:00,12.22,NA,NA,NA
1868-06-01 21:00:00,NA,NA,NA,",SKC NA"
1868-06-02,NA,11.67,NA,NA
1868-06-02,NA,NA,16.67,NA
1868-06-02,NA,NA,NA,NA
1868-06-02,NA,NA,NA,NA
1868-06-02 07:00:00,10,NA,NA,NA
1868-06-02 07:00:00,NA,NA,NA,",SKC NA"
1868-06-02 14:00:00,NA,NA,NA,NA
1868-06-02 14:00:00,NA,NA,NA,",SKC NA"
1868-06-02 21:00:00,13.33,NA,NA,NA
1868-06-02 21:00:00,NA,NA,NA,",SKC NA"
1868-06-03,NA,11.67,NA,NA
1868-06-03,NA,NA,17.78,NA
1868-06-03,NA,NA,NA,NA
1868-06-03,NA,NA,NA,NA
1868-06-03 07:00:00,10,NA,NA,NA
1868-06-03 07:00:00,NA,NA,NA,",BKN NA"
1868-06-03 14:00:00,NA,NA,NA,NA
1868-06-03 14:00:00,NA,NA,NA,",BKN NA"
1868-06-03 21:00:00,13.33,NA,NA,NA
1868-06-03 21:00:00,NA,NA,NA,",OVC NA"
1868-06-04,NA,16.67,NA,NA
1868-06-04,NA,NA,23.89,NA
1868-06-04,NA,NA,NA,NA
1868-06-04,NA,NA,NA,NA
1868-06-04 07:00:00,13.33,NA,NA,NA
1868-06-04 07:00:00,NA,NA,NA,",OVC NA"
1868-06-04 14:00:00,NA,NA,NA,NA
1868-06-04 14:00:00,NA,NA,NA,",BKN NA"
1868-06-04 21:00:00,21.11,NA,NA,NA
1868-06-04 21:00:00,NA,NA,NA,",SKC NA"
1868-06-05,NA,18.89,NA,NA
1868-06-05,NA,NA,24.44,NA
1868-06-05,NA,NA,NA,NA
1868-06-05,NA,NA,NA,NA
1868-06-05 07:00:00,14.44,NA,NA,NA
1868-06-05 07:00:00,NA,NA,NA,",RA NA"
1868-06-05 14:00:00,NA,NA,NA,NA
1868-06-05 14:00:00,NA,NA,NA,",RA NA"
1868-06-05 21:00:00,22.22,NA,NA,NA
1868-06-05 21:00:00,NA,NA,NA,",RA NA"
1868-06-06,NA,17.78,NA,NA
1868-06-06,NA,NA,23.89,NA
1868-06-06,NA,NA,NA,NA
1868-06-06,NA,NA,NA,NA
1868-06-06 07:00:00,17.22,NA,NA,NA
1868-06-06 07:00:00,NA,NA,NA,",RA NA"
1868-06-06 14:00:00,NA,NA,NA,NA
1868-06-06 14:00:00,NA,NA,NA,",OVC NA"
1868-06-06 21:00:00,15.56,NA,NA,NA
1868-06-06 21:00:00,NA,NA,NA,",RA NA"
1868-06-07,NA,12.22,NA,NA
1868-06-07,NA,NA,16.67,NA
1868-06-07,NA,NA,NA,NA
1868-06-07,NA,NA,NA,NA
1868-06-07 07:00:00,8.89,NA,NA,NA
1868-06-07 07:00:00,NA,NA,NA,",BKN NA"
1868-06-07 14:00:00,NA,NA,NA,NA
1868-06-07 14:00:00,NA,NA,NA,",SKC NA"
1868-06-07 21:00:00,15.56,NA,NA,NA
1868-06-07 21:00:00,NA,NA,NA,",SKC NA"
1868-06-08,NA,12.78,NA,NA
1868-06-08,NA,NA,22.22,NA
1868-06-08,NA,NA,NA,NA
1868-06-08 07:00:00,10,NA,NA,NA
1868-06-08 07:00:00,NA,NA,NA,",BKN NA"
1868-06-08 14:00:00,NA,NA,NA,NA
1868-06-08 14:00:00,NA,NA,NA,",OVC NA"
1868-06-08 21:00:00,15.56,NA,NA,NA
1868-06-08 21:00:00,NA,NA,NA,",RA NA"
1868-06-09,NA,11.67,NA,NA
1868-06-09,NA,NA,17.78,NA
1868-06-09,NA,NA,NA,NA
1868-06-09,NA,NA,NA,NA
1868-06-09 07:00:00,7.78,NA,NA,NA
1868-06-09 07:00:00,NA,NA,NA,",OVC NA"
1868-06-09 14:00:00,NA,NA,NA,NA
1868-06-09 14:00:00,NA,NA,NA,",SKC NA"
1868-06-09 21:00:00,15.56,NA,NA,NA
1868-06-09 21:00:00,NA,NA,NA,",SKC NA"
1868-06-10,NA,10.56,NA,NA
1868-06-10,NA,NA,18.33,NA
1868-06-10,NA,NA,NA,NA
1868-06-10,NA,NA,NA,NA
1868-06-10 07:00:00,5.56,NA,NA,NA
1868-06-10 07:00:00,NA,NA,NA,",SKC NA"
1868-06-10 14:00:00,NA,NA,NA,NA
1868-06-10 14:00:00,NA,NA,NA,",SKC NA"
1868-06-10 21:00:00,14.44,NA,NA,NA
1868-06-10 21:00:00,NA,NA,NA,",SKC NA"
1868-06-11,NA,11.67,NA,NA
1868-06-11,NA,NA,20.56,NA
1868-06-11,NA,NA,NA,NA
1868-06-11,NA,NA,NA,NA
1868-06-11 07:00:00,6.67,NA,NA,NA
1868-06-11 07:00:00,NA,NA,NA,",SKC NA"
1868-06-11 14:00:00,NA,NA,NA,NA
1868-06-11 14:00:00,NA,NA,NA,",BKN NA"
1868-06-11 21:00:00,15.56,NA,NA,NA
1868-06-11 21:00:00,NA,NA,NA,",SKC NA"
1868-06-12,NA,13.89,NA,NA
1868-06-12,NA,NA,22.22,NA
1868-06-12,NA,NA,NA,NA
1868-06-12,NA,NA,NA,NA
1868-06-12 07:00:00,10,NA,NA,NA
1868-06-12 07:00:00,NA,NA,NA,",SKC NA"
1868-06-12 14:00:00,NA,NA,NA,NA
1868-06-12 14:00:00,NA,NA,NA,",SKC NA"
1868-06-12 21:00:00,15.56,NA,NA,NA
1868-06-12 21:00:00,NA,NA,NA,",SKC NA"
1868-06-13,NA,20.56,NA,NA
1868-06-13,NA,NA,32.78,NA
1868-06-13,NA,NA,NA,NA
1868-06-13,NA,NA,NA,NA
1868-06-13 07:00:00,14.44,NA,NA,NA
1868-06-13 07:00:00,NA,NA,NA,",BKN NA"
1868-06-13 14:00:00,NA,NA,NA,NA
1868-06-13 14:00:00,NA,NA,NA,",BKN NA"
1868-06-13 21:00:00,23.89,NA,NA,NA
1868-06-13 21:00:00,NA,NA,NA,",OVC NA"
1868-06-14,NA,21.67,NA,NA
1868-06-14,NA,NA,33.89,NA
1868-06-14,NA,NA,NA,NA
1868-06-14,NA,NA,NA,NA
1868-06-14 07:00:00,18.33,NA,NA,NA
1868-06-14 07:00:00,NA,NA,NA,",BKN NA"
1868-06-14 14:00:00,NA,NA,NA,NA
1868-06-14 14:00:00,NA,NA,NA,",BKN NA"
1868-06-14 21:00:00,20,NA,NA,NA
1868-06-14 21:00:00,NA,NA,NA,",BKN NA"
1868-06-15,NA,22.22,NA,NA
1868-06-15,NA,NA,35.56,NA
1868-06-15,NA,NA,NA,NA
1868-06-15,NA,NA,NA,NA
1868-06-15 07:00:00,18.89,NA,NA,NA
1868-06-15 07:00:00,NA,NA,NA,",BKN NA"
1868-06-15 14:00:00,NA,NA,NA,NA
1868-06-15 14:00:00,NA,NA,NA,",BKN NA"
1868-06-15 21:00:00,18.33,NA,NA,NA
1868-06-15 21:00:00,NA,NA,NA,",RA NA"
1868-06-16,NA,21.11,NA,NA
1868-06-16,NA,NA,30,NA
1868-06-16,NA,NA,NA,NA
1868-06-16,NA,NA,NA,NA
1868-06-16 07:00:00,17.22,NA,NA,NA
1868-06-16 07:00:00,NA,NA,NA,",OVC NA"
1868-06-16 14:00:00,NA,NA,NA,NA
1868-06-16 14:00:00,NA,NA,NA,",BKN NA"
1868-06-16 21:00:00,23.89,NA,NA,NA
1868-06-16 21:00:00,NA,NA,NA,",SKC NA"
1868-06-17,NA,23.89,NA,NA
1868-06-17,NA,NA,32.78,NA
1868-06-17,NA,NA,NA,NA
1868-06-17,NA,NA,NA,NA
1868-06-17 07:00:00,17.78,NA,NA,NA
1868-06-17 07:00:00,NA,NA,NA,",BKN NA"
1868-06-17 14:00:00,NA,NA,NA,NA
1868-06-17 14:00:00,NA,NA,NA,",SKC NA"
1868-06-17 21:00:00,30,NA,NA,NA
1868-06-17 21:00:00,NA,NA,NA,",SKC NA"
1868-06-18,NA,24.44,NA,NA
1868-06-18,NA,NA,34.44,NA
1868-06-18,NA,NA,NA,NA
1868-06-18,NA,NA,NA,NA
1868-06-18 07:00:00,18.33,NA,NA,NA
1868-06-18 07:00:00,NA,NA,NA,",SKC NA"
1868-06-18 14:00:00,NA,NA,NA,NA
1868-06-18 14:00:00,NA,NA,NA,",SKC NA"
1868-06-18 21:00:00,28.89,NA,NA,NA
1868-06-18 21:00:00,NA,NA,NA,",SKC NA"
1868-06-19,NA,25.56,NA,NA
1868-06-19,NA,NA,33.89,NA
1868-06-19,NA,NA,NA,NA
1868-06-19,NA,NA,NA,NA
1868-06-19 07:00:00,21.11,NA,NA,NA
1868-06-19 07:00:00,NA,NA,NA,",BKN NA"
1868-06-19 14:00:00,NA,NA,NA,NA
1868-06-19 14:00:00,NA,NA,NA,",SKC NA"
1868-06-19 21:00:00,28.89,NA,NA,NA
1868-06-19 21:00:00,NA,NA,NA,",BKN NA"
1868-06-20,NA,21.11,NA,NA
1868-06-20,NA,NA,27.78,NA
1868-06-20,NA,NA,NA,NA
1868-06-20,NA,NA,NA,NA
1868-06-20 07:00:00,20,NA,NA,NA
1868-06-20 07:00:00,NA,NA,NA,",BKN NA"
1868-06-20 14:00:00,NA,NA,NA,NA
1868-06-20 14:00:00,NA,NA,NA,",BKN NA"
1868-06-20 21:00:00,20,NA,NA,NA
1868-06-20 21:00:00,NA,NA,NA,",RA NA"
1868-06-21,NA,16.67,NA,NA
1868-06-21,NA,NA,22.22,NA
1868-06-21,NA,NA,NA,NA
1868-06-21 07:00:00,13.89,NA,NA,NA
1868-06-21 07:00:00,NA,NA,NA,",OVC NA"
1868-06-21 14:00:00,NA,NA,NA,NA
1868-06-21 14:00:00,NA,NA,NA,",RA NA"
1868-06-21 21:00:00,17.78,NA,NA,NA
1868-06-21 21:00:00,NA,NA,NA,",OVC NA"
1868-06-22,NA,17.78,NA,NA
1868-06-22,NA,NA,27.22,NA
1868-06-22,NA,NA,NA,NA
1868-06-22,NA,NA,NA,NA
1868-06-22 07:00:00,13.33,NA,NA,NA
1868-06-22 07:00:00,NA,NA,NA,",OVC NA"
1868-06-22 14:00:00,NA,NA,NA,NA
1868-06-22 14:00:00,NA,NA,NA,",BKN NA"
1868-06-22 21:00:00,17.78,NA,NA,NA
1868-06-22 21:00:00,NA,NA,NA,",BKN NA"
1868-06-23,NA,18.89,NA,NA
1868-06-23,NA,NA,29.44,NA
1868-06-23,NA,NA,NA,NA
1868-06-23,NA,NA,NA,NA
1868-06-23 07:00:00,14.44,NA,NA,NA
1868-06-23 07:00:00,NA,NA,NA,",BKN NA"
1868-06-23 14:00:00,NA,NA,NA,NA
1868-06-23 14:00:00,NA,NA,NA,",BKN NA"
1868-06-23 21:00:00,19.44,NA,NA,NA
1868-06-23 21:00:00,NA,NA,NA,",BKN NA"
1868-06-24,NA,17.78,NA,NA
1868-06-24,NA,NA,29.44,NA
1868-06-24,NA,NA,NA,NA
1868-06-24,NA,NA,NA,NA
1868-06-24 07:00:00,11.11,NA,NA,NA
1868-06-24 07:00:00,NA,NA,NA,",SKC NA"
1868-06-24 14:00:00,NA,NA,NA,NA
1868-06-24 14:00:00,NA,NA,NA,",SKC NA"
1868-06-24 21:00:00,21.11,NA,NA,NA
1868-06-24 21:00:00,NA,NA,NA,",SKC NA"
1868-06-25,NA,18.33,NA,NA
1868-06-25,NA,NA,26.67,NA
1868-06-25,NA,NA,NA,NA
1868-06-25,NA,NA,NA,NA
1868-06-25 07:00:00,13.89,NA,NA,NA
1868-06-25 07:00:00,NA,NA,NA,",SKC NA"
1868-06-25 14:00:00,NA,NA,NA,NA
1868-06-25 14:00:00,NA,NA,NA,",SKC NA"
1868-06-25 21:00:00,21.11,NA,NA,NA
