"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"ThunderBay","48.38","-89.25","190","America/Thunder_Bay","5","71072","6048260"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","dd","pr","ta","ww"
1870-07-27 12:00:00,NA,NA,NA,NA
1870-07-27 15:00:00,NA,NA,NA,NA
1870-07-27 15:00:00,270,NA,NA,NA
1870-07-27 15:00:00,NA,NA,NA,NA
1870-07-27 15:00:00,NA,0,NA,NA
1870-07-27 15:00:00,NA,NA,31.11,NA
1870-07-27 15:00:00,NA,NA,NA,NA
1870-07-28 09:00:00,NA,NA,NA,NA
1870-07-28 09:00:00,270,NA,NA,NA
1870-07-28 09:00:00,NA,NA,NA,NA
1870-07-28 09:00:00,NA,0,NA,NA
1870-07-28 09:00:00,NA,NA,17.78,NA
1870-07-28 09:00:00,NA,NA,NA,NA
1870-07-28 12:00:00,NA,NA,NA,NA
1870-07-28 12:00:00,270,NA,NA,NA
1870-07-28 12:00:00,NA,NA,NA,NA
1870-07-28 12:00:00,NA,0,NA,NA
1870-07-28 12:00:00,NA,NA,21.11,NA
1870-07-28 12:00:00,NA,NA,NA,NA
1870-07-28 15:00:00,NA,NA,NA,NA
1870-07-28 15:00:00,225,NA,NA,NA
1870-07-28 15:00:00,NA,NA,NA,NA
1870-07-28 15:00:00,NA,0,NA,NA
1870-07-28 15:00:00,NA,NA,23.33,NA
1870-07-28 15:00:00,NA,NA,NA,NA
1870-07-29 09:00:00,NA,NA,NA,NA
1870-07-29 09:00:00,90,NA,NA,NA
1870-07-29 09:00:00,NA,NA,NA,NA
1870-07-29 09:00:00,NA,0,NA,NA
1870-07-29 09:00:00,NA,NA,23.33,NA
1870-07-29 09:00:00,NA,NA,NA,NA
1870-07-29 12:00:00,NA,NA,NA,NA
1870-07-29 12:00:00,90,NA,NA,NA
1870-07-29 12:00:00,NA,NA,NA,NA
1870-07-29 12:00:00,NA,0,NA,NA
1870-07-29 12:00:00,NA,NA,25.56,NA
1870-07-29 12:00:00,NA,NA,NA,",SKC NA"
1870-07-29 15:00:00,NA,NA,NA,NA
1870-07-29 15:00:00,90,NA,NA,NA
1870-07-29 15:00:00,NA,NA,NA,NA
1870-07-29 15:00:00,NA,0,NA,NA
1870-07-29 15:00:00,NA,NA,26.67,NA
1870-07-29 15:00:00,NA,NA,NA,NA
1870-07-30 09:00:00,NA,NA,NA,NA
1870-07-30 09:00:00,NA,NA,NA,NA
1870-07-30 09:00:00,NA,NA,NA,NA
1870-07-30 09:00:00,NA,0,NA,NA
1870-07-30 09:00:00,NA,NA,18.89,NA
1870-07-30 09:00:00,NA,NA,NA,NA
1870-07-30 12:00:00,NA,NA,NA,NA
1870-07-30 12:00:00,180,NA,NA,NA
1870-07-30 12:00:00,NA,NA,NA,NA
1870-07-30 12:00:00,NA,0,NA,NA
1870-07-30 12:00:00,NA,NA,21.11,NA
1870-07-30 12:00:00,NA,NA,NA,NA
1870-07-30 15:00:00,NA,NA,NA,NA
1870-07-30 15:00:00,180,NA,NA,NA
1870-07-30 15:00:00,NA,NA,NA,NA
1870-07-30 15:00:00,NA,0,NA,NA
1870-07-30 15:00:00,NA,NA,22.22,NA
1870-07-30 15:00:00,NA,NA,NA,NA
1870-07-31 09:00:00,NA,NA,NA,NA
1870-07-31 09:00:00,225,NA,NA,NA
1870-07-31 09:00:00,NA,NA,NA,NA
1870-07-31 09:00:00,NA,0,NA,NA
1870-07-31 09:00:00,NA,NA,25.56,NA
1870-07-31 09:00:00,NA,NA,NA,NA
1870-07-31 12:00:00,NA,NA,NA,NA
1870-07-31 12:00:00,315,NA,NA,NA
1870-07-31 12:00:00,NA,NA,NA,NA
1870-07-31 12:00:00,NA,0,NA,NA
1870-07-31 12:00:00,NA,NA,28.89,NA
1870-07-31 12:00:00,NA,NA,NA,NA
1870-07-31 15:00:00,NA,NA,NA,NA
1870-07-31 15:00:00,315,NA,NA,NA
1870-07-31 15:00:00,NA,NA,NA,NA
1870-07-31 15:00:00,NA,0,NA,NA
1870-07-31 15:00:00,NA,NA,26.67,NA
1870-07-31 15:00:00,NA,NA,NA,NA
1870-08-01 09:00:00,NA,NA,NA,NA
1870-08-01 09:00:00,270,NA,NA,NA
1870-08-01 09:00:00,NA,NA,NA,NA
1870-08-01 09:00:00,NA,0,NA,NA
1870-08-01 09:00:00,NA,NA,15.56,NA
1870-08-01 09:00:00,NA,NA,NA,",SKC NA"
1870-08-01 12:00:00,NA,NA,NA,NA
1870-08-01 12:00:00,180,NA,NA,NA
1870-08-01 12:00:00,NA,NA,NA,NA
1870-08-01 12:00:00,NA,0,NA,NA
1870-08-01 12:00:00,NA,NA,20,NA
1870-08-01 12:00:00,NA,NA,NA,",SKC NA"
1870-08-01 15:00:00,NA,NA,NA,NA
1870-08-01 15:00:00,135,NA,NA,NA
1870-08-01 15:00:00,NA,NA,NA,NA
1870-08-01 15:00:00,NA,0,NA,NA
1870-08-01 15:00:00,NA,NA,18.89,NA
1870-08-01 15:00:00,NA,NA,NA,NA
1870-08-02 09:00:00,NA,NA,NA,NA
1870-08-02 09:00:00,135,NA,NA,NA
1870-08-02 09:00:00,NA,NA,NA,NA
1870-08-02 09:00:00,NA,0,NA,NA
1870-08-02 09:00:00,NA,NA,16.67,NA
1870-08-02 09:00:00,NA,NA,NA,",SKC NA"
1870-08-02 12:00:00,NA,NA,NA,NA
1870-08-02 12:00:00,135,NA,NA,NA
1870-08-02 12:00:00,NA,NA,NA,NA
1870-08-02 12:00:00,NA,0,NA,NA
1870-08-02 12:00:00,NA,NA,16.67,NA
1870-08-02 12:00:00,NA,NA,NA,",SKC NA"
1870-08-02 15:00:00,NA,NA,NA,NA
1870-08-02 15:00:00,270,NA,NA,NA
1870-08-02 15:00:00,NA,NA,NA,NA
1870-08-02 15:00:00,NA,0,NA,NA
1870-08-02 15:00:00,NA,NA,17.78,NA
1870-08-02 15:00:00,NA,NA,NA,NA
1870-08-03 09:00:00,NA,NA,NA,NA
1870-08-03 09:00:00,225,NA,NA,NA
1870-08-03 09:00:00,NA,NA,NA,NA
1870-08-03 09:00:00,NA,0,NA,NA
1870-08-03 09:00:00,NA,NA,20,NA
1870-08-03 09:00:00,NA,NA,NA,",SKC NA"
1870-08-03 12:00:00,NA,NA,NA,NA
1870-08-03 12:00:00,NA,NA,NA,NA
1870-08-03 12:00:00,NA,NA,NA,NA
1870-08-03 12:00:00,NA,0,NA,NA
1870-08-03 12:00:00,NA,NA,17.78,NA
1870-08-03 12:00:00,NA,NA,NA,",SKC NA"
1870-08-03 15:00:00,NA,NA,NA,NA
1870-08-03 15:00:00,270,NA,NA,NA
1870-08-03 15:00:00,NA,NA,NA,NA
1870-08-03 15:00:00,NA,0,NA,NA
1870-08-03 15:00:00,NA,NA,18.89,NA
1870-08-03 15:00:00,NA,NA,NA,NA
1870-08-04 09:00:00,NA,NA,NA,NA
1870-08-04 09:00:00,270,NA,NA,NA
1870-08-04 09:00:00,NA,NA,NA,NA
1870-08-04 09:00:00,NA,0,NA,NA
1870-08-04 09:00:00,NA,NA,26.67,NA
1870-08-04 09:00:00,NA,NA,NA,",SKC NA"
1870-08-04 12:00:00,NA,NA,NA,NA
1870-08-04 12:00:00,NA,NA,NA,NA
1870-08-04 12:00:00,NA,NA,NA,NA
1870-08-04 12:00:00,NA,0,NA,NA
1870-08-04 12:00:00,NA,NA,28.89,NA
1870-08-04 12:00:00,NA,NA,NA,",SKC NA"
1870-08-04 15:00:00,NA,NA,NA,NA
1870-08-04 15:00:00,315,NA,NA,NA
1870-08-04 15:00:00,NA,NA,NA,NA
1870-08-04 15:00:00,NA,0,NA,NA
1870-08-04 15:00:00,NA,NA,30,NA
1870-08-04 15:00:00,NA,NA,NA,NA
1870-08-05 09:00:00,NA,NA,NA,NA
1870-08-05 09:00:00,0,NA,NA,NA
1870-08-05 09:00:00,NA,NA,NA,NA
1870-08-05 09:00:00,NA,2.54,NA,NA
1870-08-05 09:00:00,NA,NA,17.78,NA
1870-08-05 09:00:00,NA,NA,NA,",RA NA"
1870-08-05 12:00:00,NA,NA,NA,NA
1870-08-05 12:00:00,0,NA,NA,NA
1870-08-05 12:00:00,NA,NA,NA,NA
1870-08-05 12:00:00,NA,0,NA,NA
1870-08-05 12:00:00,NA,NA,21.11,NA
1870-08-05 12:00:00,NA,NA,NA,NA
1870-08-05 15:00:00,NA,NA,NA,NA
1870-08-05 15:00:00,0,NA,NA,NA
1870-08-05 15:00:00,NA,NA,NA,NA
1870-08-05 15:00:00,NA,0,NA,NA
1870-08-05 15:00:00,NA,NA,22.22,NA
1870-08-05 15:00:00,NA,NA,NA,",SKC NA"
1870-08-06 09:00:00,NA,NA,NA,NA
1870-08-06 09:00:00,270,NA,NA,NA
1870-08-06 09:00:00,NA,NA,NA,NA
1870-08-06 09:00:00,NA,0,NA,NA
1870-08-06 09:00:00,NA,NA,18.89,NA
1870-08-06 09:00:00,NA,NA,NA,",SKC NA"
1870-08-06 12:00:00,NA,NA,NA,NA
1870-08-06 12:00:00,225,NA,NA,NA
1870-08-06 12:00:00,NA,NA,NA,NA
1870-08-06 12:00:00,NA,2.54,NA,NA
1870-08-06 12:00:00,NA,NA,20,NA
1870-08-06 12:00:00,NA,NA,NA,NA
1870-08-06 15:00:00,NA,NA,NA,NA
1870-08-06 15:00:00,225,NA,NA,NA
1870-08-06 15:00:00,NA,NA,NA,NA
1870-08-06 15:00:00,NA,25.4,NA,NA
1870-08-06 15:00:00,NA,NA,20,NA
1870-08-06 15:00:00,NA,NA,NA,",RA NA"
1870-08-07 09:00:00,NA,NA,NA,NA
1870-08-07 09:00:00,NA,NA,NA,NA
1870-08-07 09:00:00,NA,NA,NA,NA
1870-08-07 09:00:00,NA,0,NA,NA
1870-08-07 09:00:00,NA,NA,15.56,NA
1870-08-07 09:00:00,NA,NA,NA,NA
1870-08-07 12:00:00,NA,NA,NA,NA
1870-08-07 12:00:00,45,NA,NA,NA
1870-08-07 12:00:00,NA,NA,NA,NA
1870-08-07 12:00:00,NA,0,NA,NA
1870-08-07 12:00:00,NA,NA,18.89,NA
1870-08-07 12:00:00,NA,NA,NA,",SKC NA"
1870-08-07 15:00:00,NA,NA,NA,NA
1870-08-07 15:00:00,45,NA,NA,NA
1870-08-07 15:00:00,NA,NA,NA,NA
1870-08-07 15:00:00,NA,0,NA,NA
1870-08-07 15:00:00,NA,NA,18.89,NA
1870-08-07 15:00:00,NA,NA,NA,",SKC NA"
1870-08-08 09:00:00,NA,NA,NA,NA
1870-08-08 09:00:00,NA,NA,NA,NA
1870-08-08 09:00:00,NA,NA,NA,NA
1870-08-08 09:00:00,NA,2.54,NA,NA
1870-08-08 09:00:00,NA,NA,15.56,NA
1870-08-08 09:00:00,NA,NA,NA,",RA NA"
1870-08-08 12:00:00,NA,NA,NA,NA
1870-08-08 12:00:00,NA,NA,NA,NA
1870-08-08 12:00:00,NA,7.62,NA,NA
1870-08-08 12:00:00,NA,NA,15.56,NA
1870-08-08 12:00:00,NA,NA,NA,",RA NA"
1870-08-08 15:00:00,NA,NA,NA,NA
1870-08-08 15:00:00,180,NA,NA,NA
1870-08-08 15:00:00,NA,NA,NA,NA
1870-08-08 15:00:00,NA,0,NA,NA
1870-08-08 15:00:00,NA,NA,20,NA
1870-08-08 15:00:00,NA,NA,NA,",SKC NA"
1870-08-09 09:00:00,NA,NA,NA,NA
1870-08-09 09:00:00,180,NA,NA,NA
1870-08-09 09:00:00,NA,NA,NA,NA
1870-08-09 09:00:00,NA,0,NA,NA
1870-08-09 09:00:00,NA,NA,21.11,NA
1870-08-09 09:00:00,NA,NA,NA,",SKC NA"
1870-08-09 12:00:00,NA,NA,NA,NA
1870-08-09 12:00:00,180,NA,NA,NA
1870-08-09 12:00:00,NA,NA,NA,NA
1870-08-09 12:00:00,NA,0,NA,NA
1870-08-09 12:00:00,NA,NA,24.44,NA
1870-08-09 12:00:00,NA,NA,NA,",SKC NA"
1870-08-09 15:00:00,NA,NA,NA,NA
1870-08-09 15:00:00,180,NA,NA,NA
1870-08-09 15:00:00,NA,NA,NA,NA
1870-08-09 15:00:00,NA,0,NA,NA
1870-08-09 15:00:00,NA,NA,25.56,NA
1870-08-09 15:00:00,NA,NA,NA,",SKC NA"
1870-08-10 09:00:00,NA,NA,NA,NA
1870-08-10 09:00:00,225,NA,NA,NA
1870-08-10 09:00:00,NA,NA,NA,NA
1870-08-10 09:00:00,NA,0,NA,NA
1870-08-10 09:00:00,NA,NA,18.89,NA
1870-08-10 09:00:00,NA,NA,NA,",SKC NA"
1870-08-10 12:00:00,NA,NA,NA,NA
1870-08-10 12:00:00,135,NA,NA,NA
1870-08-10 12:00:00,NA,NA,NA,NA
1870-08-10 12:00:00,NA,0,NA,NA
1870-08-10 12:00:00,NA,NA,18.89,NA
1870-08-10 12:00:00,NA,NA,NA,",SKC NA"
1870-08-10 15:00:00,NA,NA,NA,NA
1870-08-10 15:00:00,135,NA,NA,NA
1870-08-10 15:00:00,NA,NA,NA,NA
1870-08-10 15:00:00,NA,0,NA,NA
1870-08-10 15:00:00,NA,NA,17.78,NA
1870-08-10 15:00:00,NA,NA,NA,",SKC NA"
1870-08-11 09:00:00,NA,NA,NA,NA
1870-08-11 09:00:00,NA,NA,NA,NA
1870-08-11 09:00:00,NA,NA,NA,NA
1870-08-11 09:00:00,NA,0,NA,NA
1870-08-11 09:00:00,NA,NA,16.67,NA
1870-08-11 09:00:00,NA,NA,NA,NA
1870-08-11 12:00:00,NA,NA,NA,NA
1870-08-11 12:00:00,90,NA,NA,NA
1870-08-11 12:00:00,NA,NA,NA,NA
1870-08-11 12:00:00,NA,0,NA,NA
1870-08-11 12:00:00,NA,NA,17.78,NA
1870-08-11 12:00:00,NA,NA,NA,",SKC NA"
1870-08-11 15:00:00,NA,NA,NA,NA
1870-08-11 15:00:00,180,NA,NA,NA
1870-08-11 15:00:00,NA,NA,NA,NA
1870-08-11 15:00:00,NA,0,NA,NA
1870-08-11 15:00:00,NA,NA,18.89,NA
1870-08-11 15:00:00,NA,NA,NA,NA
1870-08-12 09:00:00,NA,NA,NA,NA
1870-08-12 09:00:00,225,NA,NA,NA
1870-08-12 09:00:00,NA,NA,NA,NA
1870-08-12 09:00:00,NA,0,NA,NA
1870-08-12 09:00:00,NA,NA,14.44,NA
1870-08-12 09:00:00,NA,NA,NA,",SKC NA"
1870-08-12 12:00:00,NA,NA,NA,NA
1870-08-12 12:00:00,225,NA,NA,NA
1870-08-12 12:00:00,NA,NA,NA,NA
1870-08-12 12:00:00,NA,0,NA,NA
1870-08-12 12:00:00,NA,NA,15.56,NA
1870-08-12 12:00:00,NA,NA,NA,NA
1870-08-12 15:00:00,NA,NA,NA,NA
1870-08-12 15:00:00,225,NA,NA,NA
1870-08-12 15:00:00,NA,NA,NA,NA
1870-08-12 15:00:00,NA,0,NA,NA
1870-08-12 15:00:00,NA,NA,17.78,NA
1870-08-12 15:00:00,NA,NA,NA,",SKC NA"
1870-08-13 09:00:00,NA,NA,NA,NA
1870-08-13 09:00:00,225,NA,NA,NA
1870-08-13 09:00:00,NA,NA,NA,NA
1870-08-13 09:00:00,NA,0,NA,NA
1870-08-13 09:00:00,NA,NA,17.78,NA
1870-08-13 09:00:00,NA,NA,NA,",SKC NA"
1870-08-13 12:00:00,NA,NA,NA,NA
1870-08-13 12:00:00,NA,NA,NA,NA
1870-08-13 12:00:00,NA,NA,NA,NA
1870-08-13 12:00:00,NA,0,NA,NA
1870-08-13 12:00:00,NA,NA,21.11,NA
1870-08-13 12:00:00,NA,NA,NA,NA
1870-08-13 15:00:00,NA,NA,NA,NA
1870-08-13 15:00:00,270,NA,NA,NA
1870-08-13 15:00:00,NA,NA,NA,NA
1870-08-13 15:00:00,NA,0,NA,NA
1870-08-13 15:00:00,NA,NA,22.22,NA
1870-08-13 15:00:00,NA,NA,NA,NA
1870-08-14 09:00:00,NA,NA,NA,NA
1870-08-14 09:00:00,225,NA,NA,NA
1870-08-14 09:00:00,NA,NA,NA,NA
1870-08-14 09:00:00,NA,0,NA,NA
1870-08-14 09:00:00,NA,NA,22.22,NA
1870-08-14 09:00:00,NA,NA,NA,NA
1870-08-14 12:00:00,NA,NA,NA,NA
1870-08-14 12:00:00,270,NA,NA,NA
1870-08-14 12:00:00,NA,NA,NA,NA
1870-08-14 12:00:00,NA,0,NA,NA
1870-08-14 12:00:00,NA,NA,31.11,NA
1870-08-14 12:00:00,NA,NA,NA,NA
1870-08-14 15:00:00,NA,NA,NA,NA
1870-08-14 15:00:00,270,NA,NA,NA
1870-08-14 15:00:00,NA,NA,NA,NA
1870-08-14 15:00:00,NA,0,NA,NA
1870-08-14 15:00:00,NA,NA,32.22,NA
1870-08-14 15:00:00,NA,NA,NA,NA
1870-08-15 09:00:00,NA,NA,NA,NA
1870-08-15 09:00:00,225,NA,NA,NA
1870-08-15 09:00:00,NA,NA,NA,NA
1870-08-15 09:00:00,NA,0,NA,NA
1870-08-15 09:00:00,NA,NA,23.33,NA
1870-08-15 09:00:00,NA,NA,NA,NA
1870-08-15 12:00:00,NA,NA,NA,NA
1870-08-15 12:00:00,180,NA,NA,NA
1870-08-15 12:00:00,NA,NA,NA,NA
1870-08-15 12:00:00,NA,0,NA,NA
1870-08-15 12:00:00,NA,NA,26.67,NA
1870-08-15 12:00:00,NA,NA,NA,NA
1870-08-15 15:00:00,NA,NA,NA,NA
1870-08-15 15:00:00,180,NA,NA,NA
1870-08-15 15:00:00,NA,NA,NA,NA
1870-08-15 15:00:00,NA,0,NA,NA
1870-08-15 15:00:00,NA,NA,26.67,NA
1870-08-15 15:00:00,NA,NA,NA,NA
1870-08-16 09:00:00,NA,NA,NA,NA
1870-08-16 09:00:00,270,NA,NA,NA
1870-08-16 09:00:00,NA,NA,NA,NA
1870-08-16 09:00:00,NA,0,NA,NA
1870-08-16 09:00:00,NA,NA,21.11,NA
1870-08-16 09:00:00,NA,NA,NA,NA
1870-08-16 12:00:00,NA,NA,NA,NA
1870-08-16 12:00:00,270,NA,NA,NA
1870-08-16 12:00:00,NA,NA,NA,NA
1870-08-16 12:00:00,NA,0,NA,NA
1870-08-16 12:00:00,NA,NA,21.11,NA
1870-08-16 12:00:00,NA,NA,NA,NA
1870-08-16 15:00:00,NA,NA,NA,NA
1870-08-16 15:00:00,270,NA,NA,NA
1870-08-16 15:00:00,NA,NA,NA,NA
1870-08-16 15:00:00,NA,0,NA,NA
1870-08-16 15:00:00,NA,NA,18.89,NA
1870-08-16 15:00:00,NA,NA,NA,NA
1870-08-17 09:00:00,NA,NA,NA,NA
1870-08-17 09:00:00,270,NA,NA,NA
1870-08-17 09:00:00,NA,NA,NA,NA
1870-08-17 09:00:00,NA,12.7,NA,NA
1870-08-17 09:00:00,NA,NA,20,NA
1870-08-17 09:00:00,NA,NA,NA,",RA NA"
1870-08-17 12:00:00,NA,NA,NA,NA
1870-08-17 12:00:00,270,NA,NA,NA
1870-08-17 12:00:00,NA,NA,NA,NA
1870-08-17 12:00:00,NA,0,NA,NA
1870-08-17 12:00:00,NA,NA,26.67,NA
1870-08-17 12:00:00,NA,NA,NA,NA
1870-08-17 15:00:00,NA,NA,NA,NA
1870-08-17 15:00:00,270,NA,NA,NA
1870-08-17 15:00:00,NA,NA,NA,NA
1870-08-17 15:00:00,NA,0,NA,NA
1870-08-17 15:00:00,NA,NA,21.11,NA
1870-08-17 15:00:00,NA,NA,NA,NA
1870-08-18 09:00:00,NA,NA,NA,NA
1870-08-18 09:00:00,45,NA,NA,NA
1870-08-18 09:00:00,NA,NA,NA,NA
1870-08-18 09:00:00,NA,0,NA,NA
1870-08-18 09:00:00,NA,NA,16.67,NA
1870-08-18 09:00:00,NA,NA,NA,",RA NA"
1870-08-18 12:00:00,NA,NA,NA,NA
1870-08-18 12:00:00,45,NA,NA,NA
1870-08-18 12:00:00,NA,NA,NA,NA
1870-08-18 12:00:00,NA,0,NA,NA
1870-08-18 12:00:00,NA,NA,30,NA
1870-08-18 12:00:00,NA,NA,NA,NA
1870-08-18 15:00:00,NA,NA,NA,NA
1870-08-18 15:00:00,315,NA,NA,NA
1870-08-18 15:00:00,NA,NA,NA,NA
1870-08-18 15:00:00,NA,0,NA,NA
1870-08-18 15:00:00,NA,NA,17.78,NA
1870-08-18 15:00:00,NA,NA,NA,",RA NA"
1870-08-19 09:00:00,NA,NA,NA,NA
1870-08-19 09:00:00,270,NA,NA,NA
1870-08-19 09:00:00,NA,NA,NA,NA
1870-08-19 09:00:00,NA,0,NA,NA
1870-08-19 09:00:00,NA,NA,14.44,NA
1870-08-19 09:00:00,NA,NA,NA,NA
1870-08-19 12:00:00,NA,NA,NA,NA
1870-08-19 12:00:00,225,NA,NA,NA
1870-08-19 12:00:00,NA,NA,NA,NA
1870-08-19 12:00:00,NA,0,NA,NA
1870-08-19 12:00:00,NA,NA,15.56,NA
1870-08-19 12:00:00,NA,NA,NA,NA
1870-08-19 15:00:00,NA,NA,NA,NA
1870-08-19 15:00:00,270,NA,NA,NA
1870-08-19 15:00:00,NA,NA,NA,NA
1870-08-19 15:00:00,NA,0,NA,NA
1870-08-19 15:00:00,NA,NA,15.56,NA
1870-08-19 15:00:00,NA,NA,NA,NA
1870-08-20 09:00:00,NA,NA,NA,NA
1870-08-20 09:00:00,315,NA,NA,NA
1870-08-20 09:00:00,NA,NA,NA,NA
1870-08-20 09:00:00,NA,0,NA,NA
1870-08-20 09:00:00,NA,NA,16.67,NA
1870-08-20 09:00:00,NA,NA,NA,",AU NA"
1870-08-20 12:00:00,NA,NA,NA,NA
1870-08-20 12:00:00,225,NA,NA,NA
1870-08-20 12:00:00,NA,NA,NA,NA
1870-08-20 12:00:00,NA,0,NA,NA
1870-08-20 12:00:00,NA,NA,21.11,NA
1870-08-20 12:00:00,NA,NA,NA,NA
1870-08-20 15:00:00,NA,NA,NA,NA
1870-08-20 15:00:00,225,NA,NA,NA
1870-08-20 15:00:00,NA,NA,NA,NA
1870-08-20 15:00:00,NA,0,NA,NA
1870-08-20 15:00:00,NA,NA,17.78,NA
1870-08-20 15:00:00,NA,NA,NA,NA
1870-08-21 09:00:00,NA,NA,NA,NA
1870-08-21 09:00:00,135,NA,NA,NA
1870-08-21 09:00:00,NA,NA,NA,NA
1870-08-21 09:00:00,NA,0,NA,NA
1870-08-21 09:00:00,NA,NA,15.56,NA
1870-08-21 09:00:00,NA,NA,NA,",AU NA"
1870-08-21 12:00:00,NA,NA,NA,NA
1870-08-21 12:00:00,135,NA,NA,NA
1870-08-21 12:00:00,NA,NA,NA,NA
1870-08-21 12:00:00,NA,0,NA,NA
1870-08-21 12:00:00,NA,NA,15.56,NA
1870-08-21 12:00:00,NA,NA,NA,NA
1870-08-21 15:00:00,NA,NA,NA,NA
1870-08-21 15:00:00,0,NA,NA,NA
1870-08-21 15:00:00,NA,NA,NA,NA
1870-08-21 15:00:00,NA,0,NA,NA
1870-08-21 15:00:00,NA,NA,13.33,NA
1870-08-21 15:00:00,NA,NA,NA,NA
1870-08-22 09:00:00,NA,NA,NA,NA
1870-08-22 09:00:00,90,NA,NA,NA
1870-08-22 09:00:00,NA,NA,NA,NA
1870-08-22 09:00:00,NA,2.54,NA,NA
1870-08-22 09:00:00,NA,NA,13.33,NA
1870-08-22 09:00:00,NA,NA,NA,",DZ NA"
1870-08-22 12:00:00,NA,NA,NA,NA
1870-08-22 12:00:00,45,NA,NA,NA
1870-08-22 12:00:00,NA,NA,NA,NA
1870-08-22 12:00:00,NA,2.54,NA,NA
1870-08-22 12:00:00,NA,NA,12.22,NA
1870-08-22 12:00:00,NA,NA,NA,",DZ NA"
1870-08-22 15:00:00,NA,NA,NA,NA
1870-08-22 15:00:00,45,NA,NA,NA
1870-08-22 15:00:00,NA,NA,NA,NA
1870-08-22 15:00:00,NA,25.4,NA,NA
1870-08-22 15:00:00,NA,NA,12.22,NA
1870-08-22 15:00:00,NA,NA,NA,",RA NA"
1870-08-23 09:00:00,NA,NA,NA,NA
1870-08-23 09:00:00,45,NA,NA,NA
1870-08-23 09:00:00,NA,NA,NA,NA
1870-08-23 09:00:00,NA,0,NA,NA
1870-08-23 09:00:00,NA,NA,13.33,NA
1870-08-23 09:00:00,NA,NA,NA,",DZ NA"
1870-08-23 12:00:00,NA,NA,NA,NA
1870-08-23 12:00:00,45,NA,NA,NA
1870-08-23 12:00:00,NA,NA,NA,NA
1870-08-23 12:00:00,NA,0,NA,NA
1870-08-23 12:00:00,NA,NA,16.67,NA
1870-08-23 12:00:00,NA,NA,NA,NA
1870-08-23 15:00:00,NA,NA,NA,NA
1870-08-23 15:00:00,45,NA,NA,NA
1870-08-23 15:00:00,NA,NA,NA,NA
1870-08-23 15:00:00,NA,25.4,NA,NA
1870-08-23 15:00:00,NA,NA,16.67,NA
1870-08-23 15:00:00,NA,NA,NA,",RA NA"
1870-08-24 09:00:00,NA,NA,NA,NA
1870-08-24 09:00:00,90,NA,NA,NA
1870-08-24 09:00:00,NA,NA,NA,NA
1870-08-24 09:00:00,NA,5.08,NA,NA
1870-08-24 09:00:00,NA,NA,13.33,NA
1870-08-24 09:00:00,NA,NA,NA,",RA NA"
1870-08-24 12:00:00,NA,NA,NA,NA
1870-08-24 12:00:00,90,NA,NA,NA
1870-08-24 12:00:00,NA,NA,NA,NA
1870-08-24 12:00:00,NA,7.62,NA,NA
1870-08-24 12:00:00,NA,NA,14.44,NA
1870-08-24 12:00:00,NA,NA,NA,NA
1870-08-24 15:00:00,NA,NA,NA,NA
1870-08-24 15:00:00,90,NA,NA,NA
1870-08-24 15:00:00,NA,NA,NA,NA
1870-08-24 15:00:00,NA,76.2,NA,NA
1870-08-24 15:00:00,NA,NA,13.33,NA
1870-08-24 15:00:00,NA,NA,NA,",RA NA"
1870-08-25 09:00:00,NA,NA,NA,NA
1870-08-25 09:00:00,270,NA,NA,NA
1870-08-25 09:00:00,NA,NA,NA,NA
1870-08-25 09:00:00,NA,0,NA,NA
1870-08-25 09:00:00,NA,NA,10,NA
1870-08-25 09:00:00,NA,NA,NA,",RA NA"
1870-08-25 12:00:00,NA,NA,NA,NA
1870-08-25 12:00:00,270,NA,NA,NA
1870-08-25 12:00:00,NA,NA,NA,NA
1870-08-25 12:00:00,NA,0,NA,NA
1870-08-25 12:00:00,NA,NA,15.56,NA
1870-08-25 12:00:00,NA,NA,NA,NA
1870-08-25 15:00:00,NA,NA,NA,NA
1870-08-25 15:00:00,270,NA,NA,NA
1870-08-25 15:00:00,NA,NA,NA,NA
1870-08-25 15:00:00,NA,0,NA,NA
1870-08-25 15:00:00,NA,NA,15.56,NA
1870-08-25 15:00:00,NA,NA,NA,NA
1870-08-26 09:00:00,NA,NA,NA,NA
1870-08-26 09:00:00,90,NA,NA,NA
1870-08-26 09:00:00,NA,NA,NA,NA
1870-08-26 09:00:00,NA,0,NA,NA
1870-08-26 09:00:00,NA,NA,13.33,NA
1870-08-26 09:00:00,NA,NA,NA,",SKC NA"
1870-08-26 12:00:00,NA,NA,NA,NA
1870-08-26 12:00:00,135,NA,NA,NA
1870-08-26 12:00:00,NA,NA,NA,NA
1870-08-26 12:00:00,NA,0,NA,NA
1870-08-26 12:00:00,NA,NA,15.56,NA
1870-08-26 12:00:00,NA,NA,NA,",DZ NA"
1870-08-26 15:00:00,NA,NA,NA,NA
