"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortNorman","64.9","-125.4","61","America/Inuvik","7",NA,"2201700"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
1862-01-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,-25,NA,NA
1862-01-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1862-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-01 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,-25.56,NA,NA
1862-01-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1862-01-02,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA
1862-01-02,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-02,NA,NA,NA,NA,NA,NA,NA,NA,-10.18,NA
1862-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,-25,NA,NA
1862-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,-24.44,NA,NA
1862-01-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,-26.67,NA,NA
1862-01-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-01-03,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA
1862-01-03,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,-21.67,NA,NA
1862-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA,NA
1862-01-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA,NA
1862-01-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-01-04,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA
1862-01-04,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA
1862-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 14:00:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA
1862-01-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,-27.22,NA,NA
1862-01-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-05,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA
1862-01-05,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,-22.22,NA,NA
1862-01-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
1862-01-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,-18.89,NA,NA
1862-01-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
1862-01-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,-21.67,NA,NA
1862-01-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
1862-01-06,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA
1862-01-06,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,-22.22,NA,NA
1862-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
1862-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,-22.78,NA,NA
1862-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
1862-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,-23.33,NA,NA
1862-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
1862-01-07,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA
1862-01-07,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1862-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,-33.33,NA,NA
1862-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,-37.22,NA,NA
1862-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,-37.22,NA,NA
1862-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-08,NA,NA,NA,NA,"6 pm",NA,NA,NA,NA,NA
1862-01-08,NA,NA,NA,NA,NA,"9 am",NA,NA,NA,NA
1862-01-08,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1862-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08,NA,NA,NA,0.159,NA,NA,1.59,NA,NA,NA
1862-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,-27.78,NA,NA
1862-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,-27.78,NA,NA
1862-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,-26.11,NA,NA
1862-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-09,NA,NA,NA,NA,"5 pm",NA,NA,NA,NA,NA
1862-01-09,NA,NA,NA,NA,NA,"empty",NA,NA,NA,NA
1862-01-09,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,-27.78,NA,NA
1862-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,-25.56,NA,NA
1862-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1862-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,-30.56,NA,NA
1862-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
1862-01-10,NA,NA,NA,NA,"empty",NA,NA,NA,NA,NA
1862-01-10,NA,NA,NA,NA,NA,"9 am",NA,NA,NA,NA
1862-01-10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1862-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10,NA,NA,NA,2.54,NA,NA,25.4,NA,NA,NA
1862-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 07:00:00,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,-24.17,NA,NA
1862-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
1862-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,-27.78,NA,NA
1862-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1862-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,-32.22,NA,NA
1862-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11,NA,NA,NA,NA,NA,"empty",NA,NA,NA,NA
1862-01-11,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,-38.06,NA,NA
1862-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1862-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 14:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,-36.67,NA,NA
1862-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
1862-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 21:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,-37.22,NA,NA
1862-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-12,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA
1862-01-12,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 07:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,-37.22,NA,NA
1862-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,-33.33,NA,NA
1862-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,-31.11,NA,NA
1862-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1862-01-13,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA
1862-01-13,NA,NA,NA,0,NA,NA,0,NA,NA,NA
1862-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-13 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA
1862-01-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
