"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HalifaxDY","44.65","-63.58","2","America/Halifax","4","71328","8202220"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","ta","w","ww"
1854-10-19 07:00:00,6.67,NA,NA,NA,NA,NA
1854-10-19 07:00:00,NA,292.5,NA,NA,NA,NA
1854-10-19 07:00:00,NA,NA,1024.04,NA,NA,NA
1854-10-19 07:00:00,NA,NA,NA,4.44,NA,NA
1854-10-19 07:00:00,NA,NA,NA,NA,1,NA
1854-10-19 07:00:00,NA,NA,NA,NA,NA,NA
1854-10-19 12:00:00,NA,22.5,NA,NA,NA,NA
1854-10-19 14:00:00,6.67,NA,NA,NA,NA,NA
1854-10-19 14:00:00,NA,NA,1024.04,NA,NA,NA
1854-10-19 14:00:00,NA,NA,NA,7.22,NA,NA
1854-10-19 14:00:00,NA,NA,NA,NA,2,NA
1854-10-19 14:00:00,NA,NA,NA,NA,NA,NA
1854-10-19 21:00:00,7.22,NA,NA,NA,NA,NA
1854-10-19 21:00:00,NA,0,NA,NA,NA,NA
1854-10-19 21:00:00,NA,NA,1023.71,NA,NA,NA
1854-10-19 21:00:00,NA,NA,NA,3.89,NA,NA
1854-10-19 21:00:00,NA,NA,NA,NA,11,NA
1854-10-19 21:00:00,NA,NA,NA,NA,NA,",RA NA"
1854-10-20 07:00:00,4.44,NA,NA,NA,NA,NA
1854-10-20 07:00:00,NA,337.5,NA,NA,NA,NA
1854-10-20 07:00:00,NA,NA,1031.83,NA,NA,NA
1854-10-20 07:00:00,NA,NA,NA,1.11,NA,NA
1854-10-20 07:00:00,NA,NA,NA,NA,2,NA
1854-10-20 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-20 12:00:00,NA,0,NA,NA,NA,NA
1854-10-20 14:00:00,8.33,NA,NA,NA,NA,NA
1854-10-20 14:00:00,NA,NA,1033.19,NA,NA,NA
1854-10-20 14:00:00,NA,NA,NA,7.78,NA,NA
1854-10-20 14:00:00,NA,NA,NA,NA,2,NA
1854-10-20 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-20 21:00:00,10,NA,NA,NA,NA,NA
1854-10-20 21:00:00,NA,337.5,NA,NA,NA,NA
1854-10-20 21:00:00,NA,NA,1033.86,NA,NA,NA
1854-10-20 21:00:00,NA,NA,NA,8.33,NA,NA
1854-10-20 21:00:00,NA,NA,NA,NA,1,NA
1854-10-20 21:00:00,NA,NA,NA,NA,NA,NA
1854-10-21 07:00:00,6.67,NA,NA,NA,NA,NA
1854-10-21 07:00:00,NA,337.5,NA,NA,NA,NA
1854-10-21 07:00:00,NA,NA,1035.56,NA,NA,NA
1854-10-21 07:00:00,NA,NA,NA,1.11,NA,NA
1854-10-21 07:00:00,NA,NA,NA,NA,1,NA
1854-10-21 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-21 12:00:00,NA,0,NA,NA,NA,NA
1854-10-21 14:00:00,9.44,NA,NA,NA,NA,NA
1854-10-21 14:00:00,NA,NA,1036.57,NA,NA,NA
1854-10-21 14:00:00,NA,NA,NA,7.22,NA,NA
1854-10-21 14:00:00,NA,NA,NA,NA,1,NA
1854-10-21 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-21 21:00:00,11.11,NA,NA,NA,NA,NA
1854-10-21 21:00:00,NA,180,NA,NA,NA,NA
1854-10-21 21:00:00,NA,NA,1035.22,NA,NA,NA
1854-10-21 21:00:00,NA,NA,NA,6.67,NA,NA
1854-10-21 21:00:00,NA,NA,NA,NA,1,NA
1854-10-21 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-22 07:00:00,5.56,NA,NA,NA,NA,NA
1854-10-22 07:00:00,NA,0,NA,NA,NA,NA
1854-10-22 07:00:00,NA,NA,1031.16,NA,NA,NA
1854-10-22 07:00:00,NA,NA,NA,2.22,NA,NA
1854-10-22 07:00:00,NA,NA,NA,NA,1,NA
1854-10-22 07:00:00,NA,NA,NA,NA,NA,NA
1854-10-22 12:00:00,NA,315,NA,NA,NA,NA
1854-10-22 14:00:00,10,NA,NA,NA,NA,NA
1854-10-22 14:00:00,NA,NA,1031.49,NA,NA,NA
1854-10-22 14:00:00,NA,NA,NA,7.22,NA,NA
1854-10-22 14:00:00,NA,NA,NA,NA,1,NA
1854-10-22 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-22 21:00:00,11.11,NA,NA,NA,NA,NA
1854-10-22 21:00:00,NA,270,NA,NA,NA,NA
1854-10-22 21:00:00,NA,NA,1031.49,NA,NA,NA
1854-10-22 21:00:00,NA,NA,NA,6.67,NA,NA
1854-10-22 21:00:00,NA,NA,NA,NA,1,NA
1854-10-22 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-23 07:00:00,6.11,NA,NA,NA,NA,NA
1854-10-23 07:00:00,NA,45,NA,NA,NA,NA
1854-10-23 07:00:00,NA,NA,1031.83,NA,NA,NA
1854-10-23 07:00:00,NA,NA,NA,4.44,NA,NA
1854-10-23 07:00:00,NA,NA,NA,NA,5,NA
1854-10-23 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-23 12:00:00,NA,22.5,NA,NA,NA,NA
1854-10-23 14:00:00,7.78,NA,NA,NA,NA,NA
1854-10-23 14:00:00,NA,NA,1034.2,NA,NA,NA
1854-10-23 14:00:00,NA,NA,NA,7.22,NA,NA
1854-10-23 14:00:00,NA,NA,NA,NA,11,NA
1854-10-23 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-23 21:00:00,7.78,NA,NA,NA,NA,NA
1854-10-23 21:00:00,NA,45,NA,NA,NA,NA
1854-10-23 21:00:00,NA,NA,1035.22,NA,NA,NA
1854-10-23 21:00:00,NA,NA,NA,7.22,NA,NA
1854-10-23 21:00:00,NA,NA,NA,NA,5,NA
1854-10-23 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-24 07:00:00,3.33,NA,NA,3.33,NA,NA
1854-10-24 07:00:00,NA,135,NA,NA,NA,NA
1854-10-24 07:00:00,NA,NA,1034.2,NA,NA,NA
1854-10-24 07:00:00,NA,NA,NA,NA,2,NA
1854-10-24 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-24 12:00:00,NA,135,NA,NA,NA,NA
1854-10-24 14:00:00,6.67,NA,NA,NA,NA,NA
1854-10-24 14:00:00,NA,NA,1033.19,NA,NA,NA
1854-10-24 14:00:00,NA,NA,NA,8.89,NA,NA
1854-10-24 14:00:00,NA,NA,NA,NA,2,NA
1854-10-24 14:00:00,NA,NA,NA,NA,NA,",BKN NA"
1854-10-24 21:00:00,8.33,NA,NA,NA,NA,NA
1854-10-24 21:00:00,NA,135,NA,NA,NA,NA
1854-10-24 21:00:00,NA,NA,1031.49,NA,NA,NA
1854-10-24 21:00:00,NA,NA,NA,8.89,NA,NA
1854-10-24 21:00:00,NA,NA,NA,NA,1,NA
1854-10-24 21:00:00,NA,NA,NA,NA,NA,",BKN NA"
1854-10-25 07:00:00,8.33,NA,NA,NA,NA,NA
1854-10-25 07:00:00,NA,0,NA,NA,NA,NA
1854-10-25 07:00:00,NA,NA,1027.43,NA,NA,NA
1854-10-25 07:00:00,NA,NA,NA,5.56,NA,NA
1854-10-25 07:00:00,NA,NA,NA,NA,1,NA
1854-10-25 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-25 12:00:00,NA,0,NA,NA,NA,NA
1854-10-25 14:00:00,11.67,NA,NA,NA,NA,NA
1854-10-25 14:00:00,NA,NA,1026.75,NA,NA,NA
1854-10-25 14:00:00,NA,NA,NA,12.78,NA,NA
1854-10-25 14:00:00,NA,NA,NA,NA,5,NA
1854-10-25 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-25 21:00:00,13.33,NA,NA,NA,NA,NA
1854-10-25 21:00:00,NA,0,NA,NA,NA,NA
1854-10-25 21:00:00,NA,NA,1027.09,NA,NA,NA
1854-10-25 21:00:00,NA,NA,NA,12.78,NA,NA
1854-10-25 21:00:00,NA,NA,NA,NA,2,NA
1854-10-25 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-26 07:00:00,7.78,NA,NA,NA,NA,NA
1854-10-26 07:00:00,NA,0,NA,NA,NA,NA
1854-10-26 07:00:00,NA,NA,1034.88,NA,NA,NA
1854-10-26 07:00:00,NA,NA,NA,3.89,NA,NA
1854-10-26 07:00:00,NA,NA,NA,NA,1,NA
1854-10-26 07:00:00,NA,NA,NA,NA,NA,NA
1854-10-26 12:00:00,NA,22.5,NA,NA,NA,NA
1854-10-26 14:00:00,7.22,NA,NA,NA,NA,NA
1854-10-26 14:00:00,NA,NA,1035.56,NA,NA,NA
1854-10-26 14:00:00,NA,NA,NA,6.67,NA,NA
1854-10-26 14:00:00,NA,NA,NA,NA,2,NA
1854-10-26 14:00:00,NA,NA,NA,NA,NA,NA
1854-10-26 21:00:00,8.89,NA,NA,NA,NA,NA
1854-10-26 21:00:00,NA,0,NA,NA,NA,NA
1854-10-26 21:00:00,NA,NA,1034.88,NA,NA,NA
1854-10-26 21:00:00,NA,NA,NA,6.11,NA,NA
1854-10-26 21:00:00,NA,NA,NA,NA,1,NA
1854-10-26 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-27 07:00:00,5.56,NA,NA,NA,NA,NA
1854-10-27 07:00:00,NA,292.5,NA,NA,NA,NA
1854-10-27 07:00:00,NA,NA,1030.82,NA,NA,NA
1854-10-27 07:00:00,NA,NA,NA,6.11,NA,NA
1854-10-27 07:00:00,NA,NA,NA,NA,1,NA
1854-10-27 07:00:00,NA,NA,NA,NA,NA,NA
1854-10-27 12:00:00,NA,292.5,NA,NA,NA,NA
1854-10-27 14:00:00,8.89,NA,NA,NA,NA,NA
1854-10-27 14:00:00,NA,NA,1029.8,NA,NA,NA
1854-10-27 14:00:00,NA,NA,NA,11.67,NA,NA
1854-10-27 14:00:00,NA,NA,NA,NA,2,NA
1854-10-27 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-27 21:00:00,14.44,NA,NA,NA,NA,NA
1854-10-27 21:00:00,NA,247.5,NA,NA,NA,NA
1854-10-27 21:00:00,NA,NA,1028.11,NA,NA,NA
1854-10-27 21:00:00,NA,NA,NA,12.78,NA,NA
1854-10-27 21:00:00,NA,NA,NA,NA,2,NA
1854-10-27 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-28 07:00:00,9.44,NA,NA,NA,NA,NA
1854-10-28 07:00:00,NA,NA,NA,NA,NA,NA
1854-10-28 07:00:00,NA,NA,1029.46,NA,NA,NA
1854-10-28 07:00:00,NA,NA,NA,8.33,NA,NA
1854-10-28 07:00:00,NA,NA,NA,NA,0,NA
1854-10-28 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-28 12:00:00,NA,292.5,NA,NA,NA,NA
1854-10-28 14:00:00,13.89,NA,NA,NA,NA,NA
1854-10-28 14:00:00,NA,NA,1030.14,NA,NA,NA
1854-10-28 14:00:00,NA,NA,NA,17.22,NA,NA
1854-10-28 14:00:00,NA,NA,NA,NA,1,NA
1854-10-28 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-28 21:00:00,17.78,NA,NA,NA,NA,NA
1854-10-28 21:00:00,NA,292.5,NA,NA,NA,NA
1854-10-28 21:00:00,NA,NA,1030.14,NA,NA,NA
1854-10-28 21:00:00,NA,NA,NA,15.56,NA,NA
1854-10-28 21:00:00,NA,NA,NA,NA,1,NA
1854-10-28 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-29 07:00:00,10.56,NA,NA,NA,NA,NA
1854-10-29 07:00:00,NA,NA,NA,NA,NA,NA
1854-10-29 07:00:00,NA,NA,1030.82,NA,NA,NA
1854-10-29 07:00:00,NA,NA,NA,7.22,NA,NA
1854-10-29 07:00:00,NA,NA,NA,NA,0,NA
1854-10-29 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-29 12:00:00,NA,270,NA,NA,NA,NA
1854-10-29 14:00:00,14.44,NA,NA,NA,NA,NA
1854-10-29 14:00:00,NA,NA,1030.48,NA,NA,NA
1854-10-29 14:00:00,NA,NA,NA,13.89,NA,NA
1854-10-29 14:00:00,NA,NA,NA,NA,1,NA
1854-10-29 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-29 21:00:00,17.78,NA,NA,NA,NA,NA
1854-10-29 21:00:00,NA,247.5,NA,NA,NA,NA
1854-10-29 21:00:00,NA,NA,1030.48,NA,NA,NA
1854-10-29 21:00:00,NA,NA,NA,14.44,NA,NA
1854-10-29 21:00:00,NA,NA,NA,NA,1,NA
1854-10-29 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-30 07:00:00,13.89,NA,NA,13.89,NA,NA
1854-10-30 07:00:00,NA,292.5,NA,NA,NA,NA
1854-10-30 07:00:00,NA,NA,1028.45,NA,NA,NA
1854-10-30 07:00:00,NA,NA,NA,NA,1,NA
1854-10-30 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-10-30 12:00:00,NA,292.5,NA,NA,NA,NA
1854-10-30 14:00:00,15.56,NA,NA,NA,NA,NA
1854-10-30 14:00:00,NA,NA,1027.09,NA,NA,NA
1854-10-30 14:00:00,NA,NA,NA,16.67,NA,NA
1854-10-30 14:00:00,NA,NA,NA,NA,1,NA
1854-10-30 14:00:00,NA,NA,NA,NA,NA,NA
1854-10-30 21:00:00,17.22,NA,NA,NA,NA,NA
1854-10-30 21:00:00,NA,292.5,NA,NA,NA,NA
1854-10-30 21:00:00,NA,NA,1027.09,NA,NA,NA
1854-10-30 21:00:00,NA,NA,NA,15.56,NA,NA
1854-10-30 21:00:00,NA,NA,NA,NA,2,NA
1854-10-30 21:00:00,NA,NA,NA,NA,NA,NA
1854-10-31 07:00:00,13.33,NA,NA,NA,NA,NA
1854-10-31 07:00:00,NA,180,NA,NA,NA,NA
1854-10-31 07:00:00,NA,NA,1027.43,NA,NA,NA
1854-10-31 07:00:00,NA,NA,NA,12.22,NA,NA
1854-10-31 07:00:00,NA,NA,NA,NA,2,NA
1854-10-31 07:00:00,NA,NA,NA,NA,NA,",FG NA"
1854-10-31 12:00:00,NA,157.5,NA,NA,NA,NA
1854-10-31 14:00:00,13.33,NA,NA,NA,NA,NA
1854-10-31 14:00:00,NA,NA,1026.41,NA,NA,NA
1854-10-31 14:00:00,NA,NA,NA,12.78,NA,NA
1854-10-31 14:00:00,NA,NA,NA,NA,2,NA
1854-10-31 14:00:00,NA,NA,NA,NA,NA,",FG NA"
1854-10-31 21:00:00,13.33,NA,NA,NA,NA,NA
1854-10-31 21:00:00,NA,157.5,NA,NA,NA,NA
1854-10-31 21:00:00,NA,NA,1024.04,NA,NA,NA
1854-10-31 21:00:00,NA,NA,NA,13.89,NA,NA
1854-10-31 21:00:00,NA,NA,NA,NA,2,NA
1854-10-31 21:00:00,NA,NA,NA,NA,NA,NA
1854-11-01 07:00:00,14.44,NA,NA,14.44,NA,NA
1854-11-01 07:00:00,NA,225,NA,NA,NA,NA
1854-11-01 07:00:00,NA,NA,1013.88,NA,NA,NA
1854-11-01 07:00:00,NA,NA,NA,NA,1,NA
1854-11-01 07:00:00,NA,NA,NA,NA,NA,",FG NA"
1854-11-01 12:00:00,NA,247.5,NA,NA,NA,NA
1854-11-01 14:00:00,15.56,NA,NA,15.56,NA,NA
1854-11-01 14:00:00,NA,NA,1011.51,NA,NA,NA
1854-11-01 14:00:00,NA,NA,NA,NA,2,NA
1854-11-01 14:00:00,NA,NA,NA,NA,NA,",SH NA"
1854-11-01 21:00:00,15.56,NA,NA,15.56,NA,NA
1854-11-01 21:00:00,NA,247.5,NA,NA,NA,NA
1854-11-01 21:00:00,NA,NA,1010.84,NA,NA,NA
1854-11-01 21:00:00,NA,NA,NA,NA,5,NA
1854-11-01 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-02 07:00:00,12.22,NA,NA,NA,NA,NA
1854-11-02 07:00:00,NA,180,NA,NA,NA,NA
1854-11-02 07:00:00,NA,NA,1010.5,NA,NA,NA
1854-11-02 07:00:00,NA,NA,NA,13.33,NA,NA
1854-11-02 07:00:00,NA,NA,NA,NA,1,NA
1854-11-02 07:00:00,NA,NA,NA,NA,NA,",FG NA"
1854-11-02 12:00:00,NA,0,NA,NA,NA,NA
1854-11-02 14:00:00,12.22,NA,NA,NA,NA,NA
1854-11-02 14:00:00,NA,NA,1010.5,NA,NA,NA
1854-11-02 14:00:00,NA,NA,NA,8.89,NA,NA
1854-11-02 14:00:00,NA,NA,NA,NA,11,NA
1854-11-02 14:00:00,NA,NA,NA,NA,NA,",SQ NA"
1854-11-02 21:00:00,11.11,NA,NA,NA,NA,NA
1854-11-02 21:00:00,NA,0,NA,NA,NA,NA
1854-11-02 21:00:00,NA,NA,1015.24,NA,NA,NA
1854-11-02 21:00:00,NA,NA,NA,7.78,NA,NA
1854-11-02 21:00:00,NA,NA,NA,NA,5,NA
1854-11-02 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-03 07:00:00,6.67,NA,NA,NA,NA,NA
1854-11-03 07:00:00,NA,247.5,NA,NA,NA,NA
1854-11-03 07:00:00,NA,NA,1023.03,NA,NA,NA
1854-11-03 07:00:00,NA,NA,NA,8.89,NA,NA
1854-11-03 07:00:00,NA,NA,NA,NA,2,NA
1854-11-03 07:00:00,NA,NA,NA,NA,NA,NA
1854-11-03 12:00:00,NA,225,NA,NA,NA,NA
1854-11-03 14:00:00,8.89,NA,NA,NA,NA,NA
1854-11-03 14:00:00,NA,NA,1021.67,NA,NA,NA
1854-11-03 14:00:00,NA,NA,NA,10,NA,NA
1854-11-03 14:00:00,NA,NA,NA,NA,5,NA
1854-11-03 14:00:00,NA,NA,NA,NA,NA,",BR NA"
1854-11-03 21:00:00,10,NA,NA,NA,NA,NA
1854-11-03 21:00:00,NA,225,NA,NA,NA,NA
1854-11-03 21:00:00,NA,NA,1021,NA,NA,NA
1854-11-03 21:00:00,NA,NA,NA,11.11,NA,NA
1854-11-03 21:00:00,NA,NA,NA,NA,5,NA
1854-11-03 21:00:00,NA,NA,NA,NA,NA,NA
1854-11-04 07:00:00,8.33,NA,NA,NA,NA,NA
1854-11-04 07:00:00,NA,337.5,NA,NA,NA,NA
1854-11-04 07:00:00,NA,NA,1027.09,NA,NA,NA
1854-11-04 07:00:00,NA,NA,NA,2.22,NA,NA
1854-11-04 07:00:00,NA,NA,NA,NA,2,NA
1854-11-04 07:00:00,NA,NA,NA,NA,NA,",SN NA"
1854-11-04 12:00:00,NA,0,NA,NA,NA,NA
1854-11-04 14:00:00,6.67,NA,NA,NA,NA,NA
1854-11-04 14:00:00,NA,NA,1025.4,NA,NA,NA
1854-11-04 14:00:00,NA,NA,NA,1.67,NA,NA
1854-11-04 14:00:00,NA,NA,NA,NA,2,NA
1854-11-04 14:00:00,NA,NA,NA,NA,NA,",SN NA"
1854-11-04 21:00:00,5.56,NA,NA,NA,NA,NA
1854-11-04 21:00:00,NA,22.5,NA,NA,NA,NA
1854-11-04 21:00:00,NA,NA,1025.06,NA,NA,NA
1854-11-04 21:00:00,NA,NA,NA,0.56,NA,NA
1854-11-04 21:00:00,NA,NA,NA,NA,5,NA
1854-11-04 21:00:00,NA,NA,NA,NA,NA,",SN NA"
1854-11-05 07:00:00,2.22,NA,NA,NA,NA,NA
1854-11-05 07:00:00,NA,45,NA,NA,NA,NA
1854-11-05 07:00:00,NA,NA,1028.78,NA,NA,NA
1854-11-05 07:00:00,NA,NA,NA,-1.67,NA,NA
1854-11-05 07:00:00,NA,NA,NA,NA,11,NA
1854-11-05 07:00:00,NA,NA,NA,NA,NA,NA
1854-11-05 12:00:00,NA,45,NA,NA,NA,NA
1854-11-05 14:00:00,3.33,NA,NA,NA,NA,NA
1854-11-05 14:00:00,NA,NA,1030.14,NA,NA,NA
1854-11-05 14:00:00,NA,NA,NA,-0.56,NA,NA
1854-11-05 14:00:00,NA,NA,NA,NA,16,NA
1854-11-05 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-05 21:00:00,3.33,NA,NA,NA,NA,NA
1854-11-05 21:00:00,NA,45,NA,NA,NA,NA
1854-11-05 21:00:00,NA,NA,1031.83,NA,NA,NA
1854-11-05 21:00:00,NA,NA,NA,-1.67,NA,NA
1854-11-05 21:00:00,NA,NA,NA,NA,11,NA
1854-11-05 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-06 07:00:00,0,NA,NA,NA,NA,NA
1854-11-06 07:00:00,NA,0,NA,NA,NA,NA
1854-11-06 07:00:00,NA,NA,1031.16,NA,NA,NA
1854-11-06 07:00:00,NA,NA,NA,-5,NA,NA
1854-11-06 07:00:00,NA,NA,NA,NA,2,NA
1854-11-06 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-06 12:00:00,NA,112.5,NA,NA,NA,NA
1854-11-06 14:00:00,2.22,NA,NA,NA,NA,NA
1854-11-06 14:00:00,NA,NA,1029.46,NA,NA,NA
1854-11-06 14:00:00,NA,NA,NA,-0.56,NA,NA
1854-11-06 14:00:00,NA,NA,NA,NA,2,NA
1854-11-06 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-06 21:00:00,4.44,NA,NA,NA,NA,NA
1854-11-06 21:00:00,NA,90,NA,NA,NA,NA
1854-11-06 21:00:00,NA,NA,1027.43,NA,NA,NA
1854-11-06 21:00:00,NA,NA,NA,-0.56,NA,NA
1854-11-06 21:00:00,NA,NA,NA,NA,2,NA
1854-11-06 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-07 07:00:00,0,NA,NA,NA,NA,NA
1854-11-07 07:00:00,NA,67.5,NA,NA,NA,NA
1854-11-07 07:00:00,NA,NA,1019.98,NA,NA,NA
1854-11-07 07:00:00,NA,NA,NA,-1.11,NA,NA
1854-11-07 07:00:00,NA,NA,NA,NA,2,NA
1854-11-07 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-07 12:00:00,NA,135,NA,NA,NA,NA
1854-11-07 14:00:00,2.22,NA,NA,NA,NA,NA
1854-11-07 14:00:00,NA,NA,1026.08,NA,NA,NA
1854-11-07 14:00:00,NA,NA,NA,1.67,NA,NA
1854-11-07 14:00:00,NA,NA,NA,NA,2,NA
1854-11-07 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-07 21:00:00,2.78,NA,NA,NA,NA,NA
1854-11-07 21:00:00,NA,157.5,NA,NA,NA,NA
1854-11-07 21:00:00,NA,NA,1013.21,NA,NA,NA
1854-11-07 21:00:00,NA,NA,NA,1.67,NA,NA
1854-11-07 21:00:00,NA,NA,NA,NA,5,NA
1854-11-07 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-08 07:00:00,5,NA,NA,NA,NA,NA
1854-11-08 07:00:00,NA,135,NA,NA,NA,NA
1854-11-08 07:00:00,NA,NA,1000,NA,NA,NA
1854-11-08 07:00:00,NA,NA,NA,5.56,NA,NA
1854-11-08 07:00:00,NA,NA,NA,NA,2,NA
1854-11-08 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-08 12:00:00,NA,0,NA,NA,NA,NA
1854-11-08 14:00:00,6.11,NA,NA,NA,NA,NA
1854-11-08 14:00:00,NA,NA,997.97,NA,NA,NA
1854-11-08 14:00:00,NA,NA,NA,7.22,NA,NA
1854-11-08 14:00:00,NA,NA,NA,NA,1,NA
1854-11-08 14:00:00,NA,NA,NA,NA,NA,NA
1854-11-08 21:00:00,7.22,NA,NA,NA,NA,NA
1854-11-08 21:00:00,NA,292.5,NA,NA,NA,NA
1854-11-08 21:00:00,NA,NA,998.98,NA,NA,NA
1854-11-08 21:00:00,NA,NA,NA,5,NA,NA
1854-11-08 21:00:00,NA,NA,NA,NA,2,NA
1854-11-08 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-09 07:00:00,4.44,NA,NA,NA,NA,NA
1854-11-09 07:00:00,NA,247.5,NA,NA,NA,NA
1854-11-09 07:00:00,NA,NA,1006.43,NA,NA,NA
1854-11-09 07:00:00,NA,NA,NA,1.11,NA,NA
1854-11-09 07:00:00,NA,NA,NA,NA,5,NA
1854-11-09 07:00:00,NA,NA,NA,NA,NA,",SN NA"
1854-11-09 12:00:00,NA,315,NA,NA,NA,NA
1854-11-09 14:00:00,3.33,NA,NA,NA,NA,NA
1854-11-09 14:00:00,NA,NA,1007.45,NA,NA,NA
1854-11-09 14:00:00,NA,NA,NA,-1.11,NA,NA
1854-11-09 14:00:00,NA,NA,NA,NA,16,NA
1854-11-09 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-09 21:00:00,1.11,NA,NA,NA,NA,NA
1854-11-09 21:00:00,NA,315,NA,NA,NA,NA
1854-11-09 21:00:00,NA,NA,1010.84,NA,NA,NA
1854-11-09 21:00:00,NA,NA,NA,-3.33,NA,NA
1854-11-09 21:00:00,NA,NA,NA,NA,16,NA
1854-11-09 21:00:00,NA,NA,NA,NA,NA,",SN NA"
1854-11-10 07:00:00,-0.56,NA,NA,NA,NA,NA
1854-11-10 07:00:00,NA,315,NA,NA,NA,NA
1854-11-10 07:00:00,NA,NA,1022.01,NA,NA,NA
1854-11-10 07:00:00,NA,NA,NA,-3.33,NA,NA
1854-11-10 07:00:00,NA,NA,NA,NA,5,NA
1854-11-10 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-10 12:00:00,NA,315,NA,NA,NA,NA
1854-11-10 14:00:00,1.67,NA,NA,NA,NA,NA
1854-11-10 14:00:00,NA,NA,1023.37,NA,NA,NA
1854-11-10 14:00:00,NA,NA,NA,0,NA,NA
1854-11-10 14:00:00,NA,NA,NA,NA,5,NA
1854-11-10 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-10 21:00:00,3.33,NA,NA,NA,NA,NA
1854-11-10 21:00:00,NA,315,NA,NA,NA,NA
1854-11-10 21:00:00,NA,NA,1025.4,NA,NA,NA
1854-11-10 21:00:00,NA,NA,NA,0.56,NA,NA
1854-11-10 21:00:00,NA,NA,NA,NA,2,NA
1854-11-10 21:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-11 07:00:00,1.67,NA,NA,NA,NA,NA
1854-11-11 07:00:00,NA,225,NA,NA,NA,NA
1854-11-11 07:00:00,NA,NA,1031.49,NA,NA,NA
1854-11-11 07:00:00,NA,NA,NA,0.56,NA,NA
1854-11-11 07:00:00,NA,NA,NA,NA,2,NA
1854-11-11 07:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-11 12:00:00,NA,202.5,NA,NA,NA,NA
1854-11-11 14:00:00,8.33,NA,NA,NA,NA,NA
1854-11-11 14:00:00,NA,NA,1033.19,NA,NA,NA
1854-11-11 14:00:00,NA,NA,NA,8.89,NA,NA
1854-11-11 14:00:00,NA,NA,NA,NA,2,NA
1854-11-11 14:00:00,NA,NA,NA,NA,NA,",SKC NA"
1854-11-11 21:00:00,11.11,NA,NA,NA,NA,NA
1854-11-11 21:00:00,NA,180,NA,NA,NA,NA
