"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"LittleWhaleRiver","56.03","-76.75","3.6","America/Montreal","5","71615","7103539"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","dd","pr","ta","Tn","w"
1862-05-20 14:00:00,NA,0,NA,NA,NA
1862-05-20 14:00:00,NA,NA,3.33,NA,NA
1862-05-20 14:00:00,NA,NA,NA,NA,0
1862-05-20 21:00:00,270,NA,NA,NA,NA
1862-05-20 21:00:00,NA,0,NA,NA,NA
1862-05-20 21:00:00,NA,NA,0,NA,NA
1862-05-20 21:00:00,NA,NA,NA,NA,0
1862-05-21,NA,NA,NA,NA,NA
1862-05-21,NA,NA,NA,-2.78,NA
1862-05-21,NA,NA,NA,NA,NA
1862-05-21 07:00:00,180,NA,NA,NA,NA
1862-05-21 07:00:00,NA,0,NA,NA,NA
1862-05-21 07:00:00,NA,NA,3.33,NA,NA
1862-05-21 07:00:00,NA,NA,NA,NA,0
1862-05-21 14:00:00,180,NA,NA,NA,NA
1862-05-21 14:00:00,NA,0,NA,NA,NA
1862-05-21 14:00:00,NA,NA,8.33,NA,NA
1862-05-21 14:00:00,NA,NA,NA,NA,0
1862-05-21 21:00:00,90,NA,NA,NA,NA
1862-05-21 21:00:00,NA,0,NA,NA,NA
1862-05-21 21:00:00,NA,NA,1.11,NA,NA
1862-05-21 21:00:00,NA,NA,NA,NA,0
1862-05-22,NA,NA,NA,NA,NA
1862-05-22,NA,NA,NA,-2.22,NA
1862-05-22,NA,NA,NA,NA,NA
1862-05-22 07:00:00,180,NA,NA,NA,NA
1862-05-22 07:00:00,NA,0,NA,NA,NA
1862-05-22 07:00:00,NA,NA,11.11,NA,NA
1862-05-22 07:00:00,NA,NA,NA,NA,0
1862-05-22 14:00:00,180,NA,NA,NA,NA
1862-05-22 14:00:00,NA,0,NA,NA,NA
1862-05-22 14:00:00,NA,NA,17.22,NA,NA
1862-05-22 14:00:00,NA,NA,NA,NA,0
1862-05-22 21:00:00,0,NA,NA,NA,NA
1862-05-22 21:00:00,NA,0,NA,NA,NA
1862-05-22 21:00:00,NA,NA,-2.22,NA,NA
1862-05-22 21:00:00,NA,NA,NA,NA,0
1862-05-23,NA,NA,NA,NA,NA
1862-05-23,NA,NA,NA,-7.78,NA
1862-05-23,NA,NA,NA,NA,NA
1862-05-23 07:00:00,0,NA,NA,NA,NA
1862-05-23 07:00:00,NA,NA,NA,NA,NA
1862-05-23 07:00:00,NA,NA,-5.56,NA,NA
1862-05-23 07:00:00,NA,NA,NA,NA,0
1862-05-23 14:00:00,0,NA,NA,NA,NA
1862-05-23 14:00:00,NA,0,NA,NA,NA
1862-05-23 14:00:00,NA,NA,-2.78,NA,NA
1862-05-23 14:00:00,NA,NA,NA,NA,0
1862-05-23 21:00:00,315,NA,NA,NA,NA
1862-05-23 21:00:00,NA,0.23,NA,NA,NA
1862-05-23 21:00:00,NA,NA,-2.78,NA,NA
1862-05-23 21:00:00,NA,NA,NA,NA,0
1862-05-24,NA,NA,NA,NA,NA
1862-05-24,NA,NA,NA,-8.89,NA
1862-05-24,NA,NA,NA,NA,NA
1862-05-24 07:00:00,0,NA,NA,NA,NA
1862-05-24 07:00:00,NA,NA,NA,NA,NA
1862-05-24 07:00:00,NA,NA,-3.33,NA,NA
1862-05-24 07:00:00,NA,NA,NA,NA,0
1862-05-24 14:00:00,0,NA,NA,NA,NA
1862-05-24 14:00:00,NA,0,NA,NA,NA
1862-05-24 14:00:00,NA,NA,-1.11,NA,NA
1862-05-24 14:00:00,NA,NA,NA,NA,0
1862-05-24 21:00:00,0,NA,NA,NA,NA
1862-05-24 21:00:00,NA,0,NA,NA,NA
1862-05-24 21:00:00,NA,NA,-6.11,NA,NA
1862-05-24 21:00:00,NA,NA,NA,NA,0
1862-05-25,NA,NA,NA,NA,NA
1862-05-25,NA,NA,NA,-7.78,NA
1862-05-25,NA,NA,NA,NA,NA
1862-05-25 07:00:00,0,NA,NA,NA,NA
1862-05-25 07:00:00,NA,NA,NA,NA,NA
1862-05-25 07:00:00,NA,NA,-1.67,NA,NA
1862-05-25 07:00:00,NA,NA,NA,NA,0
1862-05-25 14:00:00,0,NA,NA,NA,NA
1862-05-25 14:00:00,NA,NA,NA,NA,NA
1862-05-25 14:00:00,NA,NA,-0.56,NA,NA
1862-05-25 14:00:00,NA,NA,NA,NA,0
1862-05-25 21:00:00,0,NA,NA,NA,NA
1862-05-25 21:00:00,NA,0,NA,NA,NA
1862-05-25 21:00:00,NA,NA,-2.78,NA,NA
1862-05-25 21:00:00,NA,NA,NA,NA,0
1862-05-26,NA,NA,NA,NA,NA
1862-05-26,NA,NA,NA,-7.78,NA
1862-05-26,NA,NA,NA,NA,NA
1862-05-26 07:00:00,270,NA,NA,NA,NA
1862-05-26 07:00:00,NA,0,NA,NA,NA
1862-05-26 07:00:00,NA,NA,-0.56,NA,NA
1862-05-26 07:00:00,NA,NA,NA,NA,0
1862-05-26 14:00:00,90,NA,NA,NA,NA
1862-05-26 14:00:00,NA,0,NA,NA,NA
1862-05-26 14:00:00,NA,NA,3.33,NA,NA
1862-05-26 14:00:00,NA,NA,NA,NA,0
1862-05-26 21:00:00,45,NA,NA,NA,NA
1862-05-26 21:00:00,NA,0,NA,NA,NA
1862-05-26 21:00:00,NA,NA,-2.22,NA,NA
1862-05-26 21:00:00,NA,NA,NA,NA,0
1862-05-27,NA,NA,NA,NA,NA
1862-05-27,NA,NA,NA,-4.44,NA
1862-05-27,NA,NA,NA,NA,NA
1862-05-27 07:00:00,0,NA,NA,NA,NA
1862-05-27 07:00:00,NA,0,NA,NA,NA
1862-05-27 07:00:00,NA,NA,7.22,NA,NA
1862-05-27 07:00:00,NA,NA,NA,NA,0
1862-05-27 14:00:00,0,NA,NA,NA,NA
1862-05-27 14:00:00,NA,0,NA,NA,NA
1862-05-27 14:00:00,NA,NA,2.22,NA,NA
1862-05-27 14:00:00,NA,NA,NA,NA,0
1862-05-27 21:00:00,90,NA,NA,NA,NA
1862-05-27 21:00:00,NA,0,NA,NA,NA
1862-05-27 21:00:00,NA,NA,0,NA,NA
1862-05-27 21:00:00,NA,NA,NA,NA,0
1862-05-28,NA,NA,NA,NA,NA
1862-05-28,NA,NA,NA,-4.44,NA
1862-05-28,NA,NA,NA,NA,NA
1862-05-28 07:00:00,0,NA,NA,NA,NA
1862-05-28 07:00:00,NA,0,NA,NA,NA
1862-05-28 07:00:00,NA,NA,0.56,NA,NA
1862-05-28 07:00:00,NA,NA,NA,NA,0
1862-05-28 14:00:00,0,NA,NA,NA,NA
1862-05-28 14:00:00,NA,0,NA,NA,NA
1862-05-28 14:00:00,NA,NA,0.56,NA,NA
1862-05-28 14:00:00,NA,NA,NA,NA,0
1862-05-28 21:00:00,0,NA,NA,NA,NA
1862-05-28 21:00:00,NA,0,NA,NA,NA
1862-05-28 21:00:00,NA,NA,-1.11,NA,NA
1862-05-28 21:00:00,NA,NA,NA,NA,0
1862-05-29,NA,NA,NA,NA,NA
1862-05-29,NA,NA,NA,-6.11,NA
1862-05-29,NA,NA,NA,NA,NA
1862-05-29 07:00:00,0,NA,NA,NA,NA
1862-05-29 07:00:00,NA,0,NA,NA,NA
1862-05-29 07:00:00,NA,NA,0,NA,NA
1862-05-29 07:00:00,NA,NA,NA,NA,0
1862-05-29 14:00:00,0,NA,NA,NA,NA
1862-05-29 14:00:00,NA,0,NA,NA,NA
1862-05-29 14:00:00,NA,NA,2.22,NA,NA
1862-05-29 14:00:00,NA,NA,NA,NA,0
1862-05-29 21:00:00,0,NA,NA,NA,NA
1862-05-29 21:00:00,NA,0,NA,NA,NA
1862-05-29 21:00:00,NA,NA,-2.22,NA,NA
1862-05-29 21:00:00,NA,NA,NA,NA,0
1862-05-30,NA,NA,NA,NA,NA
1862-05-30,NA,NA,NA,-5.56,NA
1862-05-30,NA,NA,NA,NA,NA
1862-05-30 07:00:00,315,NA,NA,NA,NA
1862-05-30 07:00:00,NA,0,NA,NA,NA
1862-05-30 07:00:00,NA,NA,0,NA,NA
1862-05-30 07:00:00,NA,NA,NA,NA,0
1862-05-30 14:00:00,315,NA,NA,NA,NA
1862-05-30 14:00:00,NA,0,NA,NA,NA
1862-05-30 14:00:00,NA,NA,1.67,NA,NA
1862-05-30 14:00:00,NA,NA,NA,NA,0
1862-05-30 21:00:00,315,NA,NA,NA,NA
1862-05-30 21:00:00,NA,NA,NA,NA,NA
1862-05-30 21:00:00,NA,NA,-2.22,NA,NA
1862-05-30 21:00:00,NA,NA,NA,NA,0
1862-05-31,NA,NA,NA,NA,NA
1862-05-31,NA,NA,NA,-3.33,NA
1862-05-31,NA,NA,NA,NA,NA
1862-05-31 07:00:00,180,NA,NA,NA,NA
1862-05-31 07:00:00,NA,0,NA,NA,NA
1862-05-31 07:00:00,NA,NA,1.67,NA,NA
1862-05-31 07:00:00,NA,NA,NA,NA,0
1862-05-31 14:00:00,315,NA,NA,NA,NA
1862-05-31 14:00:00,NA,0,NA,NA,NA
1862-05-31 14:00:00,NA,NA,0,NA,NA
1862-05-31 14:00:00,NA,NA,NA,NA,0
1862-05-31 21:00:00,270,NA,NA,NA,NA
1862-05-31 21:00:00,NA,0,NA,NA,NA
1862-05-31 21:00:00,NA,NA,-3.33,NA,NA
1862-05-31 21:00:00,NA,NA,NA,NA,0
1862-06-01,NA,NA,NA,NA,NA
1862-06-01,NA,NA,NA,-6.11,NA
1862-06-01,NA,NA,NA,NA,NA
1862-06-01 07:00:00,0,NA,NA,NA,NA
1862-06-01 07:00:00,NA,0,NA,NA,NA
1862-06-01 07:00:00,NA,NA,4.44,NA,NA
1862-06-01 07:00:00,NA,NA,NA,NA,0
1862-06-01 14:00:00,0,NA,NA,NA,NA
1862-06-01 14:00:00,NA,0,NA,NA,NA
1862-06-01 14:00:00,NA,NA,1.67,NA,NA
1862-06-01 14:00:00,NA,NA,NA,NA,0
1862-06-01 21:00:00,45,NA,NA,NA,NA
1862-06-01 21:00:00,NA,0,NA,NA,NA
1862-06-01 21:00:00,NA,NA,-0.56,NA,NA
1862-06-01 21:00:00,NA,NA,NA,NA,0
1862-06-02,NA,NA,NA,NA,NA
1862-06-02,NA,NA,NA,-5,NA
1862-06-02,NA,NA,NA,NA,NA
1862-06-02 07:00:00,180,NA,NA,NA,NA
1862-06-02 07:00:00,NA,0,NA,NA,NA
1862-06-02 07:00:00,NA,NA,1.67,NA,NA
1862-06-02 07:00:00,NA,NA,NA,NA,0
1862-06-02 14:00:00,315,NA,NA,NA,NA
1862-06-02 14:00:00,NA,0,NA,NA,NA
1862-06-02 14:00:00,NA,NA,5.56,NA,NA
1862-06-02 14:00:00,NA,NA,NA,NA,0
1862-06-02 21:00:00,NA,NA,NA,NA,NA
1862-06-02 21:00:00,NA,0,NA,NA,NA
1862-06-02 21:00:00,NA,NA,0.56,NA,NA
1862-06-02 21:00:00,NA,NA,NA,NA,0
1862-06-03,NA,NA,NA,NA,NA
1862-06-03,NA,NA,NA,-4.44,NA
1862-06-03,NA,NA,NA,NA,NA
1862-06-03 07:00:00,225,NA,NA,NA,NA
1862-06-03 07:00:00,NA,0,NA,NA,NA
1862-06-03 07:00:00,NA,NA,0,NA,NA
1862-06-03 07:00:00,NA,NA,NA,NA,0
1862-06-03 14:00:00,315,NA,NA,NA,NA
1862-06-03 14:00:00,NA,0,NA,NA,NA
1862-06-03 14:00:00,NA,NA,3.33,NA,NA
1862-06-03 14:00:00,NA,NA,NA,NA,0
1862-06-03 21:00:00,225,NA,NA,NA,NA
1862-06-03 21:00:00,NA,0.23,NA,NA,NA
1862-06-03 21:00:00,NA,NA,-1.67,NA,NA
1862-06-03 21:00:00,NA,NA,NA,NA,0
1862-06-04,NA,NA,NA,NA,NA
1862-06-04,NA,NA,NA,-5,NA
1862-06-04,NA,NA,NA,NA,NA
1862-06-04 07:00:00,225,NA,NA,NA,NA
1862-06-04 07:00:00,NA,NA,NA,NA,NA
1862-06-04 07:00:00,NA,NA,2.22,NA,NA
1862-06-04 07:00:00,NA,NA,NA,NA,0
1862-06-04 14:00:00,0,NA,NA,NA,NA
1862-06-04 14:00:00,NA,0,NA,NA,NA
1862-06-04 14:00:00,NA,NA,1.11,NA,NA
1862-06-04 14:00:00,NA,NA,NA,NA,0
1862-06-04 21:00:00,315,NA,NA,NA,NA
1862-06-04 21:00:00,NA,0,NA,NA,NA
1862-06-04 21:00:00,NA,NA,-3.33,NA,NA
1862-06-04 21:00:00,NA,NA,NA,NA,0
1862-06-05,NA,NA,NA,NA,NA
1862-06-05,NA,NA,NA,-7.22,NA
1862-06-05,NA,NA,NA,NA,NA
1862-06-05 07:00:00,225,NA,NA,NA,NA
1862-06-05 07:00:00,NA,0,NA,NA,NA
1862-06-05 07:00:00,NA,NA,6.11,NA,NA
1862-06-05 07:00:00,NA,NA,NA,NA,0
1862-06-05 14:00:00,0,NA,NA,NA,NA
1862-06-05 14:00:00,NA,0,NA,NA,NA
1862-06-05 14:00:00,NA,NA,1.11,NA,NA
1862-06-05 14:00:00,NA,NA,NA,NA,0
1862-06-05 21:00:00,0,NA,NA,NA,NA
1862-06-05 21:00:00,NA,0,NA,NA,NA
1862-06-05 21:00:00,NA,NA,-4.44,NA,NA
1862-06-05 21:00:00,NA,NA,NA,NA,0
1862-06-06,NA,NA,NA,NA,NA
1862-06-06,NA,NA,NA,-7.78,NA
1862-06-06,NA,NA,NA,NA,NA
1862-06-06 07:00:00,315,NA,NA,NA,NA
1862-06-06 07:00:00,NA,0.23,NA,NA,NA
1862-06-06 07:00:00,NA,NA,-1.11,NA,NA
1862-06-06 07:00:00,NA,NA,NA,NA,0
1862-06-06 14:00:00,0,NA,NA,NA,NA
1862-06-06 14:00:00,NA,0.23,NA,NA,NA
1862-06-06 14:00:00,NA,NA,2.22,NA,NA
1862-06-06 14:00:00,NA,NA,NA,NA,0
1862-06-06 21:00:00,315,NA,NA,NA,NA
1862-06-06 21:00:00,NA,0,NA,NA,NA
1862-06-06 21:00:00,NA,NA,-1.11,NA,NA
1862-06-06 21:00:00,NA,NA,NA,NA,0
1862-06-07,NA,NA,NA,NA,NA
1862-06-07,NA,NA,NA,-3.33,NA
1862-06-07,NA,NA,NA,NA,NA
1862-06-07 07:00:00,225,NA,NA,NA,NA
1862-06-07 07:00:00,NA,0.23,NA,NA,NA
1862-06-07 07:00:00,NA,NA,2.78,NA,NA
1862-06-07 07:00:00,NA,NA,NA,NA,0
1862-06-07 14:00:00,270,NA,NA,NA,NA
1862-06-07 14:00:00,NA,0,NA,NA,NA
1862-06-07 14:00:00,NA,NA,5.56,NA,NA
1862-06-07 14:00:00,NA,NA,NA,NA,0
1862-06-07 21:00:00,NA,NA,NA,NA,NA
1862-06-07 21:00:00,NA,0,NA,NA,NA
1862-06-07 21:00:00,NA,NA,1.67,NA,NA
1862-06-07 21:00:00,NA,NA,NA,NA,0
1862-06-08,NA,NA,NA,NA,NA
1862-06-08,NA,NA,NA,-1.67,NA
1862-06-08,NA,NA,NA,NA,NA
1862-06-08 07:00:00,270,NA,NA,NA,NA
1862-06-08 07:00:00,NA,0,NA,NA,NA
1862-06-08 07:00:00,NA,NA,12.78,NA,NA
1862-06-08 07:00:00,NA,NA,NA,NA,0
1862-06-08 14:00:00,270,NA,NA,NA,NA
1862-06-08 14:00:00,NA,0,NA,NA,NA
1862-06-08 14:00:00,NA,NA,9.44,NA,NA
1862-06-08 14:00:00,NA,NA,NA,NA,0
1862-06-08 21:00:00,315,NA,NA,NA,NA
1862-06-08 21:00:00,NA,0,NA,NA,NA
1862-06-08 21:00:00,NA,NA,1.67,NA,NA
1862-06-08 21:00:00,NA,NA,NA,NA,0
1862-06-09,NA,NA,NA,NA,NA
1862-06-09,NA,NA,NA,-2.22,NA
1862-06-09,NA,NA,NA,NA,NA
1862-06-09 07:00:00,315,NA,NA,NA,NA
1862-06-09 07:00:00,NA,0,NA,NA,NA
1862-06-09 07:00:00,NA,NA,1.67,NA,NA
1862-06-09 07:00:00,NA,NA,NA,NA,0
1862-06-09 14:00:00,270,NA,NA,NA,NA
1862-06-09 14:00:00,NA,0,NA,NA,NA
1862-06-09 14:00:00,NA,NA,2.22,NA,NA
1862-06-09 14:00:00,NA,NA,NA,NA,0
1862-06-09 21:00:00,270,NA,NA,NA,NA
1862-06-09 21:00:00,NA,0,NA,NA,NA
1862-06-09 21:00:00,NA,NA,0,NA,NA
1862-06-09 21:00:00,NA,NA,NA,NA,0
1862-06-10,NA,NA,NA,NA,NA
1862-06-10,NA,NA,NA,-2.22,NA
1862-06-10,NA,NA,NA,NA,NA
1862-06-10 07:00:00,270,NA,NA,NA,NA
1862-06-10 07:00:00,NA,0,NA,NA,NA
1862-06-10 07:00:00,NA,NA,5.56,NA,NA
1862-06-10 07:00:00,NA,NA,NA,NA,0
1862-06-10 14:00:00,0,NA,NA,NA,NA
1862-06-10 14:00:00,NA,0,NA,NA,NA
1862-06-10 14:00:00,NA,NA,10,NA,NA
1862-06-10 14:00:00,NA,NA,NA,NA,0
1862-06-10 21:00:00,135,NA,NA,NA,NA
1862-06-10 21:00:00,NA,0,NA,NA,NA
1862-06-10 21:00:00,NA,NA,7.78,NA,NA
1862-06-10 21:00:00,NA,NA,NA,NA,0
1862-06-11,NA,NA,NA,NA,NA
1862-06-11,NA,NA,NA,0,NA
1862-06-11,NA,NA,NA,NA,NA
1862-06-11 07:00:00,135,NA,NA,NA,NA
1862-06-11 07:00:00,NA,0,NA,NA,NA
1862-06-11 07:00:00,NA,NA,5.56,NA,NA
1862-06-11 07:00:00,NA,NA,NA,NA,0
1862-06-11 14:00:00,0,NA,NA,NA,NA
1862-06-11 14:00:00,NA,0,NA,NA,NA
1862-06-11 14:00:00,NA,NA,5,NA,NA
1862-06-11 14:00:00,NA,NA,NA,NA,0
1862-06-11 21:00:00,315,NA,NA,NA,NA
1862-06-11 21:00:00,NA,0,NA,NA,NA
1862-06-11 21:00:00,NA,NA,0,NA,NA
1862-06-11 21:00:00,NA,NA,NA,NA,0
1862-06-12,NA,NA,NA,NA,NA
1862-06-12,NA,NA,NA,-4.44,NA
1862-06-12,NA,NA,NA,NA,NA
1862-06-12 07:00:00,315,NA,NA,NA,NA
1862-06-12 07:00:00,NA,0,NA,NA,NA
1862-06-12 07:00:00,NA,NA,-1.11,NA,NA
1862-06-12 07:00:00,NA,NA,NA,NA,0
1862-06-12 14:00:00,270,NA,NA,NA,NA
1862-06-12 14:00:00,NA,0,NA,NA,NA
1862-06-12 14:00:00,NA,NA,8.89,NA,NA
1862-06-12 14:00:00,NA,NA,NA,NA,0
1862-06-12 21:00:00,NA,NA,NA,NA,NA
1862-06-12 21:00:00,NA,0.23,NA,NA,NA
1862-06-12 21:00:00,NA,NA,4.44,NA,NA
1862-06-12 21:00:00,NA,NA,NA,NA,0
1862-06-13,NA,NA,NA,NA,NA
1862-06-13,NA,NA,NA,-3.89,NA
1862-06-13,NA,NA,NA,NA,NA
1862-06-13 07:00:00,315,NA,NA,NA,NA
1862-06-13 07:00:00,NA,NA,NA,NA,NA
1862-06-13 07:00:00,NA,NA,-0.56,NA,NA
1862-06-13 07:00:00,NA,NA,NA,NA,0
1862-06-13 14:00:00,315,NA,NA,NA,NA
1862-06-13 14:00:00,NA,NA,NA,NA,NA
1862-06-13 14:00:00,NA,NA,1.11,NA,NA
1862-06-13 14:00:00,NA,NA,NA,NA,0
1862-06-13 21:00:00,315,NA,NA,NA,NA
1862-06-13 21:00:00,NA,NA,NA,NA,NA
1862-06-13 21:00:00,NA,NA,-0.56,NA,NA
1862-06-13 21:00:00,NA,NA,NA,NA,0
1862-06-14,NA,NA,NA,NA,NA
1862-06-14,NA,NA,NA,-3.33,NA
1862-06-14,NA,NA,NA,NA,NA
1862-06-14 07:00:00,0,NA,NA,NA,NA
1862-06-14 07:00:00,NA,NA,NA,NA,NA
1862-06-14 07:00:00,NA,NA,0,NA,NA
1862-06-14 07:00:00,NA,NA,NA,NA,0
1862-06-14 14:00:00,0,NA,NA,NA,NA
1862-06-14 14:00:00,NA,NA,NA,NA,NA
1862-06-14 14:00:00,NA,NA,1.11,NA,NA
1862-06-14 14:00:00,NA,NA,NA,NA,0
1862-06-14 21:00:00,0,NA,NA,NA,NA
1862-06-14 21:00:00,NA,0,NA,NA,NA
1862-06-14 21:00:00,NA,NA,0.56,NA,NA
1862-06-14 21:00:00,NA,NA,NA,NA,0
1862-06-15,NA,NA,NA,NA,NA
1862-06-15,NA,NA,NA,-2.78,NA
1862-06-15,NA,NA,NA,NA,NA
1862-06-15 07:00:00,0,NA,NA,NA,NA
1862-06-15 07:00:00,NA,0,NA,NA,NA
1862-06-15 07:00:00,NA,NA,5.56,NA,NA
1862-06-15 07:00:00,NA,NA,NA,NA,0
1862-06-15 14:00:00,225,NA,NA,NA,NA
1862-06-15 14:00:00,NA,0,NA,NA,NA
1862-06-15 14:00:00,NA,NA,3.33,NA,NA
1862-06-15 14:00:00,NA,NA,NA,NA,0
1862-06-15 21:00:00,225,NA,NA,NA,NA
1862-06-15 21:00:00,NA,0,NA,NA,NA
1862-06-15 21:00:00,NA,NA,1.67,NA,NA
1862-06-15 21:00:00,NA,NA,NA,NA,0
1862-06-16,NA,NA,NA,NA,NA
1862-06-16,NA,NA,NA,-2.22,NA
1862-06-16,NA,NA,NA,NA,NA
1862-06-16 07:00:00,225,NA,NA,NA,NA
1862-06-16 07:00:00,NA,0,NA,NA,NA
1862-06-16 07:00:00,NA,NA,7.78,NA,NA
1862-06-16 07:00:00,NA,NA,NA,NA,0
1862-06-16 14:00:00,270,NA,NA,NA,NA
1862-06-16 14:00:00,NA,0,NA,NA,NA
1862-06-16 14:00:00,NA,NA,9.44,NA,NA
1862-06-16 14:00:00,NA,NA,NA,NA,0
1862-06-16 21:00:00,180,NA,NA,NA,NA
1862-06-16 21:00:00,NA,0,NA,NA,NA
1862-06-16 21:00:00,NA,NA,14.44,NA,NA
1862-06-16 21:00:00,NA,NA,NA,NA,0
1862-06-17,NA,NA,NA,NA,NA
1862-06-17,NA,NA,NA,-2.22,NA
1862-06-17,NA,NA,NA,NA,NA
1862-06-17 07:00:00,270,NA,NA,NA,NA
1862-06-17 07:00:00,NA,0,NA,NA,NA
1862-06-17 07:00:00,NA,NA,1.67,NA,NA
1862-06-17 07:00:00,NA,NA,NA,NA,0
1862-06-17 14:00:00,0,NA,NA,NA,NA
1862-06-17 14:00:00,NA,0,NA,NA,NA
1862-06-17 14:00:00,NA,NA,2.22,NA,NA
1862-06-17 14:00:00,NA,NA,NA,NA,0
1862-06-17 21:00:00,0,NA,NA,NA,NA
1862-06-17 21:00:00,NA,0,NA,NA,NA
1862-06-17 21:00:00,NA,NA,-2.22,NA,NA
1862-06-17 21:00:00,NA,NA,NA,NA,0
1862-06-18,NA,NA,NA,NA,NA
1862-06-18,NA,NA,NA,-3.33,NA
1862-06-18,NA,NA,NA,NA,NA
1862-06-18 07:00:00,0,NA,NA,NA,NA
1862-06-18 07:00:00,NA,0,NA,NA,NA
1862-06-18 07:00:00,NA,NA,1.67,NA,NA
1862-06-18 07:00:00,NA,NA,NA,NA,0
1862-06-18 14:00:00,315,NA,NA,NA,NA
1862-06-18 14:00:00,NA,NA,NA,NA,NA
1862-06-18 14:00:00,NA,NA,3.33,NA,NA
1862-06-18 14:00:00,NA,NA,NA,NA,0
1862-06-18 21:00:00,270,NA,NA,NA,NA
1862-06-18 21:00:00,NA,0,NA,NA,NA
1862-06-18 21:00:00,NA,NA,-1.67,NA,NA
1862-06-18 21:00:00,NA,NA,NA,NA,0
1862-06-19,NA,NA,NA,NA,NA
1862-06-19,NA,NA,NA,-5,NA
1862-06-19,NA,NA,NA,NA,NA
1862-06-19 07:00:00,135,NA,NA,NA,NA
1862-06-19 07:00:00,NA,0,NA,NA,NA
1862-06-19 07:00:00,NA,NA,7.78,NA,NA
1862-06-19 07:00:00,NA,NA,NA,NA,0
1862-06-19 14:00:00,180,NA,NA,NA,NA
1862-06-19 14:00:00,NA,0,NA,NA,NA
1862-06-19 14:00:00,NA,NA,11.11,NA,NA
1862-06-19 14:00:00,NA,NA,NA,NA,0
1862-06-19 21:00:00,270,NA,NA,NA,NA
1862-06-19 21:00:00,NA,NA,NA,NA,NA
1862-06-19 21:00:00,NA,NA,2.78,NA,NA
1862-06-19 21:00:00,NA,NA,NA,NA,0
1862-06-20,NA,NA,NA,NA,NA
1862-06-20,NA,NA,NA,0.56,NA
1862-06-20,NA,NA,NA,NA,NA
1862-06-20 07:00:00,225,NA,NA,NA,NA
1862-06-20 07:00:00,NA,0,NA,NA,NA
1862-06-20 07:00:00,NA,NA,3.33,NA,NA
1862-06-20 07:00:00,NA,NA,NA,NA,NA
1862-06-20 14:00:00,225,NA,NA,NA,NA
1862-06-20 14:00:00,NA,0,NA,NA,NA
1862-06-20 14:00:00,NA,NA,4.44,NA,NA
1862-06-20 14:00:00,NA,NA,NA,NA,0
1862-06-20 21:00:00,225,NA,NA,NA,NA
1862-06-20 21:00:00,NA,0,NA,NA,NA
1862-06-20 21:00:00,NA,NA,0.56,NA,NA
1862-06-20 21:00:00,NA,NA,NA,NA,0
1862-06-21,NA,NA,NA,NA,NA
1862-06-21,NA,NA,NA,-3.33,NA
1862-06-21,NA,NA,NA,NA,NA
1862-06-21 07:00:00,225,NA,NA,NA,NA
1862-06-21 07:00:00,NA,0,NA,NA,NA
1862-06-21 07:00:00,NA,NA,6.67,NA,NA
1862-06-21 07:00:00,NA,NA,NA,NA,0
1862-06-21 14:00:00,315,NA,NA,NA,NA
1862-06-21 14:00:00,NA,0,NA,NA,NA
1862-06-21 14:00:00,NA,NA,10.56,NA,NA
1862-06-21 14:00:00,NA,NA,NA,NA,0
1862-06-21 21:00:00,315,NA,NA,NA,NA
1862-06-21 21:00:00,NA,0,NA,NA,NA
1862-06-21 21:00:00,NA,NA,2.78,NA,NA
1862-06-21 21:00:00,NA,NA,NA,NA,0
1862-06-22,NA,NA,NA,NA,NA
1862-06-22,NA,NA,NA,0.56,NA
1862-06-22,NA,NA,NA,NA,NA
1862-06-22 07:00:00,225,NA,NA,NA,NA
1862-06-22 07:00:00,NA,0,NA,NA,NA
1862-06-22 07:00:00,NA,NA,6.11,NA,NA
1862-06-22 07:00:00,NA,NA,NA,NA,0
1862-06-22 14:00:00,225,NA,NA,NA,NA
1862-06-22 14:00:00,NA,0,NA,NA,NA
1862-06-22 14:00:00,NA,NA,7.22,NA,NA
1862-06-22 14:00:00,NA,NA,NA,NA,0
1862-06-22 21:00:00,270,NA,NA,NA,NA
1862-06-22 21:00:00,NA,0,NA,NA,NA
1862-06-22 21:00:00,NA,NA,0.56,NA,NA
1862-06-22 21:00:00,NA,NA,NA,NA,0
1862-06-23,NA,NA,NA,NA,NA
1862-06-23,NA,NA,NA,-3.33,NA
1862-06-23,NA,NA,NA,NA,NA
1862-06-23 07:00:00,135,NA,NA,NA,NA
1862-06-23 07:00:00,NA,0,NA,NA,NA
1862-06-23 07:00:00,NA,NA,13.33,NA,NA
1862-06-23 07:00:00,NA,NA,NA,NA,0
1862-06-23 14:00:00,225,NA,NA,NA,NA
1862-06-23 14:00:00,NA,0,NA,NA,NA
1862-06-23 14:00:00,NA,NA,18.33,NA,NA
