"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"LittleWhaleRiver","56.03","-76.75","3.6","America/Montreal","5","71615","7103539"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","dd","pr","ta","Tn","w"
1862-01-29 07:00:00,NA,NA,NA,NA,0
1862-01-29 14:00:00,90,NA,NA,NA,NA
1862-01-29 14:00:00,NA,NA,NA,NA,NA
1862-01-29 14:00:00,NA,NA,-21.11,NA,NA
1862-01-29 14:00:00,NA,NA,NA,NA,0
1862-01-29 21:00:00,90,NA,NA,NA,NA
1862-01-29 21:00:00,NA,NA,NA,NA,NA
1862-01-29 21:00:00,NA,NA,-19.44,NA,NA
1862-01-29 21:00:00,NA,NA,NA,NA,0
1862-01-30,NA,NA,NA,NA,NA
1862-01-30,NA,NA,NA,-21.67,NA
1862-01-30,NA,NA,NA,NA,NA
1862-01-30 07:00:00,135,NA,NA,NA,NA
1862-01-30 07:00:00,NA,0,NA,NA,NA
1862-01-30 07:00:00,NA,NA,-16.11,NA,NA
1862-01-30 07:00:00,NA,NA,NA,NA,0
1862-01-30 14:00:00,180,NA,NA,NA,NA
1862-01-30 14:00:00,NA,0,NA,NA,NA
1862-01-30 14:00:00,NA,NA,-17.78,NA,NA
1862-01-30 14:00:00,NA,NA,NA,NA,0
1862-01-30 21:00:00,180,NA,NA,NA,NA
1862-01-30 21:00:00,NA,NA,NA,NA,NA
1862-01-30 21:00:00,NA,NA,-20.56,NA,NA
1862-01-30 21:00:00,NA,NA,NA,NA,0
1862-01-31,NA,NA,NA,NA,NA
1862-01-31,NA,NA,NA,-24.44,NA
1862-01-31,NA,NA,NA,NA,NA
1862-01-31 07:00:00,180,NA,NA,NA,NA
1862-01-31 07:00:00,NA,NA,NA,NA,NA
1862-01-31 07:00:00,NA,NA,-21.67,NA,NA
1862-01-31 07:00:00,NA,NA,NA,NA,0
1862-01-31 14:00:00,315,NA,NA,NA,NA
1862-01-31 14:00:00,NA,NA,NA,NA,NA
1862-01-31 14:00:00,NA,NA,-22.22,NA,NA
1862-01-31 14:00:00,NA,NA,NA,NA,0
1862-01-31 21:00:00,270,NA,NA,NA,NA
1862-01-31 21:00:00,NA,0,NA,NA,NA
1862-01-31 21:00:00,NA,NA,-22.78,NA,NA
1862-01-31 21:00:00,NA,NA,NA,NA,0
1862-02-01,NA,NA,NA,NA,NA
1862-02-01,NA,NA,NA,-28.33,NA
1862-02-01,NA,NA,NA,NA,NA
1862-02-01 07:00:00,135,NA,NA,NA,NA
1862-02-01 07:00:00,NA,NA,NA,NA,NA
1862-02-01 07:00:00,NA,NA,-19.44,NA,NA
1862-02-01 07:00:00,NA,NA,NA,NA,0
1862-02-01 14:00:00,180,NA,NA,NA,NA
1862-02-01 14:00:00,NA,NA,NA,NA,NA
1862-02-01 14:00:00,NA,NA,-13.33,NA,NA
1862-02-01 14:00:00,NA,NA,NA,NA,0
1862-02-01 21:00:00,180,NA,NA,NA,NA
1862-02-01 21:00:00,NA,0,NA,NA,NA
1862-02-01 21:00:00,NA,NA,-15,NA,NA
1862-02-01 21:00:00,NA,NA,NA,NA,0
1862-02-02,NA,NA,NA,NA,NA
1862-02-02,NA,NA,NA,-26.67,NA
1862-02-02,NA,NA,NA,NA,NA
1862-02-02 07:00:00,180,NA,NA,NA,NA
1862-02-02 07:00:00,NA,NA,NA,NA,NA
1862-02-02 07:00:00,NA,NA,-22.22,NA,NA
1862-02-02 07:00:00,NA,NA,NA,NA,0
1862-02-02 14:00:00,315,NA,NA,NA,NA
1862-02-02 14:00:00,NA,0,NA,NA,NA
1862-02-02 14:00:00,NA,NA,-22.78,NA,NA
1862-02-02 14:00:00,NA,NA,NA,NA,0
1862-02-02 21:00:00,180,NA,NA,NA,NA
1862-02-02 21:00:00,NA,NA,NA,NA,NA
1862-02-02 21:00:00,NA,NA,-24.44,NA,NA
1862-02-02 21:00:00,NA,NA,NA,NA,0
1862-02-03,NA,NA,NA,NA,NA
1862-02-03,NA,NA,NA,-25.56,NA
1862-02-03,NA,NA,NA,NA,NA
1862-02-03 07:00:00,180,NA,NA,NA,NA
1862-02-03 07:00:00,NA,NA,NA,NA,NA
1862-02-03 07:00:00,NA,NA,-22.22,NA,NA
1862-02-03 07:00:00,NA,NA,NA,NA,0
1862-02-03 14:00:00,180,NA,NA,NA,NA
1862-02-03 14:00:00,NA,0,NA,NA,NA
1862-02-03 14:00:00,NA,NA,-20.56,NA,NA
1862-02-03 14:00:00,NA,NA,NA,NA,0
1862-02-03 21:00:00,180,NA,NA,NA,NA
1862-02-03 21:00:00,NA,0,NA,NA,NA
1862-02-03 21:00:00,NA,NA,-23.33,NA,NA
1862-02-03 21:00:00,NA,NA,NA,NA,0
1862-02-04,NA,NA,NA,NA,NA
1862-02-04,NA,NA,NA,-27.22,NA
1862-02-04,NA,NA,NA,NA,NA
1862-02-04 07:00:00,180,NA,NA,NA,NA
1862-02-04 07:00:00,NA,0,NA,NA,NA
1862-02-04 07:00:00,NA,NA,-25.56,NA,NA
1862-02-04 07:00:00,NA,NA,NA,NA,0
1862-02-04 14:00:00,180,NA,NA,NA,NA
1862-02-04 14:00:00,NA,0,NA,NA,NA
1862-02-04 14:00:00,NA,NA,-20.56,NA,NA
1862-02-04 14:00:00,NA,NA,NA,NA,0
1862-02-04 21:00:00,180,NA,NA,NA,NA
1862-02-04 21:00:00,NA,NA,NA,NA,NA
1862-02-04 21:00:00,NA,NA,-20.56,NA,NA
1862-02-04 21:00:00,NA,NA,NA,NA,0
1862-02-05,NA,NA,NA,NA,NA
1862-02-05,NA,NA,NA,-30,NA
1862-02-05,NA,NA,NA,NA,NA
1862-02-05 07:00:00,180,NA,NA,NA,NA
1862-02-05 07:00:00,NA,0,NA,NA,NA
1862-02-05 07:00:00,NA,NA,-23.89,NA,NA
1862-02-05 07:00:00,NA,NA,NA,NA,0
1862-02-05 14:00:00,NA,NA,NA,NA,NA
1862-02-05 14:00:00,NA,0,NA,NA,NA
1862-02-05 14:00:00,NA,NA,-21.67,NA,NA
1862-02-05 14:00:00,NA,NA,NA,NA,0
1862-02-05 21:00:00,135,NA,NA,NA,NA
1862-02-05 21:00:00,NA,0,NA,NA,NA
1862-02-05 21:00:00,NA,NA,-30,NA,NA
1862-02-05 21:00:00,NA,NA,NA,NA,0
1862-02-06,NA,NA,NA,NA,NA
1862-02-06,NA,NA,NA,-33.89,NA
1862-02-06,NA,NA,NA,NA,NA
1862-02-06 07:00:00,135,NA,NA,NA,NA
1862-02-06 07:00:00,NA,0,NA,NA,NA
1862-02-06 07:00:00,NA,NA,-31.11,NA,NA
1862-02-06 07:00:00,NA,NA,NA,NA,0
1862-02-06 14:00:00,180,NA,NA,NA,NA
1862-02-06 14:00:00,NA,0,NA,NA,NA
1862-02-06 14:00:00,NA,NA,-22.78,NA,NA
1862-02-06 14:00:00,NA,NA,NA,NA,0
1862-02-06 21:00:00,180,NA,NA,NA,NA
1862-02-06 21:00:00,NA,NA,NA,NA,NA
1862-02-06 21:00:00,NA,NA,-23.89,NA,NA
1862-02-06 21:00:00,NA,NA,NA,NA,0
1862-02-07,NA,NA,NA,NA,NA
1862-02-07,NA,NA,NA,-28.33,NA
1862-02-07,NA,NA,NA,NA,NA
1862-02-07 07:00:00,135,NA,NA,NA,NA
1862-02-07 07:00:00,NA,0,NA,NA,NA
1862-02-07 07:00:00,NA,NA,-27.22,NA,NA
1862-02-07 07:00:00,NA,NA,NA,NA,0
1862-02-07 14:00:00,180,NA,NA,NA,NA
1862-02-07 14:00:00,NA,0,NA,NA,NA
1862-02-07 14:00:00,NA,NA,-25.56,NA,NA
1862-02-07 14:00:00,NA,NA,NA,NA,0
1862-02-07 21:00:00,180,NA,NA,NA,NA
1862-02-07 21:00:00,NA,0,NA,NA,NA
1862-02-07 21:00:00,NA,NA,-26.67,NA,NA
1862-02-07 21:00:00,NA,NA,NA,NA,0
1862-02-08,NA,NA,NA,NA,NA
1862-02-08,NA,NA,NA,-31.67,NA
1862-02-08,NA,NA,NA,NA,NA
1862-02-08 07:00:00,180,NA,NA,NA,NA
1862-02-08 07:00:00,NA,0,NA,NA,NA
1862-02-08 07:00:00,NA,NA,-27.78,NA,NA
1862-02-08 07:00:00,NA,NA,NA,NA,0
1862-02-08 14:00:00,180,NA,NA,NA,NA
1862-02-08 14:00:00,NA,0,NA,NA,NA
1862-02-08 14:00:00,NA,NA,-25,NA,NA
1862-02-08 14:00:00,NA,NA,NA,NA,0
1862-02-08 21:00:00,135,NA,NA,NA,NA
1862-02-08 21:00:00,NA,0,NA,NA,NA
1862-02-08 21:00:00,NA,NA,-31.67,NA,NA
1862-02-08 21:00:00,NA,NA,NA,NA,0
1862-02-09,NA,NA,NA,NA,NA
1862-02-09,NA,NA,NA,-35.56,NA
1862-02-09,NA,NA,NA,NA,NA
1862-02-09 07:00:00,135,NA,NA,NA,NA
1862-02-09 07:00:00,NA,0,NA,NA,NA
1862-02-09 07:00:00,NA,NA,-33.33,NA,NA
1862-02-09 07:00:00,NA,NA,NA,NA,0
1862-02-09 14:00:00,225,NA,NA,NA,NA
1862-02-09 14:00:00,NA,0,NA,NA,NA
1862-02-09 14:00:00,NA,NA,-25.56,NA,NA
1862-02-09 14:00:00,NA,NA,NA,NA,0
1862-02-09 21:00:00,180,NA,NA,NA,NA
1862-02-09 21:00:00,NA,0,NA,NA,NA
1862-02-09 21:00:00,NA,NA,-31.11,NA,NA
1862-02-09 21:00:00,NA,NA,NA,NA,0
1862-02-10,NA,NA,NA,NA,NA
1862-02-10,NA,NA,NA,-38.33,NA
1862-02-10,NA,NA,NA,NA,NA
1862-02-10 07:00:00,90,NA,NA,NA,NA
1862-02-10 07:00:00,NA,0,NA,NA,NA
1862-02-10 07:00:00,NA,NA,NA,NA,NA
1862-02-10 07:00:00,NA,NA,NA,NA,0
1862-02-10 14:00:00,180,NA,NA,NA,NA
1862-02-10 14:00:00,NA,0,NA,NA,NA
1862-02-10 14:00:00,NA,NA,-27.78,NA,NA
1862-02-10 14:00:00,NA,NA,NA,NA,0
1862-02-10 21:00:00,135,NA,NA,NA,NA
1862-02-10 21:00:00,NA,0,NA,NA,NA
1862-02-10 21:00:00,NA,NA,-32.22,NA,NA
1862-02-10 21:00:00,NA,NA,NA,NA,0
1862-02-11,NA,NA,NA,NA,NA
1862-02-11,NA,NA,NA,-36.11,NA
1862-02-11,NA,NA,NA,NA,NA
1862-02-11 07:00:00,180,NA,NA,NA,NA
1862-02-11 07:00:00,NA,NA,NA,NA,NA
1862-02-11 07:00:00,NA,NA,NA,NA,NA
1862-02-11 07:00:00,NA,NA,NA,NA,0
1862-02-11 14:00:00,90,NA,NA,NA,NA
1862-02-11 14:00:00,NA,0,NA,NA,NA
1862-02-11 14:00:00,NA,NA,-19.44,NA,NA
1862-02-11 14:00:00,NA,NA,NA,NA,0
1862-02-11 21:00:00,135,NA,NA,NA,NA
1862-02-11 21:00:00,NA,0,NA,NA,NA
1862-02-11 21:00:00,NA,NA,-16.11,NA,NA
1862-02-11 21:00:00,NA,NA,NA,NA,0
1862-02-12,NA,NA,NA,NA,NA
1862-02-12,NA,NA,NA,-27.22,NA
1862-02-12,NA,NA,NA,NA,NA
1862-02-12 07:00:00,180,NA,NA,NA,NA
1862-02-12 07:00:00,NA,NA,NA,NA,NA
1862-02-12 07:00:00,NA,NA,-12.78,NA,NA
1862-02-12 07:00:00,NA,NA,NA,NA,0
1862-02-12 14:00:00,225,NA,NA,NA,NA
1862-02-12 14:00:00,NA,NA,NA,NA,NA
1862-02-12 14:00:00,NA,NA,-20,NA,NA
1862-02-12 14:00:00,NA,NA,NA,NA,0
1862-02-12 21:00:00,225,NA,NA,NA,NA
1862-02-12 21:00:00,NA,0,NA,NA,NA
1862-02-12 21:00:00,NA,NA,-27.22,NA,NA
1862-02-12 21:00:00,NA,NA,NA,NA,0
1862-02-13,NA,NA,NA,NA,NA
1862-02-13,NA,NA,NA,-32.78,NA
1862-02-13,NA,NA,NA,NA,NA
1862-02-13 07:00:00,225,NA,NA,NA,NA
1862-02-13 07:00:00,NA,0,NA,NA,NA
1862-02-13 07:00:00,NA,NA,-21.67,NA,NA
1862-02-13 07:00:00,NA,NA,NA,NA,0
1862-02-13 14:00:00,NA,NA,NA,NA,NA
1862-02-13 14:00:00,NA,0,NA,NA,NA
1862-02-13 14:00:00,NA,NA,-25.56,NA,NA
1862-02-13 14:00:00,NA,NA,NA,NA,0
1862-02-13 21:00:00,135,NA,NA,NA,NA
1862-02-13 21:00:00,NA,0,NA,NA,NA
1862-02-13 21:00:00,NA,NA,-28.33,NA,NA
1862-02-13 21:00:00,NA,NA,NA,NA,0
1862-02-14,NA,NA,NA,NA,NA
1862-02-14,NA,NA,NA,-29.44,NA
1862-02-14,NA,NA,NA,NA,NA
1862-02-14 07:00:00,135,NA,NA,NA,NA
1862-02-14 07:00:00,NA,0,NA,NA,NA
1862-02-14 07:00:00,NA,NA,-23.89,NA,NA
1862-02-14 07:00:00,NA,NA,NA,NA,0
1862-02-14 14:00:00,225,NA,NA,NA,NA
1862-02-14 14:00:00,NA,NA,NA,NA,NA
1862-02-14 14:00:00,NA,NA,-20,NA,NA
1862-02-14 14:00:00,NA,NA,NA,NA,0
1862-02-14 21:00:00,225,NA,NA,NA,NA
1862-02-14 21:00:00,NA,NA,NA,NA,NA
1862-02-14 21:00:00,NA,NA,-23.33,NA,NA
1862-02-14 21:00:00,NA,NA,NA,NA,0
1862-02-15,NA,NA,NA,NA,NA
1862-02-15,NA,NA,NA,-32.78,NA
1862-02-15,NA,NA,NA,NA,NA
1862-02-15 07:00:00,180,NA,NA,NA,NA
1862-02-15 07:00:00,NA,NA,NA,NA,NA
1862-02-15 07:00:00,NA,NA,-31.11,NA,NA
1862-02-15 07:00:00,NA,NA,NA,NA,0
1862-02-15 14:00:00,180,NA,NA,NA,NA
1862-02-15 14:00:00,NA,0,NA,NA,NA
1862-02-15 14:00:00,NA,NA,-26.67,NA,NA
1862-02-15 14:00:00,NA,NA,NA,NA,0
1862-02-15 21:00:00,135,NA,NA,NA,NA
1862-02-15 21:00:00,NA,NA,NA,NA,NA
1862-02-15 21:00:00,NA,NA,-27.78,NA,NA
1862-02-15 21:00:00,NA,NA,NA,NA,0
1862-02-16,NA,NA,NA,NA,NA
1862-02-16,NA,NA,NA,-30.56,NA
1862-02-16,NA,NA,NA,NA,NA
1862-02-16 07:00:00,180,NA,NA,NA,NA
1862-02-16 07:00:00,NA,NA,NA,NA,NA
1862-02-16 07:00:00,NA,NA,-26.11,NA,NA
1862-02-16 07:00:00,NA,NA,NA,NA,0
1862-02-16 14:00:00,270,NA,NA,NA,NA
1862-02-16 14:00:00,NA,0,NA,NA,NA
1862-02-16 14:00:00,NA,NA,-26.11,NA,NA
1862-02-16 14:00:00,NA,NA,NA,NA,0
1862-02-16 21:00:00,225,NA,NA,NA,NA
1862-02-16 21:00:00,NA,0,NA,NA,NA
1862-02-16 21:00:00,NA,NA,-30.56,NA,NA
1862-02-16 21:00:00,NA,NA,NA,NA,0
1862-02-17,NA,NA,NA,NA,NA
1862-02-17,NA,NA,NA,-35.56,NA
1862-02-17,NA,NA,NA,NA,NA
1862-02-17 07:00:00,180,NA,NA,NA,NA
1862-02-17 07:00:00,NA,0,NA,NA,NA
1862-02-17 07:00:00,NA,NA,-34.44,NA,NA
1862-02-17 07:00:00,NA,NA,NA,NA,0
1862-02-17 14:00:00,180,NA,NA,NA,NA
1862-02-17 14:00:00,NA,0,NA,NA,NA
1862-02-17 14:00:00,NA,NA,-26.67,NA,NA
1862-02-17 14:00:00,NA,NA,NA,NA,0
1862-02-17 21:00:00,135,NA,NA,NA,NA
1862-02-17 21:00:00,NA,0,NA,NA,NA
1862-02-17 21:00:00,NA,NA,-32.22,NA,NA
1862-02-17 21:00:00,NA,NA,NA,NA,0
1862-02-18,NA,NA,NA,NA,NA
1862-02-18,NA,NA,NA,-36.67,NA
1862-02-18,NA,NA,NA,NA,NA
1862-02-18 07:00:00,135,NA,NA,NA,NA
1862-02-18 07:00:00,NA,0,NA,NA,NA
1862-02-18 07:00:00,NA,NA,-35,NA,NA
1862-02-18 07:00:00,NA,NA,NA,NA,0
1862-02-18 14:00:00,180,NA,NA,NA,NA
1862-02-18 14:00:00,NA,0,NA,NA,NA
1862-02-18 14:00:00,NA,NA,-25,NA,NA
1862-02-18 14:00:00,NA,NA,NA,NA,0
1862-02-18 21:00:00,135,NA,NA,NA,NA
1862-02-18 21:00:00,NA,0,NA,NA,NA
1862-02-18 21:00:00,NA,NA,-33.33,NA,NA
1862-02-18 21:00:00,NA,NA,NA,NA,0
1862-02-19,NA,NA,NA,NA,NA
1862-02-19,NA,NA,NA,-36.67,NA
1862-02-19,NA,NA,NA,NA,NA
1862-02-19 07:00:00,135,NA,NA,NA,NA
1862-02-19 07:00:00,NA,0,NA,NA,NA
1862-02-19 07:00:00,NA,NA,-35.56,NA,NA
1862-02-19 07:00:00,NA,NA,NA,NA,0
1862-02-19 14:00:00,135,NA,NA,NA,NA
1862-02-19 14:00:00,NA,0,NA,NA,NA
1862-02-19 14:00:00,NA,NA,-22.78,NA,NA
1862-02-19 14:00:00,NA,NA,NA,NA,0
1862-02-19 21:00:00,225,NA,NA,NA,NA
1862-02-19 21:00:00,NA,0,NA,NA,NA
1862-02-19 21:00:00,NA,NA,-27.22,NA,NA
1862-02-19 21:00:00,NA,NA,NA,NA,0
1862-02-20,NA,NA,NA,NA,NA
1862-02-20,NA,NA,NA,-32.78,NA
1862-02-20,NA,NA,NA,NA,NA
1862-02-20 07:00:00,135,NA,NA,NA,NA
1862-02-20 07:00:00,NA,0,NA,NA,NA
1862-02-20 07:00:00,NA,NA,-31.11,NA,NA
1862-02-20 07:00:00,NA,NA,NA,NA,0
1862-02-20 14:00:00,180,NA,NA,NA,NA
1862-02-20 14:00:00,NA,0,NA,NA,NA
1862-02-20 14:00:00,NA,NA,-23.33,NA,NA
1862-02-20 14:00:00,NA,NA,NA,NA,0
1862-02-20 21:00:00,135,NA,NA,NA,NA
1862-02-20 21:00:00,NA,0,NA,NA,NA
1862-02-20 21:00:00,NA,NA,-32.22,NA,NA
1862-02-20 21:00:00,NA,NA,NA,NA,0
1862-02-21,NA,NA,NA,NA,NA
1862-02-21,NA,NA,NA,-33.33,NA
1862-02-21,NA,NA,NA,NA,NA
1862-02-21 07:00:00,225,NA,NA,NA,NA
1862-02-21 07:00:00,NA,NA,NA,NA,NA
1862-02-21 07:00:00,NA,NA,-26.11,NA,NA
1862-02-21 07:00:00,NA,NA,NA,NA,0
1862-02-21 14:00:00,270,NA,NA,NA,NA
1862-02-21 14:00:00,NA,NA,NA,NA,NA
1862-02-21 14:00:00,NA,NA,-19.44,NA,NA
1862-02-21 14:00:00,NA,NA,NA,NA,0
1862-02-21 21:00:00,270,NA,NA,NA,NA
1862-02-21 21:00:00,NA,0,NA,NA,NA
1862-02-21 21:00:00,NA,NA,-20,NA,NA
1862-02-21 21:00:00,NA,NA,NA,NA,0
1862-02-22,NA,NA,NA,NA,NA
1862-02-22,NA,NA,NA,-25.56,NA
1862-02-22,NA,NA,NA,NA,NA
1862-02-22 07:00:00,225,NA,NA,NA,NA
1862-02-22 07:00:00,NA,0,NA,NA,NA
1862-02-22 07:00:00,NA,NA,-20,NA,NA
1862-02-22 07:00:00,NA,NA,NA,NA,0
1862-02-22 14:00:00,315,NA,NA,NA,NA
1862-02-22 14:00:00,NA,0,NA,NA,NA
1862-02-22 14:00:00,NA,NA,-15,NA,NA
1862-02-22 14:00:00,NA,NA,NA,NA,0
1862-02-22 21:00:00,0,NA,NA,NA,NA
1862-02-22 21:00:00,NA,0,NA,NA,NA
1862-02-22 21:00:00,NA,NA,-25.56,NA,NA
1862-02-22 21:00:00,NA,NA,NA,NA,0
1862-02-23,NA,NA,NA,NA,NA
1862-02-23,NA,NA,NA,-33.33,NA
1862-02-23,NA,NA,NA,NA,NA
1862-02-23 07:00:00,135,NA,NA,NA,NA
1862-02-23 07:00:00,NA,0,NA,NA,NA
1862-02-23 07:00:00,NA,NA,-29.44,NA,NA
1862-02-23 07:00:00,NA,NA,NA,NA,0
1862-02-23 14:00:00,225,NA,NA,NA,NA
1862-02-23 14:00:00,NA,0,NA,NA,NA
1862-02-23 14:00:00,NA,NA,-23.33,NA,NA
1862-02-23 14:00:00,NA,NA,NA,NA,0
1862-02-23 21:00:00,225,NA,NA,NA,NA
1862-02-23 21:00:00,NA,NA,NA,NA,NA
1862-02-23 21:00:00,NA,NA,-28.89,NA,NA
1862-02-23 21:00:00,NA,NA,NA,NA,0
1862-02-24,NA,NA,NA,NA,NA
1862-02-24,NA,NA,NA,-31.67,NA
1862-02-24,NA,NA,NA,NA,NA
1862-02-24 07:00:00,225,NA,NA,NA,NA
1862-02-24 07:00:00,NA,0,NA,NA,NA
1862-02-24 07:00:00,NA,NA,-30.56,NA,NA
1862-02-24 07:00:00,NA,NA,NA,NA,0
1862-02-24 14:00:00,225,NA,NA,NA,NA
1862-02-24 14:00:00,NA,0,NA,NA,NA
1862-02-24 14:00:00,NA,NA,-26.67,NA,NA
1862-02-24 14:00:00,NA,NA,NA,NA,0
1862-02-24 21:00:00,180,NA,NA,NA,NA
1862-02-24 21:00:00,NA,NA,NA,NA,NA
1862-02-24 21:00:00,NA,NA,-29.44,NA,NA
1862-02-24 21:00:00,NA,NA,NA,NA,0
1862-02-25,NA,NA,NA,NA,NA
1862-02-25,NA,NA,NA,-35.56,NA
1862-02-25,NA,NA,NA,NA,NA
1862-02-25 07:00:00,135,NA,NA,NA,NA
1862-02-25 07:00:00,NA,0,NA,NA,NA
1862-02-25 07:00:00,NA,NA,-35,NA,NA
1862-02-25 07:00:00,NA,NA,NA,NA,0
1862-02-25 14:00:00,NA,NA,NA,NA,NA
1862-02-25 14:00:00,NA,0,NA,NA,NA
1862-02-25 14:00:00,NA,NA,-26.11,NA,NA
1862-02-25 14:00:00,NA,NA,NA,NA,0
1862-02-25 21:00:00,135,NA,NA,NA,NA
1862-02-25 21:00:00,NA,NA,NA,NA,NA
1862-02-25 21:00:00,NA,NA,-28.89,NA,NA
1862-02-25 21:00:00,NA,NA,NA,NA,0
1862-02-26,NA,NA,NA,NA,NA
1862-02-26,NA,NA,NA,-31.67,NA
1862-02-26,NA,NA,NA,NA,NA
1862-02-26 07:00:00,135,NA,NA,NA,NA
1862-02-26 07:00:00,NA,NA,NA,NA,NA
1862-02-26 07:00:00,NA,NA,-27.78,NA,NA
1862-02-26 07:00:00,NA,NA,NA,NA,0
1862-02-26 14:00:00,90,NA,NA,NA,NA
1862-02-26 14:00:00,NA,NA,NA,NA,NA
1862-02-26 14:00:00,NA,NA,-16.67,NA,NA
1862-02-26 14:00:00,NA,NA,NA,NA,0
1862-02-26 21:00:00,135,NA,NA,NA,NA
1862-02-26 21:00:00,NA,NA,NA,NA,NA
1862-02-26 21:00:00,NA,NA,-20,NA,NA
1862-02-26 21:00:00,NA,NA,NA,NA,0
1862-02-27,NA,NA,NA,NA,NA
1862-02-27,NA,NA,NA,-20.56,NA
1862-02-27,NA,NA,NA,NA,NA
1862-02-27 07:00:00,135,NA,NA,NA,NA
1862-02-27 07:00:00,NA,0,NA,NA,NA
1862-02-27 07:00:00,NA,NA,-9.44,NA,NA
1862-02-27 07:00:00,NA,NA,NA,NA,0
1862-02-27 14:00:00,135,NA,NA,NA,NA
1862-02-27 14:00:00,NA,0,NA,NA,NA
1862-02-27 14:00:00,NA,NA,-1.11,NA,NA
1862-02-27 14:00:00,NA,NA,NA,NA,0
1862-02-27 21:00:00,NA,NA,NA,NA,NA
1862-02-27 21:00:00,NA,0,NA,NA,NA
1862-02-27 21:00:00,NA,NA,-5,NA,NA
1862-02-27 21:00:00,NA,NA,NA,NA,0
1862-02-28,NA,NA,NA,NA,NA
1862-02-28,NA,NA,NA,-7.22,NA
1862-02-28,NA,NA,NA,NA,NA
1862-02-28 07:00:00,135,NA,NA,NA,NA
1862-02-28 07:00:00,NA,0,NA,NA,NA
1862-02-28 07:00:00,NA,NA,-2.78,NA,NA
1862-02-28 07:00:00,NA,NA,NA,NA,0
1862-02-28 14:00:00,135,NA,NA,NA,NA
1862-02-28 14:00:00,NA,0,NA,NA,NA
1862-02-28 14:00:00,NA,NA,-3.89,NA,NA
1862-02-28 14:00:00,NA,NA,NA,NA,0
1862-02-28 21:00:00,0,NA,NA,NA,NA
1862-02-28 21:00:00,NA,NA,NA,NA,NA
1862-02-28 21:00:00,NA,NA,-7.22,NA,NA
1862-02-28 21:00:00,NA,NA,NA,NA,0
1862-03-01,NA,NA,NA,NA,NA
1862-03-01,NA,NA,NA,-9.44,NA
1862-03-01,NA,NA,NA,NA,NA
1862-03-01 07:00:00,270,NA,NA,NA,NA
1862-03-01 07:00:00,NA,NA,NA,NA,NA
1862-03-01 07:00:00,NA,NA,-8.33,NA,NA
1862-03-01 07:00:00,NA,NA,NA,NA,0
1862-03-01 14:00:00,0,NA,NA,NA,NA
1862-03-01 14:00:00,NA,0,NA,NA,NA
1862-03-01 14:00:00,NA,NA,-5,NA,NA
1862-03-01 14:00:00,NA,NA,NA,NA,0
1862-03-01 21:00:00,0,NA,NA,NA,NA
1862-03-01 21:00:00,NA,NA,NA,NA,NA
1862-03-01 21:00:00,NA,NA,-9.44,NA,NA
1862-03-01 21:00:00,NA,NA,NA,NA,0
1862-03-02,NA,NA,NA,NA,NA
1862-03-02,NA,NA,NA,-15.56,NA
1862-03-02,NA,NA,NA,NA,NA
1862-03-02 07:00:00,270,NA,NA,NA,NA
1862-03-02 07:00:00,NA,NA,NA,NA,NA
1862-03-02 07:00:00,NA,NA,-10,NA,NA
1862-03-02 07:00:00,NA,NA,NA,NA,0
1862-03-02 14:00:00,270,NA,NA,NA,NA
1862-03-02 14:00:00,NA,NA,NA,NA,NA
1862-03-02 14:00:00,NA,NA,-11.11,NA,NA
1862-03-02 14:00:00,NA,NA,NA,NA,0
1862-03-02 21:00:00,225,NA,NA,NA,NA
1862-03-02 21:00:00,NA,NA,NA,NA,NA
1862-03-02 21:00:00,NA,NA,-15.56,NA,NA
1862-03-02 21:00:00,NA,NA,NA,NA,0
1862-03-03,NA,NA,NA,NA,NA
1862-03-03,NA,NA,NA,-17.78,NA
1862-03-03,NA,NA,NA,NA,NA
1862-03-03 07:00:00,225,NA,NA,NA,NA
1862-03-03 07:00:00,NA,0,NA,NA,NA
1862-03-03 07:00:00,NA,NA,-16.11,NA,NA
1862-03-03 07:00:00,NA,NA,NA,NA,0
1862-03-03 14:00:00,45,NA,NA,NA,NA
1862-03-03 14:00:00,NA,NA,NA,NA,NA
1862-03-03 14:00:00,NA,NA,-11.67,NA,NA
1862-03-03 14:00:00,NA,NA,NA,NA,0
1862-03-03 21:00:00,90,NA,NA,NA,NA
1862-03-03 21:00:00,NA,NA,NA,NA,NA
1862-03-03 21:00:00,NA,NA,-9.44,NA,NA
1862-03-03 21:00:00,NA,NA,NA,NA,0
1862-03-04,NA,NA,NA,NA,NA
1862-03-04,NA,NA,NA,-14.44,NA
1862-03-04,NA,NA,NA,NA,NA
1862-03-04 07:00:00,180,NA,NA,NA,NA
1862-03-04 07:00:00,NA,0,NA,NA,NA
