"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Montreal","45.5","-73.6","17.4","America/Montreal","5","71612","7025280"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","atb","cd","cv","dd","e","hd","p","pr","ptb","pte","rh","sd","ta","ta_mean","tb","tdb","w"
1855-09-01,NA,NA,NA,NA,NA,NA,NA,4.32,"11:30am","empty",NA,NA,NA,20,NA,NA,NA
1855-09-01 07:00:00,17.78,225,1,157.5,11.85,NA,1014.9,NA,NA,NA,70.2,NA,15.56,NA,12.22,15.56,1
1855-09-01 14:00:00,19.44,225,2,135,13.88,NA,1008.81,NA,NA,NA,66,NA,22.22,NA,18.89,22.22,1
1855-09-01 21:00:00,22.78,225,2,225,20.22,NA,1008.13,NA,NA,NA,75.8,NA,22.41,NA,19.44,22.78,5
1855-09-02,NA,NA,NA,NA,NA,NA,NA,0.51,"empty","empty",NA,NA,NA,17.78,NA,NA,NA
1855-09-02 07:00:00,22.22,225,2,337.5,14.66,NA,1010.5,NA,NA,NA,65.2,NA,19.86,NA,15.56,20,2
1855-09-02 14:00:00,20.56,315,3,315,8.57,NA,1013.88,NA,NA,NA,40,NA,19.44,NA,14.44,19.44,11
1855-09-02 21:00:00,18.33,315,2,315,7.62,NA,1018.96,NA,NA,NA,47.9,NA,14.31,NA,8.89,13.89,2
1855-09-03,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,13.33,NA,NA,NA
1855-09-03 07:00:00,18.89,315,2,315,7.45,NA,1020.32,NA,NA,NA,59.2,NA,10.56,NA,7.22,10.56,2
1855-09-03 14:00:00,17.78,315,3,22.5,8.43,NA,1018.63,NA,NA,NA,46.7,NA,16.53,NA,10.56,16.67,2
1855-09-03 21:00:00,17.78,NA,0,22.5,8.97,NA,1018.96,NA,NA,NA,58,NA,14.17,NA,10,14.44,1
1855-09-04,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,16.11,NA,NA,NA
1855-09-04 07:00:00,17.78,NA,0,0,13.51,NA,1022.01,NA,NA,NA,88,NA,13.33,NA,12.22,13.33,5
1855-09-04 14:00:00,17.78,NA,0,0,11.78,NA,1019.98,NA,NA,NA,53,NA,20,NA,13.89,20,5
1855-09-04 21:00:00,18.33,NA,0,0,11.85,NA,1024.38,NA,NA,NA,68.4,NA,16.25,NA,12.22,15.56,0
1855-09-05,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,16.67,NA,NA,NA
1855-09-05 07:00:00,18.33,NA,0,0,13.51,NA,1026.75,NA,NA,NA,88,NA,13.33,NA,12.22,13.33,1
1855-09-05 14:00:00,18.89,NA,0,180,10.33,NA,1024.72,NA,NA,NA,53.9,NA,21.67,NA,15.56,21.67,0
1855-09-05 21:00:00,19.44,NA,0,0,10.33,NA,1024.72,NA,NA,NA,78.6,NA,15.56,NA,13.33,15.56,0
1855-09-06,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,18.89,NA,NA,NA
1855-09-06 07:00:00,19.44,NA,0,0,12.12,NA,1025.06,NA,NA,NA,78.4,NA,13.89,NA,11.67,13.89,0
1855-09-06 14:00:00,20.56,NA,0,247.5,16.39,NA,1024.04,NA,NA,NA,58.6,NA,23.89,NA,17.78,23.89,0
1855-09-06 21:00:00,21.11,NA,0,247.5,15.27,NA,1023.71,NA,NA,NA,72.4,NA,18.89,NA,15.56,18.89,0
1855-09-07,NA,NA,NA,NA,NA,NA,NA,0,"2.35pm","empty",NA,NA,NA,20,NA,NA,NA
1855-09-07 07:00:00,20.56,NA,0,247.5,13.61,NA,1023.03,NA,NA,NA,83.1,NA,14.72,NA,12.78,14.44,0
1855-09-07 14:00:00,21.11,315,1,247.5,15.14,NA,1018.96,NA,NA,NA,32.1,NA,23.33,NA,12.78,23.33,11
1855-09-07 21:00:00,21.67,315,2,247.5,9.41,NA,1016.59,NA,NA,NA,40.5,NA,20.97,NA,12.78,21.11,5
1855-09-08,NA,NA,NA,NA,NA,NA,NA,0.51,"2am","[mid day]",NA,NA,NA,21.67,NA,NA,NA
1855-09-08 07:00:00,21.67,315,2,292.5,20.49,NA,1016.59,NA,NA,NA,95.1,NA,18.89,NA,18.33,18.89,1
1855-09-08 14:00:00,22.22,315,0,292.5,22.82,NA,1015.58,NA,NA,NA,81,NA,24.17,NA,21.11,23.89,1
1855-09-08 21:00:00,23.33,NA,0,292.5,22.32,NA,1010.5,NA,NA,NA,91,NA,21.39,NA,20,21.11,1
1855-09-09,NA,NA,NA,NA,NA,NA,NA,2.54,"empty","empty",NA,NA,NA,23.61,NA,NA,NA
1855-09-09 07:00:00,23.33,NA,0,315,20.49,NA,1009.14,NA,NA,NA,83.8,NA,23.33,NA,21.11,23.33,5
1855-09-09 14:00:00,23.89,270,1,337.5,18.12,NA,1008.13,NA,NA,NA,55.3,NA,26.67,NA,19.44,26.67,5
1855-09-09 21:00:00,23.89,NA,0,337.5,14.05,NA,1012.87,NA,NA,NA,58.8,NA,20.83,NA,15.56,21.11,0
1855-09-10,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,19.44,NA,NA,NA
1855-09-10 07:00:00,22.78,NA,0,337.5,9.99,NA,1015.58,NA,NA,NA,58.4,NA,15.56,NA,11.11,15.56,5
1855-09-10 14:00:00,21.67,315,2,337.5,14.05,NA,1014.56,NA,NA,NA,53.8,NA,22.61,NA,16.11,22.78,1
1855-09-10 21:00:00,22.22,315,2,337.5,13.07,NA,1013.88,NA,NA,NA,55.1,NA,21.11,NA,15,21.11,1
1855-09-11,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,22.22,NA,NA,NA
1855-09-11 07:00:00,22.22,315,0,337.5,13.31,NA,1014.56,NA,NA,NA,63.4,NA,19.06,NA,16.11,18.89,1
1855-09-11 14:00:00,22.78,315,0,337.5,20.01,NA,1013.88,NA,NA,NA,66.6,NA,25,NA,20,25,1
1855-09-11 21:00:00,23.33,0,1,337.5,20.49,NA,1012.19,NA,NA,NA,79.2,NA,22.41,NA,18.33,22.22,0
1855-09-12,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,25,NA,NA,NA
1855-09-12 07:00:00,23.33,270,1,247.5,20.42,NA,1008.81,NA,NA,NA,86.5,NA,20.83,NA,18.89,20.56,0
1855-09-12 14:00:00,25,225,5,247.5,25.16,NA,1007.11,NA,NA,NA,71.2,NA,28.33,NA,23.33,29.44,16
1855-09-12 21:00:00,26.11,NA,NA,247.5,23.06,NA,1004.74,NA,NA,NA,73.8,NA,25.42,NA,21.67,25.56,2
1855-09-13,NA,NA,NA,NA,NA,NA,NA,3.56,"2:30 am","6:40 am",NA,NA,NA,17.78,NA,NA,NA
1855-09-13 07:00:00,25,270,2,337.5,13.75,NA,1011.51,NA,NA,NA,67.5,NA,18.33,NA,14.44,18.33,2
1855-09-13 14:00:00,22.22,270,1,337.5,10.9,NA,1014.56,NA,NA,NA,49.4,NA,20,NA,13.33,20,2
1855-09-13 21:00:00,21.67,NA,0,337.5,8.97,NA,1019.98,NA,NA,NA,58,NA,14.44,NA,10,14.44,1
1855-09-14,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,12.78,NA,NA,NA
1855-09-14 07:00:00,20,NA,0,337.5,6.64,NA,1023.71,NA,NA,NA,56.4,NA,9.17,NA,6.11,9.44,0
1855-09-14 14:00:00,18.89,NA,0,45,9.14,NA,1021.33,NA,NA,NA,53.9,NA,15.72,NA,10.56,15.56,0
1855-09-14 21:00:00,18.89,NA,0,135,10.7,NA,1018.29,NA,NA,NA,70.7,NA,13.61,NA,10.56,13.33,0
1855-09-15,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,17.78,NA,NA,NA
1855-09-15 07:00:00,18.89,225,0,157.5,11.58,NA,1017.27,NA,NA,NA,81.1,NA,12.22,NA,16.11,12.22,0
1855-09-15 14:00:00,19.44,225,2,180,16.29,NA,1014.56,NA,NA,NA,69.9,NA,20.83,NA,16.67,20.56,2
1855-09-15 21:00:00,19.44,225,1,180,16.05,NA,1011.85,NA,NA,NA,80.5,NA,17.78,NA,15.56,17.78,0
1855-09-16,NA,NA,NA,NA,NA,NA,NA,0,"12:45am","11pm",NA,NA,NA,16.67,NA,NA,NA
1855-09-16 07:00:00,20,225,4,157.5,13.75,NA,1010.5,NA,NA,NA,84.9,NA,17.39,NA,15.56,17.22,0
1855-09-16 14:00:00,21.11,225,1,90,19.74,NA,1009.82,NA,NA,NA,78.9,NA,21.67,NA,18.89,21.67,0
1855-09-16 21:00:00,18.89,225,5,45,12.53,NA,1011.18,NA,NA,NA,93.1,NA,10.83,NA,10.56,11.11,2
1855-09-17,NA,NA,NA,NA,NA,NA,NA,5.33,"4:20pm","[cont]",NA,NA,NA,13.33,NA,NA,NA
1855-09-17 07:00:00,18.33,45,3,45,10.19,NA,1015.24,NA,NA,NA,74.3,NA,11.67,NA,9.44,12.78,11
1855-09-17 14:00:00,18.33,270,0,22.5,13.71,NA,1013.88,NA,NA,NA,78.6,NA,15.56,NA,13.33,15.56,0
1855-09-17 21:00:00,18.33,270,0,22.5,14.46,NA,1008.81,NA,NA,NA,73.8,NA,13.52,NA,12.78,13.33,2
1855-09-18,NA,NA,NA,NA,NA,NA,NA,22.86,"[cont]","9:30am",NA,NA,NA,10.56,NA,NA,NA
1855-09-18 07:00:00,17.78,337.5,4,0,12.53,NA,990.18,NA,NA,NA,93.1,NA,11.39,NA,10.56,11.11,11
1855-09-18 14:00:00,16.67,22.5,5,0,7.48,NA,1011.51,NA,NA,NA,59.2,NA,10.56,NA,7.22,10.56,16
1855-09-18 21:00:00,16.11,NA,0,0,5.72,NA,1015.58,NA,NA,NA,49.1,NA,9.31,NA,5.56,9.44,1
1855-09-19,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,8.33,NA,NA,NA
1855-09-19 07:00:00,15,NA,NA,0,4.13,NA,1022.01,NA,NA,NA,41.1,NA,7.22,NA,3.33,7.22,2
1855-09-19 14:00:00,14.44,270,NA,337.5,6.2,NA,1022.35,NA,NA,NA,44.6,NA,12.41,NA,7.22,12.22,2
1855-09-19 21:00:00,14.44,NA,NA,337.5,7.04,NA,1024.72,NA,NA,NA,72.3,NA,6.11,NA,4.44,6.11,1
1855-09-20,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,10.56,NA,NA,NA
1855-09-20 07:00:00,14.44,NA,NA,337.5,6.84,NA,1025.06,NA,NA,NA,66.2,NA,7.22,NA,5,7.22,0
1855-09-20 14:00:00,15,NA,NA,202.5,8.47,NA,1021.33,NA,NA,NA,55,NA,13.89,NA,9.44,13.89,5
1855-09-20 21:00:00,15.56,NA,NA,202.5,9.28,NA,1018.63,NA,NA,NA,72.8,NA,10.56,NA,8.33,10.56,0
1855-09-21,NA,NA,NA,NA,NA,NA,NA,0,"3:30pm","empty",NA,NA,NA,13.89,NA,NA,NA
1855-09-21 07:00:00,15,NA,NA,0,7.92,NA,1015.92,NA,NA,NA,86.8,NA,12.22,NA,8.33,12.22,1
1855-09-21 14:00:00,16.11,270,1,0,12.36,NA,1013.88,NA,NA,NA,69,NA,16.39,NA,12.78,16.11,1
1855-09-21 21:00:00,16.11,270,1,0,12.97,NA,1013.21,NA,NA,NA,87.4,NA,12.94,NA,11.67,12.78,1
1855-09-22,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,13.33,NA,NA,NA
1855-09-22 07:00:00,16.11,270,1,315,8.2,NA,1013.55,NA,NA,NA,86.4,NA,11.39,NA,10,11.11,1
1855-09-22 14:00:00,16.11,270,1,0,12.36,NA,1015.58,NA,NA,NA,69.2,NA,16,NA,12.78,16.11,2
1855-09-22 21:00:00,16.11,270,1,337.5,12.06,NA,1018.29,NA,NA,NA,81.5,NA,12.64,NA,11.11,12.78,1
1855-09-23,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,12.78,NA,NA,NA
1855-09-23 07:00:00,15.56,270,1,0,10.7,NA,1023.37,NA,NA,NA,83.5,NA,10,NA,8.89,10,2
1855-09-23 14:00:00,16.11,0,2,22.5,11.85,NA,1025.06,NA,NA,NA,68.4,NA,15.42,NA,12.22,15.56,2
1855-09-23 21:00:00,16.11,22.5,1,22.5,11.65,NA,1025.74,NA,NA,NA,76.4,NA,13.33,NA,11.11,13.33,1
1855-09-24,NA,NA,NA,NA,NA,NA,NA,0,"4:20pm","empty",NA,NA,NA,12.22,NA,NA,NA
1855-09-24 07:00:00,16.11,22.5,1,22.5,10.84,NA,1026.08,NA,NA,NA,92.2,NA,8.61,NA,8.33,8.89,1
1855-09-24 14:00:00,16.67,22.5,1,67.5,12.19,NA,1023.37,NA,NA,NA,62.2,NA,17.78,NA,13.33,17.78,0
1855-09-24 21:00:00,17.22,22.5,1,45,14.56,NA,1021.67,NA,NA,NA,88.6,NA,14.44,NA,13.33,14.44,1
1855-09-25,NA,NA,NA,NA,NA,NA,NA,3.81,"empty","empty",NA,NA,NA,16.67,NA,NA,NA
1855-09-25 07:00:00,17.22,22.5,1,67.5,14.05,NA,1018.96,NA,NA,NA,88.3,NA,13.89,NA,12.78,13.89,0
1855-09-25 14:00:00,17.78,22.5,1,135,16.97,NA,1016.59,NA,NA,NA,77.2,NA,19.44,NA,16.67,19.44,0
1855-09-25 21:00:00,20.56,270,1,90,15.92,NA,1011.85,NA,NA,NA,82,NA,16.67,NA,15,16.67,1
1855-09-26,NA,NA,NA,NA,NA,NA,NA,25.91,"4:30pm","empty",NA,NA,NA,18.33,NA,NA,NA
1855-09-26 07:00:00,19.44,225,3,180,16.83,NA,1005.42,NA,NA,NA,89.6,NA,16.67,NA,15.56,16.67,5
1855-09-26 14:00:00,20,225,1,180,20.62,NA,1001.36,NA,NA,NA,96.5,NA,19.44,NA,18.89,19.44,5
1855-09-26 21:00:00,21.67,225,1,180,20.49,NA,1000.68,NA,NA,NA,95.1,NA,18.89,NA,18.33,18.89,5
1855-09-27,NA,NA,NA,NA,NA,NA,NA,26.42,"empty","empty",NA,NA,NA,13.33,NA,NA,NA
1855-09-27 07:00:00,20.56,180,2,270,13.07,NA,1002.03,NA,NA,NA,82,NA,13.89,NA,12.22,13.89,11
1855-09-27 14:00:00,20,270,5,0,15.14,NA,1005.42,NA,NA,NA,88.9,NA,15,NA,13.89,15,2
1855-09-27 21:00:00,18.89,270,5,0,7.92,NA,1012.19,NA,NA,NA,60.5,NA,11.11,NA,7.78,11.11,2
1855-09-28,NA,NA,NA,NA,NA,NA,NA,28.96,"empty","empty",NA,NA,NA,9.44,NA,NA,NA
1855-09-28 07:00:00,17.22,NA,0,0,6.47,NA,1019.3,NA,NA,NA,64.8,NA,6.67,NA,4.44,6.67,16
1855-09-28 14:00:00,16.11,NA,0,0,7.92,NA,1019.64,NA,NA,NA,56.7,NA,12.22,NA,8.33,12.22,16
1855-09-28 21:00:00,16.11,NA,0,337.5,9.35,NA,1020.66,NA,NA,NA,77.8,NA,9.44,NA,7.78,9.44,11
1855-09-29,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,12.22,NA,NA,NA
1855-09-29 07:00:00,16.11,NA,0,337.5,9.48,NA,1022.35,NA,NA,NA,84.2,NA,8.33,NA,7.22,8.33,1
1855-09-29 14:00:00,16.11,NA,0,157.5,10.53,NA,1020.66,NA,NA,NA,59.4,NA,16.11,NA,11.67,16.11,1
1855-09-29 21:00:00,16.67,225,1,157.5,10.63,NA,1017.61,NA,NA,NA,74.8,NA,12.22,NA,10,12.22,1
1855-09-30,NA,NA,NA,NA,NA,NA,NA,24.13,"3:31pm","empty",NA,NA,NA,15.56,NA,NA,NA
1855-09-30 07:00:00,16.67,270,2,157.5,11.65,NA,1013.88,NA,NA,NA,76.4,NA,13.72,NA,11.11,13.33,20
1855-09-30 14:00:00,17.78,270,2,157.5,13.44,NA,1011.51,NA,NA,NA,63.9,NA,18.61,NA,14.44,18.89,20
1855-09-30 21:00:00,17.22,270,2,157.5,15.54,NA,1012.19,NA,NA,NA,94.1,NA,14.44,NA,13.89,14.44,5
1855-10-01,NA,NA,NA,NA,NA,NA,NA,52.07,"9:20 am","[continued]",NA,NA,NA,17.71,NA,NA,NA
1855-10-01 07:00:00,17.78,157.5,2,157.5,15.14,NA,1010.5,NA,NA,NA,88,NA,15,NA,13.89,15,5
1855-10-01 14:00:00,17.78,157.5,2,157.5,17.47,NA,1008.47,NA,NA,NA,88,NA,17.08,NA,19.44,17.22,1
1855-10-01 21:00:00,18.33,157.5,4,157.5,17.24,NA,1007.45,NA,NA,NA,96,NA,15.83,NA,15.56,16.11,2
1855-10-02,NA,NA,NA,NA,NA,NA,NA,11.68,"[continued]","[continued]",NA,NA,NA,16.67,NA,NA,NA
1855-10-02 07:00:00,18.33,157.5,2,157.5,16.12,NA,1003.73,NA,NA,NA,94,NA,15,NA,14.44,15,5
1855-10-02 14:00:00,19.44,157.5,2,157.5,18.83,NA,1002.71,NA,NA,NA,89,NA,18.33,NA,17.22,18.33,2
1855-10-02 21:00:00,20,157.5,2,157.5,18.49,NA,1001.69,NA,NA,NA,94,NA,17.22,NA,16.67,17.22,2
1855-10-03,NA,NA,NA,NA,NA,NA,NA,0.51,"[continued]","4 pm",NA,NA,NA,17.22,NA,NA,NA
1855-10-03 07:00:00,18.89,157.5,2,135,16.12,NA,997.97,NA,NA,NA,94,NA,15,NA,14.44,15,5
1855-10-03 14:00:00,18.89,157.5,4,90,19.03,NA,996.95,NA,NA,NA,84,NA,19.44,NA,17.78,19.44,5
1855-10-03 21:00:00,19.44,180,3,45,18.49,NA,1001.69,NA,NA,NA,94,NA,17.22,NA,16.67,17.22,5
1855-10-04,NA,NA,NA,NA,NA,NA,NA,6.1,"1 pm","2 pm",NA,NA,NA,16.11,NA,NA,NA
1855-10-04 07:00:00,19.44,270,4,270,16.12,NA,1002.71,NA,NA,NA,94,NA,15,NA,14.44,15,1
1855-10-04 14:00:00,19.44,270,4,292.5,17.47,NA,1001.02,NA,NA,NA,88,NA,17.22,NA,16.11,17.22,2
1855-10-04 21:00:00,20.56,270,2,337.5,18.63,NA,1001.36,NA,NA,NA,89,NA,18.33,NA,17.22,18.33,2
1855-10-05,NA,NA,NA,NA,NA,NA,NA,0.51,"empty","empty",NA,NA,NA,17.84,NA,NA,NA
1855-10-05 07:00:00,20,270,2,315,15.54,NA,1004.74,NA,NA,NA,94,NA,14.44,NA,13.89,14.44,2
1855-10-05 14:00:00,19.44,270,4,202.5,16.63,NA,1005.76,NA,NA,NA,61,NA,21.25,NA,16.67,21.11,2
1855-10-05 21:00:00,20,270,1,202.5,17.88,NA,1007.11,NA,NA,NA,94,NA,16.72,NA,16.11,16.67,0
1855-10-06,NA,NA,NA,NA,NA,NA,NA,3.56,"8am, 8pm","10:31am, all night",NA,NA,NA,17.78,NA,NA,NA
1855-10-06 07:00:00,20,270,1,202.5,17.88,NA,1004.4,NA,NA,NA,94,NA,16.67,NA,16.11,16.67,0
1855-10-06 14:00:00,20,202.5,1,180,17.3,NA,998.98,NA,NA,NA,78,NA,18.89,NA,16.67,18.89,11
1855-10-06 21:00:00,19.44,180,9,180,14.05,NA,995.26,NA,NA,NA,87,NA,13.89,NA,12.78,13.89,34
1855-10-07,NA,NA,NA,NA,NA,NA,NA,16,"empty","empty",NA,NA,NA,9.11,NA,NA,NA
1855-10-07 07:00:00,18.33,270,4,270,6.84,NA,1006.77,NA,NA,NA,68,NA,6.94,NA,5,7.22,20
1855-10-07 14:00:00,16.67,270,3,247.5,7.04,NA,1008.47,NA,NA,NA,53,NA,11.28,NA,7.22,11.11,2
1855-10-07 21:00:00,16.11,NA,0,247.5,8.97,NA,1010.16,NA,NA,NA,92,NA,6.11,NA,5.56,6.11,1
1855-10-08,NA,NA,NA,NA,NA,NA,NA,0.23,"10:45pm","11:20pm",NA,NA,NA,8.12,NA,NA,NA
1855-10-08 07:00:00,15.56,202.5,2,202.5,8.6,NA,1011.51,NA,NA,NA,91,NA,5.56,NA,5,5.56,2
1855-10-08 14:00:00,15,202.5,2,202.5,9.28,NA,1011.51,NA,NA,NA,72,NA,14.03,NA,8.33,10.56,2
1855-10-08 21:00:00,15,NA,0,202.5,9.28,NA,1012.19,NA,NA,NA,92,NA,6.67,NA,6.11,6.67,2
1855-10-09,NA,NA,NA,NA,NA,NA,NA,4.06,"noon","throughout the day",NA,NA,NA,8.04,NA,NA,NA
1855-10-09 07:00:00,14.44,225,1,225,7.99,NA,1013.55,NA,NA,NA,83,NA,6.22,NA,5,6.11,2
1855-10-09 14:00:00,14.44,225,2,202.5,10.7,NA,1012.53,NA,NA,NA,85,NA,9.86,NA,8.89,10,2
1855-10-09 21:00:00,15.56,225,2,225,10.9,NA,1009.48,NA,NA,NA,100,NA,9.44,NA,8.89,7.22,1
1855-10-10,NA,NA,NA,NA,NA,NA,NA,0.23,"empty","empty",NA,NA,NA,10,NA,NA,NA
1855-10-10 07:00:00,14.44,270,1,0,8.94,NA,1019.98,NA,NA,NA,84,NA,7.78,NA,6.67,7.78,1
1855-10-10 14:00:00,14.44,270,1,0,9.72,NA,1021.33,NA,NA,NA,67,NA,12.22,NA,9.44,12.22,1
1855-10-10 21:00:00,15.56,NA,5,0,10.43,NA,1021,NA,NA,NA,92,NA,8.33,NA,7.78,8.33,1
1855-10-11,NA,NA,NA,NA,NA,NA,NA,0,"1 pm","all night",NA,NA,NA,10.56,NA,NA,NA
1855-10-11 07:00:00,14.44,NA,0,157.5,11.99,NA,1014.9,NA,NA,NA,91,NA,5.56,NA,5,5.56,5
1855-10-11 14:00:00,15,225,3,157.5,11.85,NA,1007.45,NA,NA,NA,65,NA,15.56,NA,17.78,15.56,27
1855-10-11 21:00:00,16.11,202.5,2,157.5,10.84,NA,1011.85,NA,NA,NA,92,NA,8.75,NA,8.33,8.89,20
1855-10-12,NA,NA,NA,NA,NA,NA,NA,4.83,"[continued]","[continued]",NA,NA,NA,7.43,NA,NA,NA
1855-10-12 07:00:00,15,180,2,202.5,9.65,NA,1013.55,NA,NA,NA,92,NA,7.22,NA,6.67,7.22,2
1855-10-12 14:00:00,14.44,180,2,270,8.94,NA,1012.53,NA,NA,NA,84,NA,7.64,NA,6.67,7.78,2
1855-10-12 21:00:00,13.89,202.5,2,315,9.65,NA,1011.18,NA,NA,NA,92,NA,7.22,NA,6.67,7.22,2
1855-10-13,NA,NA,NA,NA,NA,NA,NA,9.14,"[continued]","4:50 pm",NA,NA,NA,11.73,NA,NA,NA
1855-10-13 07:00:00,13.89,45,5,22.5,12.63,NA,1006.77,NA,NA,NA,100,NA,10,NA,10,10,11
1855-10-13 14:00:00,14.44,45,6,22.5,15.48,NA,1004.06,NA,NA,NA,100,NA,13.47,NA,13.33,13.33,20
1855-10-13 21:00:00,15,67.5,6,67.5,13.51,NA,1005.76,NA,NA,NA,100,NA,11.11,NA,11.11,11.11,20
1855-10-14,NA,NA,NA,NA,NA,NA,NA,6.6,"empty","empty",NA,NA,NA,10.83,NA,NA,NA
1855-10-14 07:00:00,14.44,NA,0,180,5.28,NA,1011.51,NA,NA,NA,41,NA,11.11,NA,6.11,11.11,2
1855-10-14 14:00:00,14.44,180,3,180,8.4,NA,1011.85,NA,NA,NA,65,NA,10.56,NA,7.78,10.56,2
1855-10-14 21:00:00,14.44,180,1,180,8.53,NA,1008.13,NA,NA,NA,77,NA,8.33,NA,6.67,8.33,1
1855-10-15,NA,NA,NA,NA,NA,NA,NA,0,"4pm, 7pm","4:10pm, all night",NA,NA,NA,9.23,NA,NA,NA
1855-10-15 07:00:00,13.89,225,1,0,9.28,NA,1007.11,NA,NA,NA,76,NA,6.67,NA,5,6.67,2
1855-10-15 14:00:00,14.44,225,1,270,8.36,NA,1009.48,NA,NA,NA,60,NA,11.81,NA,8.33,11.67,2
1855-10-15 21:00:00,14.44,225,1,270,9.48,NA,1010.16,NA,NA,NA,85,NA,8.33,NA,7.22,8.33,2
1855-10-16,NA,NA,NA,NA,NA,NA,NA,0.23,"empty","empty",NA,NA,NA,7.92,NA,NA,NA
1855-10-16 07:00:00,10.56,315,2,0,7.42,NA,1013.88,NA,NA,NA,76,NA,6.5,NA,5,6.67,5
1855-10-16 14:00:00,13.89,315,3,0,6.64,NA,1016.26,NA,NA,NA,57,NA,9.33,NA,6.11,9.44,5
1855-10-16 21:00:00,13.89,315,1,0,7.99,NA,1018.63,NA,NA,NA,83,NA,6.11,NA,5,6.11,5
1855-10-17,NA,NA,NA,NA,NA,NA,NA,0,"during night","during night",NA,NA,NA,3.22,NA,NA,NA
1855-10-17 07:00:00,12.78,0,1,0,5.05,NA,1020.32,NA,NA,NA,70,NA,1.67,NA,0,1.67,2
1855-10-17 14:00:00,12.78,NA,0,270,8.26,NA,1016.93,NA,NA,NA,91,NA,4.78,NA,4.44,5,1
1855-10-17 21:00:00,14.44,225,1,270,7.96,NA,1014.56,NA,NA,NA,91,NA,4.44,NA,3.89,4.44,1
1855-10-18,NA,NA,NA,NA,NA,NA,NA,1.02,"empty","empty",NA,NA,NA,9.17,NA,NA,NA
1855-10-18 07:00:00,13.89,225,1,225,9.65,NA,1011.85,NA,NA,NA,92,NA,7.22,NA,6.67,7.22,2
1855-10-18 14:00:00,13.33,270,1,270,10.67,NA,1011.85,NA,NA,NA,79,NA,11.11,NA,9.44,11.11,1
1855-10-18 21:00:00,13.89,270,1,270,11.24,NA,1013.21,NA,NA,NA,92,NA,9.44,NA,8.89,9.44,1
1855-10-19,NA,NA,NA,NA,NA,NA,NA,0,"empty","empty",NA,NA,NA,11.33,NA,NA,NA
1855-10-19 07:00:00,14.44,NA,0,0,9.65,NA,1013.88,NA,NA,NA,92,NA,7.22,NA,6.67,7.22,1
1855-10-19 14:00:00,16.11,NA,0,180,12.77,NA,1010.84,NA,NA,NA,71,NA,15.44,NA,12.78,15.56,1
1855-10-19 21:00:00,16.11,NA,0,180,12.53,NA,1011.18,NA,NA,NA,93,NA,11.11,NA,10.56,11.11,1
