"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortPeelRiver","67.43","-135",NA,"America/Inuvik","7","71052","2201601"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","cv","dd","hd","pr","ptb","pte","sd","ta","w"
1863-07-16 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-07-16 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,2
1863-07-16 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-07-17 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,2
1863-07-17 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-07-17 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-07-18 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-07-18 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-07-18 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-19 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-07-19 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-07-19 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-07-20 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-07-20 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-20 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-21 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-21 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-07-21 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,1
1863-07-22 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-22 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,1
1863-07-22 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-23 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,1
1863-07-23 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-23 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-24 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-24 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-24 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,1
1863-07-25 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-25 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-25 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-26 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-26 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,1
1863-07-26 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,2
1863-07-27 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-07-27 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-27 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-07-28 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,5
1863-07-28 14:00:00,NA,225,NA,NA,NA,NA,NA,NA,2
1863-07-28 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-29 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-29 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-29 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-07-30 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,20
1863-07-30 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,16
1863-07-30 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,16
1863-07-31 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,16
1863-07-31 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,16
1863-07-31 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,11
1863-08-01 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,11
1863-08-01 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,5
1863-08-01 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,5
1863-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-08-02 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,5
1863-08-02 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,2
1863-08-02 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,2
1863-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-08-03 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,5
1863-08-03 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,2
1863-08-03 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,5
1863-08-04 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,2
1863-08-04 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,2
1863-08-04 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,2
1863-08-05 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,2
1863-08-05 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-05 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-08-06 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,2
1863-08-06 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,2
1863-08-06 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-07 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-07 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-07 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,11
1863-08-08 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,11
1863-08-08 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,11
1863-08-08 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,11
1863-08-09 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,11
1863-08-09 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,5
1863-08-09 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,5
1863-08-10 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,5
1863-08-10 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,5
1863-08-10 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,2
1863-08-11 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,2
1863-08-11 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,1
1863-08-11 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,5
1863-08-12 07:00:00,NA,45,NA,NA,NA,NA,NA,NA,1
1863-08-12 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,2
1863-08-12 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,5
1863-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-08-13 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-13 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-13 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-14 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-14 14:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-14 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-15 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-15 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-15 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-16 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,5
1863-08-16 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,2
1863-08-16 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,2
1863-08-17 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-17 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-17 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-08-18 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-18 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-18 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-19 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-19 14:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-19 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,1
1863-08-20 07:00:00,NA,90,NA,NA,NA,NA,NA,NA,1
1863-08-20 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,1
1863-08-20 21:00:00,NA,270,NA,NA,NA,NA,NA,NA,2
1863-09-10 07:00:00,NA,315,NA,NA,NA,NA,NA,1.11,1
1863-09-10 14:00:00,NA,315,NA,NA,NA,NA,NA,1.67,11
1863-09-10 21:00:00,NA,315,NA,NA,NA,NA,NA,0.56,5
1863-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-09-11 07:00:00,NA,0,NA,NA,NA,NA,NA,-1.67,1
1863-09-11 14:00:00,NA,0,NA,NA,NA,NA,NA,7.22,2
1863-09-11 21:00:00,NA,0,NA,NA,NA,NA,NA,2.78,1
1863-09-12 07:00:00,NA,90,NA,NA,NA,NA,NA,2.22,1
1863-09-12 14:00:00,NA,90,NA,NA,NA,NA,NA,9.44,1
1863-09-12 21:00:00,NA,0,NA,NA,NA,NA,NA,3.33,1
1863-09-13 07:00:00,NA,0,NA,NA,NA,NA,NA,0.56,1
1863-09-13 14:00:00,NA,0,NA,NA,NA,NA,NA,2.22,1
1863-09-13 21:00:00,NA,0,NA,NA,NA,NA,NA,1.67,1
1863-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-09-14 07:00:00,NA,0,NA,NA,NA,NA,NA,0.56,1
1863-09-14 14:00:00,NA,0,NA,NA,NA,NA,NA,1.67,1
1863-09-14 21:00:00,NA,0,NA,NA,NA,NA,NA,1.67,1
1863-09-15,NA,NA,NA,50.8,"1 am","10 am",50.8,NA,NA
1863-09-15 07:00:00,NA,0,NA,NA,NA,NA,NA,0.56,1
1863-09-15 14:00:00,NA,0,NA,NA,NA,NA,NA,7.22,1
1863-09-15 21:00:00,NA,0,NA,NA,NA,NA,NA,1.11,1
1863-09-16 07:00:00,NA,0,NA,NA,NA,NA,NA,-1.11,1
1863-09-16 14:00:00,NA,0,NA,NA,NA,NA,NA,7.78,2
1863-09-16 21:00:00,NA,0,NA,NA,NA,NA,NA,2.78,1
1863-09-17,NA,NA,NA,NA,"11 pm",NA,NA,NA,NA
1863-09-17 07:00:00,NA,0,NA,NA,NA,NA,NA,-1.11,2
1863-09-17 14:00:00,NA,0,NA,NA,NA,NA,NA,0.56,2
1863-09-17 21:00:00,NA,0,NA,NA,NA,NA,NA,-1.67,2
1863-09-18,NA,NA,NA,76.2,NA,"10 am",NA,NA,NA
1863-09-18 07:00:00,NA,0,NA,NA,NA,NA,NA,-2.22,5
1863-09-18 14:00:00,NA,0,NA,NA,NA,NA,NA,0.56,5
1863-09-18 21:00:00,NA,0,NA,NA,NA,NA,NA,-4.44,2
1863-09-19 07:00:00,NA,0,NA,NA,NA,NA,NA,-4.44,1
1863-09-19 14:00:00,NA,0,NA,NA,NA,NA,NA,1.67,1
1863-09-19 21:00:00,NA,0,NA,NA,NA,NA,NA,-1.67,1
1863-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-09-20 07:00:00,NA,180,NA,NA,NA,NA,NA,-2.78,1
1863-09-20 14:00:00,NA,180,NA,NA,NA,NA,NA,4.44,1
1863-09-20 21:00:00,NA,180,NA,NA,NA,NA,NA,2.78,1
1863-09-21 07:00:00,NA,270,NA,NA,NA,NA,NA,-1.67,1
1863-09-21 14:00:00,NA,270,NA,NA,NA,NA,NA,2.22,1
1863-09-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,0,0
1863-09-22 07:00:00,NA,0,NA,NA,NA,NA,NA,-1.11,1
1863-09-22 14:00:00,NA,0,NA,NA,NA,NA,NA,2.78,1
1863-09-22 21:00:00,NA,180,NA,NA,NA,NA,NA,-1.67,1
1863-09-23,NA,NA,NA,NA,"11 pm",NA,NA,NA,NA
1863-09-23 07:00:00,NA,0,NA,NA,NA,NA,NA,-2.22,2
1863-09-23 14:00:00,NA,0,NA,NA,NA,NA,NA,0,2
1863-09-23 21:00:00,NA,0,NA,NA,NA,NA,NA,-1.67,2
1863-09-24,NA,NA,NA,7.62,NA,"2 pm",76.2,NA,NA
1863-09-24 07:00:00,NA,0,NA,NA,NA,NA,NA,-3.89,11
1863-09-24 14:00:00,NA,0,NA,NA,NA,NA,NA,-3.89,11
1863-09-24 21:00:00,NA,0,NA,NA,NA,NA,NA,-5,2
1863-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-09-25 07:00:00,NA,0,NA,NA,NA,NA,NA,-15,2
1863-09-25 14:00:00,NA,0,NA,NA,NA,NA,NA,-12.22,2
1863-09-25 21:00:00,NA,0,NA,NA,NA,NA,NA,-13.89,2
1863-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-09-26 07:00:00,NA,0,NA,NA,NA,NA,NA,-12.22,1
1863-09-26 14:00:00,NA,0,NA,NA,NA,NA,NA,-9.44,1
1863-09-26 21:00:00,NA,0,NA,NA,NA,NA,NA,-11.11,1
1863-09-27 07:00:00,NA,0,NA,NA,NA,NA,NA,-6.67,2
1863-09-27 14:00:00,NA,0,NA,NA,NA,NA,NA,-1.11,1
1863-09-27 21:00:00,NA,0,NA,NA,NA,NA,NA,-2.22,1
1863-09-28 07:00:00,NA,0,NA,NA,NA,NA,NA,-5.56,1
1863-09-28 14:00:00,NA,0,NA,NA,NA,NA,NA,-0.56,1
1863-09-28 21:00:00,NA,0,NA,NA,NA,NA,NA,-2.78,1
1863-09-29 07:00:00,NA,0,NA,NA,NA,NA,NA,-3.89,1
1863-09-29 14:00:00,NA,180,NA,NA,NA,NA,NA,0.56,1
1863-09-29 21:00:00,NA,180,NA,NA,NA,NA,NA,-2.78,1
1863-09-30 07:00:00,NA,0,NA,NA,NA,NA,NA,-3.89,1
1863-09-30 14:00:00,NA,0,NA,NA,NA,NA,NA,-1.11,1
1863-09-30 21:00:00,NA,0,NA,NA,NA,NA,NA,-2.22,1
1863-10-01 07:00:00,NA,0,NA,NA,NA,NA,NA,-3.33,1
1863-10-01 14:00:00,NA,0,NA,NA,NA,NA,NA,-0.56,1
1863-10-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,-2.22,NA
1863-10-02 07:00:00,NA,0,NA,NA,NA,NA,NA,-3.89,2
1863-10-02 14:00:00,NA,0,NA,NA,NA,NA,NA,-1.11,2
1863-10-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,-2.78,NA
1863-10-03 07:00:00,NA,0,NA,NA,NA,NA,NA,-3.89,1
1863-10-03 14:00:00,NA,0,NA,NA,NA,NA,NA,-1.11,1
1863-10-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,-2.78,NA
1863-10-04,NA,NA,NA,NA,"10 am",NA,NA,NA,NA
1863-10-04 07:00:00,NA,0,NA,NA,NA,NA,NA,-2.22,1
1863-10-04 14:00:00,NA,0,NA,NA,NA,NA,NA,0.56,1
1863-10-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,-1.67,NA
1863-10-05,NA,NA,NA,5.08,NA,"4 am",50.8,NA,NA
1863-10-05 07:00:00,NA,0,NA,NA,NA,NA,NA,-1.67,1
1863-10-05 14:00:00,NA,0,NA,NA,NA,NA,NA,0,1
1863-10-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,-2.22,NA
1863-10-06 07:00:00,NA,0,NA,NA,NA,NA,NA,-2.22,1
1863-10-06 14:00:00,NA,0,NA,NA,NA,NA,NA,-1.11,1
1863-10-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,-2.22,NA
1863-10-07 07:00:00,NA,0,NA,NA,NA,NA,NA,-5.56,2
1863-10-07 14:00:00,NA,0,NA,NA,NA,NA,NA,-1.67,2
1863-10-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA
1863-10-08,NA,NA,NA,7.62,"6 am","11 pm",76.2,NA,NA
1863-10-08 07:00:00,NA,0,NA,NA,NA,NA,NA,-12.22,2
1863-10-08 14:00:00,NA,0,NA,NA,NA,NA,NA,-9.44,2
1863-10-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,-11.11,NA
1863-10-09 07:00:00,NA,0,NA,NA,NA,NA,NA,-16.67,1
1863-10-09 14:00:00,NA,0,NA,NA,NA,NA,NA,-12.22,1
1863-10-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA
1863-10-10 07:00:00,NA,0,NA,NA,NA,NA,NA,-15,1
1863-10-10 14:00:00,NA,0,NA,NA,NA,NA,NA,-8.89,1
1863-10-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,-10,NA
1863-10-11,NA,NA,NA,2.54,"11 pm","4 am",25.4,NA,NA
1863-10-11 07:00:00,NA,0,NA,NA,NA,NA,NA,-13.89,1
1863-10-11 14:00:00,NA,0,NA,NA,NA,NA,NA,-11.11,2
1863-10-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA
1863-10-12 07:00:00,NA,0,NA,NA,NA,NA,NA,-13.33,2
1863-10-12 14:00:00,NA,0,NA,NA,NA,NA,NA,-11.67,2
1863-10-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,-14.44,NA
1863-10-13 07:00:00,NA,90,NA,NA,NA,NA,NA,-17.78,1
1863-10-13 14:00:00,NA,270,NA,NA,NA,NA,NA,-6.67,1
1863-10-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,-8.33,NA
1863-10-14,NA,NA,NA,1.27,"5 pm","8 pm",12.7,NA,NA
1863-10-14 07:00:00,NA,270,NA,NA,NA,NA,NA,-15,2
1863-10-14 14:00:00,NA,270,NA,NA,NA,NA,NA,-12.22,2
1863-10-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA
1863-10-15 07:00:00,NA,0,NA,NA,NA,NA,NA,-15.56,2
1863-10-15 14:00:00,NA,0,NA,NA,NA,NA,NA,-9.44,2
1863-10-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,-12.22,NA
1863-10-16,NA,NA,NA,NA,"6 pm",NA,NA,NA,NA
1863-10-16 07:00:00,NA,0,NA,NA,NA,NA,NA,-12.22,2
1863-10-16 14:00:00,NA,0,NA,NA,NA,NA,NA,-10,2
1863-10-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,-11.11,NA
1863-10-17 07:00:00,NA,0,NA,NA,NA,NA,NA,-11.67,2
1863-10-17 14:00:00,NA,0,NA,NA,NA,NA,NA,-10,5
1863-10-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,-12.22,NA
1863-10-18,NA,NA,NA,7.62,NA,"7 pm",76.2,NA,NA
1863-10-18 07:00:00,NA,0,NA,NA,NA,NA,NA,-10,1
1863-10-18 14:00:00,NA,0,NA,NA,NA,NA,NA,-7.78,1
1863-10-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,-11.11,NA
1863-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-10-19 07:00:00,NA,180,NA,NA,NA,NA,NA,-11.11,1
1863-10-19 14:00:00,NA,180,NA,NA,NA,NA,NA,-6.67,1
1863-10-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA
1863-10-20 07:00:00,NA,135,NA,NA,NA,NA,NA,-15,1
1863-10-20 14:00:00,NA,135,NA,NA,NA,NA,NA,-11.11,1
1863-10-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,-14.44,NA
1863-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-10-21 07:00:00,NA,135,NA,NA,NA,NA,NA,-22.78,1
1863-10-21 14:00:00,NA,135,NA,NA,NA,NA,NA,-15,1
1863-10-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,-21.11,NA
1863-10-22 07:00:00,NA,135,NA,NA,NA,NA,NA,-23.33,2
1863-10-22 14:00:00,NA,135,NA,NA,NA,NA,NA,-15.56,1
1863-10-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,-21.67,NA
1863-10-23 07:00:00,NA,135,NA,NA,NA,NA,NA,-22.78,2
1863-10-23 14:00:00,NA,135,NA,NA,NA,NA,NA,-14.44,2
1863-10-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA
1863-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-10-24 07:00:00,NA,180,NA,NA,NA,NA,NA,-12.22,1
1863-10-24 14:00:00,NA,180,NA,NA,NA,NA,NA,0,1
1863-10-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,-6.67,NA
1863-10-25 07:00:00,NA,45,NA,NA,NA,NA,NA,-15,1
1863-10-25 14:00:00,NA,45,NA,NA,NA,NA,NA,-9.44,1
1863-10-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,-12.22,NA
1863-10-26 07:00:00,NA,315,NA,NA,NA,NA,NA,-15,1
1863-10-26 14:00:00,NA,315,NA,NA,NA,NA,NA,-11.11,1
1863-10-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,-15.56,NA
1863-10-27 07:00:00,NA,45,NA,NA,NA,NA,NA,-14.44,1
1863-10-27 14:00:00,NA,45,NA,NA,NA,NA,NA,-12.22,1
1863-10-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,-16.11,NA
1863-10-28,NA,NA,NA,NA,"12 am",NA,NA,NA,NA
1863-10-28 07:00:00,NA,180,NA,NA,NA,NA,NA,-11.67,1
1863-10-28 14:00:00,NA,180,NA,NA,NA,NA,NA,-10,1
1863-10-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.33,NA
1863-10-29,NA,NA,NA,5.08,NA,"4 pm",50.8,NA,NA
1863-10-29 07:00:00,NA,0,NA,NA,NA,NA,NA,-13.89,2
1863-10-29 14:00:00,NA,0,NA,NA,NA,NA,NA,-11.11,1
1863-10-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,-13.89,NA
1863-10-30 07:00:00,NA,0,NA,NA,NA,NA,NA,-11.67,1
1863-10-30 14:00:00,NA,0,NA,NA,NA,NA,NA,-10,1
1863-10-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,-14.44,NA
1863-10-31 07:00:00,NA,45,NA,NA,NA,NA,NA,-18.89,1
1863-10-31 14:00:00,NA,45,NA,NA,NA,NA,NA,-14.44,1
1863-10-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,-20,NA
1863-11-01 07:00:00,NA,135,NA,NA,NA,NA,NA,-18.89,1
1863-11-01 14:00:00,NA,135,NA,NA,NA,NA,NA,-15.56,1
1863-11-01 21:00:00,NA,135,NA,NA,NA,NA,NA,-16.67,1
1863-11-02,NA,NA,NA,NA,"8 am",NA,NA,NA,NA
1863-11-02 07:00:00,NA,315,NA,NA,NA,NA,NA,-17.78,2
1863-11-02 14:00:00,NA,315,NA,NA,NA,NA,NA,-16.11,2
1863-11-02 21:00:00,NA,315,NA,NA,NA,NA,NA,-16.11,2
1863-11-03,NA,NA,NA,NA,NA,"2 pm",NA,NA,NA
1863-11-03 07:00:00,NA,0,NA,NA,NA,NA,NA,-15.56,1
1863-11-03 14:00:00,NA,0,NA,NA,NA,NA,NA,-15.56,1
1863-11-03 21:00:00,NA,0,NA,NA,NA,NA,NA,-18.89,1
1863-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-11-04 07:00:00,NA,180,NA,NA,NA,NA,NA,-23.33,1
1863-11-04 14:00:00,NA,135,NA,NA,NA,NA,NA,-19.44,1
1863-11-04 21:00:00,NA,135,NA,NA,NA,NA,NA,-21.11,1
1863-11-05,NA,NA,NA,0.23,"7 am","9 am",0.23,NA,NA
1863-11-05 07:00:00,NA,0,NA,NA,NA,NA,NA,-26.11,1
1863-11-05 14:00:00,NA,0,NA,NA,NA,NA,NA,-23.33,1
1863-11-05 21:00:00,NA,180,NA,NA,NA,NA,NA,-25.56,1
1863-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-11-06 07:00:00,NA,90,NA,NA,NA,NA,NA,-31.67,1
1863-11-06 14:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1863-11-06 21:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1863-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-11-07 07:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1863-11-07 14:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1863-11-07 21:00:00,NA,90,NA,NA,NA,NA,NA,-28.33,1
1863-11-08 07:00:00,NA,90,NA,NA,NA,NA,NA,-29.44,2
1863-11-08 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,2
1863-11-08 21:00:00,NA,90,NA,NA,NA,NA,NA,-30,2
1863-11-09 07:00:00,NA,90,NA,NA,NA,NA,NA,-32.78,1
1863-11-09 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1863-11-09 21:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1863-11-10 07:00:00,NA,90,NA,NA,NA,NA,NA,-30,1
1863-11-10 14:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1863-11-10 21:00:00,NA,90,NA,NA,NA,NA,NA,-24.44,1
1863-11-11 07:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1863-11-11 14:00:00,NA,90,NA,NA,NA,NA,NA,-22.22,1
1863-11-11 21:00:00,NA,90,NA,NA,NA,NA,NA,-25.56,1
1863-11-12 07:00:00,NA,90,NA,NA,NA,NA,NA,-22.22,1
1863-11-12 14:00:00,NA,90,NA,NA,NA,NA,NA,-21.11,1
1863-11-12 21:00:00,NA,90,NA,NA,NA,NA,NA,-21.67,1
1863-11-13 07:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1863-11-13 14:00:00,NA,90,NA,NA,NA,NA,NA,-21.67,1
1863-11-13 21:00:00,NA,90,NA,NA,NA,NA,NA,-20,1
1863-11-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,-18.89,0
1863-11-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,-17.78,0
1863-11-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,-18.89,0
1863-11-15 07:00:00,NA,90,NA,NA,NA,NA,NA,-21.11,1
1863-11-15 14:00:00,NA,90,NA,NA,NA,NA,NA,-19.44,1
1863-11-15 21:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
