"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortPeelRiver","67.43","-135",NA,"America/Inuvik","7","71052","2201601"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","cv","dd","hd","pr","ptb","pte","sd","ta","w"
1863-11-16 07:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1863-11-16 14:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1863-11-16 21:00:00,NA,90,NA,NA,NA,NA,NA,-25.56,1
1863-11-17 07:00:00,NA,90,NA,NA,NA,NA,NA,-27.22,1
1863-11-17 14:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1863-11-17 21:00:00,NA,90,NA,NA,NA,NA,NA,-27.22,1
1863-11-18 07:00:00,NA,90,NA,NA,NA,NA,NA,-31.11,1
1863-11-18 14:00:00,NA,90,NA,NA,NA,NA,NA,-30.56,1
1863-11-18 21:00:00,NA,90,NA,NA,NA,NA,NA,-25.56,1
1863-11-19 07:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1863-11-19 14:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1863-11-19 21:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1863-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-11-20 07:00:00,NA,90,NA,NA,NA,NA,NA,-23.89,1
1863-11-20 14:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,2
1863-11-20 21:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,2
1863-11-21 07:00:00,NA,90,NA,NA,NA,NA,NA,-35.56,1
1863-11-21 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,2
1863-11-21 21:00:00,NA,90,NA,NA,NA,NA,NA,-29.44,2
1863-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-11-22 07:00:00,NA,90,NA,NA,NA,NA,NA,-32.22,1
1863-11-22 14:00:00,NA,270,NA,NA,NA,NA,NA,-31.11,1
1863-11-22 21:00:00,NA,270,NA,NA,NA,NA,NA,-31.67,1
1863-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-11-23 07:00:00,NA,90,NA,NA,NA,NA,NA,-20,1
1863-11-23 14:00:00,NA,180,NA,NA,NA,NA,NA,-17.78,1
1863-11-23 21:00:00,NA,180,NA,NA,NA,NA,NA,-21.11,1
1863-11-24,NA,NA,NA,NA,"4 am","10 pm",NA,NA,NA
1863-11-24 07:00:00,NA,0,NA,NA,NA,NA,NA,-19.44,2
1863-11-24 14:00:00,NA,0,NA,NA,NA,NA,NA,-16.67,2
1863-11-24 21:00:00,NA,0,NA,NA,NA,NA,NA,-18.33,2
1863-11-25 07:00:00,NA,90,NA,NA,NA,NA,NA,-20,1
1863-11-25 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1863-11-25 21:00:00,NA,90,NA,NA,NA,NA,NA,-31.67,1
1863-11-26 07:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1863-11-26 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1863-11-26 21:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1863-11-27,NA,NA,NA,NA,"4 am",NA,NA,NA,NA
1863-11-27 07:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,2
1863-11-27 14:00:00,NA,90,NA,NA,NA,NA,NA,-22.22,1
1863-11-27 21:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1863-11-28,NA,NA,NA,NA,NA,"3 pm",NA,NA,NA
1863-11-28 07:00:00,NA,270,NA,NA,NA,NA,NA,-25.56,1
1863-11-28 14:00:00,NA,90,NA,NA,NA,NA,NA,-24.44,2
1863-11-28 21:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,2
1863-11-29 07:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1863-11-29 14:00:00,NA,270,NA,NA,NA,NA,NA,-24.44,1
1863-11-29 21:00:00,NA,270,NA,NA,NA,NA,NA,-35.56,1
1863-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863-11-30 07:00:00,NA,90,NA,NA,NA,NA,NA,-44.44,1
1863-11-30 14:00:00,NA,90,NA,NA,NA,NA,NA,-43.89,1
1863-11-30 21:00:00,NA,90,NA,NA,NA,NA,NA,-44.44,1
1864-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-01 07:00:00,NA,90,NA,NA,NA,NA,NA,-41.67,2
1864-01-01 14:00:00,NA,135,NA,NA,NA,NA,NA,-40,2
1864-01-01 21:00:00,NA,135,NA,NA,NA,NA,NA,-42.22,2
1864-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-02 07:00:00,NA,90,NA,NA,NA,NA,NA,-32.22,1
1864-01-02 14:00:00,NA,135,NA,NA,NA,NA,NA,-26.67,1
1864-01-02 21:00:00,NA,135,NA,NA,NA,NA,NA,-31.11,1
1864-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-03 07:00:00,NA,90,NA,NA,NA,NA,NA,-31.11,1
1864-01-03 14:00:00,NA,135,NA,NA,NA,NA,NA,-27.22,1
1864-01-03 21:00:00,NA,135,NA,NA,NA,NA,NA,-30.56,1
1864-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-04 07:00:00,NA,90,NA,NA,NA,NA,NA,-32.22,1
1864-01-04 14:00:00,NA,90,NA,NA,NA,NA,NA,-26.67,1
1864-01-04 21:00:00,NA,90,NA,NA,NA,NA,NA,-31.11,1
1864-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-05 07:00:00,NA,90,NA,NA,NA,NA,NA,-32.22,1
1864-01-05 14:00:00,NA,90,NA,NA,NA,NA,NA,-26.67,1
1864-01-05 21:00:00,NA,135,NA,NA,NA,NA,NA,-28.89,2
1864-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-06 07:00:00,NA,90,NA,NA,NA,NA,NA,-30.56,2
1864-01-06 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,2
1864-01-06 21:00:00,NA,90,NA,NA,NA,NA,NA,-30,1
1864-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-07 07:00:00,NA,90,NA,NA,NA,NA,NA,-26.67,1
1864-01-07 14:00:00,NA,90,NA,NA,NA,NA,NA,-25,1
1864-01-07 21:00:00,NA,90,NA,NA,NA,NA,NA,-26.67,1
1864-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-08 07:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1864-01-08 14:00:00,NA,90,NA,NA,NA,NA,NA,-22.22,1
1864-01-08 21:00:00,NA,90,NA,NA,NA,NA,NA,-24.44,1
1864-01-09,NA,NA,NA,NA,"4 am",NA,NA,NA,NA
1864-01-09 07:00:00,NA,315,NA,NA,NA,NA,NA,-22.78,2
1864-01-09 14:00:00,NA,315,NA,NA,NA,NA,NA,-22.78,1
1864-01-09 21:00:00,NA,315,NA,NA,NA,NA,NA,-22.78,2
1864-01-10,NA,NA,NA,2.54,NA,"3 pm",25.4,NA,NA
1864-01-10 07:00:00,NA,315,NA,NA,NA,NA,NA,-28.33,2
1864-01-10 14:00:00,NA,315,NA,NA,NA,NA,NA,-27.78,2
1864-01-10 21:00:00,NA,315,NA,NA,NA,NA,NA,-28.89,2
1864-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-11 07:00:00,NA,315,NA,NA,NA,NA,NA,-36.67,1
1864-01-11 14:00:00,NA,315,NA,NA,NA,NA,NA,-38.89,1
1864-01-11 21:00:00,NA,90,NA,NA,NA,NA,NA,-42.22,1
1864-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-12 07:00:00,NA,90,NA,NA,NA,NA,NA,-42.78,1
1864-01-12 14:00:00,NA,90,NA,NA,NA,NA,NA,-41.67,1
1864-01-12 21:00:00,NA,90,NA,NA,NA,NA,NA,-42.22,1
1864-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-13 07:00:00,NA,90,NA,NA,NA,NA,NA,-37.78,1
1864-01-13 14:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,1
1864-01-13 21:00:00,NA,90,NA,NA,NA,NA,NA,-39.44,1
1864-01-14 07:00:00,NA,90,NA,NA,NA,NA,NA,-40,1
1864-01-14 14:00:00,NA,90,NA,NA,NA,NA,NA,-40,1
1864-01-14 21:00:00,NA,0,NA,NA,NA,NA,NA,-40,1
1864-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-15 07:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,1
1864-01-15 14:00:00,NA,90,NA,NA,NA,NA,NA,-36.67,1
1864-01-15 21:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,1
1864-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-16 07:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,1
1864-01-16 14:00:00,NA,90,NA,NA,NA,NA,NA,-35.56,1
1864-01-16 21:00:00,NA,45,NA,NA,NA,NA,NA,-36.11,1
1864-01-17 07:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,1
1864-01-17 14:00:00,NA,90,NA,NA,NA,NA,NA,-40,1
1864-01-17 21:00:00,NA,270,NA,NA,NA,NA,NA,-43.89,1
1864-01-18 07:00:00,NA,90,NA,NA,NA,NA,NA,-47.78,1
1864-01-18 14:00:00,NA,270,NA,NA,NA,NA,NA,-36.11,1
1864-01-18 21:00:00,NA,315,NA,NA,NA,NA,NA,-42.78,2
1864-01-19,NA,NA,NA,NA,"4 am",NA,NA,NA,NA
1864-01-19 07:00:00,NA,270,NA,NA,NA,NA,NA,-37.22,2
1864-01-19 14:00:00,NA,0,NA,NA,NA,NA,NA,-34.44,1
1864-01-19 21:00:00,NA,0,NA,NA,NA,NA,NA,-37.22,2
1864-01-20,NA,NA,NA,2.54,NA,"2 pm",25.4,NA,NA
1864-01-20 07:00:00,NA,0,NA,NA,NA,NA,NA,-32.22,2
1864-01-20 14:00:00,NA,0,NA,NA,NA,NA,NA,-31.67,1
1864-01-20 21:00:00,NA,0,NA,NA,NA,NA,NA,-32.22,1
1864-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-21 07:00:00,NA,0,NA,NA,NA,NA,NA,-32.78,1
1864-01-21 14:00:00,NA,0,NA,NA,NA,NA,NA,-32.22,1
1864-01-21 21:00:00,NA,0,NA,NA,NA,NA,NA,-32.78,1
1864-01-22 07:00:00,NA,180,NA,NA,NA,NA,NA,-35.56,1
1864-01-22 14:00:00,NA,90,NA,NA,NA,NA,NA,-35.56,1
1864-01-22 21:00:00,NA,90,NA,NA,NA,NA,NA,-36.67,1
1864-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-23 07:00:00,NA,0,NA,NA,NA,NA,NA,-37.22,1
1864-01-23 14:00:00,NA,0,NA,NA,NA,NA,NA,-36.67,1
1864-01-23 21:00:00,NA,0,NA,NA,NA,NA,NA,-37.22,1
1864-01-24 07:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,1
1864-01-24 14:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,2
1864-01-24 21:00:00,NA,90,NA,NA,NA,NA,NA,-40,1
1864-01-25,NA,NA,NA,NA,"6 am",NA,NA,NA,NA
1864-01-25 07:00:00,NA,0,NA,NA,NA,NA,NA,-37.78,2
1864-01-25 14:00:00,NA,0,NA,NA,NA,NA,NA,-33.33,2
1864-01-25 21:00:00,NA,0,NA,NA,NA,NA,NA,-34.44,2
1864-01-26,NA,NA,NA,2.54,"empty","3 pm",25.4,NA,NA
1864-01-26 07:00:00,NA,0,NA,NA,NA,NA,NA,-33.33,1
1864-01-26 14:00:00,NA,0,NA,NA,NA,NA,NA,-32.78,1
1864-01-26 21:00:00,NA,0,NA,NA,NA,NA,NA,-34.44,2
1864-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-27 07:00:00,NA,0,NA,NA,NA,NA,NA,-39.44,1
1864-01-27 14:00:00,NA,90,NA,NA,NA,NA,NA,-38.89,1
1864-01-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,-38.89,0
1864-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-28 07:00:00,NA,90,NA,NA,NA,NA,NA,-36.67,1
1864-01-28 14:00:00,NA,90,NA,NA,NA,NA,NA,-32.78,1
1864-01-28 21:00:00,NA,135,NA,NA,NA,NA,NA,-35,1
1864-01-29 07:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,1
1864-01-29 14:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,1
1864-01-29 21:00:00,NA,0,NA,NA,NA,NA,NA,-37.78,2
1864-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-30 07:00:00,NA,90,NA,NA,NA,NA,NA,-40,1
1864-01-30 14:00:00,NA,90,NA,NA,NA,NA,NA,-38.33,1
1864-01-30 21:00:00,NA,90,NA,NA,NA,NA,NA,-39.44,1
1864-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-01-31 07:00:00,NA,90,NA,NA,NA,NA,NA,-40,1
1864-01-31 14:00:00,NA,90,NA,NA,NA,NA,NA,-36.67,1
1864-01-31 21:00:00,NA,90,NA,NA,NA,NA,NA,-40,2
1864-02-01,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-01 07:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,1
1864-02-01 14:00:00,NA,90,NA,NA,NA,NA,NA,-36.11,1
1864-02-01 21:00:00,NA,90,NA,NA,NA,NA,NA,-36.67,2
1864-02-02,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-02 07:00:00,NA,90,NA,NA,NA,NA,NA,-34.44,2
1864-02-02 14:00:00,NA,90,NA,NA,NA,NA,NA,-31.11,2
1864-02-02 21:00:00,NA,0,NA,NA,NA,NA,NA,-33.89,1
1864-02-03,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-03 07:00:00,NA,90,NA,NA,NA,NA,NA,-36.11,2
1864-02-03 14:00:00,NA,90,NA,NA,NA,NA,NA,-30,2
1864-02-03 21:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,2
1864-02-04,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-04 07:00:00,NA,90,NA,NA,NA,NA,NA,-31.67,1
1864-02-04 14:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1864-02-04 21:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,2
1864-02-05,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-05 07:00:00,NA,270,NA,NA,NA,NA,NA,-26.11,2
1864-02-05 14:00:00,NA,270,NA,NA,NA,NA,NA,-24.44,1
1864-02-05 21:00:00,NA,270,NA,NA,NA,NA,NA,-27.22,1
1864-02-06,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-06 07:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,2
1864-02-06 14:00:00,NA,180,NA,NA,NA,NA,NA,-26.11,16
1864-02-06 21:00:00,NA,90,NA,NA,NA,NA,NA,-22.22,2
1864-02-07,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-07 07:00:00,NA,135,NA,NA,NA,NA,NA,-23.33,2
1864-02-07 14:00:00,NA,135,NA,NA,NA,NA,NA,-18.89,2
1864-02-07 21:00:00,NA,135,NA,NA,NA,NA,NA,-24.44,2
1864-02-08,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-08 07:00:00,NA,270,NA,NA,NA,NA,NA,-17.78,2
1864-02-08 14:00:00,NA,270,NA,NA,NA,NA,NA,-17.78,5
1864-02-08 21:00:00,NA,270,NA,NA,NA,NA,NA,-23.33,1
1864-02-09,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-09 07:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1864-02-09 14:00:00,NA,90,NA,NA,NA,NA,NA,-20.56,1
1864-02-09 21:00:00,NA,315,NA,NA,NA,NA,NA,-23.33,2
1864-02-10,NA,NA,NA,0,"10 am","empty",0,NA,NA
1864-02-10 07:00:00,NA,315,NA,NA,NA,NA,NA,-23.33,2
1864-02-10 14:00:00,NA,315,NA,NA,NA,NA,NA,-23.89,5
1864-02-10 21:00:00,NA,315,NA,NA,NA,NA,NA,-24.44,5
1864-02-11,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-11 07:00:00,NA,315,NA,NA,NA,NA,NA,-26.11,5
1864-02-11 14:00:00,NA,315,NA,NA,NA,NA,NA,-28.89,5
1864-02-11 21:00:00,NA,315,NA,NA,NA,NA,NA,-31.11,5
1864-02-12,NA,NA,NA,0,"empty","6 am",76.2,NA,NA
1864-02-12 07:00:00,NA,135,NA,NA,NA,NA,NA,-31.67,1
1864-02-12 14:00:00,NA,315,NA,NA,NA,NA,NA,-28.89,1
1864-02-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,-36.11,0
1864-02-13,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-13 07:00:00,NA,135,NA,NA,NA,NA,NA,-28.89,1
1864-02-13 14:00:00,NA,270,NA,NA,NA,NA,NA,-25.56,1
1864-02-13 21:00:00,NA,0,NA,NA,NA,NA,NA,-26.11,2
1864-02-14,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-14 07:00:00,NA,135,NA,NA,NA,NA,NA,-32.78,1
1864-02-14 14:00:00,NA,135,NA,NA,NA,NA,NA,-25.56,1
1864-02-14 21:00:00,NA,45,NA,NA,NA,NA,NA,-35.56,1
1864-02-15,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-15 07:00:00,NA,135,NA,NA,NA,NA,NA,-28.89,1
1864-02-15 14:00:00,NA,135,NA,NA,NA,NA,NA,-23.89,1
1864-02-15 21:00:00,NA,135,NA,NA,NA,NA,NA,-31.67,1
1864-02-16,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-16 07:00:00,NA,90,NA,NA,NA,NA,NA,-34.44,2
1864-02-16 14:00:00,NA,90,NA,NA,NA,NA,NA,-23.89,2
1864-02-16 21:00:00,NA,90,NA,NA,NA,NA,NA,-32.78,2
1864-02-17,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-17 07:00:00,NA,90,NA,NA,NA,NA,NA,-32.78,1
1864-02-17 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1864-02-17 21:00:00,NA,45,NA,NA,NA,NA,NA,-33.89,1
1864-02-18,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-18 07:00:00,NA,90,NA,NA,NA,NA,NA,-37.78,1
1864-02-18 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1864-02-18 21:00:00,NA,90,NA,NA,NA,NA,NA,-37.78,1
1864-02-19,NA,NA,NA,0,"empty","empty",NA,NA,NA
1864-02-19 07:00:00,NA,90,NA,NA,NA,NA,NA,-41.67,1
1864-02-19 14:00:00,NA,90,NA,NA,NA,NA,NA,-31.11,1
1864-02-19 21:00:00,NA,90,NA,NA,NA,NA,NA,-38.33,1
1864-02-20,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-20 07:00:00,NA,90,NA,NA,NA,NA,NA,-36.11,1
1864-02-20 14:00:00,NA,90,NA,NA,NA,NA,NA,-31.67,1
1864-02-20 21:00:00,NA,0,NA,NA,NA,NA,NA,-31.11,2
1864-02-21,NA,NA,NA,0,"4 am","7 am",NA,NA,NA
1864-02-21 07:00:00,NA,0,NA,NA,NA,NA,NA,-31.67,5
1864-02-21 14:00:00,NA,0,NA,NA,NA,NA,NA,-28.33,1
1864-02-21 21:00:00,NA,90,NA,NA,NA,NA,NA,-32.22,1
1864-02-22,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-22 07:00:00,NA,90,NA,NA,NA,NA,NA,-36.11,2
1864-02-22 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,2
1864-02-22 21:00:00,NA,90,NA,NA,NA,NA,NA,-32.78,2
1864-02-23,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-23 07:00:00,NA,90,NA,NA,NA,NA,NA,-31.67,5
1864-02-23 14:00:00,NA,90,NA,NA,NA,NA,NA,-25.56,5
1864-02-23 21:00:00,NA,90,NA,NA,NA,NA,NA,-31.11,5
1864-02-24,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-24 07:00:00,NA,90,NA,NA,NA,NA,NA,-31.67,2
1864-02-24 14:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,2
1864-02-24 21:00:00,NA,90,NA,NA,NA,NA,NA,-30.56,1
1864-02-25,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-25 07:00:00,NA,90,NA,NA,NA,NA,NA,-36.11,2
1864-02-25 14:00:00,NA,90,NA,NA,NA,NA,NA,-31.67,2
1864-02-25 21:00:00,NA,0,NA,NA,NA,NA,NA,-40,2
1864-02-26,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-26 07:00:00,NA,90,NA,NA,NA,NA,NA,-43.89,2
1864-02-26 14:00:00,NA,90,NA,NA,NA,NA,NA,-37.22,2
1864-02-26 21:00:00,NA,90,NA,NA,NA,NA,NA,-37.78,2
1864-02-27,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-27 07:00:00,NA,90,NA,NA,NA,NA,NA,-31.67,5
1864-02-27 14:00:00,NA,90,NA,NA,NA,NA,NA,-25.56,1
1864-02-27 21:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1864-02-28,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-28 07:00:00,NA,0,NA,NA,NA,NA,NA,-31.67,5
1864-02-28 14:00:00,NA,0,NA,NA,NA,NA,NA,-28.89,2
1864-02-28 21:00:00,NA,0,NA,NA,NA,NA,NA,-31.11,1
1864-02-29,NA,NA,NA,0,"empty","empty",0,NA,NA
1864-02-29 07:00:00,NA,90,NA,NA,NA,NA,NA,-40,1
1864-02-29 14:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1864-02-29 21:00:00,NA,90,NA,NA,NA,NA,NA,-36.67,1
1864-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-03-01 07:00:00,NA,90,NA,NA,NA,NA,NA,-41.67,1
1864-03-01 14:00:00,NA,90,NA,NA,NA,NA,NA,-31.67,1
1864-03-01 21:00:00,NA,90,NA,NA,NA,NA,NA,-40,1
1864-03-02 07:00:00,NA,90,NA,NA,NA,NA,NA,-44.44,1
1864-03-02 14:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1864-03-02 21:00:00,NA,90,NA,NA,NA,NA,NA,-36.11,1
1864-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-03-03 07:00:00,NA,90,NA,NA,NA,NA,NA,-40.56,1
1864-03-03 14:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1864-03-03 21:00:00,NA,90,NA,NA,NA,NA,NA,-34.44,1
1864-03-04 07:00:00,NA,0,NA,NA,NA,NA,NA,-41.11,5
1864-03-04 14:00:00,NA,0,NA,NA,NA,NA,NA,-31.67,5
1864-03-04 21:00:00,NA,0,NA,NA,NA,NA,NA,-37.22,5
1864-03-05 07:00:00,NA,0,NA,NA,NA,NA,NA,-38.89,5
1864-03-05 14:00:00,NA,0,NA,NA,NA,NA,NA,-31.67,5
1864-03-05 21:00:00,NA,0,NA,NA,NA,NA,NA,-37.22,2
1864-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-03-06 07:00:00,NA,90,NA,NA,NA,NA,NA,-34.44,1
1864-03-06 14:00:00,NA,0,NA,NA,NA,NA,NA,-38.33,1
1864-03-06 21:00:00,NA,0,NA,NA,NA,NA,NA,-44.44,1
1864-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-03-07 07:00:00,NA,90,NA,NA,NA,NA,NA,-47.22,1
1864-03-07 14:00:00,NA,270,NA,NA,NA,NA,NA,-37.22,1
1864-03-07 21:00:00,NA,270,NA,NA,NA,NA,NA,-42.78,1
1864-03-08,NA,NA,NA,NA,"5 am",NA,NA,NA,NA
1864-03-08 07:00:00,NA,270,NA,NA,NA,NA,NA,-41.11,1
1864-03-08 14:00:00,NA,0,NA,NA,NA,NA,NA,-31.67,1
1864-03-08 21:00:00,NA,0,NA,NA,NA,NA,NA,-38.33,2
1864-03-09 07:00:00,NA,0,NA,NA,NA,NA,NA,-37.22,2
1864-03-09 14:00:00,NA,0,NA,NA,NA,NA,NA,-31.67,5
1864-03-09 21:00:00,NA,0,NA,NA,NA,NA,NA,-34.44,5
1864-03-10,NA,NA,NA,7.62,NA,"8 am",76.2,NA,NA
1864-03-10 07:00:00,NA,0,NA,NA,NA,NA,NA,-34.44,2
1864-03-10 14:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1864-03-10 21:00:00,NA,45,NA,NA,NA,NA,NA,-32.78,1
1864-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-03-11 07:00:00,NA,90,NA,NA,NA,NA,NA,-40,1
1864-03-11 14:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1864-03-11 21:00:00,NA,315,NA,NA,NA,NA,NA,-38.33,2
1864-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-03-12 07:00:00,NA,0,NA,NA,NA,NA,NA,-34.44,5
1864-03-12 14:00:00,NA,0,NA,NA,NA,NA,NA,-32.78,5
1864-03-12 21:00:00,NA,0,NA,NA,NA,NA,NA,-34.44,1
1864-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-03-13 07:00:00,NA,0,NA,NA,NA,NA,NA,-32.22,2
1864-03-13 14:00:00,NA,0,NA,NA,NA,NA,NA,-22.22,2
1864-03-13 21:00:00,NA,0,NA,NA,NA,NA,NA,-24.44,2
1864-03-14 07:00:00,NA,0,NA,NA,NA,NA,NA,-37.78,1
1864-03-14 14:00:00,NA,315,NA,NA,NA,NA,NA,-23.33,2
1864-03-14 21:00:00,NA,90,NA,NA,NA,NA,NA,-28.89,1
1864-03-15 07:00:00,NA,90,NA,NA,NA,NA,NA,-26.11,1
1864-03-15 14:00:00,NA,90,NA,NA,NA,NA,NA,-18.33,1
1864-03-15 21:00:00,NA,90,NA,NA,NA,NA,NA,-25.56,1
1864-03-16 07:00:00,NA,90,NA,NA,NA,NA,NA,-24.44,1
1864-03-16 14:00:00,NA,90,NA,NA,NA,NA,NA,-15.56,1
1864-03-16 21:00:00,NA,90,NA,NA,NA,NA,NA,-23.33,1
1864-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-03-17 07:00:00,NA,135,NA,NA,NA,NA,NA,-26.11,1
1864-03-17 14:00:00,NA,135,NA,NA,NA,NA,NA,-11.67,1
