"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Hatley","45.3","-71.95","250","America/Montreal","5","71611","7025660"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","dd","pr","ta","ww"
1836-03-15 14:00:00,270,NA,NA,NA
1836-03-15 14:00:00,NA,NA,-0.56,NA
1836-03-15 14:00:00,NA,NA,NA,",BKN NA"
1836-03-15 21:00:00,270,NA,NA,NA
1836-03-15 21:00:00,NA,NA,-10.56,NA
1836-03-15 21:00:00,NA,NA,NA,NA
1836-03-16,NA,0,NA,NA
1836-03-16,NA,NA,NA,NA
1836-03-16 06:00:00,315,NA,NA,NA
1836-03-16 06:00:00,NA,NA,-15.56,NA
1836-03-16 06:00:00,NA,NA,NA,",SKC NA"
1836-03-16 14:00:00,315,NA,NA,NA
1836-03-16 14:00:00,NA,NA,1.67,NA
1836-03-16 14:00:00,NA,NA,NA,",SKC NA"
1836-03-16 21:00:00,315,NA,NA,NA
1836-03-16 21:00:00,NA,NA,-8.33,NA
1836-03-16 21:00:00,NA,NA,NA,",SKC NA"
1836-03-17,NA,0,NA,NA
1836-03-17,NA,NA,NA,NA
1836-03-17 06:00:00,315,NA,NA,NA
1836-03-17 06:00:00,NA,NA,-7.78,NA
1836-03-17 06:00:00,NA,NA,NA,",SN NA"
1836-03-17 14:00:00,315,NA,NA,NA
1836-03-17 14:00:00,NA,NA,-3.33,NA
1836-03-17 14:00:00,NA,NA,NA,",SN NA"
1836-03-17 21:00:00,315,NA,NA,NA
1836-03-17 21:00:00,NA,NA,-2.22,NA
1836-03-17 21:00:00,NA,NA,NA,",SN NA"
1836-03-18,NA,7.87,NA,NA
1836-03-18,NA,NA,NA,NA
1836-03-18 06:00:00,270,NA,NA,NA
1836-03-18 06:00:00,NA,NA,-0.56,NA
1836-03-18 06:00:00,NA,NA,NA,",BKN NA"
1836-03-18 14:00:00,0,NA,NA,NA
1836-03-18 14:00:00,NA,NA,-5,NA
1836-03-18 14:00:00,NA,NA,NA,",BKN NA"
1836-03-18 21:00:00,0,NA,NA,NA
1836-03-18 21:00:00,NA,NA,-11.11,NA
1836-03-18 21:00:00,NA,NA,NA,",BKN NA"
1836-03-19,NA,0,NA,NA
1836-03-19,NA,NA,NA,NA
1836-03-19 06:00:00,0,NA,NA,NA
1836-03-19 06:00:00,NA,NA,-18.89,NA
1836-03-19 06:00:00,NA,NA,NA,",SKC NA"
1836-03-19 14:00:00,0,NA,NA,NA
1836-03-19 14:00:00,NA,NA,-0.56,NA
1836-03-19 14:00:00,NA,NA,NA,",SKC NA"
1836-03-19 21:00:00,0,NA,NA,NA
1836-03-19 21:00:00,NA,NA,-11.67,NA
1836-03-19 21:00:00,NA,NA,NA,",SKC NA"
1836-03-20,NA,0,NA,NA
1836-03-20,NA,NA,NA,NA
1836-03-20 06:00:00,0,NA,NA,NA
1836-03-20 06:00:00,NA,NA,-12.22,NA
1836-03-20 06:00:00,NA,NA,NA,",SKC NA"
1836-03-20 14:00:00,0,NA,NA,NA
1836-03-20 14:00:00,NA,NA,2.22,NA
1836-03-20 14:00:00,NA,NA,NA,",SKC NA"
1836-03-20 21:00:00,0,NA,NA,NA
1836-03-20 21:00:00,NA,NA,-11.67,NA
1836-03-20 21:00:00,NA,NA,NA,",SKC NA"
1836-03-21,NA,0,NA,NA
1836-03-21,NA,NA,NA,NA
1836-03-21 06:00:00,0,NA,NA,NA
1836-03-21 06:00:00,NA,NA,-13.33,NA
1836-03-21 06:00:00,NA,NA,NA,",SKC NA"
1836-03-21 14:00:00,180,NA,NA,NA
1836-03-21 14:00:00,NA,NA,4.44,NA
1836-03-21 14:00:00,NA,NA,NA,NA
1836-03-21 21:00:00,180,NA,NA,NA
1836-03-21 21:00:00,NA,NA,-1.11,NA
1836-03-21 21:00:00,NA,NA,NA,NA
1836-03-22,NA,0,NA,NA
1836-03-22,NA,NA,NA,NA
1836-03-22 06:00:00,180,NA,NA,NA
1836-03-22 06:00:00,NA,NA,-4.44,NA
1836-03-22 06:00:00,NA,NA,NA,",BKN NA"
1836-03-22 14:00:00,180,NA,NA,NA
1836-03-22 14:00:00,NA,NA,5.56,NA
1836-03-22 14:00:00,NA,NA,NA,",BKN NA"
1836-03-22 21:00:00,180,NA,NA,NA
1836-03-22 21:00:00,NA,NA,-2.78,NA
1836-03-22 21:00:00,NA,NA,NA,",BKN NA"
1836-03-23,NA,0,NA,NA
1836-03-23,NA,NA,NA,NA
1836-03-23 06:00:00,180,NA,NA,NA
1836-03-23 06:00:00,NA,NA,-2.78,NA
1836-03-23 06:00:00,NA,NA,NA,",SN NA"
1836-03-23 14:00:00,180,NA,NA,NA
1836-03-23 14:00:00,NA,NA,1.67,NA
1836-03-23 14:00:00,NA,NA,NA,NA
1836-03-23 21:00:00,180,NA,NA,NA
1836-03-23 21:00:00,NA,NA,-9.44,NA
1836-03-23 21:00:00,NA,NA,NA,",BKN NA"
1836-03-24,NA,0,NA,NA
1836-03-24,NA,NA,NA,NA
1836-03-24 06:00:00,180,NA,NA,NA
1836-03-24 06:00:00,NA,NA,-11.67,NA
1836-03-24 06:00:00,NA,NA,NA,NA
1836-03-24 14:00:00,180,NA,NA,NA
1836-03-24 14:00:00,NA,NA,7.22,NA
1836-03-24 14:00:00,NA,NA,NA,NA
1836-03-24 21:00:00,180,NA,NA,NA
1836-03-24 21:00:00,NA,NA,-3.89,NA
1836-03-24 21:00:00,NA,NA,NA,",BKN NA"
1836-03-25,NA,0,NA,NA
1836-03-25,NA,NA,NA,NA
1836-03-25 06:00:00,90,NA,NA,NA
1836-03-25 06:00:00,NA,NA,-12.22,NA
1836-03-25 06:00:00,NA,NA,NA,",BKN NA"
1836-03-25 14:00:00,0,NA,NA,NA
1836-03-25 14:00:00,NA,NA,3.89,NA
1836-03-25 14:00:00,NA,NA,NA,NA
1836-03-25 21:00:00,0,NA,NA,NA
1836-03-25 21:00:00,NA,NA,-12.22,NA
1836-03-25 21:00:00,NA,NA,NA,",SKC NA"
1836-03-26,NA,0,NA,NA
1836-03-26,NA,NA,NA,NA
1836-03-26 06:00:00,270,NA,NA,NA
1836-03-26 06:00:00,NA,NA,-13.33,NA
1836-03-26 06:00:00,NA,NA,NA,",SKC NA"
1836-03-26 14:00:00,270,NA,NA,NA
1836-03-26 14:00:00,NA,NA,4.44,NA
1836-03-26 14:00:00,NA,NA,NA,",SKC NA"
1836-03-26 21:00:00,180,NA,NA,NA
1836-03-26 21:00:00,NA,NA,-2.22,NA
1836-03-26 21:00:00,NA,NA,NA,",SKC NA"
1836-03-27,NA,0,NA,NA
1836-03-27,NA,NA,NA,NA
1836-03-27 06:00:00,180,NA,NA,NA
1836-03-27 06:00:00,NA,NA,-1.11,NA
1836-03-27 06:00:00,NA,NA,NA,",SKC NA"
1836-03-27 14:00:00,180,NA,NA,NA
1836-03-27 14:00:00,NA,NA,8.89,NA
1836-03-27 14:00:00,NA,NA,NA,",SKC NA"
1836-03-27 21:00:00,180,NA,NA,NA
1836-03-27 21:00:00,NA,NA,2.22,NA
1836-03-27 21:00:00,NA,NA,NA,",BKN NA"
1836-03-28,NA,0,NA,NA
1836-03-28,NA,NA,NA,NA
1836-03-28 06:00:00,180,NA,NA,NA
1836-03-28 06:00:00,NA,NA,-6.11,NA
1836-03-28 06:00:00,NA,NA,NA,",BKN NA"
1836-03-28 14:00:00,180,NA,NA,NA
1836-03-28 14:00:00,NA,NA,7.22,NA
1836-03-28 14:00:00,NA,NA,NA,",BKN NA"
1836-03-28 21:00:00,180,NA,NA,NA
1836-03-28 21:00:00,NA,NA,-1.67,NA
1836-03-28 21:00:00,NA,NA,NA,",BKN NA"
1836-03-29,NA,0,NA,NA
1836-03-29,NA,NA,NA,NA
1836-03-29 06:00:00,0,NA,NA,NA
1836-03-29 06:00:00,NA,NA,-5.56,NA
1836-03-29 06:00:00,NA,NA,NA,",SN NA"
1836-03-29 14:00:00,0,NA,NA,NA
1836-03-29 14:00:00,NA,NA,8.33,NA
1836-03-29 14:00:00,NA,NA,NA,NA
1836-03-29 21:00:00,0,NA,NA,NA
1836-03-29 21:00:00,NA,NA,0.56,NA
1836-03-29 21:00:00,NA,NA,NA,NA
1836-03-30,NA,0,NA,NA
1836-03-30,NA,NA,NA,NA
1836-03-30 06:00:00,180,NA,NA,NA
1836-03-30 06:00:00,NA,NA,-0.56,NA
1836-03-30 06:00:00,NA,NA,NA,",BKN NA"
1836-03-30 14:00:00,180,NA,NA,NA
1836-03-30 14:00:00,NA,NA,4.44,NA
1836-03-30 14:00:00,NA,NA,NA,",BKN NA"
1836-03-30 21:00:00,180,NA,NA,NA
1836-03-30 21:00:00,NA,NA,0,NA
1836-03-30 21:00:00,NA,NA,NA,",SKC NA"
1836-03-31,NA,0,NA,NA
1836-03-31,NA,NA,NA,NA
1836-03-31 06:00:00,270,NA,NA,NA
1836-03-31 06:00:00,NA,NA,-1.67,NA
1836-03-31 06:00:00,NA,NA,NA,",SKC NA"
1836-03-31 14:00:00,270,NA,NA,NA
1836-03-31 14:00:00,NA,NA,8.33,NA
1836-03-31 14:00:00,NA,NA,NA,",SKC NA"
1836-03-31 21:00:00,180,NA,NA,NA
1836-03-31 21:00:00,NA,NA,1.67,NA
1836-03-31 21:00:00,NA,NA,NA,",SKC NA"
1836-04-01,NA,0,NA,NA
1836-04-01,NA,NA,NA,NA
1836-04-01 06:00:00,0,NA,NA,NA
1836-04-01 06:00:00,NA,NA,0,NA
1836-04-01 06:00:00,NA,NA,NA,",SKC NA"
1836-04-01 14:00:00,0,NA,NA,NA
1836-04-01 14:00:00,NA,NA,12.78,NA
1836-04-01 14:00:00,NA,NA,NA,",SKC NA"
1836-04-01 21:00:00,0,NA,NA,NA
1836-04-01 21:00:00,NA,NA,2.22,NA
1836-04-01 21:00:00,NA,NA,NA,",SKC NA"
1836-04-02,NA,0,NA,NA
1836-04-02,NA,NA,NA,NA
1836-04-02 06:00:00,0,NA,NA,NA
1836-04-02 06:00:00,NA,NA,-3.33,NA
1836-04-02 06:00:00,NA,NA,NA,",SKC NA"
1836-04-02 14:00:00,0,NA,NA,NA
1836-04-02 14:00:00,NA,NA,12.78,NA
1836-04-02 14:00:00,NA,NA,NA,",SKC NA"
1836-04-02 21:00:00,225,NA,NA,NA
1836-04-02 21:00:00,NA,NA,4.44,NA
1836-04-02 21:00:00,NA,NA,NA,",BKN NA"
1836-04-03,NA,0,NA,NA
1836-04-03,NA,NA,NA,NA
1836-04-03 06:00:00,315,NA,NA,NA
1836-04-03 06:00:00,NA,NA,1.11,NA
1836-04-03 06:00:00,NA,NA,NA,",SKC NA"
1836-04-03 14:00:00,315,NA,NA,NA
1836-04-03 14:00:00,NA,NA,11.67,NA
1836-04-03 14:00:00,NA,NA,NA,",SKC NA"
1836-04-03 21:00:00,315,NA,NA,NA
1836-04-03 21:00:00,NA,NA,1.67,NA
1836-04-03 21:00:00,NA,NA,NA,",SKC NA"
1836-04-04,NA,0,NA,NA
1836-04-04,NA,NA,NA,NA
1836-04-04 06:00:00,0,NA,NA,NA
1836-04-04 06:00:00,NA,NA,1.67,NA
1836-04-04 06:00:00,NA,NA,NA,",SKC NA"
1836-04-04 14:00:00,0,NA,NA,NA
1836-04-04 14:00:00,NA,NA,7.22,NA
1836-04-04 14:00:00,NA,NA,NA,",SKC NA"
1836-04-04 21:00:00,0,NA,NA,NA
1836-04-04 21:00:00,NA,NA,-0.56,NA
1836-04-04 21:00:00,NA,NA,NA,",SKC NA"
1836-04-05,NA,0,NA,NA
1836-04-05,NA,NA,NA,NA
1836-04-05 06:00:00,0,NA,NA,NA
1836-04-05 06:00:00,NA,NA,-11.11,NA
1836-04-05 06:00:00,NA,NA,NA,",SKC NA"
1836-04-05 14:00:00,0,NA,NA,NA
1836-04-05 14:00:00,NA,NA,1.67,NA
1836-04-05 14:00:00,NA,NA,NA,",SKC NA"
1836-04-05 21:00:00,0,NA,NA,NA
1836-04-05 21:00:00,NA,NA,-5.56,NA
1836-04-05 21:00:00,NA,NA,NA,",SKC NA"
1836-04-06,NA,0,NA,NA
1836-04-06,NA,NA,NA,NA
1836-04-06 06:00:00,270,NA,NA,NA
1836-04-06 06:00:00,NA,NA,-6.11,NA
1836-04-06 06:00:00,NA,NA,NA,",BKN NA"
1836-04-06 14:00:00,270,NA,NA,NA
1836-04-06 14:00:00,NA,NA,5,NA
1836-04-06 14:00:00,NA,NA,NA,",BKN NA"
1836-04-06 21:00:00,270,NA,NA,NA
1836-04-06 21:00:00,NA,NA,-6.67,NA
1836-04-06 21:00:00,NA,NA,NA,",BKN NA"
1836-04-07,NA,0,NA,NA
1836-04-07,NA,NA,NA,NA
1836-04-07 06:00:00,315,NA,NA,NA
1836-04-07 06:00:00,NA,NA,-6.11,NA
1836-04-07 06:00:00,NA,NA,NA,",SKC NA"
1836-04-07 14:00:00,315,NA,NA,NA
1836-04-07 14:00:00,NA,NA,8.89,NA
1836-04-07 14:00:00,NA,NA,NA,",BKN NA"
1836-04-07 21:00:00,225,NA,NA,NA
1836-04-07 21:00:00,NA,NA,2.22,NA
1836-04-07 21:00:00,NA,NA,NA,",BKN NA"
1836-04-08,NA,0,NA,NA
1836-04-08,NA,NA,NA,NA
1836-04-08 06:00:00,270,NA,NA,NA
1836-04-08 06:00:00,NA,NA,-0.56,NA
1836-04-08 06:00:00,NA,NA,NA,",SKC NA"
1836-04-08 14:00:00,180,NA,NA,NA
1836-04-08 14:00:00,NA,NA,13.89,NA
1836-04-08 14:00:00,NA,NA,NA,NA
1836-04-08 21:00:00,180,NA,NA,NA
1836-04-08 21:00:00,NA,NA,8.89,NA
1836-04-08 21:00:00,NA,NA,NA,",BKN NA"
1836-04-09,NA,0,NA,NA
1836-04-09,NA,NA,NA,NA
1836-04-09 06:00:00,180,NA,NA,NA
1836-04-09 06:00:00,NA,NA,5,NA
1836-04-09 06:00:00,NA,NA,NA,",RA NA"
1836-04-09 14:00:00,180,NA,NA,NA
1836-04-09 14:00:00,NA,NA,8.33,NA
1836-04-09 14:00:00,NA,NA,NA,",BKN NA"
1836-04-09 21:00:00,0,NA,NA,NA
1836-04-09 21:00:00,NA,NA,-0.56,NA
1836-04-09 21:00:00,NA,NA,NA,",RA NA"
1836-04-10,NA,25.4,NA,NA
1836-04-10,NA,NA,NA,NA
1836-04-10 06:00:00,0,NA,NA,NA
1836-04-10 06:00:00,NA,NA,0,NA
1836-04-10 06:00:00,NA,NA,NA,",RA NA"
1836-04-10 14:00:00,0,NA,NA,NA
1836-04-10 14:00:00,NA,NA,-3.33,NA
1836-04-10 14:00:00,NA,NA,NA,",SN NA"
1836-04-10 21:00:00,0,NA,NA,NA
1836-04-10 21:00:00,NA,NA,-6.67,NA
1836-04-10 21:00:00,NA,NA,NA,",BKN NA"
1836-04-11,NA,0,NA,NA
1836-04-11,NA,NA,NA,NA
1836-04-11 06:00:00,0,NA,NA,NA
1836-04-11 06:00:00,NA,NA,-10,NA
1836-04-11 06:00:00,NA,NA,NA,",SKC NA"
1836-04-11 14:00:00,0,NA,NA,NA
1836-04-11 14:00:00,NA,NA,-3.33,NA
1836-04-11 14:00:00,NA,NA,NA,",BKN NA"
1836-04-11 21:00:00,0,NA,NA,NA
1836-04-11 21:00:00,NA,NA,-7.78,NA
1836-04-11 21:00:00,NA,NA,NA,",BKN NA"
1836-04-12,NA,0,NA,NA
1836-04-12,NA,NA,NA,NA
1836-04-12 06:00:00,0,NA,NA,NA
1836-04-12 06:00:00,NA,NA,-11.67,NA
1836-04-12 06:00:00,NA,NA,NA,",SKC NA"
1836-04-12 14:00:00,0,NA,NA,NA
1836-04-12 14:00:00,NA,NA,1.11,NA
1836-04-12 14:00:00,NA,NA,NA,",SKC NA"
1836-04-12 21:00:00,0,NA,NA,NA
1836-04-12 21:00:00,NA,NA,-5.56,NA
1836-04-12 21:00:00,NA,NA,NA,",SKC NA"
1836-04-13,NA,0,NA,NA
1836-04-13,NA,NA,NA,NA
1836-04-13 06:00:00,0,NA,NA,NA
1836-04-13 06:00:00,NA,NA,-9.44,NA
1836-04-13 06:00:00,NA,NA,NA,",SKC NA"
1836-04-13 14:00:00,0,NA,NA,NA
1836-04-13 14:00:00,NA,NA,4.44,NA
1836-04-13 14:00:00,NA,NA,NA,",BKN NA"
1836-04-13 21:00:00,0,NA,NA,NA
1836-04-13 21:00:00,NA,NA,-3.33,NA
1836-04-13 21:00:00,NA,NA,NA,",SN NA"
1836-04-14,NA,7.37,NA,NA
1836-04-14,NA,NA,NA,NA
1836-04-14 06:00:00,180,NA,NA,NA
1836-04-14 06:00:00,NA,NA,-2.22,NA
1836-04-14 06:00:00,NA,NA,NA,",BKN NA"
1836-04-14 14:00:00,180,NA,NA,NA
1836-04-14 14:00:00,NA,NA,6.11,NA
1836-04-14 14:00:00,NA,NA,NA,",BKN NA"
1836-04-14 21:00:00,0,NA,NA,NA
1836-04-14 21:00:00,NA,NA,0.56,NA
1836-04-14 21:00:00,NA,NA,NA,",BKN NA"
1836-04-15,NA,0,NA,NA
1836-04-15,NA,NA,NA,NA
1836-04-15 06:00:00,0,NA,NA,NA
1836-04-15 06:00:00,NA,NA,-1.67,NA
1836-04-15 06:00:00,NA,NA,NA,",BKN NA"
1836-04-15 14:00:00,0,NA,NA,NA
1836-04-15 14:00:00,NA,NA,11.11,NA
1836-04-15 14:00:00,NA,NA,NA,",RA NA"
1836-04-15 21:00:00,0,NA,NA,NA
1836-04-15 21:00:00,NA,NA,-1.67,NA
1836-04-15 21:00:00,NA,NA,NA,",SKC NA"
1836-04-16,NA,0,NA,NA
1836-04-16,NA,NA,NA,NA
1836-04-16 06:00:00,180,NA,NA,NA
1836-04-16 06:00:00,NA,NA,-2.22,NA
1836-04-16 06:00:00,NA,NA,NA,",SKC NA"
1836-04-16 14:00:00,180,NA,NA,NA
1836-04-16 14:00:00,NA,NA,10.56,NA
1836-04-16 14:00:00,NA,NA,NA,",SKC NA"
1836-04-16 21:00:00,180,NA,NA,NA
1836-04-16 21:00:00,NA,NA,2.78,NA
1836-04-16 21:00:00,NA,NA,NA,",SKC NA"
1836-04-17,NA,0,NA,NA
1836-04-17,NA,NA,NA,NA
1836-04-17 06:00:00,180,NA,NA,NA
1836-04-17 06:00:00,NA,NA,0,NA
1836-04-17 06:00:00,NA,NA,NA,",SKC NA"
1836-04-17 14:00:00,180,NA,NA,NA
1836-04-17 14:00:00,NA,NA,12.78,NA
1836-04-17 14:00:00,NA,NA,NA,",SKC NA"
1836-04-17 21:00:00,180,NA,NA,NA
1836-04-17 21:00:00,NA,NA,4.44,NA
1836-04-17 21:00:00,NA,NA,NA,",SKC NA"
1836-04-18,NA,0,NA,NA
1836-04-18,NA,NA,NA,NA
1836-04-18 06:00:00,180,NA,NA,NA
1836-04-18 06:00:00,NA,NA,5.56,NA
1836-04-18 06:00:00,NA,NA,NA,",BKN NA"
1836-04-18 14:00:00,180,NA,NA,NA
1836-04-18 14:00:00,NA,NA,13.33,NA
1836-04-18 14:00:00,NA,NA,NA,",BKN NA"
1836-04-18 21:00:00,180,NA,NA,NA
1836-04-18 21:00:00,NA,NA,4.44,NA
1836-04-18 21:00:00,NA,NA,NA,",RA NA"
1836-04-19,NA,7.37,NA,NA
1836-04-19,NA,NA,NA,NA
1836-04-19 06:00:00,225,NA,NA,NA
1836-04-19 06:00:00,NA,NA,3.33,NA
1836-04-19 06:00:00,NA,NA,NA,",BKN NA"
1836-04-19 14:00:00,270,NA,NA,NA
1836-04-19 14:00:00,NA,NA,9.44,NA
1836-04-19 14:00:00,NA,NA,NA,",RA NA"
1836-04-19 21:00:00,0,NA,NA,NA
1836-04-19 21:00:00,NA,NA,-1.11,NA
1836-04-19 21:00:00,NA,NA,NA,",SKC NA"
1836-04-20,NA,0,NA,NA
1836-04-20,NA,NA,NA,NA
1836-04-20 06:00:00,270,NA,NA,NA
1836-04-20 06:00:00,NA,NA,-1.67,NA
1836-04-20 06:00:00,NA,NA,NA,",SKC NA"
1836-04-20 14:00:00,180,NA,NA,NA
1836-04-20 14:00:00,NA,NA,18.33,NA
1836-04-20 14:00:00,NA,NA,NA,",SKC NA"
1836-04-20 21:00:00,180,NA,NA,NA
1836-04-20 21:00:00,NA,NA,9.44,NA
1836-04-20 21:00:00,NA,NA,NA,",SKC NA"
1836-04-21,NA,0,NA,NA
1836-04-21,NA,NA,NA,NA
1836-04-21 06:00:00,180,NA,NA,NA
1836-04-21 06:00:00,NA,NA,0,NA
1836-04-21 06:00:00,NA,NA,NA,",SKC NA"
1836-04-21 14:00:00,180,NA,NA,NA
1836-04-21 14:00:00,NA,NA,19.44,NA
1836-04-21 14:00:00,NA,NA,NA,",SKC NA"
1836-04-21 21:00:00,180,NA,NA,NA
1836-04-21 21:00:00,NA,NA,2.22,NA
1836-04-21 21:00:00,NA,NA,NA,",SKC NA"
1836-04-22,NA,0,NA,NA
1836-04-22,NA,NA,NA,NA
1836-04-22 06:00:00,270,NA,NA,NA
1836-04-22 06:00:00,NA,NA,-2.78,NA
1836-04-22 06:00:00,NA,NA,NA,",SN NA"
1836-04-22 14:00:00,0,NA,NA,NA
1836-04-22 14:00:00,NA,NA,2.22,NA
1836-04-22 14:00:00,NA,NA,NA,",SQ NA"
1836-04-22 21:00:00,0,NA,NA,NA
1836-04-22 21:00:00,NA,NA,-2.78,NA
1836-04-22 21:00:00,NA,NA,NA,",SKC NA"
1836-04-23,NA,0,NA,NA
1836-04-23,NA,NA,NA,NA
1836-04-23 06:00:00,225,NA,NA,NA
1836-04-23 06:00:00,NA,NA,-4.44,NA
1836-04-23 06:00:00,NA,NA,NA,",SKC NA"
1836-04-23 14:00:00,180,NA,NA,NA
1836-04-23 14:00:00,NA,NA,1.11,NA
1836-04-23 14:00:00,NA,NA,NA,",BKN NA"
1836-04-23 21:00:00,180,NA,NA,NA
1836-04-23 21:00:00,NA,NA,2.78,NA
1836-04-23 21:00:00,NA,NA,NA,",SKC NA"
1836-04-24,NA,0,NA,NA
1836-04-24,NA,NA,NA,NA
1836-04-24 06:00:00,270,NA,NA,NA
1836-04-24 06:00:00,NA,NA,-1.11,NA
1836-04-24 06:00:00,NA,NA,NA,",BKN NA"
1836-04-24 14:00:00,270,NA,NA,NA
1836-04-24 14:00:00,NA,NA,1.67,NA
1836-04-24 14:00:00,NA,NA,NA,",BKN NA"
1836-04-24 21:00:00,0,NA,NA,NA
1836-04-24 21:00:00,NA,NA,-2.78,NA
1836-04-24 21:00:00,NA,NA,NA,",SKC NA"
1836-04-25,NA,0,NA,NA
1836-04-25,NA,NA,NA,NA
1836-04-25 06:00:00,0,NA,NA,NA
1836-04-25 06:00:00,NA,NA,-11.67,NA
1836-04-25 06:00:00,NA,NA,NA,",BKN NA"
1836-04-25 14:00:00,0,NA,NA,NA
1836-04-25 14:00:00,NA,NA,6.67,NA
1836-04-25 14:00:00,NA,NA,NA,",BKN NA"
1836-04-25 21:00:00,180,NA,NA,NA
1836-04-25 21:00:00,NA,NA,1.11,NA
1836-04-25 21:00:00,NA,NA,NA,",BKN NA"
1836-04-26,NA,0,NA,NA
1836-04-26,NA,NA,NA,NA
1836-04-26 06:00:00,180,NA,NA,NA
1836-04-26 06:00:00,NA,NA,2.78,NA
1836-04-26 06:00:00,NA,NA,NA,",RA NA"
1836-04-26 14:00:00,180,NA,NA,NA
1836-04-26 14:00:00,NA,NA,10,NA
1836-04-26 14:00:00,NA,NA,NA,",BKN NA"
1836-04-26 21:00:00,180,NA,NA,NA
1836-04-26 21:00:00,NA,NA,4.44,NA
1836-04-26 21:00:00,NA,NA,NA,",SKC NA"
1836-04-27,NA,8.64,NA,NA
1836-04-27,NA,NA,NA,NA
1836-04-27 06:00:00,0,NA,NA,NA
1836-04-27 06:00:00,NA,NA,1.11,NA
1836-04-27 06:00:00,NA,NA,NA,",BKN NA"
1836-04-27 14:00:00,315,NA,NA,NA
1836-04-27 14:00:00,NA,NA,10.56,NA
1836-04-27 14:00:00,NA,NA,NA,",BKN NA"
1836-04-27 21:00:00,270,NA,NA,NA
1836-04-27 21:00:00,NA,NA,0,NA
1836-04-27 21:00:00,NA,NA,NA,",SKC NA"
1836-04-28,NA,0,NA,NA
1836-04-28,NA,NA,NA,NA
1836-04-28 06:00:00,270,NA,NA,NA
1836-04-28 06:00:00,NA,NA,-3.33,NA
1836-04-28 06:00:00,NA,NA,NA,",SKC NA"
1836-04-28 14:00:00,270,NA,NA,NA
1836-04-28 14:00:00,NA,NA,12.22,NA
1836-04-28 14:00:00,NA,NA,NA,",SKC NA"
1836-04-28 21:00:00,270,NA,NA,NA
1836-04-28 21:00:00,NA,NA,1.67,NA
1836-04-28 21:00:00,NA,NA,NA,",SKC NA"
1836-04-29,NA,13.46,NA,NA
1836-04-29,NA,NA,NA,NA
1836-04-29 06:00:00,270,NA,NA,NA
1836-04-29 06:00:00,NA,NA,0.56,NA
1836-04-29 06:00:00,NA,NA,NA,",BKN NA"
1836-04-29 14:00:00,225,NA,NA,NA
1836-04-29 14:00:00,NA,NA,4.44,NA
1836-04-29 14:00:00,NA,NA,NA,",RA NA"
1836-04-29 21:00:00,225,NA,NA,NA
1836-04-29 21:00:00,NA,NA,3.89,NA
1836-04-29 21:00:00,NA,NA,NA,",RA NA"
1836-04-30,NA,0,NA,NA
1836-04-30,NA,NA,NA,NA
1836-04-30 06:00:00,225,NA,NA,NA
1836-04-30 06:00:00,NA,NA,3.89,NA
1836-04-30 06:00:00,NA,NA,NA,",BKN NA"
1836-04-30 14:00:00,225,NA,NA,NA
1836-04-30 14:00:00,NA,NA,14.44,NA
1836-04-30 14:00:00,NA,NA,NA,",SKC NA"
1836-04-30 21:00:00,180,NA,NA,NA
1836-04-30 21:00:00,NA,NA,5.56,NA
1836-04-30 21:00:00,NA,NA,NA,",SKC NA"
1836-05-01,NA,0,NA,NA
1836-05-01,NA,NA,NA,NA
1836-05-01 06:00:00,180,NA,NA,NA
1836-05-01 06:00:00,NA,NA,3.33,NA
1836-05-01 06:00:00,NA,NA,NA,",SKC NA"
1836-05-01 14:00:00,225,NA,NA,NA
1836-05-01 14:00:00,NA,NA,19.44,NA
1836-05-01 14:00:00,NA,NA,NA,",SKC NA"
1836-05-01 21:00:00,180,NA,NA,NA
1836-05-01 21:00:00,NA,NA,8.89,NA
1836-05-01 21:00:00,NA,NA,NA,",SKC NA"
1836-05-02,NA,0,NA,NA
1836-05-02,NA,NA,NA,NA
1836-05-02 06:00:00,270,NA,NA,NA
1836-05-02 06:00:00,NA,NA,4.44,NA
1836-05-02 06:00:00,NA,NA,NA,",SKC NA"
1836-05-02 14:00:00,270,NA,NA,NA
1836-05-02 14:00:00,NA,NA,16.11,NA
1836-05-02 14:00:00,NA,NA,NA,",RA NA"
1836-05-02 21:00:00,270,NA,NA,NA
1836-05-02 21:00:00,NA,NA,12.22,NA
1836-05-02 21:00:00,NA,NA,NA,",RA NA"
1836-05-03,NA,0,NA,NA
1836-05-03,NA,NA,NA,NA
1836-05-03 06:00:00,270,NA,NA,NA
1836-05-03 06:00:00,NA,NA,7.78,NA
1836-05-03 06:00:00,NA,NA,NA,",BKN NA"
1836-05-03 14:00:00,270,NA,NA,NA
1836-05-03 14:00:00,NA,NA,16.67,NA
1836-05-03 14:00:00,NA,NA,NA,",BKN NA"
1836-05-03 21:00:00,315,NA,NA,NA
