"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"MooseFactory","51.24","-80.76","9","America/Toronto","5","71836","6075425"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ptb","pte","sd","ta","ta_mean","tb","Tn","w","ww"
1862-03-20 21:00:00,NA,NA,1026.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-21,NA,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,NA,NA,NA,NA
1862-03-21 07:00:00,10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 07:00:00,NA,NA,1022.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,-5.56,NA,NA,NA,NA,NA
1862-03-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-21 14:00:00,19.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 14:00:00,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 14:00:00,NA,NA,1019.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,NA,NA
1862-03-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-21 21:00:00,19.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 21:00:00,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 21:00:00,NA,NA,1015.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-22,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow | sleet"
1862-03-22,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,NA
1862-03-22 07:00:00,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 07:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1862-03-22 14:00:00,22.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 14:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1862-03-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RN +SN +IP NA"
1862-03-22 21:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 21:00:00,NA,NA,1007.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA
1862-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA
1862-03-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1862-03-23,NA,NA,NA,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1862-03-23,NA,NA,NA,NA,NA,NA,NA,NA,-13.15,NA,NA,NA,NA
1862-03-23 07:00:00,10.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 07:00:00,NA,NA,1012.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1862-03-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1862-03-23 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 14:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 14:00:00,NA,NA,1016.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-23 21:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 21:00:00,NA,NA,1018.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,-17.22,NA,NA,NA,NA,NA
1862-03-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24,NA,NA,NA,NA,NA,NA,NA,NA,-18.38,NA,NA,NA,NA
1862-03-24 07:00:00,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 07:00:00,NA,NA,1017.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,-23.89,NA,NA,NA,NA,NA
1862-03-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-24 14:00:00,18.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 14:00:00,NA,NA,1018.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA,NA,NA,NA
1862-03-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-24 21:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 21:00:00,NA,NA,1017.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-25,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25,NA,NA,NA,NA,NA,NA,NA,NA,-16.86,NA,NA,NA,NA
1862-03-25 07:00:00,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 07:00:00,NA,NA,1014.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,-26.11,NA,NA,NA,NA,NA
1862-03-25 14:00:00,19.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 14:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 14:00:00,NA,NA,1015.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA,NA,NA
1862-03-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-25 21:00:00,17.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 21:00:00,NA,NA,1014.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA,NA,NA,NA
1862-03-26,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26,NA,NA,NA,NA,NA,NA,NA,NA,-7.5,NA,NA,NA,NA
1862-03-26 07:00:00,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 07:00:00,NA,NA,1014.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 14:00:00,18.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 14:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 14:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1862-03-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-26 21:00:00,19.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 21:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1862-03-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1862-03-27,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27,NA,NA,NA,NA,NA,NA,NA,NA,-11.81,NA,NA,NA,NA
1862-03-27 07:00:00,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 07:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 07:00:00,NA,NA,1015.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA,NA,NA,NA
1862-03-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-27 14:00:00,20.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 14:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 14:00:00,NA,NA,1018.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA,NA,NA
1862-03-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-27 21:00:00,21.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 21:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 21:00:00,NA,NA,1024.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-28,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28,NA,NA,NA,NA,NA,NA,NA,NA,-13.11,NA,NA,NA,NA
1862-03-28 07:00:00,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 07:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 07:00:00,NA,NA,1022.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-28 14:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 14:00:00,NA,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 14:00:00,NA,NA,1027.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA,NA,NA,NA
1862-03-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-28 21:00:00,16.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 21:00:00,NA,NA,1027.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,-16.11,NA,NA,NA,NA,NA
1862-03-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-29,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29,NA,NA,NA,NA,NA,NA,NA,NA,-12.36,NA,NA,NA,NA
1862-03-29 07:00:00,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 07:00:00,NA,NA,1027.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-29 14:00:00,19.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 14:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 14:00:00,NA,NA,1026.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1862-03-29 21:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 21:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 21:00:00,NA,NA,1023.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1862-03-30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,NA,NA,NA,NA
1862-03-30 07:00:00,6.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 07:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 07:00:00,NA,NA,1017.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-30 14:00:00,21.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 14:00:00,NA,157.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 14:00:00,NA,NA,1013.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1862-03-30 21:00:00,20.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 21:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 21:00:00,NA,NA,1011.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1862-03-31,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31,NA,NA,NA,NA,NA,NA,NA,NA,-6.76,NA,NA,NA,NA
1862-03-31 07:00:00,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 07:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 07:00:00,NA,NA,1010.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,NA,NA
1862-03-31 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1862-03-31 14:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 14:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 14:00:00,NA,NA,1018.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1862-03-31 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1862-03-31 21:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862-03-31 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
