"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"CoalHarbour","49.3","-123.1","18","America/Vancouver","8","71201","1108446"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","dd","ta","w"
1884-02-06 13:00:00,NA,3.3,NA
1884-02-06 14:00:00,NA,2.8,NA
1884-02-06 15:00:00,NA,2.2,NA
1884-02-06 16:00:00,NA,0.6,NA
1884-02-06 17:00:00,NA,-1.7,NA
1884-02-06 18:00:00,NA,-2.2,NA
1884-02-06 19:00:00,NA,-2.8,NA
1884-02-07,NA,NA,NA
1884-02-07 06:00:00,NA,-8.9,NA
1884-02-07 07:00:00,NA,-8.3,NA
1884-02-07 08:00:00,NA,-6.1,NA
1884-02-07 09:00:00,NA,1.1,NA
1884-02-07 10:00:00,NA,2.8,NA
1884-02-07 11:00:00,NA,1.7,NA
1884-02-07 12:00:00,NA,2.2,NA
1884-02-07 13:00:00,NA,2.8,NA
1884-02-07 14:00:00,NA,2.8,NA
1884-02-07 15:00:00,NA,2.2,NA
1884-02-07 16:00:00,NA,1.7,NA
1884-02-07 17:00:00,NA,1.1,NA
1884-02-07 18:00:00,NA,0.6,NA
1884-02-07 19:00:00,NA,-0.6,NA
1884-02-08,NA,NA,NA
1884-02-08 06:00:00,NA,-1.7,NA
1884-02-08 07:00:00,NA,-1.1,NA
1884-02-08 08:00:00,NA,1.1,NA
1884-02-08 09:00:00,NA,3.3,NA
1884-02-08 10:00:00,NA,4.4,NA
1884-02-08 11:00:00,NA,4.4,NA
1884-02-08 12:00:00,NA,3.9,NA
1884-02-08 13:00:00,NA,3.3,NA
1884-02-08 14:00:00,NA,2.2,NA
1884-02-08 15:00:00,NA,1.1,NA
1884-02-08 16:00:00,NA,0.6,NA
1884-02-08 17:00:00,NA,-0.6,NA
1884-02-08 18:00:00,NA,-2.2,NA
1884-02-08 19:00:00,NA,-2.8,NA
1884-02-09,NA,NA,NA
1884-02-09 06:00:00,NA,-7.2,NA
1884-02-09 07:00:00,NA,-6.1,NA
1884-02-09 08:00:00,NA,-3.9,NA
1884-02-09 09:00:00,NA,2.8,NA
1884-02-09 10:00:00,NA,1.7,NA
1884-02-09 11:00:00,NA,1.1,NA
1884-02-09 12:00:00,NA,0,NA
1884-02-09 13:00:00,NA,-0.6,NA
1884-02-09 14:00:00,NA,-1.1,NA
1884-02-09 15:00:00,NA,-1.7,NA
1884-02-09 16:00:00,NA,-1.7,NA
1884-02-09 17:00:00,NA,-3.9,NA
1884-02-09 18:00:00,NA,-4.4,NA
1884-02-09 19:00:00,NA,-5,NA
1884-02-10,NA,NA,NA
1884-02-10 06:00:00,NA,-12.2,NA
1884-02-10 07:00:00,NA,-11.1,NA
1884-02-10 08:00:00,NA,-7.8,NA
1884-02-10 09:00:00,NA,0,NA
1884-02-10 10:00:00,NA,0.6,NA
1884-02-10 11:00:00,NA,-1.1,NA
1884-02-10 12:00:00,NA,-2.2,NA
1884-02-10 13:00:00,NA,-2.8,NA
1884-02-10 14:00:00,NA,-2.8,NA
1884-02-10 15:00:00,NA,-2.8,NA
1884-02-10 16:00:00,NA,-4.4,NA
1884-02-10 17:00:00,NA,-5.6,NA
1884-02-10 18:00:00,NA,-7.2,NA
1884-02-10 19:00:00,NA,-7.8,NA
1884-02-11,NA,NA,NA
1884-02-11 06:00:00,NA,-12.8,NA
1884-02-11 07:00:00,NA,-12.2,NA
1884-02-11 08:00:00,NA,-8.9,NA
1884-02-11 09:00:00,NA,-1.7,NA
1884-02-11 10:00:00,NA,2.8,NA
1884-02-11 11:00:00,NA,2.8,NA
1884-02-11 12:00:00,NA,0,NA
1884-02-11 13:00:00,NA,0,NA
1884-02-11 14:00:00,NA,1.1,NA
1884-02-11 15:00:00,NA,1.1,NA
1884-02-11 16:00:00,NA,-1.1,NA
1884-02-11 17:00:00,NA,-3.3,NA
1884-02-11 18:00:00,NA,-3.9,NA
1884-02-11 19:00:00,NA,-5,NA
1884-02-12,NA,NA,NA
1884-02-12 06:00:00,NA,-11.1,NA
1884-02-12 07:00:00,NA,-10.6,NA
1884-02-12 08:00:00,NA,-7.8,NA
1884-02-12 09:00:00,NA,-1.1,NA
1884-02-12 10:00:00,NA,3.9,NA
1884-02-12 11:00:00,NA,3.9,NA
1884-02-12 12:00:00,NA,1.7,NA
1884-02-12 13:00:00,NA,2.2,NA
1884-02-12 14:00:00,NA,2.8,NA
1884-02-12 15:00:00,NA,1.7,NA
1884-02-12 16:00:00,NA,0,NA
1884-02-12 17:00:00,NA,-2.2,NA
1884-02-12 18:00:00,NA,-2.8,NA
1884-02-12 19:00:00,NA,-3.3,NA
1884-02-13,NA,NA,NA
1884-02-13 06:00:00,NA,-3.3,NA
1884-02-13 07:00:00,NA,-2.8,NA
1884-02-13 08:00:00,NA,-2.2,NA
1884-02-13 09:00:00,NA,-1.7,NA
1884-02-13 10:00:00,NA,0,NA
1884-02-13 11:00:00,NA,2.2,NA
1884-02-13 12:00:00,NA,2.2,NA
1884-02-13 13:00:00,NA,2.8,NA
1884-02-13 14:00:00,NA,2.2,NA
1884-02-13 15:00:00,NA,2.8,NA
1884-02-13 16:00:00,NA,2.2,NA
1884-02-13 17:00:00,NA,1.7,NA
1884-02-13 18:00:00,NA,0.6,NA
1884-02-13 19:00:00,NA,0,NA
1884-02-14,NA,NA,NA
1884-02-14 06:00:00,NA,-1.7,NA
1884-02-14 07:00:00,NA,-1.7,NA
1884-02-14 08:00:00,NA,0,NA
1884-02-14 09:00:00,NA,2.8,NA
1884-02-14 10:00:00,NA,6.1,NA
1884-02-14 11:00:00,NA,7.8,NA
1884-02-14 12:00:00,NA,8.9,NA
1884-02-14 13:00:00,NA,7.2,NA
1884-02-14 14:00:00,NA,3.3,NA
1884-02-14 15:00:00,NA,2.8,NA
1884-02-14 16:00:00,NA,1.7,NA
1884-02-14 17:00:00,NA,1.1,NA
1884-02-14 18:00:00,NA,1.1,NA
1884-02-14 19:00:00,NA,0,NA
1884-02-15,NA,NA,NA
1884-02-15 06:00:00,NA,-5.6,NA
1884-02-15 07:00:00,NA,-5.6,NA
1884-02-15 08:00:00,NA,-0.6,NA
1884-02-15 09:00:00,NA,1.1,NA
1884-02-15 10:00:00,NA,3.3,NA
1884-02-15 11:00:00,NA,4.4,NA
1884-02-15 12:00:00,NA,2.2,NA
1884-02-15 13:00:00,NA,2.2,NA
1884-02-15 14:00:00,NA,0.6,NA
1884-02-15 15:00:00,NA,0,NA
1884-02-15 16:00:00,NA,-1.1,NA
1884-02-15 17:00:00,NA,-2.8,NA
1884-02-15 18:00:00,NA,-3.3,NA
1884-02-15 19:00:00,NA,-4.4,NA
1884-02-16,NA,NA,NA
1884-02-16 06:00:00,NA,-10.6,NA
1884-02-16 07:00:00,NA,-10.6,NA
1884-02-16 08:00:00,NA,-4.4,NA
1884-02-16 09:00:00,NA,-3.9,NA
1884-02-16 10:00:00,NA,-3.3,NA
1884-02-16 11:00:00,NA,-1.7,NA
1884-02-16 12:00:00,NA,-1.7,NA
1884-02-16 13:00:00,NA,-1.1,NA
1884-02-16 14:00:00,NA,-1.1,NA
1884-02-16 15:00:00,NA,-2.8,NA
1884-02-16 16:00:00,NA,-5,NA
1884-02-16 17:00:00,NA,-6.7,NA
1884-02-16 18:00:00,NA,-8.3,NA
1884-02-16 19:00:00,NA,-9.4,NA
1884-02-17,NA,NA,NA
1884-02-17 06:00:00,NA,-9.4,NA
1884-02-17 07:00:00,NA,-8.9,NA
1884-02-17 08:00:00,NA,-8.9,NA
1884-02-17 09:00:00,NA,-4.4,NA
1884-02-17 10:00:00,NA,-3.3,NA
1884-02-17 11:00:00,NA,-2.2,NA
1884-02-17 12:00:00,NA,-4.4,NA
1884-02-17 13:00:00,NA,-5.6,NA
1884-02-17 14:00:00,NA,-6.7,NA
1884-02-17 15:00:00,NA,-7.2,NA
1884-02-17 16:00:00,NA,-8.3,NA
1884-02-17 17:00:00,NA,-9.4,NA
1884-02-17 18:00:00,NA,-9.4,NA
1884-02-17 19:00:00,NA,-8.9,NA
1884-02-18,NA,NA,NA
1884-02-18 06:00:00,NA,-13.3,NA
1884-02-18 07:00:00,NA,-13.3,NA
1884-02-18 08:00:00,NA,-5,NA
1884-02-18 09:00:00,NA,0.6,NA
1884-02-18 10:00:00,NA,1.1,NA
1884-02-18 11:00:00,NA,-0.6,NA
1884-02-18 12:00:00,NA,-2.2,NA
1884-02-18 13:00:00,NA,-1.1,NA
1884-02-18 14:00:00,NA,-2.2,NA
1884-02-18 15:00:00,NA,-3.3,NA
1884-02-18 16:00:00,NA,-4.4,NA
1884-02-18 17:00:00,NA,-6.7,NA
1884-02-18 18:00:00,NA,-7.8,NA
1884-02-18 19:00:00,NA,-8.9,NA
1884-02-19,NA,NA,NA
1884-02-19 06:00:00,NA,-9.4,NA
1884-02-19 07:00:00,NA,-8.9,NA
1884-02-19 08:00:00,NA,-7.2,NA
1884-02-19 09:00:00,NA,-3.9,NA
1884-02-19 10:00:00,NA,-2.2,NA
1884-02-19 11:00:00,NA,-2.2,NA
1884-02-19 12:00:00,NA,-1.1,NA
1884-02-19 13:00:00,NA,-1.1,NA
1884-02-19 14:00:00,NA,-1.1,NA
1884-02-19 15:00:00,NA,-1.7,NA
1884-02-19 16:00:00,NA,-2.2,NA
1884-02-19 17:00:00,NA,-4.4,NA
1884-02-19 18:00:00,NA,-5.6,NA
1884-02-19 19:00:00,NA,-7.2,NA
1884-02-20,NA,NA,NA
1884-02-20 06:00:00,NA,-10,NA
1884-02-20 07:00:00,NA,-9.4,NA
1884-02-20 08:00:00,NA,-7.8,NA
1884-02-20 09:00:00,NA,-5.6,NA
1884-02-20 10:00:00,NA,-4.4,NA
1884-02-20 11:00:00,NA,-2.2,NA
1884-02-20 12:00:00,NA,-1.1,NA
1884-02-20 13:00:00,NA,0,NA
1884-02-20 14:00:00,NA,-1.1,NA
1884-02-20 15:00:00,NA,-1.7,NA
1884-02-20 16:00:00,NA,-2.2,NA
1884-02-20 17:00:00,NA,-2.2,NA
1884-02-20 18:00:00,NA,-2.2,NA
1884-02-20 19:00:00,NA,-2.8,NA
1884-02-21,NA,NA,NA
1884-02-21 06:00:00,NA,-5.6,NA
1884-02-21 07:00:00,NA,-4.4,NA
1884-02-21 08:00:00,NA,-2.2,NA
1884-02-21 09:00:00,NA,4.4,NA
1884-02-21 10:00:00,NA,3.9,NA
1884-02-21 11:00:00,NA,4.4,NA
1884-02-21 12:00:00,NA,5,NA
1884-02-21 13:00:00,NA,4.4,NA
1884-02-21 14:00:00,NA,2.8,NA
1884-02-21 15:00:00,NA,2.2,NA
1884-02-21 16:00:00,NA,1.7,NA
1884-02-21 17:00:00,NA,1.7,NA
1884-02-21 18:00:00,NA,1.7,NA
1884-02-21 19:00:00,NA,1.7,NA
1884-02-22,NA,NA,NA
1884-02-22 06:00:00,NA,2.2,NA
1884-02-22 07:00:00,NA,2.8,NA
1884-02-22 08:00:00,NA,2.8,NA
1884-02-22 09:00:00,NA,4.4,NA
1884-02-22 10:00:00,NA,6.7,NA
1884-02-22 11:00:00,NA,6.7,NA
1884-02-22 12:00:00,NA,6.1,NA
1884-02-22 13:00:00,NA,5.6,NA
1884-02-22 14:00:00,NA,6.7,NA
1884-02-22 15:00:00,NA,6.7,NA
1884-02-22 16:00:00,NA,6.1,NA
1884-02-22 17:00:00,NA,4.4,NA
1884-02-22 18:00:00,NA,4.4,NA
1884-02-22 19:00:00,NA,3.3,NA
1884-02-23,NA,NA,NA
1884-02-23 06:00:00,NA,5,NA
1884-02-23 07:00:00,NA,5.6,NA
1884-02-23 08:00:00,NA,-999.9,NA
1884-02-23 09:00:00,NA,-999.9,NA
1884-02-23 10:00:00,NA,-999.9,NA
1884-02-23 11:00:00,NA,-999.9,NA
1884-02-23 12:00:00,NA,-999.9,NA
1884-02-23 13:00:00,NA,-999.9,NA
1884-02-23 14:00:00,NA,-999.9,NA
1884-02-23 15:00:00,NA,-999.9,NA
1884-02-23 16:00:00,NA,-999.9,NA
1884-02-23 17:00:00,NA,-999.9,NA
1884-02-23 18:00:00,NA,6.7,NA
1884-02-23 19:00:00,NA,6.7,NA
1884-02-24,NA,NA,NA
1884-02-24 06:00:00,NA,-999.9,NA
1884-02-24 07:00:00,NA,-999.9,NA
1884-02-24 08:00:00,NA,2.2,NA
1884-02-24 09:00:00,NA,5.6,NA
1884-02-24 10:00:00,NA,7.8,NA
1884-02-24 11:00:00,NA,7.8,NA
1884-02-24 12:00:00,NA,7.8,NA
1884-02-24 13:00:00,NA,7.8,NA
1884-02-24 14:00:00,NA,6.7,NA
1884-02-24 15:00:00,NA,6.1,NA
1884-02-24 16:00:00,NA,4.4,NA
1884-02-24 17:00:00,NA,3.9,NA
1884-02-24 18:00:00,NA,3.9,NA
1884-02-24 19:00:00,NA,3.3,NA
1884-02-25,NA,NA,NA
1884-02-25 06:00:00,NA,2.8,NA
1884-02-25 07:00:00,NA,2.8,NA
1884-02-25 08:00:00,NA,5.6,NA
1884-02-25 09:00:00,NA,10,NA
1884-02-25 10:00:00,NA,10,NA
1884-02-25 11:00:00,NA,9.4,NA
1884-02-25 12:00:00,NA,9.4,NA
1884-02-25 13:00:00,NA,10,NA
1884-02-25 14:00:00,NA,8.9,NA
1884-02-25 15:00:00,NA,8.3,NA
1884-02-25 16:00:00,NA,7.2,NA
1884-02-25 17:00:00,NA,5,NA
1884-02-25 18:00:00,NA,3.9,NA
1884-02-25 19:00:00,NA,2.8,NA
1884-02-26,NA,NA,NA
1884-02-26 06:00:00,NA,-1.1,NA
1884-02-26 07:00:00,NA,0,NA
1884-02-26 08:00:00,NA,6.1,NA
1884-02-26 09:00:00,NA,7.2,NA
1884-02-26 10:00:00,NA,7.8,NA
1884-02-26 11:00:00,NA,8.3,NA
1884-02-26 12:00:00,NA,8.3,NA
1884-02-26 13:00:00,NA,8.3,NA
1884-02-26 14:00:00,NA,8.9,NA
1884-02-26 15:00:00,NA,9.4,NA
1884-02-26 16:00:00,NA,6.1,NA
1884-02-26 17:00:00,NA,5,NA
1884-02-26 18:00:00,NA,3.9,NA
1884-02-26 19:00:00,NA,2.8,NA
1884-02-27,NA,NA,NA
1884-02-27 06:00:00,NA,-1.1,NA
1884-02-27 07:00:00,NA,-0.6,NA
1884-02-27 08:00:00,NA,4.4,NA
1884-02-27 09:00:00,NA,6.7,NA
1884-02-27 10:00:00,NA,9.4,NA
1884-02-27 11:00:00,NA,9.4,NA
1884-02-27 12:00:00,NA,9.4,NA
1884-02-27 13:00:00,NA,9.4,NA
1884-02-27 14:00:00,NA,8.9,NA
1884-02-27 15:00:00,NA,8.9,NA
1884-02-27 16:00:00,NA,7.2,NA
1884-02-27 17:00:00,NA,5.6,NA
1884-02-27 18:00:00,NA,3.9,NA
1884-02-27 19:00:00,NA,2.8,NA
1884-02-28,NA,NA,NA
1884-02-28 06:00:00,NA,-1.1,NA
1884-02-28 07:00:00,NA,0,NA
1884-02-28 08:00:00,NA,3.3,NA
1884-02-28 09:00:00,NA,6.1,NA
1884-02-28 10:00:00,NA,7.8,NA
1884-02-28 11:00:00,NA,10,NA
1884-02-28 12:00:00,NA,11.1,NA
1884-02-28 13:00:00,NA,10,NA
1884-02-28 14:00:00,NA,9.4,NA
1884-02-28 15:00:00,NA,8.9,NA
1884-02-28 16:00:00,NA,7.2,NA
1884-02-28 17:00:00,NA,5.6,NA
1884-02-28 18:00:00,NA,4.4,NA
1884-02-28 19:00:00,NA,3.3,NA
1884-02-29,NA,NA,NA
1884-02-29 06:00:00,NA,-1.1,NA
1884-02-29 07:00:00,NA,1.1,NA
1884-02-29 08:00:00,NA,7.8,NA
1884-02-29 09:00:00,NA,9.4,NA
1884-02-29 10:00:00,NA,11.7,NA
1884-02-29 11:00:00,NA,10.6,NA
1884-02-29 12:00:00,NA,9.4,NA
1884-02-29 13:00:00,NA,10,NA
1884-02-29 14:00:00,NA,9.4,NA
1884-02-29 15:00:00,NA,8.9,NA
1884-02-29 16:00:00,NA,6.7,NA
1884-02-29 17:00:00,NA,5,NA
1884-02-29 18:00:00,NA,4.4,NA
1884-02-29 19:00:00,NA,2.8,NA
1884-05-01 06:00:00,NA,8.9,NA
1884-05-01 12:00:00,NA,18.9,NA
1884-05-01 12:00:00,NA,NA,NA
1884-05-01 18:00:00,NA,13.3,NA
1884-05-02 06:00:00,NA,7.8,NA
1884-05-02 12:00:00,NA,12.2,NA
1884-05-02 12:00:00,NA,NA,NA
1884-05-02 18:00:00,NA,7.8,NA
1884-05-03 06:00:00,NA,6.7,NA
1884-05-03 12:00:00,NA,10,NA
1884-05-03 12:00:00,NA,NA,NA
1884-05-03 18:00:00,NA,8.9,NA
1884-05-04 06:00:00,NA,5.6,NA
1884-05-04 12:00:00,NA,5.6,NA
1884-05-04 12:00:00,NA,NA,NA
1884-05-04 18:00:00,NA,7.8,NA
1884-05-05 06:00:00,NA,5.6,NA
1884-05-05 12:00:00,NA,7.8,NA
1884-05-05 12:00:00,NA,NA,NA
1884-05-05 18:00:00,NA,5.6,NA
1884-05-06 06:00:00,NA,4.4,NA
1884-05-06 12:00:00,NA,10,NA
1884-05-06 12:00:00,NA,NA,NA
1884-05-06 18:00:00,NA,8.9,NA
1884-05-07 06:00:00,NA,4.4,NA
1884-05-07 12:00:00,NA,10,NA
1884-05-07 12:00:00,NA,NA,NA
1884-05-07 18:00:00,NA,10,NA
1884-05-08 06:00:00,NA,7.8,NA
1884-05-08 12:00:00,NA,15.6,NA
1884-05-08 12:00:00,NA,NA,NA
1884-05-08 18:00:00,NA,11.1,NA
1884-05-09 06:00:00,NA,7.8,NA
1884-05-09 12:00:00,NA,18.9,NA
1884-05-09 12:00:00,NA,NA,NA
1884-05-09 18:00:00,NA,12.2,NA
1884-05-10 06:00:00,NA,11.1,NA
1884-05-10 12:00:00,NA,18.9,NA
1884-05-10 12:00:00,NA,NA,NA
1884-05-10 18:00:00,NA,13.3,NA
1884-05-11 06:00:00,NA,5.6,NA
1884-05-11 12:00:00,NA,18.9,NA
1884-05-11 12:00:00,NA,NA,NA
1884-05-11 18:00:00,NA,16.7,NA
1884-05-12 06:00:00,NA,13.3,NA
1884-05-12 12:00:00,NA,25.6,NA
1884-05-12 12:00:00,NA,NA,NA
1884-05-12 18:00:00,NA,18.9,NA
1884-05-13 06:00:00,NA,13.3,NA
1884-05-13 12:00:00,NA,26.7,NA
1884-05-13 12:00:00,NA,NA,NA
1884-05-13 18:00:00,NA,16.7,NA
1884-05-14 06:00:00,NA,8.9,NA
1884-05-14 12:00:00,NA,22.2,NA
1884-05-14 12:00:00,NA,NA,NA
1884-05-14 18:00:00,NA,15.6,NA
1884-05-15 06:00:00,NA,9.4,NA
1884-05-15 12:00:00,NA,17.8,NA
1884-05-15 12:00:00,NA,NA,NA
1884-05-15 18:00:00,NA,14.4,NA
1884-05-16 06:00:00,NA,10,NA
1884-05-16 12:00:00,NA,16.7,NA
1884-05-16 12:00:00,NA,NA,NA
1884-05-16 18:00:00,NA,12.2,NA
1884-05-17 06:00:00,NA,17.8,NA
1884-05-17 12:00:00,NA,24.4,NA
1884-05-17 12:00:00,NA,NA,NA
1884-05-17 18:00:00,NA,15.6,NA
1884-05-18 06:00:00,NA,18.9,NA
1884-05-18 12:00:00,NA,23.9,NA
1884-05-18 12:00:00,NA,NA,NA
1884-05-18 18:00:00,NA,15.6,NA
1884-05-19 06:00:00,NA,16.7,NA
1884-05-19 12:00:00,NA,20,NA
1884-05-19 12:00:00,NA,NA,NA
1884-05-19 18:00:00,NA,15.6,NA
1884-05-20 06:00:00,NA,16.7,NA
1884-05-20 12:00:00,NA,17.8,NA
1884-05-20 12:00:00,NA,NA,NA
1884-05-20 18:00:00,NA,15,NA
1884-05-21 06:00:00,NA,18.3,NA
1884-05-21 12:00:00,NA,15.6,NA
1884-05-21 12:00:00,NA,NA,NA
1884-05-21 18:00:00,NA,14.4,NA
1884-05-22 06:00:00,NA,11.1,NA
1884-05-22 12:00:00,NA,16.7,NA
1884-05-22 12:00:00,NA,NA,NA
1884-05-22 18:00:00,NA,13.3,NA
1884-05-23 06:00:00,NA,10,NA
1884-05-23 12:00:00,NA,16.1,NA
1884-05-23 12:00:00,NA,NA,NA
1884-05-23 18:00:00,NA,13.3,NA
1884-05-24 06:00:00,NA,14.4,NA
1884-05-24 12:00:00,NA,16.7,NA
1884-05-24 12:00:00,NA,NA,NA
1884-05-24 18:00:00,NA,14.4,NA
1884-05-25 06:00:00,NA,12.8,NA
1884-05-25 12:00:00,NA,15.6,NA
1884-05-25 12:00:00,NA,NA,NA
1884-05-25 18:00:00,NA,12.8,NA
1884-05-26 06:00:00,NA,10.6,NA
1884-05-26 12:00:00,NA,11.1,NA
1884-05-26 12:00:00,NA,NA,NA
1884-05-26 18:00:00,NA,11.1,NA
1884-05-27 06:00:00,NA,16.7,NA
1884-05-27 12:00:00,NA,14.4,NA
1884-05-27 12:00:00,NA,NA,NA
1884-05-27 18:00:00,NA,10,NA
1884-05-28 06:00:00,NA,16.7,NA
1884-05-28 12:00:00,NA,16.7,NA
1884-05-28 12:00:00,NA,NA,NA
1884-05-28 18:00:00,NA,14.4,NA
1884-05-29 06:00:00,NA,15.6,NA
1884-05-29 12:00:00,NA,23.3,NA
1884-05-29 12:00:00,NA,NA,NA
1884-05-29 18:00:00,NA,15.6,NA
1884-05-30 06:00:00,NA,15.6,NA
1884-05-30 12:00:00,NA,25.6,NA
1884-05-30 12:00:00,NA,NA,NA
1884-05-30 18:00:00,NA,15.6,NA
1884-05-31 06:00:00,NA,15.6,NA
1884-05-31 12:00:00,NA,25.6,NA
1884-05-31 12:00:00,NA,NA,NA
1884-05-31 18:00:00,NA,18.3,NA
1884-06-01,NA,NA,NA
1884-06-01 07:00:00,NA,14.4,NA
1884-06-01 13:00:00,NA,22.2,NA
1884-06-01 14:00:00,-999.9,NA,NA
1884-06-01 14:00:00,NA,NA,-999.9
1884-06-01 19:00:00,NA,13.3,NA
1884-06-02,NA,NA,NA
1884-06-02 07:00:00,NA,12.2,NA
1884-06-02 13:00:00,NA,18.9,NA
1884-06-02 14:00:00,225,NA,NA
1884-06-02 14:00:00,NA,NA,-999.9
1884-06-02 19:00:00,NA,12.2,NA
1884-06-03,NA,NA,NA
1884-06-03 07:00:00,NA,11.1,NA
1884-06-03 13:00:00,NA,17.2,NA
1884-06-03 14:00:00,-999.9,NA,NA
1884-06-03 14:00:00,NA,NA,-999.9
1884-06-03 19:00:00,NA,11.1,NA
1884-06-04,NA,NA,NA
1884-06-04 07:00:00,NA,11.1,NA
1884-06-04 13:00:00,NA,16.7,NA
1884-06-04 14:00:00,-999.9,NA,NA
1884-06-04 14:00:00,NA,NA,-999.9
1884-06-04 19:00:00,NA,11.1,NA
1884-06-05,NA,NA,NA
1884-06-05 07:00:00,NA,10,NA
1884-06-05 13:00:00,NA,16.1,NA
1884-06-05 14:00:00,-999.9,NA,NA
1884-06-05 14:00:00,NA,NA,-999.9
1884-06-05 19:00:00,NA,12.8,NA
1884-06-06,NA,NA,NA
1884-06-06 07:00:00,NA,8.3,NA
1884-06-06 13:00:00,NA,20,NA
1884-06-06 14:00:00,-999.9,NA,NA
1884-06-06 14:00:00,NA,NA,-999.9
1884-06-06 19:00:00,NA,13.3,NA
1884-06-07,NA,NA,NA
1884-06-07 07:00:00,NA,12.2,NA
1884-06-07 13:00:00,NA,21.1,NA
1884-06-07 14:00:00,-999.9,NA,NA
1884-06-07 14:00:00,NA,NA,-999.9
1884-06-07 19:00:00,NA,13.9,NA
1884-06-08,NA,NA,NA
1884-06-08 07:00:00,NA,11.1,NA
1884-06-08 13:00:00,NA,15.6,NA
1884-06-08 14:00:00,90,NA,NA
1884-06-08 14:00:00,NA,NA,-999.9
1884-06-08 19:00:00,NA,10.6,NA
1884-06-09,NA,NA,NA
1884-06-09 07:00:00,NA,7.8,NA
1884-06-09 13:00:00,NA,12.2,NA
1884-06-09 14:00:00,270,NA,NA
1884-06-09 14:00:00,NA,NA,40
1884-06-09 19:00:00,NA,9.4,NA
1884-06-10,NA,NA,NA
1884-06-10 07:00:00,NA,11.1,NA
1884-06-10 13:00:00,NA,14.4,NA
1884-06-10 14:00:00,-999.9,NA,NA
1884-06-10 14:00:00,NA,NA,-999.9
1884-06-10 19:00:00,NA,10.6,NA
1884-06-11,NA,NA,NA
1884-06-11 07:00:00,NA,11.1,NA
1884-06-11 13:00:00,NA,16.7,NA
1884-06-11 14:00:00,-999.9,NA,NA
1884-06-11 14:00:00,NA,NA,-999.9
1884-06-11 19:00:00,NA,14.4,NA
1884-06-12,NA,NA,NA
1884-06-12 07:00:00,NA,12.8,NA
1884-06-12 13:00:00,NA,21.1,NA
1884-06-12 14:00:00,-999.9,NA,NA
1884-06-12 14:00:00,NA,NA,-999.9
1884-06-12 19:00:00,NA,12.8,NA
1884-06-13,NA,NA,NA
1884-06-13 07:00:00,NA,12.8,NA
1884-06-13 13:00:00,NA,17.8,NA
1884-06-13 14:00:00,-999.9,NA,NA
1884-06-13 14:00:00,NA,NA,-999.9
1884-06-13 19:00:00,NA,13.3,NA
1884-06-14,NA,NA,NA
1884-06-14 07:00:00,NA,10,NA
1884-06-14 13:00:00,NA,15.6,NA
1884-06-14 14:00:00,-999.9,NA,NA
1884-06-14 14:00:00,NA,NA,-999.9
1884-06-14 19:00:00,NA,13.3,NA
1884-06-15,NA,NA,NA
1884-06-15 07:00:00,NA,10,NA
1884-06-15 13:00:00,NA,14.4,NA
1884-06-15 14:00:00,-999.9,NA,NA
1884-06-15 14:00:00,NA,NA,-999.9
1884-06-15 19:00:00,NA,12.2,NA
1884-06-16,NA,NA,NA
1884-06-16 07:00:00,NA,12.2,NA
1884-06-16 13:00:00,NA,13.3,NA
1884-06-16 14:00:00,225,NA,NA
1884-06-16 14:00:00,NA,NA,40
1884-06-16 19:00:00,NA,12.2,NA
1884-06-17,NA,NA,NA
1884-06-17 07:00:00,NA,11.1,NA
1884-06-17 13:00:00,NA,18.3,NA
1884-06-17 14:00:00,-999.9,NA,NA
1884-06-17 14:00:00,NA,NA,-999.9
1884-06-17 19:00:00,NA,11.7,NA
1884-06-18,NA,NA,NA
1884-06-18 07:00:00,NA,11.1,NA
1884-06-18 13:00:00,NA,13.9,NA
1884-06-18 14:00:00,-999.9,NA,NA
1884-06-18 14:00:00,NA,NA,-999.9
1884-06-18 19:00:00,NA,12.8,NA
1884-06-19,NA,NA,NA
1884-06-19 07:00:00,NA,12.2,NA
1884-06-19 13:00:00,NA,16.7,NA
1884-06-19 14:00:00,-999.9,NA,NA
1884-06-19 14:00:00,NA,NA,-999.9
1884-06-19 19:00:00,NA,11.1,NA
1884-06-20,NA,NA,NA
1884-06-20 07:00:00,NA,13.3,NA
1884-06-20 13:00:00,NA,18.9,NA
1884-06-20 14:00:00,-999.9,NA,NA
1884-06-20 14:00:00,NA,NA,-999.9
1884-06-20 19:00:00,NA,13.3,NA
1884-06-21,NA,NA,NA
1884-06-21 07:00:00,NA,11.7,NA
1884-06-21 13:00:00,NA,20,NA
1884-06-21 14:00:00,-999.9,NA,NA
1884-06-21 14:00:00,NA,NA,-999.9
1884-06-21 19:00:00,NA,13.9,NA
1884-06-22,NA,NA,NA
1884-06-22 07:00:00,NA,12.2,NA
1884-06-22 13:00:00,NA,12.8,NA
1884-06-22 14:00:00,-999.9,NA,NA
1884-06-22 14:00:00,NA,NA,-999.9
