"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"AlbionMines","45.57","-62.65","35.6","America/Halifax","4","71415","8205400"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"eee","evaporation","atmospheric material",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"rr","precipitation","atmospheric material",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cd","cv","dd","e","eee","p","pr","ptb","pte","rh","rr","ta","ta_mean","tb","tdb","w","ww"
1843-06-05 15:00:00,16.67,NA,NA,NA,NA,NA,1003.05,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,",ra"
1843-06-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-06,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-06 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA
1843-06-06 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1843-06-06 15:00:00,14.44,NA,NA,NA,NA,NA,1009.82,NA,NA,NA,NA,NA,10.56,NA,NA,NA,NA,",ra"
1843-06-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-07,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,4.06,NA,NA,NA,NA,NA,NA
1843-06-07 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA,NA,",ra"
1843-06-07 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1843-06-07 15:00:00,15,NA,NA,NA,NA,NA,1009.14,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,",bkn"
1843-06-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",bkn"
1843-06-08,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,5.08,NA,NA,NA,NA,NA,NA
1843-06-08 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA,NA,NA,NA
1843-06-08 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-08 15:00:00,13.89,NA,NA,NA,NA,NA,1011.85,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,",skc"
1843-06-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-09,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-09 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA
1843-06-09 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-09 15:00:00,17.78,NA,NA,NA,NA,NA,1011.18,NA,NA,NA,NA,NA,12.22,NA,NA,NA,NA,",skc"
1843-06-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-10,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-10 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,",sh"
1843-06-10 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-06-10 15:00:00,16.11,NA,NA,NA,NA,NA,1002.37,NA,NA,NA,NA,NA,19.44,NA,NA,NA,NA,",bkn"
1843-06-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",bkn"
1843-06-11,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0.08,NA,NA,NA,NA,NA,NA
1843-06-11 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1843-06-11 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1843-06-11 15:00:00,16.67,NA,NA,NA,NA,NA,1001.02,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,",ra"
1843-06-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-12,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,1.9,NA,NA,NA,NA,NA,NA
1843-06-12 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA
1843-06-12 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-12 15:00:00,16.11,NA,NA,NA,NA,NA,1008.47,NA,NA,NA,NA,NA,19.44,NA,NA,NA,NA,",skc"
1843-06-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-13,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,",ts,"
1843-06-13 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA,NA,NA,NA
1843-06-13 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-13 15:00:00,20.56,NA,NA,NA,NA,NA,1009.48,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,",skc"
1843-06-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-14,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-14 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA,NA,NA,",sh"
1843-06-14 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-06-14 15:00:00,18.89,NA,NA,NA,NA,NA,997.63,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,",skc"
1843-06-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-15,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0.51,NA,NA,NA,NA,NA,NA
1843-06-15 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,NA,NA,NA,NA,",sh"
1843-06-15 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-06-15 15:00:00,21.11,NA,NA,NA,NA,NA,993.91,NA,NA,NA,NA,NA,22.78,NA,NA,NA,NA,",skc"
1843-06-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-16,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,3.56,NA,NA,NA,NA,NA,",halo,"
1843-06-16 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA,NA,NA,NA
1843-06-16 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",bkn"
1843-06-16 15:00:00,18.33,NA,NA,NA,NA,NA,1007.79,NA,NA,NA,NA,NA,21.11,NA,NA,NA,NA,",bkn"
1843-06-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-17,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-17 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA,NA,NA,",ra"
1843-06-17 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1843-06-17 15:00:00,16.67,NA,NA,NA,NA,NA,1004.74,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,",skc"
1843-06-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-18,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,12.7,NA,NA,NA,NA,NA,NA
1843-06-18 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.11,NA,NA,NA,NA,NA
1843-06-18 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-06-18 15:00:00,15.56,NA,NA,NA,NA,NA,1008.13,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,",sh"
1843-06-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-19,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,2.03,NA,NA,NA,NA,NA,",frst,"
1843-06-19 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA
1843-06-19 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-19 15:00:00,15.28,NA,NA,NA,NA,NA,1018.29,NA,NA,NA,NA,NA,16.11,NA,NA,NA,NA,",skc"
1843-06-19 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-20,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-20 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,",sh"
1843-06-20 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-06-20 15:00:00,19.44,NA,NA,NA,NA,NA,1013.88,NA,NA,NA,NA,NA,26.67,NA,NA,NA,NA,",skc"
1843-06-20 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-21,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0.13,NA,NA,NA,NA,NA,NA
1843-06-21 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,",sh"
1843-06-21 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-06-21 15:00:00,22.78,NA,NA,NA,NA,NA,1011.85,NA,NA,NA,NA,NA,28.33,NA,NA,NA,NA,NA
1843-06-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-22,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0.13,NA,NA,NA,NA,NA,NA
1843-06-22 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,NA,",ra"
1843-06-22 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1843-06-22 15:00:00,24.44,NA,NA,NA,NA,NA,1007.45,NA,NA,NA,NA,NA,28.33,NA,NA,NA,NA,NA
1843-06-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-23,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,4.06,NA,NA,NA,NA,NA,NA
1843-06-23 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,NA,NA,NA,NA,NA
1843-06-23 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-23 15:00:00,18.33,NA,NA,NA,NA,NA,1011.85,NA,NA,NA,NA,NA,21.11,NA,NA,NA,NA,",skc"
1843-06-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-24,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-24 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA
1843-06-24 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-24 15:00:00,18.89,NA,NA,NA,NA,NA,1004.4,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,",skc"
1843-06-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-25,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-25 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33,NA,NA,NA,NA,NA
1843-06-25 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-25 15:00:00,23.33,NA,NA,NA,NA,NA,997.63,NA,NA,NA,NA,NA,27.78,NA,NA,NA,NA,",skc"
1843-06-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-26,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-26 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA,NA,NA
1843-06-26 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-26 15:00:00,23.33,NA,NA,NA,NA,NA,1011.51,NA,NA,NA,NA,NA,23.33,NA,NA,NA,NA,",skc"
1843-06-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-27,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,",lt,"
1843-06-27 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA
1843-06-27 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-27 15:00:00,24.44,NA,NA,NA,NA,NA,1003.39,NA,NA,NA,NA,NA,30.56,NA,NA,NA,NA,",skc"
1843-06-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-28,NA,NA,NA,NA,NA,0,NA,NA,"before daylight","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-28 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,",sh"
1843-06-28 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-06-28 15:00:00,18.89,NA,NA,NA,NA,NA,1009.48,NA,NA,NA,NA,NA,18.89,NA,NA,NA,NA,",skc"
1843-06-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-29,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,1.52,NA,NA,NA,NA,NA,NA
1843-06-29 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA,NA,NA,NA
1843-06-29 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-29 15:00:00,22.78,NA,NA,NA,NA,NA,1007.11,NA,NA,NA,NA,NA,28.89,NA,NA,NA,NA,",skc"
1843-06-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-06-30,NA,NA,NA,NA,NA,0,NA,NA,"empty","empty",NA,0,NA,NA,NA,NA,NA,NA
1843-06-30 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
1843-06-30 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-06-30 15:00:00,21.67,NA,NA,NA,NA,NA,1006.1,NA,NA,NA,NA,NA,25.56,NA,NA,NA,NA,",skc"
1843-06-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
1843-07-01 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,NA,NA,NA,NA,NA
1843-07-01 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-01 15:00:00,21.11,NA,NA,NA,NA,NA,1011.51,NA,NA,NA,NA,NA,22.22,NA,NA,NA,NA,",skc"
1843-07-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-07-02 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94,NA,NA,NA,NA,NA
1843-07-02 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-02 15:00:00,23.33,NA,NA,NA,NA,NA,1008.81,NA,NA,NA,NA,NA,28.33,NA,NA,NA,NA,",skc"
1843-07-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-07-03,NA,NA,NA,NA,NA,NA,NA,NA,"1pm","6pm",NA,NA,NA,NA,NA,NA,NA,NA
1843-07-03 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA
1843-07-03 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1843-07-03 15:00:00,22.78,NA,NA,NA,NA,NA,1001.69,NA,NA,NA,NA,NA,23.89,NA,NA,NA,NA,",ra"
1843-07-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA,NA
1843-07-04 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.78,NA,NA,NA,NA,NA
1843-07-04 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-04 15:00:00,18.89,NA,NA,NA,NA,NA,1010.16,NA,NA,NA,NA,NA,23.89,NA,NA,NA,NA,",skc"
1843-07-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-07-05,NA,NA,NA,NA,NA,NA,NA,NA,"empty","empty",NA,NA,NA,NA,NA,NA,NA,NA
1843-07-05 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17,NA,NA,NA,NA,NA
1843-07-05 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1843-07-05 15:00:00,17.78,NA,NA,NA,NA,NA,1003.39,NA,NA,NA,NA,NA,18.89,NA,NA,NA,NA,",ra"
1843-07-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-07-06,NA,NA,NA,NA,NA,NA,NA,NA,"12pm","empty",NA,3.17,NA,NA,NA,NA,NA,NA
1843-07-06 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA,NA,",skc"
1843-07-06 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-06 15:00:00,18.89,NA,NA,NA,NA,NA,1002.03,NA,NA,NA,NA,NA,21.67,NA,NA,NA,NA,",sh"
1843-07-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA
1843-07-07 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA,NA,NA,NA
1843-07-07 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-07 15:00:00,17.22,NA,NA,NA,NA,NA,1005.08,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,",skc"
1843-07-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12pm",NA,NA,NA,NA,NA,NA,NA,NA
1843-07-08 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.78,NA,NA,NA,NA,NA
1843-07-08 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-07-08 15:00:00,20,NA,NA,NA,NA,NA,997.97,NA,NA,NA,NA,NA,22.78,NA,NA,NA,NA,",sh"
1843-07-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-07-09,NA,NA,NA,NA,NA,NA,NA,NA,"empty","empty",NA,1.65,NA,NA,NA,NA,NA,",ra,"
1843-07-09 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
1843-07-09 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-07-09 15:00:00,18.89,NA,NA,NA,NA,NA,1003.73,NA,NA,NA,NA,NA,26.11,NA,NA,NA,NA,",sh"
1843-07-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA
1843-07-10 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA,NA,NA,",skc"
1843-07-10 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-10 15:00:00,22.22,NA,NA,NA,NA,NA,1010.84,NA,NA,NA,NA,NA,27.78,NA,NA,NA,NA,",skc"
1843-07-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12pm",NA,NA,NA,NA,NA,NA,NA,NA
1843-07-11 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA
1843-07-11 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sh"
1843-07-11 15:00:00,20.56,NA,NA,NA,NA,NA,1008.47,NA,NA,NA,NA,NA,21.11,NA,NA,NA,NA,",sh"
1843-07-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1843-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,NA,NA,NA,NA,NA
1843-07-12 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33,NA,NA,NA,NA,NA
1843-07-12 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-12 15:00:00,20.56,NA,NA,NA,NA,NA,1015.24,NA,NA,NA,NA,NA,23.89,NA,NA,NA,NA,",skc"
1843-07-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-13 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,NA,NA,NA,NA,NA
1843-07-13 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1843-07-13 15:00:00,20,NA,NA,NA,NA,NA,1024.72,NA,NA,NA,NA,NA,22.78,NA,NA,NA,NA,",skc"
1843-07-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
