"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"NewWestminster","49.2","-122.9","10","America/Vancouver","8","71892","1108395"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","ta_mean","tb","td","tdb","Tn","Tx","Txs","w","ww"
1865-03-18,NA,NA,NA,NA,NA,NA,3.06,NA,NA,NA,-0.33,6.44,NA,NA,NA
1865-03-18 07:00:00,NA,NA,6.33,NA,NA,77.4,NA,0.67,NA,0.83,NA,NA,21,NA,NA
1865-03-18 09:00:00,0.44,90,NA,997.8,2.79,NA,NA,NA,0.44,NA,NA,NA,NA,12.5,",sn"
1865-03-18 14:00:00,5.39,NA,7.45,991.2,NA,82.4,NA,4.33,NA,5.56,NA,NA,NA,NA,NA
1865-03-18 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,2.78,NA,NA,NA,NA,21.64,",ra"
1865-03-19,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,-0.28,5.33,NA,NA,NA
1865-03-19 07:00:00,NA,NA,6.2,NA,NA,73.5,NA,2.72,NA,4.56,NA,NA,14.06,NA,NA
1865-03-19 09:00:00,4.22,225,NA,1006.74,2.03,NA,NA,NA,0.17,NA,NA,NA,NA,8.84,",skc"
1865-03-19 14:00:00,2.67,NA,6.77,1009.86,NA,88.5,NA,2.44,NA,3.17,NA,NA,NA,NA,NA
1865-03-19 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,19.76,",gr"
1865-03-20,NA,NA,NA,NA,NA,NA,2.78,NA,NA,NA,-0.33,5.89,NA,NA,NA
1865-03-20 07:00:00,NA,NA,7.52,NA,NA,78.7,NA,4.89,NA,6.33,NA,NA,14.94,NA,NA
1865-03-20 09:00:00,6.22,180,NA,1004.37,3.3,NA,NA,NA,2.89,NA,NA,NA,NA,19.76,NA
1865-03-20 14:00:00,6,NA,6.77,1014.77,NA,71.4,NA,4.17,NA,5.67,NA,NA,NA,NA,NA
1865-03-20 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,15.3,",skc"
1865-03-21,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,0.39,6.67,NA,NA,NA
1865-03-21 07:00:00,NA,NA,7.65,NA,NA,91.1,NA,3.89,NA,4.44,NA,NA,14.67,NA,NA
1865-03-21 09:00:00,3.61,180,NA,1006.98,10.92,NA,NA,NA,3.11,NA,NA,NA,NA,23.38,NA
1865-03-21 14:00:00,6.94,NA,7.96,1013.48,NA,77.1,NA,5.83,NA,7.5,NA,NA,NA,NA,NA
1865-03-21 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,3.67,NA,NA,NA,NA,12.5,",skc"
1865-03-22,NA,NA,NA,NA,NA,NA,3.78,NA,NA,NA,0.28,7.33,NA,NA,NA
1865-03-22 07:00:00,NA,NA,7.82,NA,NA,83.1,NA,5,NA,6.11,NA,NA,16.89,NA,NA
1865-03-22 09:00:00,5.94,180,NA,1018.49,4.57,NA,NA,NA,3.44,NA,NA,NA,NA,17.67,",skc"
1865-03-22 14:00:00,8.61,NA,6.77,1022.01,NA,61.7,NA,5.17,NA,8.39,NA,NA,NA,NA,NA
1865-03-22 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,12.5,",skc"
1865-03-23,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1.67,8.33,NA,NA,NA
1865-03-23 07:00:00,NA,NA,7.25,NA,NA,94.5,NA,2.89,NA,3.22,NA,NA,18.22,NA,NA
1865-03-23 09:00:00,2.78,NA,NA,1005.49,4.57,NA,NA,NA,2.39,NA,NA,NA,NA,0,",ra"
1865-03-23 14:00:00,4.17,NA,7.59,1007.25,NA,90.3,NA,3.83,NA,4.44,NA,NA,NA,NA,NA
1865-03-23 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,8.84,",skc"
1865-03-24,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,1.22,6.67,NA,NA,NA
1865-03-24 07:00:00,NA,NA,6.26,NA,NA,64.2,NA,3.89,NA,6.67,NA,NA,17.06,NA,NA
1865-03-24 09:00:00,6.94,180,NA,1020.76,0,NA,NA,NA,0.28,NA,NA,NA,NA,17.67,",skc"
1865-03-24 14:00:00,7.39,NA,4.81,1024.31,NA,78.3,NA,2.94,NA,7.61,NA,NA,NA,NA,NA
1865-03-24 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,-3.11,NA,NA,NA,NA,19.76,",skc"
1865-03-25,NA,NA,NA,NA,NA,NA,2.61,NA,NA,NA,-1.89,7.11,NA,NA,NA
1865-03-25 07:00:00,NA,NA,12.29,NA,NA,73.1,NA,1.22,NA,2.94,NA,NA,18.17,NA,NA
1865-03-25 09:00:00,2.67,90,NA,1030.61,0,NA,NA,NA,-1.33,NA,NA,NA,NA,17.67,",skc"
1865-03-25 14:00:00,6.56,NA,5.66,1027.9,NA,58,NA,3.33,NA,6.67,NA,NA,NA,NA,NA
1865-03-25 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,0,",skc"
1865-03-26,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,0.83,7.11,NA,NA,NA
1865-03-26 07:00:00,NA,NA,6.5,NA,NA,94.1,NA,1.33,NA,1.67,NA,NA,16.22,NA,NA
1865-03-26 09:00:00,1.22,NA,NA,1022.22,2.03,NA,NA,NA,0.83,NA,NA,NA,NA,0,",ra"
1865-03-26 14:00:00,3.39,NA,7.45,1019.51,NA,92.4,NA,3.44,NA,3.89,NA,NA,NA,NA,NA
1865-03-26 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA,NA,NA,0,",ra"
1865-03-27,NA,NA,NA,NA,NA,NA,3.11,NA,NA,NA,0.44,5.22,NA,NA,NA
1865-03-27 07:00:00,NA,NA,7.72,NA,NA,86.4,NA,4.5,NA,5.39,NA,NA,13.56,NA,NA
1865-03-27 09:00:00,5,NA,NA,1025.64,5.84,NA,NA,NA,3.28,NA,NA,NA,NA,0,",skc"
1865-03-27 14:00:00,8.61,NA,6.81,1028.85,NA,60.5,NA,5.44,NA,8.78,NA,NA,NA,NA,NA
1865-03-27 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1.44,NA,NA,NA,NA,0,",skc"
1865-03-28,NA,NA,NA,NA,NA,NA,5.67,NA,NA,NA,2.72,8.61,NA,NA,NA
1865-03-28 07:00:00,NA,NA,8.84,NA,NA,91.6,NA,5.94,NA,6.5,NA,NA,14.72,NA,NA
1865-03-28 09:00:00,5.78,135,NA,1027.97,1.27,NA,NA,NA,5.22,NA,NA,NA,NA,8.84,NA
1865-03-28 14:00:00,8.67,NA,8.26,1028.11,NA,89,NA,7,NA,9.33,NA,NA,NA,NA,NA
1865-03-28 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,4.22,NA,NA,NA,NA,8.84,NA
1865-03-29,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,2.22,8.89,NA,NA,NA
1865-03-29 07:00:00,NA,NA,8.26,NA,NA,76.3,NA,6.39,NA,8.22,NA,NA,21.33,NA,NA
1865-03-29 09:00:00,7.5,90,NA,1019.44,0,NA,NA,NA,4.22,NA,NA,NA,NA,8.84,",skc"
1865-03-29 14:00:00,11.11,NA,7.86,1017.03,NA,59.5,NA,7.33,NA,11.17,NA,NA,NA,NA,NA
1865-03-29 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,8.84,",skc"
1865-03-30,NA,NA,NA,NA,NA,NA,6.17,NA,NA,NA,0.56,11.78,NA,NA,NA
1865-03-30 07:00:00,NA,NA,6.6,NA,NA,78,NA,3.11,NA,4.61,NA,NA,23.06,NA,NA
1865-03-30 09:00:00,4.94,90,NA,1025.4,0.51,NA,NA,NA,1.06,NA,NA,NA,NA,8.84,",skc"
1865-03-30 14:00:00,8.78,NA,6.1,1025.06,NA,54.4,NA,4.72,NA,8.72,NA,NA,NA,NA,NA
1865-03-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,NA,NA,NA,NA,0,",skc"
1865-03-31,NA,NA,NA,NA,NA,NA,5.39,NA,NA,NA,1.89,8.89,NA,NA,NA
1865-03-31 07:00:00,NA,NA,6.81,NA,NA,81.7,NA,3.11,NA,4.33,NA,NA,20,NA,NA
1865-03-31 09:00:00,-1.67,NA,NA,1022.38,0,NA,NA,NA,1.44,NA,NA,NA,NA,0,NA
1865-03-31 14:00:00,5.5,NA,7.48,1019.13,NA,76.7,NA,5,NA,6.67,NA,NA,NA,NA,NA
1865-03-31 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.83,NA,NA,NA,NA,0,NA
1865-04-01,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,3.83,7.22,NA,NA,NA
1865-04-01 07:00:00,NA,NA,8.33,NA,NA,90.1,NA,5.22,NA,5.89,NA,NA,16.11,NA,NA
1865-04-01 09:00:00,5.17,225,NA,1015.65,9.14,NA,NA,NA,4.33,NA,NA,NA,NA,8.84,NA
1865-04-01 14:00:00,8.06,NA,5.89,1017.17,NA,53.7,NA,4.33,NA,8.39,NA,NA,NA,NA,NA
1865-04-01 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,-0.5,NA,NA,NA,NA,15.3,",skc"
1865-04-02,NA,NA,NA,NA,NA,NA,6.06,NA,NA,NA,3.89,8.22,NA,NA,NA
1865-04-02 07:00:00,NA,NA,6.06,NA,NA,68.3,NA,3.22,NA,5.28,NA,NA,20.5,NA,NA
1865-04-02 09:00:00,5.56,135,NA,1019.78,0,NA,NA,NA,-0.17,NA,NA,NA,NA,8.84,",skc"
1865-04-02 14:00:00,9.33,NA,6.57,1024.72,NA,59.9,NA,5,NA,8.39,NA,NA,NA,NA,NA
1865-04-02 15:00:00,NA,0,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,8.84,",skc"
1865-04-03,NA,NA,NA,NA,NA,NA,3.22,NA,NA,NA,-2.5,9,NA,NA,NA
1865-04-03 07:00:00,NA,NA,6.57,NA,NA,67.6,NA,4.17,NA,6.61,NA,NA,18.78,NA,NA
1865-04-03 09:00:00,6.56,180,NA,1031.32,0,NA,NA,NA,1,NA,NA,NA,NA,8.84,",skc"
1865-04-03 14:00:00,10.44,NA,5.45,1030.55,NA,48.8,NA,5.67,NA,10.44,NA,NA,NA,NA,NA
1865-04-03 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,12.5,",skc"
1865-04-04,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,-2.11,10,NA,NA,NA
1865-04-04 07:00:00,NA,NA,6.23,NA,NA,52.3,NA,4.89,NA,8.78,NA,NA,21.94,NA,NA
1865-04-04 09:00:00,8.94,NA,NA,1032.61,0,NA,NA,NA,0.22,NA,NA,NA,NA,0,",skc"
1865-04-04 14:00:00,9.11,NA,5.42,1029.7,NA,46,NA,4.44,NA,9.44,NA,NA,NA,NA,NA
1865-04-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,NA,NA,NA,NA,0,",skc"
1865-04-05,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-2.22,10.28,NA,NA,NA
1865-04-05 07:00:00,NA,NA,4.3,NA,NA,42.3,NA,2.11,NA,7.28,NA,NA,24.39,NA,NA
1865-04-05 09:00:00,6.94,90,NA,1030,0,NA,NA,NA,-4.56,NA,NA,NA,NA,15.3,",skc"
1865-04-05 14:00:00,9.22,NA,9.99,1027.02,NA,84.8,NA,2.78,NA,9.44,NA,NA,NA,NA,NA
1865-04-05 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,19.76,",skc"
1865-04-06,NA,NA,NA,NA,NA,NA,5.28,NA,NA,NA,1.11,9.44,NA,NA,NA
1865-04-06 07:00:00,NA,NA,5.35,NA,NA,51.6,NA,3.5,NA,7.56,NA,NA,19.72,NA,NA
1865-04-06 09:00:00,7.22,135,NA,1028.58,0,NA,NA,NA,-1.72,NA,NA,NA,NA,15.3,",skc"
1865-04-06 14:00:00,10.61,NA,11.62,1026.11,NA,92.6,NA,4.5,NA,10.61,NA,NA,NA,NA,NA
1865-04-06 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,9.44,NA,NA,NA,NA,15.3,",skc"
1865-04-07,NA,NA,NA,NA,NA,NA,3.83,NA,NA,NA,-2.78,10.44,NA,NA,NA
1865-04-07 07:00:00,NA,NA,5.72,NA,NA,50.4,NA,4.44,NA,8.89,NA,NA,22.67,NA,NA
1865-04-07 09:00:00,9.17,NA,NA,1022.35,0,NA,NA,NA,-0.89,NA,NA,NA,NA,0,",skc"
1865-04-07 14:00:00,11.78,NA,5.52,1018.39,NA,39,NA,5.44,NA,12.22,NA,NA,NA,NA,NA
1865-04-07 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,-1.33,NA,NA,NA,NA,12.5,",skc"
1865-04-08,NA,NA,NA,NA,NA,NA,5.17,NA,NA,NA,-1.72,12.11,NA,NA,NA
1865-04-08 07:00:00,NA,NA,6.2,NA,NA,54.5,NA,4.94,NA,8.94,NA,NA,26.11,NA,NA
1865-04-08 09:00:00,9.06,225,NA,1021.88,0,NA,NA,NA,0.17,NA,NA,NA,NA,8.84,",skc"
1865-04-08 14:00:00,14.33,NA,12.56,1017.71,NA,79.1,NA,6.56,NA,14,NA,NA,NA,NA,NA
1865-04-08 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,10.44,NA,NA,NA,NA,12.5,",skc"
1865-04-09,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,-1.44,13.44,NA,NA,NA
1865-04-09 07:00:00,NA,NA,6.64,NA,NA,55.5,NA,5.78,NA,9.67,NA,NA,23.33,NA,NA
1865-04-09 09:00:00,9.94,225,NA,1021.47,0,NA,NA,NA,1.11,NA,NA,NA,NA,8.84,",skc"
1865-04-09 14:00:00,13.61,NA,7.65,1019.98,NA,48.7,NA,8.17,NA,13.83,NA,NA,NA,NA,NA
1865-04-09 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,3.11,NA,NA,NA,NA,12.5,",skc"
1865-04-10,NA,NA,NA,NA,NA,NA,3.17,NA,NA,NA,-1.67,13.61,NA,NA,NA
1865-04-10 07:00:00,NA,NA,7.25,NA,NA,78.7,NA,4.39,NA,5.83,NA,NA,22.78,NA,NA
1865-04-10 09:00:00,5.28,45,NA,1019.51,0,NA,NA,NA,2.39,NA,NA,NA,NA,15.3,",skc"
1865-04-10 14:00:00,11.72,NA,7.96,1019.24,NA,50.6,NA,7.67,NA,11.61,NA,NA,NA,NA,NA
1865-04-10 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,3.72,NA,NA,NA,NA,12.5,",skc"
1865-04-11,NA,NA,NA,NA,NA,NA,6.33,NA,NA,NA,0.56,11.67,NA,NA,NA
1865-04-11 07:00:00,NA,NA,8.16,NA,NA,82.5,NA,5.61,NA,6.83,NA,NA,25,NA,NA
1865-04-11 09:00:00,6.61,NA,NA,1022.86,0,NA,NA,NA,4.06,NA,NA,NA,NA,0,NA
1865-04-11 14:00:00,13.39,NA,6.23,1023.13,NA,40,NA,9.33,NA,13.33,NA,NA,NA,NA,NA
1865-04-11 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,12.5,",skc"
1865-04-12,NA,NA,NA,NA,NA,NA,8.72,NA,NA,NA,4.72,12.78,NA,NA,NA
1865-04-12 07:00:00,NA,NA,8.23,NA,NA,88.4,NA,5.22,NA,6,NA,NA,28.06,NA,NA
1865-04-12 09:00:00,5.44,90,NA,1021.81,0,NA,NA,NA,4.17,NA,NA,NA,NA,15.3,NA
1865-04-12 14:00:00,9.28,NA,8.3,1018.9,NA,70.2,NA,7.11,NA,9.5,NA,NA,NA,NA,NA
1865-04-12 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,4.28,NA,NA,NA,NA,8.84,NA
1865-04-13,NA,NA,NA,NA,NA,NA,6.89,NA,NA,NA,4.72,9.06,NA,NA,NA
1865-04-13 07:00:00,NA,NA,8.53,NA,NA,96.7,NA,5.56,NA,6.17,NA,NA,16,NA,NA
1865-04-13 09:00:00,5.72,90,NA,1014.49,6.86,NA,NA,NA,4.72,NA,NA,NA,NA,8.84,",ra"
1865-04-13 14:00:00,7.33,NA,9.65,1013.04,NA,91.9,NA,7.22,NA,7.78,NA,NA,NA,NA,NA
1865-04-13 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,0,",skc"
1865-04-14,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,4.78,8.22,NA,NA,NA
1865-04-14 07:00:00,NA,NA,9.04,NA,NA,92.7,NA,6.17,NA,6.67,NA,NA,12.56,NA,NA
1865-04-14 09:00:00,6.22,90,NA,1024.25,3.81,NA,NA,NA,5.56,NA,NA,NA,NA,15.3,NA
1865-04-14 14:00:00,8.89,NA,8.8,1024.21,NA,81.4,NA,7.5,NA,9.44,NA,NA,NA,NA,NA
1865-04-14 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,5.17,NA,NA,NA,NA,0,",ra"
1865-04-15,NA,NA,NA,NA,NA,NA,6.78,NA,NA,NA,4.72,8.89,NA,NA,NA
1865-04-15 07:00:00,NA,NA,8.43,NA,NA,71.6,NA,7.22,NA,9.44,NA,NA,18.06,NA,NA
1865-04-15 09:00:00,8.89,180,NA,1018.73,7.87,NA,NA,NA,4.56,NA,NA,NA,NA,15.3,",skc"
1865-04-15 14:00:00,9.44,NA,7.59,1019.64,NA,62.7,NA,6.56,NA,9.83,NA,NA,NA,NA,NA
1865-04-15 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,15.3,",skc"
1865-04-16,NA,NA,NA,NA,NA,NA,6.78,NA,NA,NA,2.5,11.11,NA,NA,NA
1865-04-16 07:00:00,NA,NA,7.38,NA,NA,69.4,NA,5.61,NA,7.94,NA,NA,21,NA,NA
1865-04-16 09:00:00,7.78,180,NA,1023.03,0,NA,NA,NA,2.61,NA,NA,NA,NA,17.67,",skc"
1865-04-16 14:00:00,9.17,NA,7.01,1021.13,NA,59.5,NA,6,NA,9.44,NA,NA,NA,NA,NA
1865-04-16 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1.89,NA,NA,NA,NA,0,",skc"
1865-04-17,NA,NA,NA,NA,NA,NA,7.17,NA,NA,NA,4.33,10,NA,NA,NA
1865-04-17 07:00:00,NA,NA,6.91,NA,NA,62.9,NA,5.33,NA,8.39,NA,NA,20,NA,NA
1865-04-17 09:00:00,8.33,225,NA,1012.26,5.33,NA,NA,NA,1.67,NA,NA,NA,NA,12.5,",skc"
1865-04-17 14:00:00,10.89,NA,6.98,1013.44,NA,54.6,NA,6.44,NA,10.67,NA,NA,NA,NA,NA
1865-04-17 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,1.83,NA,NA,NA,NA,19.76,",skc"
1865-04-18,NA,NA,NA,NA,NA,NA,5.28,NA,NA,NA,0.28,10.28,NA,NA,NA
1865-04-18 07:00:00,NA,NA,6.16,NA,NA,56.3,NA,4.56,NA,8.33,NA,NA,20.11,NA,NA
1865-04-18 09:00:00,8.78,180,NA,1019.64,0,NA,NA,NA,0.06,NA,NA,NA,NA,15.3,",skc"
1865-04-18 14:00:00,10.5,NA,6.74,1020.08,NA,52.4,NA,6.11,NA,10.5,NA,NA,NA,NA,NA
1865-04-18 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,17.67,",skc"
1865-04-19,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,-0.67,10.22,NA,NA,NA
1865-04-19 07:00:00,NA,NA,6.87,NA,NA,69.8,NA,4.56,NA,6.83,NA,NA,20.94,NA,NA
1865-04-19 09:00:00,6.78,NA,NA,1029.39,0,NA,NA,NA,1.61,NA,NA,NA,NA,0,",skc"
1865-04-19 14:00:00,10.5,NA,6.47,1034.61,NA,51.1,NA,5.89,NA,10.56,NA,NA,NA,NA,NA
1865-04-19 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,0.78,NA,NA,NA,NA,8.84,",skc"
1865-04-20,NA,NA,NA,NA,NA,NA,5.33,NA,NA,NA,0,10.72,NA,NA,NA
1865-04-20 07:00:00,NA,NA,7.25,NA,NA,61.5,NA,6.22,NA,9.44,NA,NA,26.11,NA,NA
1865-04-20 09:00:00,9.33,NA,NA,1031.36,0,NA,NA,NA,2.39,NA,NA,NA,NA,0,",skc"
1865-04-20 14:00:00,15.06,NA,7.42,1024.59,NA,41,NA,8.61,NA,16.06,NA,NA,NA,NA,NA
1865-04-20 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,2.67,NA,NA,NA,NA,15.3,",skc"
1865-04-21,NA,NA,NA,NA,NA,NA,10.22,NA,NA,NA,5,15.5,NA,NA,NA
1865-04-21 07:00:00,NA,NA,7.89,NA,NA,66.8,NA,6.78,NA,9.5,NA,NA,28.33,NA,NA
1865-04-21 09:00:00,9.11,NA,NA,1025.94,0,NA,NA,NA,3.56,NA,NA,NA,NA,0,",ovc"
1865-04-21 14:00:00,15.67,NA,9.11,1027.94,NA,51.5,NA,10.11,NA,15.67,NA,NA,NA,NA,NA
1865-04-21 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,5.67,NA,NA,NA,NA,12.5,",skc"
1865-04-22,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,1.5,15.22,NA,NA,NA
1865-04-22 07:00:00,NA,NA,9.38,NA,NA,74.7,NA,8.33,NA,10.44,NA,NA,26.44,NA,NA
1865-04-22 09:00:00,10.39,NA,NA,1030.95,0,NA,NA,NA,6.06,NA,NA,NA,NA,0,",skc"
1865-04-22 14:00:00,13.56,NA,8.23,1028.14,NA,53.4,NA,8.61,NA,13.56,NA,NA,NA,NA,NA
1865-04-22 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,4.17,NA,NA,NA,NA,12.5,",skc"
1865-04-23,NA,NA,NA,NA,NA,NA,11.44,NA,NA,NA,2.78,20.11,NA,NA,NA
1865-04-23 07:00:00,NA,NA,8.47,NA,NA,74.6,NA,6.94,NA,8.89,NA,NA,26.56,NA,NA
1865-04-23 09:00:00,8.33,135,NA,1022.22,0,NA,NA,NA,4.61,NA,NA,NA,NA,8.84,NA
1865-04-23 14:00:00,9,NA,8.2,1020.39,NA,69.5,NA,7,NA,9.44,NA,NA,NA,NA,NA
1865-04-23 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,4.11,NA,NA,NA,NA,8.84,",skc"
1865-04-24,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,2.89,11.11,NA,NA,NA
1865-04-24 07:00:00,NA,NA,6.6,NA,NA,59.3,NA,5.17,NA,8.61,NA,NA,23.89,NA,NA
1865-04-24 09:00:00,8.78,135,NA,1023.23,0,NA,NA,NA,0.5,NA,NA,NA,NA,12.5,",skc"
1865-04-24 14:00:00,11.78,NA,6.43,1024.59,NA,47.6,NA,6.11,NA,11.56,NA,NA,NA,NA,NA
1865-04-24 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,12.5,",skc"
1865-04-25,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,-0.11,11.11,NA,NA,NA
1865-04-25 07:00:00,NA,NA,7.48,NA,NA,58,NA,6.83,NA,10.83,NA,NA,25,NA,NA
1865-04-25 09:00:00,10.5,NA,NA,1025.2,0,NA,NA,NA,2.83,NA,NA,NA,NA,0,",skc"
1865-04-25 14:00:00,12.44,NA,6.94,1019.98,NA,46.7,NA,7.39,NA,13,NA,NA,NA,NA,NA
1865-04-25 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,1.78,NA,NA,NA,NA,8.84,",skc"
1865-04-26,NA,NA,NA,NA,NA,NA,8.83,NA,NA,NA,4.39,13.33,NA,NA,NA
1865-04-26 07:00:00,NA,NA,9.24,NA,NA,91,NA,6.67,NA,7.28,NA,NA,27.78,NA,NA
1865-04-26 09:00:00,6.89,NA,NA,1015.61,2.03,NA,NA,NA,5.89,NA,NA,NA,NA,0,",ra"
1865-04-26 14:00:00,6.94,NA,9.11,1010.09,NA,89.7,NA,6.56,NA,7.28,NA,NA,NA,NA,NA
1865-04-26 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,5.67,NA,NA,NA,NA,0,",ra"
1865-04-27,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,4.17,7.83,NA,NA,NA
1865-04-27 07:00:00,NA,NA,8.94,NA,NA,91.7,NA,6.11,NA,6.67,NA,NA,11.56,NA,NA
1865-04-27 09:00:00,6.22,NA,NA,1016.76,6.35,NA,NA,NA,5.39,NA,NA,NA,NA,0,",ra"
1865-04-27 14:00:00,12.72,NA,10.4,1018.12,NA,75.4,NA,9.72,NA,11.83,NA,NA,NA,NA,NA
1865-04-27 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,7.61,NA,NA,NA,NA,8.84,",skc"
1865-04-28,NA,NA,NA,NA,NA,NA,8.11,NA,NA,NA,4.06,12.22,NA,NA,NA
1865-04-28 07:00:00,NA,NA,8.91,NA,NA,88,NA,6.39,NA,7.22,NA,NA,28.06,NA,NA
1865-04-28 09:00:00,6.67,45,NA,1008.74,0.51,NA,NA,NA,5.33,NA,NA,NA,NA,12.5,",ra"
1865-04-28 14:00:00,6.67,NA,9.41,1007.45,NA,93.6,NA,6.67,NA,7.11,NA,NA,NA,NA,NA
1865-04-28 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,6.11,NA,NA,NA,NA,12.5,",ra"
1865-04-29,NA,NA,NA,NA,NA,NA,7.17,NA,NA,NA,5.78,8.56,NA,NA,NA
1865-04-29 07:00:00,NA,NA,10.33,NA,NA,96.5,NA,7.78,NA,8,NA,NA,10.28,NA,NA
1865-04-29 09:00:00,7.5,45,NA,1019.37,6.35,NA,NA,NA,7.5,NA,NA,NA,NA,12.5,",ovc"
1865-04-29 14:00:00,10,NA,11.99,1022.01,NA,94.9,NA,10.11,NA,10.5,NA,NA,NA,NA,NA
