"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"NewWestminster","49.2","-122.9","10","America/Vancouver","8","71892","1108395"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","ta_mean","tb","td","tdb","Tn","Tx","Txs","w","ww"
1865-02-02 09:00:00,3,NA,NA,1016.83,0,NA,NA,NA,-2.22,NA,NA,NA,NA,0,",skc"
1865-02-02 14:00:00,3.44,NA,6.06,1023.43,NA,76.2,NA,2.17,NA,3.72,NA,NA,NA,NA,NA
1865-02-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,NA,NA,NA,NA,0,",skc"
1865-02-03,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,-2.28,4.89,NA,NA,NA
1865-02-03 07:00:00,NA,NA,5.35,NA,NA,80.6,NA,0,NA,1.11,NA,NA,3.06,NA,NA
1865-02-03 09:00:00,2.33,90,NA,1036.2,0,NA,NA,NA,-1.78,NA,NA,NA,NA,12.5,",skc"
1865-02-03 14:00:00,2.5,NA,5.35,1033.63,NA,70.2,NA,1.11,NA,3.06,NA,NA,NA,NA,NA
1865-02-03 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,-1.78,NA,NA,NA,NA,8.84,",skc"
1865-02-04,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,-2.83,3.78,NA,NA,NA
1865-02-04 07:00:00,NA,NA,4.61,NA,NA,68,NA,-0.56,NA,1.39,NA,NA,1.78,NA,NA
1865-02-04 09:00:00,0.61,0,NA,1029.5,0,NA,NA,NA,-3.67,NA,NA,NA,NA,8.84,",skc"
1865-02-04 14:00:00,2.67,NA,6.1,1027.67,NA,82,NA,1.61,NA,2.78,NA,NA,NA,NA,NA
1865-02-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,NA,NA,NA,NA,0,",skc"
1865-02-05,NA,NA,NA,NA,NA,NA,-0.39,NA,NA,NA,-3.5,2.78,NA,NA,NA
1865-02-05 07:00:00,NA,NA,6.3,NA,NA,93,NA,1,NA,1.39,NA,NA,13.33,NA,NA
1865-02-05 09:00:00,3.61,NA,NA,1023.37,0,NA,NA,NA,0.39,NA,NA,NA,NA,0,",skc"
1865-02-05 14:00:00,5.56,NA,5.76,1019.71,NA,62.5,NA,3.06,NA,5.83,NA,NA,NA,NA,NA
1865-02-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,NA,NA,NA,NA,0,",skc"
1865-02-06,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,-3.44,5.56,NA,NA,NA
1865-02-06 07:00:00,NA,NA,5.32,NA,NA,66.2,NA,-0.06,NA,1.06,NA,NA,18.33,NA,NA
1865-02-06 09:00:00,2.67,NA,NA,1018.29,0,NA,NA,NA,-1.83,NA,NA,NA,NA,0,",skc"
1865-02-06 14:00:00,6.39,NA,6.81,1014.12,NA,69.3,NA,4.44,NA,6.78,NA,NA,NA,NA,NA
1865-02-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1.44,NA,NA,NA,NA,0,",skc"
1865-02-07,NA,NA,NA,NA,NA,NA,1.89,NA,NA,NA,-3.89,7.67,NA,NA,NA
1865-02-07 07:00:00,NA,NA,6.06,NA,NA,89.5,NA,0.78,NA,1.39,NA,NA,15.22,NA,NA
1865-02-07 09:00:00,2.22,NA,NA,1017.81,0,NA,NA,NA,-0.17,NA,NA,NA,NA,0,",skc"
1865-02-07 14:00:00,6.11,NA,7.25,1021.23,NA,79,NA,4.33,NA,5.78,NA,NA,NA,NA,NA
1865-02-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2.33,NA,NA,NA,NA,0,",skc"
1865-02-08,NA,NA,NA,NA,NA,NA,1.83,NA,NA,NA,-2.67,6.39,NA,NA,NA
1865-02-08 07:00:00,NA,NA,5.35,NA,NA,80.6,NA,0,NA,1.11,NA,NA,14.94,NA,NA
1865-02-08 09:00:00,1.56,NA,NA,1024.76,0,NA,NA,NA,-1.78,NA,NA,NA,NA,0,",skc"
1865-02-08 14:00:00,5,NA,7.08,1024.28,NA,76,NA,4.33,NA,6,NA,NA,NA,NA,NA
1865-02-08 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,",skc"
1865-02-09,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,-1.78,5.11,NA,NA,NA
1865-02-09 07:00:00,NA,NA,6.3,NA,NA,93,NA,1,NA,1.39,NA,NA,15.11,NA,NA
1865-02-09 09:00:00,1.78,NA,NA,1024.86,0,NA,NA,NA,0.39,NA,NA,NA,NA,0,",skc"
1865-02-09 14:00:00,6.67,NA,8.5,1026.31,NA,84.8,NA,6,NA,7.06,NA,NA,NA,NA,NA
1865-02-09 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,4.67,NA,NA,NA,NA,0,",skc"
1865-02-10,NA,NA,NA,NA,NA,NA,3.72,NA,NA,NA,0,7.5,NA,NA,NA
1865-02-10 07:00:00,NA,NA,7.08,NA,NA,97.7,NA,2.22,NA,2.39,NA,NA,18.83,NA,NA
1865-02-10 09:00:00,2.17,NA,NA,1022.05,0,NA,NA,NA,2,NA,NA,NA,NA,0,",sh"
1865-02-10 14:00:00,5.28,NA,8.3,1020.45,NA,90.7,NA,5.11,NA,5.72,NA,NA,NA,NA,NA
1865-02-10 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,4.28,NA,NA,NA,NA,0,NA
1865-02-11,NA,NA,NA,NA,NA,NA,3.28,NA,NA,NA,1,5.56,NA,NA,NA
1865-02-11 07:00:00,NA,NA,8.06,NA,NA,94.8,NA,4.33,NA,4.67,NA,NA,12.22,NA,NA
1865-02-11 09:00:00,4.17,90,NA,1012.7,0,NA,NA,NA,3.89,NA,NA,NA,NA,8.84,",ra"
1865-02-11 14:00:00,4.78,NA,8.3,1007.86,NA,92.5,NA,4.94,NA,5.44,NA,NA,NA,NA,NA
1865-02-11 15:00:00,NA,0,NA,NA,NA,NA,NA,NA,4.28,NA,NA,NA,NA,8.84,",sh"
1865-02-12,NA,NA,NA,NA,NA,NA,3.39,NA,NA,NA,1.56,5.22,NA,NA,NA
1865-02-12 07:00:00,NA,NA,8.36,NA,NA,97.6,NA,4.61,NA,4.78,NA,NA,11.94,NA,NA
1865-02-12 09:00:00,5.5,45,NA,1009.25,0,NA,NA,NA,4.39,NA,NA,NA,NA,8.84,",skc"
1865-02-12 14:00:00,5.28,NA,7.48,1011.18,NA,84.7,NA,4.22,NA,5.22,NA,NA,NA,NA,NA
1865-02-12 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,2.83,NA,NA,NA,NA,8.84,",skc"
1865-02-13,NA,NA,NA,NA,NA,NA,2.61,NA,NA,NA,-1.39,6.67,NA,NA,NA
1865-02-13 07:00:00,NA,NA,6.77,NA,NA,90.9,NA,2.22,NA,2.78,NA,NA,17.44,NA,NA
1865-02-13 09:00:00,2.22,135,NA,991.06,0,NA,NA,NA,1.39,NA,NA,NA,NA,19.76,",ra"
1865-02-13 14:00:00,4.5,NA,6.57,1001.9,NA,75.8,NA,3.28,NA,4.94,NA,NA,NA,NA,NA
1865-02-13 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,8.84,NA
1865-02-14,NA,NA,NA,NA,NA,NA,1.78,NA,NA,NA,-1.39,5,NA,NA,NA
1865-02-14 07:00:00,NA,NA,6.37,NA,NA,94.9,NA,1,NA,1.28,NA,NA,6.39,NA,NA
1865-02-14 09:00:00,0.67,90,NA,1010.02,0,NA,NA,NA,0.56,NA,NA,NA,NA,15.3,",sn"
1865-02-14 14:00:00,2.17,NA,6.81,1002.64,NA,91.8,NA,2.17,NA,2.67,NA,NA,NA,NA,NA
1865-02-14 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,1.44,NA,NA,NA,NA,15.3,",ra"
1865-02-15,NA,NA,NA,NA,NA,NA,1.06,NA,NA,NA,-0.28,2.39,NA,NA,NA
1865-02-15 07:00:00,NA,NA,6.6,NA,NA,97,NA,1.28,NA,1.44,NA,NA,5.72,NA,NA
1865-02-15 09:00:00,1.22,NA,NA,987.37,0,NA,NA,NA,1.06,NA,NA,NA,NA,0,",ra"
1865-02-15 14:00:00,2.17,NA,6.26,994.24,NA,84.9,NA,1.67,NA,2.61,NA,NA,NA,NA,NA
1865-02-15 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,12.5,",sn"
1865-02-16,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,-2,4.78,NA,NA,NA
1865-02-16 07:00:00,NA,NA,6.37,NA,NA,95.9,NA,0.89,NA,1.11,NA,NA,10.28,NA,NA
1865-02-16 09:00:00,1.44,90,NA,1005.18,0,NA,NA,NA,0.56,NA,NA,NA,NA,15.3,",skc"
1865-02-16 14:00:00,2.22,NA,5.66,997.26,NA,74.6,NA,1.17,NA,3,NA,NA,NA,NA,NA
1865-02-16 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,21.64,NA
1865-02-17,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,-0.28,2.78,NA,NA,NA
1865-02-17 07:00:00,NA,NA,6.43,NA,NA,93.1,NA,1.28,NA,1.67,NA,NA,13.06,NA,NA
1865-02-17 09:00:00,1.11,90,NA,1001.52,0,NA,NA,NA,0.67,NA,NA,NA,NA,15.3,",ra"
1865-02-17 14:00:00,2.5,NA,6.74,1003.49,NA,90.3,NA,2.22,NA,2.83,NA,NA,NA,NA,NA
1865-02-17 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,15.3,",ra"
1865-02-18,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,-1.39,4.72,NA,NA,NA
1865-02-18 07:00:00,NA,NA,6.57,NA,NA,94.2,NA,1.5,NA,1.83,NA,NA,6.67,NA,NA
1865-02-18 09:00:00,1.56,45,NA,1007.21,0,NA,NA,NA,1,NA,NA,NA,NA,8.84,",skc"
1865-02-18 14:00:00,5.83,NA,6.71,1003.25,NA,73.1,NA,3.89,NA,5.78,NA,NA,NA,NA,NA
1865-02-18 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1.28,NA,NA,NA,NA,0,",skc"
1865-02-19,NA,NA,NA,NA,NA,NA,2.11,NA,NA,NA,-1.78,6,NA,NA,NA
1865-02-19 07:00:00,NA,NA,5.22,NA,NA,84.2,NA,-0.56,NA,0.17,NA,NA,15.28,NA,NA
1865-02-19 09:00:00,0.44,NA,NA,1003.42,0,NA,NA,NA,-2.06,NA,NA,NA,NA,0,",skc"
1865-02-19 14:00:00,7.11,NA,6.77,1004.13,NA,69.2,NA,4.39,NA,6.72,NA,NA,NA,NA,NA
1865-02-19 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,NA,8.84,",skc"
1865-02-20,NA,NA,NA,NA,NA,NA,2.06,NA,NA,NA,-2.33,6.5,NA,NA,NA
1865-02-20 07:00:00,NA,NA,6.23,NA,NA,90.2,NA,1.11,NA,1.67,NA,NA,15.5,NA,NA
1865-02-20 09:00:00,1.28,NA,NA,1008.4,0,NA,NA,NA,0.22,NA,NA,NA,NA,0,",skc"
1865-02-20 14:00:00,5,NA,6.26,1009.82,NA,71.2,NA,3.11,NA,5.17,NA,NA,NA,NA,NA
1865-02-20 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,0,",skc"
1865-02-21,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,-4.44,6.67,NA,NA,NA
1865-02-21 07:00:00,NA,NA,5.52,NA,NA,83.2,NA,0.17,NA,1.11,NA,NA,15.5,NA,NA
1865-02-21 09:00:00,1.83,NA,NA,1021.13,0,NA,NA,NA,-1.33,NA,NA,NA,NA,0,",skc"
1865-02-21 14:00:00,7,NA,5.18,1023.77,NA,53.4,NA,2.78,NA,6.61,NA,NA,NA,NA,NA
1865-02-21 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,-2.17,NA,NA,NA,NA,12.5,",skc"
1865-02-22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-4.33,6.39,NA,NA,NA
1865-02-22 07:00:00,NA,NA,5.01,NA,NA,86,NA,-0.5,NA,0.83,NA,NA,12.78,NA,NA
1865-02-22 09:00:00,1.56,NA,NA,1031.19,0,NA,NA,NA,-2.61,NA,NA,NA,NA,0,",skc"
1865-02-22 14:00:00,6.44,NA,5.35,1031.02,NA,58.3,NA,2.61,NA,5.78,NA,NA,NA,NA,NA
1865-02-22 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,-1.78,NA,NA,NA,NA,8.84,",skc"
1865-02-23,NA,NA,NA,NA,NA,NA,2.33,NA,NA,NA,-1.11,5.83,NA,NA,NA
1865-02-23 07:00:00,NA,NA,5.59,NA,NA,80.9,NA,0.56,NA,1.67,NA,NA,12.78,NA,NA
1865-02-23 09:00:00,1.11,90,NA,1024.69,0,NA,NA,NA,-1.22,NA,NA,NA,NA,8.84,",sh"
1865-02-23 14:00:00,2.33,NA,6.84,1019.88,NA,92.2,NA,2.22,NA,2.67,NA,NA,NA,NA,NA
1865-02-23 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,1.56,NA,NA,NA,NA,8.84,",ra"
1865-02-24,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,-3.44,4.44,NA,NA,NA
1865-02-24 07:00:00,NA,NA,6.33,NA,NA,87.8,NA,1.56,NA,2.22,NA,NA,12.78,NA,NA
1865-02-24 09:00:00,2.78,NA,NA,1028.11,0,NA,NA,NA,0.44,NA,NA,NA,NA,0,",skc"
1865-02-24 14:00:00,6.11,NA,6.1,1027.9,NA,66.4,NA,3.33,NA,5.78,NA,NA,NA,NA,NA
1865-02-24 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,-0.06,NA,NA,NA,NA,8.84,",skc"
1865-02-26,NA,NA,NA,NA,NA,NA,-5.83,NA,NA,NA,-1.11,6.11,NA,NA,NA
1865-02-26 07:00:00,NA,NA,5.49,NA,NA,86.2,NA,-0.17,NA,0.56,NA,NA,15,NA,NA
1865-02-26 09:00:00,0.28,90,NA,1018.49,0,NA,NA,NA,-1.44,NA,NA,NA,NA,12.5,",sn"
1865-02-26 14:00:00,0.56,NA,6.26,1013.65,NA,96.4,NA,0.61,NA,0.83,NA,NA,NA,NA,NA
1865-02-26 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,8.84,",sn"
1865-02-27,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,-0.56,3.33,NA,NA,NA
1865-02-27 07:00:00,NA,NA,6.47,NA,NA,97,NA,1.17,NA,1.17,NA,NA,3.33,NA,NA
1865-02-27 09:00:00,0.83,90,NA,1001.39,0,NA,NA,NA,0.78,NA,NA,NA,NA,15.3,",sn"
1865-02-27 14:00:00,2.78,NA,4.57,999.7,NA,60.3,NA,0.28,NA,3,NA,NA,NA,NA,NA
1865-02-27 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,-3.78,NA,NA,NA,NA,15.3,",sn"
1865-02-28,NA,NA,NA,NA,NA,NA,-2.94,NA,NA,NA,-9.72,3.89,NA,NA,NA
1865-02-28 07:00:00,NA,NA,2.17,NA,NA,56.6,NA,-6.94,NA,-6.11,NA,NA,12.78,NA,NA
1865-02-28 09:00:00,-5.33,90,NA,1005.62,0,NA,NA,NA,-13.06,NA,NA,NA,NA,15.3,",skc"
1865-02-28 14:00:00,-6,NA,1.46,1014.8,NA,41,NA,-8.67,NA,-6.94,NA,NA,NA,NA,NA
1865-02-28 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,12.5,",skc"
1865-03-01,NA,NA,NA,NA,NA,NA,-9.89,NA,NA,NA,-13.61,-5.56,NA,NA,NA
1865-03-01 07:00:00,NA,NA,1.12,NA,NA,33,NA,-8.78,NA,-7.56,NA,NA,10.56,NA,NA
1865-03-01 09:00:00,-7.11,45,NA,1017.47,0,NA,NA,NA,-17.61,NA,NA,NA,NA,15.3,",skc"
1865-03-01 14:00:00,-1.11,NA,3.93,1021.5,NA,76.3,NA,-2.83,NA,-2.22,NA,NA,NA,NA,NA
1865-03-01 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,-5.67,NA,NA,NA,NA,12.5,",skc"
1865-03-02,NA,NA,NA,NA,NA,NA,-6.22,NA,NA,NA,-10.17,-2.22,NA,NA,NA
1865-03-02 07:00:00,NA,NA,2.78,NA,NA,74.1,NA,-6.56,NA,-6.11,NA,NA,5.56,NA,NA
1865-03-02 09:00:00,-6.61,90,NA,1021.33,0,NA,NA,NA,-9.89,NA,NA,NA,NA,12.5,",ovc"
1865-03-02 14:00:00,-4.17,NA,4.06,1020.35,NA,91.8,NA,-4.33,NA,-4.17,NA,NA,NA,NA,NA
1865-03-02 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,-5.22,NA,NA,NA,NA,12.5,",ovc"
1865-03-03,NA,NA,NA,NA,NA,NA,-4.44,NA,NA,NA,-7.11,-1.78,NA,NA,NA
1865-03-03 07:00:00,NA,NA,4.27,NA,NA,82.9,NA,-2.67,NA,-2.28,NA,NA,0.72,NA,NA
1865-03-03 09:00:00,-2.33,90,NA,1004.2,0,NA,NA,NA,-5.17,NA,NA,NA,NA,12.5,NA
1865-03-03 14:00:00,2.06,NA,5.45,1004.13,NA,77.4,NA,0.61,NA,1.94,NA,NA,NA,NA,NA
1865-03-03 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,NA,NA,NA,NA,0,NA
1865-03-04,NA,NA,NA,NA,NA,NA,-0.94,NA,NA,NA,-3.06,1.22,NA,NA,NA
1865-03-04 07:00:00,NA,NA,5.01,NA,NA,85.5,NA,-1.11,NA,-0.56,NA,NA,14.33,NA,NA
1865-03-04 09:00:00,-0.56,NA,NA,1009.04,1.02,NA,NA,NA,-2.61,NA,NA,NA,NA,0,",sn"
1865-03-04 14:00:00,0.56,NA,5.96,1009.01,NA,89.3,NA,0.56,NA,1.17,NA,NA,NA,NA,NA
1865-03-04 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,-0.39,NA,NA,NA,NA,8.84,NA
1865-03-05,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,-1.11,3.17,NA,NA,NA
1865-03-05 07:00:00,NA,NA,7.48,NA,NA,90.9,NA,3.61,NA,4.17,NA,NA,4.44,NA,NA
1865-03-05 09:00:00,3.89,225,NA,1003.52,6.6,NA,NA,NA,2.83,NA,NA,NA,NA,15.3,",ovc"
1865-03-05 14:00:00,4.33,NA,5.69,998.68,NA,68,NA,2.22,NA,4.44,NA,NA,NA,NA,NA
1865-03-05 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,-0.89,NA,NA,NA,NA,21.64,",missing"
1865-03-06,NA,NA,NA,NA,NA,NA,0.94,NA,NA,NA,-4.56,6.44,NA,NA,NA
1865-03-06 07:00:00,NA,NA,7.48,NA,NA,91.7,NA,3.56,NA,4.06,NA,NA,11.78,NA,NA
1865-03-06 09:00:00,4.17,0,NA,1008.13,0,NA,NA,NA,2.83,NA,NA,NA,NA,8.84,",skc"
1865-03-06 14:00:00,-5.28,NA,1.96,1013.38,NA,48.7,NA,-6.44,NA,-5.39,NA,NA,NA,NA,NA
1865-03-06 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,-14.33,NA,NA,NA,NA,17.67,",ovc"
1865-03-07,NA,NA,NA,NA,NA,NA,-6.44,NA,NA,NA,-11.33,-1.56,NA,NA,NA
1865-03-07 07:00:00,NA,NA,2.17,NA,NA,47.5,NA,-10,NA,-8.33,NA,NA,1.83,NA,NA
1865-03-07 09:00:00,-6.94,90,NA,1023.67,0,NA,NA,NA,-13.06,NA,NA,NA,NA,8.84,",skc"
1865-03-07 14:00:00,-3.89,NA,2.51,1024.99,NA,62.2,NA,-7.61,NA,-5.39,NA,NA,NA,NA,NA
1865-03-07 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,-11.28,NA,NA,NA,NA,12.5,",skc"
1865-03-08,NA,NA,NA,NA,NA,NA,-10.89,NA,NA,NA,-16.39,-5.33,NA,NA,NA
1865-03-08 07:00:00,NA,NA,2.24,NA,NA,76.7,NA,-9.83,NA,-9.44,NA,NA,4.44,NA,NA
1865-03-08 09:00:00,-9.44,90,NA,1029.87,0,NA,NA,NA,-12.72,NA,NA,NA,NA,15.3,",skc"
1865-03-08 14:00:00,-4.06,NA,3.05,1027.84,NA,68.7,NA,-4.89,NA,-4.17,NA,NA,NA,NA,NA
1865-03-08 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,-8.78,NA,NA,NA,NA,15.3,",skc"
1865-03-09,NA,NA,NA,NA,NA,NA,-6.83,NA,NA,NA,-10.44,-3.17,NA,NA,NA
1865-03-09 07:00:00,NA,NA,3.86,NA,NA,76.5,NA,-3.11,NA,-2.5,NA,NA,2.22,NA,NA
1865-03-09 09:00:00,-2.33,NA,NA,1015.61,0,NA,NA,NA,-5.94,NA,NA,NA,NA,0,",sn"
1865-03-09 14:00:00,-0.44,NA,4.84,1016.46,NA,81.2,NA,-1.11,NA,-0.39,NA,NA,NA,NA,NA
1865-03-09 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,-3.06,NA,NA,NA,NA,12.5,",sn"
1865-03-10,NA,NA,NA,NA,NA,NA,-1.61,NA,NA,NA,-3.56,0.33,NA,NA,NA
1865-03-10 07:00:00,NA,NA,6.47,NA,NA,100,NA,0.72,NA,0.72,NA,NA,8.44,NA,NA
1865-03-10 09:00:00,0.56,NA,NA,1011.41,7.62,NA,NA,NA,0.72,NA,NA,NA,NA,0,",sn"
1865-03-10 14:00:00,1.11,NA,6.54,1007.69,NA,97.5,NA,1.11,NA,1.28,NA,NA,NA,NA,NA
1865-03-10 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA,15.3,",ra"
1865-03-11,NA,NA,NA,NA,NA,NA,3.61,NA,NA,NA,-0.56,4.44,NA,NA,NA
1865-03-11 07:00:00,NA,NA,6.2,NA,NA,76.9,NA,2.33,NA,3.89,NA,NA,10.83,NA,NA
1865-03-11 09:00:00,3.89,225,NA,1006.5,15.75,NA,NA,NA,0.17,NA,NA,NA,NA,12.5,",skc"
1865-03-11 14:00:00,5,NA,6.71,1012.09,NA,76.7,NA,3.44,NA,5.06,NA,NA,NA,NA,NA
1865-03-11 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,12.5,",skc"
1865-03-12,NA,NA,NA,NA,NA,NA,1.61,NA,NA,NA,-2.33,5.56,NA,NA,NA
1865-03-12 07:00:00,NA,NA,6.74,NA,NA,88.8,NA,2.33,NA,3,NA,NA,16.22,NA,NA
1865-03-12 09:00:00,4,45,NA,1016.66,0,NA,NA,NA,1.33,NA,NA,NA,NA,8.84,",skc"
1865-03-12 14:00:00,5.44,NA,6.1,1014.8,NA,68.2,NA,3.11,NA,5.39,NA,NA,NA,NA,NA
1865-03-12 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,-0.06,NA,NA,NA,NA,8.84,",skc"
1865-03-13,NA,NA,NA,NA,NA,NA,2.78,NA,NA,NA,-0.56,6.11,NA,NA,NA
1865-03-13 07:00:00,NA,NA,6.26,NA,NA,96.9,NA,0.56,NA,0.72,NA,NA,16.5,NA,NA
1865-03-13 09:00:00,0.56,90,NA,1006.84,4.32,NA,NA,NA,0.28,NA,NA,NA,NA,8.84,",sn"
1865-03-13 14:00:00,1.89,NA,7.11,1006.33,NA,94.2,NA,2.61,NA,2.94,NA,NA,NA,NA,NA
1865-03-13 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,2.11,NA,NA,NA,NA,12.5,",ra"
1865-03-14,NA,NA,NA,NA,NA,NA,1.44,NA,NA,NA,-0.56,3.44,NA,NA,NA
1865-03-14 07:00:00,NA,NA,6.98,NA,NA,92.4,NA,2.5,NA,2.94,NA,NA,10.83,NA,NA
1865-03-14 09:00:00,2.78,NA,NA,1018.05,3.56,NA,NA,NA,1.78,NA,NA,NA,NA,0,NA
1865-03-14 14:00:00,3.33,NA,7.21,1018.8,NA,89.1,NA,3.28,NA,3.94,NA,NA,NA,NA,NA
1865-03-14 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,2.28,NA,NA,NA,NA,19.76,",ra"
1865-03-15,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,-0.11,5.17,NA,NA,NA
1865-03-15 07:00:00,NA,NA,6.91,NA,NA,92.7,NA,2.33,NA,2.78,NA,NA,9.89,NA,NA
1865-03-15 09:00:00,2.44,NA,NA,1016.73,1.02,NA,NA,NA,1.67,NA,NA,NA,NA,0,",skc"
1865-03-15 14:00:00,2.44,NA,6.94,1015.58,NA,93.2,NA,2.33,NA,2.72,NA,NA,NA,NA,NA
1865-03-15 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,1.78,NA,NA,NA,NA,0,",ra"
1865-03-16,NA,NA,NA,NA,NA,NA,1.39,NA,NA,NA,-0.44,3.22,NA,NA,NA
1865-03-16 07:00:00,NA,NA,6.6,NA,NA,87.1,NA,2.22,NA,3,NA,NA,12.94,NA,NA
1865-03-16 09:00:00,3.17,NA,NA,1011.41,4.57,NA,NA,NA,1.06,NA,NA,NA,NA,0,",skc"
1865-03-16 14:00:00,7.5,NA,7.04,1015.82,NA,67.3,NA,5.17,NA,7.67,NA,NA,NA,NA,NA
1865-03-16 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,1.94,NA,NA,NA,NA,8.84,",skc"
1865-03-17,NA,NA,NA,NA,NA,NA,3.06,NA,NA,NA,-1.11,7.22,NA,NA,NA
1865-03-17 07:00:00,NA,NA,6.6,NA,NA,90.3,NA,1.94,NA,2.5,NA,NA,22.22,NA,NA
1865-03-17 09:00:00,2.17,90,NA,1017.71,0,NA,NA,NA,1.06,NA,NA,NA,NA,8.84,",skc"
1865-03-17 14:00:00,6.67,NA,5.59,1011.35,NA,56.5,NA,3.33,NA,6.83,NA,NA,NA,NA,NA
1865-03-17 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,-1.17,NA,NA,NA,NA,8.84,",skc"
