"StationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"FortPrinceofWales","58.8","-94.2","6","America/Winnipeg","6","71696","5060608"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"ObservationDate"
