"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HarbourGrace","47.53","-52.57","6","America/Goose_Bay","3.5","71250",NA
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cd","cv","dd","hd","p","pr","ptb","pte","sd","ta","ta_mean","w","ww"
1873-06-20 07:00:00,11.11,NA,NA,135,NA,1014.56,NA,NA,NA,NA,6.67,NA,2,",hz"
1873-06-20 14:00:00,12.78,NA,NA,90,NA,1014.56,NA,NA,NA,NA,10,NA,2,NA
1873-06-20 21:00:00,10.56,NA,NA,45,NA,1011.51,NA,NA,NA,NA,6.11,NA,2,",hz"
1873-06-21,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,7.61,NA,"misty rain"
1873-06-21 07:00:00,9.44,NA,NA,90,NA,1000.68,NA,NA,NA,NA,6.11,NA,2,",hz"
1873-06-21 14:00:00,11.67,NA,NA,90,NA,997.63,NA,NA,NA,NA,10.56,NA,1,",fg"
1873-06-21 21:00:00,11.11,NA,NA,315,NA,999.66,NA,NA,NA,NA,6.11,NA,1,NA
1873-06-22,NA,NA,NA,NA,NA,NA,2.29,"1:00 pm",NA,NA,NA,9.33,NA,"misty rain"
1873-06-22 07:00:00,10.56,NA,NA,315,NA,1000,NA,NA,NA,NA,10.83,NA,2,NA
1873-06-22 14:00:00,11.11,NA,NA,45,NA,1000,NA,NA,NA,NA,10.56,NA,2,",ra"
1873-06-22 21:00:00,11.11,NA,NA,315,NA,1011.85,NA,NA,NA,NA,6.67,NA,1,",hz"
1873-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA
1873-06-23 07:00:00,8.33,NA,NA,135,NA,1019.3,NA,NA,NA,NA,8.33,NA,1,",hz"
1873-06-23 14:00:00,12.78,NA,NA,90,NA,1021.33,NA,NA,NA,NA,11.11,NA,1,NA
1873-06-23 21:00:00,11.11,NA,2,90,"45",1021.67,NA,NA,NA,NA,7.22,NA,1,NA
1873-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61,NA,NA
1873-06-24 07:00:00,10,NA,NA,90,NA,1022.69,NA,NA,NA,NA,6.67,NA,1,",fg"
1873-06-24 14:00:00,14.44,45,1,90,NA,1023.03,NA,NA,NA,NA,10.56,NA,5,NA
1873-06-24 21:00:00,13.89,NA,NA,90,NA,1024.72,NA,NA,NA,NA,8.61,NA,1,NA
1873-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.28,NA,NA
1873-06-25 07:00:00,11.11,NA,NA,90,NA,1026.08,NA,NA,NA,NA,10.28,NA,1,NA
1873-06-25 14:00:00,15,NA,NA,90,NA,1027.43,NA,NA,NA,NA,13.89,NA,2,NA
1873-06-25 21:00:00,12.78,NA,1,NA,"90",1027.43,NA,NA,NA,NA,6.67,NA,0,NA
1873-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.17,NA,NA
1873-06-26 07:00:00,10.56,NA,NA,225,NA,1025.4,NA,NA,NA,NA,10,NA,5,NA
1873-06-26 14:00:00,20,NA,NA,270,NA,1021.33,NA,NA,NA,NA,21.11,NA,5,NA
1873-06-26 21:00:00,17.78,NA,NA,315,NA,1019.98,NA,NA,NA,NA,14.44,NA,5,NA
1873-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.56,NA,NA
1873-06-27 07:00:00,14.44,270,1,225,NA,1015.92,NA,NA,NA,NA,15,NA,5,NA
1873-06-27 14:00:00,20.56,270,1,247.5,NA,1014.56,NA,NA,NA,NA,21.11,NA,5,NA
1873-06-27 21:00:00,18.89,NA,NA,247.5,NA,1014.9,NA,NA,NA,NA,13.61,NA,5,NA
1873-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA
1873-06-28 07:00:00,14.44,NA,NA,247.5,NA,1014.22,NA,NA,NA,NA,16.67,NA,2,NA
1873-06-28 14:00:00,20,NA,NA,247.5,NA,1011.85,NA,NA,NA,NA,20.56,NA,11,NA
1873-06-28 21:00:00,19.44,NA,NA,247.5,NA,1011.85,NA,NA,NA,NA,14.44,NA,2,NA
1873-06-29,NA,NA,NA,NA,NA,NA,3.81,"4:00 pm","12:00 pm",NA,NA,16.67,NA,NA
1873-06-29 07:00:00,16.67,270,1,247.5,NA,1012.19,NA,NA,NA,NA,16.67,NA,5,NA
1873-06-29 14:00:00,20.56,315,2,315,NA,1012.53,NA,NA,NA,NA,20,NA,2,NA
1873-06-29 21:00:00,17.22,NA,NA,315,NA,1014.56,NA,NA,NA,NA,13.33,NA,1,NA
1873-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.61,NA,NA
1873-06-30 07:00:00,13.89,NA,NA,247.5,NA,1017.95,NA,NA,NA,NA,16.67,NA,5,NA
1873-06-30 14:00:00,23.89,NA,NA,247.5,NA,1023.03,NA,NA,NA,NA,23.89,NA,5,NA
1873-06-30 21:00:00,18.33,NA,NA,247.5,NA,1023.03,NA,NA,NA,NA,18.33,NA,5,NA
1873-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.72,NA,NA
1873-07-01 07:00:00,17.78,270,2,247.5,NA,1026.75,NA,NA,NA,NA,17.22,NA,5,NA
1873-07-01 14:00:00,24.44,270,2,247.5,NA,1027.43,NA,NA,NA,NA,24.17,NA,11,NA
1873-07-01 21:00:00,18.89,NA,0,247.5,NA,1027.77,NA,NA,NA,NA,17.78,NA,5,NA
1873-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.83,NA,NA
1873-07-02 07:00:00,20,NA,NA,247.5,NA,1026.75,NA,NA,NA,NA,18.89,NA,5,NA
1873-07-02 14:00:00,25,NA,NA,247.5,NA,1024.72,NA,NA,NA,NA,23.33,NA,11,NA
1873-07-02 21:00:00,21.11,NA,NA,247.5,NA,1023.71,NA,NA,NA,NA,17.22,NA,5,NA
1873-07-03,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,16.56,NA,"misty rain"
1873-07-03 07:00:00,18.89,NA,NA,225,NA,1018.63,NA,NA,NA,NA,17.5,NA,2,NA
1873-07-03 14:00:00,23.89,45,1,90,NA,1021,NA,NA,NA,NA,20.56,NA,5,NA
1873-07-03 21:00:00,12.78,NA,NA,225,NA,1023.71,NA,NA,NA,NA,11.67,NA,5,",hz"
1873-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.83,NA,NA
1873-07-04 07:00:00,18.89,NA,NA,NA,NA,1024.04,NA,NA,NA,NA,13.33,NA,0,",hz"
1873-07-04 14:00:00,23.89,NA,NA,225,NA,1021.33,NA,NA,NA,NA,22.22,NA,2,NA
1873-07-04 21:00:00,15,NA,NA,135,NA,1017.61,NA,NA,NA,NA,15,NA,5,",hz"
1873-07-05,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,18.72,NA,"misty rain"
1873-07-05 07:00:00,20.56,NA,NA,225,NA,1012.53,NA,NA,NA,NA,16.67,NA,5,NA
1873-07-05 14:00:00,21.67,270,1,315,NA,1012.53,NA,NA,NA,NA,22.22,NA,2,NA
1873-07-05 21:00:00,18.33,NA,NA,NA,NA,1012.53,NA,NA,NA,NA,17.22,NA,NA,",hz"
1873-07-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-07-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-07-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873-07-07,NA,NA,NA,NA,NA,NA,7.62,NA,NA,NA,NA,15.83,NA,"misty rain"
1873-07-07 07:00:00,16.67,NA,NA,225,NA,1012.87,NA,NA,NA,NA,16.39,NA,2,NA
1873-07-07 14:00:00,23.33,NA,NA,270,NA,1012.87,NA,NA,NA,NA,19.44,NA,1,NA
1873-07-07 21:00:00,16.11,NA,NA,135,NA,1018.29,NA,NA,NA,NA,11.67,NA,1,NA
1873-07-08,NA,NA,NA,NA,NA,NA,0.23,"9:00 am",NA,NA,NA,10.17,NA,"misty rain"
1873-07-08 07:00:00,15.56,NA,NA,90,NA,1018.96,NA,NA,NA,NA,8.89,NA,5,",fg"
1873-07-08 14:00:00,16.67,NA,NA,90,NA,1018.96,NA,NA,NA,NA,11.11,NA,5,",hz"
1873-07-08 21:00:00,16.11,NA,NA,90,NA,1022.69,NA,NA,NA,NA,10.56,NA,2,",ra"
1873-07-09,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,11.5,NA,"misty rain"
1873-07-09 07:00:00,14.44,NA,NA,90,NA,1027.43,NA,NA,NA,NA,10,NA,2,",hz"
1873-07-09 14:00:00,16.11,NA,NA,90,NA,1027.43,NA,NA,NA,NA,14.17,NA,2,",hz"
1873-07-09 21:00:00,15.56,NA,NA,135,NA,1028.11,NA,NA,NA,NA,10.28,NA,2,",hz"
1873-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA
1873-07-10 07:00:00,15,NA,NA,135,NA,1025.4,NA,NA,NA,NA,14.44,NA,1,",hz"
1873-07-10 14:00:00,23.33,270,1,225,NA,1024.04,NA,NA,NA,NA,22.78,NA,16,NA
1873-07-10 21:00:00,16.11,NA,NA,225,NA,1020.66,NA,NA,NA,NA,16.11,NA,20,",hz"
1873-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.17,NA,NA
1873-07-11 07:00:00,16.94,270,1,135,NA,1025.74,NA,NA,NA,NA,23.33,NA,1,NA
1873-07-11 14:00:00,21.11,NA,NA,45,NA,1027.77,NA,NA,NA,NA,18.33,NA,5,NA
1873-07-11 21:00:00,16.67,NA,NA,135,NA,1027.09,NA,NA,NA,NA,18.89,NA,1,NA
1873-07-12,NA,NA,NA,NA,NA,NA,2.29,"8:30 pm","12:00 pm",NA,NA,21.78,NA,"rain"
1873-07-12 07:00:00,19.44,270,1,225,NA,1024.72,NA,NA,NA,NA,22.78,NA,1,NA
1873-07-12 14:00:00,23.89,225,3,225,NA,1021.33,NA,NA,NA,NA,24.17,NA,5,NA
1873-07-12 21:00:00,20.56,NA,NA,180,NA,1016.93,NA,NA,NA,NA,18.33,NA,1,",ra"
1873-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28,NA,NA
1873-07-13 07:00:00,15,NA,NA,247.5,NA,1013.88,NA,NA,NA,NA,13.33,NA,11,",hz"
1873-07-13 14:00:00,17.78,270,1,270,NA,1013.21,NA,NA,NA,NA,17.22,NA,16,NA
1873-07-13 21:00:00,15,NA,NA,270,NA,1014.56,NA,NA,NA,NA,12.22,NA,5,",hz"
1873-07-14,NA,NA,NA,NA,NA,NA,0.25,"2:00 pm",NA,NA,NA,15.39,NA,"shower"
1873-07-14 07:00:00,13.89,NA,NA,247.5,NA,1011.18,NA,NA,NA,NA,17.22,NA,5,NA
1873-07-14 14:00:00,17.78,NA,NA,45,NA,1008.47,NA,NA,NA,NA,18.33,NA,5,",ra"
1873-07-14 21:00:00,14.44,NA,NA,315,NA,1010.5,NA,NA,NA,NA,10.56,NA,1,",hz"
1873-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56,NA,NA
1873-07-15 07:00:00,13.61,NA,NA,45,NA,1011.18,NA,NA,NA,NA,10.56,NA,2,NA
1873-07-15 14:00:00,15,NA,NA,45,NA,1011.18,NA,NA,NA,NA,11.67,NA,1,NA
1873-07-15 21:00:00,13.33,NA,NA,NA,NA,1011.18,NA,NA,NA,NA,9.44,NA,0,NA
1873-07-16,NA,NA,NA,NA,NA,NA,25.4,"8:30 am","continuous",NA,NA,10.44,NA,"rain"
1873-07-16 07:00:00,12.78,NA,NA,135,NA,1006.77,NA,NA,NA,NA,10,NA,2,NA
1873-07-16 14:00:00,13.89,NA,NA,135,NA,1003.39,NA,NA,NA,NA,8.61,NA,11,",ra"
1873-07-16 21:00:00,10,NA,NA,135,NA,998.98,NA,NA,NA,NA,12.78,NA,11,",hz"
1873-07-17,NA,NA,NA,NA,NA,NA,16.26,"9:00","continous",NA,NA,9,NA,"rain"
1873-07-17 07:00:00,12.78,NA,NA,45,NA,996.28,NA,NA,NA,NA,8.61,NA,11,",ra"
1873-07-17 14:00:00,10.28,NA,NA,90,NA,996.28,NA,NA,NA,NA,10,NA,5,",ra"
1873-07-17 21:00:00,12.22,NA,NA,45,NA,997.29,NA,NA,NA,NA,8.33,NA,11,",ra"
1873-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.94,NA,NA
1873-07-18 07:00:00,12.22,270,2,247.5,NA,1005.08,NA,NA,NA,NA,10.56,NA,5,NA
1873-07-18 14:00:00,16.11,315,3,337.5,NA,1011.18,NA,NA,NA,NA,13.33,NA,11,NA
1873-07-18 21:00:00,13.33,NA,NA,337.5,NA,1017.61,NA,NA,NA,NA,8.89,NA,2,NA
1873-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.78,NA,NA
1873-07-19 07:00:00,11.94,NA,NA,247.5,NA,1021.67,NA,NA,NA,NA,12.22,NA,1,NA
1873-07-19 14:00:00,17.22,315,1,90,NA,1021.67,NA,NA,NA,NA,17.5,NA,1,NA
1873-07-19 21:00:00,16.67,NA,NA,247.5,NA,1022.35,NA,NA,NA,NA,11.67,NA,2,NA
1873-07-20,NA,NA,NA,NA,NA,NA,8.13,"7:30 am","10:00 pm",NA,NA,16.11,NA,"heavy rain"
1873-07-20 07:00:00,13.89,270,1,247.5,NA,1022.01,NA,NA,NA,NA,16.94,NA,1,NA
1873-07-20 14:00:00,17.78,NA,NA,225,NA,1018.29,NA,NA,NA,NA,18.89,NA,2,",hz"
1873-07-20 21:00:00,15,NA,NA,135,NA,1014.22,NA,NA,NA,NA,12.5,NA,2,",fg"
1873-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.94,NA,NA
1873-07-21 07:00:00,15,NA,NA,225,NA,1004.4,NA,NA,NA,NA,14.17,NA,11,NA
1873-07-21 14:00:00,19.44,NA,NA,247.5,NA,1006.43,NA,NA,NA,NA,19.44,NA,5,NA
1873-07-21 21:00:00,19.17,NA,NA,247.5,NA,1007.45,NA,NA,NA,NA,17.22,NA,1,NA
1873-07-22,NA,NA,NA,NA,NA,NA,3.81,"9:45 am","12:00 pm",NA,NA,12.39,NA,"rain"
1873-07-22 07:00:00,16.67,NA,NA,225,NA,1008.81,NA,NA,NA,NA,15.56,NA,1,NA
1873-07-22 14:00:00,16.94,NA,NA,90,NA,1009.48,NA,NA,NA,NA,10.56,NA,5,",ra"
1873-07-22 21:00:00,15,NA,NA,NA,NA,1011.85,NA,NA,NA,NA,11.11,NA,0,NA
1873-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.67,NA,NA
1873-07-23 07:00:00,14.72,315,1,135,NA,1017.27,NA,NA,NA,NA,16.39,NA,1,NA
1873-07-23 14:00:00,18.33,NA,NA,90,NA,1017.27,NA,NA,NA,NA,19.44,NA,11,NA
1873-07-23 21:00:00,17.22,NA,NA,NA,NA,1016.59,NA,NA,NA,NA,11.11,NA,0,NA
1873-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.78,NA,NA
1873-07-24 07:00:00,15.56,225,2,225,NA,1013.55,NA,NA,NA,NA,18.33,NA,2,NA
1873-07-24 14:00:00,22.22,NA,NA,247.5,NA,1011.51,NA,NA,NA,NA,22.78,NA,5,NA
1873-07-24 21:00:00,20,NA,NA,247.5,NA,1011.18,NA,NA,NA,NA,15.28,NA,2,NA
1873-07-25,NA,NA,NA,NA,NA,NA,6.35,"6:00 am","9:00 am",NA,NA,15.94,NA,NA
1873-07-25 07:00:00,18.06,NA,NA,247.5,NA,1008.47,NA,NA,NA,NA,15.56,NA,2,",fg"
1873-07-25 14:00:00,21.11,NA,NA,247.5,NA,1010.5,NA,NA,NA,NA,19.44,NA,5,NA
1873-07-25 21:00:00,18.89,NA,NA,315,NA,1015.24,NA,NA,NA,NA,18.33,NA,5,NA
1873-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.11,NA,NA
1873-07-26 07:00:00,16.11,270,1,247.5,NA,1021,NA,NA,NA,NA,15,NA,2,NA
1873-07-26 14:00:00,20.28,270,2,270,NA,1022.01,NA,NA,NA,NA,20.83,NA,5,NA
1873-07-26 21:00:00,19.44,NA,NA,270,NA,1018.96,NA,NA,NA,NA,15.56,NA,2,",hz"
1873-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.33,NA,NA
1873-07-27 07:00:00,18.89,NA,NA,270,NA,1021,NA,NA,NA,NA,17.22,NA,5,",hz"
1873-07-27 14:00:00,22.5,270,2,270,NA,1020.32,NA,NA,NA,NA,23.33,NA,5,NA
1873-07-27 21:00:00,21.11,NA,NA,315,NA,1020.66,NA,NA,NA,NA,17.5,NA,2,",hz"
1873-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA
1873-07-28 07:00:00,18.89,NA,NA,247.5,NA,1021.33,NA,NA,NA,NA,17.78,NA,2,",hz"
1873-07-28 14:00:00,21.67,NA,NA,NA,NA,1022.01,NA,NA,NA,NA,21.67,NA,0,",hz"
1873-07-28 21:00:00,17.78,NA,NA,45,NA,1025.06,NA,NA,NA,NA,10,NA,1,NA
1873-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.56,NA,NA
1873-07-29 07:00:00,14.44,NA,NA,135,NA,1027.77,NA,NA,NA,NA,17.22,NA,1,NA
1873-07-29 14:00:00,19.72,NA,NA,135,NA,1028.45,NA,NA,NA,NA,17.78,NA,2,NA
1873-07-29 21:00:00,16.67,NA,NA,90,NA,1028.78,NA,NA,NA,NA,11.67,NA,1,NA
1873-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.61,NA,NA
1873-07-30 07:00:00,14.44,NA,NA,180,NA,1028.11,NA,NA,NA,NA,11.11,NA,1,NA
1873-07-30 14:00:00,18.61,270,1,225,NA,1025.4,NA,NA,NA,NA,19.17,NA,5,NA
1873-07-30 21:00:00,16.67,NA,NA,225,NA,1024.04,NA,NA,NA,NA,13.61,NA,5,NA
1873-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA
1873-07-31 07:00:00,17.78,NA,NA,225,NA,1018.63,NA,NA,NA,NA,17.22,NA,2,NA
1873-07-31 14:00:00,23.33,NA,NA,247.5,NA,1019.3,NA,NA,NA,NA,23.61,NA,2,NA
1873-07-31 21:00:00,21.67,NA,NA,45,NA,1023.03,NA,NA,NA,NA,15.83,NA,5,",fg"
1873-08-01,NA,NA,NA,NA,NA,NA,6.86,"night",NA,NA,NA,15.39,NA,NA
1873-08-01 07:00:00,18.89,NA,NA,90,NA,1026.08,NA,NA,NA,NA,14.72,NA,1,NA
1873-08-01 14:00:00,20,NA,NA,135,NA,1026.08,NA,NA,NA,NA,19.17,NA,2,NA
1873-08-01 21:00:00,17.78,NA,NA,NA,NA,1026.08,NA,NA,NA,NA,12.22,NA,0,NA
1873-08-02,NA,NA,NA,NA,NA,NA,40.89,"9:00 am","8:00 am",NA,NA,16.11,NA,NA
1873-08-02 07:00:00,16.67,NA,NA,NA,NA,1018.96,NA,NA,NA,NA,12.78,NA,0,",fg"
1873-08-02 14:00:00,18.33,NA,NA,180,NA,1015.92,NA,NA,NA,NA,18.33,NA,1,NA
1873-08-02 21:00:00,20,NA,NA,270,NA,1015.92,NA,NA,NA,NA,17.22,NA,1,NA
1873-08-03,NA,NA,NA,NA,NA,NA,0.23,"9:00 am",NA,NA,NA,19.83,NA,NA
1873-08-03 07:00:00,18.89,NA,NA,270,NA,1016.93,NA,NA,NA,NA,17.22,NA,1,NA
1873-08-03 14:00:00,24.44,270,1,270,NA,1017.27,NA,NA,NA,NA,23.89,NA,5,NA
1873-08-03 21:00:00,22.22,NA,NA,270,NA,1015.92,NA,NA,NA,NA,18.33,NA,2,",hz"
1873-08-04,NA,NA,NA,NA,NA,NA,2.29,"4:00 pm","5:00 pm",NA,NA,18.61,NA,NA
1873-08-04 07:00:00,19.44,NA,NA,247.5,NA,1015.58,NA,NA,NA,NA,18.33,NA,2,NA
1873-08-04 14:00:00,23.33,NA,NA,247.5,NA,1014.56,NA,NA,NA,NA,23.33,NA,5,",hz"
1873-08-04 21:00:00,20.56,NA,NA,315,NA,1015.58,NA,NA,NA,NA,14.17,NA,11,NA
1873-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.39,NA,NA
1873-08-05 07:00:00,15.83,NA,NA,45,NA,1019.3,NA,NA,NA,NA,10,NA,11,",hz"
1873-08-05 14:00:00,16.11,NA,NA,45,NA,1020.66,NA,NA,NA,NA,13.06,NA,5,",hz"
1873-08-05 21:00:00,15,NA,NA,45,NA,1022.01,NA,NA,NA,NA,8.06,NA,1,",hz"
1873-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33,NA,NA
1873-08-06 07:00:00,12.22,NA,NA,135,NA,1022.69,NA,NA,NA,NA,13.06,NA,1,NA
1873-08-06 14:00:00,16.67,NA,NA,135,NA,1023.71,NA,NA,NA,NA,16.11,NA,2,NA
1873-08-06 21:00:00,15,NA,NA,225,NA,1024.04,NA,NA,NA,NA,10.83,NA,1,NA
1873-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.17,NA,NA
1873-08-07 07:00:00,13.61,NA,NA,135,NA,1024.04,NA,NA,NA,NA,16.11,NA,1,NA
1873-08-07 14:00:00,20,NA,NA,135,NA,1022.69,NA,NA,NA,NA,18.33,NA,2,NA
1873-08-07 21:00:00,15.56,NA,NA,135,NA,1019.64,NA,NA,NA,NA,11.11,NA,1,NA
1873-08-08,NA,NA,NA,NA,NA,NA,0.23,"7:00 pm",NA,NA,NA,15.72,NA,"misty rain"
1873-08-08 07:00:00,12.78,0,2,225,NA,1013.88,NA,NA,NA,NA,15,NA,1,NA
1873-08-08 14:00:00,16.67,NA,NA,315,NA,1013.55,NA,NA,NA,NA,17.22,NA,5,",hz"
1873-08-08 21:00:00,16.11,NA,NA,225,NA,1012.19,NA,NA,NA,NA,15,NA,5,",hz"
1873-08-09,NA,NA,NA,NA,NA,NA,0.23,"7:00 am",NA,NA,NA,17.33,NA,"empty"
1873-08-09 07:00:00,17.22,NA,NA,225,NA,1014.22,NA,NA,NA,NA,16.39,NA,1,NA
1873-08-09 14:00:00,19.44,NA,NA,225,NA,1014.56,NA,NA,NA,NA,20,NA,2,NA
1873-08-09 21:00:00,18.33,NA,NA,225,NA,1016.93,NA,NA,NA,NA,15.56,NA,2,NA
1873-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.06,NA,NA
1873-08-10 07:00:00,18.06,NA,NA,247.5,NA,1014.56,NA,NA,NA,NA,17.5,NA,1,NA
1873-08-10 14:00:00,21.67,270,2,270,NA,1014.9,NA,NA,NA,NA,21.67,NA,5,NA
1873-08-10 21:00:00,18.06,NA,NA,270,NA,1015.58,NA,NA,NA,NA,13.89,NA,2,NA
1873-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.83,NA,NA
1873-08-11 07:00:00,16.11,270,3,270,NA,1017.61,NA,NA,NA,NA,17.22,NA,5,NA
1873-08-11 14:00:00,20,315,3,315,NA,1018.29,NA,NA,NA,NA,19.44,NA,5,NA
1873-08-11 21:00:00,17.5,NA,NA,180,NA,1019.3,NA,NA,NA,NA,13.89,NA,1,NA
1873-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.72,NA,NA
1873-08-12 07:00:00,15.28,NA,NA,180,NA,1020.66,NA,NA,NA,NA,16.67,NA,1,NA
1873-08-12 14:00:00,19.72,225,1,90,NA,1022.69,NA,NA,NA,NA,17.78,NA,2,NA
1873-08-12 21:00:00,17.22,NA,NA,180,NA,1024.38,NA,NA,NA,NA,12.78,NA,1,NA
1873-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17,NA,NA
1873-08-13 07:00:00,15.56,NA,NA,225,NA,1026.08,NA,NA,NA,NA,17.22,NA,1,NA
1873-08-13 14:00:00,22.22,NA,NA,270,NA,1025.4,NA,NA,NA,NA,21.67,NA,5,NA
1873-08-13 21:00:00,18.89,NA,NA,270,NA,1024.72,NA,NA,NA,NA,15.56,NA,1,NA
1873-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44,NA,NA
1873-08-14 07:00:00,17.22,270,1,247.5,NA,1024.72,NA,NA,NA,NA,17.22,NA,2,NA
1873-08-14 14:00:00,25,NA,NA,247.5,NA,1024.72,NA,NA,NA,NA,20.56,NA,2,NA
1873-08-14 21:00:00,20.56,NA,NA,270,NA,1024.72,NA,NA,NA,NA,17.5,NA,1,NA
1873-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.61,NA,NA
1873-08-15 07:00:00,18.33,NA,NA,270,NA,1024.72,NA,NA,NA,NA,19.17,NA,2,NA
1873-08-15 14:00:00,25,NA,NA,315,NA,1022.69,NA,NA,NA,NA,24.72,NA,5,NA
1873-08-15 21:00:00,21.11,NA,NA,315,NA,1022.69,NA,NA,NA,NA,15,NA,2,NA
1873-08-16,NA,NA,NA,NA,NA,NA,1.02,"8:00 am",NA,NA,NA,20.83,NA,"misty rain"
1873-08-16 07:00:00,21.11,NA,NA,247.5,NA,1023.71,NA,NA,NA,NA,19.44,NA,1,NA
1873-08-16 14:00:00,23.89,270,1,247.5,NA,1024.38,NA,NA,NA,NA,24.17,NA,11,NA
1873-08-16 21:00:00,23.89,NA,NA,270,NA,1023.03,NA,NA,NA,NA,18.89,NA,2,NA
1873-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.94,NA,NA
1873-08-17 07:00:00,21.11,270,3,247.5,NA,1020.66,NA,NA,NA,NA,19.44,NA,5,NA
1873-08-17 14:00:00,23.89,270,3,270,NA,1020.66,NA,NA,NA,NA,24.44,NA,5,NA
1873-08-17 21:00:00,21.11,NA,NA,270,NA,1020.66,NA,NA,NA,NA,18.89,NA,2,NA
1873-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA
