"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HalifaxCH","44.65","-63.6","53","America/Halifax","4","71327","8202220"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ta","ta_range","tb","tdb","Tn","Tx","Txs","w","ww"
1864-04-11 06:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 09:00:00,NA,NA,NA,NA,2,NA,0.89,2,NA,NA,NA,NA,NA
1864-04-11 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 14:00:00,NA,NA,NA,NA,NA,NA,3.78,1.11,NA,NA,NA,NA,NA
1864-04-11 15:00:00,NA,NA,1006.77,NA,1.11,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 21:00:00,NA,NA,NA,NA,NA,NA,1.89,1.89,NA,NA,NA,NA,NA
1864-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1864-04-12 06:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 09:00:00,NA,NA,NA,NA,-0.11,NA,-0.44,-0.11,NA,NA,NA,NA,NA
1864-04-12 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 14:00:00,NA,NA,NA,NA,NA,NA,0.56,1.56,NA,NA,NA,NA,NA
1864-04-12 15:00:00,NA,NA,1007.45,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 21:00:00,NA,NA,NA,NA,NA,NA,-0.33,0.22,NA,NA,NA,NA,NA
1864-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1864-04-13 06:00:00,NA,NA,1008.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 09:00:00,NA,NA,NA,NA,1.44,NA,0.89,1.44,NA,NA,NA,NA,NA
1864-04-13 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 14:00:00,NA,NA,NA,NA,NA,NA,1.78,2.44,NA,NA,NA,NA,NA
1864-04-13 15:00:00,NA,NA,1007.11,NA,2.44,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 21:00:00,NA,NA,NA,NA,NA,NA,1.78,2.22,NA,NA,NA,NA,NA
1864-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1864-04-14 06:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 09:00:00,NA,NA,NA,NA,3.33,NA,2.78,3.33,NA,NA,NA,NA,NA
1864-04-14 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 14:00:00,NA,NA,NA,NA,NA,NA,5.11,5.78,NA,NA,NA,NA,NA
1864-04-14 15:00:00,NA,NA,998.98,NA,5.78,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 21:00:00,NA,NA,NA,NA,NA,NA,4,4.44,NA,NA,NA,NA,NA
1864-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 06:00:00,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 09:00:00,NA,NA,NA,NA,2.67,NA,2,2.67,NA,NA,NA,NA,NA
1864-04-15 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-15 14:00:00,NA,NA,NA,NA,NA,NA,5,6.67,NA,NA,NA,NA,NA
1864-04-15 15:00:00,NA,NA,994.92,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 21:00:00,NA,NA,NA,NA,NA,NA,4,5.22,NA,NA,NA,NA,NA
1864-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 06:00:00,NA,NA,994.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 09:00:00,NA,NA,NA,NA,1.44,NA,0.44,1.44,NA,NA,NA,NA,NA
1864-04-16 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1864-04-16 14:00:00,NA,NA,NA,NA,NA,NA,7.56,10.78,NA,NA,NA,NA,NA
1864-04-16 15:00:00,NA,NA,992.89,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 21:00:00,NA,NA,NA,NA,NA,NA,9.22,10,NA,NA,NA,NA,NA
1864-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 06:00:00,NA,NA,989.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 09:00:00,NA,NA,NA,NA,1.22,NA,0.67,1.22,NA,NA,NA,NA,NA
1864-04-17 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-17 14:00:00,NA,NA,NA,NA,NA,NA,5.44,8.67,NA,NA,NA,NA,NA
1864-04-17 15:00:00,NA,NA,988.83,NA,8.67,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 21:00:00,NA,NA,NA,NA,NA,NA,4.44,6.67,NA,NA,NA,NA,NA
1864-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1864-04-18 06:00:00,NA,NA,989.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 09:00:00,NA,NA,NA,NA,2.78,NA,2.22,2.78,NA,NA,NA,NA,NA
1864-04-18 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-18 14:00:00,NA,NA,NA,NA,NA,NA,3.89,4.44,NA,NA,NA,NA,NA
1864-04-18 15:00:00,NA,NA,991.53,NA,4.44,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 21:00:00,NA,NA,NA,NA,NA,NA,3.56,4.78,NA,NA,NA,NA,NA
1864-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 06:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 09:00:00,NA,NA,NA,NA,-1.33,NA,-2,-1.33,NA,NA,NA,NA,NA
1864-04-19 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-19 14:00:00,NA,NA,NA,NA,NA,NA,2.56,3.89,NA,NA,NA,NA,NA
1864-04-19 15:00:00,NA,NA,1004.06,NA,3.89,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 21:00:00,NA,NA,NA,NA,NA,NA,1.89,2.78,NA,NA,NA,NA,NA
1864-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1864-04-20 06:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-20 09:00:00,NA,NA,NA,NA,0.11,NA,-2.11,0.11,NA,NA,NA,NA,NA
1864-04-20 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-20 14:00:00,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA
1864-04-20 15:00:00,NA,NA,1004.06,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-20 21:00:00,NA,NA,NA,NA,NA,NA,-2.22,-1.67,NA,NA,NA,NA,NA
1864-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-21 06:00:00,NA,NA,996.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-21 09:00:00,NA,NA,NA,NA,-0.56,NA,-0.67,-0.56,NA,NA,NA,NA,NA
1864-04-21 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-21 14:00:00,NA,NA,NA,NA,NA,NA,1,1.67,NA,NA,NA,NA,NA
1864-04-21 15:00:00,NA,NA,997.29,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-21 21:00:00,NA,NA,NA,NA,NA,NA,0.67,1,NA,NA,NA,NA,NA
1864-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-22 06:00:00,NA,NA,1005.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-22 09:00:00,NA,NA,NA,NA,1.22,NA,0.22,1.22,NA,NA,NA,NA,NA
1864-04-22 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-22 14:00:00,NA,NA,NA,NA,NA,NA,6.67,11.67,NA,NA,NA,NA,NA
1864-04-22 15:00:00,NA,NA,1009.14,NA,11.67,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-22 21:00:00,NA,NA,NA,NA,NA,NA,5.89,12.11,NA,NA,NA,NA,NA
1864-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1864-04-23 06:00:00,NA,NA,1011.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-23 09:00:00,NA,NA,NA,NA,6.67,NA,4.11,6.67,NA,NA,NA,NA,NA
1864-04-23 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-23 14:00:00,NA,NA,NA,NA,NA,NA,7.78,11.56,NA,NA,NA,NA,NA
1864-04-23 15:00:00,NA,NA,1012.53,NA,11.56,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-23 21:00:00,NA,NA,NA,NA,NA,NA,6.22,10.11,NA,NA,NA,NA,NA
1864-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-24 06:00:00,NA,NA,1005.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-24 09:00:00,NA,NA,NA,NA,7.22,NA,5.56,7.22,NA,NA,NA,NA,NA
1864-04-24 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-24 14:00:00,NA,NA,NA,NA,NA,NA,4.67,9.22,NA,NA,NA,NA,NA
1864-04-24 15:00:00,NA,NA,1005.76,NA,9.22,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-24 21:00:00,NA,NA,NA,NA,NA,NA,5.33,12.11,NA,NA,NA,NA,NA
1864-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-25 06:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-25 09:00:00,NA,NA,NA,NA,4.67,NA,1,4.67,NA,NA,NA,NA,NA
1864-04-25 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-25 14:00:00,NA,NA,NA,NA,NA,NA,7.67,13.67,NA,NA,NA,NA,NA
1864-04-25 15:00:00,NA,NA,1007.45,NA,13.67,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-25 21:00:00,NA,NA,NA,NA,NA,NA,5.56,11.11,NA,NA,NA,NA,NA
1864-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-26 06:00:00,NA,NA,1008.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-26 09:00:00,NA,NA,NA,NA,7,NA,5.33,7,NA,NA,NA,NA,NA
1864-04-26 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-26 14:00:00,NA,NA,NA,NA,NA,NA,7.78,13,NA,NA,NA,NA,NA
1864-04-26 15:00:00,NA,NA,1006.1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-26 21:00:00,NA,NA,NA,NA,NA,NA,7.33,10.78,NA,NA,NA,NA,NA
1864-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-27 06:00:00,NA,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-27 09:00:00,NA,NA,NA,NA,6.11,NA,5.56,6.11,NA,NA,NA,NA,NA
1864-04-27 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-27 14:00:00,NA,NA,NA,NA,NA,NA,6.11,10.78,NA,NA,NA,NA,NA
1864-04-27 15:00:00,NA,NA,1002.37,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-27 21:00:00,NA,NA,NA,NA,NA,NA,5.22,9.44,NA,NA,NA,NA,NA
1864-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-28 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-28 09:00:00,NA,NA,NA,NA,4.78,NA,4.56,4.78,NA,NA,NA,NA,NA
1864-04-28 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-28 14:00:00,NA,NA,NA,NA,NA,NA,10.56,13.33,NA,NA,NA,NA,NA
1864-04-28 15:00:00,NA,NA,1000.68,NA,13.33,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-28 21:00:00,NA,NA,NA,NA,NA,NA,8.33,11.11,NA,NA,NA,NA,NA
1864-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-29 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-29 09:00:00,NA,NA,NA,NA,3.78,NA,3.33,3.78,NA,NA,NA,NA,NA
1864-04-29 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-04-29 14:00:00,NA,NA,NA,NA,NA,NA,7.78,10.22,NA,NA,NA,NA,NA
1864-04-29 15:00:00,NA,NA,1002.37,NA,10.22,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-29 21:00:00,NA,NA,NA,NA,NA,NA,7.44,10,NA,NA,NA,NA,NA
1864-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-30 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-30 09:00:00,NA,NA,NA,NA,7.11,NA,5.56,7.11,NA,NA,NA,NA,NA
1864-04-30 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1864-04-30 14:00:00,NA,NA,NA,NA,NA,NA,9.22,13.22,NA,NA,NA,NA,NA
1864-04-30 15:00:00,NA,NA,1006.43,NA,13.22,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-30 21:00:00,NA,NA,NA,NA,NA,NA,8.33,11.5,NA,NA,NA,NA,NA
1864-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-01 06:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-01 09:00:00,NA,NA,NA,NA,5.83,NA,4.33,5.83,NA,NA,NA,NA,NA
1864-05-01 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-05-01 14:00:00,NA,NA,NA,NA,NA,NA,6,7.78,NA,NA,NA,NA,NA
1864-05-01 15:00:00,NA,NA,1003.05,NA,7.78,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-01 21:00:00,NA,NA,NA,NA,NA,NA,4.11,5,NA,NA,NA,NA,NA
1864-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1864-05-02 06:00:00,NA,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-02 09:00:00,NA,NA,NA,NA,4.22,NA,3.44,4.22,NA,NA,NA,NA,NA
1864-05-02 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1864-05-02 14:00:00,NA,NA,NA,NA,NA,NA,5.11,6.22,NA,NA,NA,NA,NA
1864-05-02 15:00:00,NA,NA,1004.4,NA,6.22,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-02 21:00:00,NA,NA,NA,NA,NA,NA,5.44,5.89,NA,NA,NA,NA,NA
1864-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-03 06:00:00,NA,NA,1000.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-03 09:00:00,NA,NA,NA,NA,4.44,NA,3.33,4.44,NA,NA,NA,NA,NA
1864-05-03 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-03 14:00:00,NA,NA,NA,NA,NA,NA,4.67,7.22,NA,NA,NA,NA,NA
1864-05-03 15:00:00,NA,NA,1000,NA,7.22,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-03 21:00:00,NA,NA,NA,NA,NA,NA,3.56,5.11,NA,NA,NA,NA,NA
1864-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-04 06:00:00,NA,NA,1001.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-04 09:00:00,NA,NA,NA,NA,4.33,NA,3.67,4.33,NA,NA,NA,NA,NA
1864-05-04 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1864-05-04 14:00:00,NA,NA,NA,NA,NA,NA,8,10.78,NA,NA,NA,NA,NA
1864-05-04 15:00:00,NA,NA,1002.37,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-04 21:00:00,NA,NA,NA,NA,NA,NA,8.33,10.44,NA,NA,NA,NA,NA
1864-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-05 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-05 09:00:00,NA,NA,NA,NA,4.67,NA,3.89,4.67,NA,NA,NA,NA,NA
1864-05-05 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-05-05 14:00:00,NA,NA,NA,NA,NA,NA,8,12.44,NA,NA,NA,NA,NA
1864-05-05 15:00:00,NA,NA,1002.37,NA,12.44,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-05 21:00:00,NA,NA,NA,NA,NA,NA,9.44,11.11,NA,NA,NA,NA,NA
1864-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-06 06:00:00,NA,NA,1003.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-06 09:00:00,NA,NA,NA,NA,8.11,NA,6.11,8.11,NA,NA,NA,NA,NA
1864-05-06 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-05-06 14:00:00,NA,NA,NA,NA,NA,NA,12.22,18.78,NA,NA,NA,NA,NA
1864-05-06 15:00:00,NA,NA,1003.39,NA,18.78,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-06 21:00:00,NA,NA,NA,NA,NA,NA,10.67,17.22,NA,NA,NA,NA,NA
1864-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-07 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-07 09:00:00,NA,NA,NA,NA,10.56,NA,9.44,10.56,NA,NA,NA,NA,NA
1864-05-07 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-05-07 14:00:00,NA,NA,NA,NA,NA,NA,9.56,12.56,NA,NA,NA,NA,NA
1864-05-07 15:00:00,NA,NA,1002.37,NA,12.56,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-07 21:00:00,NA,NA,NA,NA,NA,NA,9.44,12.22,NA,NA,NA,NA,NA
1864-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-08 06:00:00,NA,NA,1003.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-08 09:00:00,NA,NA,NA,NA,7.44,NA,5.33,7.44,NA,NA,NA,NA,NA
1864-05-08 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-05-08 14:00:00,NA,NA,NA,NA,NA,NA,4.78,6.11,NA,NA,NA,NA,NA
1864-05-08 15:00:00,NA,NA,1004.06,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-08 21:00:00,NA,NA,NA,NA,NA,NA,4.67,5.56,NA,NA,NA,NA,NA
1864-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1864-05-09 06:00:00,NA,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-09 09:00:00,NA,NA,NA,NA,6.44,NA,5,6.44,NA,NA,NA,NA,NA
1864-05-09 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-09 14:00:00,NA,NA,NA,NA,NA,NA,5.78,7.44,NA,NA,NA,NA,NA
1864-05-09 15:00:00,NA,NA,1003.73,NA,7.44,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-09 21:00:00,NA,NA,NA,NA,NA,NA,4.11,5,NA,NA,NA,NA,NA
1864-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-10 06:00:00,NA,NA,1000.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-10 09:00:00,NA,NA,NA,NA,9.33,NA,8.78,9.33,NA,NA,NA,NA,NA
1864-05-10 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1864-05-10 14:00:00,NA,NA,NA,NA,NA,NA,9,10.56,NA,NA,NA,NA,NA
1864-05-10 15:00:00,NA,NA,1000.68,NA,10.56,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-10 21:00:00,NA,NA,NA,NA,NA,NA,7.33,8.67,NA,NA,NA,NA,NA
1864-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-11 06:00:00,NA,NA,1000.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-11 09:00:00,NA,NA,NA,NA,4.67,NA,4.44,4.67,NA,NA,NA,NA,NA
1864-05-11 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-11 14:00:00,NA,NA,NA,NA,NA,NA,6,6.11,NA,NA,NA,NA,NA
1864-05-11 15:00:00,NA,NA,1000.68,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-11 21:00:00,NA,NA,NA,NA,NA,NA,5.44,5.56,NA,NA,NA,NA,NA
1864-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-12 06:00:00,NA,NA,1000.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-12 09:00:00,NA,NA,NA,NA,8.78,NA,8.44,8.78,NA,NA,NA,NA,NA
1864-05-12 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-12 14:00:00,NA,NA,NA,NA,NA,NA,11.56,13,NA,NA,NA,NA,NA
1864-05-12 15:00:00,NA,NA,1001.69,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-12 21:00:00,NA,NA,NA,NA,NA,NA,15,17.22,NA,NA,NA,NA,NA
1864-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-13 06:00:00,NA,NA,1005.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-13 09:00:00,NA,NA,NA,NA,7.67,NA,7.33,7.67,NA,NA,NA,NA,NA
1864-05-13 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-13 14:00:00,NA,NA,NA,NA,NA,NA,9.11,10.67,NA,NA,NA,NA,NA
1864-05-13 15:00:00,NA,NA,1005.76,NA,10.67,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-13 21:00:00,NA,NA,NA,NA,NA,NA,11.44,13.78,NA,NA,NA,NA,NA
1864-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-14 06:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-14 09:00:00,NA,NA,NA,NA,8.44,NA,8,8.44,NA,NA,NA,NA,NA
1864-05-14 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-14 14:00:00,NA,NA,NA,NA,NA,NA,11.44,13.44,NA,NA,NA,NA,NA
1864-05-14 15:00:00,NA,NA,1010.84,NA,13.44,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-14 21:00:00,NA,NA,NA,NA,NA,NA,11.11,11.89,NA,NA,NA,NA,NA
1864-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-15 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-15 09:00:00,NA,NA,NA,NA,10,NA,9.44,10,NA,NA,NA,NA,NA
1864-05-15 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-15 14:00:00,NA,NA,NA,NA,NA,NA,13.33,14.78,NA,NA,NA,NA,NA
1864-05-15 15:00:00,NA,NA,1012.53,NA,14.78,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-15 21:00:00,NA,NA,NA,NA,NA,NA,13.89,15.89,NA,NA,NA,NA,NA
1864-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-16 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-05-16 09:00:00,NA,NA,NA,NA,12.33,NA,11.89,12.33,NA,NA,NA,NA,NA
1864-05-16 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1864-05-16 14:00:00,NA,NA,NA,NA,NA,NA,13.22,15.33,NA,NA,NA,NA,NA
1864-05-16 15:00:00,NA,NA,1012.53,NA,15.33,NA,NA,NA,NA,NA,NA,NA,NA
