"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"HalifaxCH","44.65","-63.6","53","America/Halifax","4","71327","8202220"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ta","ta_range","tb","tdb","Tn","Tx","Txs","w","ww"
1854-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1854-01-01 06:00:00,NA,NA,1013.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-01 09:00:00,NA,NA,NA,NA,12.78,NA,-1.89,-0.89,NA,NA,NA,NA,NA
1854-01-01 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-01 14:00:00,NA,NA,NA,NA,NA,NA,3.11,3.89,NA,NA,NA,NA,NA
1854-01-01 15:00:00,NA,NA,1000,NA,12.22,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-01 21:00:00,NA,NA,NA,NA,NA,NA,5.22,5.78,NA,NA,NA,NA,NA
1854-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 06:00:00,NA,NA,1003.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 09:00:00,NA,NA,NA,NA,6.67,NA,1.11,2.22,NA,NA,NA,NA,NA
1854-01-02 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-02 14:00:00,NA,NA,NA,NA,NA,NA,-1.11,0.22,NA,NA,NA,NA,NA
1854-01-02 15:00:00,NA,NA,1005.76,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 21:00:00,NA,NA,NA,NA,NA,NA,-0.44,-0.33,NA,NA,NA,NA,NA
1854-01-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 09:00:00,NA,NA,NA,NA,2.22,NA,-7.56,-6.33,NA,NA,NA,NA,NA
1854-01-03 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-03 14:00:00,NA,NA,NA,NA,NA,NA,-3.22,-2,NA,NA,NA,NA,NA
1854-01-03 15:00:00,NA,NA,1019.98,NA,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 21:00:00,NA,NA,NA,NA,NA,NA,-4.44,-3.11,NA,NA,NA,NA,NA
1854-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 09:00:00,NA,NA,NA,NA,6.11,NA,0.67,1.44,NA,NA,NA,NA,NA
1854-01-04 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-04 14:00:00,NA,NA,NA,NA,NA,NA,4.56,5.89,NA,NA,NA,NA,NA
1854-01-04 15:00:00,NA,NA,1010.84,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 21:00:00,NA,NA,NA,NA,NA,NA,2.44,3.67,NA,NA,NA,NA,NA
1854-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 06:00:00,NA,NA,1007.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 09:00:00,NA,NA,NA,NA,8.89,NA,3.33,4.44,NA,NA,NA,NA,NA
1854-01-05 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1854-01-05 14:00:00,NA,NA,NA,NA,NA,NA,2.56,6.44,NA,NA,NA,NA,NA
1854-01-05 15:00:00,NA,NA,1013.55,NA,14.44,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 21:00:00,NA,NA,NA,NA,NA,NA,0.78,6.22,NA,NA,NA,NA,NA
1854-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 09:00:00,NA,NA,NA,NA,3.89,NA,-0.33,0.56,NA,NA,NA,NA,NA
1854-01-06 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-06 14:00:00,NA,NA,NA,NA,NA,NA,5.33,5.56,NA,NA,NA,NA,NA
1854-01-06 15:00:00,NA,NA,1000.34,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 21:00:00,NA,NA,NA,NA,NA,NA,4.56,4.67,NA,NA,NA,NA,NA
1854-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 06:00:00,NA,NA,1004.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 09:00:00,NA,NA,NA,NA,4.44,NA,-8.78,-8.67,NA,NA,NA,NA,NA
1854-01-07 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-07 14:00:00,NA,NA,NA,NA,NA,NA,-11.56,-10.44,NA,NA,NA,NA,NA
1854-01-07 15:00:00,NA,NA,1011.85,NA,11.11,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 21:00:00,NA,NA,NA,NA,NA,NA,-12.22,-11.22,NA,NA,NA,NA,NA
1854-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 06:00:00,NA,NA,1010.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 09:00:00,NA,NA,NA,NA,-1.67,NA,-10.89,-9,NA,NA,NA,NA,NA
1854-01-08 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-08 14:00:00,NA,NA,NA,NA,NA,NA,-6.67,-6,NA,NA,NA,NA,NA
1854-01-08 15:00:00,NA,NA,1007.45,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 21:00:00,NA,NA,NA,NA,NA,NA,-6.11,-6,NA,NA,NA,NA,NA
1854-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 06:00:00,NA,NA,993.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 09:00:00,NA,NA,NA,NA,-2.22,NA,-9.89,-8.67,NA,NA,NA,NA,NA
1854-01-09 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1854-01-09 14:00:00,NA,NA,NA,NA,NA,NA,-12,-10.67,NA,NA,NA,NA,NA
1854-01-09 15:00:00,NA,NA,1003.05,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 21:00:00,NA,NA,NA,NA,NA,NA,-12.11,-11,NA,NA,NA,NA,NA
1854-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 06:00:00,NA,NA,1022.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 09:00:00,NA,NA,NA,NA,-10,NA,-20,-20.22,NA,NA,NA,NA,NA
1854-01-10 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-10 14:00:00,NA,NA,NA,NA,NA,NA,-13.33,-12,NA,NA,NA,NA,NA
1854-01-10 15:00:00,NA,NA,1024.38,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 21:00:00,NA,NA,NA,NA,NA,NA,-13.33,-12.22,NA,NA,NA,NA,NA
1854-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 06:00:00,NA,NA,1032.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 09:00:00,NA,NA,NA,NA,3.33,NA,0.89,1.11,NA,NA,NA,NA,NA
1854-01-11 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1854-01-11 14:00:00,NA,NA,NA,NA,NA,NA,-2,-1.11,NA,NA,NA,NA,NA
1854-01-11 15:00:00,NA,NA,1026.08,NA,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 21:00:00,NA,NA,NA,NA,NA,NA,-3.11,-2.22,NA,NA,NA,NA,NA
1854-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 06:00:00,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 09:00:00,NA,NA,NA,NA,8.89,NA,0,1.44,NA,NA,NA,NA,NA
1854-01-12 12:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-12 14:00:00,NA,NA,NA,NA,NA,NA,4.67,6.22,NA,NA,NA,NA,NA
1854-01-12 15:00:00,NA,NA,1012.53,NA,14.44,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-12 21:00:00,NA,NA,NA,NA,NA,NA,5.78,6.67,NA,NA,NA,NA,NA
1854-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",ra"
1854-01-13 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-13 09:00:00,NA,NA,NA,NA,7.78,NA,9.22,10,NA,NA,NA,NA,NA
1854-01-13 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-13 14:00:00,NA,NA,NA,NA,NA,NA,4.44,8.22,NA,NA,NA,NA,NA
1854-01-13 15:00:00,NA,NA,990.18,NA,21.11,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-13 21:00:00,NA,NA,NA,NA,NA,NA,4.44,6.11,NA,NA,NA,NA,NA
1854-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 06:00:00,NA,NA,989.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 09:00:00,NA,NA,NA,NA,5.56,NA,2.78,3.33,NA,NA,NA,NA,NA
1854-01-14 12:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-14 14:00:00,NA,NA,NA,NA,NA,NA,1.89,3.44,NA,NA,NA,NA,NA
1854-01-14 15:00:00,NA,NA,985.44,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-14 21:00:00,NA,NA,NA,NA,NA,NA,1.33,2.22,NA,NA,NA,NA,NA
1854-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 06:00:00,NA,NA,1006.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 09:00:00,NA,NA,NA,NA,3.33,NA,-7.56,-5,NA,NA,NA,NA,NA
1854-01-15 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-15 14:00:00,NA,NA,NA,NA,NA,NA,-4.78,-3.89,NA,NA,NA,NA,NA
1854-01-15 15:00:00,NA,NA,1010.84,NA,10.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-15 21:00:00,NA,NA,NA,NA,NA,NA,-6,-5.33,NA,NA,NA,NA,NA
1854-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 09:00:00,NA,NA,NA,NA,1.67,NA,-13.33,-12,NA,NA,NA,NA,NA
1854-01-16 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1854-01-16 14:00:00,NA,NA,NA,NA,NA,NA,-6.11,-4.78,NA,NA,NA,NA,NA
1854-01-16 15:00:00,NA,NA,1010.84,NA,7.78,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-16 21:00:00,NA,NA,NA,NA,NA,NA,-10.89,-9.33,NA,NA,NA,NA,NA
1854-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-17 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-17 09:00:00,NA,NA,NA,NA,2.22,NA,-4.33,-3.33,NA,NA,NA,NA,NA
1854-01-17 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-17 14:00:00,NA,NA,NA,NA,NA,NA,-6.56,-5.33,NA,NA,NA,NA,NA
1854-01-17 15:00:00,NA,NA,1008.13,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-17 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,-2.11,NA,NA,NA,NA,NA
1854-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-18 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-18 09:00:00,NA,NA,NA,NA,3.33,NA,-12,-11.11,NA,NA,NA,NA,NA
1854-01-18 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-18 14:00:00,NA,NA,NA,NA,NA,NA,-10.89,-9.33,NA,NA,NA,NA,NA
1854-01-18 15:00:00,NA,NA,1032.85,NA,17.78,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-18 21:00:00,NA,NA,NA,NA,NA,NA,-9.56,-8.22,NA,NA,NA,NA,NA
1854-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-19 06:00:00,NA,NA,1019.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-19 09:00:00,NA,NA,NA,NA,-5.56,NA,-15.56,-14.22,NA,NA,NA,NA,NA
1854-01-19 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-19 14:00:00,NA,NA,NA,NA,NA,NA,-2.22,-2.11,NA,NA,NA,NA,NA
1854-01-19 15:00:00,NA,NA,1022.69,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-19 21:00:00,NA,NA,NA,NA,NA,NA,2.89,4.44,NA,NA,NA,NA,NA
1854-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1854-01-20 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-20 09:00:00,NA,NA,NA,NA,0,NA,-7.33,-6.11,NA,NA,NA,NA,NA
1854-01-20 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-20 14:00:00,NA,NA,NA,NA,NA,NA,-9.56,-8.22,NA,NA,NA,NA,NA
1854-01-20 15:00:00,NA,NA,1012.53,NA,17.78,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-20 21:00:00,NA,NA,NA,NA,NA,NA,-14.44,-12.67,NA,NA,NA,NA,NA
1854-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-21 06:00:00,NA,NA,993.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-21 09:00:00,NA,NA,NA,NA,1.11,NA,0.22,1.22,NA,NA,NA,NA,NA
1854-01-21 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-21 14:00:00,NA,NA,NA,NA,NA,NA,2.89,4.44,NA,NA,NA,NA,NA
1854-01-21 15:00:00,NA,NA,988.83,NA,14.44,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-21 21:00:00,NA,NA,NA,NA,NA,NA,-15.56,-14.83,NA,NA,NA,NA,NA
1854-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-22 06:00:00,NA,NA,993.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-22 09:00:00,NA,NA,NA,NA,0.56,NA,-8.83,-7.78,NA,NA,NA,NA,NA
1854-01-22 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-22 14:00:00,NA,NA,NA,NA,NA,NA,-14.44,-12.67,NA,NA,NA,NA,NA
1854-01-22 15:00:00,NA,NA,1009.14,NA,4.44,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-22 21:00:00,NA,NA,NA,NA,NA,NA,-14.28,-13.33,NA,NA,NA,NA,NA
1854-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-23 06:00:00,NA,NA,1019.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-23 09:00:00,NA,NA,NA,NA,-3.89,NA,-19.33,-20,NA,NA,NA,NA,NA
1854-01-23 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",hz"
1854-01-23 14:00:00,NA,NA,NA,NA,NA,NA,-15.56,-14.83,NA,NA,NA,NA,NA
1854-01-23 15:00:00,NA,NA,1015.92,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-23 21:00:00,NA,NA,NA,NA,NA,NA,-15.56,-14.44,NA,NA,NA,NA,NA
1854-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-24 06:00:00,NA,NA,1014.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-24 09:00:00,NA,NA,NA,NA,-7.78,NA,-16.67,-16.67,NA,NA,NA,NA,NA
1854-01-24 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-24 14:00:00,NA,NA,NA,NA,NA,NA,-13,-12.22,NA,NA,NA,NA,NA
1854-01-24 15:00:00,NA,NA,1019.3,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-24 21:00:00,NA,NA,NA,NA,NA,NA,-13.22,-13.11,NA,NA,NA,NA,NA
1854-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-25 06:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-25 09:00:00,NA,NA,NA,NA,1.11,NA,-19.06,-20,NA,NA,NA,NA,NA
1854-01-25 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-25 14:00:00,NA,NA,NA,NA,NA,NA,-15.56,-15.44,NA,NA,NA,NA,NA
1854-01-25 15:00:00,NA,NA,1021,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-25 21:00:00,NA,NA,NA,NA,NA,NA,-17.22,-17.11,NA,NA,NA,NA,NA
1854-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-26 06:00:00,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-26 09:00:00,NA,NA,NA,NA,-6.67,NA,-19,-20,NA,NA,NA,NA,NA
1854-01-26 12:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-26 14:00:00,NA,NA,NA,NA,NA,NA,-5.22,-3.33,NA,NA,NA,NA,NA
1854-01-26 15:00:00,NA,NA,1012.53,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-26 21:00:00,NA,NA,NA,NA,NA,NA,-3.33,-2.78,NA,NA,NA,NA,NA
1854-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-27 06:00:00,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-27 09:00:00,NA,NA,NA,NA,3.33,NA,-1.56,-0.33,NA,NA,NA,NA,NA
1854-01-27 12:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-27 14:00:00,NA,NA,NA,NA,NA,NA,-3.83,-2.78,NA,NA,NA,NA,NA
1854-01-27 15:00:00,NA,NA,999.66,NA,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-27 21:00:00,NA,NA,NA,NA,NA,NA,-4.44,-3.22,NA,NA,NA,NA,NA
1854-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-28 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-28 09:00:00,NA,NA,NA,NA,1.67,NA,-13.33,-13.11,NA,NA,NA,NA,NA
1854-01-28 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-28 14:00:00,NA,NA,NA,NA,NA,NA,-13.33,-12.56,NA,NA,NA,NA,NA
1854-01-28 15:00:00,NA,NA,1009.14,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-28 21:00:00,NA,NA,NA,NA,NA,NA,-15.44,-14.22,NA,NA,NA,NA,NA
1854-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-29 06:00:00,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-29 09:00:00,NA,NA,NA,NA,-6.67,NA,-22.44,-23.33,NA,NA,NA,NA,NA
1854-01-29 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-29 14:00:00,NA,NA,NA,NA,NA,NA,-17.78,-17.22,NA,NA,NA,NA,NA
1854-01-29 15:00:00,NA,NA,1029.46,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-29 21:00:00,NA,NA,NA,NA,NA,NA,-17.17,-16.67,NA,NA,NA,NA,NA
1854-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-30 06:00:00,NA,NA,1032.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-30 09:00:00,NA,NA,NA,NA,-6.67,NA,-20,-21.11,NA,NA,NA,NA,NA
1854-01-30 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-01-30 14:00:00,NA,NA,NA,NA,NA,NA,-12.22,-12.06,NA,NA,NA,NA,NA
1854-01-30 15:00:00,NA,NA,1032.85,NA,11.67,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-30 21:00:00,NA,NA,NA,NA,NA,NA,-14.22,-13.33,NA,NA,NA,NA,NA
1854-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-31 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-31 09:00:00,NA,NA,NA,NA,4.44,NA,-0.89,0,NA,NA,NA,NA,NA
1854-01-31 12:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-01-31 14:00:00,NA,NA,NA,NA,NA,NA,4.44,5.61,NA,NA,NA,NA,NA
1854-01-31 15:00:00,NA,NA,1002.37,NA,10.56,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-31 21:00:00,NA,NA,NA,NA,NA,NA,2.44,3.33,NA,NA,NA,NA,NA
1854-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-01 06:00:00,NA,NA,989.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-01 09:00:00,NA,NA,NA,NA,12.78,NA,0.61,1.11,NA,NA,NA,NA,NA
1854-02-01 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-01 14:00:00,NA,NA,NA,NA,NA,NA,0.72,5,NA,NA,NA,NA,NA
1854-02-01 15:00:00,NA,NA,990.86,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-01 21:00:00,NA,NA,NA,NA,NA,NA,1.22,2.22,NA,NA,NA,NA,NA
1854-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-02 06:00:00,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-02 09:00:00,NA,NA,NA,NA,12.22,NA,5.89,6.67,NA,NA,NA,NA,NA
1854-02-02 12:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-02 14:00:00,NA,NA,NA,NA,NA,NA,3.33,5.11,NA,NA,NA,NA,NA
1854-02-02 15:00:00,NA,NA,996.28,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-02 21:00:00,NA,NA,NA,NA,NA,NA,0.17,1.33,NA,NA,NA,NA,NA
1854-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-03 06:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-03 09:00:00,NA,NA,NA,NA,10,NA,-7.17,-6.11,NA,NA,NA,NA,NA
1854-02-03 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",fg"
1854-02-03 14:00:00,NA,NA,NA,NA,NA,NA,-13.33,-12.61,NA,NA,NA,NA,NA
1854-02-03 15:00:00,NA,NA,1003.39,NA,18.33,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-03 21:00:00,NA,NA,NA,NA,NA,NA,-14.44,-13.78,NA,NA,NA,NA,NA
1854-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1854-02-04 06:00:00,NA,NA,1000.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-04 09:00:00,NA,NA,NA,NA,-6.67,NA,-19.22,-20,NA,NA,NA,NA,NA
1854-02-04 12:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",skc"
1854-02-04 14:00:00,NA,NA,NA,NA,NA,NA,-16.67,-16.67,NA,NA,NA,NA,NA
1854-02-04 15:00:00,NA,NA,1010.16,NA,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-04 21:00:00,NA,NA,NA,NA,NA,NA,-17,-16.67,NA,NA,NA,NA,NA
1854-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",sn"
1854-02-05 06:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-02-05 09:00:00,NA,NA,NA,NA,-8.89,NA,-22.22,-22.22,NA,NA,NA,NA,NA
