"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Winowhupa","53.16","-62.75","112","America/Goose_Bay","4",NA,NA
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cv","dd","p","ptb","pte","ta","w","ww"
1865-11-21 07:00:00,NA,NA,NA,NA,NA,NA,-13.89,NA,NA
1865-11-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-11-21 14:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-21 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA
1865-11-21 14:00:00,NA,NA,NA,1015.24,NA,NA,NA,NA,NA
1865-11-21 14:00:00,NA,NA,NA,NA,NA,NA,-13.33,NA,NA
1865-11-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-21 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-11-21 21:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-21 21:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA
1865-11-21 21:00:00,NA,NA,NA,1013.21,NA,NA,NA,NA,NA
1865-11-21 21:00:00,NA,NA,NA,NA,NA,NA,-15.56,NA,NA
1865-11-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-11-22 07:00:00,10,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-22 07:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA
1865-11-22 07:00:00,NA,NA,NA,1011.85,NA,NA,NA,NA,NA
1865-11-22 07:00:00,NA,NA,NA,NA,NA,NA,-16.67,NA,NA
1865-11-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-11-22 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-22 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA
1865-11-22 14:00:00,NA,NA,NA,1006.43,NA,NA,NA,NA,NA
1865-11-22 14:00:00,NA,NA,NA,NA,NA,NA,-13.89,NA,NA
1865-11-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-22 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-11-22 21:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-22 21:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-11-22 21:00:00,NA,NA,NA,1008.47,NA,NA,NA,NA,NA
1865-11-22 21:00:00,NA,NA,NA,NA,NA,NA,-16.11,NA,NA
1865-11-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-22 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-23 07:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-23 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA
1865-11-23 07:00:00,NA,NA,NA,1006.43,NA,NA,NA,NA,NA
1865-11-23 07:00:00,NA,NA,NA,NA,NA,NA,-7.22,NA,NA
1865-11-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-23 14:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-23 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA
1865-11-23 14:00:00,NA,NA,NA,1004.4,NA,NA,NA,NA,NA
1865-11-23 14:00:00,NA,NA,NA,NA,NA,NA,-6.11,NA,NA
1865-11-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-23 21:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-23 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA
1865-11-23 21:00:00,NA,NA,NA,1004.4,NA,NA,NA,NA,NA
1865-11-23 21:00:00,NA,NA,NA,NA,NA,NA,-5.56,NA,NA
1865-11-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-23 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-24,NA,NA,NA,NA,NA,NA,NA,NA,"NA little snow"
1865-11-24 07:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-24 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-24 07:00:00,NA,NA,NA,1001.02,NA,NA,NA,NA,NA
1865-11-24 07:00:00,NA,NA,NA,NA,NA,NA,-2.78,NA,NA
1865-11-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1865-11-24 14:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-24 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-24 14:00:00,NA,NA,NA,998.31,NA,NA,NA,NA,NA
1865-11-24 14:00:00,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1865-11-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-24 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-24 21:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-24 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA
1865-11-24 21:00:00,NA,NA,NA,999.66,NA,NA,NA,NA,NA
1865-11-24 21:00:00,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1865-11-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-24 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-25 07:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-25 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-25 07:00:00,NA,NA,NA,1001.69,NA,NA,NA,NA,NA
1865-11-25 07:00:00,NA,NA,NA,NA,NA,NA,-2.78,NA,NA
1865-11-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-25 14:00:00,23.33,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-25 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-25 14:00:00,NA,NA,NA,995.6,NA,NA,NA,NA,NA
1865-11-25 14:00:00,NA,NA,NA,NA,NA,NA,0.56,NA,NA
1865-11-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-25 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-11-25 21:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-25 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-25 21:00:00,NA,NA,NA,995.6,NA,NA,NA,NA,NA
1865-11-25 21:00:00,NA,NA,NA,NA,NA,NA,-6.11,NA,NA
1865-11-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-25 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-11-26 07:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-26 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-26 07:00:00,NA,NA,NA,988.83,NA,NA,NA,NA,NA
1865-11-26 07:00:00,NA,NA,NA,NA,NA,NA,-5.56,NA,NA
1865-11-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-26 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-26 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-26 14:00:00,NA,NA,NA,983.75,NA,NA,NA,NA,NA
1865-11-26 14:00:00,NA,NA,NA,NA,NA,NA,-3.89,NA,NA
1865-11-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-26 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-26 21:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-26 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-26 21:00:00,NA,NA,NA,980.36,NA,NA,NA,NA,NA
1865-11-26 21:00:00,NA,NA,NA,NA,NA,NA,-7.22,NA,NA
1865-11-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-26 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-27 07:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-27 07:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA
1865-11-27 07:00:00,NA,NA,NA,977.99,NA,NA,NA,NA,NA
1865-11-27 07:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA
1865-11-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-27 14:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-27 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-27 14:00:00,NA,NA,NA,974.6,NA,NA,NA,NA,NA
1865-11-27 14:00:00,NA,NA,NA,NA,NA,NA,-2.78,NA,NA
1865-11-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA
1865-11-27 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-27 21:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-27 21:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA
1865-11-27 21:00:00,NA,NA,NA,977.99,NA,NA,NA,NA,NA
1865-11-27 21:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA
1865-11-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-27 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-28,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1865-11-28 07:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-28 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-11-28 07:00:00,NA,NA,NA,978.67,NA,NA,NA,NA,NA
1865-11-28 07:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA
1865-11-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,2,NA
1865-11-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-28 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-28 14:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-11-28 14:00:00,NA,NA,NA,981.38,NA,NA,NA,NA,NA
1865-11-28 14:00:00,NA,NA,NA,NA,NA,NA,-6.11,NA,NA
1865-11-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,2,NA
1865-11-28 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1865-11-28 21:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-28 21:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA
1865-11-28 21:00:00,NA,NA,NA,986.12,NA,NA,NA,NA,NA
1865-11-28 21:00:00,NA,NA,NA,NA,NA,NA,-9.44,NA,NA
1865-11-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,11,NA
1865-11-28 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-29,NA,NA,NA,NA,NA,NA,NA,NA,"AU NA"
1865-11-29 07:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-29 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-11-29 07:00:00,NA,NA,NA,988.83,NA,NA,NA,NA,NA
1865-11-29 07:00:00,NA,NA,NA,NA,NA,NA,-7.78,NA,NA
1865-11-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,2,NA
1865-11-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-29 14:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-29 14:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-11-29 14:00:00,NA,NA,NA,990.18,NA,NA,NA,NA,NA
1865-11-29 14:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA
1865-11-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA
1865-11-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-29 21:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-29 21:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-11-29 21:00:00,NA,NA,NA,1001.69,NA,NA,NA,NA,NA
1865-11-29 21:00:00,NA,NA,NA,NA,NA,NA,-6.67,NA,NA
1865-11-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,1,NA
1865-11-29 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-11-30 07:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-30 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-11-30 07:00:00,NA,NA,NA,1002.37,NA,NA,NA,NA,NA
1865-11-30 07:00:00,NA,NA,NA,NA,NA,NA,-16.67,NA,NA
1865-11-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-11-30 14:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-30 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA
1865-11-30 14:00:00,NA,NA,NA,1000.68,NA,NA,NA,NA,NA
1865-11-30 14:00:00,NA,NA,NA,NA,NA,NA,-5.56,NA,NA
1865-11-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-11-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-11-30 21:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-11-30 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-11-30 21:00:00,NA,NA,NA,999.66,NA,NA,NA,NA,NA
1865-11-30 21:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA
1865-11-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA
1865-11-30 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-01 07:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-01 07:00:00,NA,NA,135,NA,NA,NA,NA,NA,NA
1865-12-01 07:00:00,NA,NA,NA,991.53,NA,NA,NA,NA,NA
1865-12-01 07:00:00,NA,NA,NA,NA,NA,NA,-7.22,NA,NA
1865-12-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA
1865-12-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-01 14:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-01 14:00:00,NA,NA,135,NA,NA,NA,NA,NA,NA
1865-12-01 14:00:00,NA,NA,NA,982.73,NA,NA,NA,NA,NA
1865-12-01 14:00:00,NA,NA,NA,NA,NA,NA,0,NA,NA
1865-12-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,1,NA
1865-12-01 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1865-12-01 21:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-01 21:00:00,NA,NA,135,NA,NA,NA,NA,NA,NA
1865-12-01 21:00:00,NA,NA,NA,977.31,NA,NA,NA,NA,NA
1865-12-01 21:00:00,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1865-12-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,2,NA
1865-12-01 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1865-12-02 07:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-02 07:00:00,NA,NA,180,NA,NA,NA,NA,NA,NA
1865-12-02 07:00:00,NA,NA,NA,974.6,NA,NA,NA,NA,NA
1865-12-02 07:00:00,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1865-12-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-12-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-02 14:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-02 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA
1865-12-02 14:00:00,NA,NA,NA,979.34,NA,NA,NA,NA,NA
1865-12-02 14:00:00,NA,NA,NA,NA,NA,NA,1.11,NA,NA
1865-12-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,1,NA
1865-12-02 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-02 21:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-02 21:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-02 21:00:00,NA,NA,NA,988.83,NA,NA,NA,NA,NA
1865-12-02 21:00:00,NA,NA,NA,NA,NA,NA,-1.11,NA,NA
1865-12-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,1,NA
1865-12-02 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-03 07:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-03 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-03 07:00:00,NA,NA,NA,998.98,NA,NA,NA,NA,NA
1865-12-03 07:00:00,NA,NA,NA,NA,NA,NA,-9.44,NA,NA
1865-12-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-12-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-03 14:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-03 14:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-03 14:00:00,NA,NA,NA,1003.73,NA,NA,NA,NA,NA
1865-12-03 14:00:00,NA,NA,NA,NA,NA,NA,-5,NA,NA
1865-12-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,1,NA
1865-12-03 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-03 21:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-03 21:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-03 21:00:00,NA,NA,NA,1011.18,NA,NA,NA,NA,NA
1865-12-03 21:00:00,NA,NA,NA,NA,NA,NA,-12.22,NA,NA
1865-12-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-12-03 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-04,NA,NA,NA,NA,NA,NA,NA,NA,"HALO NA"
1865-12-04 07:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-04 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-04 07:00:00,NA,NA,NA,1015.92,NA,NA,NA,NA,NA
1865-12-04 07:00:00,NA,NA,NA,NA,NA,NA,-20,NA,NA
1865-12-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-12-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-04 14:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-04 14:00:00,NA,NA,135,NA,NA,NA,NA,NA,NA
1865-12-04 14:00:00,NA,NA,NA,1004.4,NA,NA,NA,NA,NA
1865-12-04 14:00:00,NA,NA,NA,NA,NA,NA,-15.56,NA,NA
1865-12-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-12-04 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-04 21:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-04 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA
1865-12-04 21:00:00,NA,NA,NA,991.53,NA,NA,NA,NA,NA
1865-12-04 21:00:00,NA,NA,NA,NA,NA,NA,-11.67,NA,NA
1865-12-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA
1865-12-04 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-05,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1865-12-05,NA,NA,NA,NA,NA,NA,NA,NA,"AU NA"
1865-12-05 07:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-05 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-05 07:00:00,NA,NA,NA,982.05,NA,NA,NA,NA,NA
1865-12-05 07:00:00,NA,NA,NA,NA,NA,NA,-8.33,NA,NA
1865-12-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA
1865-12-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1865-12-05 14:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-05 14:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-05 14:00:00,NA,NA,NA,984.76,NA,NA,NA,NA,NA
1865-12-05 14:00:00,NA,NA,NA,NA,NA,NA,-15,NA,NA
1865-12-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,11,NA
1865-12-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1865-12-05 21:00:00,17.78,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-05 21:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-05 21:00:00,NA,NA,NA,986.79,NA,NA,NA,NA,NA
1865-12-05 21:00:00,NA,NA,NA,NA,NA,NA,-16.67,NA,NA
1865-12-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA
1865-12-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-12-06,NA,NA,NA,NA,NA,NA,NA,NA,"AU NA"
1865-12-06 07:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-06 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-06 07:00:00,NA,NA,NA,986.12,NA,NA,NA,NA,NA
1865-12-06 07:00:00,NA,NA,NA,NA,NA,NA,-20,NA,NA
1865-12-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,5,NA
1865-12-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",BKN NA"
1865-12-06 14:00:00,18.89,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-06 14:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-06 14:00:00,NA,NA,NA,985.78,NA,NA,NA,NA,NA
1865-12-06 14:00:00,NA,NA,NA,NA,NA,NA,-18.33,NA,NA
1865-12-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,0,NA
1865-12-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-12-06 21:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-06 21:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-06 21:00:00,NA,NA,NA,988.15,NA,NA,NA,NA,NA
1865-12-06 21:00:00,NA,NA,NA,NA,NA,NA,-20,NA,NA
1865-12-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,1,NA
1865-12-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,",SKC NA"
1865-12-07,NA,NA,NA,NA,NA,NA,NA,NA,"SN NA"
1865-12-07 07:00:00,16.67,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865-12-07 07:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA
1865-12-07 07:00:00,NA,NA,NA,982.73,NA,NA,NA,NA,NA
