"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Michipocoton","47.8","-85.08","201","America/Thunder_Bay","5","71738","6059D09 "
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"cv","wind speed","atmospheric material",NA,"okta","sub-daily","historical","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"hd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","cv","dd","hd","p","pr","ptb","pte","sd","ta","ta_mean","w","ww"
1864-04-09 21:00:00,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-09 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-09 21:00:00,NA,NA,NA,NA,988.83,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1864-04-10,NA,NA,NA,NA,NA,4.37,NA,NA,NA,NA,NA,NA,NA
1864-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA rain"
1864-04-10 07:00:00,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 07:00:00,NA,NA,NA,NA,984.42,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1864-04-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1864-04-10 14:00:00,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 14:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 14:00:00,NA,NA,NA,NA,983.75,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1864-04-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1864-04-10 21:00:00,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1864-04-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 21:00:00,NA,NA,NA,NA,985.44,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RA NA"
1864-04-11,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA
1864-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA sleet"
1864-04-11 07:00:00,10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 07:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 07:00:00,NA,NA,NA,NA,986.79,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1864-04-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",RN +SN +IP NA"
1864-04-11 14:00:00,15.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 14:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 14:00:00,NA,NA,NA,NA,990.86,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1864-04-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1864-04-11 21:00:00,13.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1864-04-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-11 21:00:00,NA,NA,NA,NA,992.55,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1864-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1864-04-12 07:00:00,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 07:00:00,NA,NA,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1864-04-12 14:00:00,12.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 14:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 14:00:00,NA,NA,NA,NA,990.86,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1864-04-12 21:00:00,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1864-04-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-12 21:00:00,NA,NA,NA,NA,994.58,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1864-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1864-04-13 07:00:00,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 07:00:00,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 07:00:00,NA,NA,NA,NA,991.2,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1864-04-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",FG NA"
1864-04-13 14:00:00,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 14:00:00,NA,NA,NA,NA,992.55,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1864-04-13 21:00:00,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 21:00:00,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 21:00:00,NA,NA,NA,NA,991.87,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1864-04-14,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1864-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1864-04-14 07:00:00,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 07:00:00,NA,NA,NA,NA,994.92,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1864-04-14 14:00:00,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 14:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 14:00:00,NA,NA,NA,NA,994.92,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1864-04-14 21:00:00,11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 21:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 21:00:00,NA,NA,NA,NA,994.58,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1864-04-15,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA
1864-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1864-04-15 07:00:00,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 07:00:00,NA,NA,NA,NA,992.89,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1864-04-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,",SN NA"
1864-04-15 14:00:00,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 14:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 14:00:00,NA,NA,NA,NA,990.18,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1864-04-15 21:00:00,13.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 21:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 21:00:00,NA,NA,NA,NA,990.18,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-15 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1864-04-16,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA
1864-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1864-04-16 07:00:00,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 07:00:00,NA,NA,NA,NA,988.83,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1864-04-16 14:00:00,11.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 14:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 14:00:00,NA,NA,NA,NA,987.81,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1864-04-16 21:00:00,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 21:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 21:00:00,NA,NA,NA,NA,988.15,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-16 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1864-04-17,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1864-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1864-04-17 07:00:00,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 07:00:00,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 07:00:00,NA,NA,NA,NA,989.5,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1864-04-17 14:00:00,11.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 14:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 14:00:00,NA,NA,NA,NA,990.18,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1864-04-17 21:00:00,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 21:00:00,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 21:00:00,NA,NA,NA,NA,992.21,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-17 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1864-04-18,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1864-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1864-04-18 07:00:00,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 07:00:00,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 07:00:00,NA,NA,NA,NA,995.6,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1864-04-18 14:00:00,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 14:00:00,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 14:00:00,NA,NA,NA,NA,996.95,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
1864-04-18 21:00:00,12.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1864-04-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-18 21:00:00,NA,NA,NA,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1864-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1864-04-19 07:00:00,8.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 07:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 07:00:00,NA,NA,NA,NA,1000.68,NA,NA,NA,NA,NA,NA,NA,NA
1864-04-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
