"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Quebec","46.81","-71.22","80.8","America/Montreal","5","71714","7016293"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"rr","precipitation","atmospheric material",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tb_mean","humidity","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tbn","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tbx","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","rr","sd","ta","ta_mean","ta_range","tb","tb_mean","tbn","tbx","td","tdb","Tn","Tx","Txs","w","ww"
1860-07-23 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,19.17,21.67,NA,NA,NA,NA,",ra"
1860-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,13.06,7.78,18.33,NA,NA,7.22,17.78,NA,NA,NA
1860-07-24 07:00:00,NA,NA,14.73,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89,NA,NA
1860-07-24 09:00:00,17.22,180,NA,998.98,13.72,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,12.5,12.5,NA,NA,NA,0,NA
1860-07-24 14:00:00,17.22,NA,17.88,997.49,NA,94.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-24 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,15.72,16.67,NA,NA,NA,NA,",ra"
1860-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.17,NA,NA,14.17,10,18.33,NA,NA,9.44,18.89,NA,NA,NA
1860-07-25 07:00:00,NA,NA,15.81,NA,NA,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89,NA,NA
1860-07-25 09:00:00,16.67,180,NA,1002.37,5.33,NA,NA,NA,NA,NA,NA,14.17,NA,NA,NA,13.61,15.28,NA,NA,NA,0,NA
1860-07-25 14:00:00,18.33,NA,19.84,1005.76,NA,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-25 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,17.44,18.33,NA,NA,NA,NA,NA
1860-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.94,NA,NA,15.56,10.56,20.56,NA,NA,13.33,20.56,NA,NA,NA
1860-07-26 07:00:00,NA,NA,16.53,NA,NA,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,NA,NA
1860-07-26 09:00:00,17.78,180,NA,1001.02,0,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,14.39,16.94,NA,NA,NA,0,NA
1860-07-26 14:00:00,18.89,NA,18.79,998.98,NA,87.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-26 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,16.56,18.33,NA,NA,NA,NA,",ra"
1860-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.72,NA,NA,15.28,10.56,20,NA,NA,10.56,18.89,NA,NA,NA
1860-07-27 07:00:00,NA,NA,17.14,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89,NA,NA
1860-07-27 09:00:00,16.67,315,NA,1003.39,0,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,15,14.44,NA,NA,NA,0,NA
1860-07-27 14:00:00,18.33,NA,17.85,1004.06,NA,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-27 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,15.67,18.33,NA,NA,NA,NA,NA
1860-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,NA,NA,13.61,7.22,20,NA,NA,7.22,18.89,NA,NA,NA
1860-07-28 07:00:00,NA,NA,14.63,NA,NA,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,NA,NA
1860-07-28 09:00:00,17.22,315,NA,1010.84,0,NA,NA,NA,NA,NA,NA,12.78,NA,NA,NA,12.39,13.33,NA,NA,NA,0,NA
1860-07-28 14:00:00,18.89,NA,20.49,1009.14,NA,94.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-28 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,18,18.89,NA,NA,NA,NA,NA
1860-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-29 09:00:00,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1860-07-29 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-29 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1860-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.94,NA,NA,16.39,10.56,22.22,NA,NA,11.11,22.78,NA,NA,NA
1860-07-30 07:00:00,NA,NA,17.85,NA,NA,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.89,NA,NA
1860-07-30 09:00:00,17.78,202.5,NA,998.71,0,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,15.67,18.33,NA,NA,NA,0,NA
1860-07-30 14:00:00,19.44,NA,22.69,999.12,NA,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-30 15:00:00,NA,202.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.56,NA,NA,NA,19.72,22.22,NA,NA,NA,7.65,NA
1860-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.61,NA,NA,16.67,11.11,22.22,NA,NA,14.44,22.78,NA,NA,NA
1860-07-31 07:00:00,NA,NA,20.08,NA,NA,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.89,NA,NA
1860-07-31 09:00:00,18.89,202.5,NA,999.59,0,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,17.67,19.44,NA,NA,NA,0,NA
1860-07-31 14:00:00,19.44,NA,24.21,998.68,NA,96.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-07-31 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.11,NA,NA,NA,20.83,21.67,NA,NA,NA,NA,NA
1860-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA,16.39,10.56,22.22,NA,NA,11.11,22.78,NA,NA,NA
1860-08-01 07:00:00,NA,NA,18.08,NA,NA,89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.67,NA,NA
1860-08-01 09:00:00,17.78,225,NA,1003.12,2.03,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,15.89,17.78,NA,NA,NA,10.82,NA
1860-08-01 14:00:00,19.44,NA,22.32,1004.81,NA,90.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-01 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,19.44,21.11,NA,NA,NA,0,NA
1860-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.83,NA,NA,15.56,10,21.11,NA,NA,10,21.67,NA,NA,NA
1860-08-02 07:00:00,NA,NA,20.35,NA,NA,85.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.78,NA,NA
1860-08-02 09:00:00,17.78,225,NA,1010.5,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA,NA,17.89,20.56,NA,NA,NA,NA,NA
1860-08-02 14:00:00,20,NA,27.57,1010.6,NA,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,23.06,23.89,NA,NA,NA,0,NA
1860-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,NA,18.89,12.78,25,NA,NA,12.78,26.11,NA,NA,NA
1860-08-03 07:00:00,NA,NA,27.12,NA,NA,90.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA
1860-08-03 09:00:00,20.56,225,NA,1011.04,NA,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,22.78,24.44,NA,NA,NA,7.65,NA
1860-08-03 14:00:00,21.67,NA,31.32,1007.96,NA,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-03 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.56,NA,NA,NA,25.28,26.11,NA,NA,NA,10.82,NA
1860-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.61,NA,NA,23.06,18.89,27.22,NA,NA,18.89,28.33,NA,NA,NA
1860-08-04 07:00:00,NA,NA,25.03,NA,NA,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.67,NA,NA
1860-08-04 09:00:00,21.67,270,NA,999.7,2.29,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,21.39,23.89,NA,NA,NA,10.82,NA
1860-08-04 14:00:00,23.89,NA,30.34,996.72,NA,95.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-04 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,24.72,25.56,NA,NA,NA,10.82,NA
1860-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-05 09:00:00,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1860-08-05 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-05 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1860-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67,NA,NA,21.11,14.44,27.78,NA,NA,14.44,28.89,NA,NA,NA
1860-08-06 07:00:00,NA,NA,26.28,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.56,NA,NA
1860-08-06 09:00:00,22.22,45,NA,1009.82,0,NA,NA,NA,NA,NA,NA,23.89,NA,NA,NA,22.22,27.22,NA,NA,NA,NA,NA
1860-08-06 14:00:00,23.89,NA,31.32,1007.45,NA,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-06 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.11,NA,NA,NA,25.28,27.78,NA,NA,NA,0,NA
1860-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.17,NA,NA,22.78,16.67,28.89,NA,NA,17.78,30.56,NA,NA,NA
1860-08-07 07:00:00,NA,NA,24.62,NA,NA,90.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.78,NA,NA
1860-08-07 09:00:00,22.78,270,NA,1003.32,0,NA,NA,NA,NA,NA,NA,21.67,NA,NA,NA,21.11,22.78,NA,NA,NA,5.41,NA
1860-08-07 14:00:00,23.33,NA,35.56,1006.43,NA,86.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-07 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.33,NA,NA,NA,27.5,30,NA,NA,NA,5.41,NA
1860-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.17,NA,NA,23.61,17.78,29.44,NA,NA,17.78,30.56,NA,NA,NA
1860-08-08 07:00:00,NA,NA,19.84,NA,NA,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.89,NA,NA
1860-08-08 09:00:00,23.89,45,NA,1002.34,2.54,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,17.44,18.33,NA,NA,NA,NA,NA
1860-08-08 14:00:00,23.89,NA,29.39,1007.52,NA,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-08 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.56,NA,NA,NA,24.17,28.33,NA,NA,NA,5.41,NA
1860-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.28,NA,NA,19.44,16.11,22.78,NA,NA,16.11,24.44,NA,NA,NA
1860-08-09 07:00:00,NA,NA,24.92,NA,NA,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.11,NA,NA
1860-08-09 09:00:00,22.78,315,NA,999.19,0,NA,NA,NA,NA,NA,NA,22.22,NA,NA,NA,21.94,22.78,NA,NA,NA,NA,NA
1860-08-09 14:00:00,21.67,NA,17.37,1000.68,NA,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-09 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,15.22,20.56,NA,NA,NA,15.3,NA
1860-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22,NA,NA,21.39,16.11,26.67,NA,NA,16.11,28.33,NA,NA,NA
1860-08-10 07:00:00,NA,NA,29.39,NA,NA,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA
1860-08-10 09:00:00,22.22,270,NA,1002.91,0.51,NA,NA,NA,NA,NA,NA,25.56,NA,NA,NA,24.17,28.33,NA,NA,NA,5.41,NA
1860-08-10 14:00:00,23.33,NA,30.34,1000.07,NA,86.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-10 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.56,NA,NA,NA,24.72,27.22,NA,NA,NA,13.25,NA
1860-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.39,NA,NA,20.56,14.44,26.67,NA,NA,14.44,28.33,NA,NA,NA
1860-08-11 07:00:00,NA,NA,17.47,NA,NA,89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.56,NA,NA
1860-08-11 09:00:00,21.11,315,NA,1007.65,0.51,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,15.33,17.22,NA,NA,NA,NA,NA
1860-08-11 14:00:00,20,NA,18.08,1008.26,NA,89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-11 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,15.89,17.78,NA,NA,NA,7.65,NA
1860-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-12 09:00:00,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1860-08-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-12 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1860-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.39,NA,NA,16.11,8.33,23.89,NA,NA,8.89,23.89,NA,NA,",bkn,"
1860-08-13 07:00:00,NA,NA,19.44,NA,NA,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.67,NA,NA
1860-08-13 09:00:00,20,90,NA,1007.45,8.13,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,17.11,18.89,NA,NA,NA,0,NA
1860-08-13 14:00:00,20,NA,18.79,1001.15,NA,89.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-13 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,NA,16.56,18.33,NA,NA,NA,NA,",ra"
1860-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.28,NA,NA,15,7.78,22.22,NA,NA,7.78,22.78,NA,NA,NA
1860-08-14 07:00:00,NA,NA,16.73,NA,NA,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67,NA,NA
1860-08-14 09:00:00,18.89,270,NA,1008.26,3.56,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,14.61,15.56,NA,NA,NA,0,NA
1860-08-14 14:00:00,19.44,NA,18.49,1007.86,NA,94.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-14 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,16.28,17.22,NA,NA,NA,NA,NA
1860-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.94,NA,NA,13.89,12.22,17.22,NA,NA,12.78,21.11,NA,NA,NA
1860-08-15 07:00:00,NA,NA,19.23,NA,NA,78.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.11,NA,NA
1860-08-15 09:00:00,18.33,270,NA,1007.72,0.25,NA,NA,NA,NA,NA,NA,18.33,NA,NA,NA,16.94,21.11,NA,NA,NA,0,NA
1860-08-15 14:00:00,20.56,NA,21.61,1008.4,NA,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-15 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,18.89,22.22,NA,NA,NA,NA,NA
1860-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89,NA,NA,17.78,11.67,23.89,NA,NA,12.22,25.56,NA,NA,NA
1860-08-16 07:00:00,NA,NA,24.21,NA,NA,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.67,NA,NA
1860-08-16 09:00:00,20,270,NA,1009.14,0,NA,NA,NA,NA,NA,NA,21.11,NA,NA,NA,20.83,21.67,NA,NA,NA,0,NA
1860-08-16 14:00:00,20.56,NA,25.03,1010.23,NA,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-16 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,21.39,22.22,NA,NA,NA,NA,NA
1860-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.33,NA,NA,16.94,11.67,22.22,NA,NA,11.67,25,NA,NA,NA
1860-08-17 07:00:00,NA,NA,21.61,NA,NA,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.22,NA,NA
1860-08-17 09:00:00,20,225,NA,1007.32,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,18.89,22.22,NA,NA,NA,0,NA
1860-08-17 14:00:00,21.67,NA,27.57,1003.52,NA,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-17 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,23.06,23.89,NA,NA,NA,NA,NA
1860-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,20,16.11,23.89,NA,NA,18.89,26.11,NA,NA,",bkn,"
1860-08-18 07:00:00,NA,NA,27.57,NA,NA,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.44,NA,NA
1860-08-18 09:00:00,20.56,270,NA,999.59,0,NA,NA,NA,NA,NA,NA,23.33,NA,NA,NA,23.06,23.89,NA,NA,NA,0,",ra"
1860-08-18 14:00:00,21.11,NA,25.84,1000.68,NA,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-18 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.78,NA,NA,NA,21.94,24.44,NA,NA,NA,NA,NA
1860-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-19 09:00:00,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1860-08-19 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-19 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1860-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,19.17,13.33,25,NA,NA,13.89,26.11,NA,NA,NA
1860-08-20 07:00:00,NA,NA,17.3,NA,NA,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.44,NA,NA
1860-08-20 09:00:00,19.44,90,NA,1003.05,0.51,NA,NA,NA,NA,NA,NA,15.56,NA,NA,NA,15.17,16.11,NA,NA,NA,0,NA
1860-08-20 14:00:00,19.44,NA,18.49,1008.67,NA,94.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-20 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,16.28,17.22,NA,NA,NA,7.65,",ra"
1860-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.22,NA,NA,16.67,14.44,18.89,NA,NA,15.56,18.89,NA,NA,NA
1860-08-21 07:00:00,NA,NA,19.84,NA,NA,94.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,NA
1860-08-21 09:00:00,18.89,90,NA,1006.77,0,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,17.44,18.33,NA,NA,NA,0,",br"
1860-08-21 14:00:00,21.11,NA,19.44,1008.06,NA,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-21 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.78,NA,NA,NA,17.11,18.89,NA,NA,NA,9.37,NA
1860-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,NA,NA,20.28,15.56,25,NA,NA,15.56,23.33,NA,NA,NA
1860-08-22 07:00:00,NA,NA,24.21,NA,NA,86.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33,NA,NA
1860-08-22 09:00:00,20,270,NA,1007.38,0,NA,NA,NA,NA,NA,NA,21.67,NA,NA,NA,20.83,23.33,NA,NA,NA,0,NA
1860-08-22 14:00:00,21.67,NA,27.57,1006.16,NA,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-22 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89,NA,NA,NA,23.06,25.56,NA,NA,NA,5.41,NA
1860-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.67,NA,NA,20.83,15,26.67,NA,NA,15.56,27.78,NA,NA,NA
1860-08-23 07:00:00,NA,NA,32.34,NA,NA,95.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.56,NA,NA
1860-08-23 09:00:00,21.11,270,NA,1008.91,0,NA,NA,NA,NA,NA,NA,26.11,NA,NA,NA,25.83,26.67,NA,NA,NA,0,NA
1860-08-23 14:00:00,21.67,NA,28.92,1015.88,NA,90.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860-08-23 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.44,NA,NA,NA,23.89,25.56,NA,NA,NA,0,NA
1860-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.78,NA,NA,21.67,16.67,26.67,NA,NA,17.22,28.33,NA,NA,",bkn,"
