"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"SevernHouseHB","56.1","-89","14","America/Winnipeg","6","71099","6012501"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","dd","ta"
1773-08-08 15:00:00,NA,18.06
1773-08-09,NA,NA
1773-08-09 09:00:00,NA,6.11
1773-08-09 12:00:00,270,NA
1773-08-09 15:00:00,NA,8.89
1773-08-10,NA,NA
1773-08-10 09:00:00,NA,2.78
1773-08-10 12:00:00,315,NA
1773-08-10 15:00:00,NA,6.67
1773-08-11,NA,NA
1773-08-11 09:00:00,NA,2.78
1773-08-11 12:00:00,315,NA
1773-08-11 15:00:00,NA,11.11
1773-08-12,NA,NA
1773-08-12 09:00:00,NA,3.89
1773-08-12 12:00:00,315,NA
1773-08-12 15:00:00,NA,6.67
1773-08-13,NA,NA
1773-08-13 09:00:00,NA,3.33
1773-08-13 12:00:00,315,NA
1773-08-13 15:00:00,NA,9.44
1773-08-14,NA,NA
1773-08-14 09:00:00,NA,3.89
1773-08-14 12:00:00,315,NA
1773-08-14 15:00:00,NA,8.33
1773-08-15,NA,NA
1773-08-15 09:00:00,NA,2.78
1773-08-15 12:00:00,315,NA
1773-08-15 15:00:00,NA,10
1773-08-16,NA,NA
1773-08-16 09:00:00,NA,6.67
1773-08-16 12:00:00,NA,NA
1773-08-16 15:00:00,NA,15
1773-08-17,NA,NA
1773-08-17 09:00:00,NA,8.89
1773-08-17 12:00:00,90,NA
1773-08-17 15:00:00,NA,8.89
1773-08-18,NA,NA
1773-08-18 09:00:00,NA,3.89
1773-08-18 12:00:00,NA,NA
1773-08-18 15:00:00,NA,13.06
1773-08-19,NA,NA
1773-08-19 09:00:00,NA,12.78
1773-08-19 12:00:00,270,NA
1773-08-19 15:00:00,NA,23.89
1773-08-20,NA,NA
1773-08-20 09:00:00,NA,10
1773-08-20 12:00:00,NA,NA
1773-08-20 15:00:00,NA,18.06
1773-08-21,NA,NA
1773-08-21 09:00:00,NA,4.44
1773-08-21 12:00:00,45,NA
1773-08-21 15:00:00,NA,11.11
1773-08-22,NA,NA
1773-08-22 09:00:00,NA,5
1773-08-22 12:00:00,90,NA
1773-08-22 15:00:00,NA,7.78
1773-08-23,NA,NA
1773-08-23 09:00:00,NA,6.67
1773-08-23 12:00:00,135,NA
1773-08-23 15:00:00,NA,15
1773-08-24,NA,NA
1773-08-24 09:00:00,NA,6.67
1773-08-24 12:00:00,0,NA
1773-08-24 15:00:00,NA,20
1773-08-25,NA,NA
1773-08-25 09:00:00,NA,9.44
1773-08-25 12:00:00,180,NA
1773-08-25 15:00:00,NA,25.56
1773-08-26,NA,NA
1773-08-26 09:00:00,NA,5
1773-08-26 12:00:00,315,NA
1773-08-26 15:00:00,NA,12.22
1773-08-27,NA,NA
1773-08-27 09:00:00,NA,10
1773-08-27 12:00:00,225,NA
1773-08-27 15:00:00,NA,15.56
1773-08-28,NA,NA
1773-08-28 09:00:00,NA,4.44
1773-08-28 12:00:00,0,NA
1773-08-28 15:00:00,NA,10.56
1773-08-29,NA,NA
1773-08-29 09:00:00,NA,3.89
1773-08-29 12:00:00,225,NA
1773-08-29 15:00:00,NA,8.33
1773-08-30,NA,NA
1773-08-30 09:00:00,NA,2.22
1773-08-30 12:00:00,0,NA
1773-08-30 15:00:00,NA,11.11
1773-08-31,NA,NA
1773-08-31 09:00:00,NA,3.89
1773-08-31 12:00:00,225,NA
1773-08-31 15:00:00,NA,11.39
1773-09-01,NA,NA
1773-09-01 09:00:00,NA,5.28
1773-09-01 12:00:00,225,NA
1773-09-01 15:00:00,NA,10
1773-09-02,NA,NA
1773-09-02 09:00:00,NA,8.33
1773-09-02 12:00:00,135,NA
1773-09-02 15:00:00,NA,7.78
1773-09-03,NA,NA
1773-09-03 09:00:00,NA,6.11
1773-09-03 12:00:00,0,NA
1773-09-03 15:00:00,NA,9.44
1773-09-04,NA,NA
1773-09-04 09:00:00,NA,3.33
1773-09-04 12:00:00,0,NA
1773-09-04 15:00:00,NA,5
1773-09-05,NA,NA
1773-09-05 09:00:00,NA,0.56
1773-09-05 12:00:00,315,NA
1773-09-05 15:00:00,NA,5
1773-09-06,NA,NA
1773-09-06 09:00:00,NA,4.44
1773-09-06 12:00:00,225,NA
1773-09-06 15:00:00,NA,9.44
1773-09-07,NA,NA
1773-09-07 09:00:00,NA,6.11
1773-09-07 12:00:00,315,NA
1773-09-07 15:00:00,NA,10
1773-09-08,NA,NA
1773-09-08 09:00:00,NA,3.89
1773-09-08 12:00:00,315,NA
1773-09-08 15:00:00,NA,7.22
1773-09-09,NA,NA
1773-09-09 09:00:00,NA,-3.33
1773-09-09 12:00:00,NA,NA
1773-09-09 15:00:00,NA,11.11
1773-09-10,NA,NA
1773-09-10 09:00:00,NA,5.56
1773-09-10 12:00:00,270,NA
1773-09-10 15:00:00,NA,7.22
1773-09-11,NA,NA
1773-09-11 09:00:00,NA,2.78
1773-09-11 12:00:00,0,NA
1773-09-11 15:00:00,NA,9.44
1773-09-12,NA,NA
1773-09-12 09:00:00,NA,13.89
1773-09-12 12:00:00,315,NA
1773-09-12 15:00:00,NA,8.89
1773-09-13,NA,NA
1773-09-13 09:00:00,NA,NA
1773-09-13 12:00:00,90,NA
1773-09-13 15:00:00,NA,5.56
1773-09-14,NA,NA
1773-09-14 09:00:00,NA,0
1773-09-14 12:00:00,NA,NA
1773-09-14 15:00:00,NA,8.33
1773-09-15,NA,NA
1773-09-15 09:00:00,NA,5.56
1773-09-15 12:00:00,135,NA
1773-09-15 15:00:00,NA,10
1773-09-16,NA,NA
1773-09-16 09:00:00,NA,6.67
1773-09-16 12:00:00,180,NA
1773-09-16 15:00:00,NA,18.33
1773-09-17,NA,NA
1773-09-17 09:00:00,NA,6.94
1773-09-17 12:00:00,NA,NA
1773-09-17 15:00:00,NA,15.56
1773-09-18,NA,NA
1773-09-18 09:00:00,NA,4.44
1773-09-18 12:00:00,270,NA
1773-09-18 15:00:00,NA,8.89
1773-09-19,NA,NA
1773-09-19 09:00:00,NA,0
1773-09-19 12:00:00,315,NA
1773-09-19 15:00:00,NA,8.89
1773-09-20,NA,NA
1773-09-20 09:00:00,NA,6.11
1773-09-20 12:00:00,180,NA
1773-09-20 15:00:00,NA,8.61
1773-09-21,NA,NA
1773-09-21 09:00:00,NA,5
1773-09-21 12:00:00,315,NA
1773-09-21 15:00:00,NA,8.61
1773-09-22,NA,NA
1773-09-22 09:00:00,NA,2.78
1773-09-22 12:00:00,135,NA
1773-09-22 15:00:00,NA,5.56
1773-09-23,NA,NA
1773-09-23 09:00:00,NA,3.61
1773-09-23 12:00:00,270,NA
1773-09-23 15:00:00,NA,7.22
1773-09-24,NA,NA
1773-09-24 09:00:00,NA,0.56
1773-09-24 12:00:00,315,NA
1773-09-24 15:00:00,NA,6.67
1773-09-25,NA,NA
1773-09-25 09:00:00,NA,4.44
1773-09-25 12:00:00,225,NA
1773-09-25 15:00:00,NA,5.56
1773-09-26,NA,NA
1773-09-26 09:00:00,NA,-2.22
1773-09-26 12:00:00,225,NA
1773-09-26 15:00:00,NA,4.44
1773-09-27,NA,NA
1773-09-27 09:00:00,NA,-2.78
1773-09-27 12:00:00,270,NA
1773-09-27 15:00:00,NA,1.67
1773-09-28,NA,NA
1773-09-28 09:00:00,NA,-4.72
1773-09-28 12:00:00,270,NA
1773-09-28 15:00:00,NA,2.78
1773-09-29,NA,NA
1773-09-29 09:00:00,NA,-2.22
1773-09-29 12:00:00,315,NA
1773-09-29 15:00:00,NA,1.11
1773-09-30,NA,NA
1773-09-30 09:00:00,NA,-1.67
1773-09-30 12:00:00,225,NA
1773-09-30 15:00:00,NA,5.56
1773-10-01,NA,NA
1773-10-01 09:00:00,NA,2.78
1773-10-01 12:00:00,225,NA
1773-10-01 15:00:00,NA,11.67
1773-10-02,NA,NA
1773-10-02 09:00:00,NA,0.56
1773-10-02 12:00:00,45,NA
1773-10-02 15:00:00,NA,3.61
1773-10-03,NA,NA
1773-10-03 09:00:00,NA,0.83
1773-10-03 12:00:00,90,NA
1773-10-03 15:00:00,NA,3.33
1773-10-04,NA,NA
1773-10-04 09:00:00,NA,-1.11
1773-10-04 12:00:00,45,NA
1773-10-04 15:00:00,NA,2.22
1773-10-05,NA,NA
1773-10-05 09:00:00,NA,-1.11
1773-10-05 12:00:00,45,NA
1773-10-05 15:00:00,NA,1.67
1773-10-06,NA,NA
1773-10-06 09:00:00,NA,-1.11
1773-10-06 12:00:00,270,NA
1773-10-06 15:00:00,NA,4.44
1773-10-07,NA,NA
1773-10-07 09:00:00,NA,-2.22
1773-10-07 12:00:00,225,NA
1773-10-07 15:00:00,NA,9.44
1773-10-08,NA,NA
1773-10-08 09:00:00,NA,-1.67
1773-10-08 12:00:00,135,NA
1773-10-08 15:00:00,NA,2.22
1773-10-09,NA,NA
1773-10-09 09:00:00,NA,2.78
1773-10-09 12:00:00,45,NA
1773-10-09 15:00:00,NA,7.22
1773-10-10,NA,NA
1773-10-10 09:00:00,NA,2.22
1773-10-10 12:00:00,NA,NA
1773-10-10 15:00:00,NA,11.11
1773-10-11,NA,NA
1773-10-11 09:00:00,NA,3.33
1773-10-11 12:00:00,225,NA
1773-10-11 15:00:00,NA,10
1773-10-12,NA,NA
1773-10-12 09:00:00,NA,4.44
1773-10-12 12:00:00,270,NA
1773-10-12 15:00:00,NA,7.22
1773-10-13,NA,NA
1773-10-13 09:00:00,NA,-1.11
1773-10-13 12:00:00,225,NA
1773-10-13 15:00:00,NA,5.56
1773-10-14,NA,NA
1773-10-14 09:00:00,NA,0.56
1773-10-14 12:00:00,0,NA
1773-10-14 15:00:00,NA,6.11
1773-10-15,NA,NA
1773-10-15 09:00:00,NA,4.44
1773-10-15 12:00:00,315,NA
1773-10-15 15:00:00,NA,0.56
1773-10-16,NA,NA
1773-10-16 09:00:00,NA,-1.11
1773-10-16 12:00:00,315,NA
1773-10-16 15:00:00,NA,0.56
1773-10-17,NA,NA
1773-10-17 09:00:00,NA,-7.22
1773-10-17 12:00:00,270,NA
1773-10-17 15:00:00,NA,-1.11
1773-10-18,NA,NA
1773-10-18 09:00:00,NA,-5
1773-10-18 12:00:00,225,NA
1773-10-18 15:00:00,NA,1.67
1773-10-19,NA,NA
1773-10-19 09:00:00,NA,0
1773-10-19 12:00:00,270,NA
1773-10-19 15:00:00,NA,-2.22
1773-10-20,NA,NA
1773-10-20 09:00:00,NA,-6.67
1773-10-20 12:00:00,270,NA
1773-10-20 15:00:00,NA,-2.22
1773-10-21,NA,NA
1773-10-21 09:00:00,NA,-5
1773-10-21 12:00:00,270,NA
1773-10-21 15:00:00,NA,-1.11
1773-10-22,NA,NA
1773-10-22 09:00:00,NA,-5.56
1773-10-22 12:00:00,315,NA
1773-10-22 15:00:00,NA,0
1773-10-23,NA,NA
1773-10-23 09:00:00,NA,-2.78
1773-10-23 12:00:00,135,NA
1773-10-23 15:00:00,NA,0.56
1773-10-24,NA,NA
1773-10-24 09:00:00,NA,-2.22
1773-10-24 12:00:00,315,NA
1773-10-24 15:00:00,NA,-2.22
1773-10-25,NA,NA
1773-10-25 09:00:00,NA,-6.67
1773-10-25 12:00:00,270,NA
1773-10-25 15:00:00,NA,-3.89
1773-10-26,NA,NA
1773-10-26 09:00:00,NA,-2.78
1773-10-26 12:00:00,225,NA
1773-10-26 15:00:00,NA,1.11
1773-10-27,NA,NA
1773-10-27 09:00:00,NA,-1.67
1773-10-27 12:00:00,270,NA
1773-10-27 15:00:00,NA,0.56
1773-10-28,NA,NA
1773-10-28 09:00:00,NA,-2.22
1773-10-28 12:00:00,0,NA
1773-10-28 15:00:00,NA,2.22
1773-10-29,NA,NA
1773-10-29 09:00:00,NA,-3.33
1773-10-29 12:00:00,225,NA
1773-10-29 15:00:00,NA,1.67
1773-10-30,NA,NA
1773-10-30 09:00:00,NA,-0.56
1773-10-30 12:00:00,315,NA
1773-10-30 15:00:00,NA,2.22
1773-10-31,NA,NA
1773-10-31 09:00:00,NA,-6.67
1773-10-31 12:00:00,270,NA
1773-10-31 15:00:00,NA,2.22
1773-11-01,NA,NA
1773-11-01 09:00:00,NA,-6.67
1773-11-01 12:00:00,315,NA
1773-11-01 15:00:00,NA,-3.89
1773-11-02,NA,NA
1773-11-02 09:00:00,NA,-8.89
1773-11-02 12:00:00,270,NA
1773-11-02 15:00:00,NA,-4.44
1773-11-03,NA,NA
1773-11-03 09:00:00,NA,-2.78
1773-11-03 12:00:00,225,NA
1773-11-03 15:00:00,NA,1.94
1773-11-04,NA,NA
1773-11-04 09:00:00,NA,-3.89
1773-11-04 12:00:00,315,NA
1773-11-04 15:00:00,NA,1.67
1773-11-05,NA,NA
1773-11-05 09:00:00,NA,-3.89
1773-11-05 12:00:00,180,NA
1773-11-05 15:00:00,NA,-1.11
1773-11-06,NA,NA
1773-11-06 09:00:00,NA,-7.22
1773-11-06 12:00:00,315,NA
1773-11-06 15:00:00,NA,-3.89
1773-11-07,NA,NA
1773-11-07 09:00:00,NA,-10
1773-11-07 12:00:00,90,NA
1773-11-07 15:00:00,NA,-2.22
1773-11-08,NA,NA
1773-11-08 09:00:00,NA,-3.89
1773-11-08 12:00:00,135,NA
1773-11-08 15:00:00,NA,-5
1773-11-09,NA,NA
1773-11-09 09:00:00,NA,-6.67
1773-11-09 12:00:00,315,NA
1773-11-09 15:00:00,NA,-3.89
1773-11-10,NA,NA
1773-11-10 09:00:00,NA,-9.44
1773-11-10 12:00:00,180,NA
1773-11-10 15:00:00,NA,-6.67
1773-11-11,NA,NA
1773-11-11 09:00:00,NA,-6.67
1773-11-11 12:00:00,180,NA
1773-11-11 15:00:00,NA,-3.33
1773-11-12,NA,NA
1773-11-12 09:00:00,NA,-16.67
1773-11-12 12:00:00,315,NA
1773-11-12 15:00:00,NA,-15
1773-11-13,NA,NA
1773-11-13 09:00:00,NA,-19.44
1773-11-13 12:00:00,270,NA
1773-11-13 15:00:00,NA,-18.33
1773-11-14,NA,NA
1773-11-14 09:00:00,NA,-15
1773-11-14 12:00:00,225,NA
1773-11-14 15:00:00,NA,-9.44
1773-11-15,NA,NA
1773-11-15 09:00:00,NA,-8.89
1773-11-15 12:00:00,270,NA
1773-11-15 15:00:00,NA,-3.89
1773-11-16,NA,NA
1773-11-16 09:00:00,NA,-8.33
1773-11-16 12:00:00,45,NA
1773-11-16 15:00:00,NA,-10
1773-11-17,NA,NA
1773-11-17 09:00:00,NA,-16.67
1773-11-17 12:00:00,0,NA
1773-11-17 15:00:00,NA,-13.89
1773-11-18,NA,NA
1773-11-18 09:00:00,NA,-22.78
1773-11-18 12:00:00,315,NA
1773-11-18 15:00:00,NA,-21.11
1773-11-19,NA,NA
1773-11-19 09:00:00,NA,-31.67
1773-11-19 12:00:00,270,NA
1773-11-19 15:00:00,NA,-26.11
1773-11-20,NA,NA
1773-11-20 09:00:00,NA,-20.56
1773-11-20 12:00:00,315,NA
1773-11-20 15:00:00,NA,-15
1773-11-21,NA,NA
1773-11-21 09:00:00,NA,-23.33
1773-11-21 12:00:00,270,NA
1773-11-21 15:00:00,NA,-17.22
1773-11-22,NA,NA
1773-11-22 09:00:00,NA,-15
1773-11-22 12:00:00,270,NA
1773-11-22 15:00:00,NA,-17.78
1773-11-23,NA,NA
1773-11-23 09:00:00,NA,-28.89
1773-11-23 12:00:00,315,NA
1773-11-23 15:00:00,NA,-23.33
1773-11-24,NA,NA
1773-11-24 09:00:00,NA,-17.78
1773-11-24 12:00:00,315,NA
1773-11-24 15:00:00,NA,-16.39
1773-11-25,NA,NA
1773-11-25 09:00:00,NA,-25
1773-11-25 12:00:00,225,NA
1773-11-25 15:00:00,NA,-22.78
1773-11-26,NA,NA
1773-11-26 09:00:00,NA,-29.44
1773-11-26 12:00:00,270,NA
1773-11-26 15:00:00,NA,-20.56
1773-11-27,NA,NA
1773-11-27 09:00:00,NA,-11.11
1773-11-27 12:00:00,270,NA
1773-11-27 15:00:00,NA,-8.33
1773-11-28,NA,NA
1773-11-28 09:00:00,NA,-18.89
1773-11-28 12:00:00,270,NA
1773-11-28 15:00:00,NA,-17.78
1773-11-29,NA,NA
1773-11-29 09:00:00,NA,-22.78
1773-11-29 12:00:00,225,NA
1773-11-29 15:00:00,NA,-9.44
1773-11-30,NA,NA
1773-11-30 09:00:00,NA,-27.22
1773-11-30 12:00:00,270,NA
1773-11-30 15:00:00,NA,-23.33
1773-12-01,NA,NA
1773-12-01 09:00:00,NA,-33.89
1773-12-01 12:00:00,270,NA
1773-12-01 15:00:00,NA,-26.67
1773-12-02,NA,NA
1773-12-02 09:00:00,NA,-23.33
1773-12-02 12:00:00,180,NA
1773-12-02 15:00:00,NA,-15
1773-12-03,NA,NA
1773-12-03 09:00:00,NA,-13.89
1773-12-03 12:00:00,180,NA
1773-12-03 15:00:00,NA,-9.44
1773-12-04,NA,NA
1773-12-04 09:00:00,NA,-6.67
1773-12-04 12:00:00,180,NA
1773-12-04 15:00:00,NA,-8.33
1773-12-05,NA,NA
1773-12-05 09:00:00,NA,-18.89
1773-12-05 12:00:00,315,NA
1773-12-05 15:00:00,NA,-19.44
1773-12-06,NA,NA
1773-12-06 09:00:00,NA,-12.22
1773-12-06 12:00:00,225,NA
1773-12-06 15:00:00,NA,-9.44
1773-12-07,NA,NA
1773-12-07 09:00:00,NA,-19.44
1773-12-07 12:00:00,270,NA
1773-12-07 15:00:00,NA,-16.11
1773-12-08,NA,NA
1773-12-08 09:00:00,NA,-17.78
1773-12-08 12:00:00,180,NA
1773-12-08 15:00:00,NA,-11.11
1773-12-09,NA,NA
1773-12-09 09:00:00,NA,-12.22
1773-12-09 12:00:00,315,NA
1773-12-09 15:00:00,NA,-12.22
1773-12-10,NA,NA
1773-12-10 09:00:00,NA,-8.33
1773-12-10 12:00:00,NA,NA
1773-12-10 15:00:00,NA,-3.33
1773-12-11,NA,NA
1773-12-11 09:00:00,NA,-8.33
1773-12-11 12:00:00,315,NA
1773-12-11 15:00:00,NA,-12.22
1773-12-12,NA,NA
1773-12-12 09:00:00,NA,-6.67
1773-12-12 12:00:00,315,NA
1773-12-12 15:00:00,NA,-13.89
1773-12-13,NA,NA
1773-12-13 09:00:00,NA,-16.11
1773-12-13 12:00:00,45,NA
1773-12-13 15:00:00,NA,-17.5
1773-12-14,NA,NA
1773-12-14 09:00:00,NA,-11.11
1773-12-14 12:00:00,0,NA
1773-12-14 15:00:00,NA,-10.56
1773-12-15,NA,NA
1773-12-15 09:00:00,NA,-16.67
1773-12-15 12:00:00,315,NA
1773-12-15 15:00:00,NA,-15
1773-12-16,NA,NA
1773-12-16 09:00:00,NA,-20.56
1773-12-16 12:00:00,315,NA
1773-12-16 15:00:00,NA,-15.56
1773-12-17,NA,NA
1773-12-17 09:00:00,NA,-12.78
1773-12-17 12:00:00,315,NA
1773-12-17 15:00:00,NA,-14.44
1773-12-18,NA,NA
1773-12-18 09:00:00,NA,-4.72
1773-12-18 12:00:00,315,NA
1773-12-18 15:00:00,NA,-14.44
1773-12-19,NA,NA
1773-12-19 09:00:00,NA,-3.33
1773-12-19 12:00:00,225,NA
1773-12-19 15:00:00,NA,-6.67
1773-12-20,NA,NA
1773-12-20 09:00:00,NA,-30.56
1773-12-20 12:00:00,315,NA
1773-12-20 15:00:00,NA,-20.56
1773-12-21,NA,NA
1773-12-21 09:00:00,NA,-23.33
1773-12-21 12:00:00,315,NA
1773-12-21 15:00:00,NA,-20.56
1773-12-22,NA,NA
1773-12-22 09:00:00,NA,-27.22
1773-12-22 12:00:00,315,NA
1773-12-22 15:00:00,NA,-23.33
1773-12-23,NA,NA
1773-12-23 09:00:00,NA,-28.33
1773-12-23 12:00:00,225,NA
1773-12-23 15:00:00,NA,-25.56
1773-12-24,NA,NA
1773-12-24 09:00:00,NA,-30
1773-12-24 12:00:00,135,NA
1773-12-24 15:00:00,NA,-26.11
1773-12-25,NA,NA
1773-12-25 09:00:00,NA,-15
1773-12-25 12:00:00,45,NA
1773-12-25 15:00:00,NA,-11.67
1773-12-26,NA,NA
1773-12-26 09:00:00,NA,-17.78
1773-12-26 12:00:00,0,NA
1773-12-26 15:00:00,NA,-18.89
1773-12-27,NA,NA
1773-12-27 09:00:00,NA,-30.28
1773-12-27 12:00:00,315,NA
1773-12-27 15:00:00,NA,-28.89
1773-12-28,NA,NA
1773-12-28 09:00:00,NA,-41.11
1773-12-28 12:00:00,225,NA
1773-12-28 15:00:00,NA,-30.56
1773-12-29,NA,NA
1773-12-29 09:00:00,NA,-22.78
1773-12-29 12:00:00,0,NA
1773-12-29 15:00:00,NA,-24.44
1773-12-30,NA,NA
1773-12-30 09:00:00,NA,-26.67
1773-12-30 12:00:00,270,NA
1773-12-30 15:00:00,NA,-21.67
1773-12-31,NA,NA
1773-12-31 09:00:00,NA,-35.56
1773-12-31 12:00:00,270,NA
1773-12-31 15:00:00,NA,-31.67
