"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Kingston","44.2","-76.5","85.3","America/Toronto","5","71820","6104185"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tb_mean","humidity","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tbn","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tbx","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","ta_mean","tb","tb_mean","tbn","tbx","td","tdb","Tn","Tx","Txs","w","ww"
1853-11-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-10 14:00:00,12.22,NA,NA,1017.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-10 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-11,NA,NA,NA,NA,NA,NA,7.78,NA,NA,6.11,NA,NA,NA,5.56,10,NA,NA,"empty"
1853-11-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-11 09:00:00,12.22,180,NA,1016.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-11 14:00:00,13.33,NA,NA,1013.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-11 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-12,NA,NA,NA,NA,NA,NA,12.5,NA,NA,11.67,NA,NA,NA,11.67,13.33,NA,NA,"empty"
1853-11-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-12 09:00:00,13.33,180,NA,1001.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-12 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-12 14:00:00,14.44,NA,NA,992.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-12 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-13,NA,NA,NA,NA,NA,NA,7.22,NA,NA,3.89,NA,NA,NA,3.33,11.11,NA,NA,"empty"
1853-11-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-13 09:00:00,11.11,180,NA,1001.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-13 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-13 14:00:00,10.56,NA,NA,998.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-13 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-14,NA,NA,NA,NA,NA,NA,6.39,NA,NA,4.44,NA,NA,NA,4.44,8.06,NA,NA,"empty"
1853-11-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-14 09:00:00,11.11,270,NA,1000.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-14 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-14 14:00:00,13.89,NA,NA,1006.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-14 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-15,NA,NA,NA,NA,NA,NA,4.44,NA,NA,0.56,NA,NA,NA,0,8.89,NA,NA,"empty"
1853-11-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-15 09:00:00,8.33,270,NA,1018.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-15 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-15 14:00:00,12.22,NA,NA,1019.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-15 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.45,NA
1853-11-16,NA,NA,NA,NA,NA,NA,4.72,NA,NA,-0.56,NA,NA,NA,0.56,8.89,NA,NA,"rain"
1853-11-16 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-16 09:00:00,8.33,45,NA,1017.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-16 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-16 14:00:00,12.78,NA,NA,1017.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-16 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-17,NA,NA,NA,NA,NA,NA,4.17,NA,NA,-1.11,NA,NA,NA,-0.56,8.89,NA,NA,",br,mist"
1853-11-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-17 09:00:00,8.89,90,NA,1017.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,NA
1853-11-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-17 14:00:00,13.33,NA,NA,1013.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-17 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-18,NA,NA,NA,NA,NA,NA,7.78,NA,NA,5,NA,NA,NA,5.56,10,NA,NA,"rain"
1853-11-18 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-18 09:00:00,12.22,135,NA,1013.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,NA
1853-11-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-18 14:00:00,13.33,NA,NA,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-18 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38,NA
1853-11-19,NA,NA,NA,NA,NA,NA,6.94,NA,NA,4.44,NA,NA,NA,4.44,9.44,NA,NA,",ra,rain"
1853-11-19 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-19 09:00:00,11.11,45,NA,1009.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,NA
1853-11-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-19 14:00:00,10.56,NA,NA,1008.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-19 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.45,NA
1853-11-20,NA,NA,NA,NA,NA,NA,3.89,NA,NA,2.22,NA,NA,NA,1.67,6.11,NA,NA,"rain"
1853-11-20 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-20 09:00:00,8.89,22.5,NA,1010.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA
1853-11-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-20 14:00:00,11.67,NA,NA,1010.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-20 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-21,NA,NA,NA,NA,NA,NA,5.56,NA,NA,2.5,NA,NA,NA,2.78,8.33,NA,NA,"empty"
1853-11-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-21 09:00:00,10.56,202.5,NA,1009.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-21 14:00:00,15,NA,NA,1008.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-21 15:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,NA
1853-11-22,NA,NA,NA,NA,NA,NA,6.39,NA,NA,1.94,NA,NA,NA,2.22,10.56,NA,NA,",ra,rain"
1853-11-22 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-22 09:00:00,10.56,67.5,NA,1008.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-22 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-22 14:00:00,12.78,NA,NA,1006.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-22 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-23,NA,NA,NA,NA,NA,NA,-1.83,NA,NA,-7.5,NA,NA,NA,-8.06,4.44,NA,NA,"snow"
1853-11-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-23 09:00:00,0.56,337.5,NA,1012.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA
1853-11-23 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-23 14:00:00,7.78,NA,NA,1019.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-23 15:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,NA
1853-11-24,NA,NA,NA,NA,NA,NA,-10,NA,NA,-12.22,NA,NA,NA,-12.78,-7.22,NA,NA,"empty"
1853-11-24 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-24 09:00:00,0,0,NA,1024.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-24 14:00:00,8.89,NA,NA,1023.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-24 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-25,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,-5.56,NA,NA,NA,-5.56,-1.11,NA,NA,"empty"
1853-11-25 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-25 09:00:00,3.33,157.5,NA,1017.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-25 14:00:00,13.33,NA,NA,1017.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-25 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1853-11-26,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,-8.33,NA,NA,NA,-8.89,2.22,NA,NA,"empty"
1853-11-26 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-26 09:00:00,1.11,67.5,NA,1025.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA
1853-11-26 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-26 14:00:00,1.67,NA,NA,1025.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-26 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA
1853-11-27,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,-8.89,NA,NA,NA,-8.89,-4.44,NA,NA,"empty"
1853-11-27 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-27 09:00:00,0.56,90,NA,1021.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,NA
1853-11-27 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-27 14:00:00,11.11,NA,NA,1020.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-27 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA
1853-11-28,NA,NA,NA,NA,NA,NA,5.56,NA,NA,3.89,NA,NA,NA,4.44,6.67,NA,NA,"empty"
1853-11-28 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-28 09:00:00,7.78,180,NA,1011.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,NA
1853-11-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-28 14:00:00,12.78,NA,NA,1008.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-28 15:00:00,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.45,NA
1853-11-29,NA,NA,NA,NA,NA,NA,6.67,NA,NA,2.22,NA,NA,NA,3.33,10,NA,NA,"rain"
1853-11-29 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-29 09:00:00,9.17,270,NA,1007.08,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.99,NA
1853-11-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-29 14:00:00,13.33,NA,NA,1008.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-29 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,NA
1853-11-30,NA,NA,NA,NA,NA,NA,-1.56,NA,NA,-5.56,NA,NA,NA,-6.11,2.78,NA,NA,"empty"
1853-11-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-30 09:00:00,3.89,0,NA,1010.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06,NA
1853-11-30 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-30 14:00:00,11.25,NA,NA,1010.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853-11-30 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-01,NA,NA,NA,NA,NA,NA,-13.22,NA,NA,-13.33,NA,NA,NA,-13.89,-12.5,NA,NA,"snow"
1854-01-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA
1854-01-01 09:00:00,-3.06,45,NA,993.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-01 14:00:00,8.06,NA,NA,997.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-01 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-02,NA,NA,NA,NA,NA,NA,-3.61,NA,NA,-5,NA,NA,NA,-5,-2.22,NA,NA,"empty"
1854-01-02 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.17,NA,NA
1854-01-02 09:00:00,0,225,NA,998.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.86,NA
1854-01-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 14:00:00,1.11,NA,NA,996.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-02 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,NA
1854-01-03,NA,NA,NA,NA,NA,NA,-4.33,NA,NA,-6.11,NA,NA,NA,-6.11,-2.5,NA,NA,"empty"
1854-01-03 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.44,NA,NA
1854-01-03 09:00:00,0.83,270,NA,1001.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA
1854-01-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 14:00:00,7.22,NA,NA,1014.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-03 15:00:00,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.84,NA
1854-01-04,NA,NA,NA,NA,NA,NA,-3.06,NA,NA,-2.78,NA,NA,NA,-2.78,-3.33,NA,NA,"empty"
1854-01-04 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA
1854-01-04 09:00:00,6.39,135,NA,1009.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA
1854-01-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 14:00:00,13.89,NA,NA,1002.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-04 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA
1854-01-05,NA,NA,NA,NA,NA,NA,2.78,NA,NA,0,NA,NA,NA,-0.56,6.11,NA,NA,"empty"
1854-01-05 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,NA,NA
1854-01-05 09:00:00,6.67,45,NA,1013.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA
1854-01-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 14:00:00,12.78,NA,NA,1007.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-05 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-06,NA,NA,NA,NA,NA,NA,-1.56,NA,NA,-3.33,NA,NA,NA,-4.17,1.11,NA,NA,"empty"
1854-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.17,NA,NA
1854-01-06 09:00:00,6.11,270,NA,1007.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.29,NA
1854-01-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 14:00:00,10.83,NA,NA,1012.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-06 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA
1854-01-07,NA,NA,NA,NA,NA,NA,-8.61,NA,NA,-11.67,NA,NA,NA,-11.67,-5.56,NA,NA,"snow"
1854-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA
1854-01-07 09:00:00,12.5,270,NA,1013.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,NA
1854-01-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 14:00:00,12.5,NA,NA,1010.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-07 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.69,NA
1854-01-08,NA,NA,NA,NA,NA,NA,-6.94,NA,NA,-8.33,NA,NA,NA,-8.89,-5,NA,NA,"empty"
1854-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.22,NA,NA
1854-01-08 09:00:00,2.22,0,NA,1006.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA
1854-01-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 14:00:00,2.78,NA,NA,1005.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-08 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA
1854-01-09,NA,NA,NA,NA,NA,NA,-11.94,NA,NA,-16.67,NA,NA,NA,-17.22,-6.67,NA,NA,"snow"
1854-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.33,NA,NA
1854-01-09 09:00:00,-3.33,0,NA,1008.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 14:00:00,10.83,NA,NA,1009.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-09 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-10,NA,NA,NA,NA,NA,NA,-9.17,NA,NA,-10.56,NA,NA,NA,-10.56,-7.78,NA,NA,"snow"
1854-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA
1854-01-10 09:00:00,-1.11,45,NA,1005.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 14:00:00,13.33,NA,NA,1007.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-10 15:00:00,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-11,NA,NA,NA,NA,NA,NA,-10.83,NA,NA,-11.94,NA,NA,NA,-12.78,-8.89,NA,NA,"empty"
1854-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA
1854-01-11 09:00:00,-1.11,45,NA,1009.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 14:00:00,9.17,NA,NA,1010.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1854-01-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1854-01-12,NA,NA,NA,NA,NA,NA,-1,NA,NA,-3.33,NA,NA,NA,-3.33,1.39,NA,NA,"rain | sleet"
