"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"YorkFactoryHB","57.0","-92.3","15.5","America/Winnipeg","6","71618","5063350"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","dd","ta"
1773-07-08,NA,NA
1773-07-08 09:00:00,NA,17.78
1773-07-08 15:00:00,NA,26.67
1773-07-08 20:00:00,225,NA
1773-07-09,NA,NA
1773-07-09 09:00:00,NA,18.33
1773-07-09 15:00:00,NA,22.78
1773-07-09 20:00:00,225,NA
1773-07-10,NA,NA
1773-07-10 09:00:00,NA,8.89
1773-07-10 15:00:00,NA,13.33
1773-07-10 20:00:00,0,NA
1773-07-11,NA,NA
1773-07-11 09:00:00,NA,12.78
1773-07-11 15:00:00,NA,18.33
1773-07-11 20:00:00,315,NA
1773-07-12,NA,NA
1773-07-12 09:00:00,NA,12.78
1773-07-12 15:00:00,NA,11.39
1773-07-12 20:00:00,315,NA
1773-07-13,NA,NA
1773-07-13 09:00:00,NA,3.89
1773-07-13 15:00:00,NA,12.78
1773-07-13 20:00:00,0,NA
1773-07-14,NA,NA
1773-07-14 09:00:00,NA,13.89
1773-07-14 15:00:00,NA,13.89
1773-07-14 20:00:00,225,NA
1773-07-15,NA,NA
1773-07-15 09:00:00,NA,13.33
1773-07-15 15:00:00,NA,8.33
1773-07-15 20:00:00,180,NA
1773-07-16,NA,NA
1773-07-16 09:00:00,NA,8.33
1773-07-16 15:00:00,NA,19.44
1773-07-16 20:00:00,225,NA
1773-07-17,NA,NA
1773-07-17 09:00:00,NA,15.56
1773-07-17 15:00:00,NA,9.17
1773-07-17 20:00:00,225,NA
1773-07-18,NA,NA
1773-07-18 09:00:00,NA,5.56
1773-07-18 15:00:00,NA,10.56
1773-07-18 20:00:00,45,NA
1773-07-19,NA,NA
1773-07-19 09:00:00,NA,7.5
1773-07-19 15:00:00,NA,16.11
1773-07-19 20:00:00,225,NA
1773-07-20,NA,NA
1773-07-20 09:00:00,NA,7.22
1773-07-20 15:00:00,NA,12.78
1773-07-20 20:00:00,0,NA
1773-07-21,NA,NA
1773-07-21 09:00:00,NA,15
1773-07-21 15:00:00,NA,19.44
1773-07-21 20:00:00,315,NA
1773-07-22,NA,NA
1773-07-22 09:00:00,NA,10.56
1773-07-22 15:00:00,NA,18.89
1773-07-22 20:00:00,225,NA
1773-07-23,NA,NA
1773-07-23 09:00:00,NA,13.33
1773-07-23 15:00:00,NA,19.44
1773-07-23 20:00:00,225,NA
1773-07-24,NA,NA
1773-07-24 09:00:00,NA,10
1773-07-24 15:00:00,NA,13.33
1773-07-24 20:00:00,0,NA
1773-07-25,NA,NA
1773-07-25 09:00:00,NA,12.78
1773-07-25 15:00:00,NA,13.89
1773-07-25 20:00:00,0,NA
1773-07-26,NA,NA
1773-07-26 09:00:00,NA,11.67
1773-07-26 15:00:00,NA,19.17
1773-07-26 20:00:00,180,NA
1773-07-27,NA,NA
1773-07-27 09:00:00,NA,15.56
1773-07-27 15:00:00,NA,17.22
1773-07-27 20:00:00,315,NA
1773-07-28,NA,NA
1773-07-28 09:00:00,NA,14.44
1773-07-28 15:00:00,NA,21.67
1773-07-28 20:00:00,270,NA
1773-07-29,NA,NA
1773-07-29 09:00:00,NA,15.56
1773-07-29 15:00:00,NA,25
1773-07-29 20:00:00,135,NA
1773-07-30,NA,NA
1773-07-30 09:00:00,NA,19.44
1773-07-30 15:00:00,NA,21.67
1773-07-30 20:00:00,180,NA
1773-07-31,NA,NA
1773-07-31 09:00:00,NA,10.56
1773-07-31 15:00:00,NA,14.44
1773-07-31 20:00:00,270,NA
