"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Niagara","43.15","-79.3","82","America/Toronto","5","71171","6136626"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"au","phenomemon","atmospheric material",NA,"text","daily","historical","original_observation","field method","c",NA
"ch","cloud type","atmospheric material",NA,"cloudatlas","sub-daily","historical","original_observation","field method","c",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"e_mean","specific humidity","atmospheric material",NA,"hPa","daily","instrumental","mean","computational method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"rh_mean","relative humidity","atmospheric material",NA,"%","daily","instrumental","mean","computational method","n",NA
"rr","precipitation","atmospheric material",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ObservationDate","au","ch","dd","e","e_mean","pr","ptb","pte","rh","rh_mean","rr","sd","ta","ta_mean","ta_range","Tn","Tx","w"
1861-02-01,NA,NA,NA,NA,4.29,0,"empty,empty","empty,empty",NA,100,NA,0,NA,-5.06,-6.78,-11.17,-0.17,NA
1861-02-01 07:00:00,NA,NA,NA,2.68,NA,NA,NA,NA,100,NA,NA,NA,-10.11,NA,NA,NA,NA,0
1861-02-01 14:00:00,NA,NA,90,4.4,NA,NA,NA,NA,100,NA,NA,NA,-4.39,NA,NA,NA,NA,1
1861-02-01 21:00:00,NA,NA,90,5.79,NA,NA,NA,NA,100,NA,NA,NA,-0.67,NA,NA,NA,NA,1
1861-02-02,NA,NA,NA,NA,5.42,0,"empty,empty","empty,empty",NA,94.66,0,0,NA,-0.86,-12.56,-4.17,1.06,NA
1861-02-02 07:00:00,NA,NA,90,6.06,NA,NA,NA,NA,98,NA,NA,NA,0.33,NA,NA,NA,NA,0
1861-02-02 14:00:00,NA,NA,NA,6.2,NA,NA,NA,NA,100,NA,NA,NA,0.56,NA,NA,NA,NA,0
1861-02-02 21:00:00,NA,NA,270,4,NA,NA,NA,NA,86,NA,NA,NA,-3.44,NA,NA,NA,NA,5
1861-02-03,NA,NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-02-03 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-03 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-03 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-04,NA,NA,NA,NA,4.42,0,"empty,empty","empty,empty",NA,84,0,0,NA,-0.65,-7.67,-8.78,1.33,NA
1861-02-04 07:00:00,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,0
1861-02-04 14:00:00,NA,"Ch6",NA,3.79,NA,NA,NA,NA,68,NA,NA,NA,-0.39,NA,NA,NA,NA,1
1861-02-04 21:00:00,NA,NA,225,5.05,NA,NA,NA,NA,100,NA,NA,NA,-2.22,NA,NA,NA,NA,0
1861-02-05,NA,NA,NA,NA,4.17,0,"empty,empty","empty,empty",NA,77.5,0,0,NA,-1.82,-13.22,-3.61,0.94,NA
1861-02-05 07:00:00,NA,NA,180,4.37,NA,NA,NA,NA,88,NA,NA,NA,3.28,NA,NA,NA,NA,0
1861-02-05 14:00:00,NA,NA,NA,3.96,NA,NA,NA,NA,67,NA,NA,NA,-0.33,NA,NA,NA,NA,1
1861-02-05 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,NA,NA,NA,NA,0
1861-02-06,NA,NA,NA,NA,4.59,0,"empty,empty","empty,empty",NA,87.33,0,0,NA,-1.69,-10.72,-5.28,1.78,NA
1861-02-06 07:00:00,NA,NA,180,4.3,NA,NA,NA,NA,75,NA,NA,NA,-0.28,NA,NA,NA,NA,11
1861-02-06 14:00:00,NA,NA,NA,5.72,NA,NA,NA,NA,95,NA,NA,NA,0.44,NA,NA,NA,NA,11
1861-02-06 21:00:00,NA,NA,0,3.76,NA,NA,NA,NA,92,NA,NA,NA,-5.22,NA,NA,NA,NA,1
1861-02-07,NA,NA,NA,NA,1.56,30.48,"1 pm,1 pm","1 pm,1 pm",NA,67.5,0,304.8,NA,-17.94,2.17,-25.22,-5.28,NA
1861-02-07 07:00:00,NA,NA,90,2.64,NA,NA,NA,NA,83,NA,NA,NA,-8.17,NA,NA,NA,NA,11
1861-02-07 14:00:00,NA,NA,315,0.14,NA,NA,NA,NA,52,NA,NA,NA,-20.44,NA,NA,NA,NA,34
1861-02-07 21:00:00,NA,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.22,NA,NA,NA,NA,34
1861-02-08,NA,NA,NA,NA,1.03,0,"empty","empty",NA,69.66,30.48,NA,NA,-17.92,-9.11,-25.22,-16.56,NA
1861-02-08 07:00:00,NA,NA,247.5,0.78,NA,NA,NA,NA,65,NA,NA,NA,-20.17,NA,NA,NA,NA,2
1861-02-08 14:00:00,NA,NA,225,1.12,NA,NA,NA,NA,73,NA,NA,NA,-17.22,NA,NA,NA,NA,2
1861-02-08 21:00:00,NA,NA,112.5,1.19,NA,NA,NA,NA,71,NA,NA,NA,-16.39,NA,NA,NA,NA,0
1861-02-09,NA,NA,NA,NA,2.57,0,"empty,empty","empty,empty",NA,82,0,0,NA,-8.5,-6.39,-17,-5.61,NA
1861-02-09 07:00:00,NA,NA,NA,1.83,NA,NA,NA,NA,78,NA,NA,NA,-12.06,NA,NA,NA,NA,1
1861-02-09 14:00:00,NA,NA,90,2.64,NA,NA,NA,NA,77,NA,NA,NA,-6.89,NA,NA,NA,NA,1
1861-02-09 21:00:00,NA,NA,NA,3.25,NA,NA,NA,NA,91,NA,NA,NA,-6.56,NA,NA,NA,NA,0
1861-02-10,NA,NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-02-10 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-10 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-10 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-11,NA,NA,NA,NA,10.26,10.69,"12 am","empty",NA,86.33,0,0,NA,9.61,2.78,-7.11,13.44,NA
1861-02-11 07:00:00,NA,NA,NA,9.72,NA,NA,NA,NA,92,NA,NA,NA,7.94,NA,NA,NA,NA,1
1861-02-11 14:00:00,NA,"Ch6",NA,10.43,NA,NA,NA,NA,77,NA,NA,NA,11.56,NA,NA,NA,NA,1
1861-02-11 21:00:00,NA,"Ch6",180,10.63,NA,NA,NA,NA,90,NA,NA,NA,9.44,NA,NA,NA,NA,1
1861-02-12,NA,NA,NA,NA,6.05,0,"empty,empty","empty,empty",NA,82.33,10.69,0,NA,2.78,-7.39,-0.56,9.83,NA
1861-02-12 07:00:00,NA,"Ch6",180,7.31,NA,NA,NA,NA,84,NA,NA,NA,5.06,NA,NA,NA,NA,0
1861-02-12 14:00:00,NA,"Ch6",180,5.15,NA,NA,NA,NA,74,NA,NA,NA,2,NA,NA,NA,NA,11
1861-02-12 21:00:00,NA,NA,NA,5.69,NA,NA,NA,NA,89,NA,NA,NA,0.44,NA,NA,NA,NA,11
1861-02-13,NA,NA,NA,NA,5.06,0,"empty,empty","empty,empty",NA,82.33,0,0,NA,0.64,-13.22,-1.67,2.89,NA
1861-02-13 07:00:00,NA,"Ch6",NA,5.69,NA,NA,NA,NA,95,NA,NA,NA,0.33,NA,NA,NA,NA,2
1861-02-13 14:00:00,NA,NA,247.5,4.37,NA,NA,NA,NA,61,NA,NA,NA,2.22,NA,NA,NA,NA,1
1861-02-13 21:00:00,NA,NA,NA,5.11,NA,NA,NA,NA,91,NA,NA,NA,-0.61,NA,NA,NA,NA,0
1861-02-14,NA,NA,NA,NA,4.73,0,"empty,empty","empty,empty",NA,80.33,0,0,NA,-0.13,-15.33,-1.78,0.67,NA
1861-02-14 07:00:00,NA,"Ch8",90,4.27,NA,NA,NA,NA,79,NA,NA,NA,-1,NA,NA,NA,NA,1
1861-02-14 14:00:00,NA,"Ch6",67.5,3.93,NA,NA,NA,NA,66,NA,NA,NA,0.17,NA,NA,NA,NA,2
1861-02-14 21:00:00,NA,NA,90,5.99,NA,NA,NA,NA,96,NA,NA,NA,0.44,NA,NA,NA,NA,2
1861-02-15,NA,NA,NA,NA,6.08,24.91,"6:45 pm","empty",NA,95.66,0,0,NA,0.83,-16,-0.28,1.5,NA
1861-02-15 07:00:00,NA,NA,90,5.99,NA,NA,NA,NA,96,NA,NA,NA,0.44,NA,NA,NA,NA,0
1861-02-15 14:00:00,NA,NA,67.5,6.26,NA,NA,NA,NA,100,NA,NA,NA,0.5,NA,NA,NA,NA,0
1861-02-15 21:00:00,NA,"Ch6",NA,5.99,NA,NA,NA,NA,91,NA,NA,NA,1.56,NA,NA,NA,NA,0
1861-02-16,NA,NA,NA,NA,5.34,5.08,"empty","empty",NA,87.66,24.91,50.8,NA,0.46,-14.61,-1.11,2.06,NA
1861-02-16 07:00:00,NA,"Ch6",NA,5.11,NA,NA,NA,NA,85,NA,NA,NA,0,NA,NA,NA,NA,2
1861-02-16 14:00:00,NA,"Ch6",180,5.08,NA,NA,NA,NA,80,NA,NA,NA,1.22,NA,NA,NA,NA,1
1861-02-16 21:00:00,NA,NA,135,5.82,NA,NA,NA,NA,98,NA,NA,NA,0.17,NA,NA,NA,NA,0
1861-02-17,NA,NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-02-17 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-17 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-17 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-18,NA,NA,NA,NA,4.67,0,"empty,empty","empty,empty",NA,92.33,0,0,NA,-2.3,-13.5,-3.61,0.67,NA
1861-02-18 07:00:00,NA,"Ch6",180,4.27,NA,NA,NA,NA,90,NA,NA,NA,-3.44,NA,NA,NA,NA,1
1861-02-18 14:00:00,NA,"Cm8",225,4.98,NA,NA,NA,NA,94,NA,NA,NA,-1.11,NA,NA,NA,NA,1
1861-02-18 21:00:00,NA,NA,180,4.77,NA,NA,NA,NA,93,NA,NA,NA,-2.33,NA,NA,NA,NA,1
1861-02-19,NA,NA,NA,NA,4.58,0,"empty,empty","empty,empty",NA,83,0,0,NA,-1.02,-11.56,-5.56,0.67,NA
1861-02-19 07:00:00,NA,NA,180,4.57,NA,NA,NA,NA,93,NA,NA,NA,-2.89,NA,NA,NA,NA,0
1861-02-19 14:00:00,NA,NA,135,4.13,NA,NA,NA,NA,72,NA,NA,NA,-0.33,NA,NA,NA,NA,0
1861-02-19 21:00:00,NA,NA,NA,5.05,NA,NA,NA,NA,84,NA,NA,NA,0.17,NA,NA,NA,NA,0
1861-02-20,NA,NA,NA,NA,5.38,0,"empty","empty",NA,83.33,0,NA,NA,1,-12.61,-1.11,-1.5,NA
1861-02-20 07:00:00,NA,NA,NA,5.82,NA,NA,NA,NA,87,NA,NA,NA,1.44,NA,NA,NA,NA,1
1861-02-20 14:00:00,NA,NA,NA,5.18,NA,NA,NA,NA,77,NA,NA,NA,1.56,NA,NA,NA,NA,1
1861-02-20 21:00:00,NA,"Ch6",180,5.15,NA,NA,NA,NA,86,NA,NA,NA,0,NA,NA,NA,NA,1
1861-02-21,NA,NA,NA,NA,4.05,0,"empty","empty",NA,82.33,0,NA,NA,-2.36,-10.72,-6.39,0.67,NA
1861-02-21 07:00:00,NA,NA,270,4.06,NA,NA,NA,NA,84,NA,NA,NA,-2.61,NA,NA,NA,NA,5
1861-02-21 14:00:00,NA,"Ch6",270,3.79,NA,NA,NA,NA,72,NA,NA,NA,-1.67,NA,NA,NA,NA,2
1861-02-21 21:00:00,NA,"Ch6",270,4.3,NA,NA,NA,NA,91,NA,NA,NA,-2.78,NA,NA,NA,NA,20
1861-02-22,NA,NA,NA,NA,4.14,0,"9:30 am","empty",NA,94.33,0,NA,NA,-4.09,-14.33,-5.56,-2.11,NA
1861-02-22 07:00:00,NA,"Ch6",292.5,4.06,NA,NA,NA,NA,96,NA,NA,NA,-4.28,NA,NA,NA,NA,1
1861-02-22 14:00:00,NA,NA,180,4.33,NA,NA,NA,NA,92,NA,NA,NA,-3.44,NA,NA,NA,NA,0
1861-02-22 21:00:00,NA,NA,90,4.03,NA,NA,NA,NA,95,NA,NA,NA,-4.56,NA,NA,NA,NA,1
1861-02-23,NA,NA,NA,NA,5.17,15.24,"empty","empty",NA,85.33,NA,152.4,NA,0.11,-4.61,-5.56,7.61,NA
1861-02-23 07:00:00,NA,NA,90,4.88,NA,NA,NA,NA,92,NA,NA,NA,-2.33,NA,NA,NA,NA,0
1861-02-23 14:00:00,NA,NA,90,5.93,NA,NA,NA,NA,94,NA,NA,NA,0.44,NA,NA,NA,NA,0
1861-02-23 21:00:00,NA,"Ch6",180,4.84,NA,NA,NA,NA,70,NA,NA,NA,2.22,NA,NA,NA,NA,20
1861-02-24,NA,NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-02-24 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-24 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-24 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-02-25,NA,NA,NA,NA,4.86,0,"empty,empty","empty,empty",NA,80.33,0,0,NA,0.07,-1.22,-11.44,5.11,NA
1861-02-25 07:00:00,NA,"Ch8",180,3.42,NA,NA,NA,NA,91,NA,NA,NA,-5.67,NA,NA,NA,NA,1
1861-02-25 14:00:00,NA,"Ch6",180,4.57,NA,NA,NA,NA,68,NA,NA,NA,1.56,NA,NA,NA,NA,5
1861-02-25 21:00:00,NA,NA,180,6.71,NA,NA,NA,NA,82,NA,NA,NA,4.33,NA,NA,NA,NA,1
1861-02-26,NA,NA,NA,NA,5.82,0,"empty,empty","empty,empty",NA,75,0,0,NA,3.59,-9,0.83,9.61,NA
1861-02-26 07:00:00,NA,NA,180,5.22,NA,NA,NA,NA,74,NA,NA,NA,2.11,NA,NA,NA,NA,0
1861-02-26 14:00:00,NA,NA,225,6.43,NA,NA,NA,NA,70,NA,NA,NA,7.28,NA,NA,NA,NA,0
1861-02-26 21:00:00,NA,NA,180,5.82,NA,NA,NA,NA,81,NA,NA,NA,2.5,NA,NA,NA,NA,0
1861-02-27,NA,NA,NA,NA,7.22,0,"empty,empty","empty,empty",NA,86.33,0,0,NA,5.18,-7.22,-0.83,9.72,NA
1861-02-27 07:00:00,NA,NA,180,6.37,NA,NA,NA,NA,88,NA,NA,NA,3.11,NA,NA,NA,NA,0
1861-02-27 14:00:00,NA,"Cm8",180,8.16,NA,NA,NA,NA,78,NA,NA,NA,8.39,NA,NA,NA,NA,1
1861-02-27 21:00:00,NA,NA,180,7.15,NA,NA,NA,NA,93,NA,NA,NA,4.06,NA,NA,NA,NA,0
1861-02-28,NA,NA,NA,NA,8.51,0,"empty,empty","empty,empty",NA,92,0,0,NA,6.24,-7.94,1.67,11.5,NA
1861-02-28 07:00:00,NA,NA,180,9.04,NA,NA,NA,NA,95,NA,NA,NA,2.44,NA,NA,NA,NA,0
1861-02-28 14:00:00,NA,"Cm8",180,8.91,NA,NA,NA,NA,91,NA,NA,NA,7.06,NA,NA,NA,NA,0
1861-02-28 21:00:00,NA,NA,180,9.96,NA,NA,NA,NA,90,NA,NA,NA,9.22,NA,NA,NA,NA,1
1861-03-01,"empty",NA,NA,NA,8.65,0,"empty,empty","empty,empty",NA,87,0,0,NA,7.22,-7.94,3.61,13.44,NA
1861-03-01 07:00:00,NA,"Ch9",225,8.8,NA,NA,NA,NA,83,NA,NA,NA,8.06,NA,NA,NA,NA,1
1861-03-01 14:00:00,NA,"Ch9",270,8.16,NA,NA,NA,NA,78,NA,NA,NA,8.17,NA,NA,NA,NA,0
1861-03-01 21:00:00,NA,NA,NA,8.97,NA,NA,NA,NA,100,NA,NA,NA,5.44,NA,NA,NA,NA,0
1861-03-02,"empty",NA,NA,NA,8.64,0.83,"3:30 pm","empty",NA,100,0,0,NA,4.78,-6,2.5,14.28,NA
1861-03-02 07:00:00,NA,NA,90,7.59,NA,NA,NA,NA,100,NA,NA,NA,2.94,NA,NA,NA,NA,0
1861-03-02 14:00:00,NA,NA,90,10.7,NA,NA,NA,NA,100,NA,NA,NA,8.11,NA,NA,NA,NA,0
1861-03-02 21:00:00,NA,NA,NA,7.62,NA,NA,NA,NA,100,NA,NA,NA,3.33,NA,NA,NA,NA,0
1861-03-03,"empty",NA,NA,NA,NA,0,"12 am","empty",NA,NA,0.83,0,NA,NA,NA,NA,NA,NA
1861-03-03 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-03 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-03 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-04,"empty",NA,NA,NA,4.82,0,"empty,empty","empty,empty",NA,76,12.54,0,NA,0.89,-1,-1.94,14.83,NA
1861-03-04 07:00:00,NA,NA,180,5.99,NA,NA,NA,NA,90,NA,NA,NA,1.39,NA,NA,NA,NA,2
1861-03-04 14:00:00,NA,"Ch9",NA,4.81,NA,NA,NA,NA,70,NA,NA,NA,2.44,NA,NA,NA,NA,5
1861-03-04 21:00:00,NA,"Cm2",225,3.66,NA,NA,NA,NA,68,NA,NA,NA,-1.17,NA,NA,NA,NA,34
1861-03-05,"empty",NA,NA,NA,3.87,0,"empty,empty","empty,empty",NA,99.33,0,0,NA,-5.32,-12.11,-6.67,-1,NA
1861-03-05 07:00:00,NA,"Ch9",270,3.83,NA,NA,NA,NA,100,NA,NA,NA,-5.39,NA,NA,NA,NA,5
1861-03-05 14:00:00,NA,"Ch6",270,4.2,NA,NA,NA,NA,100,NA,NA,NA,-4.44,NA,NA,NA,NA,11
1861-03-05 21:00:00,NA,"Cm2",270,3.59,NA,NA,NA,NA,98,NA,NA,NA,-6.11,NA,NA,NA,NA,2
1861-03-06,"empty",NA,NA,NA,2.86,0,"empty,empty","empty,empty",NA,70.33,0,0,NA,-5,-7.61,-11.17,-1,NA
1861-03-06 07:00:00,NA,"Ch6",225,3.86,NA,NA,NA,NA,78,NA,NA,NA,-2.67,NA,NA,NA,NA,11
1861-03-06 14:00:00,NA,"Ch6",270,2.4,NA,NA,NA,NA,48,NA,NA,NA,-2.22,NA,NA,NA,NA,27
1861-03-06 21:00:00,NA,"Cl9",270,2.34,NA,NA,NA,NA,85,NA,NA,NA,-10.11,NA,NA,NA,NA,34
1861-03-07,"empty",NA,NA,NA,1.93,0,"empty,empty","empty,empty",NA,82,0,0,NA,-11.89,-11.5,-15.44,-9.17,NA
1861-03-07 07:00:00,NA,NA,0,1.56,NA,NA,NA,NA,81,NA,NA,NA,-14,NA,NA,NA,NA,1
1861-03-07 14:00:00,NA,NA,NA,1.66,NA,NA,NA,NA,74,NA,NA,NA,-12.33,NA,NA,NA,NA,0
1861-03-07 21:00:00,NA,NA,90,2.57,NA,NA,NA,NA,91,NA,NA,NA,-9.33,NA,NA,NA,NA,0
1861-03-08,"empty",NA,NA,NA,4.93,0,"empty,empty","empty,empty",NA,70.66,0,0,NA,2.39,4.17,-10.33,11.61,NA
1861-03-08 07:00:00,NA,NA,90,3.39,NA,NA,NA,NA,89,NA,NA,NA,-5.67,NA,NA,NA,NA,0
1861-03-08 14:00:00,NA,NA,180,5.25,NA,NA,NA,NA,45,NA,NA,NA,9.33,NA,NA,NA,NA,2
1861-03-08 21:00:00,NA,NA,180,6.16,NA,NA,NA,NA,78,NA,NA,NA,3.5,NA,NA,NA,NA,0
1861-03-09,"empty",NA,NA,NA,6.11,2.54,"empty","empty",NA,91.66,0,25.4,NA,1.78,-12.83,0,4.94,NA
1861-03-09 07:00:00,NA,NA,270,6.37,NA,NA,NA,NA,100,NA,NA,NA,1,NA,NA,NA,NA,0
1861-03-09 14:00:00,NA,"Ch6",247.5,6.23,NA,NA,NA,NA,85,NA,NA,NA,3.06,NA,NA,NA,NA,1
1861-03-09 21:00:00,NA,NA,225,5.72,NA,NA,NA,NA,90,NA,NA,NA,1.28,NA,NA,NA,NA,1
1861-03-10,"empty",NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-03-10 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-10 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-10 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-11,"empty",NA,NA,NA,4.85,0,"empty,empty","empty,empty",NA,94.66,0,0,NA,-2.36,-5.83,-9.33,2.61,NA
1861-03-11 07:00:00,NA,"Ch6",180,3.35,NA,NA,NA,NA,93,NA,NA,NA,-6.67,NA,NA,NA,NA,1
1861-03-11 14:00:00,NA,"Ch6",NA,5.52,NA,NA,NA,NA,96,NA,NA,NA,-0.39,NA,NA,NA,NA,2
1861-03-11 21:00:00,NA,NA,180,5.69,NA,NA,NA,NA,95,NA,NA,NA,0.11,NA,NA,NA,NA,27
1861-03-12,"empty",NA,NA,NA,4.76,0,"empty,empty","empty,empty",NA,91.33,0,0,NA,-1.87,-10.94,-4.44,2.39,NA
1861-03-12 07:00:00,NA,NA,NA,5.42,NA,NA,NA,NA,94,NA,NA,NA,0,NA,NA,NA,NA,1
1861-03-12 14:00:00,NA,NA,90,4.27,NA,NA,NA,NA,80,NA,NA,NA,-1.78,NA,NA,NA,NA,2
1861-03-12 21:00:00,NA,NA,90,4.61,NA,NA,NA,NA,100,NA,NA,NA,-3.83,NA,NA,NA,NA,2
1861-03-13,"empty",NA,NA,NA,4.17,2.54,"empty","empty",NA,91.33,0,25.4,NA,-3.65,-13.33,-5.28,-0.83,NA
1861-03-13 07:00:00,NA,NA,315,4.4,NA,NA,NA,NA,100,NA,NA,NA,-4.39,NA,NA,NA,NA,0
1861-03-13 14:00:00,NA,"Ch6",NA,3.96,NA,NA,NA,NA,82,NA,NA,NA,-2.56,NA,NA,NA,NA,1
1861-03-13 21:00:00,NA,NA,0,4.13,NA,NA,NA,NA,92,NA,NA,NA,-4,NA,NA,NA,NA,1
1861-03-14,"empty",NA,NA,NA,3.78,0,"empty,empty","empty,empty",NA,94.33,0,0,NA,-4.94,-13.22,-6.67,-2.11,NA
1861-03-14 07:00:00,NA,NA,90,3.93,NA,NA,NA,NA,97,NA,NA,NA,-4.72,NA,NA,NA,NA,1
1861-03-14 14:00:00,NA,"Ch6",90,3.96,NA,NA,NA,NA,87,NA,NA,NA,-3.17,NA,NA,NA,NA,1
1861-03-14 21:00:00,NA,NA,NA,3.45,NA,NA,NA,NA,99,NA,NA,NA,-6.94,NA,NA,NA,NA,0
1861-03-15,"empty",NA,NA,NA,4.62,0,"empty,empty","empty,empty",NA,89.32,0,0,NA,-2,-5.56,-8.78,3.44,NA
1861-03-15 07:00:00,NA,NA,180,4.1,NA,NA,NA,NA,89,NA,NA,NA,-5,NA,NA,NA,NA,0
1861-03-15 14:00:00,NA,"Ch6",180,5.18,NA,NA,NA,NA,82,NA,NA,NA,1.06,NA,NA,NA,NA,0
1861-03-15 21:00:00,NA,NA,NA,4.57,NA,NA,NA,NA,88,NA,NA,NA,-2.06,NA,NA,NA,NA,0
1861-03-16,"empty",NA,NA,NA,6.12,0,"empty,empty","empty,empty",NA,86.33,0,0,NA,1.74,-5.06,-4.44,8.28,NA
1861-03-16 07:00:00,NA,NA,180,4.54,NA,NA,NA,NA,81,NA,NA,NA,-0.67,NA,NA,NA,NA,0
1861-03-16 14:00:00,NA,"Cm8",180,9.41,NA,NA,NA,NA,100,NA,NA,NA,7,NA,NA,NA,NA,1
1861-03-16 21:00:00,NA,NA,270,4.4,NA,NA,NA,NA,78,NA,NA,NA,-1.11,NA,NA,NA,NA,34
1861-03-17,"empty",NA,NA,NA,NA,0,"empty,empty","empty,empty",NA,NA,0,0,NA,NA,NA,NA,NA,NA
1861-03-17 07:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-17 14:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-17 21:00:00,NA,"Ch0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1861-03-18,"empty",NA,NA,NA,2.66,0,"empty,empty","empty,empty",NA,91.66,0,0,NA,-10.06,-0.94,-15.89,0.94,NA
1861-03-18 07:00:00,NA,NA,45,1.76,NA,NA,NA,NA,87,NA,NA,NA,-13.67,NA,NA,NA,NA,1
1861-03-18 14:00:00,NA,"Ch6",45,2.1,NA,NA,NA,NA,89,NA,NA,NA,-11.67,NA,NA,NA,NA,1
1861-03-18 21:00:00,NA,NA,90,4.13,NA,NA,NA,NA,99,NA,NA,NA,-4.83,NA,NA,NA,NA,0
1861-03-19,"empty",NA,NA,NA,3.52,0,"empty,empty","empty,empty",NA,96,0,0,NA,-6.41,-4.44,-13.22,0.11,NA
1861-03-19 07:00:00,NA,NA,90,4.06,NA,NA,NA,NA,98,NA,NA,NA,-4.83,NA,NA,NA,NA,1
1861-03-19 14:00:00,NA,NA,45,3.69,NA,NA,NA,NA,100,NA,NA,NA,-6.22,NA,NA,NA,NA,1
1861-03-19 21:00:00,NA,NA,90,2.81,NA,NA,NA,NA,90,NA,NA,NA,-8.17,NA,NA,NA,NA,1
