File Name,Year,Month,Day,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,Weather,Transcriber comments
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,1,,,,,,,,,,,,,,,,,,37,,,,overcast + wind N,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,2,,,,,,,,,,,,,,,,,,,32,,,clear + wind SW,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,3,,,,,,,,,,,,,,,,,,33,,,,[illegible] clear + air S,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,4,,,,,,,34,,36,,,,,,,,,29,,,,overcast + wind E,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,5,,,,,,,,,,,35,,,,,,24,,22,,,clear + wind NW (a gale all day),
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,6,,,20,,,,,,26,26,,,21,22,,,,,23,,,overcast + wind NW ,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,7,,,,,25,,,,,,,,,,,,30,,,,,wind S + snowing a little all day,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,8,,,,,30,,,,,33,,,,,,,,25,,,,wind N by W + snowy,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,9,,,,10,,,14,,,,14,13,retracted,9,,,,5,6,,,[illegible] clear + wind N by W,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,10,,,9,,,,16,,,,,11,,,11,,,,12,,,[illegible] clear + wind S,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,11,,,14,,,,,,,,,29,,,,,,27,,,,overcast + wind W by N,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,12,,,18,,,,,,,32,,,,,,,,35,,,,overcast + wind S,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,13,,,,,,,,,,,,,,,,,,40,,,,overcast + wind [illegible] + S,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,14,,,,,,43,,,,,,,,,,,,45,,,,wind S + raining a little all day + much since 8pm,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,15,,,,,,,,,45,,,41,,,,,,26,,,,clear + calm,
Amherstburg_UKN-501_Forts_1847-12-1848-01-02_OBS-F,1848,January,16,,,,,,,,,,,,,,,,,,32,,,,partly cloudy + wind S,
