Observation date,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,remarks_7am,remarks_2pm,remarks_9pm,daily_weather_remarks,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,cloud_amount_7am,kind_of_cloud_7am,cloud_velocity_7am,cloud_direction_7am,cloud_amount_2pm,kind_of_cloud_2pm,cloud_velocity_2pm,cloud_direction_2pm,cloud_amount_9pm,kind_cloud_9pm,cloud_velocity_9pm,course_higher_clouds_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,transcriber_comments,barometer_7am,barometer_2pm,barometer_9pm,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_corrected_7am,barometer_corrected_2pm,barometer_corrected_9pm,barometer_corrected_mean,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,transcriber_comments,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5,transcriber_comments
1866-06-15,55.25,67,50.25,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,1,Cumulo-stratus,Empty,Empty,1,Cumulo-stratus,Empty,Empty,South-West,2,North-East,1,Retracted,0,29.742,29.676,29.752,61,68,72,NA,NA,NA,NA,55.25,67,50.25,50.25,61,48.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-16,51,70.25,59,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,Empty,Empty,Empty,Empty,8,Stratus,Empty,Empty,Retracted,0,Empty,Empty,Retracted,0,29.832,Empty,29.956,65,Empty,71,NA,NA,NA,NA,51,Empty,59,47.75,Empty,54.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-17,59.5,73.25,64.25,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,3,Stratus,Empty,Empty,2,Stratus,Empty,Empty,West,1,North,1,Retracted,0,30.054,30.068,30.138,68,74,74,NA,NA,NA,NA,59.5,73,64.25,55.75,66,60.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-18,69,80,66.75,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,3,Stratus,Empty,Empty,South,2,South,5,Retracted,0,30.112,30.074,30.06,70.5,80.25,75,NA,NA,NA,NA,68.75,80,66.75,67,71.25,64.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-19,70,73.5,63,Empty,NA,NA,NA,NA,Empty,5:00 AM,10:00 AM,0.1,Empty,10,Nimbus,Empty,Empty,Empty,Empty,Empty,Empty,6,Stratus,Empty,Empty,South-West,4,Retracted,Empty,South-West,2,29.982,Empty,29.94,75,Empty,73,NA,NA,NA,NA,70,Empty,63,67.5,Empty,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-20,65.75,67,60.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Cirro-stratus,Empty,Empty,6,Cumulo-stratus,Empty,Empty,0,Retracted,Empty,Empty,South-West,3,West,4,West,2,29.834,29.752,29.87,69,71,70,NA,NA,NA,NA,65.9,67,60.5,59,58.25,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-21,70,81.75,64,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,3,Cumulo-stratus,Empty,Empty,0,Retracted,Empty,Empty,West,3,West,5,West,1,29.928,29.91,29.9,68.5,80,76.5,NA,NA,NA,NA,70,81.75,64,62.25,63.5,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-22,68,85.5,71,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,Empty,Empty,Empty,Empty,1,Stratus,Empty,Empty,4,Stratus,Empty,Empty,Empty,Empty,South-West,5,South-West,4,Empty,29.77,29.766,Empty,82,75,NA,NA,NA,NA,Empty,85.5,71,Empty,67.25,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-23,66,74.5,61.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,Cirro-stratus,Empty,Empty,9,Stratus,Empty,Empty,1,Stratus,Empty,Empty,South-West,2,North,1,West,2,29.788,29.762,29.802,68,77,75.5,NA,NA,NA,NA,66,74.25,61.25,63,67.75,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-24,61.5,63.25,55.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,Stratus,Empty,Empty,10,Stratus,Empty,Empty,0,Retracted,Empty,Empty,West,2,North,3,Retracted,0,29.942,30.056,30.164,70,71,70,NA,NA,NA,NA,61.5,63.25,55.25,57.5,58.25,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-25,68,80.75,67,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Cirro-stratus,Empty,Empty,1,Stratus,Empty,Empty,9,Stratus,Empty,Empty,South-West,Illegible,South-West,3,South-West,3,30.188,29.992,29.85,68.5,77.5,75,NA,NA,NA,NA,68,60.75,67,61.5,66,62.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-26,75,84,73,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Stratus,Empty,Empty,1,Stratus,Empty,Empty,0,Retracted,Empty,Empty,South-West,3,West,4,West,3,29.726,29.784,29.854,76,84,78,NA,NA,NA,NA,75,84,73,66.25,65.75,59.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-27,66.75,92,70.75,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Cirro-stratus,Empty,Empty,2,Cumulo-stratus,Empty,Empty,1,Stratus,Empty,Empty,East,1,South-West,4,South-West,3,29.852,29.786,29.808,73,89.5,76,NA,NA,NA,NA,66.75,92,70.75,61,73.25,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[redacted] Highest temperature as indicated by max ther 94 degrees,,,,,,,
1866-06-28,70.5,73.5,62.5,Empty,NA,NA,NA,NA,Empty,11:00 AM,Empty,Empty,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,10,Nimbus,Empty,Empty,South-West,2,South-West,2,South-West,1,29.896,29.942,29.972,76.5,77,76,NA,NA,NA,NA,70.5,73.5,62.5,66,69.25,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-29,63,64,61.25,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Nimbus,Empty,Empty,10,Nimbus,Empty,Empty,10,Nimbus,Empty,Empty,Retracted,0,Retracted,0,Retracted,0,29.998,29.982,29.992,72,73,73,NA,NA,NA,NA,63,64,61.25,62,63.25,60.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-06-30,57,62,57.25,Empty,NA,NA,NA,NA,Empty,Empty,Nocte,3.38,Empty,10,Nimbus,Empty,Empty,10,Nimbus,Empty,Empty,10,Nimbus,Empty,Empty,Retracted,0,North,1,South-West,2,30.07,30.08,30,68,70.5,70,NA,NA,NA,NA,57,62,57.25,56,60.75,56.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-01,56,60.25,55,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,4,Stratus,Empty,Empty,West,1,West,1,West,1,30.01,30.144,30.2,66,67.5,66.5,NA,NA,NA,NA,56,60.25,55,53.75,56.5,53.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-02,61.75,70.75,62.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Stratus,Empty,Empty,8,Stratus,Empty,Empty,7,Stratus,Empty,Empty,Retracted,0,North,1,Retracted,0,30.202,30.194,30.176,65,71,72,NA,NA,NA,NA,61.75,70.75,62.5,58.25,65,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowest temp as indicated by min ther 57 1/2 degrees,NA,NA,NA,NA,,,
1866-07-03,61,67.75,64,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,Cirro-stratus,Empty,Empty,9,Stratus,Empty,Empty,0,Retracted,Empty,Empty,North-West,2,North-East,1,Retracted,0,30.156,30.062,30.092,67.5,73.5,75,NA,NA,NA,NA,61,67.75,64,59,64.5,62.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-04,63.75,70.75,64.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,8,Stratus,Empty,Empty,0,Retracted,Empty,Empty,South-East,2,South-East,2,South-West,2,30.024,29.97,30.092,71,74.5,73.5,NA,NA,NA,NA,63.75,70.5,64.5,61,65.5,61.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-05,64.75,67.5,66.75,Empty,NA,NA,NA,NA,Empty,11:30 AM,1:30 PM,0.15,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,South,4,South,4,South,2,30.116,30.032,30.034,70,71.75,74,NA,NA,NA,NA,64.9,67.75,66.75,62.25,64.25,64.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-06,68,66.5,66,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,8,Stratus,Empty,Empty,South-West,1,South,1,Retracted,0,29.976,29.874,29.83,70.5,74,73.5,NA,NA,NA,NA,68,66.5,66,65,65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-07,70.75,83.75,71.75,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,0,Retracted,Empty,Empty,0,Retracted,Empty,Empty,South-West,2,West,3,Retracted,0,29.852,29.83,29.852,73,82,81.5,NA,NA,NA,NA,70.75,83.75,71.75,68,72.25,68.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-08,75,88.25,70.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Stratus,Empty,Empty,3,Cirro-stratus,Empty,Empty,0,Retracted,Empty,Empty,West,1,West,3,Retracted,0,29.802,29.776,29.764,77,85.5,82,NA,NA,NA,NA,75,88,70.5,69,74.75,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Highest temp as indicated by max ther = 89 degrees,,,,,,,
1866-07-09,73.5,76.75,62,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Cirro-stratus,Empty,Empty,2,Cumulo-stratus,Empty,Empty,0,Retracted,Empty,Empty,West,2,West,4,South-West,1,29.8,29.866,30.006,75.5,79,74,NA,NA,NA,NA,73.5,76.5,61.9,68.25,68.25,55.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-10,65,72,69,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,1,Stratus,Empty,Empty,0,Retracted,Empty,Empty,West,1,North,2,South-West,1,30.14,30.174,30.306,69,72.5,77,NA,NA,NA,NA,65,72.25,64.75,57,61,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-11,68.25,81.5,67.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,3,Cumulo-stratus,Empty,Empty,4,Stratus,Empty,Empty,North-West,2,West,4,South-West,2,30.15,30.09,30.082,68,80.25,76.75,NA,NA,NA,NA,68.25,81.5,67.25,61.5,65.5,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-12,67,73.5,67,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,1,Cumulus,Empty,Empty,8,Stratus,Empty,Empty,South-West,1,North-East,2,North-East,1,30.032,29.934,29.856,70.5,74.75,78,NA,NA,NA,NA,66.5,73.25,65.75,59.75,65.5,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-13,71.75,83,69.75,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Cumulo-stratus,Empty,Empty,3,Cirro-stratus,Empty,Empty,0,Retracted,Empty,Empty,South-West,3,South-West,5,Retracted,0,29.636,29.568,29.632,73.5,80.5,76.75,NA,NA,NA,NA,71,82.5,69,65.25,71,58.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-14,61.5,67.75,60.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,0,Retracted,Empty,Empty,0,Retracted,Empty,Empty,North-West,3,North-West,4,East,1,29.796,29.832,29.94,67.75,68.25,69.5,NA,NA,NA,NA,61.25,67.25,60.5,52,53.75,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-15,64.5,65,62,Empty,NA,NA,NA,NA,Empty,10:00 PM,Empty,Empty,Empty,9,Stratus,Empty,Empty,8,Cumulo-stratus,Empty,Empty,10,Stratus,Empty,Empty,Retracted,0,North-East,3,North-East,1,29.992,29.98,29.93,65,69,70.75,NA,NA,NA,NA,64.25,63.75,61.75,59.5,59.25,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-16,61,73.25,68,Empty,NA,NA,NA,NA,Empty,Empty,6:00 AM,0.16,Empty,8,Cirro-stratus,Empty,Empty,2,Cumulus,Empty,Empty,10,Stratus,Empty,Empty,East,1,North-East,2,South-East,1,29.974,30.03,30.12,68.25,72.5,75,NA,NA,NA,NA,60.25,73.25,67.75,58,66,63.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-17,62.5,71,62,Empty,NA,NA,NA,NA,Empty,7:30 AM,8:00 AM,0.1,Empty,10,Nimbus,Empty,Empty,10,Stratus,Empty,Empty,1,Cirro-stratus,Empty,Empty,South,1,South,2,North,2,30.006,29.9,29.842,70,72.5,73,NA,NA,NA,NA,62.25,70.75,61.5,60,65.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-18,71,75,62.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,4,Cirro-cumulus,Empty,Empty,10,Stratus,Empty,Empty,Retracted,0,North,4,North,1,29.81,29.828,29.85,70.75,76,73.75,NA,NA,NA,NA,70.25,75.75,62.5,64.5,68.75,61.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-19,56.5,58.5,61.25,Empty,NA,NA,NA,NA,Empty,1:00 AM,9:00 AM,1.3,Empty,10,Nimbus,Empty,Empty,9,Cumulo-stratus,Empty,Empty,0,Retracted,Empty,Empty,East,3,North-East,1,Retracted,0,29.808,29.888,29.972,66.5,67.5,71.25,NA,NA,NA,NA,56.75,58.25,60.75,56,55.5,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-20,62.5,77.5,64,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,0,Retracted,Empty,Empty,0,Retracted,Empty,Empty,South-West,1,North-West,1,Retracted,0,30.122,30.132,30.152,65,74.5,76,NA,NA,NA,NA,62.5,77,63.9,58.5,63,61.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-21,63,78,62.25,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Cirro-stratus,Empty,Empty,1,Stratus,Empty,Empty,10,Stratus,Empty,Empty,West,1,West,1,Retracted,0,30.126,30.062,30.054,70,76.75,64.5,NA,NA,NA,NA,63,78,62.25,58.75,62.75,56.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-22,65.25,65.75,56.75,Empty,NA,NA,NA,NA,Empty,3:00 PM,Nocte,0.32,Empty,8,Stratus,Empty,Empty,10,Stratus,Empty,Empty,10,Nimbus,Empty,Empty,North-West,1,South-East,2,South-East,1,29.978,29.922,29.89,72,73,70.5,NA,NA,NA,NA,65,65.75,56.75,60.75,59.75,55.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-23,60.25,70.25,60.25,Empty,NA,NA,NA,NA,Empty,Nocte,Nocte,0.29,Empty,1,Stratus,Empty,Empty,9,Stratus,Empty,Empty,10,Stratus,Empty,Empty,North-East,2,East,1,West,2,29.824,29.83,29.842,68,72.5,74,NA,NA,NA,NA,60,70.25,60.25,57,62.9,58.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-24,61.25,68.5,60.25,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,Stratus,Empty,Empty,9,Stratus,Empty,Empty,2,Stratus,Empty,Empty,East,2,North-East,2,Retracted,0,29.86,29.856,29.896,70,75,74,NA,NA,NA,NA,61.25,68.5,60.25,59.25,62.5,58.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-25,66,76,65,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,1,Cumulo-stratus,Empty,Empty,2,Stratus,Empty,Empty,Retracted,0,North-East,1,Retracted,0,29.946,29.942,30.056,68.5,75,77.25,NA,NA,NA,NA,66,76,65,62.5,65,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-26,64.75,72,63.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,Stratus,Empty,Empty,7,Cumulo-stratus,Empty,Empty,0,Retracted,Empty,Empty,South-West,1,South-West,2,South-West,3,30.112,30.118,30.116,71,76,73.5,NA,NA,NA,NA,64.75,72,63.75,62,67,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-27,65,67.75,63.75,Empty,NA,NA,NA,NA,Empty,Nocte,Empty,Empty,Empty,0,Retracted,Empty,Empty,10,Stratus,Empty,Empty,9,Stratus,Empty,Empty,Retracted,0,Retracted,0,South-West,1,30.108,30.062,29.998,71.5,75,74.5,NA,NA,NA,NA,65,67.75,63.75,61,65.5,61.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-28,67.25,65.25,63,Empty,NA,NA,NA,NA,Empty,Empty,Nocte,0.45,Empty,9,Stratus,Empty,Empty,9,Stratus,Empty,Empty,9,Stratus,Empty,Empty,South-West,1,South-East,1,Retracted,0,29.936,29.832,29.888,71,74.5,76,NA,NA,NA,NA,67.75,65.25,63,63.9,63,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-29,68,72,64,Empty,NA,NA,NA,NA,Empty,3:00 PM,Nocte,0.15,Empty,8,Stratus,Empty,Empty,10,Stratus,Empty,Empty,10,Nimbus,Empty,Empty,South,2,South,2,South,2,29.78,29.724,29.684,72,76,74,NA,NA,NA,NA,68,72,64,63.5,65.5,63.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-30,62.75,72,61.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,1,Cumulo-stratus,Empty,Empty,1,Stratus,Empty,Empty,South-West,2,North-West,2,Retracted,0,29.666,29.748,29.864,71.75,75,74,NA,NA,NA,NA,62.75,72,61.5,61.75,65.1,57.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-07-31,61,68.25,62.5,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,9,Stratus,Empty,Empty,Retracted,0,North-West,1,South-West,2,29.9,29.896,29.906,69.5,73.5,73,NA,NA,NA,NA,61,68.25,62.5,58.75,63,60.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-01,59.5,69.5,56.5,Empty,NA,NA,NA,NA,Empty,Nocte,Empty,Empty,Empty,0,Retracted,Empty,Empty,4,Cirro-stratus,Empty,Empty,0,Retracted,Empty,Empty,West,2,West,2,Retracted,0,30.054,30.028,30.042,64,72,70,NA,NA,NA,NA,59.5,69.25,56.5,56,58,53.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-02,57.25,60,60,Empty,NA,NA,NA,NA,Empty,Empty,Nocte,1.5,Empty,10,Nimbus,Empty,Empty,10,Nimbus,Empty,Empty,10,Nimbus,Empty,Empty,South-East,2,South-East,1,South-East,1,30.046,30,30.01,67.25,70,69,NA,NA,NA,NA,57.25,60.25,60,56.75,60,58.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-03,62.25,67.75,64.25,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,9,Stratus,Empty,Empty,10,Nimbus,Empty,Empty,Retracted,0,North-East,1,Retracted,0,30.004,29.972,30.004,70,75,72,NA,NA,NA,NA,62,67.9,64.25,61.25,66,63.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-04,64.75,69.75,62,Empty,NA,NA,NA,NA,Empty,11:00 PM,Nocte,0.74,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,South-West,2,South-West,1,Retracted,0,30.076,30.03,30.01,72,73.5,74,NA,NA,NA,NA,64.75,69.75,62,60,62.75,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-05,62.75,67.75,60,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,Stratus,Empty,Empty,3,Cirro-cumulus,Empty,Empty,0,Retracted,Empty,Empty,Retracted,0,North-East,1,Retracted,0,29.96,29.918,29.908,70,73.5,73,NA,NA,NA,NA,62.75,67.75,59.75,61,62.75,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-06,62,68,59.75,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,0,Retracted,Empty,Empty,Retracted,0,West,1,West,2,29.868,29.784,29.868,70,73.75,72,NA,NA,NA,NA,62,68,60,60.4,65.1,56.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-07,58.75,66.25,55.25,Empty,NA,NA,NA,NA,Empty,Nocte,Empty,Empty,Empty,0,Retracted,Empty,Empty,9,Stratus,Empty,Empty,0,Retracted,Empty,Empty,West,1,West,2,Retracted,0,29.984,30.04,30.09,66,68,70.5,NA,NA,NA,NA,58.75,66.25,55,55.25,58.75,53.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-08,58.5,71,62,Empty,NA,NA,NA,NA,Empty,Empty,1 3/4 PM,0.49,Empty,10,Nimbus,Empty,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,East,1,South-West,3,South-West,3,29.862,29.602,29.58,66.5,73.5,73.5,NA,NA,NA,NA,58.75,71,62,57.75,69,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-09,57.25,56,53,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,West,4,West,3,North,3,29.598,29.7,29.876,68,69,69.5,NA,NA,NA,NA,57.25,56,53.25,56.5,55,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-10,52,60.25,53.75,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Stratus,Empty,Empty,5,Cumulo-stratus,Empty,Empty,10,Stratus,Empty,Empty,North-West,3,North-West,2,West,2,29.972,29.944,29.978,60,67.5,67,NA,NA,NA,NA,52.25,60.25,53.75,48.9,57.25,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-11,55,67.5,56,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Retracted,Empty,Empty,1,Stratus,Empty,Empty,8,Stratus,Empty,Empty,West,2,West,2,West,1,29.976,29.936,29.992,61.5,69,68,NA,NA,NA,NA,54.9,67.5,56,50.75,57.75,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-12,60,65.5,65.5,Empty,NA,NA,NA,NA,Empty,8 1/2 AM,3:00 PM,0.98,Empty,10,Stratus,Empty,Empty,10,Nimbus,Empty,Empty,10,Stratus,Empty,Empty,Retracted,0,South,3,South-West,3,29.928,29.718,29.77,67,74,73.75,NA,NA,NA,NA,60,65.5,65.5,58.25,63.75,62.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-13,66,74,58.75,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Stratus,Empty,Empty,2,Cumulo-stratus,Empty,Empty,0,Retracted,Empty,Empty,South-West,3,South-West,3,South-West,2,29.796,29.792,29.906,71,77.5,72.5,NA,NA,NA,NA,66.25,74,58.75,62.25,63.9,53.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1866-09-14,58,67.75,58,Empty,NA,NA,NA,NA,Empty,7 1/2 PM,Nocte,0.12,Empty,0,Retracted,Empty,Empty,0,Retracted,Empty,Empty,10,Stratus,Empty,Empty,Retracted,0,Retracted,0,South-East,2,30.084,30.074,30.03,68,68,70,NA,NA,NA,NA,57.9,67.75,58,54,56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
