File Name,Year,Month,Day,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,Weather,Transcriber comments
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,1,,,,,,,,,,,45,,,,,,,32,,,,clear + W wind,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,2,,,,,,,,,,,,,,,,,,46,,,,overcast + SE wind,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,3,,,,,,,46,,,,47,41,,,,,,34,,,,clear + W wind,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,4,,,,,43,,,,,,,,,,,,,38,,,,clear + SW wind,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,5,,,,,,46,,,40,,,,,,,,,29,,,,NW wnid + snowing a little,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,6,,,,,,29,30,,,,,,,,,,,,,23,,N wind + snowing since 9pm,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,7,,,,,,,31,,,,28,,,,,,,,,27,,W by S wind + snowing a little all day,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,8,,,,,30,,,,,,32,,,32,,,,32,,,,SW wind + snowing a little evening,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,9,,,,,37,,,,,39,,,,,,,,28,,,,W wind + overcast,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,10,,,,,26,,30,,,,,28,,,,,,25,,,,W by N wind + overcast,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,11,,,,,,30,,,,28,,,,22,,,,26,,,,"overcast, W wind + north ",
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,12,,,,,,,,,33,,,,,,,,,28,,,,snowing since 6pm SE wind,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,13,,,,,,,,,33,31,,,,,,,,29,,,,overcast + NW wind,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,14,,,,,,,35,,32,31,,,,,,,,31,,,,overcast + SE wind,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,15,,,,illegible,,illegible,38,44,,,,,,,,,,33,,,,raining much + NW wind,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,16,,,,illegible,,,,,,33,,,,,,,,,32,,,SW wind + raining much for 27hours,
Amherstburg_UKN-501_Forts_1845-01_OBS-F,1845,January,17,,,,,,34,,,,,31,,,,,26,,25,,,,cloudy + smert N wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,18,,,,,26,,,,,,26,,,,,,,26,,,,"partly overcast, SE wind",
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,19,,,,,,,,,32,,,,,,,,,32,,,,overcast + snowing a little from SE all [illegible],
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,20,,,,,32,,,,,,,,,,,,,33,,,,overcast + W wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,21,,,,,,,,,,,,,,,,,,28,,,,clear + NW wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,22,,,,,,,,35,,,,,,,,,,,,35,,clear + SE wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,23,,,,,,,,,,36,,,,,,,,,38,,,calm + raining all night ,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,24,,,,40,,,39,,,,,,,,,,,,33,,,NE wind + raining all day,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,25,,,,,,28,,,,,,,,,,,,,,23,,clear + calm,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,26,,,,,,,,,,,,,,,,,,,,,,,no observations on this day
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,27,,,,,,,,44,,,45,,,,,,,,42,,,raining + SW wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,28,,,,,,,38,,,,34,,,,,,,,29,,,slightly snowing + heavy wind W,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,29,,,,,,,28,,,,,25,,,,,,,22,,,N wind and shifting snow,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,30,,,,retracted,,,,,,,,28,26,,,26,,,24,,,smert N wind W + clear,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,January,31,,,,18,,14,16,,,,19,17,,,,,,,10,,,clear + NW wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,1,,,,,,20,20,,,,20,,,,,,,,14,,,clear + W by N wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,2,,,,,,,25,,,,,,,,,,,23,,,,clear + calm,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,3,,,,,,,25,,23,,25,,,28,,,,33,,,,[sleeting] all evening + SE wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,4,,,19,,,19,,,,,,19,,,,,,14,,,,NW heavy wind + snowing a little all day,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,5,,,11,,15,,15,,,,,,,,,,,13,,,,clear + NW gale,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,6,,,8,,13,,,,21,,,,,,,15,15,,15,,,clear + NW wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,7,,"""","""","""",17,,,26,,,,,,,,,,,19,,,overcast + calm,"observations began with """
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,8,,,18,21,,,,,,,25,22,,,,22,,22,,,,overcast + S wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,9,,,,,,,,,,,33,,,,,,,25,,,,clear + W by N wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,10,,,29,,32,,,,,44,,,,,,,,,44,,,clear + calm,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,11,,,,,37,,,,43,,,,,,,,,,43,,,overcast + calm,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,12,,,,,,,35,,,,26,25,,,,,,,17,,,clear + E by N wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,13,,,,,,,23,,,,,,,,,,,,20,,,"snowing since 8pm, wind E by S ",
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,14,,,,,31,,,,,,,,38,,,,,,49,,,raining a little all evening + S wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,15,,,47,,49,,,,42,,,31,,,,,,30,,,,raining a little all evening + W by S wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,16,,,,,,,35,,,34,,,,,,,,31,,,,partly clear + W wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,17,,,,,,,,,,,,,,,,,,27,,,,clear + calm,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,18,,,,,,33,,37,,44,,,,,,,,31,,,,"clear + W by N wind, ring round the moon 8pm",
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,19,,,,,46,,,,,,,,32,,,,,54,,,,[illegible] ring round the moon + [illegible],
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,20,,,,,,,,54,,,,,,,,,,45,,,,overcast + calm raining much evening,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,21,,,,,,,,,,,,,,,,,,,,,,,no observations on this day
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,22,,,,,,,,,,,,42,,,,,,39,,,,"overcast + calm, raining from 5 to 8pm",
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,23,,,,,,,,,44,,,,38,,,,,37,,,,Overcast + W wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,24,,,,,,,,,,,,,,,,,,42,,,,W wind + clear,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,25,,,,,41,,,,,,,,,,,,,,38,,,partly cloudy + W wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,26,,,,,,,,,,,,,,,,,,32,,,,[illegible] clear + calm,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,27,,,,,,,37,,,45,,,32,,,,,25,,,,clear + NW wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,February,28,,,,,,,,,,,,,,,,39,,38,,,,overcast + W wind,
Amherstburg_UKN-501_Forts_1845-01-02_OBS-F,1845,March,1,,,,45,,,,,,,46,,,,,,,40,,,,overcast SE wind + [raining squally] ,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,2,,,,,,,,48,,,,,,,,,,36,,,,NW wind + raining hard since 4pm,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,3,,,,34,,,,37,38,,40,,,,,,,,30,,,clear + NW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,4,,,,,,,45,,,,,40,,,,,,36,,,,"raining hard all evening, SE wind",
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,5,,,,36,,,,,,,,,,,,,,40,,,,clear + W by N wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,6,,,,,,48,,,,,50,,,,,49,,,48,,,partly [illegible] + S wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,7,,,,,,55,,50,58,,,,,,,,,,53,,,"raining + thunder about 8pm, SE wind all evening",
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,8,,,,,47,,,,,48,,,,,,,,,40,,,overcast + NW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,9,,,,,,,,,,,,,,,,,,,35,,,"cloudy, NW wind",
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,10,,,,,,,,,,,,,35,,,,,31,,,,snowing a little + NW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,11,,,,,,,,,,,,42,,,,,,35,,,,clear + W wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,12,,,,,40,,,,,,,48,,,,,,,30,,,clear + W by N wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,13,,,,,,,,,,,,,,,,,,34,,,,overcast + W by S wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,14,,,,,,,,,,,,37,,30,,,,,21,,,partly cloudy + smert W by N wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,15,,,,,,21,,,31,,,28,,,,,25,,23,,,partly clear + W by N wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,16,,,,,,,35,,,,37,,,,,,,33,,,,"cloudy + wind at [sus from] SW, elevated NW",
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,17,,,,,,,,,,41,41,,,,,,,33,,,,"cloudy , W by N wind",
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,18,,,,,,,,,,28,,26,24,,,,,22,,,,"overcast + W wind, snow squall through the day",
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,19,,,,22,26,,,,,,,23,,,,21,,19,,,,"clear + wind, small wind NW",
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,20,,,,27,31,,,,36,,,,,,,,,32,,,,overcast + NW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,21,,,,,,,,,,,,,,,,31,,28,,,,clear + W by N wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,22,,,,31,33,,,,,,,,,,,,,37,,,,overcast + SW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,23,,,,,,,,,,,,,,,,,,36,,,,overcast + W wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,24,,,,,,40,,,44,,,,,,,,,32,,,,clear + NW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,25,,,,,,,,,45,,,,,,,,,32,,,,clear + W by S wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,26,,,,,,,,,,,,,,,,,,49,,,,clear + SW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,27,,,,,,,,,,,58,,,,,,,59,,,,clear + SW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,28,,,54,,,,,,,,,,,,,,,54,,,,[illegible] clear + W wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,29,,,,56,retracted,,,,,,71,,,58,,,,50,,,,[illegible] clear + W by S wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,30,,,,,,,,,,,,,,,,,,62,,,,[illegible] + SE wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,March,31,,,,60,62,,66,,67,,,,,,,,,54,,,,"heavy wind from W, heavy rain with thunder since [7:30pm]",
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,April,1,,,,,41,,47,,47,,47,,,,,,,42,,,,clear + SW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,April,2,,,47,,,,,,,,,,,,,,,43,,,,clear + W wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,April,3,,,43,,,,,45,,,46,,,,,,,48,,,,"mostly clear, rain falling a little + [W by S] wind",
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,April,4,,,,,,,,,,,,,,,,,,38,,,,clear + NW wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,April,5,,,,,43,,,,,,,,41,,,,,32,,,,clear + W by N wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,April,6,,,,,,,41,,,,,,,,,,,36,,,,overcast + W wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,April,7,,,,,,,,,,,,,,,,,,26,,,,[illegible] clear + smert N wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,April,8,,,22,,,,28,,,,,,,,32,,,30,,,,clear + W wind,
Amherstburg_UKN-501_Forts_1845-03-04_OBS-F,1845,April,9,,,,,43,,,,45,,,,,,,,,40,,,,[illegible] clear + SW wind,
Amherstburg_UKN-501_Forts_1845-04-05_OBS-F,1845,April,10,,,,,68,,,,60,,,,,,,,,41,,,,clear + N by E wind,
Amherstburg_UKN-501_Forts_1845-04-05_OBS-F,1845,April,11,,,45,,48,,,,,,,,,,,,,39,,,,clear + SE wind,
Amherstburg_UKN-501_Forts_1845-04-05_OBS-F,1845,April,12,,,,,,,,,,,,,,,,,,48,,,,clear + W by S wind,
Amherstburg_UKN-501_Forts_1845-04-05_OBS-F,1845,April,13,,,,,,,,,70,,,,,,,,,50,,,,overcast + N wind,
Amherstburg_UKN-501_Forts_1845-04-05_OBS-F,1845,April,14,,,,,,,,,,60,60,60,,55,,,,,41,,,clear + NW wind,
Amherstburg_UKN-501_Forts_1845-04-05_OBS-F,1845,April,15,,,,,,65,,,,,,,,,,,,49,,,,cloudy + SE wind,
