Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,16,,47,,,,,,,,,,,,63,,,,,54,,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,17,,53,,,,,,74,clear,,,,77,,,,,,48,,,,thunder & rain [illegible],
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,18,,60,,,,,,,clear,,,,71,,,71,71,54,52,52,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,19,,52,,,,,,,clear,,,,,,,,,,62,,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,20,,54,,,,,73,,,,78,78,,,,73,,,63,,,,,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,21,,,59,,,,77,,raining,,,,,,,69,,,50,,,,cloudy,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,22,,56,,,,,,,clear,,,,,,,,,,57,,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,23,,56,,,,,,,,,,,,,,,,,56,56,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,24,,68,68,68,68,77,77,77,,77,77,77,86,79,79,69,69,69,66,66,,,cloudy,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,25,,63,,,77,,,78,,79,81,,78,,,69,,,62,62,,,"cloudy, [illegible]",
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,26,,62,,,,,78,,cloudy,86,82,82,82,66,66,66,66,66,66,66,,,cloudy,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,27,,60,,,,,,,clear,80,80,80,82,,,,70,,,66,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,28,,,,76,,,,86,clear,,86,88,,,79,,,66,67,,,,"wind, cloudy, + thunder 8 1/2",
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,29,,69,,,,76,,,,,82,,83,,,,,,62,,,,,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,June,30,,59,56,,,,,,,72,,,,,60,56,,54,54,,,,cloudy,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,1,,52,60,,,,,,,70,,,,,62,52,50,,48,48,,,,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,2,,48,,,,,64,,,,,,,,,,,,,46,,,,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,3,,46,,,,,,,,,68,,,,,,,57,,50,,,,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,4,,48,,,,,69,,,,,,,,,,64,,,69,,,,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,5,,,,70,,,,,clear,,,,,,,,,,,,,,cloudy,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,6,,65,,72,,76,,,clear,79,,,,78,,,64,,62,62,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,7,,64,,73,,,76,,,,,,,,70,,,,62,,,,raining [illegible],
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,8,,64,,,,72,,,clear,,,82,,,72,,,,,62,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,9,,58,,,67,,71,75,,,,79,77,77,77,70,70,68,,60,,,,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,10,,66,,,,,,78,Clear,86,,,,,78,,,,,64,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,11,,65,,74,,81,79,,,82,79,84,83,,82,75,,,,66,,,clear,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,12,,,,,,,,,,,,86,,,,,74,,,68,,,[illegible] thunder rain,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,13,,,,,70,,,,Rain [illegible],80,,,,,74,,,,,64,,,"clear, no wind",
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,14,,,,,,,,,,,,80,,,,,,,,72,,,,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,15,,,,,,77,,,,,,,,,78,76,,,,,,,,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,16,,,,,,,,,,74,90,88,72,72,,71,,,70,,,,a thunder [storm] at 1/2 after 4,
Amherstburg_UKN-500_Forts_1840-06-07_OBS-F,1840,July,17,,70,72,,78,,,74,,,,,,,,67,,,,58,,,clear,
