File Name,Year,Month,Day,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,Weather,Transcriber comments
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,1,,,,,,,,,,,24,,,,,,,21,22,,,clear + wind W by N,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,2,,,,,,,,27,28,29,,,,,,,,26,,,,[illegible] + wind W,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,3,,,,,,,,,,28,,,,30,,,,28,,,,overcast + wind W by N,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,4,,,,,28,,,,,,,,,26,,,,14,,,,clear + air E by N,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,5,,,,,,,,,32,,,34,,,,,,23,,,,clear + wind E by N,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,6,,,,18,,,,35,,,,,,,,,,25,,,,clear + calm,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,7,,,,,,,35,,36,,,,,,32,,,32,,,,overcast + wind S,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,8,,,,,,,,,37,35,,,,,,,,37,,,,overcast + wind S [illegible],
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,9,,,,,,,,,44,,,,,,,,,35,,,,overcast + a gale W by S,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,10,,,,,,,,,34,,,,,,,,,29,,,,overcast + wind W ,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,11,,,,,,32,,,,,,,,,,,,33,,,,cloudy + wind SW,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,12,,,,,,,,,,,,34,,,,,,31,,,,overcast + wind W by S,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,13,,,,,,,,,,,,,,,,,,32,,,,,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,14,,,,,,,,,,,,43,,,,,,35,,,,[illegible] clear + wind S [illegible],
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,15,,,,,,,,,,,43,,,36,,,,34,,,,"heavy rain since 4 oclock PM, [brough] round the moon, wind NE",
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,16,,,,38,,,,,,44,,48,,,,40,,31,,,,overcast + wind W blowing hard ,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,17,,,15,,,,,20,,,,17,13,11,,,,,9,,,clear + wind W [illegible],
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,18,,,5,,,,,,10.5,,,,10,9,6.5,6,,3,,,,clear + wind W by S (river closed),
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,19,,,,15,,20,,,25,,,,31,,,,,21,,,,overcast + wind S,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,20,,,,,,,,,,,,,31,,,,,16,,,,clear + wind W by S,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,21,,,,,,,,,,,,,38,,,,,36,,,,overcast + wind SE,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,22,,,,,,,43,,,,,,,,,,,34,,,,clear + wind W by S,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,23,,,27,,,,,,,,42,,,,,,,37,,,,overcast + wind W by S,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,24,,,,39,,,,39,,,,,,,,,,31,,,,clear + wind W by S,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,25,,,,,,,,,,45,,,,,,,,41,,,,clear + wind S,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,26,,,,,,,41,,,,42,,,,,,,31,,,,overcast + wind NW,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,27,,,,,,,,,,,,,,31,,,,27,,,,"overcast + wind E, look like snow",
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,28,,,,,,,,,,,39,,,,,,,32,,,,"overcast, [thunder] SW, rainy all day and at 1/2 10 [illegible] snowing",
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,29,,,12,,,,,,13,,,,,9,8,,,5,,,,[illegible] wind NW all day + some snow squalls,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,30,,,0/2,,,,6,,,12,,,12,,,,,9,,,,overcast + wind N +[illegible] like snow,
Amherstburg_UKN-501_Forts_1850-12-1851-01_OBS-F,1851,January,31,,,0,,,10,,,12,,,,,,,,,12,,,,hazy + clear + wind E,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,1,,,15,16,,,,,,,26,25,,,,,,26,,,,overcast + wind S 3inches snow,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,2,,,,,,,,,31,,,30,,,,,,28,,,,,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,3,,,,,,34,,,,,,30,,,,,,25,,,,hazy clear + S wind,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,4,,,,28,,,,,,,,,,,,,,32,,,,overcast + wind E,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,5,,,,34,,,,,,,,34,,,,,,26,,,,snowing all evening + [abu] NW,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,6,,,17,,,,,,,,,,,,,,,,25,,,overcast + wind S,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,7,,,30,,31,,,,35,,,,,24,,,,,20,,,cloudy + wind E,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,8,,,18,,,,,,,,,,,,,,,24.5,,,,"overcast + wind E by S, raining sleet",
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,9,,,,,,,39,,,,,39,,,,,,,,,,30 rainy hard since 4pm + wind E,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,10,,,32,,,,,,,,,,,28,,,,25,,,,"heavy rain till 4 oclock PM, [illegible] sleet N",
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,11,,,19,,,,,,,,,,,,,,,21,,,,snowing a little all day + wind W by S,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,12,,,28,32,,,,,,,,retracted,,,,,,31,,,,clear + wind SE,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,13,,,,,,,,,,,,,39,,,,,39,,,,raining since 4pm + wind S,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,14,,,,,,,,,49,,,,,,,,,48,,,,cloudy all day + some rain wind SE,
Amherstburg_UKN-501_Forts_1851-02-03_OBS-F,1851,February,15,,,40,,,,,40,35,,33,29,,,,,,24,,,,overcast + wind high + W,
