Observation date,barometer_observed_height_7am,barometer_observed_height_2pm,barometer_observed_height_9pm,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_height_reduced_to_freezing_7am,barometer_height_reduced_to_freezing_2pm,barometer_height_reduced_to_freezing_9pm,barometer_reduced_to_freezing_mean,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,transcriber_comments,daily_weather_remarks,remarks_7am,remarks_2pm,remarks_9pm,cloud_amount_7am,course_higher_clouds_7am,cloud_velocity_7am,kind_of_cloud_7am,cloud_amount_2pm,course_higher_clouds_2pm,cloud_velocity_2pm,kind_of_cloud_2pm,cloud_amount_9pm,course_higher_clouds_9pm,cloud_velocity_9pm,kind_cloud_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,transcriber_comments,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5,transcriber_comments,
1858-01-01,"29.70","29.65","29.79","45.00","62.00","52.00","29.66","29.56","29.68","29.63","30.00","38.00","31.00","33.00","29.10","37.00","30.60","26.00","34.00","29.40","Empty","6 P.M.","Empty",".10","1","NA","NA","NA","NA","NA","1","North-West","5","Cumulus","2","North-West","4","Cumulus","10","Empty","Empty","Nimbus","North-West","5","North-West","4","East","1",".104",".157",".149","65","71","87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
1858-01-02,"30.15","30.11","29.82","43.40","51.00","62.00","30.12","30.05","29.73","29.97","26.00","29.00","30.00","28.33","25.50","28.00","29.10","24.00","26.00","28.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","1","West","Empty","Cirrus","3","South-West","Empty","Cirrus","North-West","2","North-West","1","South-West","4",".111",".117",".141","81","76","87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
1858-01-03,"29.75","29.73","29.63","44.20","45.00","56.00","29.71","29.69","29.56","29.65","29.00","21.00","17.00","22.33","29.30","20.00","16.00","29.00","16.00","16.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","North-West","4","Cirrus","1","North-West","4","Cumulus","10","West","Empty","Empty","North-West","2","North-West","4","0","0",".095",".043",".090","61","40","100","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
1858-01-04,"29.80","29.59","29.30","34.00","35.00","59.80","29.79","29.59","29.22","29.53","15.40","31.50","40.10","29.00","14.90","30.00","40.00","14.00","28.00","32.40","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","West","3","Cumulus","8","South-West","5","Nimbus","2","South-West","Empty","Empty","0","0","South-West","3","South-West","4",".071",".130",".191","84","78","76.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
1858-01-05,"29.55","29.60","30.02","49.00","60.10","55.00","29.50","29.52","29.95","29.66","41.70","36.00","15.00","30.90","41.20","35.10","14.60","37.50","29.50","12.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","South-West","3","Cumulus","0","0","0","0","0","0","0","0","South-West","3","West","4","West","3",".177",".105",".045","68","51","53.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
1858-01-06,"30.24","29.97","29.95","33.00","52.30","54.00","30.24","29.91","29.89","30.01","4.00","8.10","8.80","6.97","4.00","8.40","8.50","3.50","8.00","8.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","West","4","Cirrus","9","East","3","Cirrus","10","East","Empty","Nimbus","East","2","East","3","East","3",".045",".058",".057","86.5","90","88","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
1858-01-07,"30.16","29.96","30.02","32.00","55.50","57.20","30.16","29.89","29.95","30.00","9.00","15.00","10.90","11.63","8.90","15.40","11.00","3.00","14.70","10.50","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","West","3","Nimbus","8","West","3","Nimbus","10","Empty","Empty","Nimbus","East","2","East","3","East","3",".052",".077",".064","79","87.5","89.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
1858-01-08,"30.43","30.22","30.44","32.00","54.00","51.00","30.43","30.25","30.36","30.35",".50","8.00","7.50","5.33","-.20","7.00","7.00","-.20","6.00","6.50","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","North-West","3","Cumulus","2","North-West","3","Cumulus","0","0","0","0","North-West","1","North-West","3","North-West","2",".044",".045",".053","100","76","87.5","NA","NA","NA","NA","NA","NA","NA","NA","Splendid Aurora","","","","",
1858-01-09,"30.60","30.31","29.80","32.00","48.80","65.00","30.60","30.26","29.70","30.19","13.50","28.00","37.40","26.30","13.00","27.30","37.00","12.00","28.30","35.00","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9","South-West","4","Cumulus","9","South-West","4","Nimbus","10","South-West","5","Nimbus","South-West","3","South-West","3","South-West","4",".063",".131",".178","81","88","81","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
1858-01-10,"30.04","30.12","30.24","47.50","53.50","64.00","29.99","30.06","30.14","30.06","32.00","29.00","22.00","27.67","31.50","28.30","21.20","29.50","25.00","20.30","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","West","3","Cumulus","2","North-West","4","Cumulus","0","0","0","0","West","2","North-West","3","North-West","1",".121",".095",".099","68.5","61","87","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
1858-01-11,"30.58","30.28","29.88","39.90","55.00","61.20","30.56","30.21","29.79","30.19","8.00","34.50","42.50","28.47","8.50","33.50","42.00","7.00","32.00","40.00","Empty","P.M. 10","Empty","Empty","Empty","NA","NA","NA","NA","NA","0","0","0","0","3","South-West","Empty","Cirrus","10","South","6","Nimbus","North-West","1","South-West","3","South-East","6",".042",".158",".222","66","81","83","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",
