Observation date,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,remarks_7am,remarks_2pm,remarks_9pm,daily_weather_remarks,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,cloud_amount_7am,kind_of_cloud_7am,cloud_velocity_7am,cloud_direction_7am,cloud_amount_2pm,kind_of_cloud_2pm,cloud_velocity_2pm,cloud_direction_2pm,cloud_amount_9pm,kind_cloud_9pm,cloud_velocity_9pm,course_higher_clouds_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,transcriber_comments,barometer_7am,barometer_2pm,barometer_9pm,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_corrected_7am,barometer_corrected_2pm,barometer_corrected_9pm,barometer_corrected_mean,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,transcriber_comments,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5,transcriber_comments
1864-12-28,33,36,38,35.3,None,None,Smir and rain,NA,None,AM,Empty,Empty,Empty,10,Nimbus,None,None,10,Nimbus,None,None,10,None,None,None,North-East,1,South-East,1,South-East,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1864-12-29,42,49,45,45.3,Rain,Rain,Rain,9pm Lightning and thunder,NA,NA,NA,NA,NA,10,None,None,None,10,None,None,None,10,None,None,None,South-East,1,South-East,2,South-West,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1864-12-30,33,29,26,29.3,NA,NA,NA,NA,Empty,9am,12am ('midnight'),2.2,Empty,10,Stratus,None,None,10,Stratus,None,None,10,Stratus,None,None,South-West,3,South-West,4,North-West,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1864-12-31,27,32,30,29.7,None,Snow,Snow,NA,None,10am,12am ('midnight'),0.375,4.25,10,Stratus,None,None,10,None,None,None,10,None,None,None,South-West,2,North,2,North,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-01,25,24,10,20,Snow,Snow,Drift,NA,Empty,Early morning,7pm,0.6,7.5,10,None,Empty,Empty,10,None,Empty,Empty,10,None,Empty,Empty,North-East,2,North-East,2,North-East,3,NA,NA,NA,NA,NA,NA,29.686,29.608,29.613,29.636,NA,NA,NA,NA,NA,NA,0.155,0.11,0.056,100,86,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-02,6,15,12,11,Clear,Clear,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,0,None,Empty,Empty,0,None,Empty,Empty,North-West,2,North-West,1,North-West,1,NA,NA,NA,NA,NA,NA,29.894,29.97,30.03,29.965,NA,NA,NA,NA,NA,NA,0.04,0.07,0.05,68,80,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-03,2,15,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Stratus,Empty,Empty,5,Stratus,Empty,Empty,10,Stratus,Empty,Empty,West,1,North-West,1,North-West,1,NA,NA,NA,NA,NA,NA,30.18,30.182,30.222,30.195,NA,NA,NA,NA,NA,NA,0.044,0.057,0.055,71,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-04,18,27,20,21.7,Snow,None,None,NA,Empty,Early morning,Noon (12pm),0.04,0.4,10,None,Empty,Empty,10,Nimbus,Empty,Empty,10,Stratus,Empty,Empty,South-East,4,South-East,2,North-East,3,NA,NA,NA,NA,NA,NA,29.976,29.82,29.822,29.873,NA,NA,NA,NA,NA,NA,0.116,0.13,0.09,87,90,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-05,14,15,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Dash,-,5,Stratus,1,North-West,10,Stratus,1,North-West,North,4,North,3,North-West,1,NA,NA,NA,NA,NA,NA,30,30.03,30.082,30.037,NA,NA,NA,NA,NA,NA,0.052,0.07,0.061,66,81,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-06,30,33,33,32,None,Snow,Fine snow and rain,NA,Light snow showers (all day),7pm,Empty,Empty,Empty,10,Stratus,-,-,10,None,Empty,Empty,10,None,Empty,Empty,West,1,West,1,South-West,1,NA,NA,NA,NA,NA,NA,29.936,29.918,29.914,29.923,NA,NA,NA,NA,NA,NA,0.13,0.181,0.188,82,96,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-07,35,27,14,25.3,Rain,Fine hail,Snow,NA,Empty,Empty,12pm,1.68,1.5,10,None,Empty,Empty,10,None,Empty,Empty,None,None,Empty,Empty,North-East,3,North,4,North-East,5,NA,NA,NA,NA,NA,NA,29.38,29.274,29.485,29.38,NA,NA,NA,NA,NA,NA,0.193,0.147,0.082,91,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-08,-1,6,4,3,Clear,Clear,None,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,0,None,Empty,Empty,3,Cumulus,Empty,Empty,North,1,North,3,North,0,NA,NA,NA,NA,NA,NA,30.26,30.344,30.528,30.377,NA,NA,NA,NA,NA,NA,0.038,0.046,0.036,72,70,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-09,25,35,31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,3,South-West,10,Stratus,2,South-West,10,Stratus,2,West,South-West,5,South-West,3,West,1,NA,NA,NA,NA,NA,NA,30.28,30.154,30.166,30.2,NA,NA,NA,NA,NA,NA,0.114,0.178,0.174,80,87,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-10,29,32,32,31,None,Piling snow,Rain,NA,Empty,Noon (12pm),10pm,0.94,1,10,Stratus,1,West,10,None,-,-,10,None,-,-,West,0,North,1,North-East,2,NA,NA,NA,NA,NA,NA,30.11,29.954,29.355,29.806,NA,NA,NA,NA,NA,NA,0.16,0.157,0.182,96,87,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-11,18,13,9,10.7,None,Piling snow,Clear,NA,Empty,10am,6pm,0.04,0.5,10,Nimbus,-,-,10,None,-,-,0,None,-,-,North-East,4,North-East,3,North-East,2,NA,NA,NA,NA,NA,NA,29.315,29.442,29.694,29.484,NA,NA,NA,NA,NA,NA,0.098,0.052,0.05,100,66,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-12,7,16,27,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Cumulo-stratus,2,North-West,5,Stratus,2,North-West,10,Stratus,2,North-West,North-West,2,North-West,1,North-West,3,NA,NA,NA,NA,NA,NA,29.924,29.93,29.884,29.913,NA,NA,NA,NA,NA,NA,0.05,0.08,0.114,68,68,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-13,25,31,31,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Stratus,1,North-West,8,Stratus,1,North-West,5,Stratus,-,-,North-West,1,West,1,West,1,NA,NA,NA,NA,NA,NA,29.9,29.895,29.864,29.886,NA,NA,NA,NA,NA,NA,0.1,0.148,0.148,74,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-14,29,29,18,22,None,Snow,Snow,NA,Empty,11am,After midnight,0.955,8.5,10,Nimbus,3,South,10,None,-,-,10,None,-,-,South-South-East,3,North-East,2,North-East,3,NA,NA,NA,NA,NA,NA,29.8,29.682,29.382,29.621,NA,NA,NA,NA,NA,NA,0.157,0.13,0.098,87,82,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-15,15,18,6,13,NA,NA,NA,NA,Empty,3pm,9pm,0.065,1.4,10,Nimbus,-,-,10,Nimbus,-,-,8,Stratus,-,-,North,2,North,1,North-West,2,NA,NA,NA,NA,NA,NA,29.172,29.07,29.118,29.12,NA,NA,NA,NA,NA,NA,0.086,0.066,0.057,100,68,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-16,2,9,0,3.7,Clear,,Clear,NA,NA,NA,NA,NA,NA,0,None,-,-,6,Stratus,-,-,0,None,Empty,Empty,North-West,1,South-West,1,North-West,3,NA,NA,NA,NA,NA,NA,29.245,29.265,29.492,29.334,NA,NA,NA,NA,NA,NA,0.042,0.05,0.04,70,67,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-17,-5,10,13,6,Clear,None,None,NA,NA,NA,NA,NA,NA,0,None,-,-,2,Cumulo-stratus,-,-,10,Nimbus,-,-,North-West,2,South-West,1,North-East,1,NA,NA,NA,NA,NA,NA,29.728,29.71,29.64,29.693,NA,NA,NA,NA,NA,NA,0.028,0.056,0.064,68,81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-18,13,16,8,12.3,Piling snow,Piling snow,Clear,NA,NA,NA,NA,NA,NA,10,None,-,-,10,None,-,-,0,None,Empty,Empty,North-East,2,North-East,1,North-West,1,NA,NA,NA,NA,NA,NA,29.516,29.584,29.805,29.635,NA,NA,NA,NA,NA,NA,0.064,0.06,0.052,81,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-19,-3,16,13,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,-,-,7,Stratus,1,North-West,5,Stratus,-,-,North-West,1,North-West,1,North,1,NA,NA,NA,NA,NA,NA,30.011,29.946,29.911,29.956,NA,NA,NA,NA,NA,NA,0.032,0.04,0.052,70,47,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-20,5,12,12,9.7,,Clear,Clear,NA,NA,NA,NA,NA,NA,5,Stratus,-,-,0,NA,-,Empty,0,None,-,-,North-West,1,North-West,1,North-West,1,NA,NA,NA,NA,NA,NA,29.973,29.945,29.954,29.957,NA,NA,NA,NA,NA,NA,0.044,0.05,0.05,70,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-21,12,22,13,15.7,Clear,Clear,Clear,NA,NA,NA,NA,NA,NA,0,None,-,-,0,None,-,-,0,None,-,-,North-West,2,North-West,2,North,1,NA,NA,NA,NA,NA,NA,29.937,29.871,29.982,29.93,NA,NA,NA,NA,NA,NA,0.05,0.083,0.052,66,71,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-22,6,18,11,11.7,None,Clear,Clear,NA,NA,NA,NA,NA,NA,7,Stratus,-,-,0,None,-,-,0,None,-,-,North,1,North,1,North-West,1,NA,NA,NA,NA,NA,NA,30.036,30,29.95,29.995,NA,NA,NA,NA,NA,NA,0.042,0.066,0.058,68,68,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-23,10,25,29,21.3,Snow,Snow with showers,Snow,NA,Empty,8am,Empty,Empty,Empty,10,None,-,-,10,None,-,Empty,10,None,Empty,Empty,North,1,South-East,1,North-East,1,NA,NA,NA,NA,NA,NA,29.83,29.702,29.492,29.675,NA,NA,NA,NA,NA,NA,0.048,0.155,0.145,67,100,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-24,29,28,20,25.7,Smir,None,Clear,NA,Empty,Empty,9am,1,5,10,None,-,-,10,Stratus,-,-,0,None,-,-,North,1,North-West,1,North-West,2,NA,NA,NA,NA,NA,NA,29.015,29.047,29.294,29.119,NA,NA,NA,NA,NA,NA,0.148,0.122,0.083,85,80,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-25,10,19,10,13,None,None,Clear,NA,NA,NA,NA,NA,NA,10,Nimbus,-,-,5,Stratus,Trace,North-West,0,None,-,-,West,1,West,1,North,1,NA,NA,NA,NA,NA,NA,29.412,29.412,29.5,29.441,NA,NA,NA,NA,NA,NA,0.05,0.07,0.046,66,68,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-26,8,20,14,14,Clear,None,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,2,Stratus,1,North-West,0,None,Empty,Empty,North,1,West,1,West,1,NA,NA,NA,NA,NA,NA,29.587,29.526,29.564,29.559,NA,NA,NA,NA,NA,NA,0.041,0.051,0.055,68,48,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-27,1,17,10,19.3,Clear,Empty,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,8,Stratus,Empty,Empty,0,None,Empty,Empty,North-West,1,North-West,1,North-West,1,NA,NA,NA,NA,NA,NA,29.52,29.507,29.6,29.546,NA,NA,NA,NA,NA,NA,0.034,0.063,0.046,71,68,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-28,4,17,11,10.7,None,Clear,None,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,0,None,Empty,Empty,10,Stratus,Empty,Empty,North-East,1,North-East,2,North-East,3,NA,NA,NA,NA,NA,NA,29.666,29.648,29.745,29.686,NA,NA,NA,NA,NA,NA,0.007,0.063,0.048,68,68,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-29,5,17,19,13.7,Clear,Snow,None,NA,Empty,2pm,3:30pm,Not measurable,Empty,0,None,Empty,Empty,10,None,-,-,10,Nimbus,-,-,North-East,2,North-East,2,North-East,1,NA,NA,NA,NA,NA,NA,29.81,29.8,29.996,29.869,NA,NA,NA,NA,NA,NA,0.05,0.077,0.085,68,83,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-30,20,20,14,18,None,None,Clear,NA,NA,NA,NA,NA,NA,4,Stratus,-,-,10,Stratus,-,-,0,None,Empty,Empty,North-West,2,North-East,3,North-West,1,NA,NA,NA,NA,NA,NA,30.125,30.16,30.237,30.174,NA,NA,NA,NA,NA,NA,0.077,0.057,0.055,68,48,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-01-31,8,27,23,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,-,-,8,Stratus,-,-,5,Stratus,-,-,North-West,1,West,2,West,2,NA,NA,NA,NA,NA,NA,30.188,30.056,29.932,29.059,NA,NA,NA,NA,NA,NA,0.044,0.09,0.098,67,61,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-01,22,25,16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,9,Stratus,2,North,10,Nimbus,Empty,Empty,West,1,North-West,3,North,1,NA,NA,NA,NA,NA,NA,29.864,29.854,29.99,29.869,NA,NA,NA,NA,NA,NA,0.083,0.1,0.073,71,74,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-02,10,16,10,12,None,None,Clear,NA,NA,NA,NA,NA,NA,2,Stratus,-,-,10,Stratus,-,-,0,None,-,-,North,1,North,2,North,1,NA,NA,NA,NA,NA,NA,30.058,30.052,30.124,30.078,NA,NA,NA,NA,NA,NA,0.044,0.075,0.046,67,82,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-03,6,19,14,13,Clear,Clear,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,0,None,Empty,Empty,0,None,Empty,Empty,North,2,North,4,North,1,NA,NA,NA,NA,NA,NA,30.08,30.037,29.992,30.04,NA,NA,NA,NA,NA,NA,0.057,0.048,0.055,68,47,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-04,12,32,24,22.7,Clear,None,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,10,Stratus,Empty,Empty,0,None,Empty,Empty,North-West,1,North-West,1,North-West,1,NA,NA,NA,NA,NA,NA,29.781,29.708,29.54,29.676,NA,NA,NA,NA,NA,NA,0.055,0.137,0.094,66,75,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-05,16,27,28,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,10,Nimbus,Empty,Empty,North,1,North-East,1,North-East,1,NA,NA,NA,NA,NA,NA,29.487,29.452,29.487,29.475,NA,NA,NA,NA,NA,NA,0.063,0.114,0.122,68,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-06,30,34,27,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,2,North-East,8,Stratus,3,North-East,10,Stratus,2,North-East,North-East,2,North-East,3,North-East,1,NA,NA,NA,NA,NA,NA,29.7,29.822,30.074,29.865,NA,NA,NA,NA,NA,NA,0.152,0.176,0.114,92,90,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-07,24,29,26,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Nimbus,-,-,10,Nimbus,-,-,10,Nimbus,-,-,North-East,1,North-East,1,South-East,1,NA,NA,NA,NA,NA,NA,30.182,30.17,30.124,30.159,NA,NA,NA,NA,NA,NA,0.074,0.13,0.107,55,82,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-08,28,36,35,33,snow,Rain,None,NA,Empty,8am,8pm,0.99,Empty,10,None,-,-,10,None,-,-,10,Nimbus,-,-,East,2,South-East,4,South-East,5,NA,NA,NA,NA,NA,NA,29.682,29.352,29.275,29.436,NA,NA,NA,NA,NA,NA,0.145,0.193,0.195,91,91,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-09,33,31,18,27.3,Sleet,None,None,NA,Empty,Empty,Empty,Not measureable,Empty,10,None,-,-,10,Stratus,-,-,10,Stratus,-,-,South-West,3,South-West,3,North-West,3,NA,NA,NA,NA,NA,NA,29.194,29.195,29.305,29.231,NA,NA,NA,NA,NA,NA,0.167,0.148,0.066,90,85,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-10,6,18,17,13.7,Clear,Clear,None,NA,Empty,11pm,Empty,0.025,1,0,None,-,-,0,None,-,-,10,Stratus,-,-,North-West,2,South-West,1,North-West,1,NA,NA,NA,NA,NA,NA,29.522,29.51,29.555,29.529,NA,NA,NA,NA,NA,NA,0.037,0.03,0.083,68,24,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-11,16,19,8,14.3,None,None,Clear,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,6,Stratus,Empty,Empty,0,None,-,-,North-West,2,North-West,2,North-West,2,NA,NA,NA,NA,NA,NA,29.584,29.617,29.91,29.704,NA,NA,NA,NA,NA,NA,0.07,0.07,0.042,82,68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-12,1,11,6,6,Clear,None,None,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,North-East,1,North-East,2,North-East,1,NA,NA,NA,NA,NA,NA,30.164,30.182,30.25,30.199,NA,NA,NA,NA,NA,NA,0.036,0.048,0.04,71,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-13,6,6,11,7.7,Snow,Snow,Snow,NA,Empty,8am,12am ('midnight'),0.18,1.8,10,None,Empty,Empty,10,None,Empty,Empty,10,None,Empty,Empty,North-East,6,North-East,6,North-East,7,NA,NA,NA,NA,NA,NA,30.046,29.986,29.662,29.865,NA,NA,NA,NA,NA,NA,0.05,0.05,0.048,69,69,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-14,7,12,10,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,-,Empty,10,Stratus,Empty,Empty,2,Cumulus,Empty,Empty,North-West,3,North-West,3,North-West,1,NA,NA,NA,NA,NA,NA,29.555,29.604,29.788,29.649,NA,NA,NA,NA,NA,NA,0.042,0.05,0.065,68,66,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-15,7,23,16,15.3,Clear,Clear,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,0,None,Empty,Empty,0,None,1,North-West,North-West,1,South-West,2,South-West,1,NA,NA,NA,NA,NA,NA,29.94,29.952,30.038,29.977,NA,NA,NA,NA,NA,NA,0.042,0.065,0.06,68,52,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-16,22,34,35,30.3,snow,Rain,Empty,NA,Empty,8am,7pm,0.33,Empty,10,None,Empty,Empty,10,None,Empty,Empty,10,Fog,-,-,South-East,1,South-East,2,South-West,1,NA,NA,NA,NA,NA,NA,29.866,29.596,29.497,29.655,NA,NA,NA,NA,NA,NA,0.1,0.176,0.184,74,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-17,29,30,25,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,10,Nimbus,Empty,Empty,10,Nimbus,Empty,Empty,North,1,North,1,North-West,2,NA,NA,NA,NA,NA,NA,29.516,29.38,29.414,29.437,NA,NA,NA,NA,NA,NA,0.153,0.167,0.1,100,100,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-18,23,34,29,28.7,Clear,None,None,NA,Empty,8am,12pm,0.04,0.5,0,None,Empty,Empty,10,Stratus,Empty,Empty,10,Nimbus,Empty,Empty,North-West,1,North-West,1,North-West,1,NA,NA,NA,NA,NA,NA,29.384,29.373,29.456,29.371,NA,NA,NA,NA,NA,NA,0.094,0.156,0.16,76,80,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-19,23,24,22,23,Snow,None,None,NA,NA,NA,NA,NA,NA,10,None,Empty,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,North-West,4,North-West,4,North-West,2,NA,NA,NA,NA,NA,NA,29.604,29.68,29.893,29.746,NA,NA,NA,NA,NA,NA,0.123,0.129,0.1,100,100,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-20,19,27,22,22.7,Clear,Clear,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,0,None,Empty,Empty,0,None,Empty,Empty,North-West,1,North-West,2,North-West,2,NA,NA,NA,NA,NA,NA,30.038,30.014,30.07,30.041,NA,NA,NA,NA,NA,NA,0.066,0.114,0.083,68,80,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-21,18,36,28,27.3,Clear,None,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,5,Cirrus,Empty,Empty,10,None,Empty,Empty,North-West,1,North-West,1,North-West,1,NA,NA,NA,NA,NA,NA,30.21,30.24,30.321,30.257,NA,NA,NA,NA,NA,NA,0.066,0.127,0.122,68,60,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-22,22,33,32,29,Clear,None,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,5,Cirrus,Empty,Empty,0,None,Empty,Empty,North,1,South-West,2,South-West,3,NA,NA,NA,NA,NA,NA,30.36,30.315,30.184,30.286,NA,NA,NA,NA,NA,NA,0.083,0.13,0.17,71,70,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-23,34,35,34,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Nimbus,Empty,Empty,10,Nimbus,Empty,Empty,10,None,Empty,Empty,South-West,1,South-West,2,South-West,1,NA,NA,NA,NA,NA,NA,29.994,29.861,29.877,29.877,NA,NA,NA,NA,NA,NA,0.176,0.184,0.186,90,90,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-24,29,26,18,24.3,None,Clear,Clear,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,0,None,Empty,Empty,0,None,Empty,Empty,North-West,1,North-West,3,North-West,1,NA,NA,NA,NA,NA,NA,29.75,29.844,30.14,29.911,NA,NA,NA,NA,NA,NA,0.13,0.107,0.066,82,76,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-25,13,30,24,22.3,Clear,Clear,Clear,NA,NA,NA,NA,NA,NA,0,None,Empty,Empty,0,None,Empty,Empty,0,None,Empty,Empty,North-West,1,South-West,1,South-West,1,NA,NA,NA,NA,NA,NA,30.33,30.33,30.348,30.336,NA,NA,NA,NA,NA,NA,0.057,0.14,0.094,67,83,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-26,27,34,37,32.7,None,Rain,None,NA,Empty,9am,7pm,1.05,Empty,10,Nimbus,Empty,Empty,10,None,Empty,Empty,10,Fog,Empty,Empty,South-East,2,South-East,3,South-West,2,NA,NA,NA,NA,NA,NA,30.155,29.94,29.59,29.59,NA,NA,NA,NA,NA,NA,0.122,0.176,0.22,80,90,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-27,35,39,16,30,None,Clear,Clear,NA,NA,NA,NA,NA,NA,10,Stratus,Empty,Empty,0,None,Empty,Empty,0,None,Empty,Empty,South-West,1,North,1,North-East,3,NA,NA,NA,NA,NA,NA,29.754,29.907,30.346,30.346,NA,NA,NA,NA,NA,NA,0.204,0.15,0.073,100,63,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-02-28,10,22,18,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Stratus,Empty,Empty,10,Stratus,Empty,Empty,10,Stratus,Empty,Empty,North-East,3,North-East,2,North-East,2,NA,NA,NA,NA,NA,NA,30.51,30.476,30.476,30.42,NA,NA,NA,NA,NA,NA,0.048,0.06,0.066,67,50,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-03-01,10,27,18,18.3,None,clear,clear,NA,Empty,early morning,Empty,0.11,1.1,7,Stratus,Empty,Empty,0,Empty,Empty,Empty,0,Empty,Empty,Empty,North-East,1,North-East,2,North-East,1,NA,NA,NA,NA,NA,NA,30.388,30.367,30.455,30.403,NA,NA,NA,NA,NA,NA,0.048,0.114,0.066,0.67,0.8,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-03-02,10,29,25,21.3,clear,clear,None,NA,Empty,Empty,Empty,Empty,Empty,0,Empty,Empty,Empty,0,Empty,Empty,Empty,10,Stratus,Empty,Empty,North-East,2,North-East,2,South,3,NA,NA,NA,NA,NA,NA,30.54,30.52,30.5,30.52,NA,NA,NA,NA,NA,NA,0.046,0.09,0.1,0.67,0.61,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
1865-03-03,30,35,35,33.7,None,None,Rain,NA,Empty,3:00 PM,in night,1.04,Empty,10,Nimbus,Empty,Empty,10,Nimbus,Empty,Empty,10,Empty,Empty,Empty,South,2,South,2,South,1,NA,NA,NA,NA,NA,NA,30.336,30.18,30.034,30.187,NA,NA,NA,NA,NA,NA,0.14,0.164,0.204,0.83,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
