Observation date,open_air_thermometer_7am,open_air_thermometer_2pm,open_air_thermometer_9pm,open_air_thermometer_mean,remarks_7am,remarks_2pm,remarks_9pm,daily_weather_remarks,type_precipitation,rain_and_melted_snow_hour_began,rain_and_melted_snow_hour_ended,rain_and_melted_snow_amount,depth_of_snow,cloud_amount_7am,kind_of_cloud_7am,cloud_velocity_7am,cloud_direction_7am,cloud_amount_2pm,kind_of_cloud_2pm,cloud_velocity_2pm,cloud_direction_2pm,cloud_amount_9pm,kind_cloud_9pm,cloud_velocity_9pm,course_higher_clouds_9pm,wind_direction_7am,wind_force_7am,wind_direction_2pm,wind_force_2pm,wind_direction_9pm,wind_force_9pm,barometer_7am,barometer_2pm,barometer_9pm_0,attached_thermometer_7am,attached_thermometer_2pm,attached_thermometer_9pm_0,barometer_corrected_7am,barometer_corrected_2pm,barometer_corrected_9pm,barometer_corrected_mean,dry_bulb_7am,dry_bulb_2pm,dry_bulb_9pm,wet_bulb_7am,wet_bulb_2pm,wet_bulb_9pm,force_of_vapor_7am,force_of_vapor_2pm,force_of_vapor_9pm,relative_humidity_7am,relative_humidity_2pm,relative_humidity_9pm,max_thermometer_obs,max_thermometer_cor,min_thermometer_obs,min_thermometer_cor,casual_phenomena,casual_phenomena_line_2,casual_phenomena_line_3,casual_phenomena_line_4,casual_phenomena_line_5
1870-10-04,28,55,40,41,NA,NA,NA,NA,Empty,0,0,0,0,2,Cirrus,0,0,0,0,0,0,4,Cumulus,1,South,South,1,North,3,South-East,3,29.609,29.496,29.433,50,64,65,29.552,29.402,29.338,29.43,28,55,40,27.5,48.6,38.6,0.005,0.261,0.216,0.49,0.58,0.86,NA,NA,NA,NA,"Dense smoke all day, the heaviest Prairies fires that has been known here for some time",,,,
1870-10-05,43,51,47,47,NA,NA,NA,NA,R,6:00 AM,8:30 AM,0.05,0,10,Nimbus,1,South,10,Cumulus,1,South,1,Cirro-stratus,0,0,South,3,South,3,South-West,1,29.168,29.122,29.178,56,61,62,29.097,29.038,29.091,29.075,43,51,47,42.4,47.6,42.6,0.264,0.286,0.218,0.95,0.75,0.65,NA,NA,NA,NA,A pretty smart shower of rain this morning which has had the effect of extinguishing the Prairie fires.,Empty,NA,NA,NA
1870-10-06,44,67,60,57,NA,NA,NA,NA,Empty,0,0,0,0,8,Cirro-cumulus,2,West,2,Cirro-cumulus,3,South,3,Cumulus,1,South,North-East,1,South,6,South,4,29.216,29.23,29.404,54,71,65,29.15,29.12,29.309,29.193,44,67,60,41.8,59.3,57.3,0.238,0.568,0.436,0.83,0.65,0.85,NA,NA,NA,NA,Beautiful mild day,NA,NA,NA,NA
1870-10-07,42,70,40,50.6,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,3,Cumulus,1,South,0,0,0,0,South-East,0,South,1,South,1,29.402,29.462,29.506,62,70,65,29.315,29.354,29.41,29.359,42,70,40,39.6,59.3,36.4,0.213,0.366,0.17,0.78,0.5,0.68,NA,NA,NA,NA,Sky somewhat smoky but not so dense as usual fires being more distant.,NA,NA,NA,NA
1870-10-08,39,62,48,49.6,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,1,Cirrus,0,0,3,Cirrus,0,0,South,0,South,5,South,2,29.554,29.482,29.424,55,70,64,29.484,29.374,29.332,29.396,39,62,48,37.4,53.6,44.3,0.223,0.305,0.244,0.86,0.53,0.73,NA,NA,NA,NA,A circle round the moon this evening at 8 P.M.,NA,NA,NA,NA
1870-10-09,51,70,58,59.6,NA,NA,NA,NA,Empty,0,0,0,0,3,Cirrus,1,South,4,Cirrus,2,South,7,Cirro-cumulus,1,South,South,5,South-West,5,South-West,2,29.324,29.126,29.012,54,66,66,29.258,29.029,28.915,29.067,51,70,58,47.3,58.4,47.6,0.278,0.338,0.383,0.75,0.45,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-10,47,58,44,49.6,NA,NA,NA,NA,R,7:00 PM,9:00 PM,0.15,0,10,Nimbus,1,South,6,Cumulus,1,North,3,Cirro-cumulus,1,East,South-West,1,North-West,1,North-West,0,29.014,29.062,29.108,61,66,63,28.93,28.965,29.019,28.971,47,58,44,46.3,51.3,42.6,0.305,0.292,0.256,0.96,0.6,0.87,NA,NA,NA,NA,Heavy shower of rain this evening,NA,NA,NA,NA
1870-10-11,32,56,38,42,NA,NA,NA,NA,R,8:00 AM,4:00 PM,0.15,0,3,Cumulus,1,South,5,Cumulus,1,North-West,0,0,0,0,North-West,1,North-West,2,South,0,29.102,29.138,29.154,51,68,61,29.044,29.036,29.07,29.05,32,56,38,20.6,54.3,36.5,0.155,0.319,0.197,0.84,0.9,0.85,NA,NA,NA,NA,Occasional showers of rain during the most of the day,NA,NA,NA,NA
1870-10-12,28,67,40,45,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South-East,1,South-West,2,South,0,29.122,29.082,28.996,52,67,60,29.061,28.982,28.914,28.985,28,67,40,26.3,56.7,38.5,0.122,0.327,0.214,0.82,0.47,0.86,NA,NA,NA,NA,Clear and warm day,NA,NA,NA,NA
1870-10-13,34,60,42,45.3,NA,NA,NA,NA,Empty,0,0,0,0,6,Cumulus,1,South-West,4,Cirrus,1,South-West,6,Cumulus,1,South,South-West,1,South-West,4,South-West,3,28.854,28.982,28.922,54,66,66,28.789,28.886,28.826,28.833,34,60,42,32.4,58.7,38.6,0.163,0.477,0.191,0.84,0.9,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-14,36,57,32,41.6,NA,NA,NA,NA,Empty,0,0,0,0,5,Cumulus,0,0,6,Cumulus,1,West,0,0,0,0,North-East,1,North-West,1,North-West,0,28.924,28.952,29.07,55,69,67,28.856,28.849,28.97,28.891,36,57,32,34.3,46.4,31.7,0.176,0.179,0.175,0.85,0.37,0.94,NA,NA,NA,NA,An aurora consisting of a few streamers in the North between 8 and 10 P.M. class IV,NA,NA,NA,NA
1870-10-15,42,44,36,40.6,NA,NA,NA,NA,Empty,0,0,0,0,10,Cumulus,1,North,10,Cumulus,3,North,10,Cumulus,4,North,North,2,North,4,North,6,29.188,29.282,29.318,57,69,63,29.114,29.177,29.229,29.173,42,44,36,39.5,36.7,34.7,0.211,0.125,0.185,0.78,0.4,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-16,36,51,24,37,NA,NA,NA,NA,Empty,0,0,0,0,9,Cumulus,1,North,8,Cumulus,1,West,0,0,0,0,North-West,3,North-West,1,South,0,29.338,29.366,29.388,50,65,59,29.282,29.271,29.309,29.287,36,51,24,33.3,45.4,23.7,0.156,0.219,0.124,0.75,0.56,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-17,22,47,28,32.3,NA,NA,NA,NA,Empty,0,0,0,0,3,Cirro-cumulus,1,North,4,Cumulus,1,South,1,Stratus,0,0,North,1,South-East,1,South,1,29.374,29.442,29.418,54,73,65,29.308,29.327,29.323,29.319,22,47,28,21.6,38.4,27.3,0.112,0.124,0.14,0.92,0.37,0.94,NA,NA,NA,NA,"A very sight sprinkling of snow, the first of the season, at 6 A.M.",NA,NA,NA,NA
1870-10-18,33,44,42,39.6,NA,NA,NA,NA,R,7:30 AM,10:00 PM,0.4,0,10,Nimbus,1,South,10,Nimbus,1,South,10,Nimbus,6,North,South,1,South,1,North,6,29.046,28.922,28.98,47,68,58,28.998,28.82,28.905,28.907,33,44,42,32.8,42.3,42,0.184,0.248,0.267,1,0.87,1,NA,NA,NA,NA,Occasional Showers during the forenoon. Settled down to heavy rain in the evening,NA,NA,NA,NA
1870-10-19,40,47,37,41.3,NA,NA,NA,NA,Empty,0,0,0,0,4,Cumulus,2,North,3,Cumulus,3,North,10,Nimbus,1,North-West,North,3,North,3,North-West,1,29.148,29.132,28.966,56,66,65,29.077,29.035,28.873,28.995,40,47,37,38.6,39.4,35.3,0.21,0.145,0.184,0.86,0.44,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-20,34,46,36,38.6,NA,NA,NA,NA,R,1:00 PM,4:00 PM,0.05,0,7,Cumulus,2,North-West,10,Nimbus,6,North-West,10,Cumulus,2,North-West,North-West,1,North-West,6,North,5,28.779,28.669,28.82,56,61,55,28.709,28.586,28.752,28.682,34,46,36,31.4,38.7,34.3,0.147,0.143,0.176,0.75,0.42,0.84,NA,NA,NA,NA,A slight shower of rain this afternoon,NA,NA,NA,NA
1870-10-21,28,38,22,29.3,NA,NA,NA,NA,Empty,0,0,0,0,7,Cumulus,1,North,9,Cumulus,4,North,1,Stratus,0,0,North,3,North,7,North,1,29.062,29.166,29.35,42,63,60,29.027,29.077,29.268,29.124,28,38,22,27.7,33.4,21.8,0.148,0.132,0.115,0.94,0.57,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-22,20,34,28,27.3,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,4,Cumulus,0,0,10,Cumulus,1,East,North,0,South,1,East,2,29.438,29.496,29.468,43,66,62,29.4,29.397,29.381,29.392,20,34,28,19.3,30.6,27.4,0.096,0.133,0.142,0.92,0.65,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-23,27,33,28,29.3,NA,NA,NA,NA,Empty,0,0,0,0,10,Nimbus,1,North,10,Nimbus,1,North,10,Nimbus,1,North,North,2,North,3,North,2,29.416,29.536,29.474,55,62,62,29.347,29.448,29.387,29.394,27,33,28,26.8,31.4,26.7,0.143,0.157,0.13,0.96,0.84,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-24,28,39,22,29.6,NA,NA,NA,NA,Empty,0,0,0,0,10,Nimbus,1,North,4,Cirrus,1,South,0,0,0,0,North-West,2,South,0,North,0,29.428,29.468,29.438,44,67,57,29.388,29.368,29.364,29.373,28,39,22,26.3,33.4,20.3,0.122,0.119,0.089,0.82,0.5,0.78,NA,NA,NA,NA,A brilliant display of aurora this evening commenced with blood red streamers in the north at 7 P.M.,At 9 became in the form of a canopy over all the sky of different colors with a magnificient corona,,"in the zenith, which continued during most of the night. Class I",
1870-10-25,12,30,24,22,NA,NA,NA,NA,Empty,0,0,0,0,1,Stratus,0,0,2,Cirrus,1,South-West,7,Cumulus,2,South,South-West,2,South-West,3,South-East,4,29.406,29.552,29.556,38,62,60,29.381,29.464,29.473,29.439,12,30,24,11.5,27.3,22.7,0.066,0.117,0.107,0.9,0.72,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-26,33,38,30,33.6,NA,NA,NA,NA,S,3:00 PM,10:30 PM,0.4,2.4,10,Cumulus,1,South,10,Nimbus,1,South-East,10,Nimbus,1,North-East,South-East,3,South-East,2,North-East,1,29.294,29.218,29.044,48,67,64,29.243,29.118,28.952,29.104,33,38,30,32.5,34.3,29.8,0.178,0.151,0.163,0.94,0.66,0.96,NA,NA,NA,NA,Heavy snow this afternoon,,,,
1870-10-27,33,42,24,33,NA,NA,NA,NA,Empty,0,0,0,0,10,Nimbus,0,0,10,Nimbus,0,0,0,0,0,0,North,2,South,0,South-West,3,29.182,29.296,29.298,45,66,60,29.139,29.199,29.216,29.184,33,42,24,32.4,41.6,23.7,0.176,0.258,0.123,0.94,0.95,0.93,NA,NA,NA,NA,A few stray auroral streamers in the north from 8 to 11 P.M.,NA,NA,NA,NA
1870-10-28,21,42,26,29.6,NA,NA,NA,NA,Empty,0,0,0,0,2,Stratus,0,0,1,Cirrus,0,0,1,Cirro-stratus,0,0,North-East,2,South,0,South,1,29.278,29.434,29.438,38,67,63,29.253,29.334,29.349,29.312,21,42,26,19.3,36.4,24.3,0.085,0.144,0.11,0.78,0.53,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-29,32,44,28,34.6,NA,NA,NA,NA,Empty,0,0,0,0,5,Cirro-cumulus,0,0,2,Cirrus,1,South,10,Cumulus,6,North,South,2,South-West,6,North,7,29.184,29.136,29.176,48,65,60,29.133,29.041,29.094,29.086,32,44,28,31.5,38.4,26.3,0.171,0.161,0.122,0.94,0.55,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-30,27,30,20,23.6,NA,NA,NA,NA,Empty,0,0,0,0,10,Cumulus,6,North,7,Cumulus,2,North,0,0,0,0,North,8,North,3,South,0,29.298,29.392,29.426,38,62,58,29.273,29.305,29.349,29.309,27,30,20,26.3,28,19.7,0.134,0.13,0.103,0.94,0.78,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-10-31,24,44,29,32.3,NA,NA,NA,NA,Empty,0,0,0,0,3,Cumulus,1,North,1,Cirrus,1,South-East,1,Stratus,0,0,East,2,South-East,1,South,0,28.974,28.894,28.824,41,66,63,28.942,28.798,28.736,28.825,24,44,29,23.7,38.5,28.3,0.119,0.163,0.147,0.93,0.55,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-11-01,20,40,28,29.3,NA,NA,NA,NA,Empty,0,0,0,0,3,Cumulus,1,West,1,Cirrus,1,South-East,1,Stratus,0,0,South,3,South,1,North,0,28.876,28.944,29.112,44,67,64,28.836,28.846,29.02,28.9,20,40,28,19.7,35.4,27.4,0.103,0.15,0.142,92,59,94,NA,NA,NA,NA,Cumulus rose from south gradually clearing until evening which turned out clear and calm,,,,
1870-11-02,19,34,26,26.3,NA,NA,NA,NA,S,4 a.m.,6 a.m.,0.05,0.5,10,Nimbus,1,North,8,Cumulus,2,North,3,Cumulus,2,North,North,1,North,3,North,4,29.216,29.108,29.004,42,36,63,29.181,29.037,28.915,29.044,19,34,26,18.7,30.4,25.7,0.093,0.137,0.136,92,65,93,NA,NA,NA,NA,"Slight fall of snow in the morning, wind increased towards evening.",,,,
1870-11-03,26,44,31,33.6,NA,NA,NA,NA,Empty,0,0,0,0,3,Cumulus,1,North,1,Cirrus,0,0,0,0,0,0,North,1,South,0,South,0,28.892,28.912,28.968,41,64,62,28.86,28.822,28.883,28.855,26,44,31,25.3,37.3,30.7,0.128,0.127,0.169,93,47,94,NA,NA,NA,NA,Calm and clear all day,NA,NA,NA,NA
1870-11-04,18,26,18,20.6,NA,NA,NA,NA,Empty,0,0,0,0,2,Cirrus,1,North,3,Cirro-cumulus,1,North,3,Cirro-cumulus,6,West,North,3,North,4,North-East,0,29.232,29.418,29.462,37,64,56,29.21,29.326,29.391,29.309,18,26,18,17.3,23.7,17.7,0.087,0.169,0.093,91,68,91,NA,NA,NA,NA,"Weather chilly and cold to day, ice commencing to float down the Red River",NA,NA,NA,NA
1870-11-05,22,29,28,26.3,NA,NA,NA,NA,S,11 a.m.,4 p.m.,0.06,0.8,10,Cumulus,1,East,10,Nimbus,2,South-East,10,Nimbus,3,South-East,South-East,4,South-East,3,South-East,4,29.386,29.208,29.128,54,61,64,29.32,29.124,29.036,29.16,22,29,28,21.7,26.4,27.3,0.113,0.112,0.144,92,71,94,NA,NA,NA,NA,"Snow in the forenoon, heavy send from SE in the afternoon",NA,NA,NA,NA
1870-11-06,26,35,29,30,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,0,0,0,0,10,Nimbus,1,South,South,3,South,1,South,1,29.448,29.556,29.602,40,55,65,29.418,29.486,29.506,29.41,26,35,29,22.3,32,28.3,0.077,0.142,0.147,56,69,94,NA,NA,NA,NA,Sky became gradually over clouded from south in the afternoon. Large circles round the moon at 9 P.M.,NA,NA,NA,NA
1870-11-07,31,32,29,30.6,NA,NA,NA,NA,S,11.30 a.m.,11 P.M.,0.3,1.5,10,Nimbus,0,0,10,Nimbus,5,East,10,Nimbus,5,North-East,South,6,East,6,North-East,6,29.362,29.016,28.888,45,65,55,29.319,28.921,28.82,29.02,31,32,29,30.3,31.3,38.7,0.161,0.172,0.154,94,94,94,NA,NA,NA,NA,Snowing heavily all the afternoon. Assiniboine River frozen over,NA,NA,NA,NA
1870-11-08,24,23,10,19,NA,NA,NA,NA,S,4 P.M.,6 P.M.,0.04,0.5,10,Nimbus,2,North-East,10,Nimbus,4,North,1,Stratus,0,0,North-East,4,North,6,North,1,28.918,29.062,29.256,45,63,57,28.876,28.973,29.182,29.01,24,23,10,23.3,22.7,9.8,0.116,0.118,0.065,93,93,89,NA,NA,NA,NA,A slight full of snow in the afternoon,NA,NA,NA,NA
1870-11-09,8,22,22,17.3,NA,NA,NA,NA,Empty,0,0,0,0,10,Nimbus,2,North,10,Nimbus,0,0,1,Cirrus,1,South,South-East,2,South-East,4,South,7,29.312,29.338,29.178,37,66,70,29.29,29.241,29.07,29.2,8,22,22,7.7,21.3,21.8,0.058,0.106,0.115,88,92,92,NA,NA,NA,NA,"Sky dull and heavy all day, Red River frozen over in some places",NA,NA,NA,NA
1870-11-10,28,38,32,32.6,NA,NA,NA,NA,Empty,0,0,0,0,9,Cumulus,1,East,7,Cumulus,1,South,10,Nimbus,0,0,East,5,South,4,South,2,29.944,28.908,28.932,53,70,60,28.881,28.802,28.852,28.845,28,38,22,27.5,34.7,32,0.144,0.159,0.181,94,66,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870-11-11,28,36,32,32,NA,NA,NA,NA,Empty,0,0,0,0,9,Cumulus,1,South,8,Cumulus,1,South,0,0,0,0,South,1,South,1,South,1,29.166,28.948,28.942,50,62,63,29.11,28.863,28.854,28.942,28,36,32,26.7,33.3,31.7,0.13,0.155,0.175,82,75,94,NA,NA,NA,NA,Sky heavy. Dull raw weather,NA,NA,NA,NA
1870-11-12,18,38,18,24.6,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,2,Cirrus,1,North-West,1,Cirrus,1,West,South,1,South,1,South,1,29.158,29.396,29.462,46,63,60,29.113,29.307,29.38,29.266,18,38,18,17.5,33.5,17.6,0.09,0.134,0.092,91,57,91,NA,NA,NA,NA,Day fine but somewhat cold.,NA,NA,NA,NA
1870-11-13,20,28,18,22,NA,NA,NA,NA,Empty,0,0,0,0,Empty,0,0,0,10,Nimbus,1,East,10,Nimbus,0,0,South-East,0,East,2,East,1,29.422,29.488,29.478,50,63,58,29.366,29.399,29.401,29.388,20,28,18,19.8,27.3,17.3,0.105,0.14,0.087,92,94,91,NA,NA,NA,NA,Very fine weather we are now having our Indian Summer,NA,NA,NA,NA
1870-11-14,20,24,21,21.6,NA,NA,NA,NA,Empty,0,0,0,0,10,Nimbus,0,0,10,Nimbus,1,North,10,Nimbus,3,North,North-West,0,North,3,North,5,29.426,29.444,29.478,53,63,63,29.362,29.355,29.414,29.377,20,24,21,19.8,23.6,20.7,0.105,0.122,0.108,92,93,92,NA,NA,NA,NA,Heavy fog in the morning which cleared off about 10 A.M.,NA,NA,NA,NA
1870-11-15,18,26,18,20.6,NA,NA,NA,NA,Empty,0,0,0,0,10,Nimbus,1,North,2,Cirrus,1,South,1,Cirro-cumulus,0,0,North,3,South-West,2,South,1,29.504,29.478,29.346,42,57,58,29.468,29.404,29.269,29.38,18,26,18,17.3,24.7,17.6,0.087,0.118,0.092,91,81,91,NA,NA,NA,NA,A milky aurora in the North between 7 and 10 P.M.,NA,NA,NA,NA
1870-11-16,20,46,26,30.6,NA,NA,NA,NA,Empty,0,0,0,0,10,Cumulus,2,South,0,0,0,0,10,Nimbus,4,North-West,South,4,South,3,North-West,8,28.886,28.806,29.134,44,64,59,28.846,28.716,29.055,28.872,20,46,26,19.8,40.3,25.5,0.105,0.177,0.132,92,57,93,NA,NA,NA,NA,The wind changed suddenly at 6 P.M. and blew very hard from the North West,NA,NA,NA,NA
1870-11-17,24,37,12,21,NA,NA,NA,NA,Empty,0,0,0,0,10,Cumulus,4,North,4,Cirro-cumulus,2,North,0,0,0,0,North,6,North,3,North,1,29.502,29.676,29.766,42,62,59,29.466,29.588,29.686,29.58,24,27,12,23.5,24.3,11.7,0.119,0.099,0.07,93,69,90,NA,NA,NA,NA,"A very fine aurora in the North consisting of three arches respectively 20, 30 and 40 deg high the lower arch was broken here and there by what seemed to be a dark cloud forming a very pleasant appearance.",Red River completely frozen over.,,,
1870-11-18,10,29,29,22.6,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,5,Cirro-cumulus,0,0,6,Cirro-cumulus,2,South-East,South-East,1,South-East,4,South-East,5,29.738,29.428,29.238,63,60,68,29.647,29.346,29.136,29.376,10,29,29,9.8,27.8,27.7,0.065,0.138,0.137,89,82,82,NA,NA,NA,NA,A nice cool day.,,,,
1870-11-19,28,35,24,29,NA,NA,NA,NA,S,2.30 P.M.,11 P.M.,0.1,0.6,3,Cirro-stratus,0,0,10,Nimbus,2,North-West,10,Nimbus,6,North,North-West,1,North-West,4,North,6,29.106,29.104,29.346,64,60,66,29.014,29.022,29.249,29.095,28,35,24,27.3,33.3,23.8,0.14,0.168,0.125,94,84,93,NA,NA,NA,NA,A slight fall of snow in the afternoon,NA,NA,NA,NA
1870-11-20,12,14,1,9,NA,NA,NA,NA,Empty,0,0,0,0,1,Cirrus,0,0,10,Nimbus,1,North,1,Stratus,1,0,North,2,North,1,South,1,29.704,29.744,29.688,46,61,57,29.658,29.658,29.613,29.643,12,14,1,11.6,12.7,0.8,0.065,0.062,0.042,90,72,85,NA,NA,NA,NA,"A nice cool day clear in the morning, cloudy about noon and clearing up in the morning",NA,NA,NA,NA
1870-11-21,10,24,33,22.3,NA,NA,NA,NA,Empty,0,0,0,0,8,Nimbus,2,South,9,Cumulus,1,South-West,2,Cumulus,0,0,South,8,South,7,South,3,29.298,29.078,28.716,40,58,59,29.268,29.001,28.638,28.969,10,24,33,9.5,22.3,32.5,0.06,0.1,0.178,89,80,94,NA,NA,NA,NA,Blowing very hard to day from the south more moderate towards evening,NA,NA,NA,NA
1870-11-22,28,22,13,21,NA,NA,NA,NA,S,8 a.m.,11 a.m.,0.05,0.25,10,Nimbus,6,North,10,Nimbus,3,North,7,Cumulus,1,North,North,8,North,4,North,3,28.912,29.226,29.566,46,56,60,28.867,29.145,29.483,29.165,28,22,13,27.7,20.7,12.7,0.148,0.096,0.074,94,78,90,NA,NA,NA,NA,A slight fall of snow in the forenoon a few streamers of aurora in the north at 9 P.M.,NA,NA,NA,NA
1870-11-23,12,32,23,22.3,NA,NA,NA,NA,Empty,0,0,0,0,1,Cirrus,1,South,1,Cirrus,1,South,0,0,0,0,South,2,South,3,South,0,29.452,29.318,29.23,49,66,59,29.399,29.227,29.151,29.259,12,32,23,11.6,28.7,22.8,0.068,0.12,0.12,90,63,93,NA,NA,NA,NA,A very fine day. Evening clear and mild.,NA,NA,NA,NA
1870-11-24,24,50,38,37.3,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South-East,1,South,3,South,2,29.098,28.996,28.812,49,61,63,29.045,28.912,28.724,28.893,24,50,38,22.3,46.3,36.4,0.1,0.256,0.195,80,74,85,NA,NA,NA,NA,Warm again to day the snow has almost totally disappeared from the prairies.,NA,NA,NA,NA
1870-11-25,38,46,34,39.3,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,4,Cumulus,1,South-West,1,Stratus,0,0,West,3,South-West,4,North,1,28.748,28.736,28.696,55,65,64,28.68,28.643,28.616,28.643,38,46,34,36.5,39.7,33.7,0.197,0.164,0.19,85,50,94,NA,NA,NA,NA,Nice day. Stratus in the South west horizon in the evening.,NA,NA,NA,NA
1870-11-26,31,47,29,35.6,NA,NA,NA,NA,Empty,0,0,0,0,1,Stratus,0,0,0,0,0,0,0,0,0,0,West,1,West,2,North,0,28.522,28.618,28.888,50,59,64,28.467,28.54,28.798,28.601,31,47,29,30.4,40.7,28.3,0.166,0.174,0.147,94,51,94,NA,NA,NA,NA,"Beautiful warm day, a slight aurora consisting of a milky vapor in the north at 10 P.M.",NA,NA,NA,NA
1870-11-27,17,32,24,24.3,NA,NA,NA,NA,Empty,0,0,0,0,6,Cumulus,1,North,7,Cirro-cumulus,2,West,4,Cumulus,1,West,North-East,1,East,1,North-East,0,29.114,29.156,29.224,45,62,50,29.071,29.049,29.168,29.096,17,32,24,16.6,31.3,23.6,0.088,0.168,0.122,91,96,93,NA,NA,NA,NA,Another delightful day a slight aurora like the one of last night from 9 to 10 P.M.,NA,NA,NA,NA
1870-11-28,17,31,21,23,NA,NA,NA,NA,Empty,0,0,0,0,3,Cirro-cumulus,1,West,1,Stratus,0,0,7,Cumulus,1,East,North,0,South-East,1,North-East,2,29.404,29.526,29.644,47,58,56,29.406,29.448,29.571,29.475,17,31,21,16.4,28.7,20.3,0.084,0.131,0.101,91,73,92,NA,NA,NA,NA,Fine and clear in the forenoon. Somewhat cloudy in the afternoon.,NA,NA,NA,NA
1870-11-29,18,35,26,26.3,NA,NA,NA,NA,Empty,0,0,0,0,1,Stratus,0,0,4,Cirro-cumulus,1,North-West,1,Stratus,0,0,South,1,South,3,South,0,29.612,29.538,29.39,45,54,55,29.568,29.471,29.321,29.453,18,35,26,17.3,31.3,25.4,0.087,0.134,0.13,91,66,93,NA,NA,NA,NA,"Another fine day, really astonishing weather for this season in the country.",NA,NA,NA,NA
1870-11-30,27,45,33,35,NA,NA,NA,NA,Empty,0,0,0,0,9,Cumulus,1,West,2,Cirrus,1,West,1,Cirro-stratus,0,0,South,3,West,3,West,4,29.146,29.144,29.182,44,59,59,29.106,29.065,29.103,29.091,27,45,33,26.3,37.3,30.3,0.134,0.124,0.145,94,41,74,NA,NA,NA,NA,"Very fine and mild weather to day, heavy fires running in the prairies for the last three days we have hardly even had such a continuance of such beautiful weather at this time of the year",no snow on the  ground and the roads as as dry and smooth as if it were the middle of the summer,,,
1870-12-01,23,40,28,30.3,NA,NA,NA,NA,Empty,0,0,0,0,8,Cirro-cumulus,2,West,0,0,0,0,0,0,0,0,North-West,1,South-West,1,South,2,29.126,29.092,29.154,45,55,59,29.083,29.023,29.105,29.07,23,40,28,22.4,33.3,25.5,0.113,0.105,0.109,0.93,0.42,0.7,NA,NA,NA,NA,"A Beautiful clear day, fire still in the prairies",,,,
1870-12-02,26,40,24,30,NA,NA,NA,NA,Empty,0,0,0,0,0,0,0,0,1,Cirrus,1,West,3,Cirrus,3,West,South-West,1,South,1,South,1,29.212,29.2,29.086,47,56,59,29.164,29.129,29.007,29.1,26,40,24,25.7,34,23.4,0.136,0.12,0.118,0.93,0.47,0.93,NA,NA,NA,NA,"Mild and clear all day, a large circle round the moon between 8 and 10 P.M.",,,,
1870-12-03,24,36,29,29.6,NA,NA,NA,NA,Empty,0,0,0,0,9,Nimbus,0,0,10,Nimbus,1,East,8,Cumulus,1,North,East,1,North-East,1,North-East,1,28.874,28.854,28.956,43,56,56,28.837,28.784,28.886,28.835,24,36,29,23.6,31.5,26.7,0.122,0.129,0.118,0.93,0.58,0.71,NA,NA,NA,NA,"Mild day, very cloudy cleared of somewhat in the afternoon",NA,NA,NA,NA
1870-12-04,23,28,28,26.3,NA,NA,NA,NA,Empty,0,0,0,0,9,Cumulus,1,West,10,Cumulus,1,North-West,10,Nimbus,1,West,North-East,1,North-East,2,South-West,0,29.096,29.134,29.152,46,63,62,29.051,29.045,29.065,29.053,23,28,28,22.4,27,27.6,0.113,0.136,0.146,0.93,0.88,0.94,NA,NA,NA,NA,Nice cool day. Sky much obscured by clouds,NA,NA,NA,NA
1870-12-05,22,22,7,17,NA,NA,NA,NA,S,4:00 AM,7:00 AM,0.1,0.5,10,Nimbus,1,North,1,Cirrus,0,0,0,0,0,0,North,2,North,4,South,0,29.134,29.152,29.1,58,62,58,29.057,29.065,29.023,29.048,22,22,7,21.4,19.3,6.3,0.108,0.073,0.049,0.92,0.64,0.88,NA,NA,NA,NA,"Slight snow in the morning, turned out clear in the afternoon",NA,NA,NA,NA
